Oregon Tech,Error,Portland,2501
11:56,-1,Garret Albrecht missed Free Throw.,9,19
11:56,-1,Oregon Tech Deadball Team Rebound.,9,19
11:56,-1,Garret Albrecht made Free Throw.,10,19
11:38,-1,Foul on Tyler Hieb.,10,19
11:38,2501,Josh McSwiggan made Free Throw.,10,20
11:38,2501,Josh McSwiggan made Free Throw.,10,21
11:26,-1,Zach Bernards made Three Point Jumper. Assisted by Mitchell Fink.,13,21
11:14,2501,D'Marques Tyson Turnover.,13,21
11:13,-1,Zach Bernards Steal.,13,21
11:11,-1,Mitchell Fink made Layup.,15,21
10:45,2501,Malcolm Porter Turnover.,15,21
10:44,-1,Jalen Carvalho Steal.,15,21
10:41,-1,Zach Bernards missed Three Point Jumper.,15,21
10:41,2501,Joseph Smoyer Defensive Rebound.,15,21
10:24,2501,D'Marques Tyson missed Three Point Jumper.,15,21
10:24,-1,Harrison Steiger Defensive Rebound.,15,21
10:10,-1,Jordan Henderson Turnover.,15,21
10:10,2501,Portland  Timeout,15,21
10:02,2501,Foul on Malcolm Porter.,15,21
10:02,2501,Malcolm Porter Turnover.,15,21
9:45,-1,Zach Bernards missed Layup.,15,21
9:45,-1,Jordan Henderson Offensive Rebound.,15,21
9:39,-1,Jordan Henderson made Two Point Tip Shot.,17,21
9:32,2501,Marcus Shaver Jr Turnover.,17,21
9:32,-1,Mitchell Fink Steal.,17,21
9:19,-1,Jordan Henderson made Layup.,19,21
9:06,2501,Josh McSwiggan missed Three Point Jumper.,19,21
9:06,2501,Portland Offensive Rebound.,19,21
8:44,-1,Foul on Jordan Henderson.,19,21
8:44,2501,Josh McSwiggan made Free Throw.,19,22
8:44,2501,Josh McSwiggan made Free Throw.,19,23
8:27,-1,Jordan Henderson missed Jumper.,19,23
8:27,2501,Tahirou Diabate Defensive Rebound.,19,23
8:12,2501,Josh McSwiggan missed Three Point Jumper.,19,23
8:12,-1,Oregon Tech Deadball Team Rebound.,19,23
8:08,2501,Foul on Tahirou Diabate.,19,23
7:52,-1,Jalen Carvalho missed Three Point Jumper.,19,23
7:52,2501,Josh McSwiggan Defensive Rebound.,19,23
7:41,2501,JoJo Walker missed Jumper.,19,23
7:41,-1,Jordan Henderson Defensive Rebound.,19,23
7:32,-1,Will Swank made Three Point Jumper. Assisted by Scotty Burge.,22,23
7:04,-1,Foul on Will Swank.,22,23
7:04,2501,Official TV Timeout,22,23
7:04,2501,Franklin Porter missed Free Throw.,22,23
7:04,2501,Portland Deadball Team Rebound.,22,23
7:03,-1,Foul on Andrew Weber.,22,23
7:03,2501,Philipp Hartwich missed Free Throw.,22,23
7:03,2501,Portland Deadball Team Rebound.,22,23
7:03,2501,Philipp Hartwich missed Free Throw.,22,23
7:03,-1,Harrison Steiger Defensive Rebound.,22,23
6:41,-1,Harrison Steiger missed Jumper.,22,23
6:41,2501,JoJo Walker Defensive Rebound.,22,23
6:35,2501,Josh McSwiggan made Layup. Assisted by JoJo Walker.,22,25
6:16,-1,Andrew Weber missed Jumper.,22,25
6:16,2501,Franklin Porter Defensive Rebound.,22,25
6:08,2501,Josh McSwiggan missed Layup.,22,25
6:08,2501,Josh McSwiggan Offensive Rebound.,22,25
5:59,2501,Franklin Porter made Layup.,22,27
5:52,-1,Harrison Steiger missed Layup.,22,27
5:52,2501,Philipp Hartwich Defensive Rebound.,22,27
5:46,2501,Marcus Shaver Jr made Three Point Jumper. Assisted by Franklin Porter.,22,30
5:35,-1,Mitchell Fink Turnover.,22,30
5:29,2501,Marcus Shaver Jr missed Three Point Jumper.,22,30
5:29,2501,Philipp Hartwich Offensive Rebound.,22,30
5:17,2501,Josh McSwiggan missed Three Point Jumper.,22,30
5:17,-1,Mitchell Fink Defensive Rebound.,22,30
5:13,2501,Foul on JoJo Walker.,22,30
5:09,-1,Dru Solis missed Three Point Jumper.,22,30
5:09,2501,Marcus Shaver Jr Defensive Rebound.,22,30
4:55,2501,JoJo Walker made Three Point Jumper. Assisted by Philipp Hartwich.,22,33
4:46,-1,Zach Bernards missed Layup.,22,33
4:46,2501,Josh McSwiggan Defensive Rebound.,22,33
4:35,-1,Foul on Garret Albrecht.,22,33
4:35,2501,Marcus Shaver Jr missed Free Throw.,22,33
4:35,2501,Portland Deadball Team Rebound.,22,33
4:35,2501,Marcus Shaver Jr made Free Throw.,22,34
4:19,-1,Mitchell Fink made Layup.,24,34
3:59,2501,Marcus Shaver Jr missed Jumper.,24,34
3:59,-1,Garret Albrecht Defensive Rebound.,24,34
3:37,-1,Jalen Carvalho missed Jumper.,24,34
3:37,2501,Marcus Shaver Jr Defensive Rebound.,24,34
3:28,2501,Marcus Shaver Jr Turnover.,24,34
3:28,2501,Official TV Timeout,24,34
3:16,-1,Zach Bernards missed Layup.,24,34
3:16,2501,Philipp Hartwich Defensive Rebound.,24,34
2:56,-1,Foul on Dru Solis.,24,34
2:56,2501,JoJo Walker made Free Throw.,24,35
2:56,2501,JoJo Walker made Free Throw.,24,36
2:45,-1,Mitchell Fink missed Layup.,24,36
2:45,2501,Philipp Hartwich Block.,24,36
2:45,-1,Oregon Tech Offensive Rebound.,24,36
2:34,-1,Mitchell Fink missed Three Point Jumper.,24,36
2:34,-1,Tyler Hieb Offensive Rebound.,24,36
2:31,2501,Foul on Malcolm Porter.,24,36
2:31,-1,Mitchell Fink made Free Throw.,25,36
2:31,-1,Mitchell Fink made Free Throw.,26,36
2:31,-1,Oregon Tech  Timeout,26,36
2:23,2501,D'Marques Tyson Turnover.,26,36
2:22,-1,Jalen Carvalho Steal.,26,36
2:04,-1,Zach Bernards Turnover.,26,36
1:59,2501,D'Marques Tyson made Layup. Assisted by JoJo Walker.,26,38
1:36,-1,Zach Bernards missed Layup.,26,38
1:36,2501,Philipp Hartwich Block.,26,38
1:35,2501,Philipp Hartwich Defensive Rebound.,26,38
1:26,2501,Josh McSwiggan made Three Point Jumper. Assisted by Marcus Shaver Jr.,26,41
1:04,-1,Mitchell Fink missed Three Point Jumper.,26,41
1:04,2501,Philipp Hartwich Defensive Rebound.,26,41
0:54,2501,JoJo Walker missed Three Point Jumper.,26,41
0:54,-1,Andrew Weber Defensive Rebound.,26,41
0:39,-1,Tyler Hieb missed Three Point Jumper.,26,41
0:39,2501,Portland Defensive Rebound.,26,41
0:07,2501,Philipp Hartwich missed Layup.,26,41
0:07,-1,Oregon Tech Defensive Rebound.,26,41
0:00,2501,End of 1st half,26,41
19:56,-1,Zach Bernards missed Layup.,26,41
19:56,2501,Tahirou Diabate Defensive Rebound.,26,41
19:43,-1,Foul on Zach Bernards.,26,41
19:33,2501,Franklin Porter missed Jumper.,26,41
19:33,-1,Jalen Carvalho Defensive Rebound.,26,41
19:25,-1,Tyler Hieb missed Three Point Jumper.,26,41
19:25,2501,JoJo Walker Defensive Rebound.,26,41
19:04,-1,Foul on Mitchell Fink.,26,41
18:50,2501,JoJo Walker missed Three Point Jumper.,26,41
18:50,2501,Tahirou Diabate Offensive Rebound.,26,41
18:45,2501,Tahirou Diabate made Layup.,26,43
18:23,-1,Tyler Hieb missed Three Point Jumper.,26,43
18:23,2501,Franklin Porter Defensive Rebound.,26,43
18:16,2501,Franklin Porter missed Layup.,26,43
18:16,-1,Andrew Weber Defensive Rebound.,26,43
18:09,-1,Jalen Carvalho missed Three Point Jumper.,26,43
18:09,-1,Zach Bernards Offensive Rebound.,26,43
18:05,-1,Zach Bernards missed Jumper.,26,43
18:05,-1,Jalen Carvalho Offensive Rebound.,26,43
18:01,-1,Jalen Carvalho made Two Point Tip Shot.,28,43
17:47,2501,Tahirou Diabate made Layup. Assisted by Philipp Hartwich.,28,45
17:23,-1,Tyler Hieb Turnover.,28,45
17:05,2501,Josh McSwiggan missed Three Point Jumper.,28,45
17:05,2501,Tahirou Diabate Offensive Rebound.,28,45
17:00,2501,Tahirou Diabate made Layup.,28,47
17:00,-1,Foul on Jalen Carvalho.,28,47
17:00,2501,Tahirou Diabate missed Free Throw.,28,47
17:00,-1,Jalen Carvalho Defensive Rebound.,28,47
16:48,2501,Foul on Tahirou Diabate.,28,47
16:48,-1,Harrison Steiger missed Free Throw.,28,47
16:48,-1,Oregon Tech Deadball Team Rebound.,28,47
16:48,-1,Harrison Steiger made Free Throw.,29,47
16:39,-1,Foul on Jalen Carvalho.,29,47
16:32,-1,Foul on Jordan Henderson.,29,47
16:32,2501,Tahirou Diabate missed Free Throw.,29,47
16:32,2501,Portland Deadball Team Rebound.,29,47
16:32,2501,Tahirou Diabate made Free Throw.,29,48
16:21,-1,Zach Bernards missed Three Point Jumper.,29,48
16:21,2501,Franklin Porter Defensive Rebound.,29,48
16:10,2501,JoJo Walker Turnover.,29,48
15:59,-1,Scotty Burge Turnover.,29,48
15:58,2501,Tahirou Diabate Steal.,29,48
15:57,2501,Tahirou Diabate made Dunk.,29,50
15:45,-1,Harrison Steiger missed Layup.,29,50
15:45,2501,Philipp Hartwich Block.,29,50
15:44,2501,Josh McSwiggan Defensive Rebound.,29,50
15:39,2501,Franklin Porter missed Layup.,29,50
15:39,-1,Jordan Henderson Defensive Rebound.,29,50
15:31,-1,Seth Erickson missed Three Point Jumper.,29,50
15:31,2501,Josh McSwiggan Defensive Rebound.,29,50
15:10,2501,Josh McSwiggan missed Three Point Jumper.,29,50
15:10,-1,Scotty Burge Defensive Rebound.,29,50
14:58,2501,Foul on Tahirou Diabate.,29,50
14:58,2501,Official TV Timeout,29,50
14:58,-1,Jordan Henderson missed Free Throw.,29,50
14:58,-1,Oregon Tech Deadball Team Rebound.,29,50
14:58,-1,Jordan Henderson made Free Throw.,30,50
14:39,2501,Marcus Shaver Jr missed Three Point Jumper.,30,50
14:39,2501,Philipp Hartwich Offensive Rebound.,30,50
14:35,-1,Foul on Harrison Steiger.,30,50
14:23,2501,Malcolm Porter missed Jumper.,30,50
14:23,2501,Portland Offensive Rebound.,30,50
14:19,2501,Josh McSwiggan made Layup. Assisted by Franklin Porter.,30,52
13:59,2501,Foul on Philipp Hartwich.,30,52
13:59,-1,Dru Solis made Free Throw.,31,52
13:59,-1,Dru Solis made Free Throw.,32,52
13:40,-1,Foul on Seth Erickson.,32,52
13:40,2501,Philipp Hartwich made Free Throw.,32,53
13:40,2501,Philipp Hartwich missed Free Throw.,32,53
13:40,-1,Jordan Henderson Defensive Rebound.,32,53
13:27,-1,Seth Erickson missed Jumper.,32,53
13:27,2501,Franklin Porter Defensive Rebound.,32,53
12:58,-1,Foul on Jordan Henderson.,32,53
12:58,2501,Franklin Porter missed Free Throw.,32,53
12:58,2501,Philipp Hartwich Offensive Rebound.,32,53
12:45,2501,Franklin Porter missed Jumper.,32,53
12:45,-1,Dru Solis Defensive Rebound.,32,53
12:29,-1,Quim Vallve' made Layup. Assisted by Jordan Henderson.,34,53
12:08,2501,D'Marques Tyson made Three Point Jumper. Assisted by Malcolm Porter.,34,56
11:48,-1,Jordan Henderson missed Three Point Jumper.,34,56
11:48,-1,Zach Bernards Offensive Rebound.,34,56
11:42,-1,Zach Bernards missed Jumper.,34,56
11:42,2501,D'Marques Tyson Defensive Rebound.,34,56
11:35,2501,Philipp Hartwich made Dunk. Assisted by Marcus Shaver Jr.,34,58
11:22,-1,Zach Bernards missed Jumper.,34,58
11:22,2501,Portland Deadball Team Rebound.,34,58
11:21,-1,Foul on Jordan Henderson.,34,58
11:21,2501,Official TV Timeout,34,58
11:21,2501,Philipp Hartwich missed Free Throw.,34,58
11:21,-1,Garret Albrecht Defensive Rebound.,34,58
11:07,-1,Scotty Burge missed Three Point Jumper.,34,58
11:07,-1,Garret Albrecht Offensive Rebound.,34,58
10:59,-1,Tyler Hieb missed Three Point Jumper.,34,58
10:59,-1,Zach Bernards Offensive Rebound.,34,58
10:50,-1,Zach Bernards missed Layup.,34,58
10:50,2501,Malcolm Porter Defensive Rebound.,34,58
10:30,2501,Malcolm Porter made Jumper.,34,60
10:17,2501,Foul on Rashad Jackson.,34,60
10:17,-1,Zach Bernards made Free Throw.,35,60
10:17,-1,Zach Bernards missed Free Throw.,35,60
10:17,2501,D'Marques Tyson Defensive Rebound.,35,60
10:03,2501,Rashad Jackson Turnover.,35,60
9:53,-1,Zach Bernards Turnover.,35,60
9:52,2501,D'Marques Tyson Steal.,35,60
9:41,2501,Malcolm Porter Turnover.,35,60
9:41,-1,Scotty Burge Steal.,35,60
9:38,-1,Harrison Steiger made Dunk. Assisted by Jalen Carvalho.,37,60
9:25,2501,Rashad Jackson missed Jumper.,37,60
9:25,-1,Harrison Steiger Defensive Rebound.,37,60
9:21,-1,Harrison Steiger Turnover.,37,60
9:20,2501,Malcolm Porter Steal.,37,60
9:18,2501,D'Marques Tyson missed Three Point Jumper.,37,60
9:18,-1,Oregon Tech Defensive Rebound.,37,60
8:55,2501,Foul on Rashad Jackson.,37,60
8:45,2501,Foul on Joseph Smoyer.,37,60
8:45,-1,Garret Albrecht made Free Throw.,38,60
8:45,-1,Garret Albrecht made Free Throw.,39,60
8:34,2501,D'Marques Tyson Turnover.,39,60
8:26,-1,Scotty Burge missed Three Point Jumper.,39,60
8:26,2501,Rashad Jackson Defensive Rebound.,39,60
8:23,-1,Foul on Harrison Steiger.,39,60
8:23,2501,Rashad Jackson made Free Throw.,39,61
8:23,2501,Rashad Jackson made Free Throw.,39,62
8:13,2501,Foul on Joseph Smoyer.,39,62
8:13,-1,Garret Albrecht made Free Throw.,40,62
8:11,-1,Garret Albrecht missed Free Throw.,40,62
8:11,2501,Joseph Smoyer Defensive Rebound.,40,62
8:08,-1,Foul on Cal Stueve.,40,62
8:08,2501,Joseph Smoyer missed Free Throw.,40,62
8:08,2501,Portland Deadball Team Rebound.,40,62
8:08,2501,Joseph Smoyer made Free Throw.,40,63
7:43,2501,Foul on Marcus Shaver Jr.,40,63
7:43,2501,Official TV Timeout,40,63
7:43,-1,Ephraim Church made Free Throw.,41,63
7:43,-1,Ephraim Church missed Free Throw.,41,63
7:43,2501,Malcolm Porter Defensive Rebound.,41,63
7:29,2501,D'Marques Tyson made Three Point Jumper. Assisted by Malcolm Porter.,41,66
7:16,-1,Garret Albrecht missed Layup.,41,66
7:16,2501,Joseph Smoyer Block.,41,66
7:15,-1,Oregon Tech Offensive Rebound.,41,66
7:10,-1,Cal Stueve made Layup.,43,66
6:51,2501,Rashad Jackson made Layup.,43,68
6:40,-1,Seth Erickson missed Three Point Jumper.,43,68
6:40,-1,Garret Albrecht Offensive Rebound.,43,68
6:35,-1,Garret Albrecht Turnover.,43,68
6:34,2501,Malcolm Porter Steal.,43,68
6:32,2501,Malcolm Porter made Layup.,43,70
6:25,-1,Ephraim Church made Layup. Assisted by Garret Albrecht.,45,70
6:25,2501,Foul on Rashad Jackson.,45,70
6:25,-1,Ephraim Church made Free Throw.,46,70
6:04,2501,Austin Stone missed Layup.,46,70
6:04,-1,Seth Erickson Defensive Rebound.,46,70
5:58,-1,Seth Erickson missed Three Point Jumper.,46,70
5:58,2501,D'Marques Tyson Defensive Rebound.,46,70
5:44,-1,Foul on Quim Vallve'.,46,70
5:44,2501,Rashad Jackson made Free Throw.,46,71
5:44,2501,Rashad Jackson made Free Throw.,46,72
5:20,-1,Zach Bernards missed Jumper.,46,72
5:20,2501,Marcus Shaver Jr Defensive Rebound.,46,72
5:13,2501,Marcus Shaver Jr made Layup.,46,74
4:53,-1,Zach Bernards missed Layup.,46,74
4:53,-1,Oregon Tech Offensive Rebound.,46,74
4:44,-1,Quim Vallve' made Three Point Jumper. Assisted by Cal Stueve.,49,74
4:22,2501,Brian Smith made Layup.,49,76
4:09,-1,Tyler Hieb missed Layup.,49,76
4:09,-1,Jordan Henderson Offensive Rebound.,49,76
4:06,2501,Foul on Austin Stone.,49,76
4:06,-1,Jordan Henderson made Free Throw.,50,76
4:06,-1,Jordan Henderson made Free Throw.,51,76
3:49,2501,Rashad Jackson made Layup.,51,78
3:20,-1,Cal Stueve made Jumper. Assisted by Quim Vallve'.,53,78
2:53,2501,D'Marques Tyson Turnover.,53,78
2:52,-1,Zach Bernards Steal.,53,78
2:50,-1,Zach Bernards missed Layup.,53,78
2:50,-1,Oregon Tech Offensive Rebound.,53,78
2:47,2501,Official TV Timeout,53,78
2:27,-1,Jordan Henderson missed Three Point Jumper.,53,78
2:27,2501,Malcolm Porter Defensive Rebound.,53,78
2:07,2501,Rashad Jackson missed Layup.,53,78
2:07,-1,Garret Albrecht Block.,53,78
2:04,-1,Quim Vallve' Defensive Rebound.,53,78
2:01,-1,Quim Vallve' Turnover.,53,78
1:59,2501,Malcolm Porter Steal.,53,78
1:55,2501,Brian Smith made Three Point Jumper. Assisted by Malcolm Porter.,53,81
1:45,-1,Will Swank missed Three Point Jumper.,53,81
1:45,-1,Oregon Tech Offensive Rebound.,53,81
1:37,2501,Foul on Rashad Jackson.,53,81
1:37,-1,Cal Stueve made Free Throw.,54,81
1:37,-1,Cal Stueve missed Free Throw.,54,81
1:37,2501,Austin Stone Defensive Rebound.,54,81
1:30,2501,Rashad Jackson made Three Point Jumper. Assisted by Malcolm Porter.,54,84
1:16,2501,Foul on Brian Smith.,54,84
1:16,-1,Cal Stueve missed Free Throw.,54,84
1:16,-1,Oregon Tech Deadball Team Rebound.,54,84
1:16,-1,Cal Stueve made Free Throw.,55,84
1:08,2501,D'Marques Tyson missed Three Point Jumper.,55,84
1:08,-1,Ephraim Church Defensive Rebound.,55,84
0:48,-1,Garret Albrecht missed Jumper.,55,84
0:48,-1,Ephraim Church Offensive Rebound.,55,84
0:43,-1,Ephraim Church made Layup.,57,84
0:29,2501,Brian Smith missed Layup.,57,84
0:29,-1,Cal Stueve Block.,57,84
0:28,2501,Portland Offensive Rebound.,57,84
0:22,-1,Foul on Garret Albrecht.,57,84
0:22,2501,Rashad Jackson made Free Throw.,57,85
0:22,2501,Rashad Jackson made Free Throw.,57,86
0:10,2501,Foul on Rashad Jackson.,57,86
0:10,-1,Ephraim Church made Free Throw.,58,86
0:10,-1,Ephraim Church made Free Throw.,59,86
0:00,2501,End of Game,59,86
