New Orleans,328,Utah State,2443
12:03,2443,A.J. Cheeseman Turnover.,14,17
11:47,328,Norbert Janicek Turnover.,14,17
11:45,2443,Michael Zeno Steal.,14,17
11:31,328,Foul on Shane Rector.,14,17
11:31,328,Official TV Timeout,14,17
11:31,2443,Tevin Broyles made Free Throw.,15,17
11:31,2443,Tevin Broyles made Free Throw.,16,17
11:06,328,Alexis Dargenton missed Three Point Jumper.,16,17
11:06,2443,Nate Frye Defensive Rebound.,16,17
10:57,2443,Tevin Broyles missed Layup.,16,17
10:57,328,Julion Pearre Defensive Rebound.,16,17
10:52,328,Julion Pearre Turnover.,16,17
10:18,2443,Makur Puou Turnover.,16,17
9:56,328,Norbert Janicek made Jumper. Assisted by Julion Pearre.,16,19
9:31,2443,Makur Puou made Jumper. Assisted by Tevin Broyles.,18,19
9:06,328,Sam Merrill missed Three Point Jumper.,18,19
9:06,328,Norbert Janicek Offensive Rebound.,18,19
9:00,328,Shane Rector missed Three Point Jumper.,18,19
9:00,2443,Erik Thomas Defensive Rebound.,18,19
8:44,2443,Tevin Broyles missed Layup.,18,19
8:44,328,Julion Pearre Defensive Rebound.,18,19
8:30,328,Ngor Barnaba missed Layup.,18,19
8:30,2443,New Orleans Defensive Rebound.,18,19
8:16,2443,Makur Puou Turnover.,18,19
7:56,328,Jalen Moore missed Jumper.,18,19
7:56,2443,Jorge Rosa Defensive Rebound.,18,19
7:41,328,Official TV Timeout,18,19
7:27,328,Foul on Sam Merrill.,18,19
7:27,2443,Nate Frye made Free Throw.,19,19
7:27,2443,Nate Frye made Free Throw.,20,19
7:17,2443,Foul on Makur Puou.,20,19
7:05,328,Ngor Barnaba missed Three Point Jumper.,20,19
7:05,2443,New Orleans Defensive Rebound.,20,19
6:54,2443,Cameron Reed missed Three Point Jumper.,20,19
6:54,328,Norbert Janicek Defensive Rebound.,20,19
6:44,328,Sam Merrill missed Layup.,20,19
6:44,328,Sam Merrill Offensive Rebound.,20,19
6:42,328,Sam Merrill made Two Point Tip Shot.,20,21
6:19,2443,Nate Frye made Three Point Jumper. Assisted by Makur Puou.,23,21
5:58,328,Sam Merrill made Layup. Assisted by Norbert Janicek.,23,23
5:49,2443,New Orleans  Timeout,23,23
5:33,2443,Tevin Broyles Turnover.,23,23
5:32,328,Jalen Moore Steal.,23,23
5:22,328,Koby McEwen missed Three Point Jumper.,23,23
5:22,2443,Travin Thibodeaux Defensive Rebound.,23,23
5:21,328,Foul on Norbert Janicek.,23,23
5:21,2443,Travin Thibodeaux missed Free Throw.,23,23
5:21,328,Jalen Moore Defensive Rebound.,23,23
4:51,328,Koby McEwen missed Three Point Jumper.,23,23
4:51,328,Alexis Dargenton Offensive Rebound.,23,23
4:45,328,Alexis Dargenton missed Jumper.,23,23
4:45,328,Alexis Dargenton Offensive Rebound.,23,23
4:42,2443,Foul on Travin Thibodeaux.,23,23
4:21,328,Alexis Dargenton missed Jumper.,23,23
4:21,2443,Tevin Broyles Defensive Rebound.,23,23
4:01,2443,Erik Thomas missed Layup.,23,23
4:01,328,Quinn Taylor Defensive Rebound.,23,23
3:49,328,Koby McEwen missed Layup.,23,23
3:49,328,Quinn Taylor Offensive Rebound.,23,23
3:46,328,Quinn Taylor made Two Point Tip Shot.,23,25
3:25,2443,Michael Zeno made Jumper. Assisted by Makur Puou.,25,25
3:03,328,Koby McEwen missed Jumper.,25,25
3:03,2443,Erik Thomas Defensive Rebound.,25,25
2:45,2443,Erik Thomas missed Jumper.,25,25
2:45,328,Jalen Moore Block.,25,25
2:43,328,Quinn Taylor Defensive Rebound.,25,25
2:36,328,Jalen Moore missed Jumper.,25,25
2:36,328,Quinn Taylor Offensive Rebound.,25,25
2:34,2443,Foul on Erik Thomas.,25,25
2:34,328,Official TV Timeout,25,25
2:34,328,Quinn Taylor made Free Throw.,25,26
2:34,328,Quinn Taylor missed Free Throw.,25,26
2:34,2443,Michael Zeno Defensive Rebound.,25,26
2:12,2443,Erik Thomas made Jumper.,27,26
1:45,328,Koby McEwen made Three Point Jumper.,27,29
1:23,328,Foul on Sam Merrill.,27,29
1:23,2443,Nate Frye made Free Throw.,28,29
1:23,2443,Nate Frye made Free Throw.,29,29
1:11,2443,Foul on Michael Zeno.,29,29
1:11,328,Koby McEwen made Free Throw.,29,30
1:11,328,Koby McEwen made Free Throw.,29,31
0:54,2443,Erik Thomas missed Jumper.,29,31
0:54,328,Julion Pearre Defensive Rebound.,29,31
0:44,328,Quinn Taylor made Layup. Assisted by Shane Rector.,29,33
0:11,2443,Christavious Gill missed Three Point Jumper.,29,33
0:11,2443,Nate Frye Offensive Rebound.,29,33
0:08,2443,Nate Frye missed Jumper.,29,33
0:08,2443,Erik Thomas Offensive Rebound.,29,33
0:01,2443,Erik Thomas made Jumper.,31,33
0:00,328,End of 1st half,31,33
19:47,2443,Christavious Gill missed Jumper.,31,33
19:47,328,Koby McEwen Defensive Rebound.,31,33
19:40,2443,Foul on Erik Thomas.,31,33
19:40,328,Koby McEwen missed Free Throw.,31,33
19:40,328,Utah State Deadball Team Rebound.,31,33
19:40,328,Koby McEwen made Free Throw.,31,34
19:33,2443,Tevin Broyles Turnover.,31,34
19:12,328,Shane Rector made Layup.,31,36
19:01,2443,Makur Puou made Jumper. Assisted by Christavious Gill.,33,36
18:28,328,Norbert Janicek Turnover.,33,36
18:27,2443,Makur Puou Steal.,33,36
18:23,2443,Christavious Gill missed Three Point Jumper.,33,36
18:23,328,Koby McEwen Defensive Rebound.,33,36
18:15,2443,Foul on Travin Thibodeaux.,33,36
18:15,328,Shane Rector made Free Throw.,33,37
18:15,328,Shane Rector made Free Throw.,33,38
17:56,2443,Tevin Broyles made Three Point Jumper. Assisted by Christavious Gill.,36,38
17:33,328,Jalen Moore made Jumper.,36,40
17:10,328,Foul on Shane Rector.,36,40
17:10,2443,Christavious Gill made Layup. Assisted by Tevin Broyles.,38,40
16:40,328,Norbert Janicek made Jumper. Assisted by Jalen Moore.,38,42
16:20,2443,Erik Thomas missed Jumper.,38,42
16:20,328,Jalen Moore Block.,38,42
16:19,2443,New Orleans Offensive Rebound.,38,42
16:14,2443,Travin Thibodeaux missed Jumper.,38,42
16:14,2443,Travin Thibodeaux Offensive Rebound.,38,42
16:09,2443,Tevin Broyles missed Layup.,38,42
16:09,328,Alexis Dargenton Block.,38,42
16:07,328,Julion Pearre Defensive Rebound.,38,42
16:02,328,Julion Pearre Turnover.,38,42
16:01,2443,Christavious Gill Steal.,38,42
15:57,2443,Tevin Broyles missed Layup.,38,42
15:57,2443,Erik Thomas Offensive Rebound.,38,42
15:57,328,Foul on Julion Pearre.,38,42
15:57,328,Official TV Timeout,38,42
15:57,2443,Erik Thomas made Free Throw.,39,42
15:57,2443,Erik Thomas missed Free Throw.,39,42
15:57,328,Alexis Dargenton Defensive Rebound.,39,42
15:39,328,Julion Pearre made Layup.,39,44
15:12,2443,Michael Zeno missed Jumper.,39,44
15:12,328,Koby McEwen Defensive Rebound.,39,44
14:59,328,Norbert Janicek made Layup. Assisted by Jalen Moore.,39,46
14:36,2443,Tevin Broyles Turnover.,39,46
14:36,2443,Foul on Tevin Broyles.,39,46
14:20,2443,Foul on Nate Frye.,39,46
14:20,328,Jalen Moore made Free Throw.,39,47
14:20,328,Jalen Moore made Free Throw.,39,48
14:09,2443,Christavious Gill Turnover.,39,48
14:08,328,Alexis Dargenton Steal.,39,48
14:04,328,Koby McEwen Turnover.,39,48
14:04,328,Foul on Koby McEwen.,39,48
13:49,2443,Michael Zeno missed Jumper.,39,48
13:49,328,Jalen Moore Defensive Rebound.,39,48
13:43,328,Jalen Moore Turnover.,39,48
13:42,2443,Christavious Gill Steal.,39,48
13:37,2443,Christavious Gill missed Layup.,39,48
13:37,328,Koby McEwen Defensive Rebound.,39,48
13:30,328,Koby McEwen missed Layup.,39,48
13:30,2443,Nate Frye Defensive Rebound.,39,48
13:25,2443,Michael Zeno made Layup. Assisted by Nate Frye.,41,48
13:23,2443,New Orleans  Timeout,41,48
13:00,328,Koby McEwen missed Three Point Jumper.,41,48
13:00,2443,Travin Thibodeaux Defensive Rebound.,41,48
12:47,328,Foul on Julion Pearre.,41,48
12:46,2443,Christavious Gill missed Three Point Jumper.,41,48
12:46,328,Julion Pearre Defensive Rebound.,41,48
12:26,328,Ngor Barnaba missed Jumper.,41,48
12:26,2443,Travin Thibodeaux Defensive Rebound.,41,48
12:04,2443,Nate Frye missed Layup.,41,48
12:04,2443,Travin Thibodeaux Offensive Rebound.,41,48
12:02,2443,Travin Thibodeaux made Two Point Tip Shot.,43,48
11:48,2443,Foul on Erik Thomas.,43,48
11:48,328,Official TV Timeout,43,48
11:42,2443,Foul on Nate Frye.,43,48
11:26,328,Julion Pearre missed Three Point Jumper.,43,48
11:26,2443,Makur Puou Defensive Rebound.,43,48
11:12,328,Foul on Norbert Janicek.,43,48
11:12,2443,Makur Puou made Free Throw.,44,48
11:12,2443,Makur Puou made Free Throw.,45,48
10:57,328,Sam Merrill made Layup.,45,50
10:24,2443,Nate Frye Turnover.,45,50
10:05,328,Julion Pearre missed Three Point Jumper.,45,50
10:05,2443,Nate Frye Defensive Rebound.,45,50
9:39,2443,Jorge Rosa Turnover.,45,50
9:38,328,Shane Rector Steal.,45,50
9:31,328,Quinn Taylor Turnover.,45,50
9:30,2443,Nate Frye Steal.,45,50
9:27,2443,Christavious Gill made Layup. Assisted by Nate Frye.,47,50
9:12,328,Shane Rector Turnover.,47,50
9:11,2443,Makur Puou Steal.,47,50
8:53,2443,Christavious Gill made Layup. Assisted by Makur Puou.,49,50
8:46,328,Utah State  Timeout,49,50
8:26,328,Sam Merrill made Three Point Jumper. Assisted by Jalen Moore.,49,53
8:06,328,Foul on Sam Merrill.,49,53
8:04,2443,Erik Thomas missed Layup.,49,53
8:04,2443,Makur Puou Offensive Rebound.,49,53
7:59,2443,Cameron Reed missed Three Point Jumper.,49,53
7:59,328,Alexis Dargenton Defensive Rebound.,49,53
7:46,2443,Foul on Erik Thomas.,49,53
7:46,328,Official TV Timeout,49,53
7:46,328,Alexis Dargenton missed Free Throw.,49,53
7:46,328,Utah State Deadball Team Rebound.,49,53
7:46,328,Alexis Dargenton made Free Throw.,49,54
7:23,2443,Cameron Reed missed Jumper.,49,54
7:23,328,Koby McEwen Defensive Rebound.,49,54
7:20,2443,Foul on Makur Puou.,49,54
7:20,328,Koby McEwen missed Free Throw.,49,54
7:20,2443,Travin Thibodeaux Defensive Rebound.,49,54
6:52,2443,Tevin Broyles missed Three Point Jumper.,49,54
6:52,328,Alexis Dargenton Defensive Rebound.,49,54
6:35,328,Norbert Janicek Turnover.,49,54
6:34,2443,Tevin Broyles Steal.,49,54
6:20,328,Foul on Sam Merrill.,49,54
6:20,2443,Christavious Gill made Free Throw.,50,54
6:20,2443,Christavious Gill made Free Throw.,51,54
6:04,328,Koby McEwen made Three Point Jumper. Assisted by Jalen Moore.,51,57
5:56,328,Foul on Koby McEwen.,51,57
5:56,2443,Michael Zeno missed Free Throw.,51,57
5:56,328,Koby McEwen Defensive Rebound.,51,57
5:38,328,Koby McEwen missed Three Point Jumper.,51,57
5:38,2443,Michael Zeno Defensive Rebound.,51,57
5:24,2443,Travin Thibodeaux made Layup. Assisted by Tevin Broyles.,53,57
5:24,328,Foul on Norbert Janicek.,53,57
5:24,328,Utah State  Timeout,53,57
5:24,2443,Travin Thibodeaux made Free Throw.,54,57
5:10,2443,Foul on Michael Zeno.,54,57
5:10,328,Jalen Moore missed Free Throw.,54,57
5:10,2443,Travin Thibodeaux Defensive Rebound.,54,57
4:55,2443,Nate Frye Turnover.,54,57
4:55,328,Shane Rector Steal.,54,57
4:55,2443,Foul on Nate Frye.,54,57
4:55,328,Jalen Moore made Free Throw.,54,58
4:55,328,Jalen Moore made Free Throw.,54,59
4:37,2443,Travin Thibodeaux missed Layup.,54,59
4:37,328,Quinn Taylor Block.,54,59
4:35,328,Quinn Taylor Defensive Rebound.,54,59
4:11,2443,Foul on Tevin Broyles.,54,59
4:11,328,Jalen Moore made Free Throw.,54,60
4:11,328,Jalen Moore made Free Throw.,54,61
3:58,328,Foul on Koby McEwen.,54,61
3:58,328,Official TV Timeout,54,61
3:58,2443,Erik Thomas made Free Throw.,55,61
3:58,2443,Erik Thomas made Free Throw.,56,61
3:44,328,Shane Rector made Layup.,56,63
3:19,2443,Makur Puou made Jumper.,58,63
2:51,328,Jalen Moore made Jumper.,58,65
2:47,328,Foul on Alexis Dargenton.,58,65
2:47,2443,Tevin Broyles missed Free Throw.,58,65
2:47,2443,New Orleans Deadball Team Rebound.,58,65
2:47,2443,Tevin Broyles missed Free Throw.,58,65
2:47,328,Jalen Moore Defensive Rebound.,58,65
2:27,328,Jalen Moore missed Layup.,58,65
2:27,328,Utah State Offensive Rebound.,58,65
2:12,2443,Foul on Christavious Gill.,58,65
2:12,328,Koby McEwen made Free Throw.,58,66
2:12,328,Koby McEwen made Free Throw.,58,67
1:47,2443,Christavious Gill missed Three Point Jumper.,58,67
1:47,328,Shane Rector Defensive Rebound.,58,67
1:30,328,Koby McEwen made Layup.,58,69
1:30,2443,Foul on Travin Thibodeaux.,58,69
1:30,2443,New Orleans  Timeout,58,69
1:30,328,Koby McEwen made Free Throw.,58,70
1:14,2443,Erik Thomas made Dunk. Assisted by Travin Thibodeaux.,60,70
1:03,2443,Foul on Tevin Broyles.,60,70
1:03,328,Shane Rector missed Free Throw.,60,70
1:03,328,Utah State Deadball Team Rebound.,60,70
1:03,328,Shane Rector made Free Throw.,60,71
0:47,2443,Tevin Broyles missed Three Point Jumper.,60,71
0:47,2443,Erik Thomas Offensive Rebound.,60,71
0:43,2443,Christavious Gill missed Three Point Jumper.,60,71
0:43,2443,Erik Thomas Offensive Rebound.,60,71
0:38,328,Foul on Alexis Dargenton.,60,71
0:38,2443,Erik Thomas made Free Throw.,61,71
0:38,2443,Erik Thomas made Free Throw.,62,71
0:37,328,Utah State  Timeout,62,71
0:36,328,Shane Rector made Layup. Assisted by Jalen Moore.,62,73
0:36,2443,Foul on Matthew Jiles.,62,73
0:36,328,Shane Rector made Free Throw.,62,74
0:32,2443,Erik Thomas made Layup. Assisted by Nate Frye.,64,74
0:32,328,Foul on Quinn Taylor.,64,74
0:32,2443,Erik Thomas missed Free Throw.,64,74
0:32,2443,Erik Thomas Offensive Rebound.,64,74
0:23,2443,Christavious Gill missed Three Point Jumper.,64,74
0:23,328,Koby McEwen Defensive Rebound.,64,74
0:23,2443,Foul on Travin Thibodeaux.,64,74
0:23,328,Koby McEwen made Free Throw.,64,75
0:23,328,Koby McEwen made Free Throw.,64,76
0:16,2443,Christavious Gill made Layup.,66,76
0:13,2443,Christavious Gill missed Free Throw.,66,76
0:13,328,Utah State Defensive Rebound.,66,76
0:00,328,End of Game,66,76
