Masters College,Error,Long Beach State,299
10:18,299,Loren Jackson made Three Point Jumper.,54,68
10:00,-1,Travis Yenor made Three Point Jumper.,57,68
9:58,-1,The Masters College  Timeout,57,68
9:39,299,Justin Bibbins missed Jumper.,57,68
9:39,299,Roschon Prince Offensive Rebound.,57,68
9:32,299,Loren Jackson Turnover.,57,68
9:32,-1,Lawrence Russell Steal.,57,68
9:32,-1,Lawrence Russell Turnover.,57,68
9:24,299,Roschon Prince made Dunk. Assisted by Jordan Griffin.,57,70
9:11,-1,Evan Jenkins missed Jumper.,57,70
9:11,-1,Evan Jenkins Offensive Rebound.,57,70
9:08,-1,Evan Jenkins missed Jumper.,57,70
9:08,299,Loren Jackson Defensive Rebound.,57,70
9:04,299,Justin Bibbins made Layup. Assisted by Loren Jackson.,57,72
8:55,-1,Matthew McClain Turnover.,57,72
8:55,299,Barry Ogalue Steal.,57,72
8:45,299,Justin Bibbins made Jumper.,57,74
8:31,-1,Travis Yenor missed Three Point Jumper.,57,74
8:31,299,Barry Ogalue Defensive Rebound.,57,74
8:12,299,Justin Bibbins made Jumper.,57,76
7:56,-1,Reid Shackelford made Three Point Jumper. Assisted by Matthew McClain.,60,76
7:53,-1,The Masters College  Timeout,60,76
7:36,-1,Foul on Matthew McClain.,60,76
7:36,299,Roschon Prince missed Free Throw.,60,76
7:36,299,Long Beach St Deadball Team Rebound.,60,76
7:36,299,Roschon Prince made Free Throw.,60,77
7:25,-1,Travis Yenor missed Layup.,60,77
7:25,299,Loren Jackson Defensive Rebound.,60,77
7:19,-1,Foul on Lawrence Russell.,60,77
7:19,299,Barry Ogalue missed Free Throw.,60,77
7:19,299,Long Beach St Deadball Team Rebound.,60,77
7:19,299,Barry Ogalue missed Free Throw.,60,77
7:19,-1,Keegan Scott Defensive Rebound.,60,77
7:03,-1,Travis Yenor missed Three Point Jumper.,60,77
7:03,-1,Keegan Scott Offensive Rebound.,60,77
6:58,-1,Reid Shackelford made Three Point Jumper.,63,77
6:46,299,Gabe Levin Turnover.,63,77
6:32,-1,Reid Shackelford Turnover.,63,77
6:32,299,Justin Bibbins Steal.,63,77
6:16,-1,Foul on Travis Yenor.,63,77
6:16,299,Roschon Prince made Free Throw.,63,78
6:16,299,Roschon Prince made Free Throw.,63,79
6:01,299,Foul on Justin Bibbins.,63,79
5:59,-1,Reid Shackelford Turnover.,63,79
5:50,299,Justin Bibbins made Jumper.,63,81
5:37,-1,Reid Shackelford missed Three Point Jumper.,63,81
5:37,299,Gabe Levin Defensive Rebound.,63,81
5:33,-1,Foul on Keegan Scott.,63,81
5:33,299,Evan Payne made Free Throw.,63,82
5:33,299,Evan Payne made Free Throw.,63,83
5:23,-1,Matthew McClain made Dunk. Assisted by Lawrence Russell.,65,83
5:03,299,Justin Bibbins missed Jumper.,65,83
5:03,-1,Lawrence Russell Block.,65,83
5:03,299,Long Beach St Offensive Rebound.,65,83
4:57,-1,Foul on Lawrence Russell.,65,83
4:57,299,Gabe Levin made Free Throw.,65,84
4:54,299,Gabe Levin missed Free Throw.,65,84
4:54,-1,Lawrence Russell Defensive Rebound.,65,84
4:34,299,Foul on Javonntie Jackson.,65,84
4:34,-1,Lawrence Russell missed Free Throw.,65,84
4:34,-1,The Masters College Deadball Team Rebound.,65,84
4:34,-1,Lawrence Russell missed Free Throw.,65,84
4:34,299,Roschon Prince Defensive Rebound.,65,84
4:20,299,Gabe Levin Turnover.,65,84
4:15,-1,Matthew McClain Steal.,65,84
4:12,-1,Travis Yenor made Three Point Jumper. Assisted by Lawrence Russell.,68,84
3:46,299,Gabe Levin made Dunk. Assisted by Justin Bibbins.,68,86
3:28,-1,Travis Yenor made Three Point Jumper. Assisted by Matthew McClain.,71,86
3:11,299,Long Beach St  Timeout,71,86
2:55,299,Gabe Levin missed Jumper.,71,86
2:55,-1,The Masters College Defensive Rebound.,71,86
2:32,-1,Reid Shackelford Turnover.,71,86
2:30,299,Gabe Levin Steal.,71,86
2:26,299,Evan Payne made Three Point Jumper. Assisted by Anson Moye.,71,89
2:10,-1,Delewis Johnson made Jumper.,73,89
1:50,-1,Foul on Delewis Johnson.,73,89
1:50,299,Evan Payne made Free Throw.,73,90
1:50,299,Evan Payne made Free Throw.,73,91
1:32,-1,Reid Shackelford made Three Point Jumper. Assisted by Delewis Johnson.,76,91
1:00,299,Justin Bibbins made Jumper.,76,93
0:52,-1,Lawrence Russell Turnover.,76,93
0:51,299,Anson Moye Steal.,76,93
0:48,299,Quentin Shropshire missed Layup.,76,93
0:48,299,Evan Payne Offensive Rebound.,76,93
0:44,299,Evan Payne made Jumper.,76,95
0:34,299,Foul on Quentin Shropshire.,76,95
0:34,-1,Delewis Johnson missed Free Throw.,76,95
0:34,299,Barry Ogalue Defensive Rebound.,76,95
0:08,299,Loren Jackson made Jumper.,76,97
0:06,299,Foul on Anson Moye.,76,97
0:06,299,Foul on Anson Moye.,76,97
0:06,-1,Lawrence Russell made Free Throw.,77,97
0:06,-1,Lawrence Russell made Free Throw.,78,97
0:00,299,End of Game,78,97
