West Virginia Wesleyan,Error,Marshall,276
14:56,-1,Quin Nottingham Defensive Rebound.,2,6
14:34,-1,Luka Petrovic Turnover.,2,6
14:33,276,Stevie Browning Steal.,2,6
14:31,276,Aleksa Nikolic made Dunk. Assisted by Stevie Browning.,2,8
14:08,-1,Quin Nottingham Turnover.,2,8
14:07,276,Jon Elmore Steal.,2,8
14:04,276,C.J. Burks made Dunk. Assisted by Jon Elmore.,2,10
14:01,-1,West Virginia Wesleyan  Timeout,2,10
13:38,-1,Mo Berchie missed Jumper.,2,10
13:38,276,C.J. Burks Defensive Rebound.,2,10
13:32,276,Jon Elmore made Three Point Jumper. Assisted by C.J. Burks.,2,13
13:18,276,Foul on Christian Thieneman.,2,13
12:55,-1,Fred Brondsted missed Three Point Jumper.,2,13
12:55,276,Marshall Defensive Rebound.,2,13
12:41,-1,Foul on Quin Nottingham.,2,13
12:35,276,Aleksa Nikolic Turnover.,2,13
12:34,-1,Nick Brooks Steal.,2,13
12:31,-1,Kevin Kangni made Layup.,4,13
12:17,276,Austin Loop missed Three Point Jumper.,4,13
12:17,-1,Mo Berchie Defensive Rebound.,4,13
12:10,-1,Fred Brondsted Turnover.,4,13
12:00,276,C.J. Burks made Three Point Jumper. Assisted by Phil Bledsoe.,4,16
11:36,-1,Clay Todd Turnover.,4,16
11:36,276,Official TV Timeout,4,16
11:23,276,C.J. Burks made Layup.,4,18
10:56,-1,Kevin Kangni missed Three Point Jumper.,4,18
10:56,276,Christian Thieneman Defensive Rebound.,4,18
10:43,276,Christian Thieneman made Three Point Jumper. Assisted by Milan Mijovic.,4,21
10:23,-1,Nick Brooks missed Jumper.,4,21
10:23,276,Milan Mijovic Block.,4,21
10:21,276,Austin Loop Defensive Rebound.,4,21
10:16,276,C.J. Burks missed Three Point Jumper.,4,21
10:16,-1,Clay Todd Defensive Rebound.,4,21
10:09,-1,Luke Layhew made Layup. Assisted by Fred Brondsted.,6,21
9:49,276,Milan Mijovic made Layup. Assisted by C.J. Burks.,6,23
9:32,276,Foul on C.J. Burks.,6,23
9:23,-1,Mo Berchie missed Three Point Jumper.,6,23
9:23,-1,Jalen Melvin Offensive Rebound.,6,23
9:21,276,Foul on Milan Mijovic.,6,23
9:15,-1,Clay Todd missed Three Point Jumper.,6,23
9:15,-1,Mo Berchie Offensive Rebound.,6,23
8:54,-1,Quin Nottingham missed Jumper.,6,23
8:54,276,Phil Bledsoe Defensive Rebound.,6,23
8:47,276,Christian Thieneman missed Three Point Jumper.,6,23
8:47,-1,Clay Todd Defensive Rebound.,6,23
8:20,-1,Fred Brondsted made Three Point Jumper. Assisted by Mo Berchie.,9,23
7:59,276,Phil Bledsoe made Three Point Jumper. Assisted by Austin Loop.,9,26
7:33,-1,Foul on Clay Todd.,9,26
7:33,-1,Clay Todd Turnover.,9,26
7:33,276,Official TV Timeout,9,26
7:22,276,Ajdin Penava made Layup. Assisted by Stevie Browning.,9,28
7:22,-1,Foul on Jalen Melvin.,9,28
7:22,276,Ajdin Penava made Free Throw.,9,29
6:59,-1,Jalen Melvin missed Layup.,9,29
6:59,276,Ajdin Penava Defensive Rebound.,9,29
6:46,276,Jon Elmore missed Three Point Jumper.,9,29
6:46,-1,Clay Todd Defensive Rebound.,9,29
6:17,-1,Quin Nottingham Turnover.,9,29
6:16,276,Ajdin Penava Steal.,9,29
6:12,276,Stevie Browning made Layup. Assisted by C.J. Burks.,9,31
5:49,-1,Jalen Melvin Turnover.,9,31
5:49,276,Jon Elmore Steal.,9,31
5:49,-1,Foul on Mo Berchie.,9,31
5:47,276,Stevie Browning made Layup.,9,33
5:26,-1,Luke Layhew made Layup.,11,33
5:18,276,Austin Loop missed Three Point Jumper.,11,33
5:18,-1,Kevin Kangni Defensive Rebound.,11,33
5:08,-1,Mo Berchie missed Jumper.,11,33
5:08,276,Ajdin Penava Defensive Rebound.,11,33
5:01,276,Stevie Browning Turnover.,11,33
5:00,-1,Mo Berchie Steal.,11,33
4:53,276,Foul on Stevie Browning.,11,33
4:53,-1,Mo Berchie made Free Throw.,12,33
4:53,-1,Mo Berchie made Free Throw.,13,33
4:47,276,Stevie Browning made Three Point Jumper. Assisted by Aleksa Nikolic.,13,36
4:39,276,Foul on C.J. Burks.,13,36
4:39,-1,Quin Nottingham made Free Throw.,14,36
4:39,-1,Quin Nottingham made Free Throw.,15,36
4:30,276,C.J. Burks missed Three Point Jumper.,15,36
4:30,-1,Kevin Kangni Defensive Rebound.,15,36
4:15,-1,Clay Todd made Jumper.,17,36
4:06,276,Foul on Jon Elmore.,17,36
4:06,276,Foul on Jon Elmore.,17,36
4:06,-1,Fred Brondsted made Free Throw.,18,36
4:06,276,Jon Elmore Turnover.,17,36
4:06,276,Technical Foul on Jon Elmore.,17,36
4:06,-1,Fred Brondsted made Free Throw.,19,36
3:48,-1,Luke Layhew missed Layup.,19,36
3:48,276,Milan Mijovic Defensive Rebound.,19,36
3:39,-1,Foul on Quin Nottingham.,19,36
3:39,276,Official TV Timeout,19,36
3:39,276,Austin Loop made Free Throw.,19,37
3:39,276,Austin Loop missed Free Throw.,19,37
3:39,-1,Clay Todd Defensive Rebound.,19,37
3:15,-1,Kevin Kangni missed Jumper.,19,37
3:15,276,Stevie Browning Defensive Rebound.,19,37
2:51,276,Milan Mijovic made Layup. Assisted by Aleksa Nikolic.,19,39
2:27,-1,Luke Layhew Turnover.,19,39
2:26,276,Austin Loop Steal.,19,39
2:20,276,Stevie Browning Turnover.,19,39
2:19,-1,Nick Brooks Steal.,19,39
2:16,-1,Kevin Kangni made Layup. Assisted by Nick Brooks.,21,39
2:08,276,Aleksa Nikolic Turnover.,21,39
2:07,-1,Clay Todd Steal.,21,39
1:58,-1,Clay Todd missed Three Point Jumper.,21,39
1:58,276,Aleksa Nikolic Defensive Rebound.,21,39
1:47,276,Aleksa Nikolic Turnover.,21,39
1:31,-1,Fred Brondsted made Three Point Jumper. Assisted by Luke Layhew.,24,39
1:21,276,Stevie Browning made Layup. Assisted by C.J. Burks.,24,41
0:57,-1,Kevin Kangni missed Three Point Jumper.,24,41
0:57,-1,Luke Layhew Offensive Rebound.,24,41
0:45,-1,Clay Todd made Jumper. Assisted by Nick Brooks.,26,41
0:33,276,C.J. Burks missed Three Point Jumper.,26,41
0:33,-1,Luke Layhew Defensive Rebound.,26,41
0:00,276,End of 1st half,26,41
19:49,276,Austin Loop missed Three Point Jumper.,26,41
19:49,-1,Luke Layhew Defensive Rebound.,26,41
19:32,-1,Luke Layhew missed Layup.,26,41
19:32,-1,Fred Brondsted Offensive Rebound.,26,41
19:22,-1,Kevin Kangni Turnover.,26,41
19:21,276,Stevie Browning Steal.,26,41
19:17,276,Austin Loop missed Three Point Jumper.,26,41
19:17,-1,West Virginia Wesleyan Defensive Rebound.,26,41
19:15,276,Foul on Aleksa Nikolic.,26,41
18:46,-1,Luke Layhew made Layup. Assisted by Mo Berchie.,28,41
18:26,276,Aleksa Nikolic made Layup. Assisted by Stevie Browning.,28,43
18:08,-1,Luke Layhew missed Jumper.,28,43
18:08,276,Austin Loop Block.,28,43
18:08,-1,West Virginia Wesleyan Offensive Rebound.,28,43
18:05,-1,Fred Brondsted made Layup.,30,43
17:54,276,Stevie Browning missed Three Point Jumper.,30,43
17:54,-1,Fred Brondsted Defensive Rebound.,30,43
17:35,-1,Clay Todd made Three Point Jumper. Assisted by Kevin Kangni.,33,43
17:25,276,Jon Elmore made Three Point Jumper.,33,46
17:02,-1,Luke Layhew made Layup. Assisted by Clay Todd.,35,46
17:02,276,Foul on Ajdin Penava.,35,46
17:02,-1,Luke Layhew missed Free Throw.,35,46
17:02,276,Aleksa Nikolic Defensive Rebound.,35,46
16:53,276,Milan Mijovic missed Layup.,35,46
16:53,-1,Fred Brondsted Defensive Rebound.,35,46
16:45,-1,Clay Todd made Layup.,37,46
16:25,276,Jon Elmore missed Three Point Jumper.,37,46
16:25,-1,Fred Brondsted Defensive Rebound.,37,46
16:12,-1,Luke Layhew made Layup. Assisted by Clay Todd.,39,46
15:59,276,Aleksa Nikolic missed Layup.,39,46
15:59,-1,Luke Layhew Defensive Rebound.,39,46
15:48,-1,Luke Layhew Turnover.,39,46
15:48,276,Aleksa Nikolic Steal.,39,46
15:45,276,Jon Elmore made Layup.,39,48
15:20,-1,Luke Layhew Turnover.,39,48
15:19,276,Aleksa Nikolic Steal.,39,48
15:13,-1,Foul on Clay Todd.,39,48
15:13,276,Official TV Timeout,39,48
15:08,-1,Foul on Kevin Kangni.,39,48
15:08,276,Stevie Browning made Free Throw.,39,49
15:08,276,Stevie Browning made Free Throw.,39,50
14:46,276,Foul on Milan Mijovic.,39,50
14:46,-1,Luke Layhew missed Free Throw.,39,50
14:46,-1,West Virginia Wesleyan Deadball Team Rebound.,39,50
14:46,-1,Luke Layhew missed Free Throw.,39,50
14:46,276,Jon Elmore Defensive Rebound.,39,50
14:30,276,C.J. Burks Turnover.,39,50
14:29,-1,Luke Layhew Steal.,39,50
14:25,-1,Kevin Kangni Turnover.,39,50
14:24,276,Jon Elmore Steal.,39,50
14:20,276,Jon Elmore missed Three Point Jumper.,39,50
14:20,276,Jon Elmore Offensive Rebound.,39,50
14:04,276,Stevie Browning made Three Point Jumper.,39,53
13:40,-1,Kevin Kangni made Layup.,41,53
13:31,276,Milan Mijovic made Three Point Jumper. Assisted by Jon Elmore.,41,56
13:14,-1,Kevin Kangni missed Three Point Jumper.,41,56
13:14,-1,Clay Todd Offensive Rebound.,41,56
13:07,-1,Clay Todd missed Jumper.,41,56
13:07,276,Stevie Browning Defensive Rebound.,41,56
13:00,276,Jon Elmore missed Layup.,41,56
13:00,276,Milan Mijovic Offensive Rebound.,41,56
12:55,276,Milan Mijovic missed Layup.,41,56
12:55,276,Milan Mijovic Offensive Rebound.,41,56
12:50,276,Jon Elmore missed Three Point Jumper.,41,56
12:50,-1,Luke Layhew Defensive Rebound.,41,56
12:47,-1,Mo Berchie made Jumper.,43,56
12:34,276,Jon Elmore made Layup.,43,58
12:19,-1,Fred Brondsted missed Three Point Jumper.,43,58
12:19,276,Stevie Browning Defensive Rebound.,43,58
12:15,-1,Foul on Fred Brondsted.,43,58
12:04,276,C.J. Burks made Layup.,43,60
11:34,-1,Jalen Melvin made Layup. Assisted by Mo Berchie.,45,60
11:21,276,Stevie Browning made Three Point Jumper. Assisted by C.J. Burks.,45,63
11:07,-1,Foul on Jalen Melvin.,45,63
11:07,-1,Jalen Melvin Turnover.,45,63
11:07,276,Official TV Timeout,45,63
11:01,276,Foul on C.J. Burks.,45,63
11:01,276,C.J. Burks Turnover.,45,63
10:40,-1,Quin Nottingham missed Layup.,45,63
10:40,276,Ky're Allison Defensive Rebound.,45,63
10:15,276,Phil Bledsoe missed Three Point Jumper.,45,63
10:15,276,Aleksa Nikolic Offensive Rebound.,45,63
10:11,276,Aleksa Nikolic made Layup.,45,65
9:49,-1,Jalen Melvin made Layup. Assisted by Luka Petrovic.,47,65
9:24,276,Phil Bledsoe missed Three Point Jumper.,47,65
9:24,276,Phil Bledsoe Offensive Rebound.,47,65
9:21,-1,Foul on Jalen Melvin.,47,65
9:15,276,Ky're Allison missed Jumper.,47,65
9:15,-1,Quin Nottingham Defensive Rebound.,47,65
9:07,-1,Quin Nottingham made Layup.,49,65
8:50,276,Aleksa Nikolic made Three Point Jumper. Assisted by Phil Bledsoe.,49,68
8:28,276,Foul on Ky're Allison.,49,68
8:28,-1,Quin Nottingham made Free Throw.,50,68
8:28,-1,Quin Nottingham made Free Throw.,51,68
8:14,-1,Foul on Quin Nottingham.,51,68
8:14,-1,Technical Foul on Quin Nottingham.,51,68
8:14,276,C.J. Burks made Free Throw.,51,69
8:14,276,C.J. Burks made Free Throw.,51,70
8:08,276,Aleksa Nikolic missed Three Point Jumper.,51,70
8:08,-1,Luka Petrovic Defensive Rebound.,51,70
7:55,-1,Clay Todd missed Three Point Jumper.,51,70
7:55,-1,Luke Layhew Offensive Rebound.,51,70
7:49,-1,Luke Layhew missed Layup.,51,70
7:49,276,Aleksa Nikolic Block.,51,70
7:48,-1,Luke Layhew Offensive Rebound.,51,70
7:46,-1,Luke Layhew missed Layup.,51,70
7:46,276,C.J. Burks Defensive Rebound.,51,70
7:38,276,Ky're Allison missed Three Point Jumper.,51,70
7:38,276,Christian Thieneman Offensive Rebound.,51,70
7:33,276,Christian Thieneman made Layup.,51,72
7:09,-1,Luke Layhew missed Jumper.,51,72
7:09,276,Phil Bledsoe Defensive Rebound.,51,72
7:01,276,C.J. Burks missed Three Point Jumper.,51,72
7:01,-1,Clay Todd Defensive Rebound.,51,72
6:53,-1,Clay Todd Turnover.,51,72
6:52,276,Aleksa Nikolic Steal.,51,72
6:50,276,Aleksa Nikolic made Layup. Assisted by Ky're Allison.,51,74
6:32,-1,Luke Layhew made Dunk. Assisted by Kevin Kangni.,53,74
6:21,276,Ky're Allison missed Layup.,53,74
6:21,-1,Luka Petrovic Block.,53,74
6:21,276,Marshall Offensive Rebound.,53,74
6:21,276,Official TV Timeout,53,74
6:18,-1,Foul on Luke Layhew.,53,74
6:18,276,Christian Thieneman made Free Throw.,53,75
6:18,276,Christian Thieneman made Free Throw.,53,76
6:07,-1,Mo Berchie Turnover.,53,76
5:58,276,Jacob Kilgore missed Three Point Jumper.,53,76
5:58,276,Marshall Offensive Rebound.,53,76
5:48,276,Phil Bledsoe made Layup.,53,78
5:14,-1,Mo Berchie missed Jumper.,53,78
5:14,276,Phil Bledsoe Defensive Rebound.,53,78
5:03,276,Ot Elmore missed Three Point Jumper.,53,78
5:03,-1,Kevin Kangni Defensive Rebound.,53,78
4:37,-1,Mo Berchie missed Layup.,53,78
4:37,276,Phil Bledsoe Defensive Rebound.,53,78
4:22,276,Christian Thieneman missed Three Point Jumper.,53,78
4:22,276,Marshall Offensive Rebound.,53,78
4:10,276,Phil Bledsoe missed Three Point Jumper.,53,78
4:10,-1,Clay Todd Defensive Rebound.,53,78
3:57,-1,Clay Todd made Three Point Jumper. Assisted by Kevin Kangni.,56,78
3:46,276,Official TV Timeout,56,78
3:36,276,Foul on Ky're Allison.,56,78
3:36,276,Ky're Allison Turnover.,56,78
3:14,-1,Jalen Melvin made Layup. Assisted by Kevin Kangni.,58,78
3:06,276,Ot Elmore missed Jumper.,58,78
3:06,-1,Nick Brooks Defensive Rebound.,58,78
2:44,-1,Jalen Melvin missed Jumper.,58,78
2:44,276,Phil Bledsoe Defensive Rebound.,58,78
2:35,276,Ky're Allison missed Jumper.,58,78
2:35,-1,Jalen Melvin Defensive Rebound.,58,78
2:20,276,Foul on Phil Bledsoe.,58,78
2:20,-1,Kevin Kangni made Free Throw.,59,78
2:20,-1,Kevin Kangni made Free Throw.,60,78
2:09,-1,Foul on Quin Nottingham.,60,78
2:09,276,Ky're Allison made Free Throw.,60,79
2:09,276,Ky're Allison missed Free Throw.,60,79
2:09,-1,West Virginia Wesleyan Defensive Rebound.,60,79
2:06,276,Foul on Christian Thieneman.,60,79
2:06,-1,Nick Brooks made Free Throw.,61,79
2:06,-1,Nick Brooks missed Free Throw.,61,79
2:06,276,Jacob Kilgore Defensive Rebound.,61,79
1:58,276,Ky're Allison Turnover.,61,79
1:33,-1,Luka Petrovic made Jumper.,63,79
1:23,276,Ot Elmore missed Three Point Jumper.,63,79
1:23,-1,Alex Osburn Defensive Rebound.,63,79
1:09,-1,Landon Todd Turnover.,63,79
1:02,276,Ot Elmore missed Jumper.,63,79
1:02,-1,Quin Nottingham Defensive Rebound.,63,79
0:52,-1,Landon Todd missed Jumper.,63,79
0:52,-1,Alex Osburn Offensive Rebound.,63,79
0:48,-1,Alex Osburn missed Layup.,63,79
0:48,276,Jacob Kilgore Block.,63,79
0:46,-1,Luka Petrovic Offensive Rebound.,63,79
0:44,-1,Luka Petrovic made Layup.,65,79
0:31,276,Ky're Allison made Layup.,65,81
0:25,-1,Luka Petrovic missed Three Point Jumper.,65,81
0:25,276,Milan Mijovic Defensive Rebound.,65,81
0:00,276,End of Game,65,81
