Spring Hill,Error,South Alabama,6
11:25,-1,Gresyn Rogers Turnover.,10,10
11:15,6,Georgi Boyanov made Layup.,10,12
10:55,-1,Chase Shellman made Layup. Assisted by Shawn Moore.,12,12
10:39,6,Ken Williams missed Layup.,12,12
10:39,-1,Walter Massey Defensive Rebound.,12,12
10:32,-1,Shawn Moore missed Three Point Jumper.,12,12
10:32,6,Herb McGee Defensive Rebound.,12,12
10:26,6,Herb McGee Turnover.,12,12
10:21,-1,Walter Massey missed Jumper.,12,12
10:21,6,Ken Williams Defensive Rebound.,12,12
9:58,6,Herb McGee missed Three Point Jumper.,12,12
9:58,-1,Chase Shellman Defensive Rebound.,12,12
9:49,6,Foul on Ken Williams.,12,12
9:49,-1,Matevz Rojc missed Free Throw.,12,12
9:49,-1,Spring Hill Deadball Team Rebound.,12,12
9:49,-1,Matevz Rojc missed Free Throw.,12,12
9:49,-1,Walter Massey Offensive Rebound.,12,12
9:45,-1,Matevz Rojc Turnover.,12,12
9:28,6,Herb McGee missed Layup.,12,12
9:28,-1,Matevz Rojc Defensive Rebound.,12,12
9:19,-1,Matevz Rojc missed Jumper.,12,12
9:19,6,Don MuepoKelly Defensive Rebound.,12,12
9:11,6,Shaq Calhoun missed Three Point Jumper.,12,12
9:11,6,Ken Williams Offensive Rebound.,12,12
8:59,6,Ken Williams made Three Point Jumper.,12,15
8:39,-1,Shawn Moore missed Jumper.,12,15
8:39,6,Don MuepoKelly Defensive Rebound.,12,15
8:29,6,Ken Williams made Jumper.,12,17
8:07,-1,Gresyn Rogers missed Three Point Jumper.,12,17
8:07,6,Georgi Boyanov Defensive Rebound.,12,17
7:56,-1,Foul on Shawn Moore.,12,17
7:56,6,Official TV Timeout,12,17
7:56,6,Shaq Calhoun missed Free Throw.,12,17
7:56,6,South Alabama Deadball Team Rebound.,12,17
7:56,6,Shaq Calhoun missed Free Throw.,12,17
7:56,-1,Brandon Fischer Defensive Rebound.,12,17
7:25,-1,Brandon Fischer missed Three Point Jumper.,12,17
7:25,6,South Alabama Deadball Team Rebound.,12,17
7:09,6,Ken Williams missed Three Point Jumper.,12,17
7:09,6,Josh Ajayi Offensive Rebound.,12,17
7:03,-1,Foul on Brandon Fischer.,12,17
6:59,6,Ken Williams Turnover.,12,17
6:55,6,Foul on Ken Williams.,12,17
6:39,-1,Jack Morrissey missed Three Point Jumper.,12,17
6:39,-1,William Loyd Offensive Rebound.,12,17
6:35,-1,William Loyd missed Jumper.,12,17
6:35,6,Josh Ajayi Defensive Rebound.,12,17
6:19,-1,Foul on Jared Holland.,12,17
6:14,6,Shaq Calhoun missed Three Point Jumper.,12,17
6:14,-1,Deandre Lacy Defensive Rebound.,12,17
5:46,-1,Walter Massey made Jumper.,14,17
5:22,6,Kevin Morris made Layup. Assisted by Shaq Calhoun.,14,19
4:58,-1,Walter Massey made Layup.,16,19
4:58,6,Foul on Dederick Lee.,16,19
4:58,-1,Walter Massey missed Free Throw.,16,19
4:58,6,Herb McGee Defensive Rebound.,16,19
4:48,-1,Foul on Deandre Lacy.,16,19
4:48,6,Shaq Calhoun made Free Throw.,16,20
4:48,6,Shaq Calhoun made Free Throw.,16,21
4:24,6,Foul on Dederick Lee.,16,21
4:22,-1,Jared Holland Turnover.,16,21
4:21,6,Shaq Calhoun Steal.,16,21
4:20,6,Shaq Calhoun missed Layup.,16,21
4:20,6,Georgi Boyanov Offensive Rebound.,16,21
4:18,-1,Foul on Shawn Moore.,16,21
4:18,6,Georgi Boyanov made Free Throw.,16,22
4:18,6,Georgi Boyanov made Free Throw.,16,23
3:59,6,Official TV Timeout,16,23
3:52,6,Foul on Trhae Mitchell.,16,23
3:52,-1,Gresyn Rogers made Free Throw.,17,23
3:52,-1,Gresyn Rogers missed Free Throw.,17,23
3:52,-1,William Loyd Offensive Rebound.,17,23
3:50,-1,William Loyd missed Layup.,17,23
3:50,6,Josh Ajayi Block.,17,23
3:47,6,Trhae Mitchell Defensive Rebound.,17,23
3:38,6,Georgi Boyanov Turnover.,17,23
3:20,6,Foul on Trhae Mitchell.,17,23
3:20,-1,Gresyn Rogers made Free Throw.,18,23
3:20,-1,Gresyn Rogers made Free Throw.,19,23
3:06,6,Shaq Calhoun missed Three Point Jumper.,19,23
3:06,6,South Alabama Offensive Rebound.,19,23
3:04,-1,Foul on William Loyd.,19,23
3:04,6,Josh Ajayi missed Free Throw.,19,23
3:04,-1,Matevz Rojc Defensive Rebound.,19,23
2:48,-1,Chase Shellman Turnover.,19,23
2:34,6,Josh Ajayi Turnover.,19,23
2:33,-1,Walter Massey Steal.,19,23
2:28,-1,Gresyn Rogers Turnover.,19,23
2:15,-1,Foul on Matevz Rojc.,19,23
2:15,6,Don MuepoKelly missed Free Throw.,19,23
2:15,6,South Alabama Deadball Team Rebound.,19,23
2:15,6,Don MuepoKelly made Free Throw.,19,24
2:00,-1,Walter Massey made Jumper. Assisted by Chase Shellman.,21,24
1:39,-1,Foul on Chase Shellman.,21,24
1:39,6,Nick Davis missed Free Throw.,21,24
1:39,6,South Alabama Deadball Team Rebound.,21,24
1:39,6,Nick Davis made Free Throw.,21,25
1:23,-1,Jack Morrissey missed Three Point Jumper.,21,25
1:23,6,Don MuepoKelly Defensive Rebound.,21,25
1:15,6,Nick Davis made Dunk. Assisted by Ken Williams.,21,27
1:09,-1,Chase Shellman made Layup.,23,27
1:09,6,Foul on Herb McGee.,23,27
1:09,-1,Chase Shellman missed Free Throw.,23,27
1:09,6,Nick Davis Defensive Rebound.,23,27
0:49,-1,Foul on Matevz Rojc.,23,27
0:49,-1,Spring Hill  Timeout,23,27
0:49,6,Don MuepoKelly made Free Throw.,23,28
0:49,6,Don MuepoKelly missed Free Throw.,23,28
0:49,-1,Jack Morrissey Defensive Rebound.,23,28
0:35,6,Foul on Don MuepoKelly.,23,28
0:35,-1,Matevz Rojc missed Free Throw.,23,28
0:35,6,Ken Williams Defensive Rebound.,23,28
0:12,6,Ken Williams missed Three Point Jumper.,23,28
0:12,-1,Chase Shellman Defensive Rebound.,23,28
0:03,-1,Jack Morrissey made Jumper.,25,28
0:00,6,End of 1st half,25,28
19:45,6,Foul on Shaq Calhoun.,25,28
19:45,-1,Brandon Fischer missed Free Throw.,25,28
19:45,-1,Spring Hill Deadball Team Rebound.,25,28
19:45,-1,Brandon Fischer missed Free Throw.,25,28
19:45,6,Don MuepoKelly Defensive Rebound.,25,28
19:36,6,Don MuepoKelly Turnover.,25,28
19:36,6,Foul on Don MuepoKelly.,25,28
19:20,-1,William Loyd Turnover.,25,28
19:19,6,Georgi Boyanov Steal.,25,28
19:12,6,Dederick Lee made Three Point Jumper. Assisted by Shaq Calhoun.,25,31
18:48,-1,Jack Morrissey missed Three Point Jumper.,25,31
18:48,6,Georgi Boyanov Defensive Rebound.,25,31
18:37,6,Shaq Calhoun missed Jumper.,25,31
18:37,6,Georgi Boyanov Offensive Rebound.,25,31
18:26,6,Ken Williams missed Three Point Jumper.,25,31
18:26,-1,Walter Massey Defensive Rebound.,25,31
18:04,-1,Jared Holland missed Jumper.,25,31
18:04,6,Ken Williams Defensive Rebound.,25,31
17:43,6,Georgi Boyanov made Layup.,25,33
17:43,-1,Foul on Walter Massey.,25,33
17:43,6,Georgi Boyanov missed Free Throw.,25,33
17:43,-1,Walter Massey Defensive Rebound.,25,33
17:33,-1,William Loyd Turnover.,25,33
17:20,6,Don MuepoKelly made Layup. Assisted by Shaq Calhoun.,25,35
17:02,-1,Brandon Fischer made Layup. Assisted by Jared Holland.,27,35
16:37,-1,Foul on Brandon Fischer.,27,35
16:30,6,Don MuepoKelly Turnover.,27,35
16:29,-1,Jack Morrissey Steal.,27,35
16:24,6,Foul on Shaq Calhoun.,27,35
16:24,-1,Walter Massey made Free Throw.,28,35
16:24,-1,Walter Massey made Free Throw.,29,35
16:13,6,Shaq Calhoun made Jumper.,29,37
16:00,-1,Jared Holland Turnover.,29,37
15:43,6,Shaq Calhoun missed Three Point Jumper.,29,37
15:43,-1,William Loyd Defensive Rebound.,29,37
15:34,-1,Jared Holland Turnover.,29,37
15:33,6,Shaq Calhoun Steal.,29,37
15:29,-1,Foul on Walter Massey.,29,37
15:29,6,Official TV Timeout,29,37
15:29,6,Georgi Boyanov missed Free Throw.,29,37
15:29,6,South Alabama Deadball Team Rebound.,29,37
15:29,6,Georgi Boyanov made Free Throw.,29,38
15:10,-1,Shawn Moore missed Jumper.,29,38
15:10,-1,Spring Hill Offensive Rebound.,29,38
15:08,6,Foul on Shaq Calhoun.,29,38
15:03,-1,Walter Massey Turnover.,29,38
14:41,6,Georgi Boyanov missed Jumper.,29,38
14:41,-1,Jack Morrissey Defensive Rebound.,29,38
14:22,-1,Shawn Moore missed Jumper.,29,38
14:22,6,Georgi Boyanov Defensive Rebound.,29,38
14:15,6,Ken Williams missed Three Point Jumper.,29,38
14:15,-1,Brandon Fischer Defensive Rebound.,29,38
13:58,-1,Jack Morrissey missed Three Point Jumper.,29,38
13:58,6,Kevin Morris Defensive Rebound.,29,38
13:44,6,Kevin Morris missed Layup.,29,38
13:44,-1,Walter Massey Defensive Rebound.,29,38
13:31,6,Foul on Kevin Morris.,29,38
13:27,6,Foul on Herb McGee.,29,38
13:27,-1,Brandon Fischer made Free Throw.,30,38
13:27,-1,Brandon Fischer made Free Throw.,31,38
13:15,6,Ken Williams missed Jumper.,31,38
13:15,-1,Brandon Fischer Defensive Rebound.,31,38
13:05,-1,Chase Shellman Turnover.,31,38
12:53,6,Trhae Mitchell Turnover.,31,38
12:53,6,Foul on Trhae Mitchell.,31,38
12:42,-1,Brandon Fischer missed Three Point Jumper.,31,38
12:41,-1,Shawn Moore Offensive Rebound.,31,38
12:30,-1,Brandon Fischer Turnover.,31,38
12:29,-1,Foul on Brandon Fischer.,31,38
12:16,-1,Foul on Shawn Moore.,31,38
12:16,6,Don MuepoKelly made Free Throw.,31,39
12:16,6,Don MuepoKelly made Free Throw.,31,40
12:04,-1,Gresyn Rogers missed Layup.,31,40
12:04,-1,Chase Shellman Offensive Rebound.,31,40
11:34,6,Foul on Don MuepoKelly.,31,40
11:34,-1,Chase Shellman missed Free Throw.,31,40
11:34,6,Trhae Mitchell Defensive Rebound.,31,40
11:19,-1,Foul on Chase Shellman.,31,40
11:01,6,Shaq Calhoun missed Layup.,31,40
11:01,-1,Walter Massey Defensive Rebound.,31,40
10:54,-1,Jack Morrissey missed Three Point Jumper.,31,40
10:54,6,South Alabama Defensive Rebound.,31,40
10:41,6,Georgi Boyanov made Three Point Jumper. Assisted by Herb McGee.,31,43
10:19,-1,William Loyd missed Three Point Jumper.,31,43
10:19,-1,Walter Massey Offensive Rebound.,31,43
10:16,-1,Walter Massey missed Layup.,31,43
10:16,6,Georgi Boyanov Defensive Rebound.,31,43
10:05,-1,Foul on William Loyd.,31,43
10:05,6,Shaq Calhoun made Free Throw.,31,44
10:05,6,Shaq Calhoun made Free Throw.,31,45
9:52,-1,Jack Morrissey made Three Point Jumper.,34,45
9:33,6,Josh Ajayi made Layup. Assisted by Trhae Mitchell.,34,47
9:08,-1,Walter Massey made Jumper.,36,47
8:48,6,Josh Ajayi made Layup. Assisted by Herb McGee.,36,49
8:39,-1,Walter Massey missed Jumper.,36,49
8:39,6,Shaq Calhoun Defensive Rebound.,36,49
8:35,6,Shaq Calhoun Turnover.,36,49
8:23,-1,Chase Shellman Turnover.,36,49
8:23,6,Herb McGee Steal.,36,49
8:11,6,Herb McGee missed Three Point Jumper.,36,49
8:11,6,Trhae Mitchell Offensive Rebound.,36,49
8:00,6,Shaq Calhoun missed Three Point Jumper.,36,49
8:00,-1,Jared Holland Defensive Rebound.,36,49
7:50,-1,William Loyd made Layup.,38,49
7:35,-1,Foul on Deandre Lacy.,38,49
7:35,6,Official TV Timeout,38,49
7:35,6,Georgi Boyanov made Free Throw.,38,50
7:35,6,Georgi Boyanov made Free Throw.,38,51
7:05,-1,Matevz Rojc missed Jumper.,38,51
7:05,-1,Chase Shellman Offensive Rebound.,38,51
7:00,-1,Chase Shellman missed Layup.,38,51
7:00,6,Shaq Calhoun Defensive Rebound.,38,51
6:55,6,Herb McGee missed Layup.,38,51
6:55,6,South Alabama Offensive Rebound.,38,51
6:50,6,Kevin Morris Turnover.,38,51
6:50,6,Foul on Kevin Morris.,38,51
6:35,-1,William Loyd missed Layup.,38,51
6:35,6,Kevin Morris Block.,38,51
6:34,6,Ken Williams Defensive Rebound.,38,51
6:28,6,Shaq Calhoun made Layup.,38,53
6:13,-1,Walter Massey Turnover.,38,53
6:12,6,Shaq Calhoun Steal.,38,53
6:10,6,Shaq Calhoun made Layup.,38,55
5:54,-1,Shawn Moore Turnover.,38,55
5:53,6,Kevin Morris Steal.,38,55
5:47,6,Ken Williams missed Three Point Jumper.,38,55
5:47,-1,Brandon Fischer Defensive Rebound.,38,55
5:37,6,Foul on Kevin Morris.,38,55
5:37,-1,Shawn Moore missed Free Throw.,38,55
5:37,-1,Spring Hill Deadball Team Rebound.,38,55
5:37,-1,Shawn Moore made Free Throw.,39,55
5:28,-1,Foul on William Loyd.,39,55
5:28,6,Josh Ajayi made Free Throw.,39,56
5:28,6,Josh Ajayi made Free Throw.,39,57
5:13,-1,Chase Shellman missed Layup.,39,57
5:13,-1,Gresyn Rogers Offensive Rebound.,39,57
5:11,-1,Gresyn Rogers made Layup.,41,57
4:44,6,Josh Ajayi made Three Point Jumper. Assisted by Ken Williams.,41,60
4:24,-1,Shawn Moore missed Jumper.,41,60
4:24,6,Josh Ajayi Defensive Rebound.,41,60
4:19,-1,Foul on Jack Morrissey.,41,60
4:19,6,Shaq Calhoun missed Free Throw.,41,60
4:19,6,South Alabama Deadball Team Rebound.,41,60
4:19,6,Shaq Calhoun made Free Throw.,41,61
4:07,-1,Jack Morrissey missed Three Point Jumper.,41,61
4:07,6,Kevin Morris Defensive Rebound.,41,61
3:49,6,Josh Ajayi Turnover.,41,61
3:45,-1,Shawn Moore made Layup.,43,61
3:45,6,Foul on Dederick Lee.,43,61
3:45,-1,Shawn Moore made Free Throw.,44,61
3:28,6,Josh Ajayi made Layup. Assisted by Kevin Morris.,44,63
3:17,-1,Brandon Fischer made Layup. Assisted by Shawn Moore.,46,63
2:46,6,Kevin Morris made Layup.,46,65
2:26,-1,Walter Massey missed Jumper.,46,65
2:26,6,Shaq Calhoun Defensive Rebound.,46,65
2:13,6,Josh Ajayi missed Jumper.,46,65
2:13,-1,Brandon Fischer Defensive Rebound.,46,65
2:08,-1,Shawn Moore made Layup.,48,65
1:56,6,South Alabama  Timeout,48,65
1:50,-1,Foul on William Loyd.,48,65
1:50,6,Dederick Lee missed Free Throw.,48,65
1:50,6,South Alabama Deadball Team Rebound.,48,65
1:50,6,Dederick Lee made Free Throw.,48,66
1:34,-1,Brandon Fischer Turnover.,48,66
1:20,6,Herb McGee Turnover.,48,66
1:14,-1,Jack Morrissey Turnover.,48,66
1:12,6,Trhae Mitchell Steal.,48,66
1:07,6,Ethan Haslam made Three Point Jumper. Assisted by Herb McGee.,48,69
0:53,-1,Brandon Fischer missed Three Point Jumper.,48,69
0:53,-1,Walter Massey Offensive Rebound.,48,69
0:48,-1,Walter Massey made Jumper.,50,69
0:34,6,Herb McGee missed Jumper.,50,69
0:34,6,Trhae Mitchell Offensive Rebound.,50,69
0:26,6,Nikola Marijan made Layup. Assisted by Trhae Mitchell.,50,71
0:17,-1,Shawn Moore missed Jumper.,50,71
0:17,6,Herb McGee Defensive Rebound.,50,71
0:00,6,End of Game,50,71
