Delaware State,84,Indiana,2169
3:46,2169,Devin Morgan missed Three Point Jumper.,28,46
3:46,84,Freddie McSwain Jr. Defensive Rebound.,28,46
3:44,2169,Foul on Devin Morgan.,28,46
3:44,84,Official TV Timeout,28,46
3:28,84,Freddie McSwain Jr. Turnover.,28,46
3:03,2169,Joseph Lewis Turnover.,28,46
3:03,84,Thomas Bryant Steal.,28,46
2:57,84,OG Anunoby made Dunk. Assisted by Freddie McSwain Jr..,28,48
2:39,2169,Devin Morgan Turnover.,28,48
2:39,84,OG Anunoby Steal.,28,48
2:38,84,OG Anunoby made Layup.,28,50
2:37,2169,Foul on DeAndre Haywood.,28,50
2:37,84,OG Anunoby missed Free Throw.,28,50
2:37,2169,Artem Tavakalyan Defensive Rebound.,28,50
2:25,2169,Artem Tavakalyan missed Three Point Jumper.,28,50
2:25,84,OG Anunoby Defensive Rebound.,28,50
2:18,84,Robert Johnson Turnover.,28,50
2:11,84,Foul on OG Anunoby.,28,50
2:11,2169,DeAndre Haywood made Free Throw.,29,50
2:11,2169,DeAndre Haywood made Free Throw.,30,50
1:46,84,Freddie McSwain Jr. Turnover.,30,50
1:46,2169,DeAndre Haywood Steal.,30,50
1:40,2169,DeAndre Haywood missed Jumper.,30,50
1:40,84,Robert Johnson Block.,30,50
1:40,84,Robert Johnson Defensive Rebound.,30,50
1:36,84,Freddie McSwain Jr. made Layup. Assisted by Robert Johnson.,30,52
1:15,2169,Dana Raysor Turnover.,30,52
1:15,84,Curtis Jones Steal.,30,52
1:07,84,Thomas Bryant made Dunk. Assisted by Juwan Morgan.,30,54
0:39,2169,Kavon Waller missed Three Point Jumper.,30,54
0:39,84,Freddie McSwain Jr. Defensive Rebound.,30,54
0:07,84,Indiana  Turnover.,30,54
0:02,2169,DeAndre Haywood missed Three Point Jumper.,30,54
0:02,84,Thomas Bryant Defensive Rebound.,30,54
0:00,84,End of 1st half,30,54
20:00,2169,Jump Ball won by Delaware St,30,54
19:42,84,Foul on Robert Johnson.,30,54
19:31,2169,Demola Onifade missed Layup.,30,54
19:31,84,OG Anunoby Block.,30,54
19:31,2169,Delaware St Offensive Rebound.,30,54
19:19,2169,Devin Morgan missed Three Point Jumper.,30,54
19:19,84,Robert Johnson Defensive Rebound.,30,54
19:10,84,OG Anunoby made Layup.,30,56
18:45,2169,DeVaughn Mallory missed Jumper.,30,56
18:45,84,Thomas Bryant Defensive Rebound.,30,56
18:36,84,Devonte Green missed Three Point Jumper.,30,56
18:36,84,OG Anunoby Offensive Rebound.,30,56
18:31,84,Robert Johnson made Jumper.,30,58
18:05,2169,DeAndre Haywood missed Layup.,30,58
18:05,84,OG Anunoby Block.,30,58
18:05,2169,Delaware St Offensive Rebound.,30,58
17:56,2169,Devin Morgan missed Jumper.,30,58
17:56,84,OG Anunoby Defensive Rebound.,30,58
17:51,84,James Blackmon Jr. made Jumper.,30,60
17:27,2169,Devin Morgan made Jumper.,32,60
17:05,84,Robert Johnson missed Three Point Jumper.,32,60
17:05,2169,DeVaughn Mallory Defensive Rebound.,32,60
16:57,2169,DeAndre Haywood missed Jumper.,32,60
16:57,84,Robert Johnson Block.,32,60
16:57,84,Thomas Bryant Defensive Rebound.,32,60
16:55,2169,Foul on DeAndre Haywood.,32,60
16:44,84,James Blackmon Jr. made Three Point Jumper. Assisted by Robert Johnson.,32,63
16:16,2169,Devin Morgan missed Jumper.,32,63
16:16,84,Indiana Defensive Rebound.,32,63
15:58,84,De'Ron Davis made Jumper. Assisted by Curtis Jones.,32,65
15:41,84,Foul on Thomas Bryant.,32,65
15:41,84,Official TV Timeout,32,65
15:35,2169,DeVaughn Mallory Turnover.,32,65
15:35,84,De'Ron Davis Steal.,32,65
15:30,84,Curtis Jones made Layup. Assisted by De'Ron Davis.,32,67
15:09,2169,DeVaughn Mallory made Jumper. Assisted by Kavon Waller.,34,67
14:49,2169,Foul on Demola Onifade.,34,67
14:41,84,Robert Johnson missed Three Point Jumper.,34,67
14:41,84,Thomas Bryant Offensive Rebound.,34,67
14:38,84,Thomas Bryant made Dunk.,34,69
14:22,2169,DeVaughn Mallory made Jumper. Assisted by DeAndre Haywood.,36,69
13:57,84,Robert Johnson made Three Point Jumper. Assisted by Thomas Bryant.,36,72
13:30,2169,Devin Morgan missed Three Point Jumper.,36,72
13:30,2169,Kavon Waller Offensive Rebound.,36,72
13:24,2169,DeVaughn Mallory missed Jumper.,36,72
13:24,2169,Mrdjan Gasevic Offensive Rebound.,36,72
13:18,2169,Kavon Waller missed Three Point Jumper.,36,72
13:18,84,Robert Johnson Defensive Rebound.,36,72
13:11,84,Robert Johnson Turnover.,36,72
12:53,2169,Joseph Lewis missed Jumper.,36,72
12:53,2169,Delaware St Offensive Rebound.,36,72
12:41,2169,Devin Morgan missed Jumper.,36,72
12:41,84,Curtis Jones Block.,36,72
12:41,84,Indiana Deadball Team Rebound.,36,72
12:30,84,James Blackmon Jr. missed Three Point Jumper.,36,72
12:30,84,Indiana Offensive Rebound.,36,72
12:24,2169,Foul on Joseph Lewis.,36,72
12:04,84,Curtis Jones missed Three Point Jumper.,36,72
12:04,84,De'Ron Davis Offensive Rebound.,36,72
12:01,84,De'Ron Davis made Layup.,36,74
11:45,84,Foul on De'Ron Davis.,36,74
11:45,84,Official TV Timeout,36,74
11:21,2169,Kavon Waller missed Three Point Jumper.,36,74
11:21,84,Curtis Jones Defensive Rebound.,36,74
11:09,84,Juwan Morgan made Dunk. Assisted by Josh Newkirk.,36,76
10:50,2169,Mrdjan Gasevic missed Jumper.,36,76
10:50,84,Juwan Morgan Defensive Rebound.,36,76
10:46,2169,Foul on Mrdjan Gasevic.,36,76
10:46,84,Juwan Morgan made Free Throw.,36,77
10:46,84,Juwan Morgan made Free Throw.,36,78
10:36,2169,Kobe Gantz made Layup.,38,78
10:15,84,Devonte Green Turnover.,38,78
9:54,2169,Mrdjan Gasevic Turnover.,38,78
9:54,84,Juwan Morgan Steal.,38,78
9:45,84,Josh Newkirk Turnover.,38,78
9:45,2169,Mrdjan Gasevic Steal.,38,78
9:32,2169,Joseph Lewis missed Jumper.,38,78
9:32,2169,DeVaughn Mallory Offensive Rebound.,38,78
9:28,2169,Kavon Waller missed Three Point Jumper.,38,78
9:28,84,Devonte Green Defensive Rebound.,38,78
9:21,84,Zach McRoberts missed Three Point Jumper.,38,78
9:21,84,Juwan Morgan Offensive Rebound.,38,78
9:17,2169,Foul on Joseph Lewis.,38,78
9:17,84,Juwan Morgan made Free Throw.,38,79
9:17,84,Juwan Morgan missed Free Throw.,38,79
9:17,84,Devonte Green Offensive Rebound.,38,79
9:11,84,Josh Newkirk made Three Point Jumper. Assisted by Juwan Morgan.,38,82
8:40,2169,Devin Morgan missed Three Point Jumper.,38,82
8:40,84,Zach McRoberts Defensive Rebound.,38,82
8:31,84,Josh Newkirk made Layup.,38,84
8:11,2169,Dana Raysor missed Three Point Jumper.,38,84
8:11,84,Juwan Morgan Defensive Rebound.,38,84
8:04,84,Thomas Bryant missed Jumper.,38,84
8:04,2169,Joseph Lewis Block.,38,84
8:04,84,Indiana Offensive Rebound.,38,84
7:58,84,OG Anunoby made Dunk. Assisted by Robert Johnson.,38,86
7:41,2169,DeVaughn Mallory missed Jumper.,38,86
7:41,84,Freddie McSwain Jr. Defensive Rebound.,38,86
7:34,84,James Blackmon Jr. missed Three Point Jumper.,38,86
7:34,2169,Kobe Gantz Defensive Rebound.,38,86
7:23,2169,DeVaughn Mallory made Layup. Assisted by Kobe Gantz.,40,86
7:07,84,Freddie McSwain Jr. made Layup. Assisted by OG Anunoby.,40,88
6:48,2169,Kobe Gantz missed Jumper.,40,88
6:48,84,Thomas Bryant Defensive Rebound.,40,88
6:36,84,OG Anunoby missed Three Point Jumper.,40,88
6:36,84,James Blackmon Jr. Offensive Rebound.,40,88
6:32,84,James Blackmon Jr. made Layup.,40,90
6:05,2169,DeVaughn Mallory made Jumper. Assisted by Joseph Lewis.,42,90
6:00,84,Indiana  Timeout,42,90
5:49,84,Grant Gelon made Layup. Assisted by De'Ron Davis.,42,92
5:49,84,Official TV Timeout,42,92
5:32,2169,Joseph Lewis made Jumper. Assisted by Dana Raysor.,44,92
5:18,84,Robert Johnson missed Three Point Jumper.,44,92
5:18,2169,Kobe Gantz Defensive Rebound.,44,92
5:10,2169,Kobe Gantz made Layup.,46,92
4:48,84,Robert Johnson missed Three Point Jumper.,46,92
4:48,84,OG Anunoby Offensive Rebound.,46,92
4:41,2169,Foul on Quincy Tillinghast.,46,92
4:34,84,De'Ron Davis made Layup. Assisted by Devonte Green.,46,94
4:33,2169,Foul on Kobe Gantz.,46,94
4:33,84,De'Ron Davis made Free Throw.,46,95
4:21,2169,DeVaughn Mallory made Dunk. Assisted by Joseph Lewis.,48,95
3:58,84,Devonte Green Turnover.,48,95
3:58,2169,Joseph Lewis Steal.,48,95
3:48,2169,DeVaughn Mallory missed Jumper.,48,95
3:48,2169,Kobe Gantz Offensive Rebound.,48,95
3:48,2169,Kobe Gantz made Two Point Tip Shot.,50,95
3:30,2169,Foul on Dana Raysor.,50,95
3:30,84,Official TV Timeout,50,95
3:30,84,Devonte Green missed Free Throw.,50,95
3:29,2169,Delaware St Defensive Rebound.,50,95
3:15,2169,Dana Raysor made Three Point Jumper. Assisted by Quincy Tillinghast.,53,95
2:47,84,De'Ron Davis made Dunk. Assisted by Curtis Jones.,53,97
2:32,2169,Dana Raysor missed Three Point Jumper.,53,97
2:32,2169,DeVaughn Mallory Offensive Rebound.,53,97
2:27,2169,DeVaughn Mallory missed Jumper.,53,97
2:27,2169,DeVaughn Mallory Offensive Rebound.,53,97
2:15,2169,Quincy Tillinghast missed Jumper.,53,97
2:15,84,Curtis Jones Defensive Rebound.,53,97
2:06,84,Curtis Jones missed Layup.,53,97
2:06,84,Grant Gelon Offensive Rebound.,53,97
1:57,2169,Foul on DeVaughn Mallory.,53,97
1:57,84,Grant Gelon missed Free Throw.,53,97
1:57,84,Indiana Deadball Team Rebound.,53,97
1:57,84,Grant Gelon made Free Throw.,53,98
1:57,84,Grant Gelon made Free Throw.,53,99
1:44,2169,Dana Raysor missed Three Point Jumper.,53,99
1:44,2169,Joseph Lewis Offensive Rebound.,53,99
1:22,2169,Joseph Lewis Turnover.,53,99
1:06,84,Quentin Taylor made Layup. Assisted by Tim Priller.,53,101
0:54,2169,Quincy Tillinghast made Three Point Jumper. Assisted by DeVaughn Mallory.,56,101
0:33,84,Tim Priller made Jumper. Assisted by Zach McRoberts.,56,103
0:15,2169,Quincy Tillinghast missed Three Point Jumper.,56,103
0:15,84,Devonte Green Defensive Rebound.,56,103
0:00,84,End of Game,56,103
