Liberty,2320,Lamar,2335
14:12,2320,Torey Noel Turnover.,6,14
14:11,2335,Lovell Cabbil Steal.,6,14
14:10,2320,Foul on Torey Noel.,6,14
13:49,2335,John Dawson missed Jumper.,6,14
13:49,2320,Colton Weisbrod Defensive Rebound.,6,14
13:34,2320,Colton Weisbrod made Layup. Assisted by Dorian Chatman.,6,16
13:24,2335,Ezra Talbert missed Layup.,6,16
13:24,2320,Colton Weisbrod Defensive Rebound.,6,16
13:18,2320,Torey Noel made Layup. Assisted by Joey Frenchwood.,6,18
12:55,2335,Lovell Cabbil Turnover.,6,18
12:53,2320,Dorian Chatman Steal.,6,18
12:51,2320,Colton Weisbrod made Layup. Assisted by Torey Noel.,6,20
12:15,2335,A.C. Reid made Three Point Jumper. Assisted by John Dawson.,9,20
11:58,2320,Colton Weisbrod missed Jumper.,9,20
11:58,2320,Dorian Chatman Offensive Rebound.,9,20
11:57,2320,Dorian Chatman Turnover.,9,20
11:57,2320,Official TV Timeout,9,20
11:36,2335,A.C. Reid missed Three Point Jumper.,9,20
11:36,2320,Colton Weisbrod Defensive Rebound.,9,20
11:21,2320,Josh Nzeakor made Layup. Assisted by Colton Weisbrod.,9,22
11:02,2335,John Dawson made Three Point Jumper. Assisted by Ray Chen.,12,22
10:40,2320,Colton Weisbrod Turnover.,12,22
10:40,2320,Foul on Colton Weisbrod.,12,22
10:18,2335,Ray Chen missed Jumper.,12,22
10:18,2320,Colton Weisbrod Defensive Rebound.,12,22
10:08,2320,Nick Garth Turnover.,12,22
10:07,2335,A.C. Reid Steal.,12,22
9:59,2335,A.C. Reid missed Layup.,12,22
9:59,2320,Josh Nzeakor Block.,12,22
9:59,2320,Joey Frenchwood Defensive Rebound.,12,22
9:59,2335,Foul on A.C. Reid.,12,22
9:44,2335,Foul on A.C. Reid.,12,22
9:44,2320,Dorian Chatman made Free Throw.,12,23
9:44,2320,Dorian Chatman missed Free Throw.,12,23
9:44,2335,John Dawson Defensive Rebound.,12,23
9:30,2320,Foul on Josh Nzeakor.,12,23
9:10,2335,Jorge Pacheco-Ortiz missed Layup.,12,23
9:10,2320,Josh Nzeakor Defensive Rebound.,12,23
9:04,2320,Dorian Chatman missed Layup.,12,23
9:04,2335,Josiah Talbert Block.,12,23
9:04,2335,A.C. Reid Defensive Rebound.,12,23
8:48,2335,A.C. Reid made Three Point Jumper. Assisted by Jorge Pacheco-Ortiz.,15,23
8:31,2335,Foul on A.C. Reid.,15,23
8:31,2320,Joey Frenchwood made Free Throw.,15,24
8:31,2320,Joey Frenchwood made Free Throw.,15,25
8:16,2320,Foul on Nick Garth.,15,25
8:12,2335,Josiah Talbert missed Three Point Jumper.,15,25
8:12,2320,Dorian Chatman Defensive Rebound.,15,25
7:52,2320,Cameron McGee missed Jumper.,15,25
7:52,2335,Josiah Talbert Defensive Rebound.,15,25
7:39,2320,Foul on Marcus Owens.,15,25
7:39,2320,Official TV Timeout,15,25
7:39,2335,Lovell Cabbil made Free Throw.,16,25
7:39,2335,Lovell Cabbil made Free Throw.,17,25
7:28,2320,Nick Garth missed Three Point Jumper.,17,25
7:28,2335,John Dawson Defensive Rebound.,17,25
7:04,2320,Foul on Marcus Owens.,17,25
7:04,2335,Jorge Pacheco-Ortiz made Free Throw.,18,25
7:04,2335,Jorge Pacheco-Ortiz missed Free Throw.,18,25
7:04,2335,Ryan Kemrite Offensive Rebound.,18,25
6:50,2335,Ryan Kemrite made Layup.,20,25
6:42,2335,Foul on Ryan Hiepler.,20,25
6:42,2320,Zjori Bosha missed Free Throw.,20,25
6:42,2335,John Dawson Defensive Rebound.,20,25
6:23,2335,Ryan Kemrite Turnover.,20,25
6:23,2335,Foul on Ryan Kemrite.,20,25
6:11,2320,Dorian Chatman made Three Point Jumper. Assisted by Torey Noel.,20,28
5:51,2335,Jorge Pacheco-Ortiz Turnover.,20,28
5:23,2320,Dorian Chatman made Layup. Assisted by Joey Frenchwood.,20,30
5:04,2320,Foul on Colton Weisbrod.,20,30
5:04,2335,John Dawson made Free Throw.,21,30
5:04,2335,John Dawson made Free Throw.,22,30
4:39,2320,Joey Frenchwood missed Jumper.,22,30
4:39,2335,Ezra Talbert Defensive Rebound.,22,30
4:20,2335,Jorge Pacheco-Ortiz missed Three Point Jumper.,22,30
4:20,2320,Dorian Chatman Defensive Rebound.,22,30
4:09,2320,Josh Nzeakor made Jumper. Assisted by Joey Frenchwood.,22,32
3:50,2335,John Dawson made Layup.,24,32
3:50,2320,Foul on Dorian Chatman.,24,32
3:50,2320,Official TV Timeout,24,32
3:50,2335,John Dawson made Free Throw.,25,32
3:37,2320,Josh Nzeakor Turnover.,25,32
3:37,2320,Foul on Josh Nzeakor.,25,32
3:20,2320,Foul on Torey Noel.,25,32
3:20,2335,Lovell Cabbil made Free Throw.,26,32
3:20,2335,Lovell Cabbil made Free Throw.,27,32
3:02,2335,Foul on Ezra Talbert.,27,32
3:02,2320,Josh Nzeakor made Free Throw.,27,33
3:02,2320,Josh Nzeakor made Free Throw.,27,34
2:45,2335,Ryan Kemrite missed Three Point Jumper.,27,34
2:45,2320,Josh Nzeakor Defensive Rebound.,27,34
2:44,2335,Foul on Ezra Talbert.,27,34
2:44,2335,Foul on Ezra Talbert.,27,34
2:44,2320,Josh Nzeakor missed Free Throw.,27,34
2:44,2320,Lamar Deadball Team Rebound.,27,34
2:44,2320,Josh Nzeakor made Free Throw.,27,35
2:29,2335,Lovell Cabbil made Three Point Jumper. Assisted by John Dawson.,30,35
2:08,2320,Josh Nzeakor Turnover.,30,35
2:07,2335,Ryan Kemrite Steal.,30,35
2:05,2335,Lovell Cabbil missed Three Point Jumper.,30,35
2:05,2320,Terrance Hubby Defensive Rebound.,30,35
1:51,2320,Josh Nzeakor Turnover.,30,35
1:51,2320,Foul on Josh Nzeakor.,30,35
1:22,2335,Ryan Kemrite made Jumper.,32,35
0:53,2335,Foul on Jorge Pacheco-Ortiz.,32,35
0:53,2320,Joey Frenchwood made Free Throw.,32,36
0:53,2320,Joey Frenchwood missed Free Throw.,32,36
0:53,2335,John Dawson Defensive Rebound.,32,36
0:37,2335,Xzavier Barmore missed Layup.,32,36
0:37,2320,Zjori Bosha Block.,32,36
0:37,2320,Joey Frenchwood Defensive Rebound.,32,36
0:12,2320,Nick Garth made Three Point Jumper. Assisted by Joey Frenchwood.,32,39
0:02,2335,John Dawson missed Three Point Jumper.,32,39
0:02,2320,Tyrin Atwood Defensive Rebound.,32,39
0:00,2320,End of 1st half,32,39
19:59,2335,Ryan Kemrite made Layup.,34,39
19:50,2320,Torey Noel missed Three Point Jumper.,34,39
19:50,2335,Ryan Kemrite Defensive Rebound.,34,39
19:23,2320,Foul on Torey Noel.,34,39
18:58,2320,Foul on Colton Weisbrod.,34,39
18:54,2335,Myo Baxter-Bell missed Free Throw.,34,39
18:54,2335,Liberty Deadball Team Rebound.,34,39
18:54,2335,Myo Baxter-Bell missed Free Throw.,34,39
18:54,2320,Dorian Chatman Defensive Rebound.,34,39
18:31,2335,Foul on Myo Baxter-Bell.,34,39
18:24,2335,Foul on Brock Gardner.,34,39
18:18,2320,Nick Garth Turnover.,34,39
18:17,2335,Jorge Pacheco-Ortiz Steal.,34,39
18:06,2335,Brock Gardner missed Layup.,34,39
18:06,2320,Josh Nzeakor Defensive Rebound.,34,39
18:02,2320,Nick Garth made Three Point Jumper. Assisted by Joey Frenchwood.,34,42
17:39,2335,Ryan Kemrite Turnover.,34,42
17:39,2335,Foul on Ryan Kemrite.,34,42
17:36,2320,Nick Garth made Three Point Jumper. Assisted by Joey Frenchwood.,34,45
17:27,2335,Ryan Kemrite made Layup.,36,45
17:22,2320,Josh Nzeakor made Dunk. Assisted by Joey Frenchwood.,36,47
17:04,2335,A.C. Reid made Three Point Jumper. Assisted by Jorge Pacheco-Ortiz.,39,47
16:47,2320,Nick Garth made Three Point Jumper.,39,50
16:22,2335,Jorge Pacheco-Ortiz Turnover.,39,50
15:42,2320,Nick Garth made Three Point Jumper. Assisted by Zjori Bosha.,39,53
15:23,2320,Foul on Nick Garth.,39,53
15:23,2320,Official TV Timeout,39,53
15:23,2335,Jorge Pacheco-Ortiz made Free Throw.,40,53
15:23,2335,Jorge Pacheco-Ortiz made Free Throw.,41,53
15:02,2320,Joey Frenchwood missed Jumper.,41,53
15:02,2335,John Dawson Defensive Rebound.,41,53
14:51,2320,Foul on Dorian Chatman.,41,53
14:45,2335,John Dawson missed Jumper.,41,53
14:45,2320,Dorian Chatman Defensive Rebound.,41,53
14:36,2320,Josh Nzeakor missed Jumper.,41,53
14:36,2335,Brock Gardner Defensive Rebound.,41,53
14:31,2335,A.C. Reid missed Three Point Jumper.,41,53
14:31,2320,Joey Frenchwood Defensive Rebound.,41,53
14:24,2320,Dorian Chatman Turnover.,41,53
14:24,2320,Foul on Dorian Chatman.,41,53
14:16,2320,Foul on Zjori Bosha.,41,53
14:08,2335,Ryan Kemrite Turnover.,41,53
14:08,2335,Foul on Ryan Kemrite.,41,53
13:52,2335,Foul on Brock Gardner.,41,53
13:38,2320,Terrance Hubby Turnover.,41,53
13:38,2320,Foul on Terrance Hubby.,41,53
13:38,2335,Lovell Cabbil missed Jumper.,41,53
13:38,2320,Josh Nzeakor Defensive Rebound.,41,53
13:37,2320,Josh Nzeakor made Dunk. Assisted by Joey Frenchwood.,41,55
13:34,2335,Foul on John Dawson.,41,55
13:19,2320,Josh Nzeakor missed Free Throw.,41,55
13:19,2335,Ryan Kemrite Defensive Rebound.,41,55
13:10,2335,Josiah Talbert made Layup. Assisted by Ryan Kemrite.,43,55
12:26,2320,Terrance Hubby made Layup.,43,57
12:17,2335,John Dawson Turnover.,43,57
12:16,2320,Terrance Hubby Steal.,43,57
12:12,2320,Terrance Hubby made Jumper.,43,59
12:07,2335,Liberty  Timeout,43,59
11:54,2335,Ryan Kemrite made Layup.,45,59
11:54,2320,Foul on Josh Nzeakor.,45,59
11:54,2320,Official TV Timeout,45,59
11:54,2335,Ryan Kemrite made Free Throw.,46,59
11:33,2320,Christian Albright made Jumper.,46,61
11:16,2335,A.C. Reid Turnover.,46,61
11:16,2335,Foul on A.C. Reid.,46,61
10:57,2335,Foul on Ryan Kemrite.,46,61
10:57,2320,Nick Garth made Free Throw.,46,62
10:57,2320,Nick Garth missed Free Throw.,46,62
10:57,2335,Myo Baxter-Bell Defensive Rebound.,46,62
10:31,2335,Jorge Pacheco-Ortiz missed Three Point Jumper.,46,62
10:31,2320,Terrance Hubby Defensive Rebound.,46,62
10:26,2335,Foul on Ezra Talbert.,46,62
10:26,2320,Joey Frenchwood made Free Throw.,46,63
10:26,2320,Joey Frenchwood made Free Throw.,46,64
10:07,2320,Foul on Zjori Bosha.,46,64
10:07,2335,Myo Baxter-Bell missed Free Throw.,46,64
10:07,2320,Zjori Bosha Defensive Rebound.,46,64
9:55,2320,Christian Albright missed Three Point Jumper.,46,64
9:55,2335,John Dawson Defensive Rebound.,46,64
9:34,2335,Ezra Talbert missed Layup.,46,64
9:34,2320,Terrance Hubby Block.,46,64
9:34,2335,Ezra Talbert Offensive Rebound.,46,64
9:28,2335,John Dawson made Three Point Jumper. Assisted by Lovell Cabbil.,49,64
9:04,2335,Foul on Jorge Pacheco-Ortiz.,49,64
9:04,2320,Zjori Bosha missed Free Throw.,49,64
9:04,2320,Lamar Deadball Team Rebound.,49,64
9:04,2320,Zjori Bosha missed Free Throw.,49,64
9:04,2335,Brock Gardner Defensive Rebound.,49,64
8:43,2335,Myo Baxter-Bell Turnover.,49,64
8:42,2320,Zjori Bosha Steal.,49,64
8:27,2335,Foul on Myo Baxter-Bell.,49,64
8:27,2320,Terrance Hubby made Free Throw.,49,65
8:25,2320,Terrance Hubby missed Free Throw.,49,65
8:25,2335,Liberty Defensive Rebound.,49,65
8:11,2335,A.C. Reid made Three Point Jumper. Assisted by John Dawson.,52,65
7:58,2320,Nick Garth made Three Point Jumper. Assisted by Joey Frenchwood.,52,68
7:44,2335,A.C. Reid missed Three Point Jumper.,52,68
7:44,2320,Christian Albright Defensive Rebound.,52,68
7:34,2320,Nick Garth made Three Point Jumper. Assisted by Joey Frenchwood.,52,71
7:10,2320,Foul on Christian Albright.,52,71
7:10,2320,Official TV Timeout,52,71
7:10,2335,Brock Gardner made Free Throw.,53,71
7:10,2335,Brock Gardner made Free Throw.,54,71
6:56,2320,Joey Frenchwood missed Three Point Jumper.,54,71
6:56,2335,Brock Gardner Defensive Rebound.,54,71
6:42,2335,Lovell Cabbil made Layup.,56,71
6:24,2320,Dorian Chatman missed Three Point Jumper.,56,71
6:24,2335,Brock Gardner Defensive Rebound.,56,71
6:21,2320,Foul on Colton Weisbrod.,56,71
6:21,2335,Brock Gardner made Free Throw.,57,71
6:21,2335,Brock Gardner missed Free Throw.,57,71
6:21,2320,Terrance Hubby Defensive Rebound.,57,71
5:59,2320,Dorian Chatman missed Layup.,57,71
5:59,2335,Lovell Cabbil Defensive Rebound.,57,71
5:51,2335,John Dawson Turnover.,57,71
5:51,2335,Foul on John Dawson.,57,71
5:25,2320,Joey Frenchwood missed Three Point Jumper.,57,71
5:25,2320,Zjori Bosha Offensive Rebound.,57,71
5:11,2320,Joey Frenchwood Turnover.,57,71
5:11,2320,Foul on Joey Frenchwood.,57,71
4:49,2335,Lovell Cabbil Turnover.,57,71
4:49,2320,Zjori Bosha Steal.,57,71
4:38,2320,Terrance Hubby made Layup.,57,73
4:30,2335,John Dawson made Three Point Jumper. Assisted by A.C. Reid.,60,73
4:27,2335,Liberty  Timeout,60,73
4:02,2320,Dorian Chatman made Jumper.,60,75
3:50,2335,Lovell Cabbil missed Three Point Jumper.,60,75
3:50,2320,Terrance Hubby Defensive Rebound.,60,75
3:21,2320,Joey Frenchwood made Jumper.,60,77
3:00,2320,Foul on Zjori Bosha.,60,77
3:00,2335,Ryan Kemrite missed Free Throw.,60,77
3:00,2335,Liberty Deadball Team Rebound.,60,77
3:00,2335,Ryan Kemrite missed Free Throw.,60,77
3:00,2320,Dorian Chatman Defensive Rebound.,60,77
2:31,2320,Terrance Hubby missed Three Point Jumper.,60,77
2:31,2335,Ryan Kemrite Defensive Rebound.,60,77
2:23,2335,A.C. Reid missed Three Point Jumper.,60,77
2:23,2320,Zjori Bosha Defensive Rebound.,60,77
1:54,2335,Foul on John Dawson.,60,77
1:54,2320,Joey Frenchwood made Free Throw.,60,78
1:54,2320,Joey Frenchwood missed Free Throw.,60,78
1:54,2335,Brock Gardner Defensive Rebound.,60,78
1:37,2335,A.C. Reid made Three Point Jumper. Assisted by Brock Gardner.,63,78
1:08,2335,Foul on A.C. Reid.,63,78
1:08,2320,Dorian Chatman made Free Throw.,63,79
1:08,2320,Dorian Chatman made Free Throw.,63,80
0:59,2335,Brock Gardner Turnover.,63,80
0:36,2320,Joey Frenchwood made Layup.,63,82
0:26,2335,Lovell Cabbil made Layup.,65,82
0:25,2335,Liberty  Timeout,65,82
0:00,2320,End of 2nd half,65,82
0:00,2320,End of Game,65,82
