Manhattan,2230,Fordham,2363
0:03,2363,Thomas Capuano made Jumper.,23,31
0:00,2230,End of 1st half,23,31
19:45,2230,Jesse Bunting made Layup. Assisted by Tre Evans.,23,33
19:37,2363,Thomas Capuano Turnover.,23,33
19:35,2230,Tre Evans Steal.,23,33
19:11,2230,Fordham  Turnover.,23,33
18:59,2363,Aaron Walker Jr. missed Jumper.,23,33
18:59,2363,Zane Waterman Offensive Rebound.,23,33
18:57,2363,Zane Waterman made Layup.,25,33
18:31,2230,Ivan Raut made Jumper. Assisted by Joseph Chartouny.,25,35
18:14,2363,Calvin Crawford made Layup. Assisted by Rich Williams.,27,35
17:48,2230,Ivan Raut made Jumper. Assisted by Joseph Chartouny.,27,37
17:27,2363,Foul on Aaron Walker Jr..,27,37
17:27,2363,Aaron Walker Jr. Turnover.,27,37
17:23,2230,Jesse Bunting missed Layup.,27,37
17:23,2363,Calvin Crawford Defensive Rebound.,27,37
17:17,2363,Zavier Turner Turnover.,27,37
17:15,2230,Ivan Raut Steal.,27,37
17:13,2230,Ivan Raut missed Layup.,27,37
17:13,2230,Will Tavares Offensive Rebound.,27,37
17:11,2230,Will Tavares made Layup.,27,39
16:58,2363,Calvin Crawford missed Jumper.,27,39
16:58,2230,Jesse Bunting Defensive Rebound.,27,39
16:43,2230,Joseph Chartouny missed Three Point Jumper.,27,39
16:43,2363,Zane Waterman Defensive Rebound.,27,39
16:31,2363,Zavier Turner made Three Point Jumper. Assisted by Rich Williams.,30,39
16:17,2363,Foul on Zavier Turner.,30,39
15:58,2230,Ivan Raut made Three Point Jumper. Assisted by Joseph Chartouny.,30,42
15:33,2363,Calvin Crawford missed Jumper.,30,42
15:33,2230,Jesse Bunting Defensive Rebound.,30,42
15:24,2230,Ivan Raut missed Three Point Jumper.,30,42
15:24,2363,Calvin Crawford Defensive Rebound.,30,42
15:13,2363,Thomas Capuano made Three Point Jumper. Assisted by Rich Williams.,33,42
15:11,2363,Manhattan  Timeout,33,42
15:11,2230,Official TV Timeout,33,42
15:02,2363,Foul on Pauly Paulicap.,33,42
15:02,2230,Official TV Timeout,33,42
15:02,2230,Joseph Chartouny made Free Throw.,33,43
15:02,2230,Joseph Chartouny missed Free Throw.,33,43
15:02,2363,Calvin Crawford Defensive Rebound.,33,43
14:43,2363,Zane Waterman made Layup. Assisted by Rich Williams.,35,43
14:23,2230,Ivan Raut Turnover.,35,43
14:21,2363,Rich Williams Steal.,35,43
14:19,2363,Rich Williams missed Layup.,35,43
14:19,2230,Perris Hicks Defensive Rebound.,35,43
14:12,2230,Jesse Bunting made Layup. Assisted by Will Tavares.,35,45
13:56,2230,Foul on Jesse Bunting.,35,45
13:56,2363,Zane Waterman missed Free Throw.,35,45
13:56,2363,Manhattan Deadball Team Rebound.,35,45
13:56,2363,Zane Waterman made Free Throw.,36,45
13:40,2230,Ivan Raut made Jumper. Assisted by Perris Hicks.,36,47
13:14,2363,Zane Waterman missed Three Point Jumper.,36,47
13:14,2230,Fordham Defensive Rebound.,36,47
12:46,2230,Will Tavares made Layup.,36,49
12:28,2363,Zane Waterman made Jumper.,38,49
12:28,2230,Foul on Cavit Havsa.,38,49
12:28,2363,Zane Waterman made Free Throw.,39,49
12:09,2230,Foul on Will Tavares.,39,49
12:09,2230,Will Tavares Turnover.,39,49
11:53,2230,Official TV Timeout,39,49
11:43,2363,Rich Williams missed Jumper.,39,49
11:43,2230,David Pekarek Defensive Rebound.,39,49
11:24,2230,Will Tavares made Jumper. Assisted by Tre Evans.,39,51
11:09,2363,Calvin Crawford missed Jumper.,39,51
11:09,2230,Tre Evans Defensive Rebound.,39,51
10:46,2230,Perris Hicks made Three Point Jumper. Assisted by Ivan Raut.,39,54
10:30,2363,Aaron Walker Jr. missed Three Point Jumper.,39,54
10:30,2230,Will Tavares Defensive Rebound.,39,54
10:26,2363,Foul on Aaron Walker Jr..,39,54
10:10,2230,Tre Evans missed Jumper.,39,54
10:10,2230,David Pekarek Offensive Rebound.,39,54
9:56,2230,Ivan Raut made Dunk.,39,56
9:45,2363,Nehemiah Mack missed Three Point Jumper.,39,56
9:45,2230,Perris Hicks Defensive Rebound.,39,56
9:20,2230,Ivan Raut missed Three Point Jumper.,39,56
9:20,2230,Will Tavares Offensive Rebound.,39,56
9:15,2230,Will Tavares made Jumper.,39,58
8:57,2363,Thomas Capuano made Jumper. Assisted by Rich Williams.,41,58
8:23,2230,Tre Evans missed Layup.,41,58
8:23,2363,Pauly Paulicap Defensive Rebound.,41,58
8:12,2363,Pauly Paulicap Turnover.,41,58
7:53,2230,Will Tavares missed Jumper.,41,58
7:53,2363,Calvin Crawford Defensive Rebound.,41,58
7:29,2363,Nehemiah Mack made Layup.,43,58
7:17,2230,Tre Evans missed Layup.,43,58
7:17,2363,Pauly Paulicap Block.,43,58
7:14,2363,Thomas Capuano Defensive Rebound.,43,58
7:12,2363,Thomas Capuano made Layup.,45,58
6:57,2230,Tre Evans Turnover.,45,58
6:55,2363,Nehemiah Mack Steal.,45,58
6:53,2363,Thomas Capuano made Layup. Assisted by Nehemiah Mack.,47,58
6:23,2230,Fordham  Timeout,47,58
6:23,2230,Official TV Timeout,47,58
6:19,2230,Will Tavares missed Jumper.,47,58
6:19,2363,Calvin Crawford Defensive Rebound.,47,58
6:03,2363,Pauly Paulicap made Dunk. Assisted by Nehemiah Mack.,49,58
6:03,2230,Foul on Ivan Raut.,49,58
6:03,2363,Pauly Paulicap made Free Throw.,50,58
5:33,2230,Perris Hicks made Jumper.,50,60
5:06,2363,Calvin Crawford missed Jumper.,50,60
5:06,2363,Calvin Crawford Offensive Rebound.,50,60
5:04,2363,Calvin Crawford made Layup.,52,60
4:35,2230,Joseph Chartouny made Layup. Assisted by Cavit Havsa.,52,62
4:07,2230,Foul on Will Tavares.,52,62
4:07,2363,Pauly Paulicap missed Free Throw.,52,62
4:07,2363,Manhattan Deadball Team Rebound.,52,62
4:07,2363,Pauly Paulicap missed Free Throw.,52,62
4:07,2230,Joseph Chartouny Defensive Rebound.,52,62
4:00,2230,Perris Hicks made Layup. Assisted by Joseph Chartouny.,52,64
3:52,2230,Foul on Perris Hicks.,52,64
3:52,2230,Official TV Timeout,52,64
3:38,2363,Rich Williams Turnover.,52,64
3:24,2230,David Pekarek missed Jumper.,52,64
3:24,2363,Zavier Turner Defensive Rebound.,52,64
3:17,2363,Thomas Capuano Turnover.,52,64
2:53,2230,Will Tavares Turnover.,52,64
2:52,2363,Thomas Capuano Steal.,52,64
2:45,2363,Rich Williams Turnover.,52,64
2:44,2230,Will Tavares Steal.,52,64
2:40,2230,Perris Hicks made Layup. Assisted by Will Tavares.,52,66
2:29,2230,Foul on David Pekarek.,52,66
2:29,2363,Thomas Capuano missed Free Throw.,52,66
2:29,2230,Fordham Defensive Rebound.,52,66
2:09,2230,Ivan Raut made Three Point Jumper. Assisted by Joseph Chartouny.,52,69
1:54,2363,Nehemiah Mack Turnover.,52,69
1:53,2230,David Pekarek Steal.,52,69
1:53,2363,Foul on Rich Williams.,52,69
1:53,2230,Will Tavares missed Free Throw.,52,69
1:53,2230,Fordham Deadball Team Rebound.,52,69
1:53,2230,Will Tavares made Free Throw.,52,70
1:34,2230,Foul on Joseph Chartouny.,52,70
1:34,2363,Zane Waterman missed Free Throw.,52,70
1:34,2363,Manhattan Deadball Team Rebound.,52,70
1:34,2363,Zane Waterman made Free Throw.,53,70
1:28,2230,Will Tavares missed Layup.,53,70
1:28,2363,Pauly Paulicap Block.,53,70
1:23,2230,Will Tavares Offensive Rebound.,53,70
1:14,2363,Pauly Paulicap Block.,53,70
1:14,2230,David Pekarek missed Jumper.,53,70
1:14,2363,Nehemiah Mack Defensive Rebound.,53,70
1:06,2363,Patrick Strzala missed Three Point Jumper.,53,70
1:06,2230,Joseph Chartouny Defensive Rebound.,53,70
0:57,2363,Foul on Thomas Capuano.,53,70
0:48,2230,Ivan Raut Turnover.,53,70
0:46,2363,Pauly Paulicap made Layup. Assisted by Nehemiah Mack.,55,70
0:22,2230,Will Tavares missed Jumper.,55,70
0:22,2363,Pauly Paulicap Block.,55,70
0:21,2230,Fordham Offensive Rebound.,55,70
0:12,2230,Fordham  Turnover.,55,70
0:08,2363,Pauly Paulicap made Layup. Assisted by Patrick Strzala.,57,70
0:08,2230,Foul on David Pekarek.,57,70
0:08,2363,Pauly Paulicap missed Free Throw.,57,70
0:08,2363,Manhattan Offensive Rebound.,57,70
0:00,2363,Patrick Strzala missed Three Point Jumper.,57,70
0:00,2363,Pauly Paulicap Offensive Rebound.,57,70
0:00,2363,Pauly Paulicap missed Layup.,57,70
0:00,2363,Pauly Paulicap Offensive Rebound.,57,70
0:00,2230,End of Game,57,70
