Jacksonville,2241,Gardner-Webb,294
0:28,2241,Gardner-Webb  Timeout,102,97
0:19,2241,Foul on Jaheam Cornwall.,102,97
0:19,294,Devin Harris made Free Throw.,103,97
0:19,294,Devin Harris missed Free Throw.,103,97
0:19,2241,Patrick Zeck Defensive Rebound.,103,97
0:12,294,Foul on Jalyn Hinton.,103,97
0:12,2241,David Efianayi made Free Throw.,103,98
0:12,2241,David Efianayi made Free Throw.,103,99
0:11,2241,Foul on Liam O'Reilly.,103,99
0:11,294,Devin Harris missed Free Throw.,103,99
0:11,294,Jacksonville Deadball Team Rebound.,103,99
0:11,294,Devin Harris made Free Throw.,104,99
0:09,294,Tanner Rubio made Layup. Assisted by Jace Hogan.,106,99
0:04,2241,Jaheam Cornwall missed Three Point Jumper.,106,99
0:04,294,JD Notae Defensive Rebound.,106,99
0:00,2241,End of Game,106,99
