Youngstown State,233,South Dakota,2754
13:24,233,Foul on Tyler Peterson.,9,15
13:04,2754,Devin Haygood Turnover.,9,15
13:03,233,Nick Fuller Steal.,9,15
12:55,233,Tyler Hagedorn missed Layup.,9,15
12:55,2754,Braun Hartfield Defensive Rebound.,9,15
12:31,233,Foul on Carlton Hurst.,9,15
12:31,2754,Braun Hartfield made Free Throw.,10,15
12:31,2754,Braun Hartfield missed Free Throw.,10,15
12:31,233,Tyler Peterson Defensive Rebound.,10,15
12:15,233,Tyler Peterson Turnover.,10,15
12:01,2754,Braun Hartfield missed Three Point Jumper.,10,15
12:01,233,Tyler Peterson Defensive Rebound.,10,15
11:51,2754,Foul on Jaylen Benton.,10,15
11:51,233,Official TV Timeout,10,15
11:44,233,Brandon Armstrong missed Three Point Jumper.,10,15
11:44,233,Nick Fuller Offensive Rebound.,10,15
11:30,233,Nick Fuller missed Layup.,10,15
11:30,2754,Devin Haygood Block.,10,15
11:29,2754,Braun Hartfield Defensive Rebound.,10,15
11:25,2754,Devin Haygood Turnover.,10,15
11:25,2754,Foul on Devin Haygood.,10,15
11:17,233,Matt Mooney missed Three Point Jumper.,10,15
11:17,233,South Dakota Deadball Team Rebound.,10,15
11:15,2754,Foul on Michael Akuchie.,10,15
11:12,233,Matt Mooney Turnover.,10,15
11:10,2754,Michael Akuchie Steal.,10,15
10:50,2754,Cameron Morse missed Jumper.,10,15
10:50,233,Brandon Armstrong Defensive Rebound.,10,15
10:34,233,Tyler Peterson Turnover.,10,15
10:23,2754,Cameron Morse Turnover.,10,15
10:22,233,Matt Mooney Steal.,10,15
10:19,233,Brandon Armstrong made Layup.,10,17
10:11,2754,Garrett Covington missed Jumper.,10,17
10:11,2754,Michael Akuchie Offensive Rebound.,10,17
10:06,2754,Garrett Covington missed Layup.,10,17
10:06,233,Dan Jech Defensive Rebound.,10,17
9:58,2754,Foul on Noe Anabir.,10,17
9:58,233,Triston Simpson missed Free Throw.,10,17
9:58,233,South Dakota Deadball Team Rebound.,10,17
9:58,233,Triston Simpson missed Free Throw.,10,17
9:58,2754,Francisco Santiago Defensive Rebound.,10,17
9:39,2754,Francisco Santiago missed Three Point Jumper.,10,17
9:39,2754,Noe Anabir Offensive Rebound.,10,17
9:35,233,Foul on Trey Burch-Manning.,10,17
9:35,2754,Noe Anabir missed Free Throw.,10,17
9:35,2754,Youngstown State Deadball Team Rebound.,10,17
9:35,2754,Noe Anabir missed Free Throw.,10,17
9:35,233,Tyler Hagedorn Defensive Rebound.,10,17
9:11,233,Brandon Armstrong Turnover.,10,17
9:10,2754,Cameron Morse Steal.,10,17
9:00,233,Foul on Nick Fuller.,10,17
9:00,2754,Michael Akuchie made Free Throw.,11,17
9:00,2754,Michael Akuchie made Free Throw.,12,17
8:42,233,Matt Mooney made Three Point Jumper.,12,20
8:16,2754,Michael Akuchie missed Three Point Jumper.,12,20
8:16,233,Matt Mooney Defensive Rebound.,12,20
8:08,233,Nick Fuller missed Three Point Jumper.,12,20
8:08,233,Tyler Hagedorn Offensive Rebound.,12,20
8:05,2754,Foul on Michael Akuchie.,12,20
8:05,233,Tyler Hagedorn missed Free Throw.,12,20
8:05,2754,Braun Hartfield Defensive Rebound.,12,20
7:52,2754,Cameron Morse missed Jumper.,12,20
7:52,2754,Noe Anabir Offensive Rebound.,12,20
7:45,2754,Francisco Santiago Turnover.,12,20
7:45,233,Official TV Timeout,12,20
7:37,233,Matt Mooney made Three Point Jumper.,12,23
7:15,2754,Jeremiah Ferguson missed Three Point Jumper.,12,23
7:15,233,Matt Mooney Defensive Rebound.,12,23
7:04,233,Matt Mooney missed Three Point Jumper.,12,23
7:04,2754,Youngstown State Defensive Rebound.,12,23
6:48,2754,Noe Anabir made Layup. Assisted by Braun Hartfield.,14,23
6:20,233,Tyler Peterson made Three Point Jumper. Assisted by Tyler Hagedorn.,14,26
5:54,2754,Noe Anabir Turnover.,14,26
5:54,2754,Foul on Noe Anabir.,14,26
5:38,2754,Foul on Alex Wilbourn.,14,26
5:38,233,Carlton Hurst made Free Throw.,14,27
5:38,233,Carlton Hurst made Free Throw.,14,28
5:24,2754,Cameron Morse made Three Point Jumper. Assisted by Naz Bohannon.,17,28
5:06,233,Matt Mooney Turnover.,17,28
4:51,2754,Cameron Morse made Jumper.,19,28
4:26,233,Triston Simpson made Three Point Jumper. Assisted by Carlton Hurst.,19,31
4:04,2754,Jeremiah Ferguson missed Layup.,19,31
4:04,233,Triston Simpson Defensive Rebound.,19,31
3:59,2754,Foul on Braun Hartfield.,19,31
3:59,233,Official TV Timeout,19,31
3:59,233,Triston Simpson made Free Throw.,19,32
3:59,233,Triston Simpson made Free Throw.,19,33
3:48,2754,Alex Wilbourn missed Layup.,19,33
3:48,233,Nick Fuller Defensive Rebound.,19,33
3:42,233,Tyler Peterson Turnover.,19,33
3:41,2754,Braun Hartfield Steal.,19,33
3:29,233,Foul on Brandon Armstrong.,19,33
3:25,2754,Cameron Morse made Three Point Jumper. Assisted by Jeremiah Ferguson.,22,33
3:09,233,Brandon Armstrong made Three Point Jumper. Assisted by Tyler Peterson.,22,36
2:49,233,Foul on Brandon Armstrong.,22,36
2:49,2754,Alex Wilbourn missed Free Throw.,22,36
2:49,233,Tyler Hagedorn Defensive Rebound.,22,36
2:35,233,Tyler Hagedorn missed Three Point Jumper.,22,36
2:35,2754,Alex Wilbourn Defensive Rebound.,22,36
2:20,2754,Braun Hartfield made Layup. Assisted by Naz Bohannon.,24,36
2:02,233,Brandon Armstrong made Three Point Jumper. Assisted by Matt Mooney.,24,39
1:39,2754,Jeremiah Ferguson missed Layup.,24,39
1:39,2754,Alex Wilbourn Offensive Rebound.,24,39
1:37,2754,Alex Wilbourn missed Two Point Tip Shot.,24,39
1:37,233,Brandon Armstrong Defensive Rebound.,24,39
1:26,233,Matt Mooney made Jumper.,24,41
1:10,2754,Jeremiah Ferguson missed Layup.,24,41
1:10,233,Carlton Hurst Defensive Rebound.,24,41
1:05,233,Triston Simpson made Layup. Assisted by Carlton Hurst.,24,43
1:01,2754,Youngstown State  Timeout,24,43
0:46,2754,Cameron Morse missed Three Point Jumper.,24,43
0:46,2754,Youngstown State Deadball Team Rebound.,24,43
0:46,233,Foul on Tyler Hagedorn.,24,43
0:46,2754,Alex Wilbourn missed Free Throw.,24,43
0:46,2754,Braun Hartfield Offensive Rebound.,24,43
0:40,2754,Naz Bohannon missed Layup.,24,43
0:40,2754,Jaylen Benton Offensive Rebound.,24,43
0:22,2754,Jaylen Benton Turnover.,24,43
0:21,233,Brandon Armstrong Steal.,24,43
0:18,233,Brandon Armstrong made Layup.,24,45
0:00,2754,Cameron Morse missed Jumper.,24,45
0:00,2754,Youngstown State Deadball Team Rebound.,24,45
0:00,233,End of 1st half,24,45
19:49,2754,Tyree Robinson Turnover.,24,45
19:49,2754,Foul on Tyree Robinson.,24,45
19:31,233,Trey Burch-Manning missed Jumper.,24,45
19:31,233,South Dakota Offensive Rebound.,24,45
19:29,233,South Dakota  Timeout,24,45
19:26,2754,Foul on Tyree Robinson.,24,45
19:09,233,Matt Mooney made Three Point Jumper.,24,48
18:51,2754,Tyree Robinson missed Layup.,24,48
18:51,2754,Naz Bohannon Offensive Rebound.,24,48
18:49,233,Foul on Carlton Hurst.,24,48
18:40,233,Foul on Trey Burch-Manning.,24,48
18:40,2754,Michael Akuchie missed Free Throw.,24,48
18:40,2754,Youngstown State Deadball Team Rebound.,24,48
18:40,2754,Michael Akuchie made Free Throw.,25,48
18:26,233,Trey Burch-Manning Turnover.,25,48
18:14,2754,Tyree Robinson made Layup. Assisted by Cameron Morse.,27,48
17:53,233,Tyler Hagedorn made Layup. Assisted by Matt Mooney.,27,50
17:32,2754,Tyree Robinson made Layup. Assisted by Cameron Morse.,29,50
17:17,233,Trey Burch-Manning missed Layup.,29,50
17:17,2754,Michael Akuchie Defensive Rebound.,29,50
17:09,2754,Garrett Covington missed Layup.,29,50
17:09,233,Carlton Hurst Defensive Rebound.,29,50
16:51,233,Tyler Hagedorn missed Three Point Jumper.,29,50
16:51,2754,Michael Akuchie Defensive Rebound.,29,50
16:40,2754,Michael Akuchie missed Three Point Jumper.,29,50
16:40,233,Tyler Hagedorn Defensive Rebound.,29,50
16:27,233,Matt Mooney missed Jumper.,29,50
16:27,2754,Naz Bohannon Defensive Rebound.,29,50
16:18,2754,Tyree Robinson made Layup. Assisted by Cameron Morse.,31,50
15:50,233,Trey Burch-Manning made Dunk. Assisted by Matt Mooney.,31,52
15:37,2754,Michael Akuchie missed Three Point Jumper.,31,52
15:37,233,Triston Simpson Defensive Rebound.,31,52
15:30,233,Triston Simpson Turnover.,31,52
15:30,233,Foul on Triston Simpson.,31,52
15:30,233,Official TV Timeout,31,52
15:14,2754,Michael Akuchie missed Jumper.,31,52
15:14,233,South Dakota Defensive Rebound.,31,52
14:59,233,Carlton Hurst made Dunk. Assisted by Matt Mooney.,31,54
14:43,2754,Noe Anabir Turnover.,31,54
14:42,233,Triston Simpson Steal.,31,54
14:42,2754,Foul on Cameron Morse.,31,54
14:28,233,Tyler Hagedorn missed Jumper.,31,54
14:28,233,Nick Fuller Offensive Rebound.,31,54
14:20,233,Matt Mooney Turnover.,31,54
14:03,2754,Garrett Covington made Layup. Assisted by Braun Hartfield.,33,54
13:40,233,Triston Simpson made Layup.,33,56
13:18,233,Foul on Nick Fuller.,33,56
13:14,2754,Braun Hartfield made Layup.,35,56
13:02,233,Dan Jech made Layup. Assisted by Tyler Peterson.,35,58
12:30,2754,Jeremiah Ferguson missed Jumper.,35,58
12:30,2754,Youngstown State Offensive Rebound.,35,58
12:19,2754,Michael Akuchie missed Three Point Jumper.,35,58
12:19,233,Matt Mooney Defensive Rebound.,35,58
12:13,233,Tyler Peterson made Layup. Assisted by Matt Mooney.,35,60
11:59,2754,Braun Hartfield Turnover.,35,60
11:54,233,Matt Mooney missed Three Point Jumper.,35,60
11:54,2754,Youngstown State Defensive Rebound.,35,60
11:51,233,Official TV Timeout,35,60
11:38,233,Foul on Dan Jech.,35,60
11:22,2754,Jeremiah Ferguson made Layup.,37,60
11:22,233,Foul on Dan Jech.,37,60
11:22,2754,Jeremiah Ferguson made Free Throw.,38,60
11:02,233,Nick Fuller Turnover.,38,60
11:02,233,Foul on Nick Fuller.,38,60
10:49,2754,Ryan Strollo missed Three Point Jumper.,38,60
10:49,233,Dan Jech Defensive Rebound.,38,60
10:35,233,Brandon Armstrong missed Three Point Jumper.,38,60
10:35,2754,Naz Bohannon Defensive Rebound.,38,60
10:25,2754,Cameron Morse made Layup.,40,60
10:00,233,Triston Simpson missed Layup.,40,60
10:00,233,Tyler Peterson Offensive Rebound.,40,60
9:57,233,Tyler Peterson made Layup.,40,62
9:37,2754,Naz Bohannon Turnover.,40,62
9:13,233,Brandon Armstrong made Layup.,40,64
9:03,233,Foul on Triston Simpson.,40,64
9:03,2754,Noe Anabir made Free Throw.,41,64
9:03,2754,Noe Anabir made Free Throw.,42,64
8:40,233,Trey Burch-Manning missed Jumper.,42,64
8:40,233,Tyler Hagedorn Offensive Rebound.,42,64
8:25,233,Trey Burch-Manning missed Layup.,42,64
8:25,2754,Braun Hartfield Block.,42,64
8:24,233,Trey Burch-Manning Offensive Rebound.,42,64
8:17,233,Brandon Armstrong made Jumper.,42,66
7:59,2754,Garrett Covington Turnover.,42,66
7:58,233,Tyler Hagedorn Steal.,42,66
7:55,233,Tyler Peterson Turnover.,42,66
7:55,233,Foul on Tyler Peterson.,42,66
7:55,233,Official TV Timeout,42,66
7:42,2754,Michael Akuchie missed Three Point Jumper.,42,66
7:42,233,Triston Simpson Defensive Rebound.,42,66
7:13,233,Trey Burch-Manning Turnover.,42,66
7:13,233,Foul on Trey Burch-Manning.,42,66
6:44,2754,Michael Akuchie made Layup. Assisted by Cameron Morse.,44,66
6:44,233,Foul on Dan Jech.,44,66
6:44,2754,Michael Akuchie made Free Throw.,45,66
6:33,233,Nick Fuller made Layup. Assisted by Brandon Armstrong.,45,68
6:33,2754,Foul on Naz Bohannon.,45,68
6:33,233,Nick Fuller missed Free Throw.,45,68
6:33,2754,Braun Hartfield Defensive Rebound.,45,68
6:26,2754,Michael Akuchie missed Three Point Jumper.,45,68
6:26,233,Tyler Peterson Defensive Rebound.,45,68
6:15,233,Tyler Peterson made Three Point Jumper. Assisted by Triston Simpson.,45,71
6:05,2754,Michael Akuchie Turnover.,45,71
5:45,2754,Foul on Tyree Robinson.,45,71
5:45,233,Brandon Armstrong made Free Throw.,45,72
5:45,233,Brandon Armstrong made Free Throw.,45,73
5:35,2754,Jacob Brown Turnover.,45,73
5:35,2754,Foul on Jacob Brown.,45,73
5:19,2754,Foul on Tyree Robinson.,45,73
5:19,233,Austin Sparks missed Free Throw.,45,73
5:19,2754,Jacob Brown Defensive Rebound.,45,73
4:48,2754,Naz Bohannon made Layup. Assisted by Braun Hartfield.,47,73
4:35,233,Brandon Armstrong missed Jumper.,47,73
4:35,2754,Jeremiah Ferguson Defensive Rebound.,47,73
4:28,2754,Naz Bohannon Turnover.,47,73
4:13,233,Tyler Peterson Turnover.,47,73
3:56,2754,Jeremiah Ferguson missed Three Point Jumper.,47,73
3:56,233,Joshua Doss Defensive Rebound.,47,73
3:41,233,Joshua Doss made Layup.,47,75
3:41,2754,Foul on Naz Bohannon.,47,75
3:41,233,Official TV Timeout,47,75
3:41,233,Joshua Doss made Free Throw.,47,76
3:16,2754,Noe Anabir Turnover.,47,76
3:02,233,Joshua Doss missed Three Point Jumper.,47,76
3:02,233,Joshua Doss Offensive Rebound.,47,76
2:57,233,Joshua Doss Turnover.,47,76
2:39,233,Foul on Joshua Doss.,47,76
2:39,2754,Jacob Brown made Free Throw.,48,76
2:39,2754,Jacob Brown made Free Throw.,49,76
2:14,233,Jack Stensgard missed Jumper.,49,76
2:14,233,Jack Stensgard Offensive Rebound.,49,76
2:08,233,Austin Sparks missed Jumper.,49,76
2:08,2754,Jacob Brown Defensive Rebound.,49,76
2:01,2754,Braun Hartfield missed Three Point Jumper.,49,76
2:01,233,Joshua Doss Defensive Rebound.,49,76
1:48,233,South Dakota  Timeout,49,76
1:35,233,Stanley Umude missed Layup.,49,76
1:35,2754,Naz Bohannon Defensive Rebound.,49,76
1:20,2754,Jacob Brown Turnover.,49,76
1:20,233,Logan Power Steal.,49,76
1:14,233,Joshua Doss made Layup.,49,78
0:54,2754,Jeremiah Ferguson made Layup.,51,78
0:47,233,Jack Stensgard missed Layup.,51,78
0:47,2754,Jacob Brown Defensive Rebound.,51,78
0:37,2754,Jeremiah Ferguson made Layup.,53,78
0:22,233,Logan Power made Three Point Jumper.,53,81
0:08,2754,Jacob Brown missed Three Point Jumper.,53,81
0:08,233,Logan Power Defensive Rebound.,53,81
0:02,233,Logan Power Turnover.,53,81
0:01,2754,Noe Anabir Steal.,53,81
0:00,233,End of Game,53,81
