New Orleans,6,South Alabama,2443
6:51,6,Rodrick Sikes made Three Point Jumper. Assisted by Jordan Andrews.,15,18
6:33,2443,Tyren Harrison Turnover.,15,18
6:33,2443,Foul on Tyren Harrison.,15,18
6:17,6,Josh Ajayi made Dunk. Assisted by Nick Davis.,15,20
6:10,2443,New Orleans  Timeout,15,20
5:55,2443,Matthew Jiles Turnover.,15,20
5:53,6,Nick Davis Steal.,15,20
5:40,6,Josh Ajayi made Layup. Assisted by Nick Davis.,15,22
5:20,2443,Matthew Jiles missed Jumper.,15,22
5:20,6,Herb McGee Defensive Rebound.,15,22
4:57,2443,Foul on Ezekiel Charles.,15,22
4:57,6,Josh Ajayi made Free Throw.,15,23
4:57,6,Josh Ajayi made Free Throw.,15,24
4:40,2443,Travin Thibodeaux made Layup.,17,24
4:40,6,Foul on Nick Davis.,17,24
4:40,2443,Travin Thibodeaux missed Free Throw.,17,24
4:40,6,Josh Ajayi Defensive Rebound.,17,24
4:31,6,Rodrick Sikes Turnover.,17,24
4:18,2443,Makur Puou missed Jumper.,17,24
4:18,6,Nick Davis Defensive Rebound.,17,24
4:03,6,Herb McGee missed Three Point Jumper.,17,24
4:03,2443,Makur Puou Defensive Rebound.,17,24
3:31,2443,Travin Thibodeaux missed Jumper.,17,24
3:31,2443,Michael Zeno Offensive Rebound.,17,24
3:26,2443,Bryson Robinson made Layup. Assisted by Michael Zeno.,19,24
3:02,6,Rodrick Sikes missed Three Point Jumper.,19,24
3:02,6,Herb McGee Offensive Rebound.,19,24
2:58,6,Herb McGee made Three Point Jumper.,19,27
2:47,2443,Troy Green Turnover.,19,27
2:45,6,Nick Davis Steal.,19,27
2:37,2443,Foul on Travin Thibodeaux.,19,27
2:37,6,Official TV Timeout,19,27
2:37,6,Rodrick Sikes made Free Throw.,19,28
2:37,6,Rodrick Sikes made Free Throw.,19,29
2:08,2443,Makur Puou made Jumper. Assisted by Michael Zeno.,21,29
1:40,6,Herb McGee made Jumper.,21,31
1:18,2443,Bryson Robinson missed Jumper.,21,31
1:18,6,Herb McGee Defensive Rebound.,21,31
1:01,6,Josh Ajayi missed Jumper.,21,31
1:01,2443,Makur Puou Defensive Rebound.,21,31
0:44,2443,Troy Green missed Layup.,21,31
0:44,2443,Michael Zeno Offensive Rebound.,21,31
0:40,2443,Bryson Robinson missed Three Point Jumper.,21,31
0:40,6,Rodrick Sikes Defensive Rebound.,21,31
0:38,2443,Foul on Makur Puou.,21,31
0:38,6,Rodrick Sikes made Free Throw.,21,32
0:38,6,Rodrick Sikes made Free Throw.,21,33
0:18,2443,Michael Zeno missed Jumper.,21,33
0:18,6,Nick Davis Defensive Rebound.,21,33
0:16,2443,Foul on Dionta Champion.,21,33
0:16,6,Nick Davis made Free Throw.,21,34
0:16,6,Nick Davis missed Free Throw.,21,34
0:16,2443,Troy Green Defensive Rebound.,21,34
0:04,2443,Troy Green made Jumper.,23,34
0:00,6,End of 1st half,23,34
19:52,2443,Bryson Robinson missed Three Point Jumper.,23,34
19:51,6,South Alabama Defensive Rebound.,23,34
19:50,2443,Foul on Travin Thibodeaux.,23,34
19:43,6,Herb McGee Turnover.,23,34
19:33,2443,Makur Puou made Jumper.,25,34
19:07,6,Rodrick Sikes missed Jumper.,25,34
19:07,2443,Michael Zeno Block.,25,34
19:05,2443,Makur Puou Defensive Rebound.,25,34
18:44,6,Foul on Josh Ajayi.,25,34
18:44,6,South Alabama  Timeout,25,34
18:44,2443,Michael Zeno made Free Throw.,26,34
18:44,2443,Michael Zeno made Free Throw.,27,34
18:32,2443,Foul on Lamont Berzat.,27,34
18:32,6,Herb McGee missed Free Throw.,27,34
18:32,6,South Alabama Deadball Team Rebound.,27,34
18:32,6,Herb McGee made Free Throw.,27,35
18:28,2443,Lamont Berzat made Jumper. Assisted by Bryson Robinson.,29,35
18:08,6,Herb McGee Turnover.,29,35
18:07,2443,Makur Puou Steal.,29,35
18:06,2443,Troy Green made Layup.,31,35
17:49,6,South Alabama  Timeout,31,35
17:40,6,Nick Davis missed Layup.,31,35
17:40,2443,Lamont Berzat Defensive Rebound.,31,35
17:34,2443,Bryson Robinson made Three Point Jumper. Assisted by Lamont Berzat.,34,35
17:13,6,Rodrick Sikes missed Three Point Jumper.,34,35
17:13,2443,New Orleans Defensive Rebound.,34,35
16:56,2443,Makur Puou missed Layup.,34,35
16:56,6,Trhae Mitchell Defensive Rebound.,34,35
16:42,6,Dederick Lee Turnover.,34,35
16:38,2443,Bryson Robinson Turnover.,34,35
16:36,6,Nick Davis Steal.,34,35
16:21,2443,Foul on Michael Zeno.,34,35
16:14,6,Rodrick Sikes Turnover.,34,35
15:47,2443,Makur Puou missed Jumper.,34,35
15:47,2443,Makur Puou Offensive Rebound.,34,35
15:33,2443,Bryson Robinson missed Three Point Jumper.,34,35
15:33,6,Josh Ajayi Defensive Rebound.,34,35
15:16,6,Josh Ajayi Turnover.,34,35
15:16,6,Official TV Timeout,34,35
15:05,2443,Troy Green made Jumper. Assisted by Lamont Berzat.,36,35
14:45,6,Jordan Andrews missed Three Point Jumper.,36,35
14:45,2443,Troy Green Defensive Rebound.,36,35
14:30,2443,Lamont Berzat missed Three Point Jumper.,36,35
14:30,2443,Troy Green Offensive Rebound.,36,35
14:09,2443,Travin Thibodeaux made Layup. Assisted by Lamont Berzat.,38,35
13:53,6,Jordan Andrews missed Jumper.,38,35
13:53,2443,New Orleans Defensive Rebound.,38,35
13:33,2443,Michael Zeno Turnover.,38,35
13:32,6,Trhae Mitchell Steal.,38,35
13:26,6,Nick Davis made Dunk. Assisted by Jordan Andrews.,38,37
13:04,2443,Michael Zeno made Layup. Assisted by Troy Green.,40,37
13:04,6,Foul on Trhae Mitchell.,40,37
13:04,2443,Michael Zeno made Free Throw.,41,37
12:52,6,Trhae Mitchell Turnover.,41,37
12:51,2443,Dionta Champion Steal.,41,37
12:47,2443,Damion Rosser Turnover.,41,37
12:36,2443,Foul on Michael Zeno.,41,37
12:32,6,Jordan Andrews missed Three Point Jumper.,41,37
12:32,2443,Travin Thibodeaux Defensive Rebound.,41,37
12:06,2443,Travin Thibodeaux missed Jumper.,41,37
12:06,6,Joe Thompson Defensive Rebound.,41,37
11:59,6,Dederick Lee Turnover.,41,37
11:59,6,Official TV Timeout,41,37
11:30,2443,Damion Rosser missed Dunk.,41,37
11:30,2443,Damion Rosser Offensive Rebound.,41,37
11:28,2443,New Orleans  Turnover.,41,37
11:13,6,Trhae Mitchell Turnover.,41,37
10:59,2443,Travin Thibodeaux made Layup. Assisted by Bryson Robinson.,43,37
10:37,6,Dederick Lee missed Three Point Jumper.,43,37
10:37,2443,Makur Puou Defensive Rebound.,43,37
10:16,2443,Travin Thibodeaux made Jumper. Assisted by Lamont Berzat.,45,37
9:52,6,Dederick Lee made Three Point Jumper. Assisted by Josh Ajayi.,45,40
9:35,2443,Damion Rosser Turnover.,45,40
9:34,6,Dederick Lee Steal.,45,40
9:32,6,Dederick Lee made Layup.,45,42
9:32,2443,Foul on Damion Rosser.,45,42
9:32,6,Dederick Lee missed Free Throw.,45,42
9:32,2443,Makur Puou Defensive Rebound.,45,42
9:22,2443,Damion Rosser Turnover.,45,42
9:21,6,Dederick Lee Steal.,45,42
9:19,2443,Foul on Damion Rosser.,45,42
9:19,6,Dederick Lee made Free Throw.,45,43
9:19,6,Dederick Lee made Free Throw.,45,44
8:53,2443,Bryson Robinson missed Three Point Jumper.,45,44
8:53,6,Trhae Mitchell Defensive Rebound.,45,44
8:43,6,Joe Thompson made Dunk. Assisted by Dederick Lee.,45,46
8:12,2443,Bryson Robinson Turnover.,45,46
7:50,2443,Foul on Travin Thibodeaux.,45,46
7:50,6,Official TV Timeout,45,46
7:50,6,Joe Thompson missed Free Throw.,45,46
7:50,6,South Alabama Deadball Team Rebound.,45,46
7:50,6,Joe Thompson missed Free Throw.,45,46
7:50,2443,Michael Zeno Defensive Rebound.,45,46
7:22,2443,Michael Zeno missed Jumper.,45,46
7:22,6,Dederick Lee Defensive Rebound.,45,46
7:20,2443,Foul on Dionta Champion.,45,46
7:20,6,Dederick Lee missed Free Throw.,45,46
7:20,2443,Makur Puou Defensive Rebound.,45,46
6:55,2443,Makur Puou missed Jumper.,45,46
6:55,2443,Michael Zeno Offensive Rebound.,45,46
6:53,6,Foul on Nick Davis.,45,46
6:39,2443,Lamont Berzat missed Three Point Jumper.,45,46
6:39,6,Nick Davis Defensive Rebound.,45,46
6:15,6,Dederick Lee Turnover.,45,46
6:15,2443,Troy Green Steal.,45,46
6:15,6,Foul on Dederick Lee.,45,46
6:05,6,Foul on Trhae Mitchell.,45,46
5:43,2443,New Orleans  Turnover.,45,46
5:26,6,Dederick Lee missed Three Point Jumper.,45,46
5:26,6,Nick Davis Offensive Rebound.,45,46
5:21,2443,Foul on Lamont Berzat.,45,46
5:21,6,Dederick Lee missed Free Throw.,45,46
5:21,2443,Michael Zeno Defensive Rebound.,45,46
5:13,6,Foul on Herb McGee.,45,46
4:47,2443,Bryson Robinson Turnover.,45,46
4:27,6,Josh Ajayi missed Jumper.,45,46
4:27,2443,Lamont Berzat Defensive Rebound.,45,46
4:11,2443,Troy Green made Three Point Jumper. Assisted by Lamont Berzat.,48,46
3:49,6,Herb McGee Turnover.,48,46
3:48,2443,Michael Zeno Steal.,48,46
3:37,2443,Lamont Berzat made Jumper.,50,46
3:12,6,Rodrick Sikes Turnover.,50,46
3:12,2443,Bryson Robinson Steal.,50,46
3:12,6,Official TV Timeout,50,46
2:49,2443,Lamont Berzat missed Three Point Jumper.,50,46
2:49,6,Trhae Mitchell Defensive Rebound.,50,46
2:29,6,Josh Ajayi made Layup. Assisted by Nick Davis.,50,48
2:16,2443,Travin Thibodeaux Turnover.,50,48
2:11,6,Nick Davis Steal.,50,48
2:02,6,Rodrick Sikes made Three Point Jumper. Assisted by Nick Davis.,50,51
1:44,2443,New Orleans  Timeout,50,51
1:31,2443,Lamont Berzat missed Layup.,50,51
1:31,6,Nick Davis Defensive Rebound.,50,51
0:58,6,Nick Davis Turnover.,50,51
0:57,2443,Lamont Berzat Steal.,50,51
0:56,2443,Bryson Robinson made Dunk. Assisted by Michael Zeno.,52,51
0:30,6,Herb McGee missed Three Point Jumper.,52,51
0:30,6,Josh Ajayi Offensive Rebound.,52,51
0:29,6,Josh Ajayi missed Layup.,52,51
0:29,2443,Troy Green Defensive Rebound.,52,51
0:29,6,Foul on Trhae Mitchell.,52,51
0:29,2443,Troy Green missed Free Throw.,52,51
0:29,6,Nick Davis Defensive Rebound.,52,51
0:20,6,Rodrick Sikes made Three Point Jumper. Assisted by Herb McGee.,52,54
0:18,2443,Foul on Lamont Berzat.,52,54
0:18,6,Rodrick Sikes missed Free Throw.,52,54
0:18,2443,Travin Thibodeaux Defensive Rebound.,52,54
0:14,2443,New Orleans  Timeout,52,54
0:07,2443,Lamont Berzat missed Jumper.,52,54
0:07,6,Josh Ajayi Defensive Rebound.,52,54
0:02,2443,Foul on Michael Zeno.,52,54
0:02,6,Josh Ajayi missed Free Throw.,52,54
0:02,6,South Alabama Deadball Team Rebound.,52,54
0:02,6,Josh Ajayi made Free Throw.,52,55
0:02,2443,New Orleans  Timeout,52,55
