Carroll College Montana,Error,Montana,149
7:24,149,Jamar Akoh made Layup.,26,28
7:07,2104,Oliver Carr missed Jumper.,26,28
7:07,149,Jamar Akoh Defensive Rebound.,26,28
6:59,2104,Foul on A Santos Piqueras.,26,28
6:59,149,Karl Nicholas missed Free Throw.,26,28
6:59,2104,Matt Wyman Defensive Rebound.,26,28
6:35,149,Foul on Karl Nicholas.,26,28
6:35,2104,Oliver Carr made Free Throw.,27,28
6:35,2104,Oliver Carr missed Free Throw.,27,28
6:35,149,Jamar Akoh Defensive Rebound.,27,28
6:23,149,Bobby Moorehead made Three Point Jumper. Assisted by Ahmaad Rorie.,27,31
6:03,2104,Matt Wyman made Three Point Jumper. Assisted by Ife Kalejaiye.,30,31
5:46,149,Michael Oguine missed Three Point Jumper.,30,31
5:46,149,Bobby Moorehead Offensive Rebound.,30,31
5:38,149,Ahmaad Rorie made Jumper.,30,33
5:23,2104,Oliver Carr Turnover.,30,33
5:23,2104,Foul on Oliver Carr.,30,33
5:03,149,Michael Oguine made Three Point Jumper. Assisted by Ahmaad Rorie.,30,36
4:37,2104,A Santos Piqueras made Layup.,32,36
4:37,149,Foul on Michael Oguine.,32,36
4:37,2104,A Santos Piqueras made Free Throw.,33,36
4:20,2104,Foul on Ife Kalejaiye.,33,36
4:20,149,Michael Oguine missed Free Throw.,33,36
4:20,2104,Lorel Johnson Defensive Rebound.,33,36
3:59,2104,Matt Wyman Turnover.,33,36
3:59,149,Official TV Timeout,33,36
3:49,149,Ahmaad Rorie made Layup.,33,38
3:11,2104,Carroll (MT)  Turnover.,33,38
2:49,149,Michael Oguine missed Layup.,33,38
2:49,2104,A Santos Piqueras Block.,33,38
2:46,2104,Match Burnham Defensive Rebound.,33,38
2:39,2104,Match Burnham made Layup. Assisted by Lorel Johnson.,35,38
2:16,149,Jamar Akoh made Dunk. Assisted by Michael Oguine.,35,40
1:58,2104,A Santos Piqueras made Layup.,37,40
1:45,2104,Foul on A Santos Piqueras.,37,40
1:45,149,Ahmaad Rorie missed Layup.,37,40
1:45,149,Jamar Akoh Offensive Rebound.,37,40
1:45,149,Jamar Akoh missed Free Throw.,37,40
1:45,149,Montana Deadball Team Rebound.,37,40
1:45,149,Jamar Akoh missed Free Throw.,37,40
1:45,2104,Matt Wyman Defensive Rebound.,37,40
1:30,2104,Matt Wyman made Layup.,39,40
1:22,149,Sayeed Pridgett missed Jumper.,39,40
1:22,149,Jamar Akoh Offensive Rebound.,39,40
1:19,149,Jamar Akoh made Two Point Tip Shot.,39,42
1:05,2104,Lorel Johnson missed Jumper.,39,42
1:05,149,Bobby Moorehead Block.,39,42
1:03,149,Sayeed Pridgett Defensive Rebound.,39,42
0:59,149,Sayeed Pridgett Turnover.,39,42
0:58,2104,Ife Kalejaiye Steal.,39,42
0:58,2104,Carroll (MT)  Timeout,39,42
0:49,2104,Ife Kalejaiye made Three Point Jumper. Assisted by Matt Wyman.,42,42
0:39,149,Bobby Moorehead made Layup. Assisted by Ahmaad Rorie.,42,44
0:10,2104,Matt Wyman Turnover.,42,44
0:09,149,Ahmaad Rorie Steal.,42,44
0:07,149,Ahmaad Rorie made Dunk.,42,46
0:00,149,End of 1st half,42,46
19:45,149,Bobby Moorehead made Three Point Jumper. Assisted by Michael Oguine.,42,49
19:18,2104,Ryan Imhoff Turnover.,42,49
18:58,149,Fabijan Krslovic missed Layup.,42,49
18:58,2104,Ryan Imhoff Defensive Rebound.,42,49
18:45,149,Foul on Jamar Akoh.,42,49
18:45,2104,Ryan Imhoff made Free Throw.,43,49
18:45,2104,Ryan Imhoff made Free Throw.,44,49
18:31,149,Ahmaad Rorie missed Layup.,44,49
18:31,2104,A Santos Piqueras Defensive Rebound.,44,49
18:29,149,Foul on Jamar Akoh.,44,49
18:04,2104,Ryan Imhoff missed Jumper.,44,49
18:04,149,Bobby Moorehead Defensive Rebound.,44,49
17:54,149,Ahmaad Rorie missed Three Point Jumper.,44,49
17:54,149,Michael Oguine Offensive Rebound.,44,49
17:44,149,Michael Oguine made Three Point Jumper. Assisted by Ahmaad Rorie.,44,52
17:22,2104,Match Burnham made Three Point Jumper. Assisted by Ryan Imhoff.,47,52
17:01,149,Bobby Moorehead missed Three Point Jumper.,47,52
17:01,2104,Ryan Imhoff Block.,47,52
16:58,2104,A Santos Piqueras Defensive Rebound.,47,52
16:52,2104,Ryan Imhoff made Free Throw.,48,52
16:52,149,Foul on Bobby Moorehead.,48,52
16:52,2104,Ryan Imhoff missed Free Throw.,48,52
16:52,149,Fabijan Krslovic Defensive Rebound.,48,52
16:47,149,Bobby Moorehead made Layup.,48,54
16:29,2104,Match Burnham missed Layup.,48,54
16:29,149,Bobby Moorehead Defensive Rebound.,48,54
16:21,149,Sayeed Pridgett made Layup.,48,56
15:56,2104,Ryan Imhoff missed Jumper.,48,56
15:56,149,Fabijan Krslovic Defensive Rebound.,48,56
15:48,149,Ahmaad Rorie missed Jumper.,48,56
15:48,2104,Carroll (MT) Defensive Rebound.,48,56
15:45,149,Foul on Ahmaad Rorie.,48,56
15:45,149,Official TV Timeout,48,56
15:23,149,Foul on Michael Oguine.,48,56
15:17,2104,Ife Kalejaiye missed Three Point Jumper.,48,56
15:17,149,Ahmaad Rorie Defensive Rebound.,48,56
15:02,149,Fabijan Krslovic made Layup. Assisted by Bobby Moorehead.,48,58
14:36,2104,Matt Wyman made Jumper.,50,58
14:22,2104,Foul on Match Burnham.,50,58
14:14,149,Sayeed Pridgett made Jumper. Assisted by Fabijan Krslovic.,50,60
13:48,149,Ahmaad Rorie Steal.,50,60
13:48,2104,Ryan Imhoff Turnover.,50,60
13:43,149,Sayeed Pridgett made Layup. Assisted by Fabijan Krslovic.,50,62
13:19,2104,Matt Wyman Turnover.,50,62
13:13,149,Sayeed Pridgett Turnover.,50,62
12:59,149,Foul on Timmy Falls.,50,62
12:52,2104,Patrick Colberg missed Jumper.,50,62
12:52,149,Sayeed Pridgett Defensive Rebound.,50,62
12:43,149,Sayeed Pridgett Turnover.,50,62
12:43,2104,Ife Kalejaiye Steal.,50,62
12:42,2104,Ife Kalejaiye Turnover.,50,62
12:29,149,Bobby Moorehead missed Three Point Jumper.,50,62
12:29,2104,Patrick Colberg Defensive Rebound.,50,62
12:16,2104,Patrick Colberg missed Three Point Jumper.,50,62
12:16,149,Montana Defensive Rebound.,50,62
11:53,149,Ahmaad Rorie missed Three Point Jumper.,50,62
11:53,149,Ahmaad Rorie Offensive Rebound.,50,62
11:43,149,Foul on Jamar Akoh.,50,62
11:43,149,Jamar Akoh Turnover.,50,62
11:43,149,Official TV Timeout,50,62
11:43,2104,A Santos Piqueras made Three Point Jumper. Assisted by Matt Wyman.,53,62
10:55,149,Karl Nicholas missed Layup.,53,62
10:55,2104,A Santos Piqueras Block.,53,62
10:52,2104,Lorel Johnson Defensive Rebound.,53,62
10:37,2104,A Santos Piqueras made Three Point Jumper. Assisted by Ife Kalejaiye.,56,62
10:29,149,Montana  Timeout,56,62
10:19,149,Ahmaad Rorie made Layup.,56,64
10:05,2104,Ryan Imhoff made Layup.,58,64
10:05,149,Foul on Fabijan Krslovic.,58,64
10:05,2104,Ryan Imhoff made Free Throw.,59,64
10:00,2104,Foul on Ryan Imhoff.,59,64
10:00,149,Michael Oguine made Free Throw.,59,65
10:00,149,Michael Oguine made Free Throw.,59,66
9:35,2104,Ryan Imhoff missed Jumper.,59,66
9:35,149,Michael Oguine Defensive Rebound.,59,66
9:31,2104,Foul on A Santos Piqueras.,59,66
9:21,149,Michael Oguine missed Three Point Jumper.,59,66
9:21,2104,Matt Wyman Defensive Rebound.,59,66
9:09,2104,Matt Wyman Turnover.,59,66
9:08,149,Timmy Falls Steal.,59,66
8:58,149,Timmy Falls missed Three Point Jumper.,59,66
8:58,2104,A Santos Piqueras Defensive Rebound.,59,66
8:47,2104,A Santos Piqueras Turnover.,59,66
8:32,149,Ahmaad Rorie missed Layup.,59,66
8:32,2104,Matt Wyman Block.,59,66
8:32,149,Ahmaad Rorie Offensive Rebound.,59,66
8:32,2104,Foul on Matt Wyman.,59,66
8:32,149,Ahmaad Rorie made Free Throw.,59,67
8:32,149,Ahmaad Rorie made Free Throw.,59,68
8:11,2104,Match Burnham Turnover.,59,68
8:10,149,Timmy Falls Steal.,59,68
8:07,149,Michael Oguine Turnover.,59,68
7:55,2104,Match Burnham missed Layup.,59,68
7:55,149,Michael Oguine Defensive Rebound.,59,68
7:47,2104,Foul on Ife Kalejaiye.,59,68
7:47,149,Official TV Timeout,59,68
7:37,149,Michael Oguine missed Layup.,59,68
7:37,149,Jamar Akoh Offensive Rebound.,59,68
7:32,149,Jamar Akoh made Layup.,59,70
7:11,2104,A Santos Piqueras missed Jumper.,59,70
7:11,2104,A Santos Piqueras Offensive Rebound.,59,70
7:06,2104,A Santos Piqueras Turnover.,59,70
7:05,149,Sayeed Pridgett Steal.,59,70
7:03,149,Sayeed Pridgett Turnover.,59,70
6:47,2104,Foul on Oliver Carr.,59,70
6:47,2104,Oliver Carr Turnover.,59,70
6:29,149,Bobby Moorehead made Layup.,59,72
6:11,2104,Ife Kalejaiye made Jumper.,61,72
5:52,2104,Foul on Ife Kalejaiye.,61,72
5:52,149,Ahmaad Rorie made Free Throw.,61,73
5:52,149,Ahmaad Rorie missed Free Throw.,61,73
5:52,2104,Carroll (MT) Defensive Rebound.,61,73
5:37,2104,Oliver Carr Turnover.,61,73
5:36,149,Sayeed Pridgett Steal.,61,73
5:17,149,Ahmaad Rorie Turnover.,61,73
5:15,2104,Oliver Carr Steal.,61,73
5:12,2104,Ryan Imhoff made Three Point Jumper. Assisted by Matt Wyman.,64,73
4:49,149,Michael Oguine missed Layup.,64,73
4:49,149,Jamar Akoh Offensive Rebound.,64,73
4:48,2104,Foul on Matt Wyman.,64,73
4:48,149,Jamar Akoh missed Free Throw.,64,73
4:48,149,Montana Deadball Team Rebound.,64,73
4:48,149,Jamar Akoh made Free Throw.,64,74
4:42,2104,Ryan Imhoff missed Jumper.,64,74
4:42,149,Ahmaad Rorie Defensive Rebound.,64,74
4:34,149,Ahmaad Rorie Turnover.,64,74
4:29,2104,Ryan Imhoff Steal.,64,74
4:29,2104,Oliver Carr Turnover.,64,74
4:29,149,Timmy Falls Turnover.,64,74
4:29,2104,Oliver Carr Steal.,64,74
3:48,149,Foul on Sayeed Pridgett.,64,74
3:48,149,Official TV Timeout,64,74
3:48,2104,Ryan Imhoff made Free Throw.,65,74
3:48,2104,Ryan Imhoff made Free Throw.,66,74
3:30,149,Jamar Akoh made Layup. Assisted by Timmy Falls.,66,76
3:30,2104,Foul on Oliver Carr.,66,76
3:30,149,Jamar Akoh made Free Throw.,66,77
3:15,2104,Ryan Imhoff missed Jumper.,66,77
3:15,149,Jamar Akoh Defensive Rebound.,66,77
2:49,2104,Foul on Ife Kalejaiye.,66,77
2:49,149,Ahmaad Rorie missed Free Throw.,66,77
2:49,149,Montana Deadball Team Rebound.,66,77
2:49,149,Ahmaad Rorie missed Free Throw.,66,77
2:49,2104,Match Burnham Defensive Rebound.,66,77
2:28,149,Foul on Timmy Falls.,66,77
2:28,2104,Matt Wyman missed Free Throw.,66,77
2:28,2104,Carroll (MT) Deadball Team Rebound.,66,77
2:28,2104,Matt Wyman made Free Throw.,67,77
2:12,149,Bobby Moorehead missed Layup.,67,77
2:12,2104,Matt Wyman Defensive Rebound.,67,77
2:05,2104,Match Burnham made Layup.,69,77
1:58,149,Michael Oguine made Layup.,69,79
1:58,2104,Foul on Lorel Johnson.,69,79
1:58,149,Michael Oguine made Free Throw.,69,80
1:44,2104,Lorel Johnson missed Jumper.,69,80
1:44,2104,Carroll (MT) Offensive Rebound.,69,80
1:40,149,Foul on Timmy Falls.,69,80
1:40,2104,Match Burnham made Free Throw.,70,80
1:40,2104,Match Burnham made Free Throw.,71,80
1:14,149,Michael Oguine made Layup.,71,82
0:58,2104,Matt Wyman made Jumper.,73,82
0:53,2104,Foul on Matt Wyman.,73,82
0:53,149,Ahmaad Rorie made Free Throw.,73,83
0:53,149,Ahmaad Rorie made Free Throw.,73,84
0:42,2104,Match Burnham missed Three Point Jumper.,73,84
0:42,149,Fabijan Krslovic Defensive Rebound.,73,84
0:34,149,Sayeed Pridgett made Layup.,73,86
0:34,2104,Foul on Ryan Imhoff.,73,86
0:34,149,Sayeed Pridgett missed Free Throw.,73,86
0:34,2104,Matt Wyman Defensive Rebound.,73,86
0:34,149,Foul on Karl Nicholas.,73,86
0:34,2104,Matt Wyman made Free Throw.,74,86
0:34,2104,Matt Wyman made Free Throw.,75,86
0:34,149,Montana  Timeout,75,86
0:29,2104,Foul on Match Burnham.,75,86
0:29,149,Lars Espe missed Free Throw.,75,86
0:29,149,Montana Deadball Team Rebound.,75,86
0:29,149,Lars Espe missed Free Throw.,75,86
0:29,2104,Ife Kalejaiye Defensive Rebound.,75,86
0:21,2104,Match Burnham missed Three Point Jumper.,75,86
0:21,2104,Matt Wyman Offensive Rebound.,75,86
0:13,2104,Matt Wyman missed Layup.,75,86
0:13,149,Admir Besovic Block.,75,86
0:10,149,Admir Besovic Defensive Rebound.,75,86
0:01,149,Karl Nicholas Turnover.,75,86
0:00,149,End of Game,75,86
