Mississippi College,Error,UAB,5
4:43,-1,Mississippi College Defensive Rebound.,11,41
4:35,5,Foul on William Lee.,11,41
4:24,-1,Antonio Johnson made Three Point Jumper. Assisted by Otis Harvey.,14,41
4:03,-1,Foul on Antonio Johnson.,14,41
4:03,5,Jalen Perry missed Free Throw.,14,41
4:03,5,UAB Deadball Team Rebound.,14,41
4:03,5,Jalen Perry made Free Throw.,14,42
3:47,-1,Austen McKnight Turnover.,14,42
3:47,5,Official TV Timeout,14,42
3:31,-1,Foul on Stacey Mack.,14,42
3:31,5,Chris Cokley missed Free Throw.,14,42
3:31,5,UAB Deadball Team Rebound.,14,42
3:31,5,Chris Cokley made Free Throw.,14,43
3:03,-1,Antonio Johnson missed Three Point Jumper.,14,43
3:03,5,UAB Defensive Rebound.,14,43
2:49,5,William Lee made Three Point Jumper. Assisted by Zack Bryant.,14,46
2:35,-1,Otis Harvey missed Three Point Jumper.,14,46
2:35,-1,Donovan Ham Offensive Rebound.,14,46
2:29,-1,Donovan Ham Turnover.,14,46
2:29,-1,Foul on Donovan Ham.,14,46
2:12,5,Chris Cokley made Layup. Assisted by Jalen Perry.,14,48
1:48,-1,Otis Harvey missed Three Point Jumper.,14,48
1:48,5,Zack Bryant Defensive Rebound.,14,48
1:42,5,Zack Bryant made Layup.,14,50
1:27,-1,Donovan Ham missed Three Point Jumper.,14,50
1:27,5,Nate Darling Defensive Rebound.,14,50
1:17,5,Deion Lavender missed Layup.,14,50
1:17,-1,Antonio Johnson Block.,14,50
1:14,5,UAB Offensive Rebound.,14,50
1:09,5,Zack Bryant missed Jumper.,14,50
1:09,-1,Xavion Dillon Defensive Rebound.,14,50
0:50,-1,Brandon Boston missed Jumper.,14,50
0:50,5,William Lee Block.,14,50
0:48,-1,Antonio Johnson Offensive Rebound.,14,50
0:46,-1,Antonio Johnson Turnover.,14,50
0:44,5,William Lee Steal.,14,50
0:38,5,Zack Bryant Turnover.,14,50
0:36,-1,Donovan Ham Steal.,14,50
0:34,-1,Xavion Dillon made Dunk.,16,50
0:06,5,Zack Bryant made Layup.,16,52
0:00,5,End of 1st half,16,52
19:47,-1,Isaiah Austin Turnover.,16,52
19:46,5,Lewis Sullivan Steal.,16,52
19:44,-1,Foul on Isaiah Austin.,16,52
19:44,5,Lewis Sullivan made Free Throw.,16,53
19:44,5,Lewis Sullivan made Free Throw.,16,54
19:26,-1,Stacey Mack made Jumper. Assisted by Otis Harvey.,18,54
19:03,5,Nate Darling Turnover.,18,54
18:39,-1,Isaiah Austin made Jumper. Assisted by Stacey Mack.,20,54
18:21,5,Lewis Sullivan missed Three Point Jumper.,20,54
18:21,-1,Donovan Ham Defensive Rebound.,20,54
17:56,-1,Stacey Mack missed Jumper.,20,54
17:56,5,Jalen Perry Defensive Rebound.,20,54
17:44,-1,Foul on Otis Harvey.,20,54
17:44,5,Zack Bryant made Free Throw.,20,55
17:44,5,Zack Bryant made Free Throw.,20,56
17:34,-1,Antonio Johnson made Three Point Jumper.,23,56
17:22,5,Lewis Sullivan Turnover.,23,56
17:00,-1,Antonio Johnson made Three Point Jumper. Assisted by Otis Harvey.,26,56
16:55,5,UAB  Timeout,26,56
16:42,5,Lewis Sullivan Turnover.,26,56
16:41,-1,Leito Holloway Steal.,26,56
16:31,-1,Stacey Mack missed Three Point Jumper.,26,56
16:31,5,UAB Defensive Rebound.,26,56
16:08,5,Zack Bryant missed Jumper.,26,56
16:08,-1,Stacey Mack Defensive Rebound.,26,56
15:56,-1,Antonio Johnson made Layup.,28,56
15:38,5,William Lee missed Three Point Jumper.,28,56
15:38,5,William Lee Offensive Rebound.,28,56
15:31,5,Jalen Perry missed Three Point Jumper.,28,56
15:31,-1,Antonio Johnson Defensive Rebound.,28,56
15:18,-1,Donovan Ham missed Layup.,28,56
15:18,5,William Lee Defensive Rebound.,28,56
15:02,5,Chris Cokley missed Layup.,28,56
15:02,5,William Lee Offensive Rebound.,28,56
14:56,5,William Lee made Layup.,28,58
14:44,-1,Otis Harvey missed Three Point Jumper.,28,58
14:44,5,Jalen Perry Defensive Rebound.,28,58
14:26,5,Jalen Perry missed Three Point Jumper.,28,58
14:26,-1,Donovan Ham Defensive Rebound.,28,58
14:19,-1,Donovan Ham Turnover.,28,58
14:17,5,Deion Lavender Steal.,28,58
14:13,-1,Foul on Stacey Mack.,28,58
14:13,5,Official TV Timeout,28,58
14:13,5,Chris Cokley made Free Throw.,28,59
14:13,5,Chris Cokley made Free Throw.,28,60
13:59,-1,Davy Fisher missed Three Point Jumper.,28,60
13:59,5,Chris Cokley Defensive Rebound.,28,60
13:42,-1,Foul on Brandon Boston.,28,60
13:42,5,Chris Cokley made Free Throw.,28,61
13:42,5,Chris Cokley made Free Throw.,28,62
13:26,-1,Antonio Johnson made Jumper. Assisted by Brandon Boston.,30,62
13:08,5,Jalen Perry Turnover.,30,62
12:52,-1,Xavion Dillon made Layup.,32,62
12:38,5,Jalen Perry Turnover.,32,62
12:36,-1,Davy Fisher Steal.,32,62
12:34,5,Foul on Nate Darling.,32,62
12:34,-1,Davy Fisher made Free Throw.,33,62
12:34,-1,Davy Fisher made Free Throw.,34,62
12:22,5,Lewis Sullivan made Layup. Assisted by Deion Lavender.,34,64
12:10,-1,Guy Johnson made Jumper.,36,64
11:48,5,Nate Darling Turnover.,36,64
11:48,5,Official TV Timeout,36,64
11:31,-1,Xavion Dillon Turnover.,36,64
11:29,5,Zack Bryant Steal.,36,64
11:25,5,Zack Bryant made Layup.,36,66
11:09,-1,Brandon Boston made Jumper.,38,66
10:33,5,Deion Lavender missed Jumper.,38,66
10:33,5,Chris Cokley Offensive Rebound.,38,66
10:29,5,Chris Cokley missed Layup.,38,66
10:29,-1,Leito Holloway Defensive Rebound.,38,66
10:24,-1,Davy Fisher made Three Point Jumper. Assisted by Leito Holloway.,41,66
10:02,5,Chris Cokley missed Layup.,41,66
10:02,-1,Mississippi College Defensive Rebound.,41,66
9:39,5,Foul on Anderson McCoy.,41,66
9:36,-1,Guy Johnson made Jumper.,43,66
9:19,-1,Foul on Brandon Boston.,43,66
9:16,5,Zack Bryant missed Jumper.,43,66
9:16,5,William Lee Offensive Rebound.,43,66
9:11,5,William Lee made Layup.,43,68
9:11,-1,Foul on Davy Fisher.,43,68
9:11,5,William Lee made Free Throw.,43,69
9:04,-1,Davy Fisher missed Three Point Jumper.,43,69
9:04,-1,Xavion Dillon Offensive Rebound.,43,69
8:59,-1,Xavion Dillon missed Layup.,43,69
8:59,5,William Lee Block.,43,69
8:55,-1,Xavion Dillon Offensive Rebound.,43,69
8:52,-1,Xavion Dillon made Layup.,45,69
8:44,-1,Foul on Brandon Boston.,45,69
8:44,5,Thomas Smallwood made Free Throw.,45,70
8:44,5,Thomas Smallwood made Free Throw.,45,71
8:32,-1,Guy Johnson missed Three Point Jumper.,45,71
8:32,5,William Lee Defensive Rebound.,45,71
8:24,5,Jalen Perry missed Layup.,45,71
8:24,5,Thomas Smallwood Offensive Rebound.,45,71
8:20,5,Thomas Smallwood missed Layup.,45,71
8:20,-1,Stacey Mack Defensive Rebound.,45,71
8:06,-1,Xavion Dillon missed Layup.,45,71
8:06,5,William Lee Block.,45,71
8:03,5,William Lee Defensive Rebound.,45,71
7:49,5,William Lee Turnover.,45,71
7:49,5,Official TV Timeout,45,71
7:41,-1,Leito Holloway missed Layup.,45,71
7:41,5,William Lee Block.,45,71
7:38,5,Zack Bryant Defensive Rebound.,45,71
7:35,5,Zack Bryant made Jumper.,45,73
7:24,-1,Antonio Johnson made Three Point Jumper.,48,73
7:06,5,William Lee Turnover.,48,73
7:05,-1,Leito Holloway Steal.,48,73
7:02,-1,Leito Holloway missed Layup.,48,73
7:02,5,Thomas Smallwood Defensive Rebound.,48,73
6:53,5,Nate Darling made Three Point Jumper. Assisted by Anderson McCoy.,48,76
6:30,-1,Antonio Johnson made Jumper.,50,76
6:30,5,Foul on Anderson McCoy.,50,76
6:30,-1,Antonio Johnson made Free Throw.,51,76
6:09,5,Zack Bryant missed Jumper.,51,76
6:09,-1,Stacey Mack Defensive Rebound.,51,76
5:48,-1,Antonio Johnson missed Three Point Jumper.,51,76
5:48,5,Lewis Sullivan Defensive Rebound.,51,76
5:33,5,Lewis Sullivan made Jumper. Assisted by Nate Darling.,51,78
5:17,-1,Antonio Johnson Turnover.,51,78
5:14,5,Nate Darling Steal.,51,78
5:12,5,Nate Darling made Layup.,51,80
4:44,-1,Donovan Ham missed Jumper.,51,80
4:44,5,Nate Darling Defensive Rebound.,51,80
4:37,5,Zack Bryant made Dunk. Assisted by Deion Lavender.,51,82
4:32,-1,Mississippi College  Timeout,51,82
4:06,-1,Dyllan Taylor missed Three Point Jumper.,51,82
4:06,5,Nate Darling Defensive Rebound.,51,82
3:56,5,Deion Lavender made Layup.,51,84
3:37,-1,Davy Fisher missed Layup.,51,84
3:37,5,Jalen Perry Defensive Rebound.,51,84
3:26,5,Thomas Smallwood missed Jumper.,51,84
3:26,5,Lewis Sullivan Offensive Rebound.,51,84
3:20,5,Lewis Sullivan made Layup.,51,86
3:03,-1,Antonio Johnson missed Three Point Jumper.,51,86
3:03,5,Deion Lavender Defensive Rebound.,51,86
2:56,5,Jalen Perry missed Jumper.,51,86
2:56,-1,Dyllan Taylor Defensive Rebound.,51,86
2:46,-1,Xavion Dillon made Layup. Assisted by Davy Fisher.,53,86
2:26,5,Deion Lavender missed Jumper.,53,86
2:26,-1,Xavion Dillon Defensive Rebound.,53,86
2:11,-1,Antonio Johnson missed Jumper.,53,86
2:11,5,Thomas Smallwood Block.,53,86
2:09,5,Deion Lavender Defensive Rebound.,53,86
2:05,5,Deion Lavender made Layup.,53,88
1:51,-1,Davy Fisher missed Three Point Jumper.,53,88
1:51,5,Nate Darling Defensive Rebound.,53,88
1:39,5,UAB  Timeout,53,88
1:32,5,Hunter Reynolds made Jumper. Assisted by Deion Lavender.,53,90
1:08,-1,Brandon Boston missed Jumper.,53,90
1:08,5,Deion Lavender Defensive Rebound.,53,90
0:44,5,Thomas Smallwood missed Jumper.,53,90
0:44,-1,Antonio Johnson Defensive Rebound.,53,90
0:36,-1,Xavion Dillon Turnover.,53,90
0:36,-1,Foul on Xavion Dillon.,53,90
0:04,5,UAB  Turnover.,53,90
0:00,5,End of Game,53,90
