UIC,96,Kentucky,82
0:40,96,Kevin Knox Defensive Rebound.,33,50
0:16,96,Shai Gilgeous-Alexander made Jumper.,33,52
0:16,82,Foul on Dominique Matthews.,33,52
0:16,96,Shai Gilgeous-Alexander missed Free Throw.,33,52
0:16,82,Clint Robinson Defensive Rebound.,33,52
0:02,96,Foul on Shai Gilgeous-Alexander.,33,52
0:02,82,Godwin Boahen made Free Throw.,34,52
0:02,82,Godwin Boahen made Free Throw.,35,52
0:00,96,End of 1st half,35,52
20:00,82,Jump Ball won by UIC,35,52
19:29,82,UIC  Turnover.,35,52
19:21,96,Hamidou Diallo made Jumper. Assisted by Kevin Knox.,35,54
19:04,82,Michael Diggins missed Three Point Jumper.,35,54
19:04,96,PJ Washington Defensive Rebound.,35,54
18:48,96,Nick Richards missed Jumper.,35,54
18:48,82,Tai Odiase Defensive Rebound.,35,54
18:37,82,Tai Odiase made Dunk. Assisted by Godwin Boahen.,37,54
18:17,96,Nick Richards made Layup. Assisted by Hamidou Diallo.,37,56
17:58,82,Michael Diggins missed Layup.,37,56
17:58,82,Clint Robinson Offensive Rebound.,37,56
17:52,82,Clint Robinson made Dunk.,39,56
17:49,82,Foul on Dikembe Dixson.,39,56
17:49,96,Kevin Knox missed Free Throw.,39,56
17:49,96,Kentucky Deadball Team Rebound.,39,56
17:49,96,Kevin Knox made Free Throw.,39,57
17:37,82,Godwin Boahen made Jumper.,41,57
17:37,82,Foul on Clint Robinson.,41,57
17:08,96,Foul on Shai Gilgeous-Alexander.,41,57
17:08,96,Shai Gilgeous-Alexander Turnover.,41,57
16:52,82,Tai Odiase Turnover.,41,57
16:40,96,Shai Gilgeous-Alexander made Jumper.,41,59
16:14,96,Foul on Sacha Killeya-Jones.,41,59
16:14,82,Dikembe Dixson made Free Throw.,42,59
16:14,82,Dikembe Dixson made Free Throw.,43,59
16:06,96,Quade Green made Three Point Jumper. Assisted by Shai Gilgeous-Alexander.,43,62
15:52,82,Dikembe Dixson made Layup.,45,62
15:36,96,Sacha Killeya-Jones Turnover.,45,62
15:36,96,Official TV Timeout,45,62
15:36,82,Dominique Matthews Turnover.,45,62
15:36,96,Shai Gilgeous-Alexander Steal.,45,62
15:35,96,Shai Gilgeous-Alexander missed Jumper.,45,62
15:35,96,Wenyen Gabriel Offensive Rebound.,45,62
15:28,96,Kevin Knox missed Three Point Jumper.,45,62
15:28,96,Nick Richards Offensive Rebound.,45,62
15:23,96,Nick Richards made Dunk.,45,64
15:13,96,Foul on Shai Gilgeous-Alexander.,45,64
15:08,82,Godwin Boahen made Three Point Jumper. Assisted by Tai Odiase.,48,64
14:55,96,Nick Richards made Layup. Assisted by Shai Gilgeous-Alexander.,48,66
14:55,82,Foul on Clint Robinson.,48,66
14:55,96,Nick Richards missed Free Throw.,48,66
14:55,82,Godwin Boahen Defensive Rebound.,48,66
14:50,96,Foul on Nick Richards.,48,66
14:50,82,Dikembe Dixson missed Free Throw.,48,66
14:50,82,UIC Deadball Team Rebound.,48,66
14:50,82,Dikembe Dixson missed Free Throw.,48,66
14:50,96,PJ Washington Defensive Rebound.,48,66
14:42,96,Quade Green made Three Point Jumper. Assisted by PJ Washington.,48,69
14:13,96,Foul on Wenyen Gabriel.,48,69
14:13,82,Dikembe Dixson made Free Throw.,49,69
14:13,82,Dikembe Dixson made Free Throw.,50,69
14:00,82,Foul on Jordan Blount.,50,69
14:00,96,Nick Richards made Free Throw.,50,70
14:00,96,Nick Richards missed Free Throw.,50,70
14:00,82,UIC Defensive Rebound.,50,70
13:48,96,Foul on Hamidou Diallo.,50,70
13:43,82,Dikembe Dixson made Layup.,52,70
13:27,96,Nick Richards missed Jumper.,52,70
13:27,82,Dikembe Dixson Defensive Rebound.,52,70
13:19,82,Dikembe Dixson missed Three Point Jumper.,52,70
13:19,82,Dominique Matthews Offensive Rebound.,52,70
13:14,82,Dominique Matthews missed Layup.,52,70
13:14,96,Nick Richards Block.,52,70
13:14,82,UIC Offensive Rebound.,52,70
13:08,82,Dikembe Dixson missed Layup.,52,70
13:08,96,Quade Green Defensive Rebound.,52,70
13:01,96,PJ Washington made Dunk. Assisted by Shai Gilgeous-Alexander.,52,72
12:49,82,Marcus Ottey missed Layup.,52,72
12:49,82,Tai Odiase Offensive Rebound.,52,72
12:49,82,Tai Odiase missed Two Point Tip Shot.,52,72
12:49,96,PJ Washington Defensive Rebound.,52,72
12:33,82,Foul on Jordan Blount.,52,72
12:18,96,Quade Green Turnover.,52,72
12:18,82,Michael Diggins Steal.,52,72
12:09,82,Marcus Ottey missed Jumper.,52,72
12:09,96,Sacha Killeya-Jones Defensive Rebound.,52,72
12:03,96,Jump Ball won by Kentucky,52,72
11:55,96,Quade Green missed Three Point Jumper.,52,72
11:55,96,PJ Washington Offensive Rebound.,52,72
11:45,96,PJ Washington made Dunk.,52,74
11:45,82,Foul on Clint Robinson.,52,74
11:45,96,Official TV Timeout,52,74
11:45,96,PJ Washington made Free Throw.,52,75
11:31,96,Foul on PJ Washington.,52,75
11:31,82,Dikembe Dixson missed Free Throw.,52,75
11:31,82,UIC Deadball Team Rebound.,52,75
11:31,82,Dikembe Dixson missed Free Throw.,52,75
11:31,96,Sacha Killeya-Jones Defensive Rebound.,52,75
11:28,96,Kevin Knox made Dunk. Assisted by Quade Green.,52,77
11:08,82,Dominique Matthews missed Layup.,52,77
11:08,82,Tai Odiase Offensive Rebound.,52,77
11:03,82,Tai Odiase made Dunk.,54,77
10:50,96,Hamidou Diallo made Layup. Assisted by PJ Washington.,54,79
10:46,82,Michael Diggins Turnover.,54,79
10:38,96,Kevin Knox made Jumper.,54,81
10:17,82,Marcus Ottey Turnover.,54,81
10:04,96,Kevin Knox made Jumper. Assisted by Wenyen Gabriel.,54,83
9:49,82,Dominique Matthews made Three Point Jumper. Assisted by Michael Diggins.,57,83
9:45,82,UIC  Timeout,57,83
9:32,82,Foul on Marcus Ottey.,57,83
9:32,96,Kevin Knox made Free Throw.,57,84
9:32,96,Kevin Knox missed Free Throw.,57,84
9:32,82,Michael Diggins Defensive Rebound.,57,84
9:27,82,Dominique Matthews Turnover.,57,84
9:14,96,PJ Washington missed Jumper.,57,84
9:14,82,Marcus Ottey Defensive Rebound.,57,84
9:05,82,Marcus Ottey missed Layup.,57,84
9:05,96,Hamidou Diallo Defensive Rebound.,57,84
8:59,96,Hamidou Diallo made Dunk. Assisted by Quade Green.,57,86
8:38,82,Tai Odiase made Dunk. Assisted by Dominique Matthews.,59,86
8:22,96,Quade Green made Layup.,59,88
8:05,82,Dominique Matthews missed Three Point Jumper.,59,88
8:05,96,Quade Green Defensive Rebound.,59,88
7:56,96,Hamidou Diallo Turnover.,59,88
7:56,96,Official TV Timeout,59,88
7:39,82,Godwin Boahen missed Three Point Jumper.,59,88
7:39,96,Wenyen Gabriel Defensive Rebound.,59,88
7:26,96,Kevin Knox Turnover.,59,88
7:26,82,Tai Odiase Steal.,59,88
7:14,82,Godwin Boahen Turnover.,59,88
7:09,82,Foul on Marcus Ottey.,59,88
7:09,96,Hamidou Diallo made Free Throw.,59,89
7:09,96,Hamidou Diallo made Free Throw.,59,90
6:56,96,Foul on Kevin Knox.,59,90
6:56,82,Dikembe Dixson made Free Throw.,60,90
6:56,82,Dikembe Dixson made Free Throw.,61,90
6:53,96,PJ Washington made Layup.,61,92
6:39,82,Dikembe Dixson missed Jumper.,61,92
6:39,96,Hamidou Diallo Defensive Rebound.,61,92
6:32,96,Shai Gilgeous-Alexander made Layup. Assisted by Hamidou Diallo.,61,94
6:11,82,Dikembe Dixson missed Jumper.,61,94
6:11,96,PJ Washington Defensive Rebound.,61,94
6:03,96,Shai Gilgeous-Alexander missed Jumper.,61,94
6:03,82,Marcus Ottey Defensive Rebound.,61,94
5:54,82,Marcus Ottey missed Jumper.,61,94
5:54,96,Shai Gilgeous-Alexander Defensive Rebound.,61,94
5:45,96,Wenyen Gabriel missed Layup.,61,94
5:45,82,Clint Robinson Block.,61,94
5:45,82,Godwin Boahen Defensive Rebound.,61,94
5:37,82,Marcus Ottey missed Layup.,61,94
5:37,96,Wenyen Gabriel Defensive Rebound.,61,94
5:17,96,Wenyen Gabriel made Three Point Jumper. Assisted by PJ Washington.,61,97
4:55,82,Dikembe Dixson made Layup.,63,97
4:37,96,PJ Washington made Layup.,63,99
4:19,82,Dikembe Dixson Turnover.,63,99
4:19,96,Wenyen Gabriel Steal.,63,99
4:12,96,Kevin Knox made Layup. Assisted by Hamidou Diallo.,63,101
4:12,82,Marcus Ottey missed Three Point Jumper.,63,101
4:12,96,PJ Washington Block.,63,101
4:12,82,Marcus Ottey Offensive Rebound.,63,101
3:53,82,Godwin Boahen missed Layup.,63,101
3:53,96,Shai Gilgeous-Alexander Defensive Rebound.,63,101
3:46,82,Foul on Marcus Ottey.,63,101
3:46,96,Official TV Timeout,63,101
3:46,96,PJ Washington missed Free Throw.,63,101
3:46,96,Kentucky Deadball Team Rebound.,63,101
3:46,96,PJ Washington missed Free Throw.,63,101
3:46,82,Clint Robinson Defensive Rebound.,63,101
3:31,82,Dominique Matthews missed Jumper.,63,101
3:31,96,Nick Richards Block.,63,101
3:31,82,Dominique Matthews Offensive Rebound.,63,101
3:21,82,Dominique Matthews made Layup.,65,101
3:10,82,Foul on Jordan Blount.,65,101
3:10,96,Nick Richards made Free Throw.,65,102
3:10,96,Nick Richards made Free Throw.,65,103
2:59,96,Foul on Tai Wynyard.,65,103
2:59,82,Clint Robinson made Free Throw.,66,103
2:59,82,Clint Robinson made Free Throw.,67,103
2:48,96,Tai Wynyard made Layup.,67,105
2:23,82,Clint Robinson missed Layup.,67,105
2:23,96,Wenyen Gabriel Block.,67,105
2:23,82,UIC Offensive Rebound.,67,105
2:14,82,Dikembe Dixson missed Layup.,67,105
2:14,82,Clint Robinson Offensive Rebound.,67,105
2:09,82,Clint Robinson made Jumper.,69,105
1:42,96,Wenyen Gabriel missed Three Point Jumper.,69,105
1:42,82,Jacob Wiley Defensive Rebound.,69,105
1:40,82,Jump Ball won by UIC,69,105
1:25,82,Godwin Boahen Turnover.,69,105
1:08,96,Brad Calipari missed Three Point Jumper.,69,105
1:08,96,Sacha Killeya-Jones Offensive Rebound.,69,105
1:02,96,Jump Ball won by Kentucky,69,105
0:56,96,Sacha Killeya-Jones missed Jumper.,69,105
0:56,96,Tai Wynyard Offensive Rebound.,69,105
0:52,96,Tai Wynyard made Jumper.,69,107
0:43,82,Dominique Matthews made Jumper.,71,107
0:33,96,Jonny David Turnover.,71,107
0:33,82,Godwin Boahen Steal.,71,107
0:33,96,Foul on Jonny David.,71,107
0:33,82,Godwin Boahen missed Free Throw.,71,107
0:33,82,UIC Deadball Team Rebound.,71,107
0:33,82,Godwin Boahen missed Free Throw.,71,107
0:33,96,Tai Wynyard Defensive Rebound.,71,107
0:21,96,Jonny David Turnover.,71,107
0:21,82,Dominique Matthews Steal.,71,107
0:17,82,Dominique Matthews made Layup.,73,107
0:00,96,End of Game,73,107
