Concord College,276,Marshall,2148
15:56,276,Dani Koljanin Offensive Rebound.,3,10
15:53,276,Dani Koljanin missed Layup.,3,10
15:53,2148,Trey Shuff Defensive Rebound.,3,10
15:37,2148,Malik Johnson missed Three Point Jumper.,3,10
15:37,276,Ajdin Penava Defensive Rebound.,3,10
15:33,276,Official TV Timeout,3,10
15:26,2148,Foul on B.J. Hamlet.,3,10
15:26,276,Jon Elmore made Free Throw.,3,11
15:26,276,Jon Elmore made Free Throw.,3,12
15:20,276,Foul on Jon Elmore.,3,12
15:13,2148,B.J. Hamlet Turnover.,3,12
15:12,276,Jarrod West Steal.,3,12
15:07,276,Jarrod West made Three Point Jumper. Assisted by Jon Elmore.,3,15
14:45,2148,Brendon Chevannes Turnover.,3,15
14:38,276,Darius George made Dunk. Assisted by Jon Elmore.,3,17
14:11,2148,Jyles Webster missed Jumper.,3,17
14:11,276,Ajdin Penava Defensive Rebound.,3,17
14:02,276,C.J. Burks missed Three Point Jumper.,3,17
14:02,276,Ajdin Penava Offensive Rebound.,3,17
13:59,276,Ajdin Penava Turnover.,3,17
13:59,2148,Concord  Timeout,3,17
13:46,2148,Jyles Webster made Dunk. Assisted by Brendon Chevannes.,5,17
13:34,276,C.J. Burks missed Layup.,5,17
13:34,2148,Brendon Chevannes Defensive Rebound.,5,17
13:28,2148,Darian Peterson missed Three Point Jumper.,5,17
13:28,276,Darius George Defensive Rebound.,5,17
13:20,276,Jannson Williams made Three Point Jumper. Assisted by Jon Elmore.,5,20
13:01,2148,Darian Peterson missed Layup.,5,20
13:01,276,Ajdin Penava Block.,5,20
12:58,276,Jannson Williams Defensive Rebound.,5,20
12:53,276,C.J. Burks Turnover.,5,20
12:44,2148,Antonio Patterson made Layup. Assisted by Darian Peterson.,7,20
12:24,276,Ajdin Penava made Dunk. Assisted by Jon Elmore.,7,22
12:07,2148,B.J. Hamlet made Jumper. Assisted by Antonio Patterson.,9,22
11:48,2148,Foul on B.J. Hamlet.,9,22
11:48,276,Official TV Timeout,9,22
11:48,276,C.J. Burks made Free Throw.,9,23
11:48,276,C.J. Burks made Free Throw.,9,24
11:32,2148,Darian Peterson made Three Point Jumper. Assisted by Malik Johnson.,12,24
11:17,276,Phil Bledsoe made Layup. Assisted by Jon Elmore.,12,26
11:03,2148,Trey Radcliffe made Three Point Jumper.,15,26
10:51,276,C.J. Burks missed Jumper.,15,26
10:51,2148,Concord Defensive Rebound.,15,26
10:51,276,Foul on Phil Bledsoe.,15,26
10:32,2148,Trey Radcliffe made Jumper.,17,26
10:21,276,Jon Elmore missed Three Point Jumper.,17,26
10:21,2148,Darian Peterson Defensive Rebound.,17,26
10:01,2148,Antonio Patterson missed Jumper.,17,26
10:01,276,Darius George Defensive Rebound.,17,26
9:56,276,Jannson Williams made Dunk. Assisted by Jarrod West.,17,28
9:34,2148,Malik Johnson Turnover.,17,28
9:33,276,Jon Elmore Steal.,17,28
9:29,276,Darius George missed Three Point Jumper.,17,28
9:29,276,Phil Bledsoe Offensive Rebound.,17,28
9:26,2148,Foul on Trey Radcliffe.,17,28
9:22,276,Jon Elmore made Layup.,17,30
9:08,2148,Darian Peterson missed Jumper.,17,30
9:08,276,Jarrod West Defensive Rebound.,17,30
8:59,276,Jannson Williams Turnover.,17,30
8:58,2148,Darian Peterson Steal.,17,30
8:52,276,Foul on Darius George.,17,30
8:52,2148,Trey Brisco missed Free Throw.,17,30
8:52,2148,Concord Deadball Team Rebound.,17,30
8:52,2148,Trey Brisco made Free Throw.,18,30
8:47,2148,Foul on Malik Johnson.,18,30
8:47,276,Jon Elmore made Free Throw.,18,31
8:47,276,Jon Elmore made Free Throw.,18,32
8:33,2148,Darian Peterson made Three Point Jumper. Assisted by Cal Cistaro.,21,32
8:20,276,Jon Elmore missed Jumper.,21,32
8:20,2148,Cal Cistaro Block.,21,32
8:19,2148,Brendon Chevannes Defensive Rebound.,21,32
8:16,2148,Brendon Chevannes Turnover.,21,32
8:09,276,Phil Bledsoe made Layup. Assisted by Jarrod West.,21,34
7:41,276,Foul on Dani Koljanin.,21,34
7:41,276,Official TV Timeout,21,34
7:41,2148,Trey Brisco made Free Throw.,22,34
7:41,2148,Trey Brisco made Free Throw.,23,34
7:32,276,Ot Elmore missed Three Point Jumper.,23,34
7:32,2148,Concord Defensive Rebound.,23,34
7:08,2148,Brendon Chevannes missed Layup.,23,34
7:08,2148,Concord Offensive Rebound.,23,34
7:03,2148,Brendon Chevannes Turnover.,23,34
7:02,276,Jarrod West Steal.,23,34
6:55,276,C.J. Burks made Jumper.,23,36
6:47,276,Foul on Ot Elmore.,23,36
6:29,2148,Cal Cistaro made Jumper. Assisted by Trey Shuff.,25,36
6:19,276,C.J. Burks made Three Point Jumper. Assisted by Jarrod West.,25,39
6:06,2148,Trey Shuff missed Layup.,25,39
6:06,276,Dani Koljanin Defensive Rebound.,25,39
5:57,276,Dani Koljanin missed Three Point Jumper.,25,39
5:57,2148,Cal Cistaro Defensive Rebound.,25,39
5:44,2148,Trey Shuff made Three Point Jumper. Assisted by Brendon Chevannes.,28,39
5:32,276,Ot Elmore missed Three Point Jumper.,28,39
5:32,2148,Darian Peterson Defensive Rebound.,28,39
5:17,2148,Darian Peterson made Jumper.,30,39
5:03,276,Foul on Dani Koljanin.,30,39
5:03,276,Dani Koljanin Turnover.,30,39
4:41,2148,Cal Cistaro missed Jumper.,30,39
4:41,276,C.J. Burks Defensive Rebound.,30,39
4:28,2148,Foul on Cal Cistaro.,30,39
4:28,276,Jon Elmore made Free Throw.,30,40
4:28,276,Jon Elmore missed Free Throw.,30,40
4:28,2148,Trey Brisco Defensive Rebound.,30,40
4:19,2148,Cal Cistaro Turnover.,30,40
4:18,276,Jon Elmore Steal.,30,40
4:13,2148,Foul on Brendon Chevannes.,30,40
4:13,276,Ajdin Penava made Free Throw.,30,41
4:13,276,Ajdin Penava missed Free Throw.,30,41
4:13,276,Darius George Offensive Rebound.,30,41
4:11,2148,Foul on Darian Peterson.,30,41
4:11,276,Darius George made Free Throw.,30,42
4:11,276,Darius George missed Free Throw.,30,42
4:11,2148,Trey Brisco Defensive Rebound.,30,42
4:01,2148,Concord  Timeout,30,42
4:01,276,Official TV Timeout,30,42
4:01,2148,Brendon Chevannes Turnover.,30,42
4:00,276,C.J. Burks Steal.,30,42
3:55,276,C.J. Burks missed Layup.,30,42
3:55,276,Ajdin Penava Offensive Rebound.,30,42
3:53,276,Ajdin Penava made Layup.,30,44
3:35,2148,Cal Cistaro Turnover.,30,44
3:34,276,Jon Elmore Steal.,30,44
3:24,276,C.J. Burks Turnover.,30,44
3:23,2148,Trey Brisco Steal.,30,44
3:20,2148,Trey Brisco missed Layup.,30,44
3:20,2148,Jyles Webster Offensive Rebound.,30,44
3:17,2148,Jyles Webster made Dunk.,32,44
3:05,276,Foul on Jarrod West.,32,44
3:05,276,Jarrod West Turnover.,32,44
2:46,2148,Foul on Jyles Webster.,32,44
2:46,2148,Jyles Webster Turnover.,32,44
2:39,2148,Foul on Brendon Chevannes.,32,44
2:39,276,Ajdin Penava made Free Throw.,32,45
2:39,276,Ajdin Penava made Free Throw.,32,46
2:28,2148,Brendon Chevannes missed Jumper.,32,46
2:28,276,C.J. Burks Defensive Rebound.,32,46
2:22,276,Jon Elmore missed Three Point Jumper.,32,46
2:22,276,C.J. Burks Offensive Rebound.,32,46
2:12,276,Ajdin Penava made Dunk. Assisted by Jon Elmore.,32,48
1:55,276,Foul on Jarrod West.,32,48
1:55,2148,Brendon Chevannes missed Free Throw.,32,48
1:55,276,Marshall Defensive Rebound.,32,48
1:55,2148,Foul on Trey Brisco.,32,48
1:55,276,Darius George made Free Throw.,32,49
1:55,276,Darius George missed Free Throw.,32,49
1:55,276,Darius George Offensive Rebound.,32,49
1:52,276,Darius George Turnover.,32,49
1:50,2148,Trey Radcliffe Steal.,32,49
1:45,276,Foul on Darius George.,32,49
1:45,2148,Trey Radcliffe made Free Throw.,33,49
1:45,2148,Trey Radcliffe missed Free Throw.,33,49
1:45,276,Ajdin Penava Defensive Rebound.,33,49
1:37,276,C.J. Burks made Dunk. Assisted by Jon Elmore.,33,51
1:26,2148,B.J. Hamlet made Three Point Jumper. Assisted by Trey Radcliffe.,36,51
1:09,276,Jon Elmore Turnover.,36,51
1:08,2148,Cal Cistaro Steal.,36,51
1:03,2148,Trey Radcliffe Turnover.,36,51
1:02,276,Jon Elmore Steal.,36,51
0:58,276,C.J. Burks made Layup. Assisted by Jon Elmore.,36,53
0:40,2148,Jyles Webster missed Jumper.,36,53
0:40,276,Jon Elmore Defensive Rebound.,36,53
0:33,276,Ajdin Penava missed Layup.,36,53
0:33,2148,Jyles Webster Defensive Rebound.,36,53
0:11,2148,Jyles Webster missed Layup.,36,53
0:11,276,Ajdin Penava Block.,36,53
0:10,276,Darius George Defensive Rebound.,36,53
0:05,276,Jon Elmore made Layup.,36,55
0:00,276,End of 1st half,36,55
19:48,2148,B.J. Hamlet made Three Point Jumper. Assisted by Trey Radcliffe.,39,55
19:33,276,Ajdin Penava made Jumper. Assisted by Jarrod West.,39,57
19:18,2148,B.J. Hamlet missed Three Point Jumper.,39,57
19:18,276,Marshall Defensive Rebound.,39,57
19:05,2148,Foul on Trey Shuff.,39,57
19:05,276,Ajdin Penava made Free Throw.,39,58
19:05,276,Ajdin Penava made Free Throw.,39,59
18:39,2148,B.J. Hamlet Turnover.,39,59
18:38,276,Jon Elmore Steal.,39,59
18:33,276,C.J. Burks missed Three Point Jumper.,39,59
18:33,276,C.J. Burks Offensive Rebound.,39,59
18:25,276,Darius George made Three Point Jumper. Assisted by Jon Elmore.,39,62
18:02,2148,Trey Brisco missed Layup.,39,62
18:02,276,Ajdin Penava Defensive Rebound.,39,62
17:55,276,Jon Elmore Turnover.,39,62
17:54,2148,Trey Radcliffe Steal.,39,62
17:49,2148,B.J. Hamlet made Three Point Jumper.,42,62
17:37,276,Ajdin Penava missed Three Point Jumper.,42,62
17:37,2148,Trey Radcliffe Defensive Rebound.,42,62
17:27,2148,Trey Radcliffe made Jumper.,44,62
17:18,276,C.J. Burks missed Three Point Jumper.,44,62
17:18,2148,Trey Radcliffe Defensive Rebound.,44,62
17:09,2148,Malik Johnson missed Jumper.,44,62
17:09,276,Darius George Defensive Rebound.,44,62
16:55,276,Jon Elmore missed Layup.,44,62
16:55,2148,B.J. Hamlet Defensive Rebound.,44,62
16:47,2148,B.J. Hamlet missed Three Point Jumper.,44,62
16:47,276,Ajdin Penava Defensive Rebound.,44,62
16:38,276,Jon Elmore missed Three Point Jumper.,44,62
16:38,2148,Malik Johnson Defensive Rebound.,44,62
16:14,2148,Trey Radcliffe missed Jumper.,44,62
16:14,2148,Trey Shuff Offensive Rebound.,44,62
16:07,2148,Trey Brisco made Three Point Jumper. Assisted by Malik Johnson.,47,62
15:51,276,C.J. Burks made Layup. Assisted by Darius George.,47,64
15:26,2148,Malik Johnson missed Jumper.,47,64
15:26,2148,Concord Offensive Rebound.,47,64
15:25,276,Foul on Darius George.,47,64
15:25,276,Official TV Timeout,47,64
15:25,2148,Trey Shuff missed Free Throw.,47,64
15:25,2148,Concord Deadball Team Rebound.,47,64
15:25,2148,Trey Shuff missed Free Throw.,47,64
15:25,2148,Trey Brisco Offensive Rebound.,47,64
15:24,276,Official TV Timeout,47,64
15:22,2148,Trey Brisco missed Layup.,47,64
15:22,276,Jon Elmore Defensive Rebound.,47,64
15:17,276,C.J. Burks made Layup. Assisted by Jon Elmore.,47,66
15:05,2148,B.J. Hamlet missed Three Point Jumper.,47,66
15:05,276,Ajdin Penava Defensive Rebound.,47,66
15:00,2148,Foul on Trey Brisco.,47,66
14:52,276,Darius George missed Three Point Jumper.,47,66
14:52,276,Ajdin Penava Offensive Rebound.,47,66
14:46,276,Ajdin Penava made Layup. Assisted by Jon Elmore.,47,68
14:24,2148,Malik Johnson missed Layup.,47,68
14:24,276,Ajdin Penava Block.,47,68
14:22,276,Ajdin Penava Defensive Rebound.,47,68
14:18,276,Darius George made Layup. Assisted by Jarrod West.,47,70
13:52,2148,Malik Johnson Turnover.,47,70
13:51,276,Ajdin Penava Steal.,47,70
13:43,276,C.J. Burks missed Layup.,47,70
13:43,276,Ajdin Penava Offensive Rebound.,47,70
13:37,276,C.J. Burks made Dunk.,47,72
13:15,2148,B.J. Hamlet made Three Point Jumper. Assisted by Jyles Webster.,50,72
13:04,276,Jon Elmore made Layup.,50,74
12:41,2148,Brendon Chevannes made Layup.,52,74
12:30,276,C.J. Burks missed Three Point Jumper.,52,74
12:30,2148,Trey Brisco Defensive Rebound.,52,74
12:17,2148,Jyles Webster missed Layup.,52,74
12:17,276,Ajdin Penava Block.,52,74
12:16,276,Jon Elmore Defensive Rebound.,52,74
12:12,276,C.J. Burks made Layup.,52,76
12:00,2148,Jyles Webster missed Layup.,52,76
12:00,276,Ajdin Penava Block.,52,76
11:59,276,C.J. Burks Defensive Rebound.,52,76
11:55,276,Jon Elmore made Layup. Assisted by C.J. Burks.,52,78
11:46,2148,Brendon Chevannes Turnover.,52,78
11:45,276,Jon Elmore Steal.,52,78
11:44,2148,Foul on Brendon Chevannes.,52,78
11:44,276,Official TV Timeout,52,78
11:44,276,Jon Elmore made Free Throw.,52,79
11:44,276,Jon Elmore made Free Throw.,52,80
11:31,276,Foul on Jannson Williams.,52,80
11:31,2148,Jyles Webster missed Free Throw.,52,80
11:31,2148,Concord Deadball Team Rebound.,52,80
11:31,2148,Jyles Webster made Free Throw.,53,80
11:16,276,Jarrod West made Three Point Jumper. Assisted by Dani Koljanin.,53,83
10:56,2148,Jyles Webster missed Layup.,53,83
10:56,2148,Jyles Webster Offensive Rebound.,53,83
10:55,2148,Jyles Webster missed Layup.,53,83
10:55,276,Dani Koljanin Defensive Rebound.,53,83
10:50,276,Dani Koljanin missed Layup.,53,83
10:50,2148,Jyles Webster Defensive Rebound.,53,83
10:44,2148,B.J. Hamlet made Three Point Jumper.,56,83
10:28,276,Jannson Williams made Dunk. Assisted by Jon Elmore.,56,85
10:14,2148,B.J. Hamlet missed Layup.,56,85
10:14,276,Jannson Williams Defensive Rebound.,56,85
10:04,276,Jon Elmore Turnover.,56,85
9:55,2148,Darian Peterson Turnover.,56,85
9:36,276,Dani Koljanin missed Three Point Jumper.,56,85
9:36,2148,Jyles Webster Defensive Rebound.,56,85
9:17,2148,Trey Radcliffe missed Three Point Jumper.,56,85
9:17,276,Marshall Defensive Rebound.,56,85
9:05,2148,Foul on Antonio Patterson.,56,85
9:05,276,Jon Elmore missed Free Throw.,56,85
9:05,276,Marshall Deadball Team Rebound.,56,85
9:05,276,Jon Elmore made Free Throw.,56,86
9:00,2148,Trey Radcliffe Turnover.,56,86
8:58,276,C.J. Burks Steal.,56,86
8:56,276,Jon Elmore made Dunk. Assisted by C.J. Burks.,56,88
8:31,2148,Antonio Patterson missed Three Point Jumper.,56,88
8:31,2148,Jyles Webster Offensive Rebound.,56,88
8:27,2148,Jyles Webster missed Layup.,56,88
8:27,276,C.J. Burks Defensive Rebound.,56,88
8:18,276,Foul on C.J. Burks.,56,88
8:18,276,C.J. Burks Turnover.,56,88
8:09,2148,Jyles Webster made Layup. Assisted by Antonio Patterson.,58,88
7:56,276,Jannson Williams missed Jumper.,58,88
7:56,2148,Trey Radcliffe Defensive Rebound.,58,88
7:46,2148,Darian Peterson made Three Point Jumper. Assisted by Malik Johnson.,61,88
7:32,2148,Foul on Malik Johnson.,61,88
7:32,276,Official TV Timeout,61,88
7:32,276,Jon Elmore made Free Throw.,61,89
7:32,276,Jon Elmore made Free Throw.,61,90
7:14,2148,Trey Radcliffe made Three Point Jumper.,64,90
7:01,2148,Foul on Trey Radcliffe.,64,90
6:57,2148,Foul on Trey Shuff.,64,90
6:57,276,Jannson Williams missed Free Throw.,64,90
6:57,276,Marshall Deadball Team Rebound.,64,90
6:57,276,Jannson Williams made Free Throw.,64,91
6:36,2148,Trey Radcliffe missed Layup.,64,91
6:36,2148,Concord Offensive Rebound.,64,91
6:31,2148,Antonio Patterson made Layup.,66,91
6:20,276,Jon Elmore made Layup.,66,93
6:05,2148,Darian Peterson Turnover.,66,93
5:56,276,Jarrod West missed Three Point Jumper.,66,93
5:56,2148,Darian Peterson Defensive Rebound.,66,93
5:47,2148,Malik Johnson made Three Point Jumper. Assisted by Trey Radcliffe.,69,93
5:39,2148,Foul on Malik Johnson.,69,93
5:39,276,Jannson Williams made Free Throw.,69,94
5:39,276,Jannson Williams made Free Throw.,69,95
5:16,2148,Antonio Patterson Turnover.,69,95
5:15,276,Darius George Steal.,69,95
5:10,276,Christian Thieneman missed Three Point Jumper.,69,95
5:10,276,Phil Bledsoe Offensive Rebound.,69,95
5:06,276,Phil Bledsoe missed Jumper.,69,95
5:06,2148,Darian Peterson Defensive Rebound.,69,95
4:59,2148,Malik Johnson missed Three Point Jumper.,69,95
4:59,276,Christian Thieneman Defensive Rebound.,69,95
4:47,276,Darius George made Three Point Jumper. Assisted by Jarrod West.,69,98
4:28,2148,Antonio Patterson missed Jumper.,69,98
4:28,2148,Trey Shuff Offensive Rebound.,69,98
4:21,2148,Trey Radcliffe missed Three Point Jumper.,69,98
4:21,276,Jarrod West Defensive Rebound.,69,98
4:15,276,Jarrod West Turnover.,69,98
4:13,2148,Antonio Patterson Steal.,69,98
4:12,2148,Antonio Patterson Turnover.,69,98
4:11,276,Jannson Williams Steal.,69,98
4:10,2148,Foul on Antonio Patterson.,69,98
4:10,276,Christian Thieneman missed Free Throw.,69,98
4:10,276,Marshall Deadball Team Rebound.,69,98
4:10,276,Christian Thieneman made Free Throw.,69,99
3:45,2148,Brendon Chevannes Turnover.,69,99
3:45,276,Official TV Timeout,69,99
3:39,276,Christian Thieneman made Layup.,69,101
3:18,2148,Colby Hill missed Three Point Jumper.,69,101
3:18,276,Will Fenton Defensive Rebound.,69,101
3:07,276,Christian Thieneman missed Three Point Jumper.,69,101
3:07,2148,Cal Cistaro Defensive Rebound.,69,101
2:50,2148,Brendon Chevannes missed Layup.,69,101
2:50,2148,Jafar Musa Offensive Rebound.,69,101
2:46,2148,Jafar Musa missed Layup.,69,101
2:46,276,Phil Bledsoe Defensive Rebound.,69,101
2:41,276,Phil Bledsoe missed Three Point Jumper.,69,101
2:41,2148,Colby Hill Defensive Rebound.,69,101
2:17,2148,David Bea Mulumba missed Three Point Jumper.,69,101
2:17,276,Will Fenton Defensive Rebound.,69,101
2:00,276,Christian Thieneman Turnover.,69,101
1:44,2148,Cal Cistaro missed Three Point Jumper.,69,101
1:44,276,Ot Elmore Defensive Rebound.,69,101
1:36,276,Phil Bledsoe made Jumper. Assisted by Marcus Reed.,69,103
1:22,2148,Brendon Chevannes missed Layup.,69,103
1:22,276,Marcus Reed Defensive Rebound.,69,103
1:16,276,Ot Elmore made Three Point Jumper. Assisted by Marcus Reed.,69,106
0:53,2148,David Bea Mulumba missed Jumper.,69,106
0:53,276,Marcus Reed Defensive Rebound.,69,106
0:44,276,Christian Thieneman missed Layup.,69,106
0:44,2148,David Bea Mulumba Defensive Rebound.,69,106
0:39,276,Foul on Marcus Reed.,69,106
0:39,2148,Colby Hill made Free Throw.,70,106
0:39,2148,Colby Hill missed Free Throw.,70,106
0:39,276,Christian Thieneman Defensive Rebound.,70,106
0:27,276,Ot Elmore missed Three Point Jumper.,70,106
0:27,2148,Cal Cistaro Defensive Rebound.,70,106
0:11,2148,Brendon Chevannes missed Three Point Jumper.,70,106
0:11,276,Phil Bledsoe Defensive Rebound.,70,106
0:00,276,End of Game,70,106
