North Florida,99,LSU,2454
9:02,2454,Ryan Burkhardt missed Three Point Jumper.,14,23
9:02,99,Tremont Waters Defensive Rebound.,14,23
8:55,2454,Foul on Trip Day.,14,23
8:55,99,Galen Alexander made Free Throw.,14,24
8:55,99,Galen Alexander missed Free Throw.,14,24
8:55,2454,Wajid Aminu Defensive Rebound.,14,24
8:38,2454,J.T. Escobar Turnover.,14,24
8:37,99,Galen Alexander Steal.,14,24
8:30,99,Duop Reath missed Layup.,14,24
8:30,2454,Wajid Aminu Block.,14,24
8:27,2454,Emmanuel Lambright Defensive Rebound.,14,24
8:25,2454,Emmanuel Lambright Turnover.,14,24
8:24,99,Daryl Edwards Steal.,14,24
8:12,99,Duop Reath made Jumper. Assisted by Tremont Waters.,14,26
8:00,2454,Wajid Aminu missed Jumper.,14,26
8:00,99,Brandon Rachal Defensive Rebound.,14,26
7:51,99,Duop Reath made Jumper. Assisted by Brandon Rachal.,14,28
7:23,2454,Emmanuel Lambright missed Three Point Jumper.,14,28
7:23,99,Duop Reath Defensive Rebound.,14,28
7:16,99,Daryl Edwards made Three Point Jumper. Assisted by Tremont Waters.,14,31
7:14,2454,North Florida  Timeout,14,31
6:53,2454,Osborn Blount missed Three Point Jumper.,14,31
6:53,99,Randy Onwuasor Defensive Rebound.,14,31
6:27,99,Aaron Epps made Layup. Assisted by Tremont Waters.,14,33
6:08,2454,J.T. Escobar missed Jumper.,14,33
6:08,99,Aaron Epps Defensive Rebound.,14,33
6:01,99,Daryl Edwards made Three Point Jumper. Assisted by Randy Onwuasor.,14,36
5:47,99,Foul on Aaron Epps.,14,36
5:47,2454,Trip Day missed Free Throw.,14,36
5:47,2454,North Florida Deadball Team Rebound.,14,36
5:47,2454,Trip Day made Free Throw.,15,36
5:26,99,Duop Reath made Jumper.,15,38
5:03,2454,Ivan Gandia-Rosa missed Three Point Jumper.,15,38
5:03,99,Randy Onwuasor Defensive Rebound.,15,38
4:53,99,Randy Onwuasor missed Three Point Jumper.,15,38
4:53,2454,Trip Day Defensive Rebound.,15,38
4:44,2454,Ivan Gandia-Rosa Turnover.,15,38
4:31,99,Skylar Mays Turnover.,15,38
4:31,99,Foul on Skylar Mays.,15,38
4:18,2454,Noah Horchler missed Three Point Jumper.,15,38
4:18,99,Galen Alexander Defensive Rebound.,15,38
4:01,99,Marshall Graves missed Three Point Jumper.,15,38
4:01,99,Randy Onwuasor Offensive Rebound.,15,38
3:50,99,Duop Reath made Jumper. Assisted by Skylar Mays.,15,40
3:29,2454,Wajid Aminu missed Jumper.,15,40
3:29,99,Duop Reath Defensive Rebound.,15,40
3:21,2454,Foul on Brian Coffey II.,15,40
3:21,99,Official TV Timeout,15,40
3:03,99,Skylar Mays missed Layup.,15,40
3:03,99,Galen Alexander Offensive Rebound.,15,40
3:02,99,Galen Alexander made Layup.,15,42
2:51,2454,Brian Coffey II Turnover.,15,42
2:50,99,Randy Onwuasor Steal.,15,42
2:46,99,Randy Onwuasor made Layup.,15,44
2:25,2454,Osborn Blount missed Layup.,15,44
2:25,2454,Wajid Aminu Offensive Rebound.,15,44
2:23,2454,Wajid Aminu made Layup.,17,44
2:14,99,Randy Onwuasor missed Jumper.,17,44
2:14,99,Randy Onwuasor Offensive Rebound.,17,44
2:06,99,Tremont Waters made Layup.,17,46
1:54,2454,Osborn Blount made Layup.,19,46
1:43,99,Mayan Kiir made Jumper. Assisted by Galen Alexander.,19,48
1:43,2454,Foul on Wajid Aminu.,19,48
1:43,99,Mayan Kiir made Free Throw.,19,49
1:21,99,Foul on Randy Onwuasor.,19,49
1:21,2454,Osborn Blount made Free Throw.,20,49
1:21,2454,Osborn Blount made Free Throw.,21,49
1:10,99,Mayan Kiir made Dunk.,21,51
0:59,2454,Trip Day Turnover.,21,51
0:58,99,Brandon Rachal Steal.,21,51
0:50,99,Brandon Rachal missed Jumper.,21,51
0:50,99,Skylar Mays Offensive Rebound.,21,51
0:37,99,Tremont Waters made Three Point Jumper. Assisted by Skylar Mays.,21,54
0:07,2454,Ivan Gandia-Rosa made Layup.,23,54
0:01,99,Randy Onwuasor missed Three Point Jumper.,23,54
0:01,99,LSU Offensive Rebound.,23,54
0:00,99,End of 1st half,23,54
19:34,2454,Ivan Gandia-Rosa missed Jumper.,23,54
19:34,2454,Noah Horchler Offensive Rebound.,23,54
19:29,2454,Ryan Burkhardt made Three Point Jumper. Assisted by Noah Horchler.,26,54
19:02,99,Aaron Epps missed Dunk.,26,54
19:02,2454,Noah Horchler Block.,26,54
19:02,2454,North Florida Defensive Rebound.,26,54
18:49,2454,Wajid Aminu missed Jumper.,26,54
18:49,99,Aaron Epps Defensive Rebound.,26,54
18:41,99,Tremont Waters made Three Point Jumper. Assisted by Daryl Edwards.,26,57
18:24,2454,Ryan Burkhardt Turnover.,26,57
18:23,99,Skylar Mays Steal.,26,57
18:22,99,Skylar Mays made Layup.,26,59
18:04,2454,Ivan Gandia-Rosa missed Layup.,26,59
18:04,99,Aaron Epps Defensive Rebound.,26,59
17:34,99,Daryl Edwards made Layup.,26,61
17:19,2454,Noah Horchler Turnover.,26,61
17:18,99,Tremont Waters Steal.,26,61
17:16,99,Tremont Waters made Layup.,26,63
17:09,2454,Noah Horchler Turnover.,26,63
16:49,99,Skylar Mays missed Dunk.,26,63
16:49,99,Aaron Epps Offensive Rebound.,26,63
16:34,99,Tremont Waters missed Three Point Jumper.,26,63
16:34,99,Aaron Epps Offensive Rebound.,26,63
16:30,99,Aaron Epps made Layup.,26,65
16:19,2454,Wajid Aminu missed Layup.,26,65
16:19,99,Duop Reath Block.,26,65
16:19,99,LSU Defensive Rebound.,26,65
16:06,99,Duop Reath made Dunk. Assisted by Skylar Mays.,26,67
16:06,2454,Foul on Wajid Aminu.,26,67
16:06,99,Duop Reath made Free Throw.,26,68
15:54,2454,Benedikt Haid made Three Point Jumper. Assisted by Osborn Blount.,29,68
15:32,99,Aaron Epps made Dunk. Assisted by Skylar Mays.,29,70
15:32,2454,Foul on Trip Day.,29,70
15:32,99,Official TV Timeout,29,70
15:32,99,Aaron Epps made Free Throw.,29,71
15:09,2454,Brian Coffey II missed Three Point Jumper.,29,71
15:09,99,Aaron Epps Defensive Rebound.,29,71
14:59,99,Skylar Mays missed Three Point Jumper.,29,71
14:59,99,Duop Reath Offensive Rebound.,29,71
14:55,99,Duop Reath made Jumper.,29,73
14:44,99,Foul on Tremont Waters.,29,73
14:33,2454,Benedikt Haid Turnover.,29,73
14:23,99,Aaron Epps made Dunk. Assisted by Tremont Waters.,29,75
13:54,2454,Trip Day missed Three Point Jumper.,29,75
13:54,99,Randy Onwuasor Defensive Rebound.,29,75
13:34,99,Wayde Sims missed Jumper.,29,75
13:34,2454,Trip Day Defensive Rebound.,29,75
13:34,99,Foul on Randy Onwuasor.,29,75
13:22,99,Foul on Tremont Waters.,29,75
13:15,2454,Trip Day made Layup. Assisted by Brian Coffey II.,31,75
13:05,99,Aaron Epps made Layup. Assisted by Tremont Waters.,31,77
13:05,2454,Foul on Trip Day.,31,77
13:05,99,Aaron Epps missed Free Throw.,31,77
13:05,2454,Trip Day Defensive Rebound.,31,77
12:53,2454,Osborn Blount missed Three Point Jumper.,31,77
12:53,99,Brandon Sampson Defensive Rebound.,31,77
12:46,99,Brandon Sampson missed Three Point Jumper.,31,77
12:46,2454,North Florida Defensive Rebound.,31,77
12:25,2454,Ivan Gandia-Rosa missed Three Point Jumper.,31,77
12:25,99,Duop Reath Defensive Rebound.,31,77
12:13,99,Wayde Sims missed Three Point Jumper.,31,77
12:13,99,LSU Deadball Team Rebound.,31,77
12:12,2454,Foul on J.T. Escobar.,31,77
11:54,99,Brandon Sampson made Layup. Assisted by Tremont Waters.,31,79
11:37,2454,Ivan Gandia-Rosa missed Three Point Jumper.,31,79
11:37,99,Brandon Sampson Defensive Rebound.,31,79
11:27,99,Randy Onwuasor made Dunk. Assisted by Tremont Waters.,31,81
11:19,2454,J.T. Escobar made Three Point Jumper. Assisted by Ivan Gandia-Rosa.,34,81
10:59,99,Randy Onwuasor missed Layup.,34,81
10:59,2454,Noah Horchler Block.,34,81
10:57,2454,Noah Horchler Defensive Rebound.,34,81
10:55,2454,Noah Horchler Turnover.,34,81
10:55,99,Official TV Timeout,34,81
10:35,99,Wayde Sims missed Jumper.,34,81
10:35,2454,Ryan Burkhardt Defensive Rebound.,34,81
10:26,2454,Ryan Burkhardt Turnover.,34,81
10:25,99,Tremont Waters Steal.,34,81
10:22,99,Tremont Waters missed Jumper.,34,81
10:22,99,Skylar Mays Offensive Rebound.,34,81
10:19,99,Tremont Waters missed Three Point Jumper.,34,81
10:19,2454,Noah Horchler Defensive Rebound.,34,81
10:11,2454,Ryan Burkhardt missed Three Point Jumper.,34,81
10:11,99,Skylar Mays Defensive Rebound.,34,81
10:00,99,Wayde Sims made Three Point Jumper. Assisted by Skylar Mays.,34,84
9:56,2454,North Florida  Timeout,34,84
9:34,2454,J.T. Escobar made Layup.,36,84
9:19,99,Duop Reath missed Jumper.,36,84
9:19,2454,Noah Horchler Defensive Rebound.,36,84
9:12,2454,J.T. Escobar missed Three Point Jumper.,36,84
9:12,2454,Ryan Burkhardt Offensive Rebound.,36,84
9:06,2454,J.T. Escobar made Three Point Jumper. Assisted by Ryan Burkhardt.,39,84
9:03,99,LSU  Timeout,39,84
8:50,99,Duop Reath missed Layup.,39,84
8:50,2454,Trip Day Defensive Rebound.,39,84
8:34,2454,Brian Coffey II Turnover.,39,84
8:33,99,Randy Onwuasor Steal.,39,84
8:30,99,Randy Onwuasor made Layup.,39,86
8:11,2454,Benedikt Haid Turnover.,39,86
8:08,99,Randy Onwuasor Steal.,39,86
8:07,99,Wayde Sims made Layup. Assisted by Brandon Sampson.,39,88
7:31,2454,North Florida  Turnover.,39,88
7:31,99,Official TV Timeout,39,88
7:21,99,Mayan Kiir made Layup.,39,90
7:00,2454,Benedikt Haid made Three Point Jumper.,42,90
6:38,99,Mayan Kiir Turnover.,42,90
6:37,2454,Osborn Blount Steal.,42,90
6:26,2454,Trip Day missed Three Point Jumper.,42,90
6:26,99,Galen Alexander Defensive Rebound.,42,90
6:17,99,Marshall Graves Turnover.,42,90
6:17,2454,Trip Day Steal.,42,90
6:11,2454,Benedikt Haid missed Three Point Jumper.,42,90
6:11,99,Aaron Epps Defensive Rebound.,42,90
5:50,99,Marshall Graves made Jumper.,42,92
5:36,2454,Noah Horchler made Three Point Jumper.,45,92
5:09,99,Aaron Epps missed Jumper.,45,92
5:09,2454,Wajid Aminu Block.,45,92
5:08,2454,North Florida Defensive Rebound.,45,92
4:52,2454,Wajid Aminu missed Jumper.,45,92
4:52,99,Mayan Kiir Defensive Rebound.,45,92
4:46,99,Galen Alexander made Three Point Jumper. Assisted by Mayan Kiir.,45,95
4:26,2454,Wajid Aminu made Jumper.,47,95
4:10,99,Brandon Rachal missed Jumper.,47,95
4:10,2454,Noah Horchler Defensive Rebound.,47,95
3:57,2454,Wajid Aminu made Three Point Jumper. Assisted by Ivan Gandia-Rosa.,50,95
3:40,99,Marshall Graves made Three Point Jumper.,50,98
3:25,2454,Ivan Gandia-Rosa made Jumper.,52,98
3:17,2454,Foul on Ivan Gandia-Rosa.,52,98
3:17,99,Official TV Timeout,52,98
3:03,99,Marshall Graves made Layup.,52,100
2:54,2454,Osborn Blount missed Jumper.,52,100
2:54,99,Marshall Graves Defensive Rebound.,52,100
2:39,99,Mayan Kiir missed Jumper.,52,100
2:39,99,Galen Alexander Offensive Rebound.,52,100
2:36,99,Galen Alexander made Dunk.,52,102
2:19,2454,Benedikt Haid Turnover.,52,102
2:18,99,Brandon Rachal Steal.,52,102
2:09,99,Reed Vial missed Three Point Jumper.,52,102
2:09,2454,Trip Day Defensive Rebound.,52,102
1:38,2454,Brian Coffey II missed Jumper.,52,102
1:38,99,Mayan Kiir Defensive Rebound.,52,102
1:32,99,Brandon Rachal Turnover.,52,102
1:22,2454,Brian Coffey II missed Jumper.,52,102
1:22,99,Mayan Kiir Block.,52,102
1:21,99,Marshall Graves Defensive Rebound.,52,102
1:17,99,Marshall Graves Turnover.,52,102
1:16,2454,Osborn Blount Steal.,52,102
1:10,2454,Osborn Blount missed Layup.,52,102
1:10,99,Mayan Kiir Defensive Rebound.,52,102
1:02,99,Galen Alexander missed Three Point Jumper.,52,102
1:02,99,Mayan Kiir Offensive Rebound.,52,102
1:00,2454,Foul on Trip Day.,52,102
1:00,99,Mayan Kiir made Free Throw.,52,103
1:00,99,Mayan Kiir made Free Throw.,52,104
0:42,2454,Osborn Blount missed Three Point Jumper.,52,104
0:42,99,Brandon Rachal Defensive Rebound.,52,104
0:31,99,Brandon Rachal missed Three Point Jumper.,52,104
0:31,2454,Noah Horchler Defensive Rebound.,52,104
0:00,99,End of Game,52,104
