Western Kentucky,2046,Austin Peay,98
13:51,2046,Foul on Tre' Ivory.,13,5
13:06,98,Foul on Justin Johnson.,13,5
13:06,98,Justin Johnson Turnover.,13,5
12:51,2046,Ed Stephens made Three Point Jumper. Assisted by Tre' Ivory.,13,8
12:38,98,Tyler Miller missed Three Point Jumper.,13,8
12:38,2046,Tre' Ivory Defensive Rebound.,13,8
12:24,98,Foul on Dwight Coleby.,13,8
12:07,2046,Ed Stephens made Three Point Jumper. Assisted by Chris Porter-Bunton.,13,11
11:35,98,Lamonte Bearden made Layup.,15,11
11:08,2046,Official TV Timeout,15,11
10:59,2046,Chris Porter-Bunton missed Three Point Jumper.,15,11
10:59,98,Marek Nelson Block.,15,11
10:53,2046,Chris Porter-Bunton Offensive Rebound.,15,11
10:47,2046,Austin Peay  Turnover.,15,11
10:38,98,Taveion Hollingsworth missed Three Point Jumper.,15,11
10:38,2046,Chris Porter-Bunton Defensive Rebound.,15,11
10:30,2046,Chris Porter-Bunton Turnover.,15,11
10:27,98,Lamonte Bearden Steal.,15,11
10:24,98,Darius Thompson made Layup. Assisted by Lamonte Bearden.,17,11
10:10,2046,Terry Taylor made Jumper.,17,13
10:02,98,Taveion Hollingsworth made Layup.,19,13
9:38,2046,Chris Porter-Bunton missed Jumper.,19,13
9:38,2046,Terry Taylor Offensive Rebound.,19,13
9:32,2046,Terry Taylor missed Jumper.,19,13
9:32,98,Lamonte Bearden Defensive Rebound.,19,13
9:26,98,Darius Thompson made Dunk. Assisted by Lamonte Bearden.,21,13
9:22,2046,Austin Peay  Timeout,21,13
9:13,2046,Tre' Ivory Turnover.,21,13
8:55,2046,Foul on Terry Taylor.,21,13
8:55,98,Marek Nelson missed Free Throw.,21,13
8:55,98,Western Kentucky Deadball Team Rebound.,21,13
8:55,98,Marek Nelson missed Free Throw.,21,13
8:55,2046,Chris Porter-Bunton Defensive Rebound.,21,13
8:39,2046,Steve Harris made Jumper.,21,15
8:15,2046,Foul on Tre' Ivory.,21,15
8:04,98,Justin Johnson Turnover.,21,15
8:02,2046,Steve Harris Steal.,21,15
7:57,2046,Steve Harris made Layup.,21,17
7:41,98,Lamonte Bearden made Layup.,23,17
7:41,2046,Foul on Chris Porter-Bunton.,23,17
7:41,2046,Official TV Timeout,23,17
7:41,98,Lamonte Bearden made Free Throw.,24,17
7:32,2046,Dayton Gumm missed Layup.,24,17
7:32,2046,Averyl Ugba Offensive Rebound.,24,17
7:27,98,Foul on Justin Johnson.,24,17
7:27,2046,Averyl Ugba made Free Throw.,24,18
7:27,2046,Averyl Ugba made Free Throw.,24,19
7:15,98,Darius Thompson missed Three Point Jumper.,24,19
7:15,2046,Terry Taylor Defensive Rebound.,24,19
6:52,2046,Averyl Ugba missed Jumper.,24,19
6:52,98,Taveion Hollingsworth Defensive Rebound.,24,19
6:21,98,Taveion Hollingsworth missed Jumper.,24,19
6:21,2046,Dayton Gumm Defensive Rebound.,24,19
6:15,98,Foul on Darius Thompson.,24,19
6:15,2046,Dayton Gumm made Free Throw.,24,20
6:15,2046,Dayton Gumm made Free Throw.,24,21
5:48,98,Marek Nelson missed Layup.,24,21
5:48,98,Dwight Coleby Offensive Rebound.,24,21
5:43,98,Dwight Coleby made Dunk.,26,21
5:26,2046,Steve Harris made Jumper.,26,23
5:01,98,Lamonte Bearden Turnover.,26,23
5:00,2046,Averyl Ugba Steal.,26,23
4:56,2046,Zach Glotta Turnover.,26,23
4:54,98,Darius Thompson Steal.,26,23
4:51,98,Lamonte Bearden missed Layup.,26,23
4:51,2046,Terry Taylor Block.,26,23
4:45,2046,Dayton Gumm Defensive Rebound.,26,23
4:29,2046,Zach Glotta missed Three Point Jumper.,26,23
4:29,2046,Dayton Gumm Offensive Rebound.,26,23
4:21,2046,Dayton Gumm made Jumper.,26,25
3:51,98,Foul on Taveion Hollingsworth.,26,25
3:51,98,Taveion Hollingsworth Turnover.,26,25
3:51,2046,Official TV Timeout,26,25
3:23,2046,Ed Stephens made Layup.,26,27
2:54,2046,Foul on Averyl Ugba.,26,27
2:54,98,Dwight Coleby missed Free Throw.,26,27
2:54,98,Western Kentucky Deadball Team Rebound.,26,27
2:54,98,Dwight Coleby missed Free Throw.,26,27
2:54,2046,Averyl Ugba Defensive Rebound.,26,27
2:54,2046,Dayton Gumm missed Jumper.,26,27
2:54,98,Darius Thompson Defensive Rebound.,26,27
2:40,2046,Foul on Averyl Ugba.,26,27
2:25,98,Lamonte Bearden made Free Throw.,27,27
2:23,98,Lamonte Bearden made Free Throw.,28,27
2:00,98,Foul on Darius Thompson.,28,27
2:00,2046,Terry Taylor made Free Throw.,28,28
2:00,2046,Terry Taylor made Free Throw.,28,29
1:33,98,Lamonte Bearden missed Three Point Jumper.,28,29
1:33,2046,Terry Taylor Defensive Rebound.,28,29
1:15,2046,Terry Taylor missed Three Point Jumper.,28,29
1:15,98,Tyler Miller Defensive Rebound.,28,29
1:02,98,Dwight Coleby missed Layup.,28,29
1:02,98,Lamonte Bearden Offensive Rebound.,28,29
0:55,98,Foul on Lamonte Bearden.,28,29
0:55,98,Lamonte Bearden made Two Point Tip Shot.,30,29
0:55,2046,Dayton Gumm missed Free Throw.,30,29
0:55,2046,Austin Peay Deadball Team Rebound.,30,29
0:55,2046,Dayton Gumm made Free Throw.,30,30
0:39,98,Lamonte Bearden Turnover.,30,30
0:19,2046,Steve Harris missed Jumper.,30,30
0:19,2046,Terry Taylor Offensive Rebound.,30,30
0:13,2046,Terry Taylor made Layup.,30,32
0:01,98,Dwight Coleby missed Layup.,30,32
0:01,2046,Dayton Gumm Defensive Rebound.,30,32
0:00,2046,End of 1st half,30,32
19:38,2046,Averyl Ugba missed Jumper.,30,32
19:38,2046,Chris Porter-Bunton Offensive Rebound.,30,32
19:25,2046,Averyl Ugba missed Layup.,30,32
19:25,2046,Averyl Ugba Offensive Rebound.,30,32
19:17,2046,Averyl Ugba made Two Point Tip Shot.,30,34
18:56,98,Darius Thompson missed Layup.,30,34
18:56,2046,Averyl Ugba Defensive Rebound.,30,34
18:37,2046,Dayton Gumm made Layup.,30,36
18:18,98,Justin Johnson made Layup. Assisted by Darius Thompson.,32,36
18:08,2046,Averyl Ugba made Three Point Jumper. Assisted by Tre' Ivory.,32,39
17:48,98,Darius Thompson made Three Point Jumper. Assisted by Lamonte Bearden.,35,39
17:37,98,Foul on Lamonte Bearden.,35,39
17:37,2046,Dayton Gumm missed Free Throw.,35,39
17:37,2046,Austin Peay Deadball Team Rebound.,35,39
17:37,2046,Dayton Gumm missed Free Throw.,35,39
17:37,98,Dwight Coleby Defensive Rebound.,35,39
17:37,98,Darius Thompson made Three Point Jumper.,38,39
17:34,2046,Chris Porter-Bunton made Three Point Jumper. Assisted by Tre' Ivory.,38,42
17:28,2046,Foul on Averyl Ugba.,38,42
17:14,98,Darius Thompson missed Three Point Jumper.,38,42
17:14,98,Dwight Coleby Offensive Rebound.,38,42
17:01,2046,Foul on Tre' Ivory.,38,42
16:49,2046,Foul on Chris Porter-Bunton.,38,42
16:49,98,Taveion Hollingsworth made Free Throw.,39,42
16:49,98,Taveion Hollingsworth made Free Throw.,40,42
16:31,2046,Richard Henderson missed Jumper.,40,42
16:31,98,Justin Johnson Defensive Rebound.,40,42
16:22,98,Dwight Coleby missed Layup.,40,42
16:22,98,Justin Johnson Offensive Rebound.,40,42
16:17,98,Justin Johnson missed Two Point Tip Shot.,40,42
16:17,2046,Richard Henderson Defensive Rebound.,40,42
16:12,2046,Zach Glotta Turnover.,40,42
16:11,98,Dwight Coleby Steal.,40,42
16:07,98,Dwight Coleby made Dunk. Assisted by Lamonte Bearden.,42,42
15:39,2046,Richard Henderson missed Jumper.,42,42
15:39,2046,Terry Taylor Offensive Rebound.,42,42
15:31,2046,Terry Taylor Turnover.,42,42
15:29,98,Darius Thompson Steal.,42,42
15:26,98,Taveion Hollingsworth made Three Point Jumper. Assisted by Lamonte Bearden.,45,42
15:07,2046,Richard Henderson missed Layup.,45,42
15:07,98,Justin Johnson Defensive Rebound.,45,42
15:01,98,Darius Thompson missed Three Point Jumper.,45,42
15:01,98,Taveion Hollingsworth Offensive Rebound.,45,42
14:44,98,Darius Thompson made Dunk.,47,42
14:32,2046,Dayton Gumm Turnover.,47,42
14:30,98,Darius Thompson Steal.,47,42
14:26,98,Lamonte Bearden made Layup.,49,42
14:23,2046,Austin Peay  Timeout,49,42
14:14,98,Foul on Lamonte Bearden.,49,42
14:14,2046,Official TV Timeout,49,42
13:56,2046,Averyl Ugba missed Layup.,49,42
13:56,2046,Averyl Ugba Offensive Rebound.,49,42
13:56,98,Foul on Tyler Miller.,49,42
13:43,2046,Ed Stephens missed Jumper.,49,42
13:43,2046,Averyl Ugba Offensive Rebound.,49,42
13:24,2046,Averyl Ugba missed Jumper.,49,42
13:24,98,Tyler Miller Defensive Rebound.,49,42
13:17,98,Dwight Coleby missed Dunk.,49,42
13:17,2046,Tre' Ivory Defensive Rebound.,49,42
12:46,98,Foul on Tyler Miller.,49,42
12:46,2046,Terry Taylor made Free Throw.,49,43
12:46,2046,Terry Taylor made Free Throw.,49,44
12:46,2046,Terry Taylor made Free Throw.,49,45
12:29,98,Justin Johnson Turnover.,49,45
12:28,2046,Chris Porter-Bunton Steal.,49,45
12:23,2046,Ed Stephens made Three Point Jumper. Assisted by Tre' Ivory.,49,48
11:54,98,Taveion Hollingsworth made Jumper.,51,48
11:25,2046,Chris Porter-Bunton Turnover.,51,48
11:25,2046,Official TV Timeout,51,48
11:05,98,Tyler Miller missed Three Point Jumper.,51,48
11:05,2046,Terry Taylor Defensive Rebound.,51,48
10:45,2046,Tre' Ivory Turnover.,51,48
10:44,98,Darius Thompson Steal.,51,48
10:42,98,Darius Thompson made Dunk.,53,48
10:20,2046,Ed Stephens missed Three Point Jumper.,53,48
10:20,2046,Averyl Ugba Offensive Rebound.,53,48
10:12,2046,Tre' Ivory missed Jumper.,53,48
10:12,2046,Richard Henderson Offensive Rebound.,53,48
9:51,98,Dwight Coleby Turnover.,53,48
9:51,2046,Chris Porter-Bunton Steal.,53,48
9:24,2046,Tre' Ivory Turnover.,53,48
9:22,98,Darius Thompson Steal.,53,48
9:19,98,Taveion Hollingsworth made Layup. Assisted by Darius Thompson.,55,48
8:56,2046,Steve Harris missed Jumper.,55,48
8:56,98,Dwight Coleby Block.,55,48
8:53,98,Justin Johnson Defensive Rebound.,55,48
8:47,98,Dwight Coleby made Layup. Assisted by Darius Thompson.,57,48
8:32,2046,Dayton Gumm Turnover.,57,48
8:32,98,Taveion Hollingsworth Steal.,57,48
8:32,2046,Foul on Dayton Gumm.,57,48
8:27,98,Dwight Coleby made Dunk. Assisted by Darius Thompson.,59,48
8:08,2046,Dayton Gumm missed Three Point Jumper.,59,48
8:08,2046,Averyl Ugba Offensive Rebound.,59,48
8:00,2046,Ed Stephens missed Jumper.,59,48
8:00,2046,Ed Stephens Offensive Rebound.,59,48
7:56,2046,Ed Stephens made Jumper.,59,50
7:29,98,Darius Thompson made Three Point Jumper.,62,50
7:21,2046,Dayton Gumm missed Layup.,62,50
7:21,98,Dwight Coleby Defensive Rebound.,62,50
7:14,2046,Official TV Timeout,62,50
7:12,98,Western Kentucky  Turnover.,62,50
6:46,2046,Ed Stephens missed Three Point Jumper.,62,50
6:46,98,Darius Thompson Defensive Rebound.,62,50
6:36,98,Dwight Coleby missed Layup.,62,50
6:36,2046,Chris Porter-Bunton Defensive Rebound.,62,50
6:28,2046,Steve Harris missed Jumper.,62,50
6:28,98,Justin Johnson Defensive Rebound.,62,50
6:04,98,Darius Thompson missed Three Point Jumper.,62,50
6:04,98,Western Kentucky Offensive Rebound.,62,50
5:38,2046,Foul on Chris Porter-Bunton.,62,50
5:30,2046,Foul on Steve Harris.,62,50
5:15,98,Foul on Justin Johnson.,62,50
5:15,98,Justin Johnson Turnover.,62,50
5:02,2046,Terry Taylor made Layup. Assisted by Chris Porter-Bunton.,62,52
4:31,98,Taveion Hollingsworth made Jumper.,64,52
4:28,2046,Austin Peay  Timeout,64,52
4:10,2046,Ed Stephens missed Three Point Jumper.,64,52
4:10,98,Justin Johnson Defensive Rebound.,64,52
4:04,98,Taveion Hollingsworth made Layup. Assisted by Justin Johnson.,66,52
3:45,2046,Dayton Gumm missed Three Point Jumper.,66,52
3:45,98,Justin Johnson Defensive Rebound.,66,52
3:32,98,Justin Johnson Turnover.,66,52
3:32,2046,Official TV Timeout,66,52
3:29,98,Foul on Justin Johnson.,66,52
3:22,2046,Averyl Ugba missed Free Throw.,66,52
3:22,2046,Austin Peay Deadball Team Rebound.,66,52
2:57,2046,Averyl Ugba missed Free Throw.,66,52
2:57,98,Dwight Coleby Defensive Rebound.,66,52
2:47,98,Taveion Hollingsworth missed Three Point Jumper.,66,52
2:47,2046,Chris Porter-Bunton Defensive Rebound.,66,52
2:36,2046,Zach Glotta Turnover.,66,52
2:35,98,Justin Johnson Steal.,66,52
2:32,98,Taveion Hollingsworth Turnover.,66,52
2:20,2046,Averyl Ugba missed Jumper.,66,52
2:20,98,Darius Thompson Defensive Rebound.,66,52
1:57,2046,Foul on Chris Porter-Bunton.,66,52
1:57,98,Taveion Hollingsworth missed Free Throw.,66,52
1:57,98,Western Kentucky Deadball Team Rebound.,66,52
1:57,98,Taveion Hollingsworth made Free Throw.,67,52
1:42,2046,Terry Taylor missed Jumper.,67,52
1:42,98,Dwight Coleby Block.,67,52
1:39,2046,Richard Henderson Offensive Rebound.,67,52
1:12,98,Darius Thompson missed Layup.,67,52
1:12,98,Darius Thompson Offensive Rebound.,67,52
1:02,98,Justin Johnson made Layup. Assisted by Darius Thompson.,69,52
0:52,98,Foul on Dwight Coleby.,69,52
0:52,2046,Averyl Ugba made Free Throw.,69,53
0:52,2046,Averyl Ugba missed Free Throw.,69,53
0:52,98,Marek Nelson Defensive Rebound.,69,53
0:52,2046,Foul on Richard Henderson.,69,53
0:52,98,Marek Nelson made Free Throw.,70,53
0:52,98,Marek Nelson missed Free Throw.,70,53
0:52,2046,Averyl Ugba Defensive Rebound.,70,53
0:49,2046,Averyl Ugba Turnover.,70,53
0:47,98,Darius Thompson Steal.,70,53
0:44,98,Taveion Hollingsworth made Layup. Assisted by Darius Thompson.,72,53
0:32,98,Foul on Taveion Hollingsworth.,72,53
0:32,2046,Acoydan McCarthy missed Free Throw.,72,53
0:32,98,Taveion Hollingsworth Defensive Rebound.,72,53
0:25,98,Taveion Hollingsworth Turnover.,72,53
0:07,98,Foul on Justin Johnson.,72,53
0:07,2046,Richard Henderson missed Free Throw.,72,53
0:07,2046,Austin Peay Deadball Team Rebound.,72,53
0:07,2046,Richard Henderson missed Free Throw.,72,53
0:07,98,Darius Thompson Defensive Rebound.,72,53
0:00,2046,End of Game,72,53
