UT Rio Grande Valley,197,Oklahoma State,292
14:05,292,UT Rio Grande Valley Defensive Rebound.,11,13
14:03,197,Foul on Cameron McGriff.,11,13
13:51,292,John Crnogorac missed Three Point Jumper.,11,13
13:51,197,Brandon Averette Defensive Rebound.,11,13
13:25,197,Cameron McGriff missed Jumper.,11,13
13:25,292,John Crnogorac Defensive Rebound.,11,13
13:14,292,Terry Winn Turnover.,11,13
13:04,197,Jeffrey Carroll made Dunk. Assisted by Thomas Dziagwa.,11,15
12:52,292,Terry Winn missed Layup.,11,15
12:52,197,Jeffrey Carroll Defensive Rebound.,11,15
12:32,197,Thomas Dziagwa missed Three Point Jumper.,11,15
12:32,292,Terry Winn Defensive Rebound.,11,15
12:22,292,Lesley Varner Jr. missed Three Point Jumper.,11,15
12:22,292,Mike Hoffman Offensive Rebound.,11,15
12:13,292,Terry Winn made Layup. Assisted by Lew Stallworth.,13,15
12:12,197,Oklahoma State  Timeout,13,15
12:01,197,Thomas Dziagwa missed Three Point Jumper.,13,15
12:01,292,Lesley Varner Jr. Defensive Rebound.,13,15
11:40,292,Lew Stallworth missed Layup.,13,15
11:40,197,Jeffrey Carroll Block.,13,15
11:39,197,Thomas Dziagwa Defensive Rebound.,13,15
11:39,292,Foul on Adonis Rwabigwi.,13,15
11:36,197,Lucas N'Guessan Turnover.,13,15
11:34,292,Nick Dixon Steal.,13,15
11:28,292,Mike Hoffman made Three Point Jumper. Assisted by Nick Dixon.,16,15
11:11,292,Foul on Mike Hoffman.,16,15
11:01,292,Foul on Adonis Rwabigwi.,16,15
11:01,197,Lucas N'Guessan made Free Throw.,16,16
11:01,197,Lucas N'Guessan made Free Throw.,16,17
10:38,292,Lew Stallworth Turnover.,16,17
10:30,197,Lindy Waters III made Three Point Jumper. Assisted by Brandon Averette.,16,20
10:10,292,Dan Kimasa missed Jumper.,16,20
10:10,197,Lucas N'Guessan Defensive Rebound.,16,20
9:47,197,Jeffrey Carroll made Layup. Assisted by Lindy Waters III.,16,22
9:46,292,UT Rio Grande Valley  Timeout,16,22
9:34,292,Nick Dixon made Layup.,18,22
9:25,292,Foul on Dan Kimasa.,18,22
9:25,197,Mitchell Solomon made Free Throw.,18,23
9:25,197,Mitchell Solomon made Free Throw.,18,24
9:16,292,Nick Dixon missed Three Point Jumper.,18,24
9:16,292,UT Rio Grande Valley Offensive Rebound.,18,24
9:14,197,Foul on Mitchell Solomon.,18,24
8:52,292,Greg Bowie missed Jumper.,18,24
8:52,197,Tavarius Shine Block.,18,24
8:50,197,Lindy Waters III Defensive Rebound.,18,24
8:44,197,Lindy Waters III missed Layup.,18,24
8:44,197,Mitchell Solomon Offensive Rebound.,18,24
8:42,292,Foul on Xavier McDaniel Jr..,18,24
8:42,197,Mitchell Solomon missed Free Throw.,18,24
8:42,197,Oklahoma State Deadball Team Rebound.,18,24
8:42,197,Mitchell Solomon made Free Throw.,18,25
8:35,292,Foul on Nick Dixon.,18,25
8:35,292,Nick Dixon Turnover.,18,25
8:13,197,Kendall Smith made Layup.,18,27
7:45,292,Xavier McDaniel Jr. missed Jumper.,18,27
7:45,292,Lesley Varner Jr. Offensive Rebound.,18,27
7:44,197,Official TV Timeout,18,27
7:41,197,Official TV Timeout,18,27
7:40,292,Lesley Varner Jr. Turnover.,18,27
7:31,197,Lindy Waters III missed Layup.,18,27
7:31,292,Lesley Varner Jr. Block.,18,27
7:29,197,Oklahoma State Offensive Rebound.,18,27
7:28,197,Tavarius Shine Turnover.,18,27
7:17,292,Greg Bowie Turnover.,18,27
7:17,197,Tavarius Shine Steal.,18,27
7:14,197,Brandon Averette made Layup.,18,29
7:02,292,Greg Bowie Turnover.,18,29
7:01,197,Tavarius Shine Steal.,18,29
7:00,292,Foul on Greg Bowie.,18,29
6:59,197,Tavarius Shine missed Free Throw.,18,29
6:59,197,Oklahoma State Deadball Team Rebound.,18,29
6:59,197,Tavarius Shine missed Free Throw.,18,29
6:59,292,Lesley Varner Jr. Defensive Rebound.,18,29
6:48,292,Lew Stallworth Turnover.,18,29
6:28,197,Foul on Lucas N'Guessan.,18,29
6:28,197,Lucas N'Guessan Turnover.,18,29
5:58,292,Terry Winn missed Jumper.,18,29
5:58,197,Lucas N'Guessan Defensive Rebound.,18,29
5:55,292,Foul on Lesley Varner Jr..,18,29
5:55,197,Lucas N'Guessan missed Free Throw.,18,29
5:55,197,Oklahoma State Deadball Team Rebound.,18,29
5:55,197,Lucas N'Guessan made Free Throw.,18,30
5:49,292,Lesley Varner Jr. made Jumper.,20,30
5:21,197,Thomas Dziagwa made Three Point Jumper. Assisted by Kendall Smith.,20,33
4:58,292,Terry Winn Turnover.,20,33
4:56,197,Yankuba Sima Steal.,20,33
4:54,197,Kendall Smith made Layup. Assisted by Thomas Dziagwa.,20,35
4:54,292,Foul on Xavier McDaniel Jr..,20,35
4:54,197,Kendall Smith made Free Throw.,20,36
4:46,292,Xavier McDaniel Jr. missed Jumper.,20,36
4:46,197,Yankuba Sima Defensive Rebound.,20,36
4:38,197,Thomas Dziagwa Turnover.,20,36
4:32,292,Lesley Varner Jr. missed Three Point Jumper.,20,36
4:32,197,Jeffrey Carroll Defensive Rebound.,20,36
4:22,197,Thomas Dziagwa missed Three Point Jumper.,20,36
4:22,292,Xavier McDaniel Jr. Defensive Rebound.,20,36
4:14,292,Xavier McDaniel Jr. missed Layup.,20,36
4:14,197,Jeffrey Carroll Block.,20,36
4:14,292,UT Rio Grande Valley Offensive Rebound.,20,36
4:02,292,Xavier McDaniel Jr. missed Three Point Jumper.,20,36
4:02,292,Adonis Rwabigwi Offensive Rebound.,20,36
3:57,292,Adonis Rwabigwi made Layup.,22,36
3:36,197,Yankuba Sima made Jumper.,22,38
3:14,197,Foul on Yankuba Sima.,22,38
3:14,197,Official TV Timeout,22,38
3:14,292,Xavier McDaniel Jr. made Free Throw.,23,38
3:14,292,Xavier McDaniel Jr. made Free Throw.,24,38
3:05,292,Foul on Mike Hoffman.,24,38
3:05,197,Cameron McGriff made Free Throw.,24,39
3:05,197,Cameron McGriff made Free Throw.,24,40
2:57,292,Xavier McDaniel Jr. Turnover.,24,40
2:56,197,Lindy Waters III Steal.,24,40
2:54,197,Jeffrey Carroll made Three Point Jumper. Assisted by Brandon Averette.,24,43
2:44,292,Nick Dixon missed Jumper.,24,43
2:44,197,Mitchell Solomon Defensive Rebound.,24,43
2:37,197,Mitchell Solomon Turnover.,24,43
2:36,292,Lesley Varner Jr. Steal.,24,43
2:14,292,Adonis Rwabigwi missed Jumper.,24,43
2:14,197,Lindy Waters III Defensive Rebound.,24,43
2:05,197,Mitchell Solomon made Layup. Assisted by Brandon Averette.,24,45
1:55,292,Nick Dixon Turnover.,24,45
1:54,197,Brandon Averette Steal.,24,45
1:48,292,Foul on Adonis Rwabigwi.,24,45
1:48,197,Mitchell Solomon made Free Throw.,24,46
1:48,197,Mitchell Solomon made Free Throw.,24,47
1:41,292,John Crnogorac made Dunk. Assisted by Lew Stallworth.,26,47
1:29,197,Jeffrey Carroll missed Three Point Jumper.,26,47
1:29,292,UT Rio Grande Valley Defensive Rebound.,26,47
1:03,292,Xavier McDaniel Jr. made Layup.,28,47
0:56,292,Foul on John Crnogorac.,28,47
0:56,197,Brandon Averette made Free Throw.,28,48
0:56,197,Brandon Averette made Free Throw.,28,49
0:49,292,Lew Stallworth Turnover.,28,49
0:47,197,Cameron McGriff Steal.,28,49
0:44,197,Jeffrey Carroll made Layup.,28,51
0:24,292,Xavier McDaniel Jr. made Layup. Assisted by John Crnogorac.,30,51
0:07,197,Brandon Averette made Jumper.,30,53
0:01,292,Nick Dixon made Three Point Jumper. Assisted by Lew Stallworth.,33,53
0:01,197,Foul on Brandon Averette.,33,53
0:01,292,Nick Dixon made Free Throw.,34,53
0:00,197,End of 1st half,30,53
19:43,197,Lindy Waters III made Three Point Jumper. Assisted by Mitchell Solomon.,34,56
19:25,292,Dan Kimasa missed Layup.,34,56
19:25,292,Xavier McDaniel Jr. Offensive Rebound.,34,56
19:20,292,Xavier McDaniel Jr. missed Layup.,34,56
19:20,197,Mitchell Solomon Defensive Rebound.,34,56
19:09,197,Mitchell Solomon made Jumper. Assisted by Kendall Smith.,34,58
18:50,292,Dan Kimasa missed Layup.,34,58
18:50,197,Mitchell Solomon Defensive Rebound.,34,58
18:43,197,Kendall Smith made Layup.,34,60
18:40,292,Xavier McDaniel Jr. Turnover.,34,60
18:39,197,Tavarius Shine Steal.,34,60
18:38,197,Tavarius Shine missed Three Point Jumper.,34,60
18:38,292,Lew Stallworth Defensive Rebound.,34,60
18:31,292,Dan Kimasa made Layup. Assisted by Lew Stallworth.,36,60
18:21,197,Tavarius Shine made Three Point Jumper. Assisted by Lindy Waters III.,36,63
18:01,292,Lew Stallworth missed Layup.,36,63
18:01,197,Lindy Waters III Defensive Rebound.,36,63
17:56,197,Tavarius Shine missed Three Point Jumper.,36,63
17:56,292,UT Rio Grande Valley Defensive Rebound.,36,63
17:36,197,Foul on Lindy Waters III.,36,63
17:32,292,Xavier McDaniel Jr. missed Jumper.,36,63
17:32,292,Xavier McDaniel Jr. Offensive Rebound.,36,63
17:28,292,Xavier McDaniel Jr. made Layup.,38,63
17:24,292,Foul on Greg Bowie.,38,63
17:24,197,Tavarius Shine made Free Throw.,38,64
17:24,197,Tavarius Shine missed Free Throw.,38,64
17:24,292,Xavier McDaniel Jr. Defensive Rebound.,38,64
17:13,292,Xavier McDaniel Jr. made Jumper. Assisted by Lew Stallworth.,40,64
17:11,197,Foul on Mitchell Solomon.,40,64
17:11,292,Xavier McDaniel Jr. made Free Throw.,41,64
17:05,197,Jeffrey Carroll missed Three Point Jumper.,41,64
17:05,197,Mitchell Solomon Offensive Rebound.,41,64
16:58,292,Foul on Adonis Rwabigwi.,41,64
16:57,197,Lindy Waters III missed Jumper.,41,64
16:57,197,Mitchell Solomon Offensive Rebound.,41,64
16:44,197,Kendall Smith made Jumper. Assisted by Mitchell Solomon.,41,66
16:29,292,Xavier McDaniel Jr. missed Three Point Jumper.,41,66
16:29,197,Tavarius Shine Defensive Rebound.,41,66
16:05,197,Mitchell Solomon Turnover.,41,66
15:57,197,Foul on Lindy Waters III.,41,66
15:57,197,Official TV Timeout,41,66
15:57,292,Nick Dixon made Free Throw.,42,66
15:57,292,Nick Dixon made Free Throw.,43,66
15:41,292,Foul on Greg Bowie.,43,66
15:41,197,Kendall Smith made Free Throw.,43,67
15:41,197,Kendall Smith made Free Throw.,43,68
15:30,292,John Crnogorac made Layup. Assisted by Lew Stallworth.,45,68
15:27,292,Foul on Lesley Varner Jr..,45,68
15:17,197,Kendall Smith made Three Point Jumper. Assisted by Mitchell Solomon.,45,71
15:04,292,John Crnogorac made Layup. Assisted by Lew Stallworth.,47,71
14:57,197,Kendall Smith missed Jumper.,47,71
14:57,197,Mitchell Solomon Offensive Rebound.,47,71
14:55,292,Foul on Mike Hoffman.,47,71
14:55,197,Mitchell Solomon made Free Throw.,47,72
14:55,197,Mitchell Solomon made Free Throw.,47,73
14:44,292,John Crnogorac made Layup. Assisted by Lesley Varner Jr..,49,73
14:21,197,Kendall Smith Turnover.,49,73
14:12,292,Mike Hoffman missed Three Point Jumper.,49,73
14:12,197,Oklahoma State Defensive Rebound.,49,73
13:44,197,Lucas N'Guessan made Layup.,49,75
13:32,292,Lew Stallworth Turnover.,49,75
13:31,197,Brandon Averette Steal.,49,75
13:28,197,Brandon Averette missed Layup.,49,75
13:28,197,Tavarius Shine Offensive Rebound.,49,75
13:25,197,Tavarius Shine missed Layup.,49,75
13:25,292,Mike Hoffman Defensive Rebound.,49,75
13:21,292,Nick Dixon missed Jumper.,49,75
13:21,292,John Crnogorac Offensive Rebound.,49,75
13:18,197,Foul on Tavarius Shine.,49,75
13:18,292,John Crnogorac made Free Throw.,50,75
13:18,292,John Crnogorac made Free Throw.,51,75
12:50,197,Lucas N'Guessan Turnover.,51,75
12:49,292,Mike Hoffman Steal.,51,75
12:44,292,Nick Dixon Turnover.,51,75
12:27,197,Cameron McGriff Steal.,51,75
12:25,197,Jeffrey Carroll made Dunk. Assisted by Lucas N'Guessan.,51,77
12:23,197,Foul on Jeffrey Carroll.,51,77
12:22,292,Mike Hoffman missed Three Point Jumper.,51,77
12:22,197,Brandon Averette Defensive Rebound.,51,77
12:03,197,Brandon Averette Turnover.,51,77
12:02,292,Mike Hoffman Steal.,51,77
11:57,292,Xavier McDaniel Jr. made Layup. Assisted by Nick Dixon.,53,77
11:46,197,Official TV Timeout,53,77
11:43,197,Jeffrey Carroll made Three Point Jumper. Assisted by Thomas Dziagwa.,53,80
11:30,292,Terry Winn made Layup. Assisted by Xavier McDaniel Jr..,55,80
11:30,197,Foul on Yankuba Sima.,55,80
11:30,292,Terry Winn made Free Throw.,56,80
11:13,197,Thomas Dziagwa made Layup.,56,82
11:13,292,Foul on Lew Stallworth.,56,82
11:13,197,Thomas Dziagwa made Free Throw.,56,83
10:55,292,Nick Dixon missed Three Point Jumper.,56,83
10:55,197,Jeffrey Carroll Defensive Rebound.,56,83
10:33,292,Foul on Terry Winn.,56,83
10:33,197,Cameron McGriff made Free Throw.,56,84
10:33,197,Cameron McGriff made Free Throw.,56,85
10:25,292,Lew Stallworth Turnover.,56,85
10:24,197,Brandon Averette Steal.,56,85
10:21,197,Thomas Dziagwa missed Three Point Jumper.,56,85
10:21,197,Cameron McGriff Offensive Rebound.,56,85
10:17,197,Cameron McGriff missed Layup.,56,85
10:17,292,John Crnogorac Defensive Rebound.,56,85
10:01,197,Foul on Thomas Dziagwa.,56,85
10:01,292,Lew Stallworth made Free Throw.,57,85
10:01,292,Lew Stallworth made Free Throw.,58,85
9:39,197,Cameron McGriff missed Jumper.,58,85
9:39,197,Oklahoma State Offensive Rebound.,58,85
9:38,197,Jeffrey Carroll missed Jumper.,58,85
9:38,197,Oklahoma State Offensive Rebound.,58,85
9:37,197,Thomas Dziagwa missed Three Point Jumper.,58,85
9:37,197,Jeffrey Carroll Offensive Rebound.,58,85
9:20,197,Cameron McGriff made Layup. Assisted by Brandon Averette.,58,87
9:11,292,Lesley Varner Jr. made Jumper. Assisted by Lew Stallworth.,60,87
8:43,197,Lucas N'Guessan made Dunk. Assisted by Thomas Dziagwa.,60,89
8:28,197,Foul on Lucas N'Guessan.,60,89
8:28,292,Nick Dixon missed Free Throw.,60,89
8:28,292,UT Rio Grande Valley Deadball Team Rebound.,60,89
8:28,292,Nick Dixon made Free Throw.,61,89
8:22,197,Lindy Waters III Turnover.,61,89
8:21,292,Mike Hoffman Steal.,61,89
8:14,292,Lesley Varner Jr. missed Three Point Jumper.,61,89
8:14,292,Mike Hoffman Offensive Rebound.,61,89
8:04,292,Xavier McDaniel Jr. made Jumper.,63,89
7:47,197,Tavarius Shine missed Three Point Jumper.,63,89
7:47,197,Cameron McGriff Offensive Rebound.,63,89
7:44,197,Cameron McGriff made Layup.,63,91
7:37,292,Nick Dixon Turnover.,63,91
7:36,197,Lindy Waters III Steal.,63,91
7:32,197,Kendall Smith Turnover.,63,91
7:31,292,John Crnogorac Steal.,63,91
7:27,292,Nick Dixon made Dunk. Assisted by John Crnogorac.,65,91
7:11,197,Cameron McGriff Turnover.,65,91
7:11,292,Xavier McDaniel Jr. Steal.,65,91
7:11,197,Official TV Timeout,65,91
6:59,292,Xavier McDaniel Jr. made Jumper.,67,91
6:34,197,Tavarius Shine missed Three Point Jumper.,67,91
6:34,292,Xavier McDaniel Jr. Defensive Rebound.,67,91
6:19,292,Xavier McDaniel Jr. missed Jumper.,67,91
6:19,292,Mike Hoffman Offensive Rebound.,67,91
6:17,197,Foul on Tavarius Shine.,67,91
6:17,292,Mike Hoffman made Free Throw.,68,91
6:17,292,Mike Hoffman made Free Throw.,69,91
5:48,197,Kendall Smith made Jumper.,69,93
5:33,292,Lesley Varner Jr. Turnover.,69,93
5:31,197,Kendall Smith Steal.,69,93
5:29,197,Tavarius Shine made Layup. Assisted by Kendall Smith.,69,95
5:29,292,Foul on Lesley Varner Jr..,69,95
5:29,197,Tavarius Shine made Free Throw.,69,96
5:14,197,Foul on Lucas N'Guessan.,69,96
5:14,292,Lesley Varner Jr. made Free Throw.,70,96
5:14,292,Lesley Varner Jr. made Free Throw.,71,96
4:57,197,Lucas N'Guessan missed Layup.,71,96
4:57,197,Yankuba Sima Offensive Rebound.,71,96
4:56,292,Foul on Mike Hoffman.,71,96
4:56,197,Yankuba Sima made Free Throw.,71,97
4:56,197,Yankuba Sima made Free Throw.,71,98
4:41,292,Lew Stallworth made Jumper.,73,98
4:28,197,Thomas Dziagwa Turnover.,73,98
4:27,292,Greg Bowie Steal.,73,98
4:26,292,Nick Dixon made Layup.,75,98
4:05,197,Jeffrey Carroll missed Three Point Jumper.,75,98
4:05,197,Lindy Waters III Offensive Rebound.,75,98
3:59,292,Foul on Lew Stallworth.,75,98
3:59,197,Official TV Timeout,75,98
3:59,197,Jeffrey Carroll made Free Throw.,75,99
3:59,197,Jeffrey Carroll made Free Throw.,75,100
3:49,292,Terry Winn missed Three Point Jumper.,75,100
3:49,292,Dan Kimasa Offensive Rebound.,75,100
3:44,292,Dan Kimasa missed Jumper.,75,100
3:44,292,Dan Kimasa Offensive Rebound.,75,100
3:41,292,Dan Kimasa missed Layup.,75,100
3:41,292,Terry Winn Offensive Rebound.,75,100
3:39,292,Terry Winn missed Layup.,75,100
3:39,197,Trey Reeves Defensive Rebound.,75,100
3:06,197,Lucas N'Guessan missed Jumper.,75,100
3:06,292,Terry Winn Defensive Rebound.,75,100
2:54,292,Terry Winn missed Jumper.,75,100
2:54,197,Trey Reeves Defensive Rebound.,75,100
2:46,197,Thomas Dziagwa missed Three Point Jumper.,75,100
2:46,292,Greg Bowie Defensive Rebound.,75,100
2:38,292,Nick Dixon missed Three Point Jumper.,75,100
2:38,292,Greg Bowie Offensive Rebound.,75,100
2:32,197,Foul on Lindy Waters III.,75,100
2:32,292,Nick Dixon made Free Throw.,76,100
2:32,292,Nick Dixon missed Free Throw.,76,100
2:32,292,Nick Dixon Offensive Rebound.,76,100
2:30,292,Nick Dixon missed Jumper.,76,100
2:30,197,Thomas Dziagwa Defensive Rebound.,76,100
2:19,197,Brandon Averette Turnover.,76,100
2:08,292,Greg Bowie made Three Point Jumper. Assisted by Nick Dixon.,79,100
1:50,197,Trey Reeves missed Three Point Jumper.,79,100
1:50,292,Lew Stallworth Defensive Rebound.,79,100
1:37,292,Terry Winn missed Layup.,79,100
1:37,197,Lucas N'Guessan Block.,79,100
1:36,197,Cameron McGriff Defensive Rebound.,79,100
1:32,197,Lindy Waters III made Dunk. Assisted by Brandon Averette.,79,102
1:29,292,UT Rio Grande Valley  Timeout,79,102
1:19,292,Greg Bowie made Three Point Jumper. Assisted by Lew Stallworth.,82,102
0:45,197,Brandon Averette missed Jumper.,82,102
0:45,292,Lew Stallworth Defensive Rebound.,82,102
0:33,292,Greg Bowie missed Three Point Jumper.,82,102
0:33,292,Lesley Varner Jr. Offensive Rebound.,82,102
0:31,197,Foul on Lucas N'Guessan.,82,102
0:31,292,Lesley Varner Jr. missed Free Throw.,82,102
0:31,292,UT Rio Grande Valley Deadball Team Rebound.,82,102
0:31,292,Lesley Varner Jr. made Free Throw.,83,102
0:15,197,Trey Reeves missed Three Point Jumper.,83,102
0:15,292,Greg Bowie Defensive Rebound.,83,102
0:01,292,Nick Dixon missed Three Point Jumper.,83,102
0:01,197,Lucas N'Guessan Block.,83,102
0:01,197,Oklahoma State Defensive Rebound.,83,102
0:00,197,End of Game,83,102
