Texas,333,Alabama,251
1:35,251,Dylan Osetkowski Defensive Rebound.,33,24
1:06,333,Foul on Daniel Giddens.,33,24
1:06,251,Kerwin Roach II made Free Throw.,34,24
1:06,251,Kerwin Roach II made Free Throw.,35,24
0:49,333,Galin Smith made Dunk. Assisted by Dazon Ingram.,35,26
0:19,251,Jacob Young missed Jumper.,35,26
0:19,333,Collin Sexton Defensive Rebound.,35,26
0:14,333,Dazon Ingram made Layup. Assisted by Collin Sexton.,35,28
0:00,251,Jacob Young missed Three Point Jumper.,35,28
0:00,333,Herb Jones Defensive Rebound.,35,28
0:00,333,End of 1st half,35,28
20:00,333,Jump Ball won by Alabama,35,28
19:51,333,Collin Sexton missed Layup.,35,28
19:51,251,Mohamed Bamba Block.,35,28
19:51,251,Dylan Osetkowski Defensive Rebound.,35,28
19:44,251,Mohamed Bamba made Dunk. Assisted by Kerwin Roach II.,37,28
19:27,333,John Petty missed Jumper.,37,28
19:27,251,Dylan Osetkowski Defensive Rebound.,37,28
19:20,251,Jacob Young made Three Point Jumper. Assisted by Kerwin Roach II.,40,28
18:54,333,Donta Hall made Jumper.,40,30
18:18,251,Texas  Turnover.,40,30
18:10,333,Braxton Key made Jumper.,40,32
18:03,251,Jacob Young missed Three Point Jumper.,40,32
18:03,251,Dylan Osetkowski Offensive Rebound.,40,32
18:03,251,Dylan Osetkowski made Two Point Tip Shot.,42,32
17:32,333,Dazon Ingram Turnover.,42,32
17:07,251,Jacob Young made Jumper.,44,32
16:57,333,Braxton Key missed Three Point Jumper.,44,32
16:57,251,Kerwin Roach II Defensive Rebound.,44,32
16:45,251,Dylan Osetkowski Turnover.,44,32
16:45,333,Collin Sexton Steal.,44,32
16:38,333,Collin Sexton missed Layup.,44,32
16:38,333,Donta Hall Offensive Rebound.,44,32
16:25,333,Braxton Key missed Layup.,44,32
16:25,251,Dylan Osetkowski Block.,44,32
16:25,251,Jacob Young Defensive Rebound.,44,32
16:15,251,Matt Coleman missed Layup.,44,32
16:15,333,Donta Hall Block.,44,32
16:15,333,John Petty Defensive Rebound.,44,32
16:09,333,Foul on John Petty.,44,32
16:09,333,John Petty Turnover.,44,32
15:58,251,Eric Davis Jr. missed Three Point Jumper.,44,32
15:58,333,Braxton Key Defensive Rebound.,44,32
15:52,333,John Petty made Three Point Jumper. Assisted by Braxton Key.,44,35
15:20,251,Matt Coleman Turnover.,44,35
15:20,333,Official TV Timeout,44,35
15:03,333,Daniel Giddens missed Jumper.,44,35
15:03,251,Dylan Osetkowski Defensive Rebound.,44,35
14:54,333,Foul on Riley Norris.,44,35
14:54,251,Dylan Osetkowski missed Free Throw.,44,35
14:54,251,Texas Deadball Team Rebound.,44,35
14:54,251,Dylan Osetkowski made Free Throw.,45,35
14:41,333,Braxton Key missed Layup.,45,35
14:41,251,Matt Coleman Defensive Rebound.,45,35
14:35,251,Matt Coleman Turnover.,45,35
14:35,333,Collin Sexton Steal.,45,35
14:12,251,Foul on Jericho Sims.,45,35
13:59,333,Collin Sexton made Jumper.,45,37
13:38,251,Mohamed Bamba Turnover.,45,37
13:38,333,Collin Sexton Steal.,45,37
13:31,333,John Petty missed Three Point Jumper.,45,37
13:31,333,Daniel Giddens Offensive Rebound.,45,37
13:27,333,Daniel Giddens made Layup.,45,39
13:24,251,Texas  Timeout,45,39
13:10,251,Foul on Jericho Sims.,45,39
13:10,251,Jericho Sims Turnover.,45,39
13:00,333,Daniel Giddens made Dunk. Assisted by Collin Sexton.,45,41
12:44,251,Dylan Osetkowski made Jumper.,47,41
12:22,251,Foul on Kerwin Roach II.,47,41
12:10,333,Collin Sexton missed Three Point Jumper.,47,41
12:10,251,Jacob Young Defensive Rebound.,47,41
12:03,251,Jump Ball won by Texas,47,41
11:42,333,Foul on Herb Jones.,47,41
11:42,333,Official TV Timeout,47,41
11:24,333,Foul on Herb Jones.,47,41
11:14,251,Jacob Young missed Three Point Jumper.,47,41
11:14,333,Dazon Ingram Defensive Rebound.,47,41
11:07,333,Collin Sexton Turnover.,47,41
10:47,251,Jacob Young missed Layup.,47,41
10:47,333,Daniel Giddens Defensive Rebound.,47,41
10:42,333,Jump Ball won by Alabama,47,41
10:27,333,John Petty missed Three Point Jumper.,47,41
10:26,251,Mohamed Bamba Block.,47,41
10:25,333,Donta Hall Offensive Rebound.,47,41
10:12,333,Donta Hall Turnover.,47,41
10:12,251,Matt Coleman Steal.,47,41
10:12,251,Mohamed Bamba made Dunk. Assisted by Kerwin Roach II.,49,41
10:12,333,Donta Hall Turnover.,49,41
10:12,333,Foul on Donta Hall.,49,41
9:58,251,Kerwin Roach II missed Three Point Jumper.,49,41
9:58,333,John Petty Defensive Rebound.,49,41
9:36,333,Dazon Ingram missed Layup.,49,41
9:36,251,Mohamed Bamba Defensive Rebound.,49,41
9:28,251,Jacob Young missed Three Point Jumper.,49,41
9:28,251,Texas Offensive Rebound.,49,41
9:13,251,Dylan Osetkowski missed Jumper.,49,41
9:13,333,Dazon Ingram Defensive Rebound.,49,41
9:07,333,John Petty made Three Point Jumper.,49,44
8:47,251,Matt Coleman made Jumper.,51,44
8:24,333,Braxton Key Turnover.,51,44
8:17,251,Dylan Osetkowski missed Three Point Jumper.,51,44
8:17,333,Dazon Ingram Defensive Rebound.,51,44
8:12,251,Foul on Mohamed Bamba.,51,44
8:00,333,Dazon Ingram missed Layup.,51,44
8:00,251,Mohamed Bamba Block.,51,44
8:00,251,Mohamed Bamba Defensive Rebound.,51,44
7:35,251,Dylan Osetkowski missed Three Point Jumper.,51,44
7:35,333,Daniel Giddens Defensive Rebound.,51,44
7:23,251,Foul on Matt Coleman.,51,44
7:23,333,Official TV Timeout,51,44
7:02,333,Dazon Ingram missed Jumper.,51,44
7:02,333,Collin Sexton Offensive Rebound.,51,44
6:58,333,Collin Sexton made Layup.,51,46
6:36,251,Matt Coleman missed Three Point Jumper.,51,46
6:36,333,Dazon Ingram Defensive Rebound.,51,46
6:19,333,John Petty missed Layup.,51,46
6:19,251,Eric Davis Jr. Defensive Rebound.,51,46
6:01,251,Eric Davis Jr. made Three Point Jumper. Assisted by Kerwin Roach II.,54,46
5:44,333,Daniel Giddens made Dunk. Assisted by Collin Sexton.,54,48
5:14,251,Eric Davis Jr. made Three Point Jumper. Assisted by Matt Coleman.,57,48
5:09,251,Texas  Timeout,57,48
4:51,333,Collin Sexton missed Jumper.,57,48
4:51,333,Alex Reese Offensive Rebound.,57,48
4:44,333,Alex Reese missed Jumper.,57,48
4:44,251,Eric Davis Jr. Defensive Rebound.,57,48
4:11,251,Dylan Osetkowski missed Jumper.,57,48
4:11,251,Mohamed Bamba Offensive Rebound.,57,48
4:06,251,Mohamed Bamba made Dunk.,59,48
4:06,333,Foul on Alex Reese.,59,48
4:06,251,Mohamed Bamba made Free Throw.,60,48
3:51,251,Foul on Kerwin Roach II.,60,48
3:51,333,Official TV Timeout,60,48
3:49,333,John Petty Turnover.,60,48
3:49,251,Kerwin Roach II Steal.,60,48
3:22,251,Matt Coleman made Jumper.,62,48
3:01,251,Foul on Kerwin Roach II.,62,48
3:01,333,John Petty missed Free Throw.,62,48
3:01,251,Mohamed Bamba Defensive Rebound.,62,48
2:39,251,Jump Ball won by Texas,62,48
2:20,333,Foul on Daniel Giddens.,62,48
2:20,251,Matt Coleman made Free Throw.,63,48
2:20,251,Matt Coleman made Free Throw.,64,48
2:14,333,Alex Reese missed Three Point Jumper.,64,48
2:14,251,Eric Davis Jr. Defensive Rebound.,64,48
1:41,333,Foul on Collin Sexton.,64,48
1:41,251,Matt Coleman made Free Throw.,65,48
1:41,251,Matt Coleman made Free Throw.,66,48
1:25,333,Avery Johnson Jr. missed Layup.,66,48
1:25,251,Mohamed Bamba Block.,66,48
1:25,333,Alabama Offensive Rebound.,66,48
1:18,333,Braxton Key missed Three Point Jumper.,66,48
1:18,251,Mohamed Bamba Defensive Rebound.,66,48
0:51,251,Dylan Osetkowski missed Three Point Jumper.,66,48
0:51,333,Dazon Ingram Defensive Rebound.,66,48
0:31,333,Avery Johnson Jr. made Jumper.,66,50
0:00,333,End of Game,66,50
