IU-Kokomo,Error,IUPUI,85
15:50,85,Jaylen Minnett made Three Point Jumper. Assisted by Elyjah Goss.,51,45
15:23,-1,Trent Elliott missed Jumper.,51,45
15:22,85,Maurice Kirby Defensive Rebound.,51,45
15:12,85,Jaylen Minnett made Three Point Jumper.,51,48
14:53,-1,Trequan Spivey Turnover.,51,48
14:51,85,Maurice Kirby Steal.,51,48
14:48,85,Ron Patterson missed Three Point Jumper.,51,48
14:48,-1,Eddie Miles Defensive Rebound.,51,48
14:41,-1,Antoin Clifton Turnover.,51,48
14:40,85,Jaylen Minnett Steal.,51,48
14:37,-1,Foul on Trent Elliott.,51,48
14:37,85,Official TV Timeout,51,48
14:37,85,Elyjah Goss made Free Throw.,51,49
14:37,85,Elyjah Goss made Free Throw.,51,50
14:15,-1,Trent Elliott missed Jumper.,51,50
14:15,85,T.J. Henderson Block.,51,50
14:14,85,Elyjah Goss Defensive Rebound.,51,50
14:11,85,T.J. Henderson made Layup. Assisted by Elyjah Goss.,51,52
13:58,-1,Stephen Calhoun missed Jumper.,51,52
13:58,85,Maurice Kirby Block.,51,52
13:57,85,Jaylen Minnett Defensive Rebound.,51,52
13:54,85,Jaylen Minnett missed Three Point Jumper.,51,52
13:51,-1,Indiana-Kokomo Defensive Rebound.,51,52
13:34,-1,Stephen Calhoun missed Jumper.,51,52
13:33,85,Elyjah Goss Defensive Rebound.,51,52
13:26,-1,Foul on Stephen Calhoun.,51,52
13:26,85,Ron Patterson made Free Throw.,51,53
13:26,85,Ron Patterson made Free Throw.,51,54
13:17,-1,Trequan Spivey missed Three Point Jumper.,51,54
13:15,85,IUPUI Defensive Rebound.,51,54
13:15,-1,Foul on Trent Elliott.,51,54
13:05,85,Ron Patterson missed Three Point Jumper.,51,54
13:02,-1,Indiana-Kokomo Defensive Rebound.,51,54
12:41,-1,Stephen Calhoun missed Jumper.,51,54
12:39,85,Elyjah Goss Defensive Rebound.,51,54
12:37,85,Elyjah Goss Turnover.,51,54
12:35,-1,Trent Elliott missed Three Point Jumper.,51,54
12:33,85,T.J. Henderson Defensive Rebound.,51,54
12:26,85,Jaylen Minnett missed Three Point Jumper.,51,54
12:24,-1,Trent Elliott Defensive Rebound.,51,54
12:24,85,Foul on Elyjah Goss.,51,54
12:09,-1,Akil McClain missed Layup.,51,54
12:08,85,T.J. Henderson Defensive Rebound.,51,54
11:51,85,Maurice Kirby Turnover.,51,54
11:50,-1,Akil McClain Steal.,51,54
11:37,-1,Stephen Calhoun made Jumper.,53,54
11:33,-1,Indiana-Kokomo  Timeout,53,54
11:33,85,Official TV Timeout,53,54
11:18,-1,Foul on Stephen Calhoun.,53,54
11:18,85,Official TV Timeout,53,54
11:18,85,Maurice Kirby missed Free Throw.,53,54
11:18,85,IUPUI Deadball Team Rebound.,53,54
11:18,85,Maurice Kirby made Free Throw.,53,55
11:09,-1,Trequan Spivey missed Three Point Jumper.,53,55
11:07,85,T.J. Henderson Defensive Rebound.,53,55
10:53,85,T.J. Henderson made Layup.,53,57
10:33,-1,Antoin Clifton missed Three Point Jumper.,53,57
10:33,85,Ron Patterson Defensive Rebound.,53,57
10:24,85,T.J. Henderson missed Three Point Jumper.,53,57
10:22,85,Elyjah Goss Offensive Rebound.,53,57
10:18,85,Maurice Kirby missed Layup.,53,57
10:18,-1,Akil McClain Block.,53,57
10:17,85,IUPUI Offensive Rebound.,53,57
10:09,-1,Foul on Eddie Miles.,53,57
10:09,85,Elyjah Goss missed Free Throw.,53,57
10:09,85,IUPUI Deadball Team Rebound.,53,57
10:09,85,Elyjah Goss missed Free Throw.,53,57
10:09,-1,Trent Elliott Defensive Rebound.,53,57
9:52,-1,Antoin Clifton missed Jumper.,53,57
9:48,85,T.J. Henderson Defensive Rebound.,53,57
9:42,85,T.J. Henderson made Layup.,53,59
9:35,85,Foul on Maurice Kirby.,53,59
9:24,85,Foul on Elyjah Goss.,53,59
9:24,-1,Eddie Miles made Free Throw.,54,59
9:24,-1,Eddie Miles missed Free Throw.,54,59
9:24,85,Evan Hall Defensive Rebound.,54,59
9:13,85,Evan Hall made Jumper. Assisted by Ron Patterson.,54,61
9:13,-1,Foul on Durante Lee.,54,61
9:13,85,Evan Hall missed Free Throw.,54,61
9:13,-1,Antoin Clifton Defensive Rebound.,54,61
9:08,-1,Antoin Clifton Turnover.,54,61
8:53,85,Aaron Brennan Turnover.,54,61
8:52,-1,Eddie Miles Steal.,54,61
8:48,-1,Durante Lee made Layup. Assisted by Eddie Miles.,56,61
8:32,85,Aaron Brennan made Layup. Assisted by T.J. Henderson.,56,63
8:05,85,Foul on Ron Patterson.,56,63
8:05,-1,Eddie Miles missed Free Throw.,56,63
8:05,-1,Indiana-Kokomo Deadball Team Rebound.,56,63
8:05,-1,Eddie Miles made Free Throw.,57,63
7:55,85,T.J. Henderson missed Three Point Jumper.,57,63
7:53,-1,Antoin Clifton Defensive Rebound.,57,63
7:44,85,Foul on Nick Rogers.,57,63
7:44,85,Official TV Timeout,57,63
7:44,-1,Trent Elliott made Free Throw.,58,63
7:44,-1,Trent Elliott made Free Throw.,59,63
7:34,85,T.J. Henderson made Three Point Jumper. Assisted by Nick Rogers.,59,66
7:08,-1,Durante Lee made Layup. Assisted by Eddie Miles.,61,66
6:43,85,Evan Hall made Layup. Assisted by Nick Rogers.,61,68
6:31,-1,Durante Lee Turnover.,61,68
6:21,85,T.J. Henderson made Layup. Assisted by Evan Hall.,61,70
6:21,-1,Foul on Eddie Miles.,61,70
6:21,85,T.J. Henderson made Free Throw.,61,71
6:12,-1,Trequan Spivey made Three Point Jumper. Assisted by Antoin Clifton.,64,71
6:10,-1,Indiana-Kokomo  Timeout,64,71
5:49,85,Nick Rogers missed Three Point Jumper.,64,71
5:47,-1,Antoin Clifton Defensive Rebound.,64,71
5:40,-1,Antoin Clifton missed Jumper.,64,71
5:40,85,Evan Hall Block.,64,71
5:38,85,Evan Hall Defensive Rebound.,64,71
5:35,85,Nick Rogers missed Dunk.,64,71
5:33,85,T.J. Henderson Offensive Rebound.,64,71
5:31,85,T.J. Henderson made Layup.,64,73
5:18,-1,Trent Elliott made Three Point Jumper.,67,73
4:53,85,T.J. Henderson Turnover.,67,73
4:42,-1,Trent Elliott missed Three Point Jumper.,67,73
4:39,85,IUPUI Defensive Rebound.,67,73
4:17,85,Evan Hall made Layup.,67,75
4:17,-1,Foul on Stephen Calhoun.,67,75
4:17,85,Evan Hall made Free Throw.,67,76
3:50,-1,Eddie Miles made Jumper.,69,76
3:26,85,Maurice Kirby made Layup. Assisted by T.J. Henderson.,69,78
3:16,-1,Eddie Miles missed Jumper.,69,78
3:15,85,Ron Patterson Defensive Rebound.,69,78
2:50,85,D.J. McCall made Layup. Assisted by Ron Patterson.,69,80
2:33,85,Foul on Maurice Kirby.,69,80
2:33,85,Official TV Timeout,69,80
2:33,-1,Trequan Spivey made Free Throw.,70,80
2:33,-1,Trequan Spivey missed Free Throw.,70,80
2:33,85,Maurice Kirby Defensive Rebound.,70,80
2:19,85,Aaron Brennan Turnover.,70,80
2:18,-1,Eddie Miles Steal.,70,80
2:06,85,Foul on Ron Patterson.,70,80
2:06,-1,Trequan Spivey missed Free Throw.,70,80
2:06,-1,Indiana-Kokomo Deadball Team Rebound.,70,80
2:06,-1,Trequan Spivey made Free Throw.,71,80
1:46,85,Aaron Brennan missed Layup.,71,80
1:45,85,Aaron Brennan Offensive Rebound.,71,80
1:44,85,Aaron Brennan made Layup.,71,82
1:23,85,Foul on Maurice Kirby.,71,82
1:23,-1,Durante Lee made Free Throw.,72,82
1:23,-1,Durante Lee missed Free Throw.,72,82
1:23,85,D.J. McCall Defensive Rebound.,72,82
1:03,85,Ron Patterson made Three Point Jumper. Assisted by Jaylen Minnett.,72,85
0:53,-1,Trent Elliott made Three Point Jumper. Assisted by Eddie Miles.,75,85
0:53,-1,Indiana-Kokomo  Timeout,75,85
0:38,85,IUPUI  Timeout,75,85
0:28,85,Evan Borgman missed Layup.,75,85
0:27,-1,Toby Vanliew Defensive Rebound.,75,85
0:11,-1,Luke Smith missed Jumper.,75,85
0:10,-1,Luke Smith Offensive Rebound.,75,85
0:09,85,Foul on Chad Hudson.,75,85
0:09,-1,Luke Smith made Free Throw.,76,85
0:09,-1,Luke Smith missed Free Throw.,76,85
0:09,85,Ron Patterson Defensive Rebound.,76,85
0:01,-1,Foul on Beau Dedmond.,76,85
0:01,85,Chad Hudson made Free Throw.,76,86
0:01,85,Chad Hudson made Free Throw.,76,87
