Jackson State,2050,Ball State,2296
11:40,2050,Trey Moses Defensive Rebound.,15,13
11:23,2296,Foul on Payton Wilson.,15,13
11:19,2296,Foul on Jeremiah Jefferson.,15,13
11:19,2050,Tahjai Teague missed Free Throw.,15,13
11:19,2050,Ball State Deadball Team Rebound.,15,13
11:19,2050,Tahjai Teague made Free Throw.,15,14
11:05,2050,Foul on Francis Kiapway.,15,14
11:05,2296,Jackson State  Turnover.,15,14
10:42,2050,Trey Moses Turnover.,15,14
10:41,2296,Jeremiah Bozeman Steal.,15,14
10:36,2296,Paris Collins missed Three Point Jumper.,15,14
10:36,2050,Trey Moses Defensive Rebound.,15,14
10:17,2050,Tahjai Teague Turnover.,15,14
10:16,2296,Paris Collins Steal.,15,14
10:13,2296,Paris Collins missed Layup.,15,14
10:13,2296,Paris Collins Offensive Rebound.,15,14
10:09,2296,Paris Collins missed Jumper.,15,14
10:09,2296,Jeremiah Bozeman Offensive Rebound.,15,14
9:44,2296,Paris Collins missed Jumper.,15,14
9:44,2050,Francis Kiapway Defensive Rebound.,15,14
9:35,2050,Tahjai Teague missed Three Point Jumper.,15,14
9:35,2050,Ball State Offensive Rebound.,15,14
9:31,2050,Ball State  Timeout,15,14
9:28,2050,Tayler Persons missed Three Point Jumper.,15,14
9:28,2050,Trey Moses Offensive Rebound.,15,14
9:22,2050,Trey Moses Turnover.,15,14
9:21,2296,Paris Collins Steal.,15,14
8:54,2296,Jeremiah Bozeman missed Three Point Jumper.,15,14
8:54,2050,Jontrell Walker Defensive Rebound.,15,14
8:47,2050,Sean Sellers missed Three Point Jumper.,15,14
8:47,2296,Paris Collins Defensive Rebound.,15,14
8:29,2296,Jeremiah Jefferson missed Jumper.,15,14
8:29,2050,Sean Sellers Block.,15,14
8:28,2050,Tahjai Teague Defensive Rebound.,15,14
8:24,2296,Foul on Jeremiah Bozeman.,15,14
8:24,2050,Sean Sellers made Free Throw.,15,15
8:24,2050,Sean Sellers made Free Throw.,15,16
7:57,2296,Darius Austin made Layup.,17,16
7:37,2050,Sean Sellers missed Three Point Jumper.,17,16
7:37,2296,Darius Austin Defensive Rebound.,17,16
7:08,2296,Jeremiah Jefferson missed Three Point Jumper.,17,16
7:08,2050,Tayler Persons Defensive Rebound.,17,16
7:01,2050,Sean Sellers missed Layup.,17,16
7:01,2050,Trey Moses Offensive Rebound.,17,16
7:00,2296,Foul on Darius Austin.,17,16
7:00,2050,Official TV Timeout,17,16
7:00,2050,Trey Moses missed Free Throw.,17,16
7:00,2050,Kyle Mallers Offensive Rebound.,17,16
6:55,2050,Tayler Persons missed Three Point Jumper.,17,16
6:55,2050,Kyle Mallers Offensive Rebound.,17,16
6:51,2050,Tayler Persons made Layup.,17,18
6:51,2296,Foul on Julian Daughtry.,17,18
6:51,2050,Tayler Persons made Free Throw.,17,19
6:21,2296,Jeremiah Jefferson missed Three Point Jumper.,17,19
6:21,2050,Trey Moses Defensive Rebound.,17,19
6:10,2050,Tayler Persons Turnover.,17,19
6:09,2296,Payton Wilson Steal.,17,19
6:05,2296,Payton Wilson Turnover.,17,19
5:50,2050,Tayler Persons Turnover.,17,19
5:49,2296,Paris Collins Steal.,17,19
5:46,2296,Paris Collins missed Three Point Jumper.,17,19
5:46,2050,Kyle Mallers Defensive Rebound.,17,19
5:36,2050,Jontrell Walker missed Three Point Jumper.,17,19
5:36,2296,Payton Wilson Defensive Rebound.,17,19
5:06,2296,Maurice Rivers missed Three Point Jumper.,17,19
5:06,2050,Sean Sellers Defensive Rebound.,17,19
4:41,2050,Tayler Persons Turnover.,17,19
4:40,2296,Jeremiah Jefferson Steal.,17,19
4:37,2050,Foul on Tahjai Teague.,17,19
4:37,2296,Jeremiah Bozeman made Free Throw.,18,19
4:37,2296,Jeremiah Bozeman made Free Throw.,19,19
4:22,2050,Kyle Mallers made Layup.,19,21
4:03,2296,Darius Austin missed Jumper.,19,21
4:03,2050,Sean Sellers Defensive Rebound.,19,21
3:54,2050,Francis Kiapway made Three Point Jumper. Assisted by Sean Sellers.,19,24
3:29,2296,Jeremiah Bozeman missed Layup.,19,24
3:29,2050,Ishmael El-Amin Defensive Rebound.,19,24
3:22,2050,Francis Kiapway made Three Point Jumper. Assisted by Ishmael El-Amin.,19,27
3:19,2296,Jackson State  Timeout,19,27
3:19,2050,Official TV Timeout,19,27
2:58,2296,Maurice Rivers missed Jumper.,19,27
2:58,2050,Kyle Mallers Defensive Rebound.,19,27
2:45,2050,Francis Kiapway missed Three Point Jumper.,19,27
2:45,2296,Jeremiah Jefferson Defensive Rebound.,19,27
2:14,2050,Foul on Kyle Mallers.,19,27
2:12,2296,Jeremiah Jefferson made Jumper. Assisted by Paris Collins.,21,27
1:45,2050,Kyle Mallers Turnover.,21,27
1:29,2296,Jeremiah Jefferson missed Jumper.,21,27
1:29,2050,Tahjai Teague Block.,21,27
1:28,2050,Kyle Mallers Defensive Rebound.,21,27
1:15,2050,Tahjai Teague made Jumper. Assisted by Francis Kiapway.,21,29
0:49,2296,Maurice Rivers missed Jumper.,21,29
0:49,2050,Ishmael El-Amin Defensive Rebound.,21,29
0:28,2296,Foul on Darius Austin.,21,29
0:28,2050,Jeremie Tyler made Free Throw.,21,30
0:28,2050,Jeremie Tyler made Free Throw.,21,31
0:03,2296,Paris Collins made Jumper.,23,31
0:00,2050,End of 1st half,23,31
19:43,2050,Jontrell Walker Turnover.,23,31
19:42,2296,Paris Collins Steal.,23,31
19:41,2296,Paris Collins made Layup.,25,31
19:11,2296,Foul on Darius Austin.,25,31
19:11,2050,Trey Moses missed Free Throw.,25,31
19:11,2050,Ball State Deadball Team Rebound.,25,31
19:11,2050,Trey Moses made Free Throw.,25,32
18:46,2296,Maurice Rivers missed Jumper.,25,32
18:46,2050,Ball State Defensive Rebound.,25,32
18:25,2050,Kyle Mallers made Layup. Assisted by Jontrell Walker.,25,34
18:13,2296,Jeremiah Jefferson missed Three Point Jumper.,25,34
18:13,2050,Kyle Mallers Defensive Rebound.,25,34
17:49,2050,Tayler Persons missed Three Point Jumper.,25,34
17:49,2296,Jeremiah Bozeman Defensive Rebound.,25,34
17:31,2050,Foul on Sean Sellers.,25,34
17:21,2296,Darius Austin missed Three Point Jumper.,25,34
17:21,2296,Maurice Rivers Offensive Rebound.,25,34
16:53,2296,Darius Austin Turnover.,25,34
16:53,2050,Kyle Mallers Steal.,25,34
16:30,2050,Foul on Jontrell Walker.,25,34
16:30,2050,Jontrell Walker Turnover.,25,34
16:20,2050,Foul on Tayler Persons.,25,34
16:09,2296,Maurice Rivers made Jumper.,27,34
15:41,2050,Sean Sellers made Three Point Jumper. Assisted by Tayler Persons.,27,37
15:27,2296,Jeremiah Bozeman Turnover.,27,37
15:27,2050,Tayler Persons Steal.,27,37
15:27,2296,Foul on Jeremiah Bozeman.,27,37
15:27,2050,Official TV Timeout,27,37
15:11,2050,Trey Moses made Layup. Assisted by Jontrell Walker.,27,39
15:05,2050,Foul on Tayler Persons.,27,39
14:50,2296,Maurice Rivers made Jumper. Assisted by Paris Collins.,29,39
14:31,2050,Tayler Persons missed Jumper.,29,39
14:31,2296,Paris Collins Block.,29,39
14:29,2296,Julian Daughtry Defensive Rebound.,29,39
14:24,2296,Jeremiah Jefferson missed Jumper.,29,39
14:24,2050,Trey Moses Defensive Rebound.,29,39
14:21,2296,Foul on Julian Daughtry.,29,39
14:04,2050,Trey Moses made Layup.,29,41
13:46,2296,Darius Austin missed Layup.,29,41
13:46,2050,Tahjai Teague Defensive Rebound.,29,41
13:40,2050,Jeremie Tyler missed Jumper.,29,41
13:40,2296,Maurice Rivers Block.,29,41
13:37,2296,Darius Austin Defensive Rebound.,29,41
13:29,2296,Julian Daughtry missed Layup.,29,41
13:29,2050,Jeremie Tyler Defensive Rebound.,29,41
13:21,2050,Jeremie Tyler missed Layup.,29,41
13:21,2050,Trey Moses Offensive Rebound.,29,41
13:14,2050,Trey Moses made Two Point Tip Shot.,29,43
12:54,2296,Maurice Rivers missed Jumper.,29,43
12:54,2296,Julian Daughtry Offensive Rebound.,29,43
12:48,2296,Darius Austin missed Jumper.,29,43
12:48,2050,Trey Moses Defensive Rebound.,29,43
12:46,2296,Foul on Maurice Rivers.,29,43
12:31,2050,Jeremie Tyler made Three Point Jumper. Assisted by Tayler Persons.,29,46
12:17,2296,Paris Collins made Layup.,31,46
12:03,2296,Foul on Paris Collins.,31,46
11:50,2296,Foul on Maurice Rivers.,31,46
11:50,2050,Official TV Timeout,31,46
11:47,2050,Francis Kiapway missed Three Point Jumper.,31,46
11:47,2296,Jesse Love Defensive Rebound.,31,46
11:31,2296,Maurice Rivers missed Jumper.,31,46
11:31,2050,Tahjai Teague Defensive Rebound.,31,46
11:24,2050,Ishmael El-Amin made Three Point Jumper. Assisted by Jeremie Tyler.,31,49
10:54,2296,Darius Austin made Layup.,33,49
10:41,2050,Jeremie Tyler missed Jumper.,33,49
10:41,2296,Jackson State Defensive Rebound.,33,49
10:13,2296,Darius Austin missed Three Point Jumper.,33,49
10:13,2050,Jeremie Tyler Defensive Rebound.,33,49
9:46,2050,Jeremie Tyler Turnover.,33,49
9:45,2296,Darius Austin Steal.,33,49
9:43,2296,Maurice Rivers Turnover.,33,49
9:22,2050,Sean Sellers made Three Point Jumper. Assisted by Ishmael El-Amin.,33,52
9:04,2296,Paris Collins made Three Point Jumper. Assisted by Maurice Rivers.,36,52
8:41,2050,Jontrell Walker Turnover.,36,52
8:40,2296,Julian Daughtry Steal.,36,52
8:38,2296,Julian Daughtry made Layup.,38,52
8:21,2050,Tahjai Teague made Layup. Assisted by Kyle Mallers.,38,54
8:21,2296,Foul on Maurice Rivers.,38,54
8:21,2050,Tahjai Teague missed Free Throw.,38,54
8:21,2296,Paris Collins Defensive Rebound.,38,54
8:01,2296,Jeremiah Bozeman Turnover.,38,54
7:49,2050,Jontrell Walker missed Three Point Jumper.,38,54
7:49,2050,Kyle Mallers Offensive Rebound.,38,54
7:41,2050,Official TV Timeout,38,54
7:23,2050,Jontrell Walker made Jumper.,38,56
7:01,2296,Julian Daughtry made Jumper.,40,56
6:47,2050,Ishmael El-Amin Turnover.,40,56
6:45,2296,Paris Collins Steal.,40,56
6:43,2296,Paris Collins made Layup.,42,56
6:32,2296,Foul on Paris Collins.,42,56
6:32,2050,Jontrell Walker missed Free Throw.,42,56
6:32,2296,Jackson State Defensive Rebound.,42,56
6:16,2050,Foul on Jontrell Walker.,42,56
6:03,2296,Paris Collins Turnover.,42,56
6:02,2050,Jontrell Walker Steal.,42,56
6:01,2296,Foul on Paris Collins.,42,56
6:01,2050,Jontrell Walker made Free Throw.,42,57
6:01,2050,Jontrell Walker made Free Throw.,42,58
5:32,2296,Darius Austin missed Three Point Jumper.,42,58
5:32,2296,Payton Wilson Offensive Rebound.,42,58
5:27,2296,Payton Wilson made Layup.,44,58
5:19,2296,Foul on Paris Collins.,44,58
5:19,2050,Jontrell Walker missed Free Throw.,44,58
5:19,2050,Ball State Deadball Team Rebound.,44,58
5:19,2050,Jontrell Walker missed Free Throw.,44,58
5:19,2296,Darius Austin Defensive Rebound.,44,58
5:00,2296,Jeremiah Jefferson Turnover.,44,58
4:54,2296,Foul on Julian Daughtry.,44,58
4:54,2050,Francis Kiapway made Free Throw.,44,59
4:54,2050,Francis Kiapway made Free Throw.,44,60
4:38,2050,Foul on Kyle Mallers.,44,60
4:38,2296,Darius Austin made Free Throw.,45,60
4:38,2296,Darius Austin missed Free Throw.,45,60
4:38,2050,Sean Sellers Defensive Rebound.,45,60
4:29,2296,Foul on Darius Austin.,45,60
4:29,2050,Kyle Mallers made Free Throw.,45,61
4:29,2050,Kyle Mallers made Free Throw.,45,62
4:11,2296,Julian Daughtry made Three Point Jumper.,48,62
3:41,2050,Jeremie Tyler made Three Point Jumper. Assisted by Sean Sellers.,48,65
3:25,2296,Julian Daughtry Turnover.,48,65
3:24,2050,Kyle Mallers Steal.,48,65
3:13,2050,Sean Sellers missed Three Point Jumper.,48,65
3:13,2296,Jeremiah Bozeman Defensive Rebound.,48,65
2:54,2296,Payton Wilson missed Layup.,48,65
2:54,2050,Kyle Mallers Defensive Rebound.,48,65
2:46,2050,Jeremie Tyler missed Three Point Jumper.,48,65
2:46,2296,Julian Daughtry Defensive Rebound.,48,65
2:25,2296,Payton Wilson made Three Point Jumper. Assisted by Paris Collins.,51,65
2:04,2050,Kyle Mallers made Three Point Jumper. Assisted by Francis Kiapway.,51,68
2:02,2050,Ball State  Timeout,51,68
2:02,2050,Official TV Timeout,51,68
1:39,2296,Darius Austin missed Jumper.,51,68
1:39,2050,Tahjai Teague Defensive Rebound.,51,68
1:28,2050,Official TV Timeout,51,68
1:07,2050,Tahjai Teague missed Three Point Jumper.,51,68
1:07,2296,Payton Wilson Block.,51,68
1:04,2296,Darius Austin Defensive Rebound.,51,68
1:00,2296,Jeremiah Jefferson made Three Point Jumper.,54,68
0:31,2050,Ishmael El-Amin made Layup.,54,70
0:02,2296,Jeremiah Jefferson missed Three Point Jumper.,54,70
0:02,2050,Tahjai Teague Defensive Rebound.,54,70
0:00,2050,End of Game,54,70
