South Dakota State,140,UMKC,2571
5:54,2571,David Jenkins Jr. made Jumper.,32,15
5:36,140,Jordan Giles Turnover.,32,15
5:20,140,Foul on Jordan Giles.,32,15
5:20,2571,Reed Tellinghuisen made Free Throw.,33,15
5:20,2571,Reed Tellinghuisen made Free Throw.,34,15
5:14,2571,Foul on Chris Howell.,34,15
5:11,140,Xavier Bishop made Three Point Jumper. Assisted by Robert Knar.,34,18
5:00,2571,Reed Tellinghuisen missed Three Point Jumper.,34,18
5:00,140,Xavier Bishop Defensive Rebound.,34,18
4:47,2571,Foul on David Jenkins Jr..,34,18
4:47,140,Steve Dulley made Free Throw.,34,19
4:47,140,Steve Dulley made Free Throw.,34,20
4:29,2571,David Jenkins Jr. missed Three Point Jumper.,34,20
4:29,2571,Lane Severyn Offensive Rebound.,34,20
4:24,2571,Reed Tellinghuisen made Three Point Jumper. Assisted by Lane Severyn.,37,20
4:13,140,Jordan Giles missed Three Point Jumper.,37,20
4:13,2571,David Jenkins Jr. Defensive Rebound.,37,20
4:03,2571,Lane Severyn made Three Point Jumper. Assisted by Reed Tellinghuisen.,40,20
3:50,140,Xavier Bishop missed Three Point Jumper.,40,20
3:50,2571,Chris Howell Defensive Rebound.,40,20
3:38,2571,Tevin King missed Three Point Jumper.,40,20
3:38,2571,Chris Howell Offensive Rebound.,40,20
3:37,140,Foul on Marvin Nesbitt Jr..,40,20
3:37,140,Official TV Timeout,40,20
3:37,2571,Chris Howell missed Free Throw.,40,20
3:37,2571,South Dakota State Deadball Team Rebound.,40,20
3:37,2571,Chris Howell made Free Throw.,41,20
3:25,140,Broderick Robinson missed Three Point Jumper.,41,20
3:25,2571,Skyler Flatten Defensive Rebound.,41,20
3:08,2571,Skyler Flatten made Three Point Jumper. Assisted by Tevin King.,44,20
2:48,140,Marvin Nesbitt Jr. missed Jumper.,44,20
2:48,2571,Lane Severyn Block.,44,20
2:46,2571,Skyler Flatten Defensive Rebound.,44,20
2:44,2571,Skyler Flatten Turnover.,44,20
2:33,2571,Foul on Reed Tellinghuisen.,44,20
2:33,140,Jordan Giles made Free Throw.,44,21
2:33,140,Jordan Giles made Free Throw.,44,22
2:20,2571,Reed Tellinghuisen missed Three Point Jumper.,44,22
2:20,140,Jordan Giles Defensive Rebound.,44,22
2:08,140,Xavier Bishop Turnover.,44,22
1:41,2571,David Jenkins Jr. missed Layup.,44,22
1:41,140,Broderick Robinson Defensive Rebound.,44,22
1:35,140,Xavier Bishop made Three Point Jumper. Assisted by Brandon McKissic.,44,25
1:27,140,Foul on Xavier Bishop.,44,25
1:27,2571,Brandon Key missed Free Throw.,44,25
1:27,140,Broderick Robinson Defensive Rebound.,44,25
1:19,140,Marco Smith made Layup.,44,27
0:55,2571,David Jenkins Jr. missed Three Point Jumper.,44,27
0:55,140,UMKC Deadball Team Rebound.,44,27
0:51,2571,Foul on Lane Severyn.,44,27
0:51,140,Broderick Robinson made Free Throw.,44,28
0:51,140,Broderick Robinson missed Free Throw.,44,28
0:51,2571,Mike Daum Defensive Rebound.,44,28
0:39,2571,Mike Daum made Jumper.,46,28
0:18,140,Brandon McKissic missed Jumper.,46,28
0:18,2571,Reed Tellinghuisen Defensive Rebound.,46,28
0:17,140,Foul on Brandon McKissic.,46,28
0:17,2571,Reed Tellinghuisen missed Free Throw.,46,28
0:17,140,Broderick Robinson Defensive Rebound.,46,28
0:00,2571,Foul on Skyler Flatten.,46,28
0:00,140,Jordan Giles made Free Throw.,46,29
0:00,140,Jordan Giles made Free Throw.,46,30
0:00,140,End of 1st half,46,28
19:39,140,Jordan Giles missed Jumper.,46,30
19:39,2571,South Dakota State Defensive Rebound.,46,30
19:38,2571,South Dakota State  Timeout,46,30
19:26,2571,Tevin King made Layup.,48,30
19:19,140,Broderick Robinson Turnover.,48,30
19:09,2571,Reed Tellinghuisen made Layup. Assisted by Tevin King.,50,30
18:54,140,Jordan Giles missed Jumper.,50,30
18:54,2571,Reed Tellinghuisen Defensive Rebound.,50,30
18:31,2571,Skyler Flatten missed Three Point Jumper.,50,30
18:31,140,Jordan Giles Defensive Rebound.,50,30
18:21,2571,Foul on Mike Daum.,50,30
18:21,140,Xavier Bishop missed Free Throw.,50,30
18:21,140,UMKC Deadball Team Rebound.,50,30
18:21,140,Xavier Bishop made Free Throw.,50,31
18:12,140,Foul on Jordan Giles.,50,31
17:55,2571,David Jenkins Jr. Turnover.,50,31
17:33,140,Jordan Giles Turnover.,50,31
17:12,2571,Skyler Flatten missed Jumper.,50,31
17:12,2571,Reed Tellinghuisen Offensive Rebound.,50,31
17:08,2571,Foul on Reed Tellinghuisen.,50,31
17:08,2571,Reed Tellinghuisen Turnover.,50,31
16:55,2571,Foul on David Jenkins Jr..,50,31
16:49,140,Xavier Bishop Turnover.,50,31
16:48,2571,Tevin King Steal.,50,31
16:48,140,Foul on Isaiah Ross.,50,31
16:33,2571,Skyler Flatten made Three Point Jumper. Assisted by Tevin King.,53,31
16:17,140,Xavier Bishop made Three Point Jumper.,53,34
15:59,2571,Lane Severyn made Jumper.,55,34
15:42,140,Steve Dulley missed Three Point Jumper.,55,34
15:42,140,Broderick Robinson Offensive Rebound.,55,34
15:31,2571,Foul on Tevin King.,55,34
15:31,140,Official TV Timeout,55,34
15:14,2571,Foul on Lane Severyn.,55,34
15:06,140,Jordan Giles made Jumper.,55,36
14:54,140,Foul on Jordan Giles.,55,36
14:46,140,Foul on Broderick Robinson.,55,36
14:42,140,Foul on Jordan Giles.,55,36
14:28,2571,Tevin King Turnover.,55,36
14:08,140,Steve Dulley missed Layup.,55,36
13:53,140,Steve Dulley Offensive Rebound.,55,36
13:47,140,Marvin Nesbitt Jr. made Two Point Tip Shot.,55,38
13:44,2571,Tevin King missed Layup.,55,38
13:44,140,Marco Smith Defensive Rebound.,55,38
13:39,140,Steve Dulley made Layup. Assisted by Marvin Nesbitt Jr..,55,40
13:20,2571,Brandon Key made Layup.,57,40
13:20,140,Foul on Marvin Nesbitt Jr..,57,40
13:20,2571,Brandon Key made Free Throw.,58,40
13:08,140,Steve Dulley missed Jumper.,58,40
13:08,2571,David Jenkins Jr. Defensive Rebound.,58,40
13:04,2571,David Jenkins Jr. made Layup.,60,40
12:54,2571,Foul on Chris Howell.,60,40
12:54,140,Broderick Robinson made Free Throw.,60,41
12:54,140,Broderick Robinson made Free Throw.,60,42
12:52,140,Foul on Marco Smith.,60,42
12:52,2571,Brandon Key made Free Throw.,61,42
12:52,2571,Brandon Key made Free Throw.,62,42
12:43,140,Foul on Steve Dulley.,62,42
12:43,140,Steve Dulley Turnover.,62,42
12:28,2571,Brandon Key missed Layup.,62,42
12:28,140,Steve Dulley Defensive Rebound.,62,42
12:21,140,Broderick Robinson missed Three Point Jumper.,62,42
12:21,2571,Tevin King Defensive Rebound.,62,42
12:06,2571,Lane Severyn missed Three Point Jumper.,62,42
12:06,140,Marvin Nesbitt Jr. Defensive Rebound.,62,42
11:58,140,Marco Smith Turnover.,62,42
11:57,2571,Tevin King Steal.,62,42
11:50,2571,David Jenkins Jr. missed Three Point Jumper.,62,42
11:50,140,Steve Dulley Defensive Rebound.,62,42
11:36,140,Marvin Nesbitt Jr. made Layup.,62,44
11:36,2571,Foul on Brandon Key.,62,44
11:36,140,Official TV Timeout,62,44
11:36,140,Marvin Nesbitt Jr. missed Free Throw.,62,44
11:36,2571,Mike Daum Defensive Rebound.,62,44
11:21,2571,Mike Daum Turnover.,62,44
11:19,140,Marco Smith Steal.,62,44
11:13,140,Marvin Nesbitt Jr. missed Three Point Jumper.,62,44
11:13,2571,David Jenkins Jr. Defensive Rebound.,62,44
10:59,140,Foul on Xavier Bishop.,62,44
10:59,2571,Reed Tellinghuisen made Free Throw.,63,44
10:59,2571,Reed Tellinghuisen made Free Throw.,64,44
10:35,140,Xavier Bishop missed Three Point Jumper.,64,44
10:35,2571,David Jenkins Jr. Defensive Rebound.,64,44
10:18,2571,Reed Tellinghuisen made Layup.,66,44
10:18,140,Foul on Isaiah Ross.,66,44
10:18,2571,Reed Tellinghuisen made Free Throw.,67,44
10:07,2571,Foul on Mike Daum.,67,44
10:07,140,Aleer Leek missed Free Throw.,67,44
10:07,2571,Reed Tellinghuisen Defensive Rebound.,67,44
9:55,2571,Tevin King missed Layup.,67,44
9:55,140,Broderick Robinson Defensive Rebound.,67,44
9:49,140,Brandon McKissic Turnover.,67,44
9:30,2571,David Jenkins Jr. Turnover.,67,44
9:29,140,Brandon McKissic Steal.,67,44
9:24,140,Xavier Bishop Turnover.,67,44
9:22,2571,Lane Severyn Steal.,67,44
9:09,2571,Reed Tellinghuisen made Layup.,69,44
8:47,140,Broderick Robinson missed Layup.,69,44
8:47,2571,Brandon Key Defensive Rebound.,69,44
8:41,2571,David Jenkins Jr. missed Three Point Jumper.,69,44
8:41,140,Aleer Leek Defensive Rebound.,69,44
8:18,2571,Foul on Lane Severyn.,69,44
8:18,140,Jordan Giles made Free Throw.,69,45
8:18,140,Jordan Giles made Free Throw.,69,46
8:11,2571,Reed Tellinghuisen made Dunk. Assisted by Lane Severyn.,71,46
8:05,140,Isaiah Ross missed Three Point Jumper.,71,46
8:05,2571,Reed Tellinghuisen Defensive Rebound.,71,46
7:53,2571,Tevin King made Layup.,73,46
7:45,140,Xavier Bishop made Three Point Jumper.,73,49
7:28,2571,Brandon Key missed Jumper.,73,49
7:28,140,Xavier Bishop Defensive Rebound.,73,49
7:17,140,Robert Knar missed Layup.,73,49
7:17,2571,Reed Tellinghuisen Defensive Rebound.,73,49
6:57,2571,Brandon Key Turnover.,73,49
6:57,140,Official TV Timeout,73,49
6:41,140,Jordan Giles missed Jumper.,73,49
6:41,2571,Reed Tellinghuisen Defensive Rebound.,73,49
6:18,2571,Skyler Flatten Turnover.,73,49
6:07,140,Xavier Bishop missed Jumper.,73,49
6:07,2571,Reed Tellinghuisen Defensive Rebound.,73,49
5:55,2571,Brandon Key missed Jumper.,73,49
5:55,140,Robert Knar Defensive Rebound.,73,49
5:47,140,Xavier Bishop Turnover.,73,49
5:43,2571,Tevin King Steal.,73,49
5:42,2571,Tevin King made Layup.,75,49
5:35,140,Brandon McKissic Turnover.,75,49
5:35,2571,Skyler Flatten Steal.,75,49
5:27,2571,Skyler Flatten made Three Point Jumper. Assisted by Brandon Key.,78,49
5:05,140,Jordan Giles missed Jumper.,78,49
5:05,140,Jordan Giles Offensive Rebound.,78,49
4:59,140,Mo Ahmed missed Jumper.,78,49
4:59,2571,Reed Tellinghuisen Defensive Rebound.,78,49
4:41,2571,Skyler Flatten made Three Point Jumper. Assisted by Brandon Key.,81,49
4:20,140,Steve Dulley missed Three Point Jumper.,81,49
4:20,2571,Brandon Key Defensive Rebound.,81,49
4:02,2571,Mike Daum missed Three Point Jumper.,81,49
4:02,140,Robert Knar Defensive Rebound.,81,49
3:52,140,Steve Dulley missed Layup.,81,49
3:52,2571,Skyler Flatten Defensive Rebound.,81,49
3:38,140,Foul on Mo Ahmed.,81,49
3:38,140,Official TV Timeout,81,49
3:38,2571,Mike Daum missed Free Throw.,81,49
3:38,2571,South Dakota State Deadball Team Rebound.,81,49
3:38,2571,Mike Daum missed Free Throw.,81,49
3:38,140,Robert Knar Defensive Rebound.,81,49
3:23,140,Marco Smith missed Three Point Jumper.,81,49
3:23,140,Brandon McKissic Offensive Rebound.,81,49
3:11,140,Brandon McKissic Turnover.,81,49
2:50,140,Steve Dulley Defensive Rebound.,81,49
2:50,2571,Skyler Flatten missed Jumper.,81,49
2:45,140,Steve Dulley made Jumper.,81,51
2:33,2571,Chris Howell missed Jumper.,81,51
2:33,140,UMKC Deadball Team Rebound.,81,51
2:29,2571,Foul on Lane Severyn.,81,51
2:29,140,Marco Smith made Free Throw.,81,52
2:29,140,Marco Smith made Free Throw.,81,53
2:14,2571,Chris Howell made Jumper.,83,53
2:01,140,Steve Dulley made Three Point Jumper. Assisted by Brandon McKissic.,83,56
1:35,140,Foul on Steve Dulley.,83,56
1:35,2571,Lane Severyn missed Free Throw.,83,56
1:35,2571,South Dakota State Deadball Team Rebound.,83,56
1:35,2571,Lane Severyn missed Free Throw.,83,56
1:35,140,Mo Ahmed Defensive Rebound.,83,56
1:23,140,Marco Smith missed Three Point Jumper.,83,56
1:23,140,Steve Dulley Offensive Rebound.,83,56
1:20,140,Steve Dulley Turnover.,83,56
1:07,2571,Chris Howell made Layup.,85,56
1:07,140,Foul on Steve Dulley.,85,56
1:07,2571,Chris Howell missed Free Throw.,85,56
1:07,140,Robert Knar Defensive Rebound.,85,56
1:03,140,Marco Smith made Layup. Assisted by Robert Knar.,85,58
0:32,2571,Chris Howell Turnover.,85,58
0:31,140,Robert Knar Steal.,85,58
0:23,140,Brandon McKissic made Layup.,85,60
0:00,140,End of Game,85,60
