Northern Colorado,2439,UNLV,2458
17:25,2439,Jovan Mooring Defensive Rebound.,47,49
17:15,2439,Jovan Mooring missed Jumper.,47,49
17:15,2458,Jalen Sanders Block.,47,49
17:12,2458,Jordan Davis Defensive Rebound.,47,49
17:08,2458,Andre Spight missed Three Point Jumper.,47,49
17:08,2439,Brandon McCoy Defensive Rebound.,47,49
16:45,2439,Shakur Juiston made Jumper.,47,51
16:21,2458,Andre Spight missed Three Point Jumper.,47,51
16:21,2439,Brandon McCoy Defensive Rebound.,47,51
16:14,2439,Jordan Johnson made Layup. Assisted by Brandon McCoy.,47,53
16:14,2458,Foul on Jalen Sanders.,47,53
16:14,2439,Jordan Johnson made Free Throw.,47,54
16:04,2458,Jordan Davis missed Jumper.,47,54
16:04,2439,Brandon McCoy Defensive Rebound.,47,54
15:50,2439,Shakur Juiston Turnover.,47,54
15:49,2458,Jalen Sanders Steal.,47,54
15:47,2458,Jordan Davis made Dunk. Assisted by Roberto Vercellino.,49,54
15:25,2458,Foul on Jalen Sanders.,49,54
15:25,2439,Official TV Timeout,49,54
15:18,2439,Brandon McCoy missed Dunk.,49,54
15:18,2439,Brandon McCoy Offensive Rebound.,49,54
15:16,2439,Brandon McCoy made Jumper.,49,56
14:59,2458,Anthony Johnson made Three Point Jumper.,52,56
14:43,2458,Foul on Roberto Vercellino.,52,56
14:43,2439,Kris Clyburn missed Free Throw.,52,56
14:43,2439,UNLV Deadball Team Rebound.,52,56
14:43,2439,Kris Clyburn made Free Throw.,52,57
14:30,2458,Anthony Johnson missed Layup.,52,57
14:30,2439,Brandon McCoy Defensive Rebound.,52,57
14:18,2439,Kris Clyburn missed Layup.,52,57
14:18,2458,Jordan Davis Defensive Rebound.,52,57
14:13,2439,Foul on Kris Clyburn.,52,57
14:05,2458,Anthony Johnson made Three Point Jumper.,55,57
13:50,2439,Jovan Mooring missed Jumper.,55,57
13:50,2458,Jordan Davis Defensive Rebound.,55,57
13:40,2458,Anthony Johnson missed Layup.,55,57
13:40,2439,Brandon McCoy Block.,55,57
13:39,2458,Anthony Johnson Offensive Rebound.,55,57
13:37,2458,Anthony Johnson missed Jumper.,55,57
13:37,2458,Roberto Vercellino Offensive Rebound.,55,57
13:36,2458,Roberto Vercellino made Layup.,57,57
13:19,2439,Brandon McCoy missed Jumper.,57,57
13:19,2458,Roberto Vercellino Defensive Rebound.,57,57
13:12,2458,Jordan Davis missed Jumper.,57,57
13:12,2458,Andre Spight Offensive Rebound.,57,57
13:10,2458,Andre Spight made Two Point Tip Shot.,59,57
13:04,2439,UNLV  Timeout,59,57
12:53,2439,Shakur Juiston made Layup.,59,59
12:33,2458,Jordan Davis Turnover.,59,59
12:32,2439,Jordan Johnson Steal.,59,59
12:28,2439,Shakur Juiston made Layup. Assisted by Jordan Johnson.,59,61
12:12,2458,Anthony Johnson missed Three Point Jumper.,59,61
12:12,2439,Brandon McCoy Defensive Rebound.,59,61
12:03,2439,Amauri Hardy missed Three Point Jumper.,59,61
12:03,2439,Brandon McCoy Offensive Rebound.,59,61
11:58,2439,Brandon McCoy made Layup.,59,63
11:47,2458,Northern Colorado  Timeout,59,63
11:36,2458,Jordan Davis missed Layup.,59,63
11:36,2458,Tanner Morgan Offensive Rebound.,59,63
11:32,2458,Tanner Morgan missed Two Point Tip Shot.,59,63
11:32,2458,Jordan Davis Offensive Rebound.,59,63
11:29,2458,Jordan Davis missed Two Point Tip Shot.,59,63
11:29,2458,Jordan Davis Offensive Rebound.,59,63
11:26,2458,Jordan Davis made Layup.,61,63
11:24,2439,Foul on Jordan Johnson.,61,63
11:24,2458,Jordan Davis made Free Throw.,62,63
11:14,2458,Foul on Tanner Morgan.,62,63
11:06,2439,Brandon McCoy made Jumper.,62,65
10:51,2439,Foul on Amauri Hardy.,62,65
10:51,2458,Jordan Davis made Free Throw.,63,65
10:51,2458,Jordan Davis missed Free Throw.,63,65
10:51,2439,Shakur Juiston Defensive Rebound.,63,65
10:51,2458,Foul on Roberto Vercellino.,63,65
10:51,2439,Shakur Juiston made Free Throw.,63,66
10:51,2439,Shakur Juiston made Free Throw.,63,67
10:42,2458,Jalen Sanders made Jumper.,65,67
10:26,2439,Shakur Juiston made Jumper.,65,69
10:09,2458,Kai Edwards made Layup. Assisted by Jordan Davis.,67,69
9:56,2439,Brandon McCoy Turnover.,67,69
9:34,2458,Jalen Sanders missed Three Point Jumper.,67,69
9:34,2458,Jonah Radebaugh Offensive Rebound.,67,69
9:25,2458,Jordan Davis made Layup.,69,69
9:08,2439,Kris Clyburn made Three Point Jumper. Assisted by Amauri Hardy.,69,72
8:49,2439,Foul on Brandon McCoy.,69,72
8:49,2458,Andre Spight made Free Throw.,70,72
8:49,2458,Andre Spight made Free Throw.,71,72
8:32,2439,Kris Clyburn missed Jumper.,71,72
8:32,2458,Northern Colorado Defensive Rebound.,71,72
8:20,2458,Andre Spight made Layup.,73,72
8:10,2439,Shakur Juiston missed Layup.,73,72
8:10,2458,Kai Edwards Defensive Rebound.,73,72
7:58,2458,Andre Spight made Jumper.,75,72
7:43,2439,Jordan Johnson Turnover.,75,72
7:42,2458,Anthony Johnson Steal.,75,72
7:39,2458,Anthony Johnson missed Layup.,75,72
7:39,2439,Jordan Johnson Block.,75,72
7:38,2458,Northern Colorado Offensive Rebound.,75,72
7:37,2439,Official TV Timeout,75,72
7:14,2458,Andre Spight made Three Point Jumper.,78,72
6:56,2439,Jovan Mooring missed Jumper.,78,72
6:56,2439,Shakur Juiston Offensive Rebound.,78,72
6:52,2439,Shakur Juiston missed Jumper.,78,72
6:52,2439,Shakur Juiston Offensive Rebound.,78,72
6:50,2439,Shakur Juiston missed Jumper.,78,72
6:50,2458,Northern Colorado Defensive Rebound.,78,72
6:32,2458,Anthony Johnson missed Three Point Jumper.,78,72
6:32,2439,Shakur Juiston Defensive Rebound.,78,72
6:25,2439,Jordan Johnson Turnover.,78,72
6:24,2458,Jonah Radebaugh Steal.,78,72
6:21,2458,Anthony Johnson missed Layup.,78,72
6:21,2458,Jonah Radebaugh Offensive Rebound.,78,72
6:19,2458,Jonah Radebaugh made Layup.,80,72
6:02,2439,Cheickna Dembele missed Layup.,80,72
6:02,2458,Jalen Sanders Block.,80,72
6:01,2439,Cheickna Dembele Offensive Rebound.,80,72
6:00,2458,Foul on Jonah Radebaugh.,80,72
6:00,2439,Cheickna Dembele made Free Throw.,80,73
6:00,2439,Cheickna Dembele made Free Throw.,80,74
5:44,2458,Jordan Davis made Layup. Assisted by Tanner Morgan.,82,74
5:22,2439,Jovan Mooring missed Jumper.,82,74
5:22,2458,Jalen Sanders Defensive Rebound.,82,74
5:05,2458,Jordan Davis Turnover.,82,74
5:04,2439,Shakur Juiston Steal.,82,74
5:00,2439,Kris Clyburn missed Jumper.,82,74
5:00,2439,Cheickna Dembele Offensive Rebound.,82,74
4:58,2439,Cheickna Dembele made Layup.,82,76
4:31,2458,Jonah Radebaugh missed Three Point Jumper.,82,76
4:31,2458,Jalen Sanders Offensive Rebound.,82,76
4:28,2458,Jalen Sanders made Jumper.,84,76
4:15,2439,Shakur Juiston made Layup.,84,78
4:00,2458,Andre Spight missed Jumper.,84,78
4:00,2458,Jonah Radebaugh Offensive Rebound.,84,78
3:35,2458,Jordan Davis missed Jumper.,84,78
3:35,2439,Cheickna Dembele Defensive Rebound.,84,78
3:21,2439,Jovan Mooring made Jumper.,84,80
3:09,2458,Andre Spight Turnover.,84,80
3:09,2439,Jovan Mooring Steal.,84,80
3:06,2439,Jovan Mooring made Layup.,84,82
3:03,2458,Foul on Jordan Davis.,84,82
3:03,2439,Official TV Timeout,84,82
3:03,2439,Jovan Mooring made Free Throw.,84,83
2:52,2458,Jalen Sanders made Layup.,86,83
2:44,2439,Shakur Juiston made Layup. Assisted by Jordan Johnson.,86,85
2:28,2458,Jalen Sanders missed Three Point Jumper.,86,85
2:28,2439,Brandon McCoy Defensive Rebound.,86,85
2:09,2439,Jovan Mooring made Three Point Jumper.,86,88
1:47,2458,Jordan Davis Turnover.,86,88
1:47,2458,Foul on Jordan Davis.,86,88
1:45,2439,Shakur Juiston missed Jumper.,86,88
1:45,2439,Shakur Juiston Offensive Rebound.,86,88
1:42,2439,Shakur Juiston made Jumper.,86,90
1:38,2458,Foul on Tanner Morgan.,86,90
1:30,2458,Northern Colorado  Timeout,86,90
1:30,2439,Shakur Juiston made Free Throw.,86,91
1:24,2458,Jordan Davis missed Jumper.,86,91
1:24,2458,Jonah Radebaugh Offensive Rebound.,86,91
1:13,2458,Anthony Johnson missed Three Point Jumper.,86,91
1:13,2439,Shakur Juiston Defensive Rebound.,86,91
0:45,2439,Kris Clyburn missed Three Point Jumper.,86,91
0:45,2439,Brandon McCoy Offensive Rebound.,86,91
0:41,2439,Brandon McCoy missed Layup.,86,91
0:41,2458,Jalen Sanders Block.,86,91
0:38,2439,Brandon McCoy Offensive Rebound.,86,91
0:38,2458,Foul on Jonah Radebaugh.,86,91
0:38,2439,Brandon McCoy missed Free Throw.,86,91
0:38,2439,UNLV Deadball Team Rebound.,86,91
0:38,2439,Brandon McCoy missed Free Throw.,86,91
0:38,2458,Anthony Johnson Defensive Rebound.,86,91
0:31,2458,Andre Spight missed Three Point Jumper.,86,91
0:31,2439,Shakur Juiston Defensive Rebound.,86,91
0:24,2439,Jovan Mooring Turnover.,86,91
0:23,2458,Jordan Davis Steal.,86,91
0:21,2458,Jordan Davis missed Three Point Jumper.,86,91
0:21,2458,Andre Spight Offensive Rebound.,86,91
0:15,2458,Andre Spight made Two Point Tip Shot.,88,91
0:15,2458,Northern Colorado  Timeout,88,91
0:12,2458,Foul on Anthony Johnson.,88,91
0:12,2439,Shakur Juiston missed Free Throw.,88,91
0:12,2439,UNLV Deadball Team Rebound.,88,91
0:12,2439,Shakur Juiston made Free Throw.,88,92
0:04,2458,Andre Spight made Three Point Jumper. Assisted by Jonah Radebaugh.,91,92
0:01,2458,Foul on Jonah Radebaugh.,91,92
0:01,2439,Jovan Mooring made Free Throw.,91,93
0:01,2439,Jovan Mooring made Free Throw.,91,94
0:00,2458,Jordan Davis Turnover.,91,94
0:00,2439,Jovan Mooring Steal.,91,94
0:00,2439,End of Game,91,94
