Murray State,2174,Detroit Mercy,93
5:15,93,Jalen Dupree missed Free Throw.,70,64
5:15,93,Murray State Deadball Team Rebound.,70,64
5:15,93,Jalen Dupree made Free Throw.,71,64
4:59,2174,Jermaine Jackson Jr. made Three Point Jumper. Assisted by Roschon Prince.,71,67
4:39,93,Shaq Buchanan missed Layup.,71,67
4:39,2174,Roschon Prince Defensive Rebound.,71,67
4:22,2174,Jermaine Jackson Jr. missed Layup.,71,67
4:22,93,Shaq Buchanan Defensive Rebound.,71,67
4:11,93,Murray State  Timeout,71,67
4:00,93,Jonathan Stark missed Jumper.,71,67
4:00,93,Shaq Buchanan Offensive Rebound.,71,67
3:56,2174,Official TV Timeout,71,67
3:30,93,Shaq Buchanan missed Jumper.,71,67
3:30,93,Murray State Offensive Rebound.,71,67
3:06,93,Ja Morant missed Layup.,71,67
3:06,2174,Jaleel Hogan Defensive Rebound.,71,67
2:52,2174,DeShawndre Black Turnover.,71,67
2:50,93,Shaq Buchanan Steal.,71,67
2:47,93,Shaq Buchanan made Dunk. Assisted by Ja Morant.,73,67
2:36,2174,Detroit Mercy  Timeout,73,67
2:24,93,Foul on Shaq Buchanan.,73,67
2:24,2174,Jaleel Hogan missed Free Throw.,73,67
2:24,2174,Detroit Mercy Deadball Team Rebound.,73,67
2:24,2174,Jaleel Hogan missed Free Throw.,73,67
2:24,93,Ja Morant Defensive Rebound.,73,67
2:06,93,Ja Morant missed Jumper.,73,67
2:06,2174,Kameron Chatman Defensive Rebound.,73,67
2:00,2174,Josh McFolley missed Three Point Jumper.,73,67
2:00,93,Terrell Miller Jr. Defensive Rebound.,73,67
1:52,93,Shaq Buchanan made Dunk. Assisted by Ja Morant.,75,67
1:33,93,Foul on Ja Morant.,75,67
1:33,2174,Jermaine Jackson Jr. made Free Throw.,75,68
1:33,2174,Jermaine Jackson Jr. made Free Throw.,75,69
1:18,93,Jalen Dupree made Dunk. Assisted by Ja Morant.,77,69
1:08,2174,Detroit Mercy  Timeout,77,69
1:00,2174,Kameron Chatman missed Jumper.,77,69
1:00,93,Terrell Miller Jr. Block.,77,69
1:00,2174,Detroit Mercy Offensive Rebound.,77,69
0:58,2174,Tariiq Jones missed Three Point Jumper.,77,69
0:58,93,Ja Morant Defensive Rebound.,77,69
0:45,93,Murray State  Turnover.,77,69
0:44,2174,Jermaine Jackson Jr. missed Three Point Jumper.,77,69
0:44,93,Jalen Dupree Defensive Rebound.,77,69
0:41,2174,Foul on Roschon Prince.,77,69
0:41,93,Jalen Dupree made Free Throw.,78,69
0:41,93,Jalen Dupree made Free Throw.,79,69
0:32,2174,Josh McFolley missed Layup.,79,69
0:32,93,Shaq Buchanan Defensive Rebound.,79,69
0:21,2174,Foul on DeShawndre Black.,79,69
0:21,93,Byron Hawkins missed Free Throw.,79,69
0:21,93,Murray State Deadball Team Rebound.,79,69
0:21,93,Byron Hawkins missed Free Throw.,79,69
0:21,2174,Kameron Chatman Defensive Rebound.,79,69
0:15,2174,Kameron Chatman made Layup.,79,71
0:15,93,Foul on Terrell Miller Jr..,79,71
0:15,2174,Kameron Chatman made Free Throw.,79,72
0:15,2174,Detroit Mercy  Timeout,79,72
0:10,2174,Foul on DeShawndre Black.,79,72
0:10,93,Jonathan Stark made Free Throw.,80,72
0:10,93,Jonathan Stark made Free Throw.,81,72
0:05,2174,Jermaine Jackson Jr. missed Three Point Jumper.,81,72
0:05,93,Jalen Dupree Defensive Rebound.,81,72
0:00,2174,End of Game,81,72
