Towson,221,Pittsburgh,119
11:49,221,Pittsburgh Offensive Rebound.,15,6
11:39,221,Jared Wilson-Frame missed Three Point Jumper.,15,6
11:39,119,Deshaun Morman Defensive Rebound.,15,6
11:29,119,Deshaun Morman Turnover.,15,6
11:28,221,Jonathan Milligan Steal.,15,6
11:23,119,Foul on Jordan McNeil.,15,6
11:23,221,Parker Stewart missed Free Throw.,15,6
11:23,221,Pittsburgh Deadball Team Rebound.,15,6
11:23,221,Parker Stewart made Free Throw.,15,7
11:10,119,Mike Morsell missed Three Point Jumper.,15,7
11:10,119,Eddie Keith II Offensive Rebound.,15,7
11:04,119,Eddie Keith II missed Layup.,15,7
11:04,221,Peace Ilegomah Block.,15,7
11:03,119,Eddie Keith II Offensive Rebound.,15,7
11:01,119,Eddie Keith II missed Layup.,15,7
11:01,221,Pittsburgh Defensive Rebound.,15,7
10:38,221,Parker Stewart made Three Point Jumper. Assisted by Marcus Carr.,15,10
10:18,221,Foul on Peace Ilegomah.,15,10
10:18,119,Eddie Keith II made Free Throw.,16,10
10:18,119,Eddie Keith II missed Free Throw.,16,10
10:18,221,Jared Wilson-Frame Defensive Rebound.,16,10
10:01,221,Jonathan Milligan missed Three Point Jumper.,16,10
10:01,221,Terrell Brown Offensive Rebound.,16,10
10:00,119,Foul on Eddie Keith II.,16,10
9:56,221,Marcus Carr made Jumper. Assisted by Parker Stewart.,16,12
9:39,119,Zane Martin Turnover.,16,12
9:24,221,Jared Wilson-Frame missed Jumper.,16,12
9:24,221,Pittsburgh Offensive Rebound.,16,12
9:07,221,Terrell Brown made Dunk. Assisted by Marcus Carr.,16,14
9:06,119,Towson  Timeout,16,14
8:53,119,Zane Martin missed Jumper.,16,14
8:53,221,Marcus Carr Defensive Rebound.,16,14
8:28,221,Marcus Carr Turnover.,16,14
8:27,119,Mike Morsell Steal.,16,14
8:22,119,Brian Starr missed Layup.,16,14
8:22,119,Justin Gorham Offensive Rebound.,16,14
8:21,221,Foul on Jared Wilson-Frame.,16,14
8:21,119,Justin Gorham made Free Throw.,17,14
8:21,119,Justin Gorham missed Free Throw.,17,14
8:21,221,Terrell Brown Defensive Rebound.,17,14
7:58,221,Jared Wilson-Frame missed Three Point Jumper.,17,14
7:58,119,Justin Gorham Defensive Rebound.,17,14
7:44,119,Mike Morsell missed Jumper.,17,14
7:44,221,Jared Wilson-Frame Defensive Rebound.,17,14
7:25,221,Jared Wilson-Frame Turnover.,17,14
7:24,119,Zane Martin Steal.,17,14
7:19,119,Brian Starr missed Three Point Jumper.,17,14
7:19,221,Jonathan Milligan Defensive Rebound.,17,14
7:05,221,Parker Stewart missed Three Point Jumper.,17,14
7:05,119,Mike Morsell Defensive Rebound.,17,14
6:56,119,Mike Morsell made Layup.,19,14
6:39,221,Jared Wilson-Frame missed Three Point Jumper.,19,14
6:39,221,Marcus Carr Offensive Rebound.,19,14
6:24,221,Jared Wilson-Frame missed Three Point Jumper.,19,14
6:24,119,Justin Gorham Defensive Rebound.,19,14
6:11,119,Justin Gorham missed Layup.,19,14
6:11,221,Terrell Brown Defensive Rebound.,19,14
5:48,221,Parker Stewart made Layup.,19,16
5:22,119,Mike Morsell missed Jumper.,19,16
5:22,221,Terrell Brown Defensive Rebound.,19,16
5:20,119,Foul on Dennis Tunstall.,19,16
5:20,221,Official TV Timeout,19,16
4:52,221,Shamiel Stevenson missed Three Point Jumper.,19,16
4:52,119,Travis Ingram Defensive Rebound.,19,16
4:31,221,Foul on Parker Stewart.,19,16
4:16,119,Eddie Keith II made Jumper.,21,16
3:52,221,Jonathan Milligan Turnover.,21,16
3:40,119,Jordan McNeil missed Jumper.,21,16
3:40,221,Parker Stewart Block.,21,16
3:38,221,Parker Stewart Defensive Rebound.,21,16
3:33,119,Foul on Deshaun Morman.,21,16
3:32,221,Official TV Timeout,21,16
3:14,221,Foul on Shamiel Stevenson.,21,16
3:14,221,Shamiel Stevenson Turnover.,21,16
2:59,119,Eddie Keith II missed Jumper.,21,16
2:59,221,Peace Ilegomah Block.,21,16
2:57,119,Eddie Keith II Offensive Rebound.,21,16
2:55,119,Eddie Keith II made Layup.,23,16
2:37,221,Jared Wilson-Frame Turnover.,23,16
2:36,119,Jordan McNeil Steal.,23,16
2:35,119,Jordan McNeil made Layup.,25,16
2:23,221,Marcus Carr Turnover.,25,16
2:21,119,Deshaun Morman Steal.,25,16
2:18,119,Deshaun Morman missed Layup.,25,16
2:18,221,Peace Ilegomah Block.,25,16
2:16,221,Marcus Carr Defensive Rebound.,25,16
1:58,119,Foul on Deshaun Morman.,25,16
1:58,221,Jared Wilson-Frame missed Free Throw.,25,16
1:58,221,Pittsburgh Deadball Team Rebound.,25,16
1:58,221,Jared Wilson-Frame made Free Throw.,25,17
1:45,221,Foul on Peace Ilegomah.,25,17
1:45,119,Zane Martin made Free Throw.,26,17
1:45,119,Zane Martin missed Free Throw.,26,17
1:45,221,Jared Wilson-Frame Defensive Rebound.,26,17
1:30,221,Jared Wilson-Frame made Layup. Assisted by Terrell Brown.,26,19
1:30,119,Foul on Dennis Tunstall.,26,19
1:30,221,Jared Wilson-Frame made Free Throw.,26,20
1:17,221,Foul on Terrell Brown.,26,20
1:17,119,Zane Martin missed Free Throw.,26,20
1:17,119,Towson Deadball Team Rebound.,26,20
1:17,119,Zane Martin made Free Throw.,27,20
0:42,221,Terrell Brown missed Layup.,27,20
0:42,119,Dennis Tunstall Defensive Rebound.,27,20
0:33,119,Zane Martin Turnover.,27,20
0:32,221,Jonathan Milligan Steal.,27,20
0:28,221,Parker Stewart missed Three Point Jumper.,27,20
0:28,221,Terrell Brown Offensive Rebound.,27,20
0:26,221,Terrell Brown made Dunk.,27,22
0:08,119,Brian Starr Turnover.,27,22
0:08,221,Pittsburgh  Timeout,27,22
0:02,221,Jonathan Milligan made Layup.,27,24
0:00,221,End of 1st half,27,24
19:51,221,Parker Stewart missed Three Point Jumper.,27,24
19:51,119,Alex Thomas Defensive Rebound.,27,24
19:42,119,Mike Morsell missed Three Point Jumper.,27,24
19:42,221,Marcus Carr Defensive Rebound.,27,24
19:21,221,Jared Wilson-Frame made Three Point Jumper. Assisted by Marcus Carr.,27,27
18:52,119,Zane Martin missed Jumper.,27,27
18:52,221,Marcus Carr Defensive Rebound.,27,27
18:43,221,Jared Wilson-Frame missed Layup.,27,27
18:43,119,Alex Thomas Block.,27,27
18:42,221,Pittsburgh Offensive Rebound.,27,27
18:30,221,Terrell Brown made Layup. Assisted by Marcus Carr.,27,29
18:09,221,Foul on Marcus Carr.,27,29
18:09,119,Brian Starr made Free Throw.,28,29
18:09,119,Brian Starr missed Free Throw.,28,29
18:09,221,Jared Wilson-Frame Defensive Rebound.,28,29
17:43,221,Terrell Brown made Jumper. Assisted by Khameron Davis.,28,31
17:24,119,Deshaun Morman made Jumper. Assisted by Zane Martin.,30,31
16:58,221,Jared Wilson-Frame missed Three Point Jumper.,30,31
16:58,119,Deshaun Morman Defensive Rebound.,30,31
16:50,119,Deshaun Morman missed Jumper.,30,31
16:50,221,Jared Wilson-Frame Defensive Rebound.,30,31
16:29,221,Jared Wilson-Frame made Three Point Jumper. Assisted by Marcus Carr.,30,34
16:10,221,Foul on Terrell Brown.,30,34
16:10,119,Zane Martin made Free Throw.,31,34
16:10,119,Zane Martin made Free Throw.,32,34
16:00,119,Foul on Deshaun Morman.,32,34
15:59,221,Official TV Timeout,32,34
15:46,221,Peace Ilegomah Turnover.,32,34
15:26,119,Justin Gorham made Jumper.,34,34
15:20,221,Marcus Carr Turnover.,34,34
15:19,119,Jordan McNeil missed Three Point Jumper.,34,34
15:19,221,Pittsburgh Defensive Rebound.,34,34
15:06,221,Marcus Carr Turnover.,34,34
15:05,119,Brian Starr Steal.,34,34
14:47,119,Justin Gorham missed Jumper.,34,34
14:47,221,Khameron Davis Defensive Rebound.,34,34
14:30,119,Foul on Justin Gorham.,34,34
14:12,119,Foul on Dennis Tunstall.,34,34
13:54,221,Khameron Davis made Layup. Assisted by Jonathan Milligan.,34,36
13:41,119,Jordan McNeil Turnover.,34,36
13:40,221,Khameron Davis Steal.,34,36
13:36,221,Khameron Davis missed Layup.,34,36
13:36,221,Jared Wilson-Frame Offensive Rebound.,34,36
13:33,221,Jared Wilson-Frame missed Two Point Tip Shot.,34,36
13:33,221,Jared Wilson-Frame Offensive Rebound.,34,36
13:31,221,Jared Wilson-Frame missed Two Point Tip Shot.,34,36
13:31,119,Justin Gorham Defensive Rebound.,34,36
13:31,221,Foul on Parker Stewart.,34,36
13:24,119,Jordan McNeil Turnover.,34,36
13:22,221,Marcus Carr Steal.,34,36
13:19,119,Foul on Jordan McNeil.,34,36
13:19,221,Marcus Carr made Free Throw.,34,38
13:19,221,Marcus Carr made Free Throw.,34,37
13:06,119,Mike Morsell made Jumper.,36,38
13:00,221,Foul on Jared Wilson-Frame.,36,38
13:00,221,Technical Foul on Jared Wilson-Frame.,36,38
13:00,119,Mike Morsell made Free Throw.,38,38
13:00,119,Mike Morsell made Free Throw.,37,38
12:53,221,Pittsburgh  Turnover.,38,38
12:36,119,Zane Martin made Jumper.,40,38
12:32,221,Foul on Marcus Carr.,40,38
12:32,119,Zane Martin made Free Throw.,41,38
12:06,221,Parker Stewart missed Jumper.,41,38
12:06,221,Terrell Brown Offensive Rebound.,41,38
11:41,221,Terrell Brown missed Jumper.,41,38
11:41,119,Eddie Keith II Defensive Rebound.,41,38
11:38,119,Zane Martin made Three Point Jumper. Assisted by Brian Starr.,44,38
11:38,221,Pittsburgh  Timeout,44,38
11:17,221,Parker Stewart missed Three Point Jumper.,44,38
11:17,119,Eddie Keith II Defensive Rebound.,44,38
11:02,119,Zane Martin missed Three Point Jumper.,44,38
11:02,221,Shamiel Stevenson Defensive Rebound.,44,38
10:41,221,Shamiel Stevenson Turnover.,44,38
10:40,221,Official TV Timeout,44,38
10:23,119,Brian Starr missed Jumper.,44,38
10:23,119,Alex Thomas Offensive Rebound.,44,38
10:20,119,Alex Thomas missed Two Point Tip Shot.,44,38
10:20,221,Shamiel Stevenson Defensive Rebound.,44,38
10:09,119,Foul on Alex Thomas.,44,38
10:09,221,Jared Wilson-Frame missed Free Throw.,44,38
10:09,221,Pittsburgh Deadball Team Rebound.,44,38
10:09,221,Jared Wilson-Frame missed Free Throw.,44,38
10:09,119,Towson Deadball Team Rebound.,44,38
9:53,221,Foul on Parker Stewart.,44,38
9:48,119,Eddie Keith II missed Jumper.,44,38
9:48,221,Shamiel Stevenson Defensive Rebound.,44,38
9:22,221,Shamiel Stevenson made Three Point Jumper. Assisted by Jonathan Milligan.,44,41
8:58,119,Deshaun Morman missed Jumper.,44,41
8:58,119,Alex Thomas Offensive Rebound.,44,41
8:54,221,Foul on Terrell Brown.,44,41
8:54,119,Alex Thomas made Free Throw.,45,41
8:54,119,Alex Thomas made Free Throw.,46,41
8:34,221,Shamiel Stevenson missed Jumper.,46,41
8:34,119,Dennis Tunstall Block.,46,41
8:33,221,Terrell Brown Offensive Rebound.,46,41
8:33,119,Foul on Alex Thomas.,46,41
8:33,221,Terrell Brown missed Free Throw.,46,41
8:33,221,Pittsburgh Deadball Team Rebound.,46,41
8:33,221,Terrell Brown made Free Throw.,46,42
8:22,119,Brian Starr missed Jumper.,46,42
8:22,221,Jonathan Milligan Defensive Rebound.,46,42
7:59,221,Jared Wilson-Frame missed Three Point Jumper.,46,42
7:59,119,Brian Starr Defensive Rebound.,46,42
7:58,221,Foul on Peace Ilegomah.,46,42
7:58,221,Official TV Timeout,46,42
7:58,119,Justin Gorham made Free Throw.,47,42
7:58,119,Justin Gorham missed Free Throw.,47,42
7:58,221,Khameron Davis Defensive Rebound.,47,42
7:35,221,Jonathan Milligan Turnover.,47,42
7:22,119,Zane Martin made Layup.,49,42
7:10,221,Khameron Davis missed Three Point Jumper.,49,42
7:10,119,Dennis Tunstall Defensive Rebound.,49,42
7:03,119,Zane Martin missed Layup.,49,42
7:03,119,Dennis Tunstall Offensive Rebound.,49,42
7:00,119,Dennis Tunstall made Two Point Tip Shot.,51,42
6:59,221,Pittsburgh  Timeout,51,42
6:54,221,Jared Wilson-Frame Turnover.,51,42
6:42,119,Justin Gorham missed Three Point Jumper.,51,42
6:42,119,Dennis Tunstall Offensive Rebound.,51,42
6:35,119,Towson  Timeout,51,42
6:33,119,Brian Starr Turnover.,51,42
6:28,221,Shamiel Stevenson made Dunk.,51,44
6:10,119,Zane Martin made Layup.,53,44
5:43,221,Terrell Brown made Dunk. Assisted by Khameron Davis.,53,46
5:43,119,Foul on Dennis Tunstall.,53,46
5:43,221,Terrell Brown made Free Throw.,53,47
5:33,119,Eddie Keith II missed Layup.,53,47
5:33,221,Terrell Brown Block.,53,47
5:32,119,Alex Thomas Offensive Rebound.,53,47
5:29,119,Alex Thomas made Layup.,55,47
5:01,119,Foul on Eddie Keith II.,55,47
5:01,221,Terrell Brown missed Free Throw.,55,47
5:01,221,Pittsburgh Deadball Team Rebound.,55,47
5:01,221,Terrell Brown missed Free Throw.,55,47
5:01,119,Mike Morsell Defensive Rebound.,55,47
4:42,119,Jordan McNeil missed Jumper.,55,47
4:42,221,Parker Stewart Defensive Rebound.,55,47
4:29,221,Parker Stewart made Three Point Jumper.,55,50
4:11,119,Mike Morsell missed Three Point Jumper.,55,50
4:11,221,Parker Stewart Defensive Rebound.,55,50
4:08,119,Foul on Eddie Keith II.,55,50
4:08,221,Parker Stewart made Free Throw.,55,51
4:08,221,Parker Stewart made Free Throw.,55,52
3:54,119,Zane Martin made Layup.,57,52
3:38,221,Khameron Davis made Three Point Jumper. Assisted by Jonathan Milligan.,57,55
3:38,119,Foul on Alex Thomas.,57,55
3:38,221,Official TV Timeout,57,55
3:38,221,Khameron Davis made Free Throw.,57,56
3:22,119,Mike Morsell missed Three Point Jumper.,57,56
3:22,119,Justin Gorham Offensive Rebound.,57,56
3:19,119,Justin Gorham missed Layup.,57,56
3:19,221,Pittsburgh Defensive Rebound.,57,56
3:06,221,Khameron Davis Turnover.,57,56
3:06,221,Foul on Khameron Davis.,57,56
2:49,119,Zane Martin made Jumper.,59,56
2:18,221,Marcus Carr made Three Point Jumper.,59,59
1:59,119,Zane Martin missed Layup.,59,59
1:59,221,Marcus Carr Defensive Rebound.,59,59
1:34,221,Parker Stewart missed Three Point Jumper.,59,59
1:34,119,Justin Gorham Defensive Rebound.,59,59
1:19,221,Foul on Khameron Davis.,59,59
1:19,119,Zane Martin missed Free Throw.,59,59
1:19,119,Towson Deadball Team Rebound.,59,59
1:19,119,Zane Martin missed Free Throw.,59,59
1:19,221,Marcus Carr Defensive Rebound.,59,59
0:52,221,Jonathan Milligan made Layup. Assisted by Marcus Carr.,59,61
0:51,119,Towson  Timeout,59,61
0:42,119,Zane Martin missed Layup.,59,61
0:42,221,Pittsburgh Defensive Rebound.,59,61
0:29,221,Marcus Carr Turnover.,59,61
0:27,119,Towson  Timeout,59,61
0:18,119,Zane Martin missed Three Point Jumper.,59,61
0:18,119,Brian Starr Offensive Rebound.,59,61
0:15,119,Brian Starr Turnover.,59,61
0:15,119,Foul on Brian Starr.,59,61
0:08,119,Foul on Brian Starr.,59,61
0:08,221,Jonathan Milligan missed Free Throw.,59,61
0:08,221,Pittsburgh Deadball Team Rebound.,59,61
0:08,221,Jonathan Milligan made Free Throw.,59,62
0:04,119,Mike Morsell missed Three Point Jumper.,59,62
0:04,221,Khameron Davis Defensive Rebound.,59,62
0:02,119,Foul on Eddie Keith II.,59,62
0:02,221,Khameron Davis made Free Throw.,59,63
0:02,221,Khameron Davis missed Free Throw.,59,63
0:02,119,Justin Gorham Defensive Rebound.,59,63
0:00,221,End of Game,59,63
