California Merced,Error,UC Riverside,27
10:38,27,DJ Sylvester missed Three Point Jumper.,9,22
10:38,27,Idy Diallo Offensive Rebound.,9,22
10:34,27,DJ Sylvester made Three Point Jumper. Assisted by Idy Diallo.,9,25
10:09,27,Foul on Idy Diallo.,9,25
10:08,-1,Aaron Laflin missed Three Point Jumper.,9,25
10:08,27,Idy Diallo Defensive Rebound.,9,25
10:00,27,Koh Flippin Turnover.,9,25
9:59,-1,Ryan Haywood Steal.,9,25
9:30,-1,Aaron Laflin missed Three Point Jumper.,9,25
9:30,27,Idy Diallo Defensive Rebound.,9,25
9:18,27,James Jackson missed Layup.,9,25
9:18,-1,Ronnie Kozak Block.,9,25
9:16,-1,Ronnie Kozak Defensive Rebound.,9,25
9:08,-1,Ronnie Kozak made Layup. Assisted by Cole Taira.,11,25
8:56,27,James Jackson missed Jumper.,11,25
8:56,-1,Ronnie Kozak Defensive Rebound.,11,25
8:49,-1,Cole Taira made Three Point Jumper. Assisted by Ronnie Kozak.,14,25
8:35,27,Koh Flippin missed Layup.,14,25
8:35,-1,Ryan Haywood Block.,14,25
8:33,-1,Aaron Laflin Defensive Rebound.,14,25
8:30,-1,Ronnie Kozak Turnover.,14,25
8:09,27,Ajani Kennedy made Layup. Assisted by Dikymbe Martin.,14,27
7:44,-1,Matt Laflin made Three Point Jumper. Assisted by Cole Taira.,17,27
7:22,27,Alec Hickman missed Jumper.,17,27
7:22,27,Alex Larsson Offensive Rebound.,17,27
7:20,27,Alex Larsson made Layup.,17,29
6:57,-1,Ryan Haywood missed Jumper.,17,29
6:57,27,Alex Larsson Defensive Rebound.,17,29
6:38,27,Ajani Kennedy made Three Point Jumper. Assisted by Alex Larsson.,17,32
6:13,-1,Matt Laflin missed Three Point Jumper.,17,32
6:13,27,Chance Murray Defensive Rebound.,17,32
6:00,-1,Foul on Ryan Haywood.,17,32
6:00,27,UC Riverside  Timeout,17,32
6:00,27,Alex Larsson made Free Throw.,17,33
6:00,27,Alex Larsson missed Free Throw.,17,33
6:00,-1,Ronnie Kozak Defensive Rebound.,17,33
5:39,-1,Branson Garcia Turnover.,17,33
5:36,27,Chance Murray Steal.,17,33
5:32,27,Alex Larsson Turnover.,17,33
5:19,-1,Branson Garcia Turnover.,17,33
5:16,27,Dikymbe Martin made Layup.,17,35
5:14,-1,UC Merced  Timeout,17,35
4:58,27,Foul on Menno Dijkstra.,17,35
4:58,-1,Derek E'denchukwu missed Free Throw.,17,35
4:58,-1,UC Merced Deadball Team Rebound.,17,35
4:58,-1,Derek E'denchukwu made Free Throw.,18,35
4:49,27,Dikymbe Martin Turnover.,18,35
4:48,-1,Ryan Haywood Steal.,18,35
4:39,-1,Cole Taira missed Three Point Jumper.,18,35
4:39,27,Brandon Rosser Defensive Rebound.,18,35
4:18,-1,Foul on Cole Taira.,18,35
4:18,27,Dikymbe Martin made Free Throw.,18,36
4:18,27,Dikymbe Martin made Free Throw.,18,37
3:51,-1,Ryan Haywood missed Three Point Jumper.,18,37
3:51,27,Dikymbe Martin Defensive Rebound.,18,37
3:33,27,Chance Murray made Three Point Jumper. Assisted by Alex Larsson.,18,40
3:09,-1,Jonah Cottrell made Three Point Jumper. Assisted by Cole Taira.,21,40
2:53,27,Alex Larsson made Layup. Assisted by Dikymbe Martin.,21,42
2:39,-1,Jonah Cottrell missed Layup.,21,42
2:39,27,Brandon Rosser Defensive Rebound.,21,42
2:30,27,Chance Murray missed Three Point Jumper.,21,42
2:30,-1,Cole Taira Defensive Rebound.,21,42
2:21,-1,Jonah Cottrell made Three Point Jumper. Assisted by Cole Taira.,24,42
2:17,27,UC Riverside  Timeout,24,42
1:56,27,Brandon Rosser made Layup. Assisted by Alex Larsson.,24,44
1:39,-1,Cole Taira Turnover.,24,44
1:37,27,Brandon Rosser Steal.,24,44
1:34,27,Dikymbe Martin made Layup.,24,46
1:18,-1,Ryan Haywood Turnover.,24,46
1:09,-1,Foul on Ronnie Kozak.,24,46
1:09,27,Alex Larsson missed Free Throw.,24,46
1:09,27,UC Riverside Deadball Team Rebound.,24,46
1:09,27,Alex Larsson made Free Throw.,24,47
0:52,-1,Branson Garcia missed Jumper.,24,47
0:52,27,Idy Diallo Block.,24,47
0:52,-1,UC Merced Offensive Rebound.,24,47
0:46,-1,Robert Benson missed Jumper.,24,47
0:46,27,Eric Rwahwire Defensive Rebound.,24,47
0:30,27,Koh Flippin missed Three Point Jumper.,24,47
0:30,-1,Branson Garcia Defensive Rebound.,24,47
0:22,27,Foul on Brandon Rosser.,24,47
0:03,-1,Jonah Cottrell missed Three Point Jumper.,24,47
0:03,27,Koh Flippin Defensive Rebound.,24,47
0:00,27,End of 1st half,24,47
19:43,27,Foul on Brandon Rosser.,24,47
19:39,-1,Aaron Laflin missed Three Point Jumper.,24,47
19:39,-1,Ryan Haywood Offensive Rebound.,24,47
19:23,-1,Matt Laflin Turnover.,24,47
19:22,27,Dikymbe Martin Steal.,24,47
19:19,-1,Foul on Aaron Laflin.,24,47
19:19,27,Dikymbe Martin made Free Throw.,24,48
19:19,27,Dikymbe Martin made Free Throw.,24,49
18:53,-1,Matt Laflin made Three Point Jumper. Assisted by Aaron Laflin.,27,49
18:37,27,Menno Dijkstra made Layup. Assisted by Alex Larsson.,27,51
18:20,-1,Matt Laflin missed Three Point Jumper.,27,51
18:20,-1,Ronnie Kozak Offensive Rebound.,27,51
18:13,-1,Cole Taira Turnover.,27,51
18:12,27,Chance Murray Steal.,27,51
18:06,27,Alex Larsson missed Jumper.,27,51
18:06,-1,Ronnie Kozak Defensive Rebound.,27,51
17:53,-1,Matt Laflin missed Three Point Jumper.,27,51
17:53,27,Dikymbe Martin Defensive Rebound.,27,51
17:46,27,Dikymbe Martin Turnover.,27,51
17:31,-1,Ronnie Kozak missed Layup.,27,51
17:31,27,Menno Dijkstra Defensive Rebound.,27,51
17:23,27,Alex Larsson made Layup. Assisted by Brandon Rosser.,27,53
17:05,-1,Ryan Haywood Turnover.,27,53
16:55,-1,Foul on Aaron Laflin.,27,53
16:53,27,Chance Murray missed Three Point Jumper.,27,53
16:53,27,Brandon Rosser Offensive Rebound.,27,53
16:39,27,Chance Murray missed Jumper.,27,53
16:39,27,Chance Murray Offensive Rebound.,27,53
16:35,27,Chance Murray made Layup.,27,55
16:15,-1,Ryan Haywood Turnover.,27,55
16:14,27,Chance Murray Steal.,27,55
16:12,27,Chance Murray made Dunk. Assisted by Dominick Pickett.,27,57
15:51,-1,Aaron Laflin missed Three Point Jumper.,27,57
15:51,-1,UC Merced Offensive Rebound.,27,57
15:49,-1,UC Merced  Timeout,27,57
15:44,-1,Jonah Cottrell missed Three Point Jumper.,27,57
15:44,27,Idy Diallo Defensive Rebound.,27,57
15:37,27,Ajani Kennedy missed Dunk.,27,57
15:37,27,UC Riverside Deadball Team Rebound.,27,57
15:30,-1,Foul on Malcolm Gordon.,27,57
15:30,27,Idy Diallo missed Free Throw.,27,57
15:30,27,UC Riverside Deadball Team Rebound.,27,57
15:30,27,Idy Diallo missed Free Throw.,27,57
15:30,-1,Malcolm Gordon Defensive Rebound.,27,57
15:22,-1,Malcolm Gordon made Layup.,29,57
15:12,27,Idy Diallo made Layup. Assisted by Dominick Pickett.,29,59
14:51,-1,UC Merced  Timeout,29,59
14:51,-1,UC Merced  Timeout,29,59
14:39,-1,Ronnie Kozak missed Jumper.,29,59
14:39,27,Idy Diallo Defensive Rebound.,29,59
14:24,27,Ajani Kennedy Turnover.,29,59
14:15,27,Foul on DJ Sylvester.,29,59
14:08,-1,Robert Benson missed Jumper.,29,59
14:08,-1,Malcolm Gordon Offensive Rebound.,29,59
14:01,-1,Malcolm Gordon made Three Point Jumper. Assisted by Jonah Cottrell.,32,59
13:45,27,Ajani Kennedy made Three Point Jumper. Assisted by Dominick Pickett.,32,62
13:27,-1,Ryan Haywood made Jumper.,34,62
13:22,27,Ajani Kennedy Turnover.,34,62
13:14,-1,Derek E'denchukwu Steal.,34,62
13:09,-1,Malcolm Gordon missed Three Point Jumper.,34,62
13:09,27,Idy Diallo Defensive Rebound.,34,62
12:55,27,Dominick Pickett made Jumper.,34,64
12:31,-1,Ronnie Kozak missed Jumper.,34,64
12:31,27,Dominick Pickett Defensive Rebound.,34,64
12:11,27,Dominick Pickett missed Three Point Jumper.,34,64
12:11,-1,Derek E'denchukwu Defensive Rebound.,34,64
11:59,-1,Malcolm Gordon made Three Point Jumper. Assisted by Ronnie Kozak.,37,64
11:36,27,Idy Diallo made Layup. Assisted by James Jackson.,37,66
11:20,-1,Jonah Cottrell missed Three Point Jumper.,37,66
11:20,27,Idy Diallo Defensive Rebound.,37,66
11:03,-1,Foul on Malcolm Gordon.,37,66
11:03,27,UC Riverside  Timeout,37,66
11:03,27,James Jackson missed Free Throw.,37,66
11:03,27,UC Riverside Deadball Team Rebound.,37,66
11:03,27,James Jackson made Free Throw.,37,67
11:01,27,Dominick Pickett missed Jumper.,37,67
11:01,-1,Malcolm Gordon Defensive Rebound.,37,67
11:01,27,Alec Hickman missed Three Point Jumper.,37,67
11:01,-1,UC Merced Defensive Rebound.,37,67
11:01,-1,Derek E'denchukwu made Layup.,39,67
10:47,27,Idy Diallo Turnover.,39,67
10:46,27,Foul on Idy Diallo.,39,67
10:11,27,Alec Hickman missed Three Point Jumper.,39,67
10:11,-1,Jonah Cottrell Defensive Rebound.,39,67
10:04,-1,Jonah Cottrell missed Jumper.,39,67
10:04,27,James Jackson Defensive Rebound.,39,67
9:47,27,James Jackson made Layup. Assisted by Idy Diallo.,39,69
9:27,-1,Derek E'denchukwu missed Three Point Jumper.,39,69
9:27,27,James Jackson Defensive Rebound.,39,69
9:13,27,Alec Hickman missed Three Point Jumper.,39,69
9:13,-1,Matt Laflin Defensive Rebound.,39,69
9:01,-1,Aaron Laflin missed Layup.,39,69
9:01,27,Eric Rwahwire Block.,39,69
8:59,-1,UC Merced Offensive Rebound.,39,69
8:48,-1,Aaron Laflin Turnover.,39,69
8:32,27,Dominick Pickett missed Jumper.,39,69
8:32,-1,Matt Laflin Defensive Rebound.,39,69
8:21,-1,Ryan Haywood missed Jumper.,39,69
8:21,27,Eric Rwahwire Defensive Rebound.,39,69
8:14,27,Eric Rwahwire missed Layup.,39,69
8:14,27,Ajani Kennedy Offensive Rebound.,39,69
8:12,27,Ajani Kennedy made Layup.,39,71
7:50,-1,UC Merced  Timeout,39,71
7:45,27,Foul on Ryker Pierce.,39,71
7:45,-1,Ryan Haywood made Free Throw.,40,71
7:45,-1,Ryan Haywood made Free Throw.,41,71
7:36,27,Koh Flippin Turnover.,41,71
7:35,-1,Ryan Haywood Steal.,41,71
7:34,27,Foul on Koh Flippin.,41,71
7:12,-1,Ryan Haywood Turnover.,41,71
7:10,27,Ryker Pierce Steal.,41,71
7:07,27,Ajani Kennedy made Layup.,41,73
6:45,-1,Aaron Laflin missed Jumper.,41,73
6:45,27,Ajani Kennedy Defensive Rebound.,41,73
6:20,27,Eric Rwahwire made Three Point Jumper. Assisted by Ajani Kennedy.,41,76
5:53,-1,Branson Garcia missed Layup.,41,76
5:53,27,Ajani Kennedy Block.,41,76
5:51,27,Alec Hickman Defensive Rebound.,41,76
5:46,-1,Foul on Aaron Laflin.,41,76
5:46,27,Ajani Kennedy made Free Throw.,41,77
5:46,27,Ajani Kennedy missed Free Throw.,41,77
5:46,-1,Ryan Haywood Defensive Rebound.,41,77
5:34,-1,Cole Taira missed Three Point Jumper.,41,77
5:34,27,Eric Rwahwire Defensive Rebound.,41,77
5:26,27,Ryker Pierce missed Three Point Jumper.,41,77
5:26,-1,Jonah Cottrell Defensive Rebound.,41,77
5:18,-1,Ryan Haywood missed Three Point Jumper.,41,77
5:18,-1,Jonah Cottrell Offensive Rebound.,41,77
5:08,-1,Matt Laflin missed Three Point Jumper.,41,77
5:08,27,Koh Flippin Defensive Rebound.,41,77
4:50,27,Koh Flippin missed Jumper.,41,77
4:50,-1,UC Merced Deadball Team Rebound.,41,77
4:44,-1,Cole Taira missed Jumper.,41,77
4:44,27,Koh Flippin Block.,41,77
4:44,27,Eric Rwahwire Defensive Rebound.,41,77
4:44,-1,Foul on Matt Laflin.,41,77
4:27,-1,Foul on Malcolm Gordon.,41,77
4:27,27,Koh Flippin made Free Throw.,41,78
4:27,27,Koh Flippin made Free Throw.,41,79
4:21,27,Foul on Ajani Kennedy.,41,79
4:21,-1,Myles Jones missed Free Throw.,41,79
4:21,-1,UC Merced Deadball Team Rebound.,41,79
4:21,-1,Myles Jones missed Free Throw.,41,79
4:21,27,Eric Rwahwire Defensive Rebound.,41,79
4:01,27,Koh Flippin made Layup.,41,81
3:45,-1,Malcolm Gordon Turnover.,41,81
3:45,27,Ajani Kennedy Steal.,41,81
3:35,27,Koh Flippin missed Layup.,41,81
3:35,-1,Robert Benson Defensive Rebound.,41,81
3:24,-1,Myles Jones missed Three Point Jumper.,41,81
3:24,27,Ryker Pierce Defensive Rebound.,41,81
3:03,27,Ryker Pierce missed Three Point Jumper.,41,81
3:03,27,Eric Rwahwire Offensive Rebound.,41,81
3:01,27,Eric Rwahwire made Layup.,41,83
2:49,-1,UC Merced  Timeout,41,83
2:49,-1,UC Merced  Timeout,41,83
2:49,-1,Malcolm Gordon Turnover.,41,83
2:47,27,Alec Hickman Steal.,41,83
2:45,27,Alec Hickman made Layup.,41,85
2:35,-1,Jonah Cottrell Turnover.,41,85
2:20,27,Alec Hickman missed Three Point Jumper.,41,85
2:20,-1,Derek E'denchukwu Defensive Rebound.,41,85
2:10,-1,Derek E'denchukwu missed Layup.,41,85
2:10,-1,Derek E'denchukwu Offensive Rebound.,41,85
2:08,27,Foul on Ryker Pierce.,41,85
2:08,-1,Derek E'denchukwu made Free Throw.,42,85
2:08,-1,Derek E'denchukwu made Free Throw.,43,85
2:00,27,Eric Rwahwire missed Three Point Jumper.,43,85
2:00,-1,Jonah Cottrell Defensive Rebound.,43,85
1:51,-1,Jonah Cottrell missed Layup.,43,85
1:51,-1,Matt Laflin Offensive Rebound.,43,85
1:47,-1,Alfred Batmani missed Jumper.,43,85
1:47,27,Koh Flippin Block.,43,85
1:45,-1,Malcolm Gordon Offensive Rebound.,43,85
1:38,-1,Malcolm Gordon missed Jumper.,43,85
1:38,-1,Robert Benson Offensive Rebound.,43,85
1:38,-1,UC Merced  Timeout,43,85
1:38,-1,Technical Foul on UC Merced.,43,85
1:38,27,Ryker Pierce missed Free Throw.,43,85
1:38,27,UC Riverside Deadball Team Rebound.,43,85
1:38,27,Ryker Pierce made Free Throw.,43,86
1:26,-1,Jonah Cottrell missed Layup.,43,86
1:26,27,UC Riverside Deadball Team Rebound.,43,86
1:26,-1,Foul on Robert Benson.,43,86
1:26,27,Eric Rwahwire missed Free Throw.,43,86
1:26,-1,Alfred Batmani Defensive Rebound.,43,86
1:00,-1,Myles Jones missed Three Point Jumper.,43,86
1:00,27,Eric Rwahwire Defensive Rebound.,43,86
0:55,-1,Foul on Myles Jones.,43,86
0:55,27,Eric Rwahwire made Free Throw.,43,87
0:55,27,Eric Rwahwire made Free Throw.,43,88
0:35,-1,Malcolm Gordon missed Three Point Jumper.,43,88
0:35,-1,Robert Benson Offensive Rebound.,43,88
0:31,-1,Robert Benson made Layup.,45,88
0:13,27,Eric Rwahwire made Three Point Jumper. Assisted by Ajani Kennedy.,45,91
0:06,27,Foul on Eric Rwahwire.,45,91
0:06,-1,Myles Jones missed Free Throw.,45,91
0:06,-1,UC Merced Deadball Team Rebound.,45,91
0:06,-1,Myles Jones made Free Throw.,46,91
0:00,27,End of Game,46,91
