Colorado,2294,Iowa,38
2:51,2294,Isaiah Moss missed Jumper.,26,28
2:51,38,Tyler Bey Defensive Rebound.,26,28
2:38,2294,Foul on Isaiah Moss.,26,28
2:38,38,Tyler Bey missed Free Throw.,26,28
2:38,38,Colorado Deadball Team Rebound.,26,28
2:38,38,Tyler Bey made Free Throw.,27,28
2:31,2294,Connor McCaffery Turnover.,27,28
2:07,38,Dallas Walton missed Layup.,27,28
2:07,38,McKinley Wright IV Offensive Rebound.,27,28
2:01,38,Namon Wright missed Layup.,27,28
2:01,2294,Cordell Pemsl Block.,27,28
2:00,38,Dallas Walton Offensive Rebound.,27,28
1:59,2294,Foul on Cordell Pemsl.,27,28
1:59,38,Dallas Walton made Free Throw.,28,28
1:59,38,Dallas Walton missed Free Throw.,28,28
1:59,2294,Tyler Cook Defensive Rebound.,28,28
1:43,38,Foul on Lucas Siewert.,28,28
1:43,2294,Tyler Cook missed Free Throw.,28,28
1:43,2294,Iowa Deadball Team Rebound.,28,28
1:43,2294,Tyler Cook made Free Throw.,28,29
1:29,38,Namon Wright made Layup.,30,29
1:16,2294,Luka Garza Turnover.,30,29
0:53,38,Colorado  Timeout,30,29
0:48,2294,Foul on Luka Garza.,30,29
0:48,38,Namon Wright missed Free Throw.,30,29
0:48,38,Colorado Deadball Team Rebound.,30,29
0:48,38,Namon Wright made Free Throw.,31,29
0:27,2294,Maishe Dailey made Three Point Jumper. Assisted by Ryan Kriener.,31,32
0:01,38,Dallas Walton missed Layup.,31,32
0:01,2294,Ryan Kriener Defensive Rebound.,31,32
0:00,2294,End of 1st half,31,32
19:45,38,Tyler Bey Turnover.,31,32
19:44,2294,Nicholas Baer Steal.,31,32
19:35,2294,Jack Nunge made Layup. Assisted by Jordan Bohannon.,31,34
19:35,38,Foul on Deleon Brown.,31,34
19:35,2294,Jack Nunge made Free Throw.,31,35
19:09,2294,Foul on Isaiah Moss.,31,35
19:09,38,McKinley Wright IV made Free Throw.,32,35
19:09,38,McKinley Wright IV missed Free Throw.,32,35
19:09,38,Tyler Bey Offensive Rebound.,32,35
19:02,38,D'Shawn Schwartz Turnover.,32,35
19:01,2294,Nicholas Baer made Layup. Assisted by Jack Nunge.,32,37
18:39,38,Deleon Brown made Three Point Jumper. Assisted by McKinley Wright IV.,35,37
18:18,2294,Isaiah Moss missed Jumper.,35,37
18:18,38,D'Shawn Schwartz Defensive Rebound.,35,37
18:13,38,Tyler Bey missed Layup.,35,37
18:13,2294,Nicholas Baer Defensive Rebound.,35,37
18:07,2294,Isaiah Moss Turnover.,35,37
17:58,38,McKinley Wright IV missed Layup.,35,37
17:58,2294,Isaiah Moss Defensive Rebound.,35,37
17:50,2294,Jack Nunge missed Three Point Jumper.,35,37
17:50,38,Namon Wright Defensive Rebound.,35,37
17:44,2294,Foul on Nicholas Baer.,35,37
17:35,38,Namon Wright missed Layup.,35,37
17:35,2294,Isaiah Moss Defensive Rebound.,35,37
17:24,2294,Tyler Cook Turnover.,35,37
17:24,2294,Foul on Tyler Cook.,35,37
17:12,38,Deleon Brown made Layup.,37,37
17:02,2294,Isaiah Moss Turnover.,37,37
17:01,38,George King Steal.,37,37
16:52,2294,Foul on Tyler Cook.,37,37
16:47,38,Deleon Brown Turnover.,37,37
16:46,2294,Jordan Bohannon Steal.,37,37
16:43,2294,Cordell Pemsl Turnover.,37,37
16:43,38,Deleon Brown Steal.,37,37
16:39,38,George King missed Three Point Jumper.,37,37
16:39,2294,Jordan Bohannon Defensive Rebound.,37,37
16:32,2294,Jordan Bohannon Turnover.,37,37
16:31,38,George King Steal.,37,37
16:29,38,George King made Dunk.,39,37
16:26,2294,Iowa  Timeout,39,37
16:23,2294,Connor McCaffery Turnover.,39,37
16:23,38,George King Steal.,39,37
16:22,38,George King made Layup.,41,37
15:53,2294,Cordell Pemsl made Layup. Assisted by Isaiah Moss.,41,39
15:36,38,Lucas Siewert made Three Point Jumper.,44,39
15:10,38,Foul on Lucas Siewert.,44,39
15:10,2294,Official TV Timeout,44,39
15:10,2294,Isaiah Moss made Free Throw.,44,40
15:10,2294,Isaiah Moss made Free Throw.,44,41
15:10,38,Colorado  Turnover.,44,41
15:02,2294,Isaiah Moss made Jumper. Assisted by Cordell Pemsl.,44,43
14:46,38,Namon Wright made Three Point Jumper. Assisted by McKinley Wright IV.,47,43
14:29,2294,Connor McCaffery Turnover.,47,43
14:29,38,McKinley Wright IV Steal.,47,43
14:29,2294,Foul on Connor McCaffery.,47,43
14:14,38,Dallas Walton missed Jumper.,47,43
14:14,2294,Cordell Pemsl Defensive Rebound.,47,43
14:05,2294,Jordan Bohannon missed Three Point Jumper.,47,43
14:05,2294,Cordell Pemsl Offensive Rebound.,47,43
14:01,2294,Isaiah Moss missed Three Point Jumper.,47,43
14:01,38,Namon Wright Defensive Rebound.,47,43
13:51,38,Namon Wright missed Three Point Jumper.,47,43
13:51,2294,Luka Garza Defensive Rebound.,47,43
13:35,2294,Isaiah Moss missed Three Point Jumper.,47,43
13:35,2294,Luka Garza Offensive Rebound.,47,43
13:29,2294,Luka Garza made Layup.,47,45
13:09,38,Dominique Collier missed Three Point Jumper.,47,45
13:09,2294,Maishe Dailey Defensive Rebound.,47,45
13:00,38,Foul on Dallas Walton.,47,45
13:00,2294,Maishe Dailey missed Free Throw.,47,45
13:00,2294,Iowa Deadball Team Rebound.,47,45
13:00,2294,Maishe Dailey made Free Throw.,47,46
12:55,38,Dallas Walton made Dunk. Assisted by McKinley Wright IV.,49,46
12:39,2294,Maishe Dailey made Jumper. Assisted by Luka Garza.,49,48
12:09,38,Namon Wright missed Jumper.,49,48
12:09,2294,Luka Garza Defensive Rebound.,49,48
11:51,2294,Cordell Pemsl missed Jumper.,49,48
11:51,38,Dominique Collier Defensive Rebound.,49,48
11:41,2294,Foul on Luka Garza.,49,48
11:41,2294,Official TV Timeout,49,48
11:41,38,McKinley Wright IV made Free Throw.,50,48
11:41,38,McKinley Wright IV made Free Throw.,51,48
11:14,2294,Maishe Dailey made Jumper.,51,50
10:45,38,McKinley Wright IV missed Jumper.,51,50
10:45,2294,Maishe Dailey Defensive Rebound.,51,50
10:36,2294,Maishe Dailey made Three Point Jumper.,51,53
10:15,38,Dallas Walton made Layup. Assisted by Dominique Collier.,53,53
10:01,2294,Tyler Cook made Layup. Assisted by Nicholas Baer.,53,55
9:42,38,McKinley Wright IV missed Three Point Jumper.,53,55
9:42,38,Tyler Bey Offensive Rebound.,53,55
9:38,38,Tyler Bey missed Two Point Tip Shot.,53,55
9:38,38,Tyler Bey Offensive Rebound.,53,55
9:28,38,Tyler Bey Turnover.,53,55
9:15,2294,Tyler Cook made Layup.,53,57
9:15,38,Foul on George King.,53,57
9:15,2294,Tyler Cook missed Free Throw.,53,57
9:15,38,Lucas Siewert Defensive Rebound.,53,57
9:11,38,Lucas Siewert Turnover.,53,57
9:10,2294,Nicholas Baer Steal.,53,57
9:09,2294,Jordan Bohannon missed Three Point Jumper.,53,57
9:09,2294,Iowa Deadball Team Rebound.,53,57
9:05,38,Foul on Lucas Siewert.,53,57
8:57,2294,Jordan Bohannon made Jumper.,53,59
8:50,38,Colorado  Timeout,53,59
8:21,38,Dominique Collier missed Three Point Jumper.,53,59
8:21,2294,Tyler Cook Defensive Rebound.,53,59
8:10,2294,Cordell Pemsl made Layup. Assisted by Jordan Bohannon.,53,61
7:49,38,Dallas Walton missed Jumper.,53,61
7:49,2294,Cordell Pemsl Defensive Rebound.,53,61
7:46,38,Foul on D'Shawn Schwartz.,53,61
7:46,2294,Official TV Timeout,53,61
7:21,38,Foul on Dallas Walton.,53,61
7:21,2294,Tyler Cook missed Free Throw.,53,61
7:21,38,George King Defensive Rebound.,53,61
7:04,38,George King made Layup.,55,61
6:50,38,Foul on D'Shawn Schwartz.,55,61
6:50,2294,Maishe Dailey made Free Throw.,55,62
6:50,2294,Maishe Dailey made Free Throw.,55,63
6:38,38,Deleon Brown Turnover.,55,63
6:24,2294,Jordan Bohannon made Layup. Assisted by Isaiah Moss.,55,65
5:59,38,George King missed Layup.,55,65
5:59,38,George King Offensive Rebound.,55,65
5:56,38,George King made Layup.,57,65
5:50,2294,Isaiah Moss missed Three Point Jumper.,57,65
5:50,38,D'Shawn Schwartz Defensive Rebound.,57,65
5:41,38,McKinley Wright IV made Jumper.,59,65
5:22,2294,Jordan Bohannon Turnover.,59,65
5:21,38,McKinley Wright IV Steal.,59,65
5:19,38,McKinley Wright IV made Layup.,61,65
4:56,38,Foul on Dallas Walton.,61,65
4:56,2294,Cordell Pemsl made Free Throw.,61,66
4:56,2294,Cordell Pemsl made Free Throw.,61,67
4:48,2294,Foul on Isaiah Moss.,61,67
4:48,38,Tyler Bey missed Free Throw.,61,67
4:48,38,Colorado Deadball Team Rebound.,61,67
4:48,38,Tyler Bey missed Free Throw.,61,67
4:48,2294,Iowa Defensive Rebound.,61,67
4:45,38,Technical Foul on Colorado.,61,67
4:45,2294,Jordan Bohannon missed Free Throw.,61,67
4:45,2294,Iowa Deadball Team Rebound.,61,67
4:28,2294,Tyler Cook missed Layup.,61,67
4:28,38,Tyler Bey Block.,61,67
4:24,38,Namon Wright Defensive Rebound.,61,67
4:19,38,Tyler Bey missed Layup.,61,67
4:19,2294,Jordan Bohannon Defensive Rebound.,61,67
4:17,38,Foul on Namon Wright.,61,67
4:17,2294,Jordan Bohannon made Free Throw.,61,68
4:17,2294,Jordan Bohannon made Free Throw.,61,69
3:53,38,Tyler Bey missed Layup.,61,69
3:53,38,Colorado Offensive Rebound.,61,69
3:52,2294,Official TV Timeout,61,69
3:33,38,Namon Wright made Layup.,63,69
3:33,38,Namon Wright missed Free Throw.,63,69
3:33,2294,Isaiah Moss Defensive Rebound.,63,69
3:21,38,Foul on Namon Wright.,63,69
3:21,2294,Isaiah Moss missed Free Throw.,63,69
3:21,2294,Iowa Deadball Team Rebound.,63,69
3:21,2294,Isaiah Moss made Free Throw.,63,70
3:09,38,Namon Wright missed Three Point Jumper.,63,70
3:09,2294,Jordan Bohannon Defensive Rebound.,63,70
2:52,2294,Jordan Bohannon made Jumper.,63,72
2:23,38,George King made Jumper.,65,72
2:09,2294,Isaiah Moss Turnover.,65,72
2:09,2294,Foul on Isaiah Moss.,65,72
1:50,38,Tyler Bey made Jumper.,67,72
1:49,38,Colorado  Timeout,67,72
1:22,2294,Nicholas Baer missed Jumper.,67,72
1:22,2294,Cordell Pemsl Offensive Rebound.,67,72
1:19,2294,Cordell Pemsl missed Two Point Tip Shot.,67,72
1:19,2294,Tyler Cook Offensive Rebound.,67,72
1:14,2294,Tyler Cook made Two Point Tip Shot.,67,74
1:00,38,George King missed Three Point Jumper.,67,74
1:00,2294,Tyler Cook Defensive Rebound.,67,74
0:56,38,Foul on Tyler Bey.,67,74
0:56,2294,Tyler Cook missed Free Throw.,67,74
0:56,2294,Iowa Deadball Team Rebound.,67,74
0:56,2294,Tyler Cook made Free Throw.,67,75
0:42,38,George King missed Three Point Jumper.,67,75
0:42,38,Namon Wright Offensive Rebound.,67,75
0:38,38,Namon Wright missed Layup.,67,75
0:38,2294,Cordell Pemsl Block.,67,75
0:37,38,Colorado Offensive Rebound.,67,75
0:34,38,Deleon Brown missed Three Point Jumper.,67,75
0:34,2294,Cordell Pemsl Defensive Rebound.,67,75
0:28,38,Foul on Deleon Brown.,67,75
0:28,2294,Jordan Bohannon made Free Throw.,67,76
0:28,2294,Jordan Bohannon made Free Throw.,67,77
0:24,38,McKinley Wright IV made Three Point Jumper.,70,77
0:20,38,Foul on Lucas Siewert.,70,77
0:20,2294,Maishe Dailey missed Free Throw.,70,77
0:20,2294,Iowa Deadball Team Rebound.,70,77
0:20,2294,Maishe Dailey made Free Throw.,70,78
0:17,38,McKinley Wright IV made Three Point Jumper.,73,78
0:15,38,Foul on Namon Wright.,73,78
0:15,2294,Jordan Bohannon made Free Throw.,73,79
0:15,2294,Jordan Bohannon missed Free Throw.,73,79
0:15,38,Namon Wright Defensive Rebound.,73,79
0:09,38,McKinley Wright IV missed Three Point Jumper.,73,79
0:09,2294,Cordell Pemsl Defensive Rebound.,73,79
0:06,38,Foul on George King.,73,79
0:06,2294,Cordell Pemsl made Free Throw.,73,80
0:06,2294,Cordell Pemsl missed Free Throw.,73,80
0:06,38,George King Defensive Rebound.,73,80
0:00,2294,End of Game,73,80
