Culver-Stockton,Error,Arkansas State,2032
2:22,-1,Foul on Mike Johnson.,33,46
2:22,2032,Connor Kern missed Free Throw.,33,46
2:22,2032,Arkansas State Deadball Team Rebound.,33,46
2:22,2032,Connor Kern made Free Throw.,33,47
2:06,2032,Foul on Andrew Riley.,33,47
1:57,-1,Wyatt Harkins missed Three Point Jumper.,33,47
1:57,2032,Salif Boudie Defensive Rebound.,33,47
1:49,2032,Grantham Gillard missed Jumper.,33,47
1:49,2032,Grantham Gillard Offensive Rebound.,33,47
1:45,2032,Grantham Gillard missed Two Point Tip Shot.,33,47
1:45,-1,Culver-Stockton Defensive Rebound.,33,47
1:26,-1,Campbell Millar Turnover.,33,47
1:24,2032,Connor Kern Steal.,33,47
1:19,2032,Deven Simms missed Three Point Jumper.,33,47
1:19,-1,Culver-Stockton Defensive Rebound.,33,47
1:10,-1,Mike Johnson missed Three Point Jumper.,33,47
1:10,2032,Salif Boudie Defensive Rebound.,33,47
1:00,2032,Marquis Eaton made Jumper.,33,49
0:37,-1,Wyatt Harkins Turnover.,33,49
0:15,2032,Marquis Eaton missed Three Point Jumper.,33,49
0:15,-1,Cullen Smith Defensive Rebound.,33,49
0:08,2032,Foul on Marquis Eaton.,33,49
0:08,-1,Mike Johnson made Free Throw.,34,49
0:08,-1,Mike Johnson missed Free Throw.,34,49
0:08,2032,Deven Simms Defensive Rebound.,34,49
0:02,2032,Connor Kern made Three Point Jumper. Assisted by Andrew Riley.,34,52
0:00,2032,End of 1st half,34,52
19:48,-1,Cullen Smith Turnover.,34,52
19:46,2032,Tamas Bruce Steal.,34,52
19:31,-1,Foul on Thaddeus Newby.,34,52
19:31,2032,Ty Cockfield made Free Throw.,34,53
19:31,2032,Ty Cockfield made Free Throw.,34,54
19:25,-1,Mike Johnson Turnover.,34,54
19:24,2032,Rashad Lindsey Steal.,34,54
19:22,2032,Rashad Lindsey missed Layup.,34,54
19:22,-1,Mike Johnson Defensive Rebound.,34,54
19:16,-1,Mike Johnson missed Layup.,34,54
19:16,2032,Tamas Bruce Block.,34,54
19:15,2032,Tristin Walley Defensive Rebound.,34,54
19:06,2032,Tamas Bruce made Layup. Assisted by Ty Cockfield.,34,56
18:28,-1,Culver-Stockton  Turnover.,34,56
18:03,2032,Tamas Bruce made Layup.,34,58
17:55,-1,Campbell Millar Turnover.,34,58
17:53,2032,Deven Simms Steal.,34,58
17:49,2032,Rashad Lindsey missed Three Point Jumper.,34,58
17:49,-1,Cullen Smith Defensive Rebound.,34,58
17:37,-1,Thaddeus Newby made Jumper.,36,58
17:21,2032,Tristin Walley made Three Point Jumper. Assisted by Ty Cockfield.,36,61
17:00,-1,Thaddeus Newby made Three Point Jumper. Assisted by Mike Johnson.,39,61
16:45,-1,Foul on Cullen Smith.,39,61
16:45,2032,Tamas Bruce made Free Throw.,39,62
16:45,2032,Tamas Bruce made Free Throw.,39,63
16:36,-1,Grant Fischer missed Three Point Jumper.,39,63
16:36,2032,Tristin Walley Defensive Rebound.,39,63
16:25,2032,Deven Simms missed Three Point Jumper.,39,63
16:25,-1,Thaddeus Newby Defensive Rebound.,39,63
16:15,-1,Cullen Smith made Layup.,41,63
16:08,2032,Tamas Bruce made Dunk. Assisted by Ty Cockfield.,41,65
15:57,-1,Thaddeus Newby missed Jumper.,41,65
15:57,2032,Tristin Walley Defensive Rebound.,41,65
15:54,-1,Foul on Cullen Smith.,41,65
15:54,2032,Official TV Timeout,41,65
15:37,2032,Jake Scoggins missed Jumper.,41,65
15:37,-1,Cullen Smith Defensive Rebound.,41,65
15:29,-1,Brent Latham missed Three Point Jumper.,41,65
15:29,-1,Grant Fischer Offensive Rebound.,41,65
15:22,-1,Thaddeus Newby made Three Point Jumper. Assisted by Brent Latham.,44,65
14:52,2032,Jake Scoggins Turnover.,44,65
14:50,-1,Grant Fischer Steal.,44,65
14:45,2032,Foul on Jake Scoggins.,44,65
14:45,-1,Cullen Smith missed Free Throw.,44,65
14:45,-1,Culver-Stockton Deadball Team Rebound.,44,65
14:45,-1,Cullen Smith made Free Throw.,45,65
14:17,2032,Ty Cockfield missed Three Point Jumper.,45,65
14:17,2032,Tristin Walley Offensive Rebound.,45,65
13:59,2032,Jake Scoggins made Layup. Assisted by Deven Simms.,45,67
13:50,2032,Foul on Rashad Lindsey.,45,67
13:31,-1,Cullen Smith Turnover.,45,67
13:28,2032,Tristin Walley Steal.,45,67
13:25,2032,Rashad Lindsey made Layup.,45,69
13:15,2032,Foul on Rashad Lindsey.,45,69
13:05,-1,Mike Johnson missed Three Point Jumper.,45,69
13:05,2032,Deven Simms Defensive Rebound.,45,69
12:57,2032,Deven Simms Turnover.,45,69
12:29,-1,Thaddeus Newby missed Three Point Jumper.,45,69
12:29,2032,Ty Cockfield Defensive Rebound.,45,69
12:23,2032,Tristin Walley missed Three Point Jumper.,45,69
12:23,-1,Cullen Smith Defensive Rebound.,45,69
12:09,-1,Thaddeus Newby made Three Point Jumper. Assisted by Campbell Millar.,48,69
11:37,2032,Marquis Eaton made Jumper.,48,71
11:19,2032,Foul on Ty Cockfield.,48,71
11:19,2032,Official TV Timeout,48,71
11:05,-1,Campbell Millar Turnover.,48,71
11:04,2032,Deven Simms Steal.,48,71
11:01,2032,Jake Scoggins made Layup. Assisted by Deven Simms.,48,73
10:38,-1,Campbell Millar made Three Point Jumper. Assisted by Jose Fernandez.,51,73
10:09,-1,Foul on Mike Johnson.,51,73
10:04,2032,Marquis Eaton made Jumper.,51,75
9:40,-1,Jose Fernandez made Jumper.,53,75
9:21,2032,Deven Simms Turnover.,53,75
9:21,2032,Foul on Deven Simms.,53,75
9:07,-1,Javier March missed Three Point Jumper.,53,75
9:07,2032,Jake Scoggins Defensive Rebound.,53,75
8:58,2032,Marquis Eaton Turnover.,53,75
8:56,-1,Mike Johnson Steal.,53,75
8:53,-1,Wyatt Harkins made Layup.,55,75
8:43,-1,Foul on Thaddeus Newby.,55,75
8:43,2032,Marquis Eaton made Free Throw.,55,76
8:43,2032,Marquis Eaton made Free Throw.,55,77
8:20,-1,Adrian Fernandez missed Three Point Jumper.,55,77
8:20,2032,Jake Scoggins Defensive Rebound.,55,77
8:00,-1,Foul on Jose Fernandez.,55,77
8:00,2032,Official TV Timeout,55,77
8:00,2032,Ty Cockfield made Free Throw.,55,78
8:00,2032,Ty Cockfield made Free Throw.,55,79
7:38,-1,Jose Fernandez missed Jumper.,55,79
7:38,2032,Grantham Gillard Defensive Rebound.,55,79
7:20,2032,Connor Kern missed Three Point Jumper.,55,79
7:20,2032,Ty Cockfield Offensive Rebound.,55,79
7:16,-1,Foul on Wyatt Harkins.,55,79
7:16,2032,Ty Cockfield missed Free Throw.,55,79
7:16,-1,Cullen Smith Defensive Rebound.,55,79
7:03,-1,Mike Johnson made Three Point Jumper. Assisted by Wyatt Harkins.,58,79
6:37,-1,Foul on Adrian Fernandez.,58,79
6:37,2032,Grantham Gillard made Free Throw.,58,80
6:37,2032,Grantham Gillard missed Free Throw.,58,80
6:37,2032,Arkansas State Deadball Team Rebound.,58,80
6:37,2032,Grantham Gillard made Free Throw.,58,81
6:20,-1,Mike Johnson missed Three Point Jumper.,58,81
6:20,2032,Arkansas State Defensive Rebound.,58,81
6:07,2032,Tamas Bruce made Layup. Assisted by Marquis Eaton.,58,83
5:56,-1,Thaddeus Newby missed Three Point Jumper.,58,83
5:56,2032,Tamas Bruce Defensive Rebound.,58,83
5:49,2032,Connor Kern made Three Point Jumper. Assisted by Marquis Eaton.,58,86
5:37,-1,Adrian Fernandez Turnover.,58,86
5:36,2032,Grantham Gillard Steal.,58,86
5:34,2032,Grantham Gillard made Dunk.,58,88
5:25,2032,Foul on Tamas Bruce.,58,88
5:25,-1,Cullen Smith made Free Throw.,59,88
5:25,-1,Cullen Smith made Free Throw.,60,88
5:13,-1,Foul on Mike Johnson.,60,88
5:13,2032,Rashad Lindsey made Free Throw.,60,89
5:13,2032,Rashad Lindsey made Free Throw.,60,90
5:01,2032,Tristin Walley Defensive Rebound.,60,90
5:01,-1,Grant Fischer missed Three Point Jumper.,60,90
4:52,2032,Andrew Riley missed Jumper.,60,90
4:52,-1,Mike Johnson Defensive Rebound.,60,90
4:49,-1,Mike Johnson made Layup.,62,90
4:32,2032,Marquis Eaton made Layup.,62,92
4:10,-1,Javier March missed Jumper.,62,92
4:10,2032,Arkansas State Defensive Rebound.,62,92
4:09,-1,Culver-Stockton  Timeout,62,92
4:09,2032,Official TV Timeout,62,92
3:56,2032,Andrew Riley missed Jumper.,62,92
3:56,-1,Javier March Defensive Rebound.,62,92
3:52,-1,Wyatt Harkins Turnover.,62,92
3:51,2032,Official TV Timeout,62,92
3:34,2032,Andrew Riley missed Jumper.,62,92
3:34,-1,Javier March Defensive Rebound.,62,92
3:23,-1,Grant Fischer missed Three Point Jumper.,62,92
3:23,-1,Culver-Stockton Offensive Rebound.,62,92
3:07,-1,Grant Fischer made Layup. Assisted by Wyatt Harkins.,64,92
2:48,2032,Marquis Eaton missed Jumper.,64,92
2:48,-1,Javier March Defensive Rebound.,64,92
2:23,-1,Javier March missed Three Point Jumper.,64,92
2:23,-1,Grant Fischer Offensive Rebound.,64,92
2:14,-1,Culver-Stockton  Turnover.,64,92
1:55,2032,Marquis Eaton missed Layup.,64,92
1:55,2032,Andrew Riley Offensive Rebound.,64,92
1:51,2032,Andrew Riley made Layup.,64,94
1:37,-1,Brent Latham Turnover.,64,94
1:36,2032,Marquis Eaton Steal.,64,94
1:31,2032,Andrew Riley missed Three Point Jumper.,64,94
1:31,2032,Andrew Riley Offensive Rebound.,64,94
1:22,2032,Andrew Riley made Three Point Jumper.,64,97
1:03,2032,Foul on Salif Boudie.,64,97
1:03,-1,Javier March missed Free Throw.,64,97
1:03,-1,Culver-Stockton Deadball Team Rebound.,64,97
1:03,-1,Javier March missed Free Throw.,64,97
1:03,2032,Andrew Riley Defensive Rebound.,64,97
0:47,2032,Salif Boudie missed Layup.,64,97
0:47,-1,Dion Collins Defensive Rebound.,64,97
0:41,-1,Brent Latham made Jumper.,66,97
0:20,2032,Andrew Riley made Jumper.,66,99
0:02,2032,Foul on Connor Kern.,66,99
0:02,-1,Dion Collins made Free Throw.,67,99
0:02,-1,Dion Collins made Free Throw.,68,99
0:00,2032,End of Game,68,99
