Life Pacific,Error,San Diego,301
7:43,-1,Foul on Jonathan Cortez.,13,25
7:43,301,Yauhen Massalski missed Free Throw.,13,25
7:43,301,San Diego Deadball Team Rebound.,13,25
7:43,301,Yauhen Massalski made Free Throw.,13,26
7:32,301,Foul on Isaiah Wright.,13,26
7:31,-1,Elijah Todd missed Three Point Jumper.,13,26
7:31,301,San Diego Defensive Rebound.,13,26
7:14,301,Isaiah Pineiro missed Three Point Jumper.,13,26
7:14,-1,Chez Lister Defensive Rebound.,13,26
7:09,301,Foul on Tyler Williams.,13,26
6:47,-1,Mark Eden missed Jumper.,13,26
6:47,301,Isaiah Wright Block.,13,26
6:44,301,Isaiah Wright Defensive Rebound.,13,26
6:38,301,Tyler Williams missed Three Point Jumper.,13,26
6:38,-1,Life Pacific Defensive Rebound.,13,26
6:19,-1,Mark Eden missed Three Point Jumper.,13,26
6:19,301,Alex Floresca Defensive Rebound.,13,26
6:09,301,Isaiah Wright made Jumper.,13,28
5:49,301,Foul on Alex Floresca.,13,28
5:33,-1,Adam Saavedra missed Jumper.,13,28
5:33,-1,Jonathan Cortez Offensive Rebound.,13,28
5:30,-1,Chez Lister missed Jumper.,13,28
5:30,301,Tyler Williams Defensive Rebound.,13,28
5:22,-1,Foul on Jonathan Cortez.,13,28
5:22,301,Alex Floresca made Free Throw.,13,29
5:22,301,Alex Floresca made Free Throw.,13,30
4:55,-1,Chez Lister made Layup.,15,30
4:44,301,Juwan Gray Turnover.,15,30
4:42,-1,Chez Lister Steal.,15,30
4:39,-1,Chez Lister missed Jumper.,15,30
4:39,301,Juwan Gray Block.,15,30
4:39,-1,Life Pacific Offensive Rebound.,15,30
4:38,-1,James Noble missed Jumper.,15,30
4:38,301,Tyler Williams Defensive Rebound.,15,30
4:11,301,Yauhen Massalski made Layup.,15,32
3:56,301,Foul on Cameron Neubauer.,15,32
3:56,301,Official TV Timeout,15,32
3:56,-1,Jacob Brummett missed Free Throw.,15,32
3:56,-1,Life Pacific Deadball Team Rebound.,15,32
3:56,-1,Jacob Brummett made Free Throw.,16,32
3:43,-1,Foul on James Noble.,16,32
3:43,301,Yauhen Massalski missed Free Throw.,16,32
3:43,301,San Diego Deadball Team Rebound.,16,32
3:43,301,Yauhen Massalski made Free Throw.,16,33
3:24,-1,Jacob Brummett missed Layup.,16,33
3:24,301,Yauhen Massalski Block.,16,33
3:21,301,Isaiah Wright Defensive Rebound.,16,33
3:16,301,Cameron Neubauer made Three Point Jumper. Assisted by Tyler Williams.,16,36
2:57,-1,Mark Eden made Layup.,18,36
2:38,301,Cameron Neubauer missed Three Point Jumper.,18,36
2:38,-1,Mark Eden Defensive Rebound.,18,36
2:15,-1,Adam Saavedra Turnover.,18,36
2:13,301,Cameron Neubauer Steal.,18,36
2:11,301,Tyler Williams missed Three Point Jumper.,18,36
2:11,-1,Jacob Brummett Defensive Rebound.,18,36
1:41,301,Foul on Yauhen Massalski.,18,36
1:41,-1,James Noble made Free Throw.,19,36
1:41,-1,James Noble made Free Throw.,20,36
1:22,301,Isaiah Wright made Three Point Jumper. Assisted by Isaiah Pineiro.,20,39
1:07,-1,Jacob Brummett made Layup. Assisted by Mark Eden.,22,39
1:00,-1,Foul on Mark Eden.,22,39
1:00,301,Isaiah Wright made Free Throw.,22,40
1:00,301,Isaiah Wright made Free Throw.,22,41
0:36,-1,Elijah Todd missed Three Point Jumper.,22,41
0:36,-1,Chez Lister Offensive Rebound.,22,41
0:30,-1,Chez Lister made Layup.,24,41
0:26,301,San Diego  Timeout,24,41
0:07,301,Isaiah Pineiro missed Jumper.,24,41
0:07,301,Isaiah Pineiro Offensive Rebound.,24,41
0:01,301,Isaiah Pineiro made Layup.,24,43
0:00,301,End of 1st half,24,43
19:47,-1,Jonathan Cortez Turnover.,24,43
19:36,301,Isaiah Pineiro made Jumper. Assisted by Isaiah Wright.,24,45
19:11,-1,Adam Saavedra Turnover.,24,45
19:09,301,Isaiah Wright Steal.,24,45
19:05,301,Isaiah Pineiro made Layup. Assisted by Isaiah Wright.,24,47
18:51,-1,Mark Eden made Jumper.,26,47
18:34,301,Cameron Neubauer made Layup.,26,49
18:05,-1,Trey Huckabay missed Three Point Jumper.,26,49
18:05,-1,Jonathan Cortez Offensive Rebound.,26,49
18:00,-1,Jonathan Cortez Turnover.,26,49
17:41,301,Isaiah Wright made Three Point Jumper. Assisted by Tyler Williams.,26,52
17:25,-1,James Noble missed Three Point Jumper.,26,52
17:25,301,Cameron Neubauer Defensive Rebound.,26,52
17:19,301,Isaiah Pineiro made Layup. Assisted by Isaiah Wright.,26,54
16:46,-1,Mark Eden missed Layup.,26,54
16:46,-1,Mark Eden Offensive Rebound.,26,54
16:29,301,Foul on Olin Carter III.,26,54
16:29,-1,Trey Huckabay made Free Throw.,27,54
16:29,-1,Trey Huckabay made Free Throw.,28,54
16:16,301,Yauhen Massalski missed Layup.,28,54
16:16,301,Yauhen Massalski Offensive Rebound.,28,54
16:12,-1,Foul on Jonathan Cortez.,28,54
16:12,301,Yauhen Massalski made Free Throw.,28,55
16:12,301,Yauhen Massalski made Free Throw.,28,56
15:55,-1,Jonathan Cortez made Jumper.,30,56
15:49,301,Isaiah Wright made Layup.,30,58
15:22,-1,Jonathan Cortez made Layup. Assisted by James Noble.,32,58
15:12,-1,Foul on James Noble.,32,58
14:57,301,Hunter Summy missed Three Point Jumper.,32,58
14:57,301,Tyler Williams Offensive Rebound.,32,58
14:51,301,Tyler Williams made Jumper.,32,60
14:32,-1,Jonathan Cortez Turnover.,32,60
14:30,301,Yauhen Massalski Steal.,32,60
14:27,301,Hunter Summy Turnover.,32,60
14:17,-1,James Noble missed Three Point Jumper.,32,60
14:17,301,Isaiah Wright Defensive Rebound.,32,60
14:02,301,Alex Floresca made Layup. Assisted by Isaiah Wright.,32,62
13:47,-1,Mark Eden Turnover.,32,62
13:46,301,Juwan Gray Steal.,32,62
13:43,301,Alex Floresca missed Layup.,32,62
13:43,301,Tyler Williams Offensive Rebound.,32,62
13:38,301,Tyler Williams made Layup.,32,64
13:17,-1,Jonathan Cortez made Jumper.,34,64
13:01,-1,Foul on James Noble.,34,64
12:43,301,Tyler Williams missed Jumper.,34,64
12:43,301,Juwan Gray Offensive Rebound.,34,64
12:19,301,Jose Martinez made Layup. Assisted by Alex Floresca.,34,66
11:57,-1,Chez Lister made Jumper. Assisted by Mark Eden.,36,66
11:42,-1,Foul on Jonathan Cortez.,36,66
11:42,301,Official TV Timeout,36,66
11:42,301,Tyler Williams made Free Throw.,36,67
11:42,301,Tyler Williams made Free Throw.,36,68
11:26,-1,Trey Huckabay made Layup.,38,68
11:01,301,Jose Martinez missed Three Point Jumper.,38,68
11:01,-1,Chez Lister Defensive Rebound.,38,68
10:54,-1,Trey Huckabay missed Layup.,38,68
10:54,301,Jose Martinez Defensive Rebound.,38,68
10:42,301,Juwan Gray missed Three Point Jumper.,38,68
10:42,-1,Mark Eden Defensive Rebound.,38,68
10:28,301,Foul on Olin Carter III.,38,68
10:25,-1,Trey Huckabay missed Jumper.,38,68
10:25,301,Alex Floresca Block.,38,68
10:23,301,Alex Floresca Defensive Rebound.,38,68
10:13,301,Jose Martinez missed Jumper.,38,68
10:13,-1,Jacob Brummett Defensive Rebound.,38,68
9:55,-1,Chez Lister missed Jumper.,38,68
9:55,-1,Life Pacific Deadball Team Rebound.,38,68
9:53,301,Foul on Tyler Williams.,38,68
9:51,-1,Mark Eden missed Three Point Jumper.,38,68
9:51,301,Cameron Neubauer Defensive Rebound.,38,68
9:38,301,Tyler Williams made Three Point Jumper. Assisted by Cameron Neubauer.,38,71
9:10,301,Foul on Tyler Williams.,38,71
8:51,-1,Chez Lister missed Jumper.,38,71
8:51,301,Isaiah Pineiro Defensive Rebound.,38,71
8:35,301,Isaiah Wright missed Three Point Jumper.,38,71
8:35,301,Cameron Neubauer Offensive Rebound.,38,71
8:29,301,Tyler Williams missed Layup.,38,71
8:29,-1,Jacob Brummett Block.,38,71
8:27,301,Cameron Neubauer Offensive Rebound.,38,71
8:21,301,Cameron Neubauer made Layup.,38,73
8:09,-1,Chez Lister Turnover.,38,73
8:06,301,Tyler Williams Steal.,38,73
8:01,301,Olin Carter III made Dunk. Assisted by Isaiah Wright.,38,75
7:52,301,Official TV Timeout,38,75
7:52,301,Foul on Isaiah Pineiro.,38,75
7:33,-1,Jacob Brummett made Layup. Assisted by Mark Eden.,40,75
7:17,301,Yauhen Massalski made Layup. Assisted by Isaiah Wright.,40,77
7:03,-1,Trey Huckabay made Three Point Jumper. Assisted by Mark Eden.,43,77
6:45,301,Yauhen Massalski made Layup. Assisted by Isaiah Wright.,43,79
6:23,-1,Trey Huckabay Turnover.,43,79
6:21,301,Isaiah Wright Steal.,43,79
6:19,301,Isaiah Pineiro made Layup. Assisted by Isaiah Wright.,43,81
6:04,-1,Mark Eden missed Jumper.,43,81
6:04,301,Olin Carter III Defensive Rebound.,43,81
5:57,301,Yauhen Massalski made Dunk. Assisted by Olin Carter III.,43,83
5:37,-1,Chez Lister missed Layup.,43,83
5:37,-1,Chez Lister Offensive Rebound.,43,83
5:32,-1,Chez Lister missed Layup.,43,83
5:32,301,Yauhen Massalski Block.,43,83
5:28,301,Isaiah Pineiro Defensive Rebound.,43,83
5:13,301,Olin Carter III missed Three Point Jumper.,43,83
5:13,301,Cameron Neubauer Offensive Rebound.,43,83
4:52,301,Olin Carter III missed Jumper.,43,83
4:52,301,Cameron Neubauer Offensive Rebound.,43,83
4:37,301,San Diego  Timeout,43,83
4:28,301,Jose Martinez made Three Point Jumper. Assisted by Alex Floresca.,43,86
4:06,-1,Jonathan Cortez made Layup.,45,86
3:50,301,Hunter Summy Turnover.,45,86
3:50,301,Foul on Jose Martinez.,45,86
3:49,301,Official TV Timeout,45,86
3:36,-1,Jonathan Cortez made Jumper.,47,86
3:24,301,Juwan Gray made Layup. Assisted by Hunter Summy.,47,88
3:04,-1,Jonathan Cortez made Jumper.,49,88
2:44,301,Jose Martinez missed Three Point Jumper.,49,88
2:44,301,Juwan Gray Offensive Rebound.,49,88
2:39,301,Juwan Gray missed Two Point Tip Shot.,49,88
2:39,301,Jake Gilliam Offensive Rebound.,49,88
2:33,-1,Foul on Jacob Brummett.,49,88
2:33,301,Jake Gilliam missed Free Throw.,49,88
2:33,301,San Diego Deadball Team Rebound.,49,88
2:33,301,Jake Gilliam made Free Throw.,49,89
2:24,-1,Jonathan Cortez Turnover.,49,89
2:22,301,Vinny Ferrari Steal.,49,89
2:19,301,Juwan Gray missed Dunk.,49,89
2:19,-1,Jacob Brummett Defensive Rebound.,49,89
1:50,301,Foul on Jose Martinez.,49,89
1:50,-1,Jonathan Cortez made Free Throw.,50,89
1:50,-1,Jonathan Cortez made Free Throw.,51,89
1:41,301,Vinny Ferrari missed Three Point Jumper.,51,89
1:41,-1,Jonathan Cortez Defensive Rebound.,51,89
1:19,-1,Jonathan Cortez missed Jumper.,51,89
1:19,301,Jake Gilliam Defensive Rebound.,51,89
1:00,-1,Foul on Jonathan Cortez.,51,89
1:00,301,Vinny Ferrari made Free Throw.,51,90
1:00,301,Vinny Ferrari missed Free Throw.,51,90
1:00,301,Vinny Ferrari Offensive Rebound.,51,90
0:55,301,Mitch Schafer made Jumper.,51,92
0:31,-1,Jacob Brummett missed Layup.,51,92
0:31,301,Vinny Ferrari Block.,51,92
0:31,-1,Life Pacific Offensive Rebound.,51,92
0:23,-1,Mark Eden missed Three Point Jumper.,51,92
0:23,301,Jose Martinez Defensive Rebound.,51,92
0:12,-1,Foul on Dean Waltz.,51,92
0:12,301,Andy Nelson missed Free Throw.,51,92
0:12,301,Jake Gilliam Offensive Rebound.,51,92
0:11,301,Jake Gilliam made Layup.,51,94
0:11,-1,Foul on Dean Waltz.,51,94
0:11,301,Jake Gilliam missed Free Throw.,51,94
0:11,-1,Jacob Brummett Defensive Rebound.,51,94
0:11,-1,Chez Lister missed Jumper.,51,94
0:11,-1,Life Pacific Deadball Team Rebound.,51,94
0:00,301,End of Game,51,94
