Howard Payne,Error,Stephen F. Austin,2617
6:15,-1,Khyce Randall missed Three Point Jumper.,29,40
6:15,2617,Stephen F. Austin Defensive Rebound.,29,40
6:02,2617,Ivan Canete missed Layup.,29,40
6:02,-1,Colton Otts Defensive Rebound.,29,40
5:53,2617,Foul on Kevon Harris.,29,40
5:53,-1,De'Marcus Hurd made Free Throw.,30,40
5:53,-1,De'Marcus Hurd made Free Throw.,31,40
5:41,2617,Shannon Bogues made Jumper.,31,42
5:33,-1,Colton Otts missed Layup.,31,42
5:33,2617,Shannon Bogues Defensive Rebound.,31,42
5:17,2617,Shannon Bogues missed Layup.,31,42
5:17,2617,TJ Holyfield Offensive Rebound.,31,42
5:06,2617,Leon Gilmore III Turnover.,31,42
4:52,2617,Foul on Ivan Canete.,31,42
4:52,-1,Darren Farmer missed Free Throw.,31,42
4:52,2617,TJ Holyfield Defensive Rebound.,31,42
4:46,2617,Shannon Bogues made Layup. Assisted by Aaron Augustin.,31,44
4:25,-1,Shadd Cole Turnover.,31,44
4:24,2617,TJ Holyfield Steal.,31,44
4:20,2617,Leon Gilmore III missed Layup.,31,44
4:20,-1,Khyce Randall Defensive Rebound.,31,44
4:13,-1,Darren Farmer missed Three Point Jumper.,31,44
4:13,-1,Howard Payne Offensive Rebound.,31,44
4:11,2617,Foul on Leon Gilmore III.,31,44
4:11,-1,Shadd Cole made Free Throw.,32,44
4:11,-1,Shadd Cole made Free Throw.,33,44
3:59,-1,Foul on Cole Bene'.,33,44
3:59,2617,TJ Holyfield made Free Throw.,33,45
3:59,2617,TJ Holyfield made Free Throw.,33,46
3:33,-1,Talen Davis made Layup. Assisted by Khyce Randall.,35,46
3:18,2617,TJ Holyfield made Jumper. Assisted by Ivan Canete.,35,48
3:03,-1,Khyce Randall missed Three Point Jumper.,35,48
3:03,2617,TJ Holyfield Defensive Rebound.,35,48
2:55,2617,Shannon Bogues made Three Point Jumper. Assisted by Ivan Canete.,35,51
2:29,-1,Cole Bene' Turnover.,35,51
2:16,2617,Ivan Canete made Three Point Jumper. Assisted by Aaron Augustin.,35,54
1:54,-1,De'Marcus Hurd missed Three Point Jumper.,35,54
1:54,-1,Khyce Randall Offensive Rebound.,35,54
1:48,-1,Khyce Randall Turnover.,35,54
1:33,2617,Samuli Nieminen missed Layup.,35,54
1:33,2617,TJ Holyfield Offensive Rebound.,35,54
1:32,2617,TJ Holyfield made Layup.,35,56
1:26,-1,De'Marcus Hurd Turnover.,35,56
1:25,2617,Shannon Bogues Steal.,35,56
1:24,2617,Shannon Bogues made Layup.,35,58
1:24,-1,Foul on Joshua Carroll.,35,58
1:24,2617,Shannon Bogues made Free Throw.,35,59
1:06,-1,De'Marcus Hurd Turnover.,35,59
1:06,2617,Ivan Canete Steal.,35,59
1:04,2617,Ivan Canete made Layup.,35,61
0:34,-1,Drake Cooper Turnover.,35,61
0:34,2617,Shannon Bogues Steal.,35,61
0:31,2617,Shannon Bogues made Dunk.,35,63
0:15,-1,Drake Cooper missed Jumper.,35,63
0:15,2617,Shannon Bogues Defensive Rebound.,35,63
0:01,2617,Shannon Bogues Turnover.,35,63
0:00,-1,Drake Cooper Steal.,35,63
0:00,2617,End of 1st half,35,63
19:43,-1,Talen Davis Turnover.,35,63
19:42,2617,Ivan Canete Steal.,35,63
19:29,2617,Ivan Canete Turnover.,35,63
19:28,-1,Shadd Cole Steal.,35,63
19:20,-1,Khyce Randall Turnover.,35,63
19:19,2617,Aaron Augustin Steal.,35,63
19:08,2617,Ivan Canete Turnover.,35,63
19:08,2617,Foul on Ivan Canete.,35,63
18:57,-1,De'Marcus Hurd Turnover.,35,63
18:55,2617,TJ Holyfield Steal.,35,63
18:54,2617,Kevon Harris made Layup. Assisted by TJ Holyfield.,35,65
18:41,-1,De'Marcus Hurd made Jumper.,37,65
18:25,2617,Kevon Harris missed Three Point Jumper.,37,65
18:25,2617,TJ Holyfield Offensive Rebound.,37,65
18:21,2617,TJ Holyfield made Layup.,37,67
18:04,-1,Talen Davis missed Three Point Jumper.,37,67
18:04,2617,TJ Holyfield Defensive Rebound.,37,67
17:59,2617,Ivan Canete missed Layup.,37,67
17:59,-1,De'Marcus Hurd Defensive Rebound.,37,67
17:53,-1,De'Marcus Hurd made Layup.,39,67
17:41,2617,Samuli Nieminen Turnover.,39,67
17:41,2617,Foul on Samuli Nieminen.,39,67
17:31,-1,Timothy Aguero Turnover.,39,67
17:30,2617,TJ Holyfield Steal.,39,67
17:24,2617,John Comeaux made Layup. Assisted by Aaron Augustin.,39,69
17:08,2617,Foul on Aaron Augustin.,39,69
17:08,-1,Shadd Cole made Free Throw.,40,69
17:08,-1,Shadd Cole made Free Throw.,41,69
16:54,2617,TJ Holyfield made Layup. Assisted by John Comeaux.,41,71
16:42,-1,Khyce Randall Turnover.,41,71
16:40,2617,John Comeaux Steal.,41,71
16:38,2617,Shannon Bogues made Layup. Assisted by John Comeaux.,41,73
16:22,-1,Timothy Aguero missed Three Point Jumper.,41,73
16:22,-1,Khyce Randall Offensive Rebound.,41,73
16:15,-1,Timothy Aguero made Layup. Assisted by Khyce Randall.,43,73
15:59,2617,Shannon Bogues made Three Point Jumper. Assisted by John Comeaux.,43,76
15:36,-1,Talen Davis missed Layup.,43,76
15:36,2617,TJ Holyfield Block.,43,76
15:35,-1,Howard Payne Offensive Rebound.,43,76
15:34,2617,Official TV Timeout,43,76
15:34,-1,Khyce Randall missed Free Throw.,43,76
15:34,2617,TJ Holyfield Defensive Rebound.,43,76
15:04,2617,Shannon Bogues made Three Point Jumper. Assisted by Aaron Augustin.,43,79
14:49,-1,Timothy Aguero Turnover.,43,79
14:46,2617,Shannon Bogues made Dunk.,43,81
14:33,-1,De'Marcus Hurd missed Layup.,43,81
14:33,-1,Howard Payne Offensive Rebound.,43,81
14:31,-1,De'Marcus Hurd made Three Point Jumper. Assisted by Khyce Randall.,46,81
14:19,-1,Foul on Khyce Randall.,46,81
13:58,2617,John Comeaux missed Three Point Jumper.,46,81
13:58,-1,De'Marcus Hurd Defensive Rebound.,46,81
13:49,-1,De'Marcus Hurd missed Layup.,46,81
13:49,2617,Leon Gilmore III Defensive Rebound.,46,81
13:44,2617,Kevon Harris Turnover.,46,81
13:17,-1,De'Marcus Hurd Turnover.,46,81
13:14,-1,Foul on Talen Davis.,46,81
13:14,2617,Kevon Harris missed Free Throw.,46,81
13:14,2617,Stephen F. Austin Deadball Team Rebound.,46,81
13:14,2617,Kevon Harris made Free Throw.,46,82
12:52,-1,De'Marcus Hurd missed Jumper.,46,82
12:52,2617,Kevon Harris Defensive Rebound.,46,82
12:43,2617,Shannon Bogues missed Three Point Jumper.,46,82
12:43,-1,Colton Otts Defensive Rebound.,46,82
12:29,-1,Khyce Randall missed Layup.,46,82
12:29,2617,Ivan Canete Defensive Rebound.,46,82
12:11,2617,Leon Gilmore III made Jumper. Assisted by Shannon Bogues.,46,84
11:56,-1,Colton Otts Turnover.,46,84
11:56,2617,Ivan Canete Steal.,46,84
11:45,2617,Jovan Grujic made Layup. Assisted by Shannon Bogues.,46,86
11:32,-1,Darren Farmer Turnover.,46,86
11:32,2617,Shannon Bogues Steal.,46,86
11:29,-1,Foul on Khyce Randall.,46,86
11:29,2617,Shannon Bogues made Free Throw.,46,87
11:29,2617,Shannon Bogues made Free Throw.,46,88
11:15,-1,Khyce Randall missed Three Point Jumper.,46,88
11:15,2617,Ivan Canete Defensive Rebound.,46,88
11:10,2617,Ivan Canete Turnover.,46,88
10:54,-1,Colton Otts missed Jumper.,46,88
10:54,2617,Stephen F. Austin Defensive Rebound.,46,88
10:52,-1,Foul on Khyce Randall.,46,88
10:37,2617,Leon Gilmore III made Dunk. Assisted by Ivan Canete.,46,90
10:25,-1,Khyce Randall Turnover.,46,90
10:22,2617,Ivan Canete Turnover.,46,90
10:20,-1,De'Marcus Hurd Steal.,46,90
10:18,-1,Timothy Aguero made Layup. Assisted by De'Marcus Hurd.,48,90
9:55,2617,Shannon Bogues missed Three Point Jumper.,48,90
9:55,-1,Timothy Aguero Defensive Rebound.,48,90
9:42,2617,Foul on Ivan Canete.,48,90
9:42,-1,Timothy Aguero missed Free Throw.,48,90
9:42,-1,Howard Payne Deadball Team Rebound.,48,90
9:42,-1,Timothy Aguero made Free Throw.,49,90
9:30,2617,Stefon Fisher missed Layup.,49,90
9:30,-1,Shadd Cole Block.,49,90
9:30,-1,Howard Payne Defensive Rebound.,49,90
9:25,-1,Timothy Aguero Turnover.,49,90
9:25,2617,Aaron Augustin Steal.,49,90
9:22,2617,Stefon Fisher Turnover.,49,90
9:22,2617,Foul on Stefon Fisher.,49,90
9:18,-1,De'Marcus Hurd Turnover.,49,90
8:52,2617,Stefon Fisher made Layup. Assisted by Leon Gilmore III.,49,92
8:24,-1,De'Marcus Hurd missed Jumper.,49,92
8:24,2617,Shannon Bogues Defensive Rebound.,49,92
8:17,2617,Shannon Bogues Turnover.,49,92
8:17,-1,Shadd Cole Steal.,49,92
8:14,2617,Foul on Shannon Bogues.,49,92
8:12,-1,Timothy Aguero missed Layup.,49,92
8:12,2617,Stefon Fisher Defensive Rebound.,49,92
7:56,-1,Foul on Cole Bene'.,49,92
7:56,2617,Official TV Timeout,49,92
7:56,2617,Stefon Fisher missed Free Throw.,49,92
7:56,2617,Stephen F. Austin Deadball Team Rebound.,49,92
7:56,2617,Stefon Fisher made Free Throw.,49,93
7:37,-1,Talen Davis missed Jumper.,49,93
7:37,2617,Stefon Fisher Defensive Rebound.,49,93
7:26,2617,Leon Gilmore III missed Layup.,49,93
7:26,2617,Stefon Fisher Offensive Rebound.,49,93
7:25,2617,Stefon Fisher made Two Point Tip Shot.,49,95
7:05,2617,Foul on Leon Gilmore III.,49,95
7:05,-1,Talen Davis Turnover.,49,95
6:53,2617,Kevon Harris missed Layup.,49,95
6:53,2617,Kevon Harris Offensive Rebound.,49,95
6:51,-1,Foul on Colton Otts.,49,95
6:51,2617,Kevon Harris made Free Throw.,49,96
6:51,2617,Kevon Harris made Free Throw.,49,97
6:24,-1,Javaris Jones missed Three Point Jumper.,49,97
6:24,2617,Kevon Harris Defensive Rebound.,49,97
6:16,2617,TJ Holyfield made Jumper. Assisted by Kevon Harris.,49,99
5:57,-1,Shadd Cole missed Jumper.,49,99
5:57,2617,Samuli Nieminen Defensive Rebound.,49,99
5:34,2617,Shannon Bogues made Layup.,49,101
5:21,-1,Javaris Jones Turnover.,49,101
5:21,2617,TJ Holyfield Steal.,49,101
5:16,2617,Shannon Bogues made Layup.,49,103
4:57,2617,Foul on Samuli Nieminen.,49,103
4:57,-1,Howard Payne  Timeout,49,103
4:57,-1,Shadd Cole made Free Throw.,50,103
4:57,-1,Shadd Cole made Free Throw.,51,103
4:45,2617,TJ Holyfield made Layup. Assisted by Ivan Canete.,51,105
4:44,-1,Foul on Shadd Cole.,51,105
4:44,2617,TJ Holyfield made Free Throw.,51,106
4:35,2617,Foul on Shannon Bogues.,51,106
4:35,-1,Khyce Randall made Free Throw.,52,106
4:35,-1,Khyce Randall made Free Throw.,53,106
4:25,2617,Kevon Harris Turnover.,53,106
4:24,-1,Drake Cooper Steal.,53,106
4:23,-1,Drake Cooper Turnover.,53,106
4:05,2617,Shannon Bogues Turnover.,53,106
3:53,2617,Foul on Samuli Nieminen.,53,106
3:52,2617,Official TV Timeout,53,106
3:52,-1,Shadd Cole made Free Throw.,54,106
3:52,-1,Shadd Cole made Free Throw.,55,106
3:29,-1,Foul on Colton Otts.,55,106
3:29,2617,Jovan Grujic made Free Throw.,55,107
3:29,2617,Jovan Grujic made Free Throw.,55,108
3:17,-1,Khyce Randall Turnover.,55,108
3:13,2617,John Comeaux missed Layup.,55,108
3:13,2617,John Comeaux Offensive Rebound.,55,108
3:01,-1,Foul on Colton Otts.,55,108
3:01,2617,Jovan Grujic missed Free Throw.,55,108
3:01,2617,Stephen F. Austin Deadball Team Rebound.,55,108
3:01,2617,Jovan Grujic made Free Throw.,55,109
2:50,-1,De'Marcus Hurd Turnover.,55,109
2:43,-1,Foul on Drake Cooper.,55,109
2:43,2617,Ivan Canete made Free Throw.,55,110
2:43,2617,Ivan Canete made Free Throw.,55,111
2:28,-1,Drake Cooper made Three Point Jumper. Assisted by Talen Davis.,58,111
2:00,2617,Stefon Fisher missed Jumper.,58,111
2:00,-1,Howard Payne Defensive Rebound.,58,111
1:59,2617,Foul on Jovan Grujic.,58,111
1:59,-1,Khyce Randall made Free Throw.,59,111
1:59,-1,Khyce Randall missed Free Throw.,59,111
1:59,2617,Ivan Canete Defensive Rebound.,59,111
1:52,2617,Samuli Nieminen made Three Point Jumper. Assisted by Ivan Canete.,59,114
1:39,-1,Jaze Randolph Turnover.,59,114
1:22,2617,Samuli Nieminen missed Layup.,59,114
1:22,2617,Stefon Fisher Offensive Rebound.,59,114
1:20,2617,Stefon Fisher made Layup.,59,116
1:04,2617,Foul on Stefon Fisher.,59,116
1:04,-1,Talen Davis missed Free Throw.,59,116
1:04,-1,Howard Payne Deadball Team Rebound.,59,116
1:04,-1,Talen Davis made Free Throw.,60,116
0:55,2617,Kevon Harris missed Three Point Jumper.,60,116
0:55,2617,John Comeaux Offensive Rebound.,60,116
0:52,2617,John Comeaux made Layup.,60,118
0:46,-1,Javaris Jones made Layup. Assisted by Jaze Randolph.,62,118
0:33,2617,Samuli Nieminen missed Three Point Jumper.,62,118
0:33,2617,Jovan Grujic Offensive Rebound.,62,118
0:28,2617,Jovan Grujic missed Jumper.,62,118
0:28,2617,Jovan Grujic Offensive Rebound.,62,118
0:24,2617,Jovan Grujic Turnover.,62,118
0:23,-1,Jaze Randolph Steal.,62,118
0:23,2617,Foul on John Comeaux.,62,118
0:23,-1,Jaze Randolph made Free Throw.,63,118
0:23,-1,Jaze Randolph made Free Throw.,64,118
0:00,2617,End of Game,64,118
