Kean College,Error,Fairleigh Dickinson,161
9:15,-1,Adrian Baucum made Three Point Jumper. Assisted by Mike Summerer.,43,83
9:06,-1,Foul on DeAndre Thomas.,43,83
9:06,161,Elyjah Williams made Free Throw.,43,84
9:06,161,Elyjah Williams made Free Throw.,43,85
8:54,-1,DeAndre Thomas missed Three Point Jumper.,43,85
8:54,161,Pat McNamara Defensive Rebound.,43,85
8:34,161,Elyjah Williams Turnover.,43,85
8:17,-1,missed Three Point Jumper.,43,85
8:17,161,Elyjah Williams Defensive Rebound.,43,85
7:58,161,Nadi Beciri made Dunk. Assisted by Pat McNamara.,43,87
7:43,-1,made Three Point Jumper. Assisted by Mike Summerer.,46,87
7:28,161,Mike Schroback missed Three Point Jumper.,46,87
7:28,161,Fairleigh Dickinson Offensive Rebound.,46,87
7:22,161,Official TV Timeout,46,87
6:58,161,Mike Schroback missed Three Point Jumper.,46,87
6:58,-1,Carry Saturne Defensive Rebound.,46,87
6:50,-1,Tommy Organ missed Layup.,46,87
6:50,-1,Kean Deadball Team Rebound.,46,87
6:49,161,Foul on Malik Miller.,46,87
6:48,-1,Vaughn Laki Anderson made Three Point Jumper. Assisted by Carry Saturne.,49,87
6:24,161,Pat McNamara Turnover.,49,87
6:09,-1,Tommy Organ Turnover.,49,87
6:08,161,Brian Fabre Steal.,49,87
6:01,161,Elyjah Williams Turnover.,49,87
5:57,-1,Tommy Organ Steal.,49,87
5:55,-1,Duke Germain made Free Throw.,50,87
5:55,-1,Duke Germain made Free Throw.,51,87
5:44,161,Brian Fabre missed Three Point Jumper.,51,87
5:44,161,Elyjah Williams Offensive Rebound.,51,87
5:40,-1,Foul on Duke Germain.,51,87
5:40,161,Elyjah Williams missed Free Throw.,51,87
5:40,161,Fairleigh Dickinson Deadball Team Rebound.,51,87
5:40,161,Elyjah Williams made Free Throw.,51,88
5:29,-1,Carry Saturne missed Jumper.,51,88
5:29,161,Elyjah Williams Defensive Rebound.,51,88
5:16,161,Brian Fabre Turnover.,51,88
5:15,-1,Carry Saturne Steal.,51,88
5:13,-1,Carry Saturne made Layup.,53,88
5:13,161,Foul on Tyler Jones.,53,88
5:13,-1,Carry Saturne missed Free Throw.,53,88
5:13,161,Elyjah Williams Defensive Rebound.,53,88
4:49,161,Malik Miller Turnover.,53,88
4:48,-1,Carry Saturne Steal.,53,88
4:44,-1,Carry Saturne Turnover.,53,88
4:12,161,Malik Miller missed Jumper.,53,88
4:12,-1,Duke Germain Defensive Rebound.,53,88
3:53,-1,D'Andre Mathis missed Jumper.,53,88
3:53,161,Elyjah Williams Defensive Rebound.,53,88
3:43,161,Foul on Elyjah Williams.,53,88
3:43,161,Elyjah Williams Turnover.,53,88
3:43,161,Official TV Timeout,53,88
3:29,-1,Duke Germain missed Layup.,53,88
3:29,161,Elyjah Williams Block.,53,88
3:27,161,Malik Miller Defensive Rebound.,53,88
3:16,161,Dondre Rhoden Turnover.,53,88
3:15,-1,Duke Germain Steal.,53,88
3:11,-1,Duke Germain missed Three Point Jumper.,53,88
3:11,-1,Kevin Pacheco Offensive Rebound.,53,88
3:03,-1,Foul on Carry Saturne.,53,88
3:03,-1,Carry Saturne Turnover.,53,88
2:49,-1,Foul on Carry Saturne.,53,88
2:49,161,Mike Schroback made Free Throw.,53,89
2:49,161,Mike Schroback made Free Throw.,53,90
2:35,-1,Inderpaul Pinghlia missed Jumper.,53,90
2:35,161,Dondre Rhoden Block.,53,90
2:33,161,Tyler Jones Defensive Rebound.,53,90
2:11,161,Malik Miller missed Jumper.,53,90
2:11,-1,Tre Gomez Defensive Rebound.,53,90
2:00,161,Foul on Tyler Jones.,53,90
2:00,-1,Carry Saturne missed Free Throw.,53,90
2:00,161,Malik Miller Defensive Rebound.,53,90
1:40,161,Mike Schroback made Layup.,53,92
1:25,-1,Carry Saturne made Layup.,55,92
1:13,161,Tyler Jones missed Three Point Jumper.,55,92
1:13,-1,Carry Saturne Defensive Rebound.,55,92
1:09,161,Foul on Dondre Rhoden.,55,92
1:09,-1,Carry Saturne missed Free Throw.,55,92
1:09,161,Brian Fabre Defensive Rebound.,55,92
0:56,161,Brian Fabre Turnover.,55,92
0:38,-1,Carry Saturne missed Jumper.,55,92
0:38,161,Malik Miller Defensive Rebound.,55,92
0:26,-1,Foul on Tre Gomez.,55,92
0:26,161,Malik Miller made Free Throw.,55,93
0:26,161,Malik Miller made Free Throw.,55,94
0:05,-1,Inderpaul Pinghlia Turnover.,55,94
0:00,161,End of Game,55,94
