Long Beach State,204,Oregon State,299
12:19,204,Stephen Thompson Jr. Defensive Rebound.,9,18
12:15,299,Foul on Edon Maxhuni.,9,18
12:07,204,Gligorije Rakocevic missed Layup.,9,18
12:07,299,Jordan Griffin Defensive Rebound.,9,18
11:59,204,Foul on Ronnie Stacy.,9,18
11:59,204,Official TV Timeout,9,18
11:48,299,Jordan Roberts missed Layup.,9,18
11:48,204,Oregon State Defensive Rebound.,9,18
11:24,204,Tres Tinkle missed Three Point Jumper.,9,18
11:24,299,Gabe Levin Defensive Rebound.,9,18
11:11,299,Edon Maxhuni missed Jumper.,9,18
11:11,299,Edon Maxhuni Offensive Rebound.,9,18
11:07,299,Edon Maxhuni missed Jumper.,9,18
11:07,299,Edon Maxhuni Offensive Rebound.,9,18
11:07,204,Foul on Ronnie Stacy.,9,18
11:07,299,Edon Maxhuni made Free Throw.,10,18
11:07,299,Edon Maxhuni made Free Throw.,11,18
10:53,204,Stephen Thompson Jr. Turnover.,11,18
10:51,299,Jordan Roberts Steal.,11,18
10:45,299,Edon Maxhuni missed Layup.,11,18
10:45,204,Kendal Manuel Block.,11,18
10:43,204,Ronnie Stacy Defensive Rebound.,11,18
10:39,204,Tres Tinkle missed Layup.,11,18
10:39,299,Long Beach State Defensive Rebound.,11,18
10:23,299,KJ Byers Turnover.,11,18
10:23,299,Foul on KJ Byers.,11,18
10:08,204,Kendal Manuel missed Three Point Jumper.,11,18
10:08,299,KJ Byers Defensive Rebound.,11,18
9:56,204,Foul on Kendal Manuel.,11,18
9:53,299,Mason Riggins Turnover.,11,18
9:51,204,Kendal Manuel Steal.,11,18
9:25,204,Ethan Thompson missed Three Point Jumper.,11,18
9:25,299,Mason Riggins Defensive Rebound.,11,18
9:08,299,Jordan Roberts Turnover.,11,18
8:50,204,Jaquori McLaughlin Turnover.,11,18
8:48,299,Bryan Alberts Steal.,11,18
8:45,299,Deishuan Booker missed Layup.,11,18
8:45,204,Drew Eubanks Defensive Rebound.,11,18
8:39,204,Jaquori McLaughlin Turnover.,11,18
8:29,299,Mason Riggins made Layup. Assisted by Deishuan Booker.,13,18
8:29,204,Foul on Gligorije Rakocevic.,13,18
8:29,299,Mason Riggins missed Free Throw.,13,18
8:29,299,Bryan Alberts Offensive Rebound.,13,18
8:02,299,Deishuan Booker Turnover.,13,18
7:59,204,Tres Tinkle Steal.,13,18
7:55,204,Stephen Thompson Jr. missed Three Point Jumper.,13,18
7:55,299,Deishuan Booker Defensive Rebound.,13,18
7:46,299,Deishuan Booker missed Jumper.,13,18
7:46,204,Drew Eubanks Defensive Rebound.,13,18
7:27,204,Stephen Thompson Jr. made Jumper.,13,20
7:16,204,Foul on Ethan Thompson.,13,20
7:16,204,Official TV Timeout,13,20
7:07,299,Gabe Levin made Jumper.,15,20
6:50,204,Drew Eubanks made Dunk. Assisted by Ethan Thompson.,15,22
6:50,299,Foul on Barry Ogalue.,15,22
6:50,204,Drew Eubanks made Free Throw.,15,23
6:42,299,Barry Ogalue made Layup.,17,23
6:22,204,Tres Tinkle Turnover.,17,23
6:12,299,Gabe Levin Turnover.,17,23
6:12,299,Foul on Gabe Levin.,17,23
6:03,204,Stephen Thompson Jr. missed Jumper.,17,23
6:03,299,KJ Byers Defensive Rebound.,17,23
5:54,299,Barry Ogalue missed Layup.,17,23
5:54,204,Drew Eubanks Block.,17,23
5:53,204,Jaquori McLaughlin Defensive Rebound.,17,23
5:39,204,Tres Tinkle Turnover.,17,23
5:30,299,Deishuan Booker Turnover.,17,23
5:28,204,Jaquori McLaughlin Steal.,17,23
5:26,204,Stephen Thompson Jr. made Layup. Assisted by Tres Tinkle.,17,25
5:17,204,Foul on Drew Eubanks.,17,25
5:11,204,Foul on Jaquori McLaughlin.,17,25
5:11,299,KJ Byers missed Free Throw.,17,25
5:11,299,Edon Maxhuni Offensive Rebound.,17,25
5:07,299,Edon Maxhuni missed Three Point Jumper.,17,25
5:07,204,Drew Eubanks Defensive Rebound.,17,25
5:05,299,Foul on KJ Byers.,17,25
5:05,204,Drew Eubanks made Free Throw.,17,26
5:05,204,Drew Eubanks made Free Throw.,17,27
4:51,299,Bryan Alberts made Jumper.,19,27
4:43,204,Jaquori McLaughlin Turnover.,19,27
4:30,299,Bryan Alberts missed Jumper.,19,27
4:30,204,Drew Eubanks Defensive Rebound.,19,27
4:11,204,Jaquori McLaughlin missed Three Point Jumper.,19,27
4:11,299,Jordan Griffin Defensive Rebound.,19,27
4:03,299,Bryan Alberts missed Three Point Jumper.,19,27
4:03,299,KJ Byers Offensive Rebound.,19,27
3:58,299,Mason Riggins made Layup. Assisted by KJ Byers.,21,27
3:34,299,Foul on Bryan Alberts.,21,27
3:34,204,Official TV Timeout,21,27
3:34,204,Drew Eubanks made Free Throw.,21,28
3:34,204,Drew Eubanks made Free Throw.,21,29
3:21,299,KJ Byers made Dunk. Assisted by Edon Maxhuni.,23,29
2:58,204,Seth Berger missed Three Point Jumper.,23,29
2:58,299,Barry Ogalue Defensive Rebound.,23,29
2:37,299,Barry Ogalue made Layup. Assisted by Edon Maxhuni.,25,29
2:37,204,Oregon State  Timeout,25,29
2:17,204,Tres Tinkle made Three Point Jumper. Assisted by Ethan Thompson.,25,32
2:02,299,Edon Maxhuni missed Three Point Jumper.,25,32
2:02,204,Stephen Thompson Jr. Defensive Rebound.,25,32
1:53,299,Foul on Mason Riggins.,25,32
1:53,204,Ethan Thompson missed Free Throw.,25,32
1:53,204,Oregon State Deadball Team Rebound.,25,32
1:53,204,Ethan Thompson made Free Throw.,25,33
1:36,299,Jordan Griffin made Three Point Jumper. Assisted by Edon Maxhuni.,28,33
1:28,204,Stephen Thompson Jr. missed Three Point Jumper.,28,33
1:28,204,Stephen Thompson Jr. Offensive Rebound.,28,33
1:22,204,Drew Eubanks made Dunk. Assisted by Stephen Thompson Jr..,28,35
1:08,299,KJ Byers missed Jumper.,28,35
1:08,204,Drew Eubanks Defensive Rebound.,28,35
1:05,204,Stephen Thompson Jr. made Layup. Assisted by Drew Eubanks.,28,37
1:05,299,Long Beach State  Timeout,28,37
0:48,299,Jordan Griffin made Three Point Jumper. Assisted by Quentin Shropshire.,31,37
0:23,204,Kendal Manuel made Three Point Jumper. Assisted by Stephen Thompson Jr..,31,40
0:04,299,Deishuan Booker Turnover.,31,40
0:03,204,Kendal Manuel Steal.,31,40
0:01,204,Stephen Thompson Jr. missed Three Point Jumper.,31,40
0:00,299,Long Beach State Defensive Rebound.,31,40
0:00,204,End of 1st half,31,40
19:43,204,Stephen Thompson Jr. missed Jumper.,31,40
19:43,299,Mason Riggins Defensive Rebound.,31,40
19:30,299,Deishuan Booker Turnover.,31,40
19:30,299,Foul on Deishuan Booker.,31,40
19:06,204,Ethan Thompson missed Jumper.,31,40
19:06,204,Drew Eubanks Offensive Rebound.,31,40
19:00,204,Drew Eubanks made Jumper.,31,42
18:44,299,Edon Maxhuni made Jumper.,33,42
18:44,204,Foul on Jaquori McLaughlin.,33,42
18:44,299,Edon Maxhuni made Free Throw.,34,42
18:37,204,Stephen Thompson Jr. missed Three Point Jumper.,34,42
18:37,299,Bryan Alberts Defensive Rebound.,34,42
18:23,299,Mason Riggins Turnover.,34,42
18:23,299,Foul on Mason Riggins.,34,42
18:15,204,Tres Tinkle missed Three Point Jumper.,34,42
18:15,204,Ethan Thompson Offensive Rebound.,34,42
18:10,204,Ethan Thompson missed Jumper.,34,42
18:10,299,Barry Ogalue Defensive Rebound.,34,42
18:03,299,Edon Maxhuni made Three Point Jumper. Assisted by Barry Ogalue.,37,42
17:48,299,Foul on Mason Riggins.,37,42
17:48,204,Jaquori McLaughlin made Free Throw.,37,43
17:48,204,Jaquori McLaughlin made Free Throw.,37,44
17:34,299,Edon Maxhuni missed Layup.,37,44
17:34,204,Tres Tinkle Defensive Rebound.,37,44
17:29,204,Tres Tinkle Turnover.,37,44
17:27,299,Barry Ogalue Steal.,37,44
17:21,299,Bryan Alberts missed Three Point Jumper.,37,44
17:21,299,Gabe Levin Offensive Rebound.,37,44
17:16,299,Gabe Levin made Layup.,39,44
17:07,299,Foul on Gabe Levin.,39,44
17:07,204,Stephen Thompson Jr. missed Free Throw.,39,44
17:07,204,Oregon State Deadball Team Rebound.,39,44
17:07,204,Stephen Thompson Jr. missed Free Throw.,39,44
17:07,299,Barry Ogalue Defensive Rebound.,39,44
16:59,299,Bryan Alberts made Three Point Jumper. Assisted by Gabe Levin.,42,44
16:42,204,Stephen Thompson Jr. made Layup. Assisted by Ethan Thompson.,42,46
16:29,299,Edon Maxhuni made Three Point Jumper. Assisted by Barry Ogalue.,45,46
16:09,204,Drew Eubanks missed Jumper.,45,46
16:09,299,Edon Maxhuni Defensive Rebound.,45,46
16:01,299,Edon Maxhuni Turnover.,45,46
16:00,204,Jaquori McLaughlin Steal.,45,46
16:00,204,Official TV Timeout,45,46
15:57,299,Foul on Javonntie Jackson.,45,46
15:52,204,Jaquori McLaughlin made Layup.,45,48
15:42,299,Gabe Levin missed Three Point Jumper.,45,48
15:42,204,Tres Tinkle Defensive Rebound.,45,48
15:23,204,Tres Tinkle made Jumper. Assisted by Jaquori McLaughlin.,45,50
15:01,299,Bryan Alberts made Jumper.,47,50
14:39,204,Stephen Thompson Jr. missed Jumper.,47,50
14:39,299,Javonntie Jackson Defensive Rebound.,47,50
14:31,299,Bryan Alberts missed Three Point Jumper.,47,50
14:31,204,Jaquori McLaughlin Defensive Rebound.,47,50
14:21,204,Tres Tinkle made Three Point Jumper. Assisted by Jaquori McLaughlin.,47,53
14:02,299,Edon Maxhuni missed Layup.,47,53
14:02,204,Tres Tinkle Defensive Rebound.,47,53
13:45,204,Drew Eubanks made Jumper.,47,55
13:39,299,Long Beach State  Timeout,47,55
13:39,204,Official TV Timeout,47,55
13:26,299,Edon Maxhuni missed Jumper.,47,55
13:26,204,Tres Tinkle Defensive Rebound.,47,55
12:55,204,Kendal Manuel Turnover.,47,55
12:45,299,KJ Byers Turnover.,47,55
12:44,204,Ethan Thompson Steal.,47,55
12:42,204,Tres Tinkle Turnover.,47,55
12:42,299,KJ Byers Steal.,47,55
12:42,204,Foul on Ethan Thompson.,47,55
12:19,299,Bryan Alberts missed Jumper.,47,55
12:19,299,Gabe Levin Offensive Rebound.,47,55
12:16,299,Gabe Levin made Layup.,49,55
11:52,204,Tres Tinkle made Jumper. Assisted by Kendal Manuel.,49,57
11:46,299,Bryan Alberts made Jumper.,51,57
11:25,204,Drew Eubanks made Dunk.,51,59
11:02,299,Bryan Alberts missed Jumper.,51,59
11:02,204,Ethan Thompson Defensive Rebound.,51,59
10:56,204,Kendal Manuel made Layup. Assisted by Ethan Thompson.,51,61
10:28,299,Barry Ogalue made Layup.,53,61
10:12,204,Drew Eubanks made Dunk. Assisted by Tres Tinkle.,53,63
10:00,204,Foul on Tres Tinkle.,53,63
10:00,204,Official TV Timeout,53,63
9:56,204,Foul on Ethan Thompson.,53,63
9:56,299,Barry Ogalue made Free Throw.,54,63
9:56,299,Barry Ogalue made Free Throw.,55,63
9:33,204,Stephen Thompson Jr. missed Three Point Jumper.,55,63
9:33,299,Deishuan Booker Defensive Rebound.,55,63
9:25,204,Foul on Drew Eubanks.,55,63
9:25,299,Barry Ogalue made Free Throw.,56,63
9:25,299,Barry Ogalue missed Free Throw.,56,63
9:25,204,Drew Eubanks Defensive Rebound.,56,63
9:03,204,Ethan Thompson made Jumper.,56,65
8:49,299,Barry Ogalue made Jumper.,58,65
8:21,299,Foul on LaRond Williams.,58,65
8:10,204,Ronnie Stacy missed Jumper.,58,65
8:10,204,Gligorije Rakocevic Offensive Rebound.,58,65
8:09,204,Gligorije Rakocevic made Two Point Tip Shot.,58,67
8:02,299,Gabe Levin Turnover.,58,67
7:41,204,Gligorije Rakocevic Turnover.,58,67
7:41,204,Foul on Gligorije Rakocevic.,58,67
7:41,204,Official TV Timeout,58,67
7:24,204,Foul on Seth Berger.,58,67
7:24,299,Gabe Levin missed Free Throw.,58,67
7:24,299,Long Beach State Deadball Team Rebound.,58,67
7:24,299,Gabe Levin made Free Throw.,59,67
6:59,204,Ronnie Stacy made Layup.,59,69
6:55,299,Deishuan Booker Turnover.,59,69
6:28,299,Foul on KJ Byers.,59,69
6:28,204,Seth Berger missed Free Throw.,59,69
6:28,204,Oregon State Deadball Team Rebound.,59,69
6:28,204,Seth Berger made Free Throw.,59,70
6:10,299,Bryan Alberts made Jumper.,61,70
5:46,204,Ronnie Stacy Turnover.,61,70
5:23,299,Bryan Alberts made Jumper.,63,70
4:59,204,Ethan Thompson made Jumper. Assisted by Tres Tinkle.,63,72
4:37,204,Foul on Tres Tinkle.,63,72
4:37,299,Edon Maxhuni made Free Throw.,64,72
4:37,299,Edon Maxhuni made Free Throw.,65,72
4:20,204,Ethan Thompson missed Three Point Jumper.,65,72
4:20,299,Gabe Levin Defensive Rebound.,65,72
4:08,299,Edon Maxhuni missed Layup.,65,72
4:08,204,Jaquori McLaughlin Defensive Rebound.,65,72
3:59,204,Tres Tinkle made Three Point Jumper. Assisted by Jaquori McLaughlin.,65,75
3:46,299,Technical Foul on KJ Byers.,65,75
3:46,299,Foul on KJ Byers.,65,75
3:46,204,Technical Foul on Jaquori McLaughlin.,65,75
3:46,204,Foul on Jaquori McLaughlin.,65,75
3:46,204,Official TV Timeout,65,75
3:36,299,Gabe Levin Turnover.,65,75
3:35,204,Jaquori McLaughlin Steal.,65,75
3:30,204,Tres Tinkle Turnover.,65,75
3:30,299,Bryan Alberts Steal.,65,75
3:11,299,Gabe Levin made Layup. Assisted by Barry Ogalue.,67,75
3:11,204,Foul on Tres Tinkle.,67,75
3:11,299,Gabe Levin made Free Throw.,68,75
3:05,204,Stephen Thompson Jr. made Layup.,68,77
3:05,299,Foul on Mason Riggins.,68,77
3:05,204,Stephen Thompson Jr. made Free Throw.,68,78
2:38,299,Edon Maxhuni missed Jumper.,68,78
2:38,299,Gabe Levin Offensive Rebound.,68,78
2:37,299,Gabe Levin missed Two Point Tip Shot.,68,78
2:37,204,Oregon State Defensive Rebound.,68,78
2:36,204,Oregon State  Timeout,68,78
2:14,299,Foul on KJ Byers.,68,78
2:14,204,Tres Tinkle missed Free Throw.,68,78
2:14,204,Oregon State Deadball Team Rebound.,68,78
2:14,204,Tres Tinkle made Free Throw.,68,79
2:00,299,Barry Ogalue missed Layup.,68,79
2:00,204,Drew Eubanks Block.,68,79
2:00,299,Long Beach State Offensive Rebound.,68,79
1:54,299,Bryan Alberts made Three Point Jumper.,71,79
1:53,299,Long Beach State  Timeout,71,79
1:49,299,Foul on Edon Maxhuni.,71,79
1:49,204,Stephen Thompson Jr. made Free Throw.,71,80
1:49,204,Stephen Thompson Jr. made Free Throw.,71,81
1:41,299,Edon Maxhuni made Three Point Jumper. Assisted by Bryan Alberts.,74,81
1:32,204,Ethan Thompson Turnover.,74,81
1:31,299,Gabe Levin Steal.,74,81
1:27,299,Barry Ogalue made Layup. Assisted by Gabe Levin.,76,81
1:26,204,Oregon State  Timeout,76,81
1:12,299,Foul on Deishuan Booker.,76,81
1:12,204,Tres Tinkle missed Free Throw.,76,81
1:12,204,Oregon State Deadball Team Rebound.,76,81
1:12,204,Tres Tinkle missed Free Throw.,76,81
1:12,299,Jordan Griffin Defensive Rebound.,76,81
1:03,299,Bryan Alberts missed Three Point Jumper.,76,81
1:03,299,Barry Ogalue Offensive Rebound.,76,81
1:02,204,Foul on Tres Tinkle.,76,81
1:02,299,Barry Ogalue made Free Throw.,77,81
1:02,299,Barry Ogalue made Free Throw.,78,81
0:38,204,Stephen Thompson Jr. made Layup.,78,83
0:30,299,Deishuan Booker missed Three Point Jumper.,78,83
0:30,204,Drew Eubanks Defensive Rebound.,78,83
0:26,299,Foul on Barry Ogalue.,78,83
0:26,204,Drew Eubanks made Free Throw.,78,84
0:26,204,Drew Eubanks made Free Throw.,78,85
0:19,299,Bryan Alberts made Three Point Jumper. Assisted by Edon Maxhuni.,81,85
0:19,299,Long Beach State  Timeout,81,85
0:19,299,Foul on Edon Maxhuni.,81,85
0:19,204,Jaquori McLaughlin made Free Throw.,81,86
0:19,204,Jaquori McLaughlin made Free Throw.,81,87
0:11,299,Edon Maxhuni missed Layup.,81,87
0:11,204,Kendal Manuel Defensive Rebound.,81,87
0:08,299,Foul on Bryan Alberts.,81,87
0:08,204,Stephen Thompson Jr. made Free Throw.,81,88
0:08,204,Stephen Thompson Jr. made Free Throw.,81,89
0:02,299,Gabe Levin missed Jumper.,81,89
0:01,204,Drew Eubanks Defensive Rebound.,81,89
0:00,204,End of Game,81,89
