Portland St,27,UC Riverside,2502
10:03,2502,Bryce Canda Steal.,16,12
9:56,2502,Bryce Canda missed Three Point Jumper.,16,12
9:56,27,Chance Murray Defensive Rebound.,16,12
9:40,2502,Foul on Deontae North.,16,12
9:40,27,Chance Murray made Free Throw.,16,13
9:40,27,Chance Murray missed Free Throw.,16,13
9:40,2502,Bryce Canda Defensive Rebound.,16,13
9:31,2502,Brandon Hollins made Layup. Assisted by Holland Woods.,18,13
9:19,27,Dikymbe Martin made Layup.,18,15
9:10,2502,Portland State  Timeout,18,15
8:55,2502,Michael Mayhew missed Three Point Jumper.,18,15
8:52,2502,Portland State Offensive Rebound.,18,15
8:52,27,Foul on Idy Diallo.,18,15
8:52,2502,Brandon Hollins made Free Throw.,19,15
8:52,2502,Brandon Hollins missed Free Throw.,19,15
8:52,27,Idy Diallo Defensive Rebound.,19,15
8:38,27,Idy Diallo made Jumper. Assisted by Chance Murray.,19,17
8:06,2502,Deante Strickland Turnover.,19,17
7:59,27,Alex Larsson made Layup.,19,19
7:45,2502,Holland Woods missed Jumper.,19,19
7:45,2502,Portland State Offensive Rebound.,19,19
7:43,27,Foul on Alex Larsson.,19,19
7:43,2502,Jamie Orme made Free Throw.,20,19
7:43,2502,Jamie Orme missed Free Throw.,20,19
7:43,27,Menno Dijkstra Defensive Rebound.,20,19
7:35,27,Ajani Kennedy made Dunk.,20,21
7:35,2502,Foul on Deante Strickland.,20,21
7:35,27,Ajani Kennedy made Free Throw.,20,22
7:23,2502,Foul on Brandon Hollins.,20,22
7:23,2502,Brandon Hollins Turnover.,20,22
7:23,27,Dominick Pickett made Free Throw.,20,23
7:23,27,Dominick Pickett made Free Throw.,20,24
7:11,2502,Deontae North made Jumper.,22,24
7:02,27,DJ Sylvester Turnover.,22,24
7:01,2502,Brandon Hollins Steal.,22,24
6:59,2502,Deontae North made Layup.,24,24
6:57,27,UC Riverside  Timeout,24,24
6:50,27,Dominick Pickett Turnover.,24,24
6:48,2502,Michael Mayhew Steal.,24,24
6:47,2502,Michael Mayhew missed Three Point Jumper.,24,24
6:47,2502,Brandon Hollins Offensive Rebound.,24,24
6:44,2502,Brandon Hollins missed Layup.,24,24
6:44,2502,Holland Woods Offensive Rebound.,24,24
6:40,2502,Foul on Brandon Hollins.,24,24
6:40,27,Ajani Kennedy missed Free Throw.,24,24
6:40,27,UC Riverside Deadball Team Rebound.,24,24
6:40,27,Ajani Kennedy made Free Throw.,24,25
6:29,2502,Deontae North missed Layup.,24,25
6:29,2502,Jamie Orme Offensive Rebound.,24,25
6:26,2502,Jamie Orme made Layup.,26,25
6:21,27,DJ Sylvester Turnover.,26,25
6:20,2502,Michael Mayhew Steal.,26,25
6:19,2502,Michael Mayhew made Layup.,28,25
6:02,27,Dikymbe Martin Turnover.,28,25
6:01,2502,Bryce Canda Steal.,28,25
5:59,2502,Holland Woods Turnover.,28,25
5:38,27,Dikymbe Martin missed Jumper.,28,25
5:38,2502,Bryce Canda Defensive Rebound.,28,25
5:33,2502,Bryce Canda Turnover.,28,25
5:32,27,James Jackson Steal.,28,25
5:24,27,DJ Sylvester made Dunk.,28,27
5:00,2502,Bryce Canda made Three Point Jumper. Assisted by Holland Woods.,31,27
4:50,27,DJ Sylvester missed Jumper.,31,27
4:50,2502,Deontae North Defensive Rebound.,31,27
4:43,2502,Michael Mayhew made Three Point Jumper. Assisted by Deontae North.,34,27
4:17,27,Chance Murray missed Three Point Jumper.,34,27
4:17,2502,Jamie Orme Defensive Rebound.,34,27
4:09,2502,Deontae North made Three Point Jumper.,37,27
4:07,27,Official TV Timeout,37,27
3:49,2502,Foul on Jamie Orme.,37,27
3:49,27,Dikymbe Martin made Free Throw.,37,28
3:49,27,Dikymbe Martin made Free Throw.,37,29
3:37,2502,Michael Mayhew Turnover.,37,29
3:20,27,Chance Murray missed Jumper.,37,29
3:20,2502,Jamie Orme Block.,37,29
3:17,2502,Bryce Canda Defensive Rebound.,37,29
3:14,2502,Deontae North missed Three Point Jumper.,37,29
3:14,2502,Bryce Canda Offensive Rebound.,37,29
3:04,2502,Deontae North Turnover.,37,29
3:03,27,Dikymbe Martin Steal.,37,29
2:51,27,Chance Murray missed Jumper.,37,29
2:51,27,Ajani Kennedy Offensive Rebound.,37,29
2:48,27,Ajani Kennedy made Layup.,37,31
2:19,2502,Holland Woods Turnover.,37,31
2:19,27,Dikymbe Martin Steal.,37,31
2:18,27,Dikymbe Martin Turnover.,37,31
2:03,2502,Bryce Canda missed Three Point Jumper.,37,31
2:03,27,Dikymbe Martin Defensive Rebound.,37,31
1:56,27,Dikymbe Martin Turnover.,37,31
1:55,2502,Bryce Canda Steal.,37,31
1:53,2502,Michael Mayhew made Layup. Assisted by Bryce Canda.,39,31
1:42,27,Dikymbe Martin missed Layup.,39,31
1:42,2502,Bryce Canda Block.,39,31
1:39,2502,Holland Woods Defensive Rebound.,39,31
1:35,2502,Deante Strickland made Three Point Jumper. Assisted by Holland Woods.,42,31
1:28,27,Dominick Pickett Turnover.,42,31
1:24,2502,Deante Strickland made Three Point Jumper. Assisted by Bryce Canda.,45,31
1:12,27,Ajani Kennedy made Layup. Assisted by James Jackson.,45,33
1:05,2502,Bryce Canda Turnover.,45,33
0:58,2502,Foul on Deante Strickland.,45,33
0:58,27,Chance Murray missed Free Throw.,45,33
0:58,27,UC Riverside Deadball Team Rebound.,45,33
0:58,27,Chance Murray made Free Throw.,45,34
0:44,2502,Bryce Canda made Layup.,47,34
0:26,27,Dominick Pickett made Jumper. Assisted by Ajani Kennedy.,47,36
0:01,2502,Deontae North missed Three Point Jumper.,47,36
0:01,27,UC Riverside Defensive Rebound.,47,36
0:00,27,End of 1st half,47,36
19:46,2502,Traylin Farris missed Jumper.,47,36
19:46,2502,Deontae North Offensive Rebound.,47,36
19:43,2502,Deontae North Turnover.,47,36
19:40,27,Dominick Pickett Turnover.,47,36
19:26,2502,Bryce Canda missed Three Point Jumper.,47,36
19:26,27,UC Riverside Defensive Rebound.,47,36
19:21,2502,Foul on Traylin Farris.,47,36
19:13,27,Brandon Rosser made Layup. Assisted by Chance Murray.,47,38
19:03,2502,Ryan Edwards made Jumper.,49,38
18:49,27,Brandon Rosser made Layup. Assisted by Chance Murray.,49,40
18:34,2502,Deontae North missed Layup.,49,40
18:34,27,Brandon Rosser Defensive Rebound.,49,40
18:21,27,Alex Larsson made Jumper.,49,42
18:09,2502,Deontae North missed Jumper.,49,42
18:09,27,Chance Murray Defensive Rebound.,49,42
17:59,27,Dikymbe Martin missed Three Point Jumper.,49,42
17:59,2502,Traylin Farris Defensive Rebound.,49,42
17:49,2502,Deante Strickland Turnover.,49,42
17:48,27,Dikymbe Martin Steal.,49,42
17:43,27,Dikymbe Martin missed Layup.,49,42
17:43,2502,Traylin Farris Block.,49,42
17:41,2502,Deante Strickland Defensive Rebound.,49,42
17:37,2502,Deante Strickland made Three Point Jumper.,52,42
17:17,27,Alex Larsson missed Layup.,52,42
17:17,2502,Traylin Farris Defensive Rebound.,52,42
17:09,2502,Deontae North Turnover.,52,42
17:07,27,Chance Murray Steal.,52,42
17:06,2502,Foul on Bryce Canda.,52,42
16:45,2502,Foul on Ryan Edwards.,52,42
16:45,27,Alex Larsson missed Free Throw.,52,42
16:45,27,UC Riverside Deadball Team Rebound.,52,42
16:45,27,Alex Larsson missed Free Throw.,52,42
16:45,2502,Brandon Hollins Defensive Rebound.,52,42
16:29,2502,Jamie Orme missed Three Point Jumper.,52,42
16:29,2502,Holland Woods Offensive Rebound.,52,42
16:22,2502,Holland Woods missed Layup.,52,42
16:22,2502,Bryce Canda Offensive Rebound.,52,42
16:15,2502,Deontae North made Three Point Jumper. Assisted by Bryce Canda.,55,42
16:01,27,Brandon Rosser missed Dunk.,55,42
16:01,2502,Holland Woods Defensive Rebound.,55,42
15:55,2502,Deontae North missed Three Point Jumper.,55,42
15:55,27,Alec Hickman Defensive Rebound.,55,42
15:50,2502,Foul on Deontae North.,55,42
15:50,27,Official TV Timeout,55,42
15:32,27,Chance Murray made Layup.,55,44
15:20,2502,Foul on Deontae North.,55,44
15:20,2502,Deontae North Turnover.,55,44
15:19,27,Chance Murray Turnover.,55,44
15:17,2502,Bryce Canda Steal.,55,44
15:16,2502,Bryce Canda made Layup.,57,44
15:03,27,Alex Larsson made Jumper. Assisted by Alec Hickman.,57,46
14:54,2502,Michael Mayhew missed Three Point Jumper.,57,46
14:54,2502,Bryce Canda Offensive Rebound.,57,46
14:50,2502,Bryce Canda missed Layup.,57,46
14:50,2502,Brandon Hollins Offensive Rebound.,57,46
14:46,2502,Brandon Hollins made Layup.,59,46
14:43,2502,Foul on Michael Mayhew.,59,46
14:21,27,Dikymbe Martin made Layup.,59,48
14:07,2502,Bryce Canda missed Jumper.,59,48
14:07,27,Idy Diallo Defensive Rebound.,59,48
13:43,27,Alec Hickman missed Three Point Jumper.,59,48
13:43,2502,Brandon Hollins Defensive Rebound.,59,48
13:34,27,Foul on Dikymbe Martin.,59,48
13:23,2502,Bryce Canda missed Layup.,59,48
13:23,27,Idy Diallo Block.,59,48
13:21,27,DJ Sylvester Defensive Rebound.,59,48
13:17,27,Idy Diallo Turnover.,59,48
13:03,2502,Jamie Orme missed Three Point Jumper.,59,48
13:03,27,Ajani Kennedy Defensive Rebound.,59,48
12:52,27,Dikymbe Martin made Layup.,59,50
12:52,2502,Foul on Jamie Orme.,59,50
12:52,27,Dikymbe Martin made Free Throw.,59,51
12:40,27,Foul on DJ Sylvester.,59,51
12:27,2502,Brandon Hollins Turnover.,59,51
12:26,27,Chance Murray Steal.,59,51
12:24,27,Chance Murray missed Dunk.,59,51
12:24,2502,Holland Woods Defensive Rebound.,59,51
12:16,2502,Bryce Canda made Three Point Jumper. Assisted by Michael Mayhew.,62,51
12:12,2502,Portland State  Timeout,62,51
11:43,27,Chance Murray missed Three Point Jumper.,62,51
11:43,27,UC Riverside Offensive Rebound.,62,51
11:39,27,Official TV Timeout,62,51
11:38,27,DJ Sylvester Turnover.,62,51
11:35,2502,Michael Mayhew Steal.,62,51
11:33,2502,Bryce Canda missed Layup.,62,51
11:33,27,Alex Larsson Defensive Rebound.,62,51
11:23,27,Ajani Kennedy made Three Point Jumper. Assisted by DJ Sylvester.,62,54
11:07,2502,Ryan Edwards made Jumper.,64,54
10:55,27,Alex Larsson made Layup. Assisted by Chance Murray.,64,56
10:45,2502,Ryan Edwards made Layup. Assisted by Holland Woods.,66,56
10:23,2502,Foul on Michael Mayhew.,66,56
10:23,27,Chance Murray missed Free Throw.,66,56
10:23,2502,Brandon Hollins Defensive Rebound.,66,56
10:17,2502,Deante Strickland missed Three Point Jumper.,66,56
10:17,2502,Ryan Edwards Offensive Rebound.,66,56
10:13,2502,Ryan Edwards made Layup.,68,56
10:02,2502,Foul on Ryan Edwards.,68,56
10:02,27,Ajani Kennedy made Free Throw.,68,57
10:02,27,Ajani Kennedy made Free Throw.,68,58
9:47,2502,Brandon Hollins made Jumper. Assisted by Bryce Canda.,70,58
9:37,27,Brandon Rosser missed Layup.,70,58
9:37,27,Alex Larsson Offensive Rebound.,70,58
9:34,2502,Foul on Brandon Hollins.,70,58
9:34,27,Alex Larsson made Free Throw.,70,59
9:34,27,Alex Larsson missed Free Throw.,70,59
9:34,2502,Brandon Hollins Defensive Rebound.,70,59
9:22,2502,Deante Strickland Turnover.,70,59
9:06,27,Chance Murray Turnover.,70,59
8:48,2502,Bryce Canda missed Jumper.,70,59
8:48,27,Brandon Rosser Defensive Rebound.,70,59
8:37,27,Brandon Rosser made Layup. Assisted by Ajani Kennedy.,70,61
8:20,2502,Bryce Canda made Layup.,72,61
8:05,27,Dikymbe Martin made Jumper.,72,63
7:52,2502,Deante Strickland missed Three Point Jumper.,72,63
7:52,2502,Bryce Canda Offensive Rebound.,72,63
7:49,2502,Bryce Canda made Layup.,74,63
7:45,2502,Foul on Deante Strickland.,74,63
7:45,27,Official TV Timeout,74,63
7:45,27,Dikymbe Martin made Free Throw.,74,64
7:45,27,Dikymbe Martin made Free Throw.,74,65
7:34,2502,Bryce Canda made Jumper.,76,65
7:14,27,Dikymbe Martin missed Jumper.,76,65
7:14,2502,Bryce Canda Defensive Rebound.,76,65
7:06,2502,Michael Mayhew missed Three Point Jumper.,76,65
7:06,27,Chance Murray Defensive Rebound.,76,65
6:57,27,Brandon Rosser made Layup. Assisted by Dikymbe Martin.,76,67
6:39,2502,Bryce Canda made Three Point Jumper. Assisted by Holland Woods.,79,67
6:21,2502,Foul on Jamie Orme.,79,67
6:21,27,Brandon Rosser made Free Throw.,79,68
6:21,27,Brandon Rosser made Free Throw.,79,69
6:10,27,Foul on Alex Larsson.,79,69
5:44,2502,Holland Woods missed Layup.,79,69
5:44,27,Idy Diallo Block.,79,69
5:42,2502,Portland State Offensive Rebound.,79,69
5:39,2502,Holland Woods Turnover.,79,69
5:39,27,Foul on Chance Murray.,79,69
5:39,27,Chance Murray Turnover.,79,69
5:31,27,Foul on Alec Hickman.,79,69
5:21,2502,Ryan Edwards made Layup. Assisted by Michael Mayhew.,81,69
5:04,27,DJ Sylvester missed Jumper.,81,69
5:04,2502,Ryan Edwards Block.,81,69
5:03,27,Ajani Kennedy Offensive Rebound.,81,69
5:01,27,Ajani Kennedy made Jumper.,81,71
4:38,2502,Ryan Edwards missed Jumper.,81,71
4:38,27,Idy Diallo Defensive Rebound.,81,71
4:24,27,Dikymbe Martin Turnover.,81,71
4:23,2502,Holland Woods Steal.,81,71
3:58,2502,Bryce Canda Turnover.,81,71
3:56,27,Alec Hickman Steal.,81,71
3:49,27,Dikymbe Martin missed Jumper.,81,71
3:49,27,Idy Diallo Offensive Rebound.,81,71
3:40,2502,Foul on Michael Mayhew.,81,71
3:40,27,Official TV Timeout,81,71
3:40,27,Dikymbe Martin made Free Throw.,81,72
3:40,27,Dikymbe Martin made Free Throw.,81,73
3:32,27,Foul on Dikymbe Martin.,81,73
3:32,2502,Deontae North Turnover.,81,73
3:32,27,Dikymbe Martin Steal.,81,73
3:32,27,Dikymbe Martin missed Layup.,81,73
3:32,2502,Holland Woods Defensive Rebound.,81,73
3:28,27,Foul on Dikymbe Martin.,81,73
3:22,2502,Holland Woods made Free Throw.,82,73
3:22,2502,Holland Woods made Free Throw.,83,73
3:11,27,Chance Murray made Layup.,83,75
3:11,2502,Foul on Brandon Hollins.,83,75
3:11,27,Chance Murray made Free Throw.,83,76
3:07,2502,Holland Woods Turnover.,83,76
3:02,27,Dikymbe Martin missed Three Point Jumper.,83,76
3:02,2502,Deontae North Defensive Rebound.,83,76
2:57,27,Foul on Idy Diallo.,83,76
2:57,2502,Ryan Edwards missed Free Throw.,83,76
2:57,27,Idy Diallo Defensive Rebound.,83,76
2:51,27,Dikymbe Martin missed Layup.,83,76
2:51,2502,Bryce Canda Defensive Rebound.,83,76
2:37,2502,Portland State  Timeout,83,76
2:37,27,Foul on Dikymbe Martin.,83,76
2:37,2502,Holland Woods made Free Throw.,84,76
2:37,2502,Holland Woods made Free Throw.,85,76
2:24,27,Ajani Kennedy made Three Point Jumper. Assisted by Chance Murray.,85,79
2:06,27,Foul on Chance Murray.,85,79
2:06,2502,Jamie Orme missed Free Throw.,85,79
2:06,2502,Portland State Deadball Team Rebound.,85,79
2:06,2502,Jamie Orme made Free Throw.,86,79
1:51,27,Ajani Kennedy Turnover.,86,79
1:51,27,UC Riverside  Timeout,86,79
1:39,27,Foul on Chance Murray.,86,79
1:39,2502,Holland Woods made Free Throw.,87,79
1:39,2502,Holland Woods missed Free Throw.,87,79
1:39,2502,Jamie Orme Offensive Rebound.,87,79
1:37,2502,Jamie Orme missed Layup.,87,79
1:37,27,Chance Murray Defensive Rebound.,87,79
1:31,27,Brandon Rosser missed Three Point Jumper.,87,79
1:31,2502,Jamie Orme Defensive Rebound.,87,79
1:14,27,Foul on Ajani Kennedy.,87,79
1:14,2502,Bryce Canda made Free Throw.,88,79
1:14,2502,Bryce Canda missed Free Throw.,88,79
1:14,2502,Jamie Orme Offensive Rebound.,88,79
1:07,27,Foul on Chance Murray.,88,79
1:07,2502,Deontae North missed Free Throw.,88,79
1:07,2502,Portland State Deadball Team Rebound.,88,79
1:07,2502,Deontae North missed Free Throw.,88,79
1:07,2502,Jamie Orme Offensive Rebound.,88,79
1:02,27,Foul on Alec Hickman.,88,79
1:02,2502,Holland Woods made Free Throw.,89,79
1:02,2502,Holland Woods missed Free Throw.,89,79
1:02,27,Chance Murray Defensive Rebound.,89,79
0:59,2502,Foul on Michael Mayhew.,89,79
0:59,27,Chance Murray missed Free Throw.,89,79
0:59,27,UC Riverside Deadball Team Rebound.,89,79
0:59,27,Chance Murray made Free Throw.,89,80
0:57,27,Foul on Ryker Pierce.,89,80
0:57,2502,Holland Woods made Free Throw.,90,80
0:57,2502,Holland Woods missed Free Throw.,90,80
0:57,27,Chance Murray Defensive Rebound.,90,80
0:50,27,Chance Murray missed Jumper.,90,80
0:50,2502,Holland Woods Defensive Rebound.,90,80
0:44,27,Foul on Alec Hickman.,90,80
0:44,2502,Holland Woods made Free Throw.,91,80
0:44,2502,Holland Woods made Free Throw.,92,80
0:40,27,Alec Hickman missed Three Point Jumper.,92,80
0:40,27,UC Riverside Offensive Rebound.,92,80
0:37,2502,Foul on Jamie Orme.,92,80
0:37,27,Ryker Pierce made Free Throw.,92,81
0:37,27,Ryker Pierce made Free Throw.,92,82
0:37,27,UC Riverside  Timeout,92,82
0:30,27,Foul on Ajani Kennedy.,92,82
0:30,2502,Ryan Edwards made Free Throw.,93,82
0:30,2502,Ryan Edwards made Free Throw.,94,82
0:17,27,DJ Sylvester missed Three Point Jumper.,94,82
0:17,2502,Bryce Canda Defensive Rebound.,94,82
