Illinois-Springfield,Error,Southern Illinois,79
2:17,-1,Eddie Longmeyer made Free Throw.,21,28
1:57,79,Sean Lloyd Jr. missed Jumper.,21,28
1:57,-1,Eddie Longmeyer Defensive Rebound.,21,28
1:49,-1,Gilwan Nelson made Three Point Jumper.,24,28
1:31,-1,Foul on Gilwan Nelson.,24,28
1:31,79,Rudy Stradnieks missed Free Throw.,24,28
1:31,-1,Eddie Longmeyer Defensive Rebound.,24,28
1:18,-1,Foul on Gilwan Nelson.,24,28
1:18,-1,Gilwan Nelson Turnover.,24,28
1:08,79,Aaron Cook Turnover.,24,28
1:06,-1,Eddie Longmeyer Steal.,24,28
1:04,-1,Eddie Longmeyer made Layup.,26,28
0:48,79,Sean Lloyd Jr. missed Three Point Jumper.,26,28
0:48,-1,Eddie Longmeyer Defensive Rebound.,26,28
0:19,-1,Vince Walker missed Three Point Jumper.,26,28
0:19,79,Aaron Cook Defensive Rebound.,26,28
0:08,79,Kavion Pippen made Layup. Assisted by Aaron Cook.,26,30
0:00,79,End of 1st half,26,30
19:34,-1,Zach Steinberg missed Three Point Jumper.,26,30
19:34,79,Sean Lloyd Jr. Defensive Rebound.,26,30
19:34,79,Kavion Pippen Block.,26,30
19:17,79,Jonathan Wiley missed Jumper.,26,30
19:08,-1,Vince Walker Defensive Rebound.,26,30
19:03,-1,Vince Walker missed Three Point Jumper.,26,30
19:03,79,Kavion Pippen Defensive Rebound.,26,30
18:47,79,Sean Lloyd Jr. missed Jumper.,26,30
18:47,-1,Gilwan Nelson Defensive Rebound.,26,30
18:42,-1,Gilwan Nelson Turnover.,26,30
18:34,-1,Foul on Gilwan Nelson.,26,30
18:19,79,Aaron Cook made Three Point Jumper. Assisted by Sean Lloyd Jr..,26,33
17:59,79,Foul on Tyler Smithpeters.,26,33
17:59,79,Foul on Kavion Pippen.,26,33
17:49,-1,Eddie Longmeyer made Layup.,28,33
17:36,79,Jonathan Wiley missed Jumper.,28,33
17:36,-1,Illinois-Springfield Defensive Rebound.,28,33
17:14,-1,Eddie Longmeyer missed Jumper.,28,33
17:14,79,Jonathan Wiley Defensive Rebound.,28,33
17:03,79,Kavion Pippen made Jumper.,28,35
16:52,-1,Zach Steinberg made Layup.,30,35
16:52,-1,Zach Steinberg missed Layup.,28,35
16:52,79,Tyler Smithpeters Block.,28,35
16:52,-1,Zach Steinberg Offensive Rebound.,28,35
16:38,-1,Foul on Vince Walker.,30,35
16:32,79,Aaron Cook made Three Point Jumper. Assisted by Kavion Pippen.,30,38
16:26,-1,Logan Gonce made Jumper.,32,38
16:17,79,Eric McGill missed Three Point Jumper.,32,38
16:17,-1,Logan Gonce Defensive Rebound.,32,38
16:01,-1,Logan Gonce made Layup.,34,38
15:40,79,Kavion Pippen made Jumper.,34,40
14:50,-1,Bahari Amaya Turnover.,34,40
14:50,-1,Foul on Bahari Amaya.,34,40
14:40,-1,Foul on Eddie Longmeyer.,34,40
14:34,79,Jonathan Wiley Turnover.,34,40
14:34,79,Foul on Jonathan Wiley.,34,40
14:22,-1,Logan Gonce Turnover.,34,40
14:13,79,Aaron Cook Turnover.,34,40
14:12,-1,Eddie Longmeyer Steal.,34,40
14:08,-1,Eddie Longmeyer made Dunk.,36,40
13:42,79,Jonathan Wiley missed Jumper.,36,40
13:42,-1,Vince Walker Defensive Rebound.,36,40
13:27,-1,Bahari Amaya missed Jumper.,36,40
13:27,79,Rudy Stradnieks Defensive Rebound.,36,40
13:19,79,Jonathan Wiley made Jumper.,36,42
13:19,-1,Foul on Bahari Amaya.,36,42
13:19,79,Jonathan Wiley made Free Throw.,36,43
13:01,-1,Gilwan Nelson missed Jumper.,36,43
13:01,79,Rudy Stradnieks Defensive Rebound.,36,43
12:57,79,Rudy Stradnieks Turnover.,36,43
12:56,-1,Eddie Longmeyer Steal.,36,43
12:42,79,Rudy Stradnieks Turnover.,36,43
12:40,-1,Lijah Donnelly Steal.,36,43
12:38,-1,Lijah Donnelly made Layup.,38,43
12:38,-1,Foul on Kaj Days.,38,43
12:38,79,Rudy Stradnieks made Free Throw.,38,44
12:38,79,Rudy Stradnieks made Free Throw.,38,45
12:19,-1,Eddie Longmeyer missed Jumper.,38,45
12:19,79,Kavion Pippen Defensive Rebound.,38,45
12:05,79,Sean Lloyd Jr. Turnover.,38,45
12:05,79,Foul on Sean Lloyd Jr..,38,45
11:54,-1,Aundrae Williams missed Three Point Jumper.,38,45
11:54,-1,Collin Stallworth Offensive Rebound.,38,45
11:48,79,Official TV Timeout,38,45
11:48,-1,Aundrae Williams made Free Throw.,39,45
11:48,-1,Aundrae Williams made Free Throw.,40,45
11:47,79,Foul on Kavion Pippen.,40,45
11:27,-1,Foul on Aundrae Williams.,40,45
11:27,79,Aaron Cook made Free Throw.,40,46
11:27,79,Aaron Cook missed Free Throw.,40,46
11:27,-1,Collin Stallworth Defensive Rebound.,40,46
10:59,-1,Collin Stallworth missed Three Point Jumper.,40,46
10:59,79,Jonathan Wiley Defensive Rebound.,40,46
10:33,79,Jonathan Wiley missed Layup.,40,46
10:33,-1,Gilwan Nelson Block.,40,46
10:33,-1,Aundrae Williams Defensive Rebound.,40,46
10:26,-1,Lijah Donnelly made Layup. Assisted by Aundrae Williams.,42,46
10:21,79,Eric McGill Turnover.,42,46
10:04,-1,Aundrae Williams missed Layup.,42,46
10:04,79,Eric McGill Block.,42,46
10:04,-1,Gilwan Nelson Offensive Rebound.,42,46
10:01,-1,Gilwan Nelson made Layup.,44,46
9:45,-1,Foul on Aundrae Williams.,44,46
9:45,79,Eric McGill missed Free Throw.,44,46
9:45,-1,Eddie Longmeyer Defensive Rebound.,44,46
9:35,-1,Aundrae Williams Turnover.,44,46
9:34,79,Eric McGill Steal.,44,46
9:25,79,Eric McGill made Layup. Assisted by Aaron Cook.,44,48
9:24,-1,Illinois-Springfield  Timeout,44,48
9:13,79,Foul on Sean Lloyd Jr..,44,48
9:09,-1,Eddie Longmeyer missed Layup.,44,48
9:09,79,Kavion Pippen Defensive Rebound.,44,48
9:09,79,Kavion Pippen Block.,44,48
9:01,79,Aaron Cook missed Layup.,44,48
9:01,79,Sean Lloyd Jr. Offensive Rebound.,44,48
9:01,-1,Foul on Aundrae Williams.,44,48
9:01,79,Jonathan Wiley missed Free Throw.,44,48
9:01,-1,Gilwan Nelson Defensive Rebound.,44,48
8:43,-1,Lijah Donnelly missed Jumper.,44,48
8:43,79,Sean Lloyd Jr. Defensive Rebound.,44,48
8:34,79,Kavion Pippen missed Layup.,44,48
8:34,-1,Eddie Longmeyer Defensive Rebound.,44,48
7:59,79,Foul on Aaron Cook.,44,48
7:59,79,Official TV Timeout,44,48
7:59,-1,Lijah Donnelly made Free Throw.,45,48
7:59,-1,Lijah Donnelly missed Free Throw.,45,48
7:59,79,Jonathan Wiley Defensive Rebound.,45,48
7:45,79,Jonathan Wiley made Jumper. Assisted by Sean Lloyd Jr..,45,50
7:22,79,Foul on Sean Lloyd Jr..,45,50
7:22,-1,Gilwan Nelson made Free Throw.,46,50
7:22,-1,Gilwan Nelson made Free Throw.,47,50
7:03,79,Aaron Cook missed Three Point Jumper.,47,50
7:03,-1,Eddie Longmeyer Defensive Rebound.,47,50
6:47,-1,Eddie Longmeyer Turnover.,47,50
6:42,79,Aaron Cook made Layup.,47,52
6:35,-1,Gilwan Nelson made Layup.,49,52
6:15,79,Kavion Pippen made Layup. Assisted by Sean Lloyd Jr..,49,54
6:08,-1,Eddie Longmeyer missed Layup.,49,54
6:08,-1,Eddie Longmeyer Offensive Rebound.,49,54
6:06,-1,Eddie Longmeyer missed Layup.,49,54
6:06,-1,Zach Steinberg Offensive Rebound.,49,54
6:02,-1,Zach Steinberg Turnover.,49,54
6:01,79,Sean Lloyd Jr. Steal.,49,54
5:53,-1,Foul on Zach Steinberg.,49,54
5:53,79,Eric McGill made Free Throw.,49,55
5:53,79,Eric McGill missed Free Throw.,49,55
5:53,-1,Zach Steinberg Defensive Rebound.,49,55
5:41,-1,Zach Steinberg missed Three Point Jumper.,49,55
5:41,-1,Lijah Donnelly Offensive Rebound.,49,55
5:21,-1,Gilwan Nelson made Layup.,51,55
5:21,79,Foul on Aaron Cook.,51,55
5:21,-1,Gilwan Nelson made Free Throw.,52,55
5:01,79,Eric McGill missed Three Point Jumper.,52,55
5:01,79,Sean Lloyd Jr. Offensive Rebound.,52,55
4:58,79,Jonathan Wiley missed Jumper.,52,55
4:58,79,Rudy Stradnieks Offensive Rebound.,52,55
4:31,-1,Foul on Logan Gonce.,52,55
4:31,79,Eric McGill made Free Throw.,52,56
4:31,79,Eric McGill made Free Throw.,52,57
4:08,-1,Vince Walker made Three Point Jumper. Assisted by Zach Steinberg.,55,57
3:45,79,Sean Lloyd Jr. Turnover.,55,57
3:15,-1,Eddie Longmeyer made Three Point Jumper. Assisted by Logan Gonce.,58,57
2:43,79,Eric McGill made Three Point Jumper.,58,60
2:16,-1,Vince Walker missed Three Point Jumper.,58,60
2:16,79,Eric McGill Defensive Rebound.,58,60
2:09,79,Southern Illinois  Timeout,58,60
1:59,79,Kavion Pippen missed Jumper.,58,60
1:59,79,Jonathan Wiley Offensive Rebound.,58,60
1:56,79,Jonathan Wiley made Layup.,58,62
1:45,-1,Zach Steinberg missed Three Point Jumper.,58,62
1:45,79,Aaron Cook Defensive Rebound.,58,62
1:29,-1,Foul on Lijah Donnelly.,58,62
1:29,79,Tyler Smithpeters made Free Throw.,58,63
1:29,79,Tyler Smithpeters made Free Throw.,58,64
1:19,-1,Eddie Longmeyer missed Jumper.,58,64
1:19,-1,Eddie Longmeyer Offensive Rebound.,58,64
1:16,-1,Eddie Longmeyer missed Layup.,58,64
1:16,79,Aaron Cook Block.,58,64
1:16,79,Tyler Smithpeters Defensive Rebound.,58,64
0:49,79,Eric McGill missed Three Point Jumper.,58,64
0:49,-1,Vince Walker Defensive Rebound.,58,64
0:39,79,Foul on Aaron Cook.,58,64
0:39,-1,Lijah Donnelly made Free Throw.,59,64
0:39,-1,Lijah Donnelly made Free Throw.,60,64
0:39,-1,Illinois-Springfield  Timeout,60,64
0:36,79,Aaron Cook made Dunk. Assisted by Eric McGill.,60,66
0:27,-1,Gilwan Nelson made Layup. Assisted by Lijah Donnelly.,62,66
0:27,-1,Foul on Lijah Donnelly.,62,66
0:27,79,Tyler Smithpeters made Free Throw.,62,67
0:27,79,Tyler Smithpeters missed Free Throw.,62,67
0:27,-1,Eddie Longmeyer Defensive Rebound.,62,67
0:21,-1,Eddie Longmeyer made Layup.,64,67
0:15,-1,Foul on Logan Gonce.,64,67
0:15,79,Aaron Cook made Free Throw.,64,68
0:15,79,Aaron Cook made Free Throw.,64,69
0:09,-1,Logan Gonce missed Layup.,64,69
0:09,79,Brendon Gooch Block.,64,69
0:09,79,Jonathan Wiley Defensive Rebound.,64,69
0:00,79,End of 2nd half,64,69
0:00,79,End of Game,64,69
