Cal Poly,2541,Santa Clara,13
10:14,13,Jakub Niziol made Free Throw.,41,40
10:14,13,Jakub Niziol made Free Throw.,42,40
9:54,2541,Henry Caruso missed Layup.,42,40
9:54,13,Jakub Niziol Block.,42,40
9:53,13,Karlis Garoza Defensive Rebound.,42,40
9:48,13,Jakub Niziol made Three Point Jumper. Assisted by Donovan Fields.,45,40
9:38,2541,Santa Clara  Timeout,45,40
9:23,13,Foul on Mark Crowe.,45,40
9:23,2541,Emmanuel Ndumanya missed Free Throw.,45,40
9:23,2541,Santa Clara Deadball Team Rebound.,45,40
9:23,2541,Emmanuel Ndumanya made Free Throw.,45,41
8:59,13,Donovan Fields made Three Point Jumper.,48,41
8:39,2541,Jarvis Pugh Turnover.,48,41
8:39,2541,Foul on Jarvis Pugh.,48,41
8:23,2541,Foul on Matt Hauser.,48,41
8:23,13,Donovan Fields made Free Throw.,49,41
8:23,13,Donovan Fields made Free Throw.,50,41
8:14,2541,KJ Feagin made Jumper. Assisted by Jarvis Pugh.,50,43
7:59,13,Marcellus Garrick missed Three Point Jumper.,50,43
7:59,2541,Emmanuel Ndumanya Defensive Rebound.,50,43
7:43,2541,KJ Feagin made Layup.,50,45
7:43,13,Foul on Marcellus Garrick.,50,45
7:43,2541,Official TV Timeout,50,45
7:43,2541,KJ Feagin made Free Throw.,50,46
7:15,13,Mark Crowe missed Three Point Jumper.,50,46
7:15,2541,Santa Clara Defensive Rebound.,50,46
6:59,2541,KJ Feagin missed Layup.,50,46
6:59,13,Marcellus Garrick Defensive Rebound.,50,46
6:43,2541,Foul on Josip Vrankic.,50,46
6:43,13,Marcellus Garrick made Free Throw.,51,46
6:43,13,Marcellus Garrick made Free Throw.,52,46
6:26,13,Foul on Hank Hollingsworth.,52,46
6:26,2541,Emmanuel Ndumanya missed Free Throw.,52,46
6:26,2541,Santa Clara Deadball Team Rebound.,52,46
6:26,2541,Emmanuel Ndumanya missed Free Throw.,52,46
6:26,13,Hank Hollingsworth Defensive Rebound.,52,46
6:04,2541,Foul on Jarvis Pugh.,52,46
6:04,13,Marcellus Garrick missed Free Throw.,52,46
6:04,13,Cal Poly Deadball Team Rebound.,52,46
6:04,13,Marcellus Garrick made Free Throw.,53,46
5:44,2541,Emmanuel Ndumanya missed Layup.,53,46
5:44,13,Hank Hollingsworth Block.,53,46
5:42,2541,Henry Caruso Offensive Rebound.,53,46
5:42,13,Foul on Mark Crowe.,53,46
5:42,2541,Henry Caruso made Free Throw.,53,47
5:42,2541,Henry Caruso made Free Throw.,53,48
5:18,13,Donovan Fields made Jumper.,55,48
4:54,2541,KJ Feagin made Three Point Jumper.,55,51
4:33,13,Hank Hollingsworth missed Layup.,55,51
4:33,2541,Kai Healy Defensive Rebound.,55,51
4:22,2541,Emmanuel Ndumanya made Dunk. Assisted by Kai Healy.,55,53
3:52,13,Luke Meikle missed Jumper.,55,53
3:52,2541,Matt Hauser Defensive Rebound.,55,53
3:44,2541,Matt Hauser missed Layup.,55,53
3:44,13,Hank Hollingsworth Defensive Rebound.,55,53
3:18,13,Luke Meikle missed Jumper.,55,53
3:18,2541,Emmanuel Ndumanya Defensive Rebound.,55,53
2:54,2541,Henry Caruso made Layup.,55,55
2:47,13,Cal Poly  Timeout,55,55
2:47,2541,Official TV Timeout,55,55
2:36,13,Donovan Fields made Layup.,57,55
2:09,2541,Henry Caruso made Jumper.,57,57
1:41,13,Donovan Fields missed Jumper.,57,57
1:41,2541,Henry Caruso Defensive Rebound.,57,57
1:18,2541,KJ Feagin missed Three Point Jumper.,57,57
1:18,13,Jakub Niziol Defensive Rebound.,57,57
0:53,2541,Foul on Emmanuel Ndumanya.,57,57
0:53,13,Donovan Fields made Free Throw.,58,57
0:53,13,Donovan Fields made Free Throw.,59,57
0:42,13,Foul on Mark Crowe.,59,57
0:42,2541,Henry Caruso made Free Throw.,59,58
0:42,2541,Henry Caruso made Free Throw.,59,59
0:18,13,Donovan Fields made Jumper.,61,59
0:11,2541,Santa Clara  Timeout,61,59
0:11,2541,Matt Hauser missed Layup.,61,59
0:05,13,Donovan Fields Defensive Rebound.,61,59
0:00,13,Marcellus Garrick made Dunk. Assisted by Donovan Fields.,63,59
0:00,2541,End of Game,63,59
