UT Rio Grande Valley,326,Texas State,292
11:30,326,Nijal Pearson made Three Point Jumper. Assisted by Tyler Blount.,2,11
11:08,292,Javon Levi Turnover.,2,11
10:46,326,Tyler Blount Turnover.,2,11
10:44,292,Nick Dixon Steal.,2,11
10:42,326,Foul on Tre'Larenz Nottingham.,2,11
10:42,292,Xavier McDaniel Jr. made Free Throw.,3,11
10:42,292,Xavier McDaniel Jr. made Free Throw.,4,11
10:34,292,Foul on Javon Levi.,4,11
10:24,326,Tre'Larenz Nottingham missed Three Point Jumper.,4,11
10:24,292,Javon Levi Defensive Rebound.,4,11
10:16,292,Moe McDonald made Layup.,6,11
9:45,326,Tre'Larenz Nottingham Turnover.,6,11
9:44,292,Nick Dixon Steal.,6,11
9:34,292,Nick Dixon missed Three Point Jumper.,6,11
9:34,326,Texas State Defensive Rebound.,6,11
9:10,326,Deris Duncan missed Three Point Jumper.,6,11
9:10,326,Texas State Offensive Rebound.,6,11
9:05,292,Foul on Xavier McDaniel Jr..,6,11
9:05,326,Alex Peacock made Free Throw.,6,12
9:05,326,Alex Peacock made Free Throw.,6,13
8:48,292,Moe McDonald made Layup.,8,13
8:14,326,Marlin Davis missed Jumper.,8,13
8:14,326,Nedeljko Prijovic Offensive Rebound.,8,13
8:10,326,Nijal Pearson missed Three Point Jumper.,8,13
8:10,292,UT Rio Grande Valley Defensive Rebound.,8,13
7:44,292,Moe McDonald missed Three Point Jumper.,8,13
7:44,326,Marlin Davis Defensive Rebound.,8,13
7:35,326,Marlin Davis Turnover.,8,13
7:35,326,Foul on Marlin Davis.,8,13
7:35,326,Official TV Timeout,8,13
7:26,292,Greg Bowie missed Jumper.,8,13
7:26,326,Nijal Pearson Defensive Rebound.,8,13
7:10,292,Foul on Greg Bowie.,8,13
7:10,326,Nijal Pearson missed Free Throw.,8,13
7:10,292,Moe McDonald Defensive Rebound.,8,13
7:06,292,Moe McDonald Turnover.,8,13
7:06,326,Nijal Pearson Steal.,8,13
7:06,292,Foul on Greg Bowie.,8,13
7:06,326,Nedeljko Prijovic made Free Throw.,8,14
7:06,326,Nedeljko Prijovic made Free Throw.,8,15
6:53,292,Mike Hoffman missed Three Point Jumper.,8,15
6:53,326,Marlin Davis Defensive Rebound.,8,15
6:37,326,Nijal Pearson missed Jumper.,8,15
6:37,326,Nijal Pearson Offensive Rebound.,8,15
6:34,326,Nijal Pearson made Two Point Tip Shot.,8,17
6:19,326,Foul on Marlin Davis.,8,17
6:17,292,Nick Dixon missed Jumper.,8,17
6:17,326,Texas State Defensive Rebound.,8,17
6:02,326,Immanuel King made Layup. Assisted by Shelby Adams.,8,19
5:50,326,Foul on Reggie Miller.,8,19
5:46,326,Foul on Nedeljko Prijovic.,8,19
5:46,292,Nick Dixon missed Free Throw.,8,19
5:46,292,UT Rio Grande Valley Deadball Team Rebound.,8,19
5:46,292,Nick Dixon made Free Throw.,9,19
5:16,326,Reggie Miller missed Three Point Jumper.,9,19
5:16,292,Jordan Jackson Defensive Rebound.,9,19
4:56,292,Lesley Varner Jr. made Three Point Jumper. Assisted by Moe McDonald.,12,19
4:37,292,Foul on Dan Kimasa.,12,19
4:37,326,Nijal Pearson missed Free Throw.,12,19
4:37,326,Texas State Deadball Team Rebound.,12,19
4:37,326,Nijal Pearson made Free Throw.,12,20
4:14,292,Mike Hoffman made Three Point Jumper. Assisted by Moe McDonald.,15,20
3:59,326,Alex Peacock missed Layup.,15,20
3:59,292,Mike Hoffman Block.,15,20
3:57,326,Nijal Pearson Offensive Rebound.,15,20
3:54,326,Nijal Pearson made Layup.,15,22
3:39,292,Lesley Varner Jr. missed Jumper.,15,22
3:39,326,Immanuel King Defensive Rebound.,15,22
3:22,326,Nijal Pearson missed Layup.,15,22
3:22,326,Nijal Pearson Offensive Rebound.,15,22
3:20,326,Nijal Pearson made Layup.,15,24
3:20,292,Foul on Dan Kimasa.,15,24
3:20,326,Official TV Timeout,15,24
3:20,326,Nijal Pearson made Free Throw.,15,25
2:54,292,Jordan Jackson missed Three Point Jumper.,15,25
2:54,326,Immanuel King Defensive Rebound.,15,25
2:32,292,Foul on Xavier McDaniel Jr..,15,25
2:32,326,Alex Peacock made Free Throw.,15,26
2:32,326,Alex Peacock made Free Throw.,15,27
2:17,292,Adonis Rwabigwi made Jumper.,17,27
1:55,292,Foul on Adonis Rwabigwi.,17,27
1:55,326,Immanuel King made Free Throw.,17,28
1:55,326,Immanuel King missed Free Throw.,17,28
1:55,326,Nijal Pearson Offensive Rebound.,17,28
1:53,292,Foul on Lesley Varner Jr..,17,28
1:53,326,Nijal Pearson missed Free Throw.,17,28
1:53,326,Texas State Deadball Team Rebound.,17,28
1:53,326,Nijal Pearson made Free Throw.,17,29
1:38,292,Jordan Jackson made Jumper. Assisted by Moe McDonald.,19,29
1:14,326,Nijal Pearson made Layup. Assisted by Reggie Miller.,19,31
1:03,326,Foul on Reggie Miller.,19,31
1:03,292,John Crnogorac missed Free Throw.,19,31
1:03,292,UT Rio Grande Valley Deadball Team Rebound.,19,31
1:03,292,John Crnogorac missed Free Throw.,19,31
1:03,326,Alex Peacock Defensive Rebound.,19,31
0:53,326,Alex Peacock Turnover.,19,31
0:53,292,Nick Dixon Steal.,19,31
0:51,292,Nick Dixon missed Layup.,19,31
0:51,292,Jordan Jackson Offensive Rebound.,19,31
0:47,292,Jordan Jackson made Two Point Tip Shot.,21,31
0:27,326,Tre'Larenz Nottingham made Three Point Jumper. Assisted by Isaiah Gurley.,21,34
0:06,292,Jordan Jackson made Three Point Jumper. Assisted by Moe McDonald.,24,34
0:00,326,End of 1st half,24,34
19:52,326,Marlin Davis Turnover.,24,34
19:42,292,Dan Kimasa missed Jumper.,24,34
19:42,292,Nick Dixon Offensive Rebound.,24,34
19:38,292,Nick Dixon made Jumper.,26,34
19:23,292,Foul on Dan Kimasa.,26,34
19:23,326,Immanuel King missed Free Throw.,26,34
19:23,326,Texas State Deadball Team Rebound.,26,34
19:23,326,Immanuel King made Free Throw.,26,35
19:03,292,Nick Dixon missed Three Point Jumper.,26,35
19:03,326,Nedeljko Prijovic Defensive Rebound.,26,35
18:37,326,Tyler Blount made Three Point Jumper.,26,38
18:23,292,Xavier McDaniel Jr. Turnover.,26,38
18:19,326,Marlin Davis missed Layup.,26,38
18:19,326,Nedeljko Prijovic Offensive Rebound.,26,38
18:16,326,Nedeljko Prijovic made Layup.,26,40
18:16,292,Foul on Dan Kimasa.,26,40
18:16,326,Nedeljko Prijovic made Free Throw.,26,41
18:04,292,Adonis Rwabigwi made Jumper.,28,41
17:49,292,Foul on Mike Hoffman.,28,41
17:49,326,Nijal Pearson missed Free Throw.,28,41
17:49,326,Texas State Deadball Team Rebound.,28,41
17:49,326,Nijal Pearson made Free Throw.,28,42
17:29,326,Foul on Immanuel King.,28,42
17:29,292,Nick Dixon made Free Throw.,29,42
17:29,292,Nick Dixon made Free Throw.,30,42
17:23,326,Nijal Pearson Turnover.,30,42
17:21,292,Nick Dixon Steal.,30,42
17:20,292,Nick Dixon made Layup.,32,42
16:55,326,Immanuel King made Layup.,32,44
16:44,292,Mike Hoffman made Three Point Jumper. Assisted by Javon Levi.,35,44
16:24,292,Foul on Moe McDonald.,35,44
16:23,326,Tyler Blount missed Three Point Jumper.,35,44
16:23,326,Nijal Pearson Offensive Rebound.,35,44
16:12,326,Immanuel King made Dunk. Assisted by Nijal Pearson.,35,46
15:46,326,Foul on Tyler Blount.,35,46
15:46,326,Official TV Timeout,35,46
15:30,292,Greg Bowie missed Jumper.,35,46
15:30,292,Jordan Jackson Offensive Rebound.,35,46
15:27,326,Foul on Nijal Pearson.,35,46
15:27,292,Jordan Jackson missed Free Throw.,35,46
15:27,292,UT Rio Grande Valley Deadball Team Rebound.,35,46
15:27,292,Jordan Jackson missed Free Throw.,35,46
15:27,326,Immanuel King Defensive Rebound.,35,46
15:03,326,Foul on Nijal Pearson.,35,46
15:03,326,Nijal Pearson Turnover.,35,46
14:55,292,Greg Bowie Turnover.,35,46
14:54,326,Marlin Davis Steal.,35,46
14:53,326,Marlin Davis made Layup.,35,48
14:21,292,Adonis Rwabigwi made Layup.,37,48
13:59,326,Marlin Davis made Layup. Assisted by Immanuel King.,37,50
13:38,292,Greg Bowie missed Three Point Jumper.,37,50
13:38,326,Nijal Pearson Defensive Rebound.,37,50
13:30,292,Foul on Adonis Rwabigwi.,37,50
13:30,326,Nedeljko Prijovic missed Free Throw.,37,50
13:30,326,Texas State Deadball Team Rebound.,37,50
13:30,326,Nedeljko Prijovic made Free Throw.,37,51
13:18,292,Mike Hoffman made Layup. Assisted by Xavier McDaniel Jr..,39,51
12:56,326,Eric Terry made Jumper.,39,53
12:42,292,Greg Bowie missed Jumper.,39,53
12:42,326,Nedeljko Prijovic Defensive Rebound.,39,53
12:23,326,Nedeljko Prijovic Turnover.,39,53
12:22,292,Jordan Jackson Steal.,39,53
12:19,292,Foul on Jordan Jackson.,39,53
12:19,292,Jordan Jackson Turnover.,39,53
12:04,326,Deris Duncan Turnover.,39,53
12:03,292,Jordan Jackson Steal.,39,53
12:01,292,Jordan Jackson made Dunk.,41,53
11:50,326,Marlin Davis Turnover.,41,53
11:50,326,Official TV Timeout,41,53
11:30,292,Jordan Jackson missed Jumper.,41,53
11:30,326,Deris Duncan Defensive Rebound.,41,53
11:11,326,Isaiah Gurley missed Jumper.,41,53
11:11,292,Jordan Jackson Defensive Rebound.,41,53
11:03,292,Xavier McDaniel Jr. missed Jumper.,41,53
11:03,326,Alex Peacock Defensive Rebound.,41,53
10:49,292,Foul on Xavier McDaniel Jr..,41,53
10:49,326,Eric Terry made Free Throw.,41,54
10:49,326,Eric Terry made Free Throw.,41,55
10:33,292,Xavier McDaniel Jr. Turnover.,41,55
10:22,326,Eric Terry missed Dunk.,41,55
10:22,292,Lesley Varner Jr. Block.,41,55
10:19,292,Xavier McDaniel Jr. Defensive Rebound.,41,55
10:19,326,Foul on Isaiah Gurley.,41,55
10:19,292,Xavier McDaniel Jr. missed Free Throw.,41,55
10:19,292,UT Rio Grande Valley Deadball Team Rebound.,41,55
10:19,292,Xavier McDaniel Jr. made Free Throw.,42,55
10:13,326,Tre'Larenz Nottingham missed Layup.,42,55
10:13,326,Eric Terry Offensive Rebound.,42,55
10:11,326,Eric Terry missed Jumper.,42,55
10:11,326,Eric Terry Offensive Rebound.,42,55
10:11,326,Eric Terry made Jumper.,42,57
10:11,292,Foul on Lesley Varner Jr..,42,57
10:11,326,Eric Terry missed Free Throw.,42,57
10:11,326,Alex Peacock Offensive Rebound.,42,57
10:07,292,Foul on Javon Levi.,42,57
10:07,326,Alex Peacock made Free Throw.,42,58
10:07,326,Alex Peacock made Free Throw.,42,59
9:55,292,Nick Dixon made Three Point Jumper. Assisted by Moe McDonald.,45,59
9:38,326,Alex Peacock made Layup. Assisted by Tre'Larenz Nottingham.,45,61
9:29,326,Foul on Deris Duncan.,45,61
9:29,292,Nick Dixon made Free Throw.,46,61
9:29,292,Nick Dixon made Free Throw.,47,61
9:21,326,Isaiah Gurley missed Jumper.,47,61
9:21,292,Javon Levi Defensive Rebound.,47,61
9:13,292,Nick Dixon made Jumper.,49,61
8:51,326,Eric Terry made Layup. Assisted by Tre'Larenz Nottingham.,49,63
8:42,292,Nick Dixon missed Jumper.,49,63
8:40,326,Texas State Defensive Rebound.,49,63
8:10,326,Tre'Larenz Nottingham Turnover.,49,63
8:09,292,Xavier McDaniel Jr. Steal.,49,63
7:59,292,Nick Dixon Turnover.,49,63
7:58,326,Tre'Larenz Nottingham Steal.,49,63
7:55,326,Isaiah Gurley missed Layup.,49,63
7:55,292,Xavier McDaniel Jr. Block.,49,63
7:53,326,Nedeljko Prijovic Offensive Rebound.,49,63
7:53,326,Nedeljko Prijovic made Layup.,49,65
7:53,292,Foul on Javon Levi.,49,65
7:53,326,Official TV Timeout,49,65
7:53,326,Nedeljko Prijovic made Free Throw.,49,66
7:38,326,Foul on Isaiah Gurley.,49,66
7:38,292,Adonis Rwabigwi missed Free Throw.,49,66
7:38,326,Nedeljko Prijovic Defensive Rebound.,49,66
7:22,326,Nijal Pearson Turnover.,49,66
7:02,292,Mike Hoffman missed Three Point Jumper.,49,66
7:02,326,Isaiah Gurley Defensive Rebound.,49,66
6:38,326,Isaiah Gurley missed Jumper.,49,66
6:38,292,Lesley Varner Jr. Defensive Rebound.,49,66
6:27,292,Lesley Varner Jr. Turnover.,49,66
6:08,326,Tre'Larenz Nottingham missed Three Point Jumper.,49,66
6:08,292,Lesley Varner Jr. Defensive Rebound.,49,66
5:37,292,Mike Hoffman missed Three Point Jumper.,49,66
5:37,292,Adonis Rwabigwi Offensive Rebound.,49,66
5:34,292,Adonis Rwabigwi Turnover.,49,66
5:09,326,Nijal Pearson missed Three Point Jumper.,49,66
5:09,292,UT Rio Grande Valley Defensive Rebound.,49,66
4:52,292,Adonis Rwabigwi made Layup. Assisted by Greg Bowie.,51,66
4:22,326,Tre'Larenz Nottingham missed Three Point Jumper.,51,66
4:22,292,Lew Stallworth Defensive Rebound.,51,66
4:13,292,Lew Stallworth missed Layup.,51,66
4:13,326,Immanuel King Block.,51,66
4:12,292,UT Rio Grande Valley Offensive Rebound.,51,66
4:09,292,Mike Hoffman made Jumper. Assisted by Greg Bowie.,53,66
3:39,326,Immanuel King made Layup. Assisted by Tre'Larenz Nottingham.,53,68
3:39,292,Foul on Adonis Rwabigwi.,53,68
3:39,326,Immanuel King made Free Throw.,53,69
3:30,292,Adonis Rwabigwi missed Jumper.,53,69
3:30,326,Immanuel King Defensive Rebound.,53,69
3:02,326,Tre'Larenz Nottingham made Layup.,53,71
2:55,292,Nick Dixon made Jumper.,55,71
2:55,326,Foul on Nijal Pearson.,55,71
2:55,292,Nick Dixon missed Free Throw.,55,71
2:55,326,Nedeljko Prijovic Defensive Rebound.,55,71
2:26,326,Nijal Pearson missed Three Point Jumper.,55,71
2:26,292,Xavier McDaniel Jr. Defensive Rebound.,55,71
2:24,326,Foul on Nedeljko Prijovic.,55,71
2:24,292,Xavier McDaniel Jr. made Free Throw.,56,71
2:24,292,Xavier McDaniel Jr. missed Free Throw.,56,71
2:24,326,Immanuel King Defensive Rebound.,56,71
2:06,326,Nijal Pearson made Jumper.,56,73
1:53,292,Adonis Rwabigwi missed Jumper.,56,73
1:53,326,Nijal Pearson Defensive Rebound.,56,73
1:38,326,Immanuel King made Layup. Assisted by Marlin Davis.,56,75
1:26,292,Adonis Rwabigwi missed Jumper.,56,75
1:26,326,Marlin Davis Defensive Rebound.,56,75
1:14,326,Texas State  Timeout,56,75
0:53,326,Reggie Miller Turnover.,56,75
0:52,292,Xavier McDaniel Jr. Steal.,56,75
0:38,292,Xavier McDaniel Jr. missed Jumper.,56,75
0:38,292,Xavier McDaniel Jr. Offensive Rebound.,56,75
0:35,326,Foul on Deris Duncan.,56,75
0:35,292,Xavier McDaniel Jr. made Free Throw.,57,75
0:35,292,Xavier McDaniel Jr. made Free Throw.,58,75
0:05,326,Reggie Miller missed Layup.,58,75
0:05,292,Javon Levi Defensive Rebound.,58,75
0:01,292,Xavier McDaniel Jr. missed Three Point Jumper.,58,75
0:01,326,Texas State Defensive Rebound.,58,75
0:00,326,End of Game,58,75
