Texas Southern,183,Syracuse,2640
16:10,183,Tyus Battle made Free Throw.,7,7
15:56,2640,Derrick Bruce Turnover.,7,7
15:56,183,Geno Thorpe Steal.,7,7
15:55,2640,Foul on Derrick Bruce.,7,7
15:55,183,Official TV Timeout,7,7
15:39,183,Geno Thorpe missed Three Point Jumper.,7,7
15:39,183,Bourama Sidibe Offensive Rebound.,7,7
15:37,2640,Foul on Trayvon Reed.,7,7
15:37,183,Bourama Sidibe made Layup.,7,9
15:37,183,Bourama Sidibe missed Free Throw.,7,9
15:37,2640,Trayvon Reed Defensive Rebound.,7,9
15:19,2640,Trayvon Reed made Dunk. Assisted by Kevin Scott.,9,9
14:52,183,Oshae Brissett missed Layup.,9,9
14:52,2640,Kevin Scott Defensive Rebound.,9,9
14:42,183,Foul on Bourama Sidibe.,9,9
14:42,2640,Donte Clark made Free Throw.,10,9
14:42,2640,Donte Clark made Free Throw.,11,9
14:23,183,Oshae Brissett missed Three Point Jumper.,11,9
14:23,183,Marek Dolezaj Offensive Rebound.,11,9
14:07,183,Bourama Sidibe made Jumper. Assisted by Frank Howard.,11,11
13:44,2640,Kevin Scott missed Jumper.,11,11
13:44,2640,Kevin Scott Offensive Rebound.,11,11
13:40,2640,Donte Clark made Three Point Jumper. Assisted by Kevin Scott.,14,11
13:13,183,Marek Dolezaj missed Layup.,14,11
13:13,2640,Trayvon Reed Defensive Rebound.,14,11
12:44,2640,Kevin Scott missed Jumper.,14,11
12:44,183,Marek Dolezaj Defensive Rebound.,14,11
12:35,2640,Foul on Donte Clark.,14,11
12:35,183,Frank Howard made Free Throw.,14,12
12:35,183,Frank Howard made Free Throw.,14,13
12:17,2640,Robert Lewis missed Three Point Jumper.,14,13
12:17,183,Marek Dolezaj Defensive Rebound.,14,13
12:01,183,Frank Howard made Three Point Jumper. Assisted by Tyus Battle.,14,16
11:49,183,Bourama Sidibe Steal.,14,16
11:48,2640,Kevin Scott Turnover.,14,16
11:36,183,Tyus Battle missed Three Point Jumper.,14,16
11:36,2640,Donte Clark Defensive Rebound.,14,16
11:28,2640,Donte Clark made Jumper.,16,16
11:01,183,Bourama Sidibe made Layup. Assisted by Marek Dolezaj.,16,18
10:32,2640,Kevin Scott made Jumper. Assisted by Donte Clark.,18,18
10:03,183,Frank Howard missed Three Point Jumper.,18,18
10:03,2640,Donte Clark Defensive Rebound.,18,18
9:50,183,Foul on Tyus Battle.,18,18
9:50,183,Official TV Timeout,18,18
9:50,2640,Robert Lewis made Free Throw.,19,18
9:50,2640,Robert Lewis made Free Throw.,20,18
9:23,183,Frank Howard Turnover.,20,18
9:08,2640,Derrick Bruce missed Three Point Jumper.,20,18
9:08,2640,Trayvon Reed Offensive Rebound.,20,18
9:07,183,Foul on Bourama Sidibe.,20,18
9:07,2640,Trayvon Reed missed Free Throw.,20,18
9:07,2640,Texas Southern Deadball Team Rebound.,20,18
9:07,2640,Trayvon Reed missed Free Throw.,20,18
9:07,183,Oshae Brissett Defensive Rebound.,20,18
8:48,183,Marek Dolezaj missed Jumper.,20,18
8:48,183,Marek Dolezaj Offensive Rebound.,20,18
8:45,183,Geno Thorpe made Three Point Jumper. Assisted by Marek Dolezaj.,20,21
8:13,2640,Donte Clark missed Three Point Jumper.,20,21
8:13,183,Frank Howard Defensive Rebound.,20,21
8:00,183,Frank Howard missed Three Point Jumper.,20,21
8:00,183,Oshae Brissett Offensive Rebound.,20,21
7:57,183,Oshae Brissett missed Jumper.,20,21
7:57,2640,Donte Clark Block.,20,21
7:55,2640,Robert Lewis Defensive Rebound.,20,21
7:46,2640,Donte Clark missed Three Point Jumper.,20,21
7:46,183,Oshae Brissett Defensive Rebound.,20,21
7:33,183,Foul on Frank Howard.,20,21
7:33,183,Frank Howard Turnover.,20,21
7:33,183,Official TV Timeout,20,21
7:19,183,Foul on Paschal Chukwu.,20,21
7:17,2640,Donte Clark made Free Throw.,21,21
7:17,2640,Donte Clark made Free Throw.,22,21
7:03,183,Foul on Marek Dolezaj.,22,21
7:03,183,Marek Dolezaj Turnover.,22,21
6:44,2640,Derrick Bruce Turnover.,22,21
6:42,183,Paschal Chukwu Steal.,22,21
6:26,183,Geno Thorpe made Jumper.,22,23
6:04,2640,Kevin Scott missed Jumper.,22,23
6:04,183,Syracuse Defensive Rebound.,22,23
6:04,2640,Foul on Trayvon Reed.,22,23
5:49,2640,Foul on Derrick Bruce.,22,23
5:49,183,Frank Howard missed Free Throw.,22,23
5:49,183,Syracuse Deadball Team Rebound.,22,23
5:49,183,Frank Howard missed Free Throw.,22,23
5:49,2640,Texas Southern Defensive Rebound.,22,23
5:48,183,Foul on Paschal Chukwu.,22,23
5:48,2640,Marquis Salmon missed Free Throw.,22,23
5:48,183,Oshae Brissett Defensive Rebound.,22,23
5:29,2640,Foul on Robert Lewis.,22,23
5:29,183,Marek Dolezaj missed Free Throw.,22,23
5:29,183,Syracuse Deadball Team Rebound.,22,23
5:29,183,Marek Dolezaj made Free Throw.,22,24
5:01,2640,Kevin Scott missed Three Point Jumper.,22,24
5:01,183,Marek Dolezaj Defensive Rebound.,22,24
4:40,183,Marek Dolezaj Turnover.,22,24
4:38,2640,Kevin Scott Steal.,22,24
4:32,2640,Robert Lewis made Jumper.,24,24
4:14,183,Geno Thorpe made Three Point Jumper. Assisted by Marek Dolezaj.,24,27
4:14,2640,Texas Southern  Timeout,24,27
3:52,2640,Cainan McClelland missed Jumper.,24,27
3:52,183,Syracuse Defensive Rebound.,24,27
3:37,183,Geno Thorpe made Three Point Jumper. Assisted by Frank Howard.,24,30
2:54,2640,Kevin Scott missed Three Point Jumper.,24,30
2:53,2640,Texas Southern Offensive Rebound.,24,30
2:45,2640,Kevin Scott made Layup.,26,30
2:24,183,Marek Dolezaj made Layup. Assisted by Bourama Sidibe.,26,32
2:05,183,Foul on Geno Thorpe.,26,32
2:05,2640,Brian Carey missed Free Throw.,26,32
2:05,2640,Texas Southern Deadball Team Rebound.,26,32
2:05,2640,Brian Carey made Free Throw.,27,32
1:48,183,Frank Howard missed Three Point Jumper.,27,32
1:48,183,Syracuse Offensive Rebound.,27,32
1:48,2640,Foul on Marquis Salmon.,27,32
1:48,183,Bourama Sidibe made Free Throw.,27,33
1:48,183,Bourama Sidibe missed Free Throw.,27,33
1:48,2640,Kevin Scott Defensive Rebound.,27,33
1:35,2640,Brian Carey Turnover.,27,33
1:34,183,Frank Howard Steal.,27,33
1:31,183,Geno Thorpe made Layup. Assisted by Frank Howard.,27,35
1:28,2640,Foul on Kevin Scott.,27,35
1:28,183,Geno Thorpe missed Free Throw.,27,35
1:28,2640,Kevin Scott Defensive Rebound.,27,35
1:05,2640,Donte Clark made Three Point Jumper. Assisted by Kevin Scott.,30,35
0:48,183,Marek Dolezaj made Layup. Assisted by Frank Howard.,30,37
0:21,2640,Donte Clark missed Jumper.,30,37
0:21,183,Oshae Brissett Defensive Rebound.,30,37
0:04,2640,Foul on Donte Clark.,30,37
0:04,183,Oshae Brissett missed Free Throw.,30,37
0:04,183,Syracuse Deadball Team Rebound.,30,37
0:04,183,Oshae Brissett made Free Throw.,30,38
0:00,183,End of 1st half,30,38
19:49,183,Tyus Battle made Three Point Jumper. Assisted by Frank Howard.,30,41
19:09,2640,Derrick Bruce missed Three Point Jumper.,30,41
19:09,183,Syracuse Defensive Rebound.,30,41
19:09,2640,Foul on Trayvon Reed.,30,41
18:52,183,Paschal Chukwu made Dunk. Assisted by Frank Howard.,30,43
18:25,2640,Donte Clark missed Jumper.,30,43
18:25,183,Frank Howard Defensive Rebound.,30,43
18:15,183,Tyus Battle missed Three Point Jumper.,30,43
18:15,2640,Robert Lewis Defensive Rebound.,30,43
17:59,2640,Kevin Scott missed Jumper.,30,43
17:59,183,Syracuse Defensive Rebound.,30,43
17:44,183,Oshae Brissett Turnover.,30,43
17:43,2640,Derrick Bruce Steal.,30,43
17:39,2640,Donte Clark missed Layup.,30,43
17:39,183,Oshae Brissett Defensive Rebound.,30,43
17:27,183,Oshae Brissett missed Three Point Jumper.,30,43
17:27,2640,Trayvon Reed Defensive Rebound.,30,43
17:14,2640,Kevin Scott missed Three Point Jumper.,30,43
17:12,2640,Texas Southern Offensive Rebound.,30,43
17:12,2640,Technical Foul on Texas Southern.,30,43
17:12,183,Tyus Battle made Free Throw.,30,44
17:12,2640,Foul on Texas Southern.,30,43
17:12,183,Tyus Battle made Free Throw.,30,45
17:11,183,Frank Howard Steal.,30,45
17:09,2640,Trayvon Reed Turnover.,30,45
17:05,183,Tyus Battle made Layup.,30,47
16:25,2640,Kevin Scott missed Layup.,30,47
16:25,183,Paschal Chukwu Block.,30,47
16:25,183,Syracuse Defensive Rebound.,30,47
16:05,183,Tyus Battle made Jumper. Assisted by Matthew Moyer.,30,49
15:35,183,Tyus Battle Steal.,30,49
15:33,2640,Donte Clark Turnover.,30,49
15:29,2640,Foul on Donte Clark.,30,49
15:29,183,Official TV Timeout,30,49
15:29,183,Marek Dolezaj made Free Throw.,30,50
15:29,183,Marek Dolezaj made Free Throw.,30,51
15:05,2640,Brian Carey missed Jumper.,30,51
15:05,183,Frank Howard Block.,30,51
15:05,2640,Texas Southern Offensive Rebound.,30,51
15:03,183,Tyus Battle Steal.,30,51
15:02,2640,Donte Clark Turnover.,30,51
14:59,183,Frank Howard made Layup. Assisted by Tyus Battle.,30,53
14:33,2640,Robert Lewis made Three Point Jumper. Assisted by Kevin Scott.,33,53
14:13,183,Marek Dolezaj missed Layup.,33,53
14:13,2640,Trayvon Reed Defensive Rebound.,33,53
14:01,2640,Trayvon Reed made Dunk. Assisted by Donte Clark.,35,53
13:43,183,Paschal Chukwu made Layup. Assisted by Frank Howard.,35,55
13:22,2640,Donte Clark made Three Point Jumper.,38,55
13:09,2640,Foul on Donte Clark.,38,55
12:54,183,Frank Howard Turnover.,38,55
12:53,2640,Kevin Scott Steal.,38,55
12:48,2640,Robert Lewis Turnover.,38,55
12:26,183,Tyus Battle made Dunk.,38,57
12:00,2640,Robert Lewis made Three Point Jumper. Assisted by Derrick Bruce.,41,57
11:44,183,Tyus Battle made Three Point Jumper.,41,60
11:30,2640,Kevin Scott missed Jumper.,41,60
11:30,183,Tyus Battle Defensive Rebound.,41,60
11:26,2640,Foul on Derrick Bruce.,41,60
11:26,183,Official TV Timeout,41,60
11:08,2640,Foul on Robert Lewis.,41,60
11:08,183,Frank Howard made Free Throw.,41,61
11:08,183,Frank Howard made Free Throw.,41,62
10:42,183,Foul on Frank Howard.,41,62
10:36,2640,Kevin Scott missed Jumper.,41,62
10:36,183,Marek Dolezaj Defensive Rebound.,41,62
10:16,183,Oshae Brissett missed Three Point Jumper.,41,62
10:16,183,Marek Dolezaj Offensive Rebound.,41,62
10:08,2640,Foul on Robert Lewis.,41,62
10:08,183,Marek Dolezaj made Free Throw.,41,63
10:08,183,Marek Dolezaj missed Free Throw.,41,63
10:08,2640,Kevin Scott Defensive Rebound.,41,63
10:02,183,Foul on Tyus Battle.,41,63
9:59,183,Foul on Bourama Sidibe.,41,63
9:54,2640,Donte Clark missed Three Point Jumper.,41,63
9:54,183,Oshae Brissett Defensive Rebound.,41,63
9:43,183,Oshae Brissett missed Layup.,41,63
9:43,183,Marek Dolezaj Offensive Rebound.,41,63
9:39,183,Geno Thorpe missed Three Point Jumper.,41,63
9:39,183,Oshae Brissett Offensive Rebound.,41,63
9:35,183,Oshae Brissett missed Layup.,41,63
9:35,2640,Donte Clark Defensive Rebound.,41,63
9:29,2640,Kevin Scott made Layup. Assisted by Donte Clark.,43,63
9:25,2640,Technical Foul on Kevin Scott.,43,63
9:25,2640,Foul on Kevin Scott.,43,63
9:25,183,Tyus Battle made Free Throw.,43,64
9:25,183,Tyus Battle made Free Throw.,43,65
9:13,183,Marek Dolezaj missed Layup.,43,65
9:13,2640,Trayvon Reed Defensive Rebound.,43,65
9:05,183,Foul on Marek Dolezaj.,43,65
9:05,2640,Donte Clark made Free Throw.,44,65
9:05,2640,Donte Clark made Free Throw.,45,65
9:05,2640,Donte Clark made Free Throw.,46,65
8:48,183,Bourama Sidibe made Jumper. Assisted by Geno Thorpe.,46,67
8:21,2640,Derrick Bruce made Layup.,48,67
8:07,183,Geno Thorpe missed Three Point Jumper.,48,67
8:07,2640,Trayvon Reed Defensive Rebound.,48,67
7:53,2640,Trayvon Reed made Dunk. Assisted by Donte Clark.,50,67
7:32,183,Tyus Battle missed Three Point Jumper.,50,67
7:32,2640,Texas Southern Defensive Rebound.,50,67
7:30,183,Official TV Timeout,50,67
7:19,183,Foul on Geno Thorpe.,50,67
7:09,183,Foul on Geno Thorpe.,50,67
7:00,2640,Trayvon Reed made Dunk. Assisted by Derrick Bruce.,52,67
6:45,183,Marek Dolezaj Turnover.,52,67
6:44,2640,Trayvon Reed Steal.,52,67
6:38,2640,Kevin Scott made Three Point Jumper. Assisted by Derrick Bruce.,55,67
6:27,183,Syracuse  Timeout,55,67
6:27,183,Official TV Timeout,55,67
6:09,183,Bourama Sidibe made Dunk. Assisted by Marek Dolezaj.,55,69
5:46,2640,Trayvon Reed made Dunk. Assisted by Donte Clark.,57,69
5:31,183,Oshae Brissett missed Three Point Jumper.,57,69
5:31,183,Bourama Sidibe Offensive Rebound.,57,69
5:12,183,Frank Howard made Three Point Jumper. Assisted by Oshae Brissett.,57,72
4:57,2640,Kevin Scott missed Three Point Jumper.,57,72
4:57,183,Frank Howard Defensive Rebound.,57,72
4:52,183,Frank Howard Turnover.,57,72
4:51,2640,Robert Lewis Steal.,57,72
4:46,2640,Kevin Scott missed Layup.,57,72
4:46,183,Marek Dolezaj Block.,57,72
4:46,2640,Texas Southern Offensive Rebound.,57,72
4:44,2640,Donte Clark missed Jumper.,57,72
4:44,183,Marek Dolezaj Block.,57,72
4:41,183,Marek Dolezaj Defensive Rebound.,57,72
4:30,183,Oshae Brissett made Layup. Assisted by Marek Dolezaj.,57,74
4:16,183,Foul on Frank Howard.,57,74
4:16,2640,Derrick Bruce made Free Throw.,58,74
4:16,2640,Derrick Bruce made Free Throw.,59,74
3:55,183,Marek Dolezaj missed Jumper.,59,74
3:55,183,Bourama Sidibe Offensive Rebound.,59,74
3:49,2640,Foul on Kevin Scott.,59,74
3:49,183,Official TV Timeout,59,74
3:49,183,Bourama Sidibe missed Free Throw.,59,74
3:49,183,Syracuse Deadball Team Rebound.,59,74
3:49,183,Bourama Sidibe missed Free Throw.,59,74
3:49,2640,Trayvon Reed Defensive Rebound.,59,74
3:33,2640,Robert Lewis missed Three Point Jumper.,59,74
3:33,183,Syracuse Defensive Rebound.,59,74
3:01,183,Oshae Brissett made Dunk. Assisted by Marek Dolezaj.,59,76
2:49,183,Foul on Bourama Sidibe.,59,76
2:49,2640,Derrick Bruce made Free Throw.,60,76
2:49,2640,Derrick Bruce missed Free Throw.,60,76
2:49,183,Paschal Chukwu Defensive Rebound.,60,76
2:39,183,Geno Thorpe Turnover.,60,76
2:39,183,Syracuse  Timeout,60,76
2:26,183,Foul on Howard Washington.,60,76
2:26,2640,Kevin Scott made Free Throw.,61,76
2:26,2640,Kevin Scott made Free Throw.,62,76
2:02,183,Matthew Moyer missed Three Point Jumper.,62,76
2:02,183,Paschal Chukwu Offensive Rebound.,62,76
1:42,2640,Foul on Donte Clark.,62,76
1:42,183,Marek Dolezaj made Free Throw.,62,77
1:42,183,Marek Dolezaj made Free Throw.,62,78
1:35,2640,Derrick Bruce made Three Point Jumper. Assisted by Kevin Scott.,65,78
1:22,183,Syracuse  Timeout,65,78
1:05,183,Geno Thorpe missed Three Point Jumper.,65,78
1:05,2640,Texas Southern Defensive Rebound.,65,78
0:56,2640,Cainan McClelland missed Three Point Jumper.,65,78
0:56,183,Paschal Chukwu Defensive Rebound.,65,78
0:27,183,Paschal Chukwu made Dunk. Assisted by Marek Dolezaj.,65,80
