Houston Baptist,2057,Belmont,2277
17:13,2057,Foul on Tyler Hadden.,36,58
17:02,2277,Josh Ibarra made Layup. Assisted by David Caraher.,38,58
16:53,2057,Austin Luke Turnover.,38,58
16:35,2277,Josh Ibarra missed Layup.,38,58
16:35,2057,Dylan Windler Defensive Rebound.,38,58
16:18,2057,Caleb Hollander made Three Point Jumper. Assisted by Austin Luke.,38,61
15:59,2277,Ian DuBose made Layup.,40,61
15:59,2057,Foul on Caleb Hollander.,40,61
15:59,2057,Official TV Timeout,40,61
15:59,2277,Ian DuBose missed Free Throw.,40,61
15:59,2057,Caleb Hollander Defensive Rebound.,40,61
15:51,2057,Kevin McClain made Three Point Jumper. Assisted by Seth Adelsperger.,40,64
15:39,2057,Foul on Caleb Hollander.,40,64
15:30,2277,Ian DuBose made Free Throw.,41,64
15:30,2277,Ian DuBose made Free Throw.,42,64
15:21,2057,Caleb Hollander made Three Point Jumper. Assisted by Nick Hopkins.,42,67
15:07,2277,Ian DuBose Turnover.,42,67
15:06,2057,Seth Adelsperger Steal.,42,67
15:02,2057,Kevin McClain made Layup. Assisted by Dylan Windler.,42,69
14:45,2277,Braxton Bonds missed Jumper.,42,69
14:45,2057,Seth Adelsperger Defensive Rebound.,42,69
14:43,2277,Foul on Josh Ibarra.,42,69
14:34,2057,Kevin McClain missed Three Point Jumper.,42,69
14:34,2277,Braxton Bonds Defensive Rebound.,42,69
14:25,2277,David Caraher made Layup. Assisted by Braxton Bonds.,44,69
14:10,2057,Caleb Hollander missed Three Point Jumper.,44,69
14:10,2277,William Gates Jr. Defensive Rebound.,44,69
13:52,2277,William Gates Jr. missed Three Point Jumper.,44,69
13:52,2057,Seth Adelsperger Defensive Rebound.,44,69
13:49,2277,Foul on David Caraher.,44,69
13:46,2057,Amanze Egekeze Turnover.,44,69
13:34,2277,William Gates Jr. Turnover.,44,69
13:34,2057,Nick Hopkins Steal.,44,69
13:34,2057,Seth Adelsperger Turnover.,44,69
13:21,2277,Oliver Lynch-Daniels Turnover.,44,69
13:10,2057,Michael Benkert missed Three Point Jumper.,44,69
13:10,2277,David Caraher Defensive Rebound.,44,69
13:01,2277,David Caraher missed Three Point Jumper.,44,69
13:01,2277,Oliver Lynch-Daniels Offensive Rebound.,44,69
12:56,2277,Ian DuBose made Layup. Assisted by Oliver Lynch-Daniels.,46,69
12:56,2057,Foul on Amanze Egekeze.,46,69
12:56,2277,Ian DuBose made Free Throw.,47,69
12:46,2057,Nick Hopkins missed Three Point Jumper.,47,69
12:46,2277,Oliver Lynch-Daniels Defensive Rebound.,47,69
12:39,2057,Foul on Amanze Egekeze.,47,69
12:38,2277,Oliver Lynch-Daniels missed Three Point Jumper.,47,69
12:38,2277,Oliver Lynch-Daniels Offensive Rebound.,47,69
12:30,2277,Jalon Gates made Three Point Jumper. Assisted by Oliver Lynch-Daniels.,50,69
11:56,2057,Official TV Timeout,50,69
11:55,2057,Nick Hopkins missed Three Point Jumper.,50,69
11:55,2277,Ian DuBose Defensive Rebound.,50,69
11:47,2277,Ian DuBose made Layup.,52,69
11:47,2057,Foul on Tyler Hadden.,52,69
11:47,2277,Ian DuBose missed Free Throw.,52,69
11:47,2057,Belmont Defensive Rebound.,52,69
11:46,2277,Foul on Philip McKenzie.,52,69
11:36,2057,Austin Luke missed Three Point Jumper.,52,69
11:36,2277,Philip McKenzie Defensive Rebound.,52,69
11:27,2277,Edward Hardt made Layup. Assisted by Oliver Lynch-Daniels.,54,69
11:12,2057,Nick Hopkins Turnover.,54,69
11:08,2277,Jalon Gates missed Three Point Jumper.,54,69
11:08,2057,Dylan Windler Defensive Rebound.,54,69
10:58,2057,Nick Hopkins missed Three Point Jumper.,54,69
10:58,2277,Oliver Lynch-Daniels Defensive Rebound.,54,69
10:33,2277,Jalon Gates missed Three Point Jumper.,54,69
10:33,2057,Nick Hopkins Defensive Rebound.,54,69
10:26,2277,Foul on Ian DuBose.,54,69
10:17,2057,Kevin McClain missed Three Point Jumper.,54,69
10:17,2277,Edward Hardt Defensive Rebound.,54,69
10:08,2277,Oliver Lynch-Daniels missed Layup.,54,69
10:08,2277,Philip McKenzie Offensive Rebound.,54,69
10:08,2277,Philip McKenzie made Two Point Tip Shot.,56,69
10:08,2057,Foul on Dylan Windler.,56,69
10:08,2057,Belmont  Timeout,56,69
10:08,2277,Philip McKenzie missed Free Throw.,56,69
10:08,2057,Dylan Windler Defensive Rebound.,56,69
9:59,2057,Burton Sampson Turnover.,56,69
9:59,2277,Jalon Gates Steal.,56,69
9:49,2277,Jalon Gates made Three Point Jumper. Assisted by Braxton Bonds.,59,69
9:36,2057,Dylan Windler Turnover.,59,69
9:35,2277,Braxton Bonds Steal.,59,69
9:31,2057,Foul on Burton Sampson.,59,69
9:31,2277,Jalon Gates made Free Throw.,60,69
9:31,2277,Jalon Gates made Free Throw.,61,69
9:31,2277,Jalon Gates made Free Throw.,62,69
9:19,2057,Amanze Egekeze missed Layup.,62,69
9:19,2277,Braxton Bonds Defensive Rebound.,62,69
9:09,2057,Foul on Dylan Windler.,62,69
9:09,2277,Philip McKenzie missed Free Throw.,62,69
9:09,2277,Houston Baptist Deadball Team Rebound.,62,69
9:09,2277,Philip McKenzie made Free Throw.,63,69
9:01,2057,Dylan Windler Turnover.,63,69
8:58,2277,Braxton Bonds Steal.,63,69
8:55,2277,Braxton Bonds missed Layup.,63,69
8:55,2057,Belmont Defensive Rebound.,63,69
8:47,2057,Dylan Windler made Three Point Jumper. Assisted by Austin Luke.,63,72
8:22,2277,Philip McKenzie Turnover.,63,72
8:17,2057,Burton Sampson missed Layup.,63,72
8:17,2057,Kevin McClain Offensive Rebound.,63,72
8:14,2057,Kevin McClain made Two Point Tip Shot.,63,74
8:02,2277,Jalon Gates made Three Point Jumper. Assisted by Edward Hardt.,66,74
7:55,2057,Official TV Timeout,66,74
7:36,2057,Austin Luke missed Three Point Jumper.,66,74
7:36,2277,Ian DuBose Defensive Rebound.,66,74
7:12,2277,Braxton Bonds made Layup.,68,74
6:52,2057,Austin Luke Turnover.,68,74
6:51,2277,Josh Ibarra Steal.,68,74
6:40,2277,Braxton Bonds missed Jumper.,68,74
6:40,2277,Braxton Bonds Offensive Rebound.,68,74
6:37,2277,Braxton Bonds made Jumper.,70,74
6:23,2057,Kevin McClain missed Three Point Jumper.,70,74
6:23,2277,Houston Baptist Defensive Rebound.,70,74
6:08,2277,Josh Ibarra missed Jumper.,70,74
6:08,2057,Nick Hopkins Defensive Rebound.,70,74
5:50,2057,Dylan Windler missed Three Point Jumper.,70,74
5:50,2057,Amanze Egekeze Offensive Rebound.,70,74
5:44,2277,Foul on Josh Ibarra.,70,74
5:44,2057,Amanze Egekeze made Free Throw.,70,75
5:44,2057,Amanze Egekeze missed Free Throw.,70,75
5:44,2277,Josh Ibarra Defensive Rebound.,70,75
5:25,2277,Josh Ibarra made Layup.,72,75
5:15,2057,Michael Benkert missed Three Point Jumper.,72,75
5:15,2277,Josh Ibarra Defensive Rebound.,72,75
5:07,2277,David Caraher made Three Point Jumper. Assisted by Ian DuBose.,75,75
4:46,2057,Dylan Windler missed Layup.,75,75
4:46,2277,Josh Ibarra Block.,75,75
4:46,2057,Dylan Windler Offensive Rebound.,75,75
4:46,2277,Foul on Ian DuBose.,75,75
4:46,2057,Dylan Windler made Free Throw.,75,76
4:46,2057,Dylan Windler missed Free Throw.,75,76
4:46,2057,Amanze Egekeze Offensive Rebound.,75,76
4:45,2277,Foul on Braxton Bonds.,75,76
4:45,2057,Amanze Egekeze made Free Throw.,75,77
4:45,2057,Amanze Egekeze made Free Throw.,75,78
4:35,2277,Oliver Lynch-Daniels missed Jumper.,75,78
4:35,2277,Oliver Lynch-Daniels Offensive Rebound.,75,78
4:29,2277,Jalon Gates made Three Point Jumper. Assisted by Oliver Lynch-Daniels.,78,78
4:14,2277,Foul on Braxton Bonds.,78,78
4:14,2057,Kevin McClain made Free Throw.,78,79
4:14,2057,Kevin McClain made Free Throw.,78,80
4:09,2277,Jalon Gates missed Three Point Jumper.,78,80
4:09,2057,Dylan Windler Defensive Rebound.,78,80
3:44,2057,Dylan Windler missed Three Point Jumper.,78,80
3:44,2277,Houston Baptist Defensive Rebound.,78,80
3:41,2057,Official TV Timeout,78,80
3:20,2277,Ian DuBose missed Three Point Jumper.,78,80
3:20,2057,Kevin McClain Defensive Rebound.,78,80
2:59,2277,Foul on Oliver Lynch-Daniels.,78,80
2:59,2057,Dylan Windler made Free Throw.,78,81
2:59,2057,Dylan Windler missed Free Throw.,78,81
2:59,2277,Josh Ibarra Defensive Rebound.,78,81
2:34,2277,Josh Ibarra made Layup. Assisted by Braxton Bonds.,80,81
2:16,2057,Michael Benkert made Three Point Jumper. Assisted by Austin Luke.,80,84
2:03,2277,Braxton Bonds made Layup.,82,84
1:37,2057,Kevin McClain made Three Point Jumper. Assisted by Michael Benkert.,82,87
1:17,2277,David Caraher made Three Point Jumper. Assisted by Braxton Bonds.,85,87
1:04,2277,Foul on David Caraher.,85,87
1:04,2057,Kevin McClain missed Free Throw.,85,87
1:04,2057,Belmont Deadball Team Rebound.,85,87
1:04,2057,Kevin McClain made Free Throw.,85,88
0:44,2277,David Caraher missed Three Point Jumper.,85,88
0:44,2057,Kevin McClain Defensive Rebound.,85,88
0:40,2277,Foul on Ian DuBose.,85,88
0:40,2057,Kevin McClain missed Free Throw.,85,88
0:40,2057,Belmont Deadball Team Rebound.,85,88
0:40,2057,Kevin McClain made Free Throw.,85,89
0:40,2057,Belmont  Timeout,85,89
0:25,2277,Josh Ibarra missed Jumper.,85,89
0:25,2277,David Caraher Offensive Rebound.,85,89
0:23,2057,Foul on Michael Benkert.,85,89
0:23,2277,David Caraher missed Free Throw.,85,89
0:23,2277,Houston Baptist Deadball Team Rebound.,85,89
0:23,2277,David Caraher made Free Throw.,86,89
0:23,2277,Houston Baptist  Timeout,86,89
0:17,2277,Foul on Braxton Bonds.,86,89
0:17,2057,Dylan Windler made Free Throw.,86,90
0:17,2057,Dylan Windler made Free Throw.,86,91
0:12,2277,Braxton Bonds missed Layup.,86,91
0:12,2277,Josh Ibarra Offensive Rebound.,86,91
0:10,2057,Foul on Amanze Egekeze.,86,91
0:10,2277,Josh Ibarra made Free Throw.,87,91
0:10,2277,Josh Ibarra made Free Throw.,88,91
0:10,2277,Foul on David Caraher.,88,91
0:10,2057,Dylan Windler made Free Throw.,88,92
0:10,2057,Dylan Windler made Free Throw.,88,93
0:04,2277,Jalon Gates missed Three Point Jumper.,88,93
0:04,2057,Austin Luke Defensive Rebound.,88,93
0:00,2057,End of Game,88,93
