Sam Houston State,70,Idaho,2534
15:34,70,Foul on Nate Sherwood.,34,32
15:34,2534,Foul on Bubba Furlong.,34,32
15:14,70,Nate Sherwood made Jumper.,34,34
15:01,2534,Josh Delaney made Three Point Jumper. Assisted by Jamal Williams.,37,34
14:44,70,Brayon Blake Turnover.,37,34
14:44,70,Foul on Brayon Blake.,37,34
14:23,2534,Josh Delaney missed Three Point Jumper.,37,34
14:23,70,Victor Sanders Defensive Rebound.,37,34
14:02,70,Brayon Blake missed Layup.,37,34
14:02,2534,Christopher Galbreath Jr. Block.,37,34
13:56,70,Brayon Blake Offensive Rebound.,37,34
13:54,70,Brayon Blake made Layup.,37,36
13:38,2534,Christopher Galbreath Jr. made Jumper. Assisted by Abrian Edwards.,39,36
13:17,70,Victor Sanders Turnover.,39,36
13:15,2534,Jamal Williams Steal.,39,36
13:15,70,Foul on Brayon Blake.,39,36
12:59,2534,John Dewey III missed Layup.,39,36
12:59,2534,Sam Houston State Offensive Rebound.,39,36
12:58,70,Foul on Jordan Scott.,39,36
12:45,2534,Christopher Galbreath Jr. made Jumper.,41,36
12:33,70,Perrion Callandret made Layup.,41,38
12:25,2534,Christopher Galbreath Jr. Turnover.,41,38
12:25,2534,Foul on Christopher Galbreath Jr..,41,38
12:14,70,Perrion Callandret Turnover.,41,38
12:14,70,Foul on Perrion Callandret.,41,38
12:14,70,Official TV Timeout,41,38
11:50,70,Foul on Jordan Scott.,41,38
11:50,70,Official TV Timeout,41,38
11:50,2534,Abrian Edwards missed Free Throw.,41,38
11:50,2534,Sam Houston State Deadball Team Rebound.,41,38
11:50,2534,Abrian Edwards made Free Throw.,42,38
11:37,70,Perrion Callandret missed Layup.,42,38
11:37,2534,Cameron Delaney Defensive Rebound.,42,38
11:28,2534,Abrian Edwards made Layup.,44,38
11:13,70,Chad Sherwood made Layup. Assisted by Perrion Callandret.,44,40
10:57,2534,Christopher Galbreath Jr. missed Jumper.,44,40
10:57,2534,Abrian Edwards Offensive Rebound.,44,40
10:51,70,Foul on Chad Sherwood.,44,40
10:51,2534,Abrian Edwards missed Free Throw.,44,40
10:51,70,Nate Sherwood Defensive Rebound.,44,40
10:41,70,Nate Sherwood made Jumper.,44,42
10:13,70,Foul on Victor Sanders.,44,42
10:13,2534,Christopher Galbreath Jr. missed Free Throw.,44,42
10:13,2534,Sam Houston State Deadball Team Rebound.,44,42
10:13,2534,Christopher Galbreath Jr. made Free Throw.,45,42
10:07,70,Victor Sanders made Layup.,45,44
9:36,2534,Cameron Delaney missed Three Point Jumper.,45,44
9:36,70,Brayon Blake Defensive Rebound.,45,44
9:21,70,Nate Sherwood made Jumper.,45,46
8:48,2534,Sam Houston State  Turnover.,45,46
8:48,2534,Sam Houston State  Timeout,45,46
8:31,70,Trevon Allen Turnover.,45,46
8:30,2534,Albert Almanza Steal.,45,46
8:25,2534,John Dewey III missed Layup.,45,46
8:25,70,Trevon Allen Block.,45,46
8:25,2534,Sam Houston State Offensive Rebound.,45,46
8:15,2534,John Dewey III missed Layup.,45,46
8:15,70,Brayon Blake Block.,45,46
8:13,70,Victor Sanders Defensive Rebound.,45,46
8:08,70,Victor Sanders missed Three Point Jumper.,45,46
8:08,2534,Sam Houston State Defensive Rebound.,45,46
7:45,2534,Cameron Delaney Turnover.,45,46
7:32,70,Foul on Brayon Blake.,45,46
7:32,70,Brayon Blake Turnover.,45,46
7:09,2534,Marcus Harris missed Three Point Jumper.,45,46
7:09,70,Trevon Allen Defensive Rebound.,45,46
6:55,2534,Foul on Albert Almanza.,45,46
6:38,2534,Foul on Marcus Harris.,45,46
6:27,70,Trevon Allen Turnover.,45,46
6:26,2534,Cameron Delaney Steal.,45,46
6:22,2534,John Dewey III Turnover.,45,46
6:12,70,Jordan Scott missed Layup.,45,46
6:12,70,Idaho Offensive Rebound.,45,46
6:10,2534,Foul on Jamal Williams.,45,46
6:10,70,Nate Sherwood made Free Throw.,45,47
6:10,70,Nate Sherwood made Free Throw.,45,48
5:59,2534,Christopher Galbreath Jr. made Jumper. Assisted by Josh Delaney.,47,48
5:37,70,Nate Sherwood missed Jumper.,47,48
5:37,2534,Christopher Galbreath Jr. Defensive Rebound.,47,48
5:30,2534,Jamal Williams Turnover.,47,48
5:30,2534,Foul on Jamal Williams.,47,48
5:11,70,Chad Sherwood missed Three Point Jumper.,47,48
5:11,2534,Christopher Galbreath Jr. Defensive Rebound.,47,48
4:48,2534,Christopher Galbreath Jr. missed Three Point Jumper.,47,48
4:48,70,Victor Sanders Defensive Rebound.,47,48
4:39,70,Victor Sanders made Three Point Jumper.,47,51
4:27,70,Official TV Timeout,47,51
4:14,2534,Christopher Galbreath Jr. Turnover.,47,51
4:13,70,Nate Sherwood Steal.,47,51
4:08,70,Victor Sanders made Three Point Jumper. Assisted by Perrion Callandret.,47,54
3:40,2534,Cameron Delaney missed Three Point Jumper.,47,54
3:40,70,Nate Sherwood Defensive Rebound.,47,54
3:12,2534,Foul on Josh Delaney.,47,54
3:12,70,Victor Sanders made Free Throw.,47,55
3:12,70,Victor Sanders made Free Throw.,47,56
3:12,70,Victor Sanders made Free Throw.,47,57
2:56,2534,Jamal Williams missed Layup.,47,57
2:56,70,Victor Sanders Defensive Rebound.,47,57
2:40,70,Perrion Callandret Turnover.,47,57
2:40,70,Foul on Perrion Callandret.,47,57
2:32,2534,Jamal Williams made Jumper. Assisted by John Dewey III.,49,57
2:00,70,Perrion Callandret missed Jumper.,49,57
2:00,2534,John Dewey III Defensive Rebound.,49,57
1:52,70,Foul on Victor Sanders.,49,57
1:52,2534,John Dewey III made Free Throw.,50,57
1:52,2534,John Dewey III made Free Throw.,51,57
1:52,2534,Foul on John Dewey III.,51,57
1:52,70,Perrion Callandret made Free Throw.,51,58
1:52,70,Perrion Callandret made Free Throw.,51,59
1:40,2534,Josh Delaney missed Three Point Jumper.,51,59
1:40,70,Victor Sanders Defensive Rebound.,51,59
1:20,70,Perrion Callandret Turnover.,51,59
1:19,2534,Devin Jackson Steal.,51,59
1:16,2534,John Dewey III missed Three Point Jumper.,51,59
1:16,70,Nate Sherwood Defensive Rebound.,51,59
1:12,2534,Foul on John Dewey III.,51,59
1:12,70,Nate Sherwood made Free Throw.,51,60
1:12,70,Nate Sherwood made Free Throw.,51,61
1:03,2534,Christopher Galbreath Jr. made Three Point Jumper. Assisted by John Dewey III.,54,61
0:51,2534,Foul on Josh Delaney.,54,61
0:51,70,Perrion Callandret missed Free Throw.,54,61
0:51,70,Idaho Deadball Team Rebound.,54,61
0:51,70,Perrion Callandret missed Free Throw.,54,61
0:51,2534,Albert Almanza Defensive Rebound.,54,61
0:46,2534,Josh Delaney missed Three Point Jumper.,54,61
0:41,2534,Sam Houston State Offensive Rebound.,54,61
0:37,2534,Albert Almanza missed Jumper.,54,61
0:37,2534,Albert Almanza Offensive Rebound.,54,61
0:35,2534,Albert Almanza missed Jumper.,54,61
0:35,70,Victor Sanders Defensive Rebound.,54,61
0:35,2534,Foul on Albert Almanza.,54,61
0:35,70,Victor Sanders made Free Throw.,54,62
0:35,70,Victor Sanders made Free Throw.,54,63
0:23,2534,Christopher Galbreath Jr. missed Three Point Jumper.,54,63
0:23,70,Victor Sanders Defensive Rebound.,54,63
0:00,70,End of Game,54,63
