Hannibal-LaGrange,Error,Southeast Missouri State,2546
14:30,-1,Tyler Hill Defensive Rebound.,5,12
14:24,-1,Demetrius Early Turnover.,5,12
14:22,2546,Tahj Eaddy Steal.,5,12
14:12,2546,Tahj Eaddy made Three Point Jumper. Assisted by Daniel Simmons.,5,15
13:52,-1,D'Avonte Garland made Jumper. Assisted by Demetrius Early.,7,15
13:38,2546,Tahj Eaddy missed Jumper.,7,15
13:38,-1,Hannibal-Lagrange Defensive Rebound.,7,15
13:26,-1,Demetrius Early made Three Point Jumper. Assisted by D'Avonte Garland.,10,15
13:03,2546,Milos Vranes missed Three Point Jumper.,10,15
13:03,-1,De'Shawn Terrell Defensive Rebound.,10,15
12:46,-1,Tim Pace Turnover.,10,15
12:37,2546,Dondre Duffus missed Layup.,10,15
12:37,2546,Dondre Duffus Offensive Rebound.,10,15
12:34,2546,Dondre Duffus made Jumper.,10,17
12:17,-1,Tim Pace made Jumper.,12,17
11:57,2546,Denzel Mahoney missed Three Point Jumper.,12,17
11:57,2546,Denzel Mahoney Offensive Rebound.,12,17
11:53,2546,Denzel Mahoney missed Jumper.,12,17
11:53,2546,Milos Vranes Offensive Rebound.,12,17
11:53,-1,Foul on Demetrius Early.,12,17
11:45,2546,SE Missouri St  Timeout,12,17
11:42,2546,Milos Vranes made Free Throw.,12,18
11:42,2546,Milos Vranes made Free Throw.,12,19
11:24,-1,Demetrius Early made Three Point Jumper. Assisted by De'Shawn Terrell.,15,19
11:03,2546,Daniel Simmons missed Three Point Jumper.,15,19
11:03,-1,Tim Pace Defensive Rebound.,15,19
11:01,2546,Foul on Trey Kellum.,15,19
10:49,-1,De'Shawn Terrell Turnover.,15,19
10:17,2546,Jonathan Dalton made Layup.,15,21
9:49,-1,D'Avonte Garland missed Three Point Jumper.,15,21
9:49,-1,Jordan Hickman Offensive Rebound.,15,21
9:46,-1,Jordan Hickman made Jumper.,17,21
9:30,2546,Antonius Cleveland missed Jumper.,17,21
9:30,-1,D'Avonte Garland Defensive Rebound.,17,21
9:09,-1,De'Shawn Terrell Turnover.,17,21
9:09,-1,Foul on De'Shawn Terrell.,17,21
8:44,2546,Jonathan Dalton missed Three Point Jumper.,17,21
8:44,-1,Tim Pace Defensive Rebound.,17,21
8:33,-1,Tim Pace made Layup. Assisted by D'Avonte Garland.,19,21
8:08,2546,Antonius Cleveland made Dunk. Assisted by Jonathan Dalton.,19,23
7:45,2546,Foul on Jonathan Dalton.,19,23
7:45,-1,Hannibal-Lagrange  Timeout,19,23
7:24,-1,De'Shawn Terrell missed Jumper.,19,23
7:24,2546,Trey Kellum Defensive Rebound.,19,23
7:17,2546,Jaylen Benton missed Three Point Jumper.,19,23
7:17,-1,Hannibal-Lagrange Defensive Rebound.,19,23
7:01,-1,Adam Ingle missed Three Point Jumper.,19,23
7:01,2546,Antonius Cleveland Defensive Rebound.,19,23
6:54,2546,Antonius Cleveland Turnover.,19,23
6:24,2546,Foul on Denzel Mahoney.,19,23
6:19,-1,De'Shawn Terrell Turnover.,19,23
6:17,2546,Jamaal Calvin Steal.,19,23
6:15,2546,Antonius Cleveland made Dunk. Assisted by Jamaal Calvin.,19,25
5:54,-1,Trevor Ison missed Three Point Jumper.,19,25
5:54,-1,Adam Ingle Offensive Rebound.,19,25
5:49,-1,De'Shawn Terrell made Three Point Jumper. Assisted by Adam Ingle.,22,25
5:37,2546,Trey Kellum Turnover.,22,25
5:37,2546,Foul on Trey Kellum.,22,25
5:22,-1,Tim Pace made Three Point Jumper.,25,25
5:06,2546,Antonius Cleveland made Layup. Assisted by Tahj Eaddy.,25,27
4:42,-1,Trevor Ison missed Jumper.,25,27
4:42,2546,Jamaal Calvin Defensive Rebound.,25,27
4:37,2546,Tahj Eaddy missed Three Point Jumper.,25,27
4:37,-1,Izack Hively Defensive Rebound.,25,27
4:17,-1,Izack Hively made Three Point Jumper. Assisted by Adam Ingle.,28,27
4:00,2546,Milos Vranes made Jumper. Assisted by Tahj Eaddy.,28,29
3:51,2546,Foul on Jamaal Calvin.,28,29
3:47,-1,Hannibal-Lagrange  Timeout,28,29
3:29,-1,Adam Ingle Turnover.,28,29
3:28,2546,Denzel Mahoney Steal.,28,29
3:11,2546,Tahj Eaddy missed Layup.,28,29
3:11,-1,Demetrius Early Defensive Rebound.,28,29
3:11,2546,Foul on Tahj Eaddy.,28,29
3:11,-1,Demetrius Early missed Free Throw.,28,29
3:11,2546,Milos Vranes Defensive Rebound.,28,29
2:55,2546,Denzel Mahoney made Jumper.,28,31
2:37,-1,Demetrius Early made Three Point Jumper. Assisted by Trevor Ison.,31,31
2:19,2546,Denzel Mahoney made Three Point Jumper. Assisted by Dondre Duffus.,31,34
2:00,-1,Trevor Ison missed Three Point Jumper.,31,34
2:00,2546,Daniel Simmons Defensive Rebound.,31,34
1:54,2546,Jonathan Dalton Turnover.,31,34
1:53,-1,Demetrius Early Steal.,31,34
1:51,-1,Adam Ingle Turnover.,31,34
1:50,2546,Dondre Duffus Steal.,31,34
1:47,2546,Milos Vranes made Layup.,31,36
1:20,-1,Demetrius Early missed Three Point Jumper.,31,36
1:20,-1,Trevor Ison Offensive Rebound.,31,36
1:16,-1,Trevor Ison missed Jumper.,31,36
1:16,-1,Izack Hively Offensive Rebound.,31,36
1:09,-1,Demetrius Early Turnover.,31,36
1:08,2546,Milos Vranes Steal.,31,36
0:46,2546,Daniel Simmons missed Three Point Jumper.,31,36
0:46,-1,Hannibal-Lagrange Defensive Rebound.,31,36
0:42,-1,D'Avonte Garland missed Three Point Jumper.,31,36
0:42,2546,Denzel Mahoney Defensive Rebound.,31,36
0:16,2546,Jonathan Dalton made Jumper.,31,38
0:00,2546,End of 1st half,31,38
19:47,-1,D'Avonte Garland Turnover.,31,38
19:45,2546,Jamaal Calvin Steal.,31,38
19:29,2546,Antonius Cleveland missed Jumper.,31,38
19:29,-1,Tim Pace Defensive Rebound.,31,38
19:18,2546,Foul on Denzel Mahoney.,31,38
19:18,-1,Hannibal-Lagrange  Turnover.,31,38
19:01,2546,Trey Kellum missed Jumper.,31,38
19:01,-1,Greg Nicoll Defensive Rebound.,31,38
18:46,-1,Greg Nicoll Turnover.,31,38
18:24,-1,Foul on D'Avonte Garland.,31,38
18:24,2546,Dondre Duffus made Free Throw.,31,39
18:22,2546,Dondre Duffus made Free Throw.,31,40
18:20,-1,Demetrius Early Turnover.,31,40
18:20,2546,Jamaal Calvin Steal.,31,40
18:19,-1,Foul on D'Avonte Garland.,31,40
18:18,2546,Trey Kellum Turnover.,31,40
17:55,2546,Foul on Jamaal Calvin.,31,40
17:33,-1,D'Avonte Garland made Jumper. Assisted by Demetrius Early.,33,40
17:33,2546,Foul on Denzel Mahoney.,33,40
17:33,-1,D'Avonte Garland missed Free Throw.,33,40
17:33,2546,Antonius Cleveland Defensive Rebound.,33,40
17:27,2546,Denzel Mahoney made Jumper.,33,42
17:06,-1,D'Avonte Garland Turnover.,33,42
17:04,2546,Dondre Duffus Steal.,33,42
16:58,-1,Foul on D'Avonte Garland.,33,42
16:58,2546,Denzel Mahoney made Free Throw.,33,43
16:58,2546,Denzel Mahoney made Free Throw.,33,44
16:41,-1,Demetrius Early Turnover.,33,44
16:40,2546,Jamaal Calvin Steal.,33,44
16:37,2546,Antonius Cleveland made Dunk. Assisted by Dondre Duffus.,33,46
16:24,-1,Tim Pace made Three Point Jumper. Assisted by De'Shawn Terrell.,36,46
16:06,2546,Jamaal Calvin missed Three Point Jumper.,36,46
16:06,-1,Hannibal-Lagrange Defensive Rebound.,36,46
16:03,2546,Foul on Trey Kellum.,36,46
15:43,-1,Tyler Hill missed Jumper.,36,46
15:43,-1,Tim Pace Offensive Rebound.,36,46
15:39,-1,De'Shawn Terrell missed Three Point Jumper.,36,46
15:39,2546,Jamaal Calvin Defensive Rebound.,36,46
15:33,2546,Antonius Cleveland made Jumper. Assisted by Jamaal Calvin.,36,48
15:25,2546,Foul on Dondre Duffus.,36,48
15:25,-1,Hannibal-Lagrange  Timeout,36,48
14:59,-1,Greg Nicoll made Three Point Jumper.,39,48
14:30,2546,Jamaal Calvin missed Layup.,39,48
14:30,-1,Tim Pace Defensive Rebound.,39,48
14:23,-1,Greg Nicoll made Jumper. Assisted by Tim Pace.,41,48
14:06,-1,Foul on Demetrius Early.,41,48
13:51,-1,Foul on Jordan Hickman.,41,48
13:41,2546,Antonius Cleveland missed Three Point Jumper.,41,48
13:41,-1,Demetrius Early Defensive Rebound.,41,48
13:16,-1,De'Shawn Terrell Turnover.,41,48
12:54,-1,Foul on Tim Pace.,41,48
12:54,2546,Daniel Simmons made Free Throw.,41,49
12:54,2546,Daniel Simmons missed Free Throw.,41,49
12:54,-1,Jordan Hickman Defensive Rebound.,41,49
12:41,-1,Tim Pace made Layup.,43,49
12:26,2546,Daniel Simmons made Layup.,43,51
12:11,2546,Foul on Antonius Cleveland.,43,51
12:08,-1,Jordan Hickman Turnover.,43,51
12:08,2546,Denzel Mahoney Steal.,43,51
12:07,2546,Denzel Mahoney Turnover.,43,51
12:07,2546,Foul on Denzel Mahoney.,43,51
11:51,2546,Foul on Milos Vranes.,43,51
11:51,-1,Hannibal-Lagrange  Timeout,43,51
11:51,-1,De'Shawn Terrell missed Free Throw.,43,51
11:51,-1,Hannibal-Lagrange Deadball Team Rebound.,43,51
11:51,-1,De'Shawn Terrell made Free Throw.,44,51
11:28,2546,Milos Vranes missed Three Point Jumper.,44,51
11:28,-1,Jordan Hickman Defensive Rebound.,44,51
11:19,-1,De'Shawn Terrell Turnover.,44,51
11:18,2546,Jonathan Dalton Steal.,44,51
11:16,-1,Foul on Greg Nicoll.,44,51
11:16,2546,Jonathan Dalton missed Free Throw.,44,51
11:16,2546,SE Missouri St Deadball Team Rebound.,44,51
11:16,2546,Jonathan Dalton made Free Throw.,44,52
10:53,2546,Foul on Jonathan Dalton.,44,52
10:50,-1,De'Shawn Terrell made Free Throw.,45,52
10:50,-1,De'Shawn Terrell missed Free Throw.,45,52
10:50,2546,Trey Kellum Defensive Rebound.,45,52
10:26,2546,Trey Kellum missed Layup.,45,52
10:26,2546,Trey Kellum Offensive Rebound.,45,52
10:23,2546,Jonathan Dalton Turnover.,45,52
10:23,-1,Jordan Hickman Steal.,45,52
10:04,-1,Tim Pace missed Three Point Jumper.,45,52
10:04,2546,Milos Vranes Defensive Rebound.,45,52
9:54,2546,Daniel Simmons missed Layup.,45,52
9:54,-1,Tim Pace Block.,45,52
9:54,2546,SE Missouri St Offensive Rebound.,45,52
9:43,2546,Jaylen Benton Turnover.,45,52
9:28,-1,Jordan Hickman Turnover.,45,52
9:28,2546,Milos Vranes Steal.,45,52
9:28,-1,Foul on Jordan Hickman.,45,52
9:26,2546,Milos Vranes made Free Throw.,45,53
9:26,2546,Milos Vranes made Free Throw.,45,54
9:05,-1,Tim Pace made Layup. Assisted by De'Shawn Terrell.,47,54
8:47,2546,Milos Vranes made Three Point Jumper. Assisted by Jamaal Calvin.,47,57
8:24,-1,Izack Hively missed Layup.,47,57
8:24,2546,Dondre Duffus Block.,47,57
8:24,2546,Jamaal Calvin Defensive Rebound.,47,57
8:17,2546,Trey Kellum missed Layup.,47,57
8:17,2546,Milos Vranes Offensive Rebound.,47,57
8:02,2546,Dondre Duffus made Jumper.,47,59
7:48,-1,Jordan Hickman Turnover.,47,59
7:48,2546,Jamaal Calvin Steal.,47,59
7:47,2546,Antonius Cleveland made Layup. Assisted by Milos Vranes.,47,61
7:43,-1,Foul on Izack Hively.,47,61
7:42,2546,SE Missouri St  Timeout,47,61
7:42,2546,Antonius Cleveland made Free Throw.,47,62
7:32,-1,Demetrius Early Turnover.,47,62
7:32,2546,Antonius Cleveland Steal.,47,62
7:32,-1,Foul on Tim Pace.,47,62
7:32,2546,Antonius Cleveland made Free Throw.,47,63
7:32,2546,Antonius Cleveland missed Free Throw.,47,63
7:32,-1,Tim Pace Defensive Rebound.,47,63
7:16,-1,Tim Pace Turnover.,47,63
7:15,2546,Jamaal Calvin Steal.,47,63
7:09,2546,Trey Kellum made Jumper. Assisted by Dondre Duffus.,47,65
6:55,-1,Tim Pace missed Three Point Jumper.,47,65
6:55,2546,Milos Vranes Defensive Rebound.,47,65
6:47,2546,Antonius Cleveland made Layup. Assisted by Jamaal Calvin.,47,67
6:45,-1,Hannibal-Lagrange  Timeout,47,67
6:30,-1,Izack Hively Turnover.,47,67
6:28,2546,Dondre Duffus Steal.,47,67
6:27,2546,Dondre Duffus made Layup.,47,69
6:05,-1,Demetrius Early Turnover.,47,69
6:04,2546,Dondre Duffus Steal.,47,69
5:55,2546,Dondre Duffus made Layup. Assisted by Jamaal Calvin.,47,71
5:35,-1,Adam Ingle Turnover.,47,71
5:33,2546,Antonius Cleveland Steal.,47,71
5:29,2546,Dondre Duffus made Dunk. Assisted by Antonius Cleveland.,47,73
5:18,-1,Trevor Ison missed Jumper.,47,73
5:18,2546,Dondre Duffus Defensive Rebound.,47,73
5:03,2546,Jamaal Calvin missed Three Point Jumper.,47,73
5:03,2546,Trey Kellum Offensive Rebound.,47,73
4:59,2546,Trey Kellum made Jumper.,47,75
4:41,2546,Foul on Jamaal Calvin.,47,75
4:41,-1,Demetrius Early missed Free Throw.,47,75
4:41,-1,Hannibal-Lagrange Deadball Team Rebound.,47,75
4:39,-1,Demetrius Early made Free Throw.,48,75
4:39,2546,Daniel Simmons missed Three Point Jumper.,48,75
4:39,2546,Trey Kellum Offensive Rebound.,48,75
4:39,2546,Tahj Eaddy made Three Point Jumper. Assisted by Jaylen Benton.,48,78
3:59,-1,Izack Hively missed Jumper.,48,78
3:59,2546,Trey Kellum Block.,48,78
3:57,2546,Jaylen Benton Defensive Rebound.,48,78
3:54,2546,Tahj Eaddy missed Three Point Jumper.,48,78
3:54,2546,SE Missouri St Offensive Rebound.,48,78
3:48,2546,SE Missouri St  Timeout,48,78
3:34,2546,Eli Sample missed Jumper.,48,78
3:34,-1,Trevor Ison Defensive Rebound.,48,78
3:13,-1,Trevor Ison missed Jumper.,48,78
3:13,2546,Denzel Mahoney Defensive Rebound.,48,78
3:01,2546,Daniel Simmons made Layup.,48,80
2:44,-1,Trevor Ison made Jumper.,50,80
2:29,2546,Denzel Mahoney made Layup.,50,82
2:20,-1,Hannibal-Lagrange  Timeout,50,82
2:09,-1,Reed Plunkett missed Three Point Jumper.,50,82
2:09,-1,Trevor Ison Offensive Rebound.,50,82
2:05,-1,Trevor Ison made Jumper.,52,82
1:49,2546,Daniel Simmons missed Jumper.,52,82
1:49,-1,Tyler Hill Defensive Rebound.,52,82
1:35,-1,Trevor Ison missed Three Point Jumper.,52,82
1:35,2546,Daniel Simmons Defensive Rebound.,52,82
1:21,-1,Foul on Clay Thebeau.,52,82
1:21,2546,Jaylen Benton made Free Throw.,52,83
1:21,2546,Jaylen Benton made Free Throw.,52,84
1:12,-1,Clay Thebeau Turnover.,52,84
1:11,2546,Jaylen Benton Steal.,52,84
1:10,2546,Jaylen Benton made Layup.,52,86
0:40,-1,Trevor Ison Turnover.,52,86
0:38,2546,Jaylen Benton Steal.,52,86
0:37,2546,Tahj Eaddy Turnover.,52,86
0:37,-1,Clay Thebeau made Layup. Assisted by Tyler Hill.,54,86
0:00,2546,End of Game,54,86
