Shenandoah,Error,Norfolk State,2450
14:41,2450,Carrington Ward Block.,5,4
14:41,2828,Shenandoah Offensive Rebound.,5,4
14:16,2828,Jordan Hunter missed Three Point Jumper.,5,4
14:16,2828,Malcolm Clark Offensive Rebound.,5,4
14:14,2828,Malcolm Clark made Layup.,7,4
13:48,2450,Carrington Ward made Layup.,7,6
13:27,2828,Malcolm Clark missed Three Point Jumper.,7,6
13:27,2450,Carrington Ward Defensive Rebound.,7,6
13:19,2828,Foul on Kwa McDonald.,7,6
13:19,2450,Kyle Williams missed Free Throw.,7,6
13:19,2450,Norfolk St Deadball Team Rebound.,7,6
13:19,2450,Kyle Williams made Free Throw.,7,7
12:54,2828,Jordan Hunter missed Jumper.,7,7
12:54,2450,Bryan Gellineau Defensive Rebound.,7,7
12:43,2450,Carrington Ward missed Three Point Jumper.,7,7
12:43,2450,Bryan Gellineau Offensive Rebound.,7,7
12:39,2450,Bryan Gellineau missed Jumper.,7,7
12:39,2828,Dalon McHugh Defensive Rebound.,7,7
12:20,2828,Derrick Perry Turnover.,7,7
12:20,2828,Foul on Derrick Perry.,7,7
12:02,2450,Alex Brown missed Three Point Jumper.,7,7
12:02,2828,Shenandoah Defensive Rebound.,7,7
11:43,2828,Derrick Perry missed Jumper.,7,7
11:43,2450,Alex Brown Defensive Rebound.,7,7
11:35,2450,Alex Brown Turnover.,7,7
11:35,2450,Official TV Timeout,7,7
11:27,2828,Kaimonne Douglas made Three Point Jumper. Assisted by Jordan Hunter.,10,7
11:06,2828,Foul on Derrick Perry.,10,7
11:06,2450,Carrington Ward missed Free Throw.,10,7
11:06,2450,Norfolk St Deadball Team Rebound.,10,7
11:06,2450,Carrington Ward made Free Throw.,10,8
10:58,2450,Foul on Bryan Gellineau.,10,8
10:58,2828,Gabriel Gonzalez made Free Throw.,11,8
10:58,2828,Gabriel Gonzalez missed Free Throw.,11,8
10:58,2450,Carrington Ward Defensive Rebound.,11,8
10:41,2450,Zaynah Robinson missed Three Point Jumper.,11,8
10:41,2828,E.J. Baltimore Defensive Rebound.,11,8
10:33,2450,Foul on Jonathan Wade.,11,8
10:33,2828,Kaimonne Douglas made Free Throw.,12,8
10:33,2828,Kaimonne Douglas made Free Throw.,13,8
10:33,2828,Kaimonne Douglas missed Free Throw.,13,8
10:33,2450,Carrington Ward Defensive Rebound.,13,8
10:20,2450,Jonathan Wade made Layup.,13,10
10:09,2828,Dalon McHugh Turnover.,13,10
9:41,2450,Alex Brown made Layup. Assisted by Carrington Ward.,13,12
9:29,2450,Foul on Alex Brown.,13,12
9:29,2828,Kaimonne Douglas made Free Throw.,14,12
9:29,2828,Kaimonne Douglas made Free Throw.,15,12
9:04,2450,Zaynah Robinson made Layup.,15,14
8:33,2828,Jonah Meredith missed Layup.,15,14
8:33,2450,Dan Robinson Block.,15,14
8:32,2450,Zaynah Robinson Defensive Rebound.,15,14
8:26,2450,Zaynah Robinson made Layup.,15,16
8:16,2828,Gabriel Gonzalez missed Dunk.,15,16
8:16,2450,Dan Robinson Block.,15,16
8:15,2450,Carrington Ward Defensive Rebound.,15,16
8:14,2450,Carrington Ward Turnover.,15,16
8:14,2828,Kaimonne Douglas Steal.,15,16
8:14,2450,Foul on Carrington Ward.,15,16
8:14,2828,Kaimonne Douglas made Free Throw.,16,16
8:14,2828,Kaimonne Douglas made Free Throw.,17,16
7:55,2450,Alex Brown missed Three Point Jumper.,17,16
7:55,2450,Dan Robinson Offensive Rebound.,17,16
7:50,2450,Dan Robinson missed Layup.,17,16
7:50,2828,Malcolm Clark Defensive Rebound.,17,16
7:40,2450,Foul on Micah Goss.,17,16
7:40,2450,Official TV Timeout,17,16
7:40,2828,Malcolm Clark made Free Throw.,18,16
7:40,2828,Malcolm Clark missed Free Throw.,18,16
7:40,2450,Alex Brown Defensive Rebound.,18,16
7:11,2450,Zaynah Robinson made Three Point Jumper.,18,19
6:41,2828,Kwa McDonald missed Three Point Jumper.,18,19
6:41,2450,Zaynah Robinson Defensive Rebound.,18,19
6:21,2450,Dan Robinson made Layup. Assisted by Alex Brown.,18,21
6:10,2828,Gabriel Gonzalez missed Layup.,18,21
6:10,2450,Dan Robinson Block.,18,21
6:09,2450,Alex Brown Defensive Rebound.,18,21
6:04,2450,Zaynah Robinson made Layup. Assisted by Alex Brown.,18,23
6:03,2828,Shenandoah  Timeout,18,23
5:41,2828,Malcolm Clark made Three Point Jumper.,21,23
5:19,2450,Zaynah Robinson missed Three Point Jumper.,21,23
5:19,2450,Kyle Williams Offensive Rebound.,21,23
5:14,2450,Jonathan Wade made Three Point Jumper. Assisted by Kyle Williams.,21,26
4:43,2828,Malcolm Clark missed Layup.,21,26
4:43,2450,Kyle Williams Block.,21,26
4:41,2450,Kyle Williams Defensive Rebound.,21,26
4:37,2450,Kyle Williams missed Three Point Jumper.,21,26
4:37,2828,Kaimonne Douglas Defensive Rebound.,21,26
4:09,2828,Malcolm Clark missed Three Point Jumper.,21,26
4:09,2450,Bryan Gellineau Defensive Rebound.,21,26
3:48,2450,Kyle Williams Turnover.,21,26
3:48,2450,Official TV Timeout,21,26
3:48,2828,Technical Foul on Shenandoah.,21,26
3:48,2450,Kyle Williams made Free Throw.,21,27
3:28,2828,E.J. Baltimore Turnover.,21,27
3:27,2450,Zaynah Robinson Steal.,21,27
3:22,2450,Bryan Gellineau Turnover.,21,27
3:22,2450,Foul on Bryan Gellineau.,21,27
2:53,2828,Jonah Meredith missed Layup.,21,27
2:53,2450,Zaynah Robinson Defensive Rebound.,21,27
2:45,2450,Zaynah Robinson made Layup.,21,29
2:26,2828,Gabriel Gonzalez missed Jumper.,21,29
2:26,2450,Jonathan Wade Defensive Rebound.,21,29
2:18,2450,Jonathan Wade made Layup.,21,31
2:18,2828,Foul on Dalon McHugh.,21,31
2:18,2450,Jonathan Wade made Free Throw.,21,32
1:54,2828,Jonah Meredith made Layup.,23,32
1:45,2450,Kyle Williams made Three Point Jumper. Assisted by Jonathan Wade.,23,35
1:39,2828,Gabriel Gonzalez missed Layup.,23,35
1:39,2828,Gabriel Gonzalez Offensive Rebound.,23,35
1:37,2450,Foul on Dan Robinson.,23,35
1:37,2828,Gabriel Gonzalez missed Free Throw.,23,35
1:37,2828,Shenandoah Deadball Team Rebound.,23,35
1:37,2828,Gabriel Gonzalez made Free Throw.,24,35
1:09,2450,Dan Robinson missed Jumper.,24,35
1:09,2828,Jonah Meredith Defensive Rebound.,24,35
0:57,2828,Jonah Meredith Turnover.,24,35
0:55,2450,Kyle Williams Steal.,24,35
0:54,2450,Kyle Williams made Dunk.,24,37
0:39,2828,Jonah Meredith missed Three Point Jumper.,24,37
0:39,2450,Jonathan Wade Defensive Rebound.,24,37
0:30,2450,Jonathan Wade Turnover.,24,37
0:30,2450,Foul on Jonathan Wade.,24,37
0:04,2828,Malcolm Clark made Layup.,26,37
0:00,2450,Dan Robinson Turnover.,26,37
0:00,2828,Gabriel Gonzalez Steal.,26,37
0:00,2450,End of 1st half,26,37
19:43,2450,Micah Goss Turnover.,26,37
19:30,2450,Foul on Micah Goss.,26,37
19:10,2828,Jonah Meredith missed Jumper.,26,37
19:10,2450,Dan Robinson Defensive Rebound.,26,37
19:04,2450,Zaynah Robinson made Layup.,26,39
18:39,2450,Foul on Jonathan Wade.,26,39
18:39,2828,Malcolm Clark missed Free Throw.,26,39
18:39,2828,Shenandoah Deadball Team Rebound.,26,39
18:39,2828,Malcolm Clark missed Free Throw.,26,39
18:39,2450,Alex Long Defensive Rebound.,26,39
18:19,2828,Foul on Gabriel Gonzalez.,26,39
18:19,2450,Carrington Ward made Free Throw.,26,40
18:19,2450,Carrington Ward made Free Throw.,26,41
18:09,2828,Gabriel Gonzalez missed Layup.,26,41
18:09,2828,Shenandoah Offensive Rebound.,26,41
18:04,2828,Kwa McDonald missed Three Point Jumper.,26,41
18:04,2828,Malcolm Clark Offensive Rebound.,26,41
17:56,2828,E.J. Baltimore Turnover.,26,41
17:55,2450,Dan Robinson Steal.,26,41
17:53,2450,Carrington Ward made Layup.,26,43
17:46,2828,Gabriel Gonzalez Turnover.,26,43
17:41,2450,Carrington Ward missed Jumper.,26,43
17:41,2828,Kwa McDonald Defensive Rebound.,26,43
17:28,2828,E.J. Baltimore missed Three Point Jumper.,26,43
17:28,2828,Gabriel Gonzalez Offensive Rebound.,26,43
17:24,2828,Kwa McDonald missed Jumper.,26,43
17:24,2450,Alex Long Defensive Rebound.,26,43
17:17,2450,Micah Goss missed Three Point Jumper.,26,43
17:17,2828,Kwa McDonald Defensive Rebound.,26,43
16:47,2828,Jonah Meredith made Layup.,28,43
16:24,2450,Micah Goss missed Layup.,28,43
16:24,2828,Kwa McDonald Defensive Rebound.,28,43
16:05,2828,Derrick Perry missed Jumper.,28,43
16:05,2450,Bryan Gellineau Defensive Rebound.,28,43
15:52,2450,Alex Brown Turnover.,28,43
15:52,2450,Official TV Timeout,28,43
15:48,2828,Jonah Meredith Turnover.,28,43
15:28,2450,Zaynah Robinson missed Three Point Jumper.,28,43
15:28,2828,Shenandoah Defensive Rebound.,28,43
15:04,2828,Malcolm Clark made Jumper.,30,43
14:45,2450,Carrington Ward made Three Point Jumper. Assisted by Zaynah Robinson.,30,46
14:30,2828,Malcolm Clark Turnover.,30,46
14:29,2450,Kyle Williams Steal.,30,46
14:13,2450,Kyle Williams missed Three Point Jumper.,30,46
14:13,2828,Kwa McDonald Defensive Rebound.,30,46
14:09,2450,Foul on Carrington Ward.,30,46
14:09,2828,Kwa McDonald made Free Throw.,31,46
14:09,2828,Kwa McDonald missed Free Throw.,31,46
14:09,2450,Kyle Williams Defensive Rebound.,31,46
13:55,2450,Alex Brown made Jumper.,31,48
13:34,2828,Kaimonne Douglas made Three Point Jumper. Assisted by Jonah Meredith.,34,48
13:12,2450,Zaynah Robinson Turnover.,34,48
12:40,2828,Dalon McHugh missed Jumper.,34,48
12:40,2450,Kyle Williams Block.,34,48
12:39,2450,Kyle Williams Defensive Rebound.,34,48
12:34,2450,Alex Brown made Three Point Jumper. Assisted by Zaynah Robinson.,34,51
12:10,2828,Derrick Perry made Dunk. Assisted by Malcolm Clark.,36,51
11:46,2828,Foul on Dalon McHugh.,36,51
11:46,2450,Official TV Timeout,36,51
11:25,2450,Zaynah Robinson missed Three Point Jumper.,36,51
11:25,2828,Kwa McDonald Defensive Rebound.,36,51
11:14,2828,Kaimonne Douglas missed Three Point Jumper.,36,51
11:14,2828,Kwa McDonald Offensive Rebound.,36,51
11:11,2828,Kwa McDonald made Layup.,38,51
10:51,2450,Carrington Ward made Three Point Jumper. Assisted by Zaynah Robinson.,38,54
10:51,2450,Norfolk St  Timeout,38,54
10:21,2828,Kaimonne Douglas missed Three Point Jumper.,38,54
10:21,2828,Kwa McDonald Offensive Rebound.,38,54
10:07,2828,Kwa McDonald Turnover.,38,54
9:50,2450,Jonathan Wade made Three Point Jumper. Assisted by Alex Long.,38,57
9:23,2828,Kaimonne Douglas made Layup.,40,57
9:03,2450,Alex Brown missed Jumper.,40,57
9:03,2450,Alex Long Offensive Rebound.,40,57
8:52,2450,Kyle Williams missed Three Point Jumper.,40,57
8:52,2828,Shenandoah Defensive Rebound.,40,57
8:19,2828,Shenandoah  Turnover.,40,57
7:57,2828,Foul on Malcolm Clark.,40,57
7:57,2450,Official TV Timeout,40,57
7:46,2450,Micah Goss missed Jumper.,40,57
7:46,2450,Jonathan Wade Offensive Rebound.,40,57
7:33,2450,Alex Long missed Jumper.,40,57
7:33,2450,Kyle Williams Offensive Rebound.,40,57
7:28,2450,Kyle Williams missed Layup.,40,57
7:28,2450,Micah Goss Offensive Rebound.,40,57
7:25,2450,Micah Goss made Two Point Tip Shot.,40,59
7:05,2828,Malcolm Clark missed Layup.,40,59
7:05,2450,Norfolk St Defensive Rebound.,40,59
6:46,2450,Alex Long made Layup. Assisted by Kyle Williams.,40,61
6:21,2828,Malcolm Clark made Layup.,42,61
6:02,2450,Kyle Williams missed Layup.,42,61
6:02,2828,Jonah Meredith Defensive Rebound.,42,61
5:58,2828,Jonah Meredith Turnover.,42,61
5:57,2450,Kyle Williams Steal.,42,61
5:55,2450,Carrington Ward made Layup. Assisted by Zaynah Robinson.,42,63
5:36,2828,Malcolm Clark missed Three Point Jumper.,42,63
5:36,2450,Kyle Williams Defensive Rebound.,42,63
5:30,2450,Jonathan Wade Turnover.,42,63
5:30,2450,Foul on Jonathan Wade.,42,63
5:09,2828,Kaimonne Douglas missed Three Point Jumper.,42,63
5:09,2450,Alex Long Defensive Rebound.,42,63
4:57,2450,Jonathan Wade made Three Point Jumper. Assisted by Zaynah Robinson.,42,66
4:38,2828,Derrick Perry missed Layup.,42,66
4:38,2828,Gabriel Gonzalez Offensive Rebound.,42,66
4:35,2828,Gabriel Gonzalez made Layup.,44,66
4:22,2450,Carrington Ward Turnover.,44,66
4:16,2828,Jordan Hunter missed Layup.,44,66
4:16,2450,Carrington Ward Block.,44,66
4:15,2450,Zaynah Robinson Defensive Rebound.,44,66
4:12,2450,Alex Long made Dunk. Assisted by Zaynah Robinson.,44,68
4:05,2828,Jordan Hunter Turnover.,44,68
4:04,2450,Zaynah Robinson Steal.,44,68
4:00,2828,Foul on Jordan Hunter.,44,68
4:00,2450,Technical Foul on Carrington Ward.,44,68
4:00,2450,Foul on Carrington Ward.,44,68
4:00,2828,Kaimonne Douglas made Free Throw.,45,68
4:00,2828,Kaimonne Douglas missed Free Throw.,45,68
4:00,2828,Shenandoah Deadball Team Rebound.,45,68
3:54,2828,Kaimonne Douglas missed Jumper.,45,68
3:54,2450,Alex Long Defensive Rebound.,45,68
3:51,2450,Official TV Timeout,45,68
3:51,2828,Foul on Kaimonne Douglas.,45,68
3:50,2450,Kyle Williams Turnover.,45,68
3:48,2828,Kaimonne Douglas Steal.,45,68
3:46,2828,Kaimonne Douglas made Layup.,47,68
3:37,2828,Foul on Malcolm Clark.,47,68
3:37,2450,Jonathan Wade missed Free Throw.,47,68
3:37,2450,Norfolk St Deadball Team Rebound.,47,68
3:37,2450,Jonathan Wade made Free Throw.,47,69
3:25,2828,Kaimonne Douglas missed Three Point Jumper.,47,69
3:25,2828,Malcolm Clark Offensive Rebound.,47,69
3:13,2828,Kaimonne Douglas Turnover.,47,69
3:13,2828,Foul on Kaimonne Douglas.,47,69
3:08,2450,Jonathan Wade missed Jumper.,47,69
3:08,2828,Malcolm Clark Defensive Rebound.,47,69
2:53,2828,Malcolm Clark made Three Point Jumper.,50,69
2:39,2450,Zaynah Robinson Turnover.,50,69
2:30,2828,Jonah Meredith missed Layup.,50,69
2:30,2828,Derrick Perry Offensive Rebound.,50,69
2:28,2828,Derrick Perry made Layup.,52,69
2:28,2450,Foul on Zaynah Robinson.,52,69
2:28,2828,Derrick Perry made Free Throw.,53,69
2:28,2828,Shenandoah  Timeout,53,69
2:21,2450,Micah Goss Turnover.,53,69
2:13,2450,Foul on Kyle Williams.,53,69
2:02,2828,E.J. Baltimore Turnover.,53,69
1:47,2450,Micah Goss made Three Point Jumper. Assisted by Zaynah Robinson.,53,72
1:33,2828,Malcolm Clark missed Three Point Jumper.,53,72
1:33,2450,Alex Long Defensive Rebound.,53,72
1:27,2828,Foul on Malcolm Clark.,53,72
1:27,2450,Alex Long made Free Throw.,53,73
1:27,2450,Alex Long missed Free Throw.,53,73
1:27,2828,Derrick Perry Defensive Rebound.,53,73
1:16,2828,Jonah Meredith missed Layup.,53,73
1:16,2450,Alex Long Block.,53,73
1:14,2450,Alex Long Defensive Rebound.,53,73
0:58,2450,Zaynah Robinson made Three Point Jumper. Assisted by Carrington Ward.,53,76
0:57,2450,Foul on Zaynah Robinson.,53,76
0:57,2828,Jonah Meredith made Free Throw.,54,76
0:57,2828,Jonah Meredith made Free Throw.,55,76
0:40,2450,Micah Goss missed Layup.,55,76
0:40,2828,Derrick Perry Block.,55,76
0:39,2828,Malcolm Clark Defensive Rebound.,55,76
0:35,2828,Kaimonne Douglas made Layup.,57,76
0:27,2828,Foul on Kaimonne Douglas.,57,76
0:27,2450,Zaynah Robinson made Free Throw.,57,77
0:27,2450,Zaynah Robinson made Free Throw.,57,78
0:05,2450,Foul on Micah Goss.,57,78
0:05,2828,Kaimonne Douglas made Free Throw.,58,78
0:05,2828,Kaimonne Douglas missed Free Throw.,58,78
0:05,2828,Shenandoah Deadball Team Rebound.,58,78
0:05,2828,Malcolm Clark Turnover.,58,78
