Hiwassee College,Error,Western Carolina,2717
13:30,-1,Jeulian High missed Jumper.,4,15
13:30,2717,Haboubacar Mutombo Defensive Rebound.,4,15
13:15,2717,Haboubacar Mutombo missed Jumper.,4,15
13:15,2717,Marc Gosselin Offensive Rebound.,4,15
13:12,2717,Marc Gosselin made Layup.,4,17
12:55,-1,Jay Cade missed Jumper.,4,17
12:55,2717,Elijah Pughsley Defensive Rebound.,4,17
12:49,2717,Charlendez Brooks Turnover.,4,17
12:19,-1,Daniel Graves made Layup.,6,17
12:10,2717,Elijah Pughsley missed Three Point Jumper.,6,17
12:10,-1,Kevis Jackson Defensive Rebound.,6,17
11:52,-1,Ben Snider made Three Point Jumper. Assisted by Jay Cade.,9,17
11:30,2717,Onno Steger missed Three Point Jumper.,9,17
11:30,2717,Onno Steger Offensive Rebound.,9,17
11:22,-1,Foul on Kevis Jackson.,9,17
11:22,2717,Official TV Timeout,9,17
11:22,2717,Onno Steger missed Free Throw.,9,17
11:22,2717,Western Carolina Deadball Team Rebound.,9,17
11:22,2717,Onno Steger missed Free Throw.,9,17
11:22,-1,Dess Culpepper Defensive Rebound.,9,17
11:05,-1,Ben Snider missed Three Point Jumper.,9,17
11:05,-1,Dess Culpepper Offensive Rebound.,9,17
11:01,-1,Dess Culpepper missed Layup.,9,17
11:01,-1,Ben Snider Offensive Rebound.,9,17
10:58,-1,Ben Snider Turnover.,9,17
10:57,2717,Devin Peterson Steal.,9,17
10:57,-1,Foul on Dess Culpepper.,9,17
10:57,2717,Devin Peterson made Free Throw.,9,18
10:57,2717,Devin Peterson missed Free Throw.,9,18
10:57,-1,Dess Culpepper Defensive Rebound.,9,18
10:42,-1,Jay Johnson Turnover.,9,18
10:41,2717,Charlendez Brooks Steal.,9,18
10:29,2717,Marc Gosselin Turnover.,9,18
10:15,-1,Jay Johnson made Three Point Jumper. Assisted by Ben Snider.,12,18
10:04,2717,Devin Peterson made Layup.,12,20
9:51,-1,Daniel Graves made Jumper.,14,20
9:09,2717,Devin Peterson made Jumper.,14,22
8:47,2717,Foul on Maurice Smith.,14,22
8:34,-1,Jay Cade missed Layup.,14,22
8:34,2717,Charlendez Brooks Block.,14,22
8:34,2717,Haboubacar Mutombo Defensive Rebound.,14,22
8:28,2717,Devin Peterson Turnover.,14,22
8:13,-1,Ben Snider Turnover.,14,22
8:13,2717,Deriece Parks Steal.,14,22
8:13,-1,Foul on Jay Cade.,14,22
8:13,2717,Deriece Parks made Free Throw.,14,23
8:13,2717,Deriece Parks made Free Throw.,14,24
7:57,-1,Jay Johnson missed Three Point Jumper.,14,24
7:57,2717,Devin Peterson Defensive Rebound.,14,24
7:51,2717,Devin Peterson made Three Point Jumper.,14,27
7:32,2717,Foul on Charlendez Brooks.,14,27
7:32,2717,Official TV Timeout,14,27
7:32,-1,Aario Johnson missed Free Throw.,14,27
7:32,-1,Hiwassee Deadball Team Rebound.,14,27
7:32,-1,Aario Johnson made Free Throw.,15,27
7:19,2717,Devin Peterson missed Three Point Jumper.,15,27
7:19,2717,Haboubacar Mutombo Offensive Rebound.,15,27
7:19,2717,Haboubacar Mutombo Turnover.,15,27
7:19,-1,Daniel Graves Steal.,15,27
6:55,-1,Daniel Graves missed Three Point Jumper.,15,27
6:55,-1,Hiwassee Offensive Rebound.,15,27
6:50,-1,Daniel Graves missed Jumper.,15,27
6:50,2717,Elijah Pughsley Defensive Rebound.,15,27
6:41,2717,Elijah Pughsley missed Three Point Jumper.,15,27
6:41,-1,Aario Johnson Defensive Rebound.,15,27
6:29,-1,Naequon Newman made Jumper.,17,27
6:09,2717,Deriece Parks made Three Point Jumper. Assisted by Devin Peterson.,17,30
5:35,-1,Naequon Newman missed Three Point Jumper.,17,30
5:35,2717,Western Carolina Defensive Rebound.,17,30
5:21,2717,Deriece Parks made Three Point Jumper. Assisted by Haboubacar Mutombo.,17,33
5:00,-1,Jeulian High made Jumper.,19,33
4:48,-1,Foul on Naequon Newman.,19,33
4:48,2717,Elijah Pughsley made Free Throw.,19,34
4:48,2717,Elijah Pughsley made Free Throw.,19,35
4:23,-1,Aario Johnson made Jumper.,21,35
4:04,2717,Deriece Parks made Layup.,21,37
3:53,-1,Daniel Graves missed Jumper.,21,37
3:53,2717,Elijah Pughsley Defensive Rebound.,21,37
3:45,2717,Yalim Olcay missed Layup.,21,37
3:45,-1,Daniel Graves Defensive Rebound.,21,37
3:31,-1,Jeulian High missed Layup.,21,37
3:31,2717,Haboubacar Mutombo Block.,21,37
3:31,2717,Deriece Parks Defensive Rebound.,21,37
3:26,2717,Elijah Pughsley missed Three Point Jumper.,21,37
3:26,2717,Haboubacar Mutombo Offensive Rebound.,21,37
3:22,2717,Devin Peterson made Three Point Jumper. Assisted by Haboubacar Mutombo.,21,40
3:04,-1,Jay Johnson missed Jumper.,21,40
3:04,2717,Devin Peterson Defensive Rebound.,21,40
2:58,2717,Elijah Pughsley Turnover.,21,40
2:58,2717,Official TV Timeout,21,40
2:52,-1,Jeulian High missed Jumper.,21,40
2:52,2717,Elijah Pughsley Defensive Rebound.,21,40
2:41,2717,Yalim Olcay made Layup. Assisted by Elijah Pughsley.,21,42
2:27,2717,Foul on Yalim Olcay.,21,42
2:15,-1,Jeulian High missed Jumper.,21,42
2:15,-1,Jeulian High Offensive Rebound.,21,42
2:10,-1,Jeulian High Turnover.,21,42
2:10,2717,Onno Steger Steal.,21,42
1:58,2717,Onno Steger Turnover.,21,42
1:43,2717,Foul on Onno Steger.,21,42
1:43,-1,Aario Johnson made Free Throw.,22,42
1:43,-1,Aario Johnson missed Free Throw.,22,42
1:43,2717,Devin Peterson Defensive Rebound.,22,42
1:11,2717,Onno Steger missed Three Point Jumper.,22,42
1:11,2717,Western Carolina Offensive Rebound.,22,42
1:04,2717,Elijah Pughsley missed Three Point Jumper.,22,42
1:04,2717,Marc Gosselin Offensive Rebound.,22,42
0:57,2717,Haboubacar Mutombo Turnover.,22,42
0:36,-1,Jeulian High Turnover.,22,42
0:01,2717,Marc Gosselin made Layup. Assisted by Devin Peterson.,22,44
0:00,2717,End of 1st half,22,44
19:47,-1,Ben Snider made Jumper.,24,44
19:36,2717,Devin Peterson missed Layup.,24,44
19:36,-1,Aario Johnson Block.,24,44
19:36,-1,Jeulian High Defensive Rebound.,24,44
19:31,-1,Ben Snider made Layup. Assisted by Dess Culpepper.,26,44
19:09,2717,Haboubacar Mutombo missed Layup.,26,44
19:09,-1,Aario Johnson Block.,26,44
19:09,2717,Haboubacar Mutombo Offensive Rebound.,26,44
19:01,2717,Haboubacar Mutombo made Layup.,26,46
18:46,-1,Jeulian High missed Jumper.,26,46
18:46,2717,Yalim Olcay Defensive Rebound.,26,46
18:17,-1,Foul on Dess Culpepper.,26,46
18:14,-1,Foul on Aario Johnson.,26,46
18:14,2717,Devin Peterson Turnover.,26,46
18:12,-1,Jeulian High Steal.,26,46
18:10,-1,Jeulian High missed Layup.,26,46
18:10,2717,Yalim Olcay Block.,26,46
18:10,-1,Dess Culpepper Offensive Rebound.,26,46
18:03,-1,Naequon Newman Turnover.,26,46
18:02,2717,Deriece Parks Steal.,26,46
17:59,2717,Deriece Parks missed Layup.,26,46
17:59,2717,Western Carolina Offensive Rebound.,26,46
17:49,2717,Marc Gosselin missed Layup.,26,46
17:49,2717,Haboubacar Mutombo Offensive Rebound.,26,46
17:37,2717,Deriece Parks missed Jumper.,26,46
17:37,2717,Yalim Olcay Offensive Rebound.,26,46
17:32,-1,Foul on Dess Culpepper.,26,46
17:29,2717,Deriece Parks missed Three Point Jumper.,26,46
17:29,-1,Jeulian High Defensive Rebound.,26,46
17:26,2717,Foul on Yalim Olcay.,26,46
17:07,-1,Jeulian High missed Jumper.,26,46
17:07,2717,Marc Gosselin Defensive Rebound.,26,46
16:57,2717,Devin Peterson missed Layup.,26,46
16:57,-1,Aario Johnson Defensive Rebound.,26,46
16:46,-1,Kevis Jackson missed Jumper.,26,46
16:46,2717,Devin Peterson Defensive Rebound.,26,46
16:29,2717,Haboubacar Mutombo made Layup.,26,48
16:09,-1,Aario Johnson missed Jumper.,26,48
16:09,2717,Marc Gosselin Defensive Rebound.,26,48
16:01,2717,Devin Peterson missed Three Point Jumper.,26,48
16:01,2717,Deriece Parks Offensive Rebound.,26,48
15:59,2717,Deriece Parks Turnover.,26,48
15:59,2717,Official TV Timeout,26,48
15:37,2717,Deriece Parks Turnover.,26,48
15:35,-1,Ben Snider Steal.,26,48
15:29,2717,Devin Peterson made Jumper. Assisted by Haboubacar Mutombo.,26,50
15:19,-1,Jay Cade Turnover.,26,50
15:18,2717,Devin Peterson Steal.,26,50
15:16,2717,Marc Gosselin made Layup. Assisted by Devin Peterson.,26,52
15:16,-1,Foul on Aario Johnson.,26,52
15:16,2717,Marc Gosselin made Free Throw.,26,53
15:04,-1,Ben Snider missed Jumper.,26,53
15:04,2717,Marc Gosselin Defensive Rebound.,26,53
15:03,2717,Marc Gosselin Turnover.,26,53
14:48,-1,Daniel Graves Turnover.,26,53
14:36,-1,Foul on Ben Snider.,26,53
14:35,2717,Haboubacar Mutombo missed Free Throw.,26,53
14:35,2717,Western Carolina Deadball Team Rebound.,26,53
14:35,2717,Haboubacar Mutombo made Free Throw.,26,54
14:24,-1,Jay Cade Turnover.,26,54
14:23,2717,Marc Gosselin Steal.,26,54
14:19,2717,Devin Peterson made Dunk. Assisted by Marc Gosselin.,26,56
14:01,2717,Foul on Elijah Pughsley.,26,56
14:00,2717,Foul on Haboubacar Mutombo.,26,56
14:00,-1,Toure Fudge made Free Throw.,27,56
14:00,-1,Toure Fudge made Free Throw.,28,56
13:43,2717,Elijah Pughsley made Jumper.,28,58
13:43,-1,Foul on Toure Fudge.,28,58
13:43,2717,Elijah Pughsley made Free Throw.,28,59
13:24,-1,Toure Fudge missed Jumper.,28,59
13:24,2717,Elijah Pughsley Defensive Rebound.,28,59
13:15,2717,Yalim Olcay missed Layup.,28,59
13:15,-1,Daniel Graves Defensive Rebound.,28,59
13:03,2717,Foul on Marc Gosselin.,28,59
13:02,2717,Foul on Yalim Olcay.,28,59
13:02,-1,Jay Johnson made Free Throw.,29,59
13:02,-1,Jay Johnson made Free Throw.,30,59
12:55,2717,Elijah Pughsley missed Three Point Jumper.,30,59
12:55,-1,Kevis Jackson Defensive Rebound.,30,59
12:36,-1,Naequon Newman missed Layup.,30,59
12:36,2717,Onno Steger Defensive Rebound.,30,59
12:31,2717,Devin Peterson made Layup. Assisted by Elijah Pughsley.,30,61
12:22,-1,Jay Johnson missed Three Point Jumper.,30,61
12:22,2717,Onno Steger Defensive Rebound.,30,61
12:12,2717,Elijah Pughsley missed Three Point Jumper.,30,61
12:12,-1,Kevis Jackson Defensive Rebound.,30,61
12:01,-1,Foul on Kevis Jackson.,30,61
12:01,-1,Kevis Jackson Turnover.,30,61
11:53,-1,Foul on Naequon Newman.,30,61
11:53,2717,Official TV Timeout,30,61
11:53,2717,Devin Peterson made Free Throw.,30,62
11:52,2717,Devin Peterson made Free Throw.,30,63
11:32,-1,Daniel Graves missed Jumper.,30,63
11:32,2717,Onno Steger Defensive Rebound.,30,63
11:26,2717,Marc Gosselin made Layup.,30,65
11:12,-1,Naequon Newman missed Layup.,30,65
11:12,2717,Marc Gosselin Defensive Rebound.,30,65
11:09,2717,Charlendez Brooks made Jumper.,30,67
11:09,-1,Foul on Jay Johnson.,30,67
11:09,2717,Charlendez Brooks missed Free Throw.,30,67
11:09,-1,Kevis Jackson Defensive Rebound.,30,67
10:40,-1,Daniel Graves missed Jumper.,30,67
10:40,2717,Charlendez Brooks Defensive Rebound.,30,67
10:13,2717,Onno Steger missed Layup.,30,67
10:13,-1,Toure Fudge Defensive Rebound.,30,67
10:08,-1,Daniel Graves made Layup. Assisted by Toure Fudge.,32,67
10:01,-1,Foul on Jay Johnson.,32,67
10:01,2717,Adam Sledd made Free Throw.,32,68
10:01,2717,Adam Sledd missed Free Throw.,32,68
10:01,-1,Jay Johnson Defensive Rebound.,32,68
9:46,-1,Toure Fudge made Three Point Jumper. Assisted by Daniel Graves.,35,68
9:39,2717,Elijah Pughsley Turnover.,35,68
9:21,-1,Daniel Graves missed Jumper.,35,68
9:21,2717,Adam Sledd Defensive Rebound.,35,68
9:12,2717,Elijah Pughsley Turnover.,35,68
9:00,2717,Foul on Onno Steger.,35,68
9:00,-1,Kevis Jackson missed Free Throw.,35,68
9:00,-1,Hiwassee Deadball Team Rebound.,35,68
9:00,-1,Kevis Jackson made Free Throw.,36,68
8:53,2717,Jason McMillan missed Three Point Jumper.,36,68
8:53,2717,Onno Steger Offensive Rebound.,36,68
8:46,2717,Devonte Fuller missed Three Point Jumper.,36,68
8:46,2717,Onno Steger Offensive Rebound.,36,68
8:42,2717,Onno Steger missed Jumper.,36,68
8:42,2717,Adam Sledd Offensive Rebound.,36,68
8:39,2717,Adam Sledd made Layup.,36,70
8:24,-1,Jay Johnson missed Jumper.,36,70
8:24,2717,Adam Sledd Block.,36,70
8:24,-1,Jay Johnson Offensive Rebound.,36,70
8:20,-1,Jay Johnson missed Jumper.,36,70
8:20,2717,Western Carolina Defensive Rebound.,36,70
8:07,2717,Onno Steger missed Jumper.,36,70
8:07,-1,Hiwassee Defensive Rebound.,36,70
7:52,-1,Toure Fudge missed Three Point Jumper.,36,70
7:52,2717,Adam Sledd Defensive Rebound.,36,70
7:39,2717,Charlendez Brooks made Jumper.,36,72
7:20,-1,Kevis Jackson missed Jumper.,36,72
7:20,2717,Devonte Fuller Defensive Rebound.,36,72
7:09,2717,Adam Sledd missed Jumper.,36,72
7:09,-1,Hiwassee Defensive Rebound.,36,72
7:08,2717,Foul on Charlendez Brooks.,36,72
7:08,2717,Official TV Timeout,36,72
7:08,-1,Jeulian High missed Free Throw.,36,72
7:08,2717,Adam Sledd Defensive Rebound.,36,72
6:52,2717,Onno Steger Turnover.,36,72
6:51,-1,Toure Fudge Steal.,36,72
6:49,-1,Toure Fudge Turnover.,36,72
6:46,2717,Devonte Fuller Steal.,36,72
6:27,2717,Jason McMillan Turnover.,36,72
6:08,-1,Naequon Newman Turnover.,36,72
6:06,2717,Jesse Deloach Steal.,36,72
6:00,2717,Devonte Fuller missed Three Point Jumper.,36,72
6:00,2717,Adam Sledd Offensive Rebound.,36,72
5:54,-1,Foul on Dess Culpepper.,36,72
5:54,2717,Adam Sledd made Free Throw.,36,73
5:54,2717,Adam Sledd made Free Throw.,36,74
5:35,2717,Foul on Jason McMillan.,36,74
5:35,-1,Toure Fudge made Free Throw.,37,74
5:35,-1,Toure Fudge made Free Throw.,38,74
5:16,-1,Foul on Kobe Clisby.,38,74
5:16,2717,Jesse Deloach made Free Throw.,38,75
5:16,2717,Jesse Deloach missed Free Throw.,38,75
5:16,-1,Jeulian High Defensive Rebound.,38,75
5:04,-1,Naequon Newman Turnover.,38,75
5:02,2717,Jason McMillan Steal.,38,75
5:00,2717,Adam Sledd Turnover.,38,75
4:36,-1,Jay Cade missed Jumper.,38,75
4:36,2717,Jason McMillan Defensive Rebound.,38,75
4:30,2717,Maurice Smith missed Layup.,38,75
4:30,2717,Adam Sledd Offensive Rebound.,38,75
4:16,2717,Jason McMillan made Three Point Jumper. Assisted by Maurice Smith.,38,78
4:03,-1,Jeulian High Turnover.,38,78
4:01,2717,Jason McMillan Steal.,38,78
3:58,2717,Maurice Smith missed Free Throw.,38,78
3:58,2717,Western Carolina Deadball Team Rebound.,38,78
3:58,2717,Maurice Smith missed Free Throw.,38,78
3:58,2717,Maurice Smith Offensive Rebound.,38,78
3:56,-1,Foul on Kobe Clisby.,38,78
3:56,2717,Official TV Timeout,38,78
3:42,2717,Devonte Fuller missed Layup.,38,78
3:42,-1,Kobe Clisby Block.,38,78
3:42,-1,Jay Cade Defensive Rebound.,38,78
3:36,-1,Jay Cade missed Layup.,38,78
3:36,2717,Maurice Smith Block.,38,78
3:36,-1,Aario Johnson Offensive Rebound.,38,78
3:26,-1,Aario Johnson made Jumper. Assisted by Daniel Graves.,40,78
3:07,2717,Jesse Deloach missed Jumper.,40,78
3:07,-1,Kobe Clisby Defensive Rebound.,40,78
2:43,-1,Aario Johnson missed Layup.,40,78
2:43,2717,Jesse Deloach Defensive Rebound.,40,78
2:33,2717,Maurice Smith missed Jumper.,40,78
2:33,2717,Jason McMillan Offensive Rebound.,40,78
2:26,2717,Jason McMillan missed Three Point Jumper.,40,78
2:26,-1,Hiwassee Defensive Rebound.,40,78
2:11,-1,Aario Johnson missed Jumper.,40,78
2:11,2717,Kyle Rhoades Defensive Rebound.,40,78
2:01,2717,Jason McMillan missed Three Point Jumper.,40,78
2:01,2717,Kyle Rhoades Offensive Rebound.,40,78
2:01,2717,Kyle Rhoades Offensive Rebound.,40,78
1:59,-1,Foul on Kobe Clisby.,40,78
1:59,2717,Kyle Rhoades missed Free Throw.,40,78
1:59,2717,Western Carolina Deadball Team Rebound.,40,78
1:59,2717,Kyle Rhoades made Free Throw.,40,79
1:48,-1,Jay Cade made Layup.,42,79
1:48,2717,Foul on Devonte Fuller.,42,79
1:48,-1,Jay Cade missed Free Throw.,42,79
1:48,2717,Kyle Rhoades Defensive Rebound.,42,79
1:47,-1,Foul on Kobe Clisby.,42,79
1:47,-1,Foul on Kobe Clisby.,42,79
1:47,2717,Kyle Rhoades made Free Throw.,42,80
1:46,2717,Kyle Rhoades missed Free Throw.,42,80
1:46,-1,Hiwassee Defensive Rebound.,42,80
1:35,-1,Daniel Graves missed Three Point Jumper.,42,80
1:35,2717,Devonte Fuller Defensive Rebound.,42,80
1:28,2717,Devonte Fuller made Layup.,42,82
1:28,-1,Foul on Daniel Graves.,42,82
1:28,2717,Devonte Fuller made Free Throw.,42,83
1:04,-1,Toure Fudge made Jumper.,44,83
0:50,-1,Foul on Toure Fudge.,44,83
0:50,2717,Kyle Rhoades made Free Throw.,44,84
0:50,2717,Kyle Rhoades made Free Throw.,44,85
0:38,-1,Toure Fudge made Three Point Jumper. Assisted by Jay Cade.,47,85
0:24,2717,Devonte Fuller missed Jumper.,47,85
0:23,2717,Kyle Rhoades Offensive Rebound.,47,85
0:22,-1,Foul on Daniel Graves.,47,85
0:22,2717,Devonte Fuller made Free Throw.,47,86
0:22,2717,Devonte Fuller made Free Throw.,47,87
0:19,-1,Toure Fudge missed Three Point Jumper.,47,87
0:19,2717,Maurice Smith Defensive Rebound.,47,87
0:00,2717,End of 2nd half,47,87
0:00,2717,End of Game,47,87
