Dallas Christian,Error,Houston Baptist,2277
14:13,2277,Josh Ibarra Offensive Rebound.,11,10
14:12,2277,Josh Ibarra made Two Point Tip Shot.,11,12
14:03,-1,Daytin Howard missed Layup.,11,12
14:03,2277,David Caraher Defensive Rebound.,11,12
13:50,2277,Josh Ibarra Turnover.,11,12
13:48,-1,Braxton Gillespie Steal.,11,12
13:42,-1,Keldon Williams made Three Point Jumper. Assisted by Braxton Gillespie.,14,12
13:16,2277,David Caraher missed Layup.,14,12
13:16,-1,Braxton Gillespie Block.,14,12
13:14,-1,Hunter Bennett Defensive Rebound.,14,12
13:05,-1,Hunter Bennett Turnover.,14,12
13:04,2277,Braxton Bonds Steal.,14,12
12:59,2277,Ian DuBose Turnover.,14,12
12:51,-1,Braxton Gillespie Turnover.,14,12
12:50,2277,Ian DuBose Steal.,14,12
12:47,2277,Ian DuBose Turnover.,14,12
12:46,-1,Jordon Watson Steal.,14,12
12:34,-1,Jordon Watson made Three Point Jumper. Assisted by Hunter Bennett.,17,12
12:19,-1,Foul on Jordon Watson.,17,12
12:17,-1,Foul on Braxton Gillespie.,17,12
12:08,2277,Josh Ibarra made Jumper.,17,14
12:04,-1,Davyon Collins Turnover.,17,14
12:03,2277,Braxton Bonds Steal.,17,14
11:42,2277,Philip McKenzie made Dunk. Assisted by Oliver Lynch-Daniels.,17,16
11:20,-1,Foul on Jordon Watson.,17,16
11:20,-1,Jordon Watson Turnover.,17,16
11:20,2277,Official TV Timeout,17,16
11:06,2277,Josh Ibarra Turnover.,17,16
11:05,-1,Hunter Bennett Steal.,17,16
10:56,-1,Braxton Gillespie missed Three Point Jumper.,17,16
10:56,2277,Josh Ibarra Block.,17,16
10:54,2277,Oliver Lynch-Daniels Defensive Rebound.,17,16
10:50,2277,Josh Ibarra missed Layup.,17,16
10:50,-1,Braxton Gillespie Defensive Rebound.,17,16
10:38,-1,Trey Lindsey missed Three Point Jumper.,17,16
10:38,-1,Dexter Dean Offensive Rebound.,17,16
10:34,-1,Dexter Dean made Jumper.,19,16
10:20,2277,Jalon Gates missed Three Point Jumper.,19,16
10:20,-1,Hunter Bennett Defensive Rebound.,19,16
10:12,2277,Foul on Philip McKenzie.,19,16
10:04,-1,Keldon Williams missed Three Point Jumper.,19,16
10:04,2277,Philip McKenzie Defensive Rebound.,19,16
9:40,2277,Oliver Lynch-Daniels missed Three Point Jumper.,19,16
9:40,-1,Keldon Williams Defensive Rebound.,19,16
9:34,2277,Foul on Oliver Lynch-Daniels.,19,16
9:18,-1,Daytin Howard missed Jumper.,19,16
9:18,2277,Tim Myles Defensive Rebound.,19,16
9:13,2277,Jalon Gates Turnover.,19,16
9:12,-1,Daytin Howard Steal.,19,16
9:07,2277,Foul on Tim Myles.,19,16
9:07,-1,Davyon Collins missed Free Throw.,19,16
9:07,-1,Dallas Christian Deadball Team Rebound.,19,16
9:07,-1,Davyon Collins made Free Throw.,20,16
8:56,2277,Braxton Bonds made Jumper.,20,18
8:35,-1,Braxton Gillespie missed Three Point Jumper.,20,18
8:35,2277,Houston Baptist Defensive Rebound.,20,18
8:16,2277,David Caraher Turnover.,20,18
7:58,-1,Keldon Williams made Three Point Jumper. Assisted by Trey Lindsey.,23,18
7:36,-1,Foul on Trey Lindsey.,23,18
7:36,2277,Official TV Timeout,23,18
7:36,2277,Oliver Lynch-Daniels made Free Throw.,23,19
7:36,2277,Oliver Lynch-Daniels made Free Throw.,23,20
7:23,-1,Daytin Howard missed Jumper.,23,20
7:23,2277,Houston Baptist Deadball Team Rebound.,23,20
7:21,-1,Foul on Braxton Gillespie.,23,20
7:06,2277,Josh Ibarra made Layup. Assisted by Braxton Bonds.,23,22
6:48,-1,Davyon Collins made Three Point Jumper. Assisted by Hunter Bennett.,26,22
6:38,2277,Oliver Lynch-Daniels made Jumper.,26,24
6:30,-1,Trey Lindsey missed Layup.,26,24
6:30,2277,Josh Ibarra Block.,26,24
6:29,2277,Oliver Lynch-Daniels Defensive Rebound.,26,24
6:23,2277,Braxton Bonds missed Layup.,26,24
6:23,2277,David Caraher Offensive Rebound.,26,24
6:20,2277,David Caraher made Layup.,26,26
6:05,-1,Keldon Williams missed Three Point Jumper.,26,26
6:05,-1,Daytin Howard Offensive Rebound.,26,26
6:01,-1,Hunter Bennett missed Three Point Jumper.,26,26
6:01,2277,David Caraher Defensive Rebound.,26,26
5:56,2277,Braxton Bonds made Layup. Assisted by David Caraher.,26,28
5:26,-1,Trey Lindsey missed Three Point Jumper.,26,28
5:26,2277,Houston Baptist Defensive Rebound.,26,28
5:05,2277,Josh Ibarra made Layup.,26,30
4:54,-1,Daytin Howard missed Jumper.,26,30
4:54,2277,Josh Ibarra Defensive Rebound.,26,30
4:46,-1,Foul on Daytin Howard.,26,30
4:46,2277,Braxton Bonds made Free Throw.,26,31
4:46,2277,Braxton Bonds missed Free Throw.,26,31
4:46,-1,Lane Murphy Defensive Rebound.,26,31
4:32,-1,Trey Lindsey missed Layup.,26,31
4:32,-1,Lane Murphy Offensive Rebound.,26,31
4:23,-1,Trey Lindsey made Three Point Jumper. Assisted by Jordon Watson.,29,31
4:11,2277,David Caraher made Layup. Assisted by Josh Ibarra.,29,33
4:03,-1,Dexter Dean Turnover.,29,33
4:02,2277,Braxton Bonds Steal.,29,33
3:58,2277,Ian DuBose made Layup. Assisted by Braxton Bonds.,29,35
3:58,-1,Foul on Trey Lindsey.,29,35
3:58,2277,Official TV Timeout,29,35
3:58,2277,Ian DuBose made Free Throw.,29,36
3:45,-1,Jordon Watson made Three Point Jumper. Assisted by Trey Lindsey.,32,36
3:25,2277,William Gates Jr. missed Three Point Jumper.,32,36
3:25,2277,David Caraher Offensive Rebound.,32,36
3:21,2277,Josh Ibarra made Layup. Assisted by David Caraher.,32,38
3:01,-1,Jordon Watson Turnover.,32,38
3:00,2277,Braxton Bonds Steal.,32,38
2:58,2277,Braxton Bonds made Dunk.,32,40
2:41,-1,Hunter Bennett made Layup.,34,40
2:27,2277,David Caraher made Layup. Assisted by Josh Ibarra.,34,42
2:20,-1,Jordon Watson Turnover.,34,42
2:19,2277,Braxton Bonds Steal.,34,42
2:05,2277,Ian DuBose made Three Point Jumper. Assisted by Josh Ibarra.,34,45
1:55,-1,Dallas Christian  Timeout,34,45
1:44,-1,Trey Lindsey made Three Point Jumper. Assisted by Dexter Dean.,37,45
1:18,2277,David Caraher missed Jumper.,37,45
1:18,2277,Josh Ibarra Offensive Rebound.,37,45
1:15,2277,Josh Ibarra made Layup.,37,47
1:06,-1,Dexter Dean missed Layup.,37,47
1:06,2277,Josh Ibarra Defensive Rebound.,37,47
1:00,2277,Braxton Bonds made Layup.,37,49
0:27,-1,Keldon Williams Turnover.,37,49
0:26,2277,William Gates Jr. Steal.,37,49
0:23,2277,William Gates Jr. made Layup.,37,51
0:23,-1,Foul on Trey Lindsey.,37,51
0:23,2277,William Gates Jr. missed Free Throw.,37,51
0:23,-1,Trey Lindsey Defensive Rebound.,37,51
0:02,-1,Hunter Bennett missed Three Point Jumper.,37,51
0:02,2277,Braxton Bonds Defensive Rebound.,37,51
0:00,2277,End of 1st half,37,51
19:45,-1,Trey Lindsey Turnover.,37,51
19:28,2277,Josh Ibarra made Layup. Assisted by Ian DuBose.,37,53
19:18,-1,Daytin Howard Turnover.,37,53
19:17,2277,Ian DuBose Steal.,37,53
19:13,2277,Ian DuBose missed Layup.,37,53
19:13,2277,William Gates Jr. Offensive Rebound.,37,53
19:10,2277,William Gates Jr. missed Layup.,37,53
19:10,-1,Dexter Dean Defensive Rebound.,37,53
18:51,-1,Trey Lindsey Turnover.,37,53
18:41,2277,William Gates Jr. made Layup. Assisted by David Caraher.,37,55
18:23,-1,Keldon Williams made Three Point Jumper. Assisted by Daytin Howard.,40,55
18:12,2277,Braxton Bonds Turnover.,40,55
18:01,-1,Dexter Dean made Jumper.,42,55
17:47,-1,Foul on Davyon Collins.,42,55
17:37,2277,Josh Ibarra made Layup. Assisted by David Caraher.,42,57
17:23,-1,Keldon Williams missed Three Point Jumper.,42,57
17:23,2277,Josh Ibarra Defensive Rebound.,42,57
17:12,2277,William Gates Jr. made Layup. Assisted by David Caraher.,42,59
16:49,-1,Davyon Collins missed Jumper.,42,59
16:49,2277,Houston Baptist Defensive Rebound.,42,59
16:40,2277,Josh Ibarra missed Layup.,42,59
16:40,-1,Trey Lindsey Defensive Rebound.,42,59
16:23,-1,Trey Lindsey Turnover.,42,59
16:22,2277,Braxton Bonds Steal.,42,59
16:19,2277,Ian DuBose made Layup. Assisted by David Caraher.,42,61
15:49,2277,Foul on Braxton Bonds.,42,61
15:49,2277,Official TV Timeout,42,61
15:37,-1,Dexter Dean made Three Point Jumper. Assisted by Keldon Williams.,45,61
15:22,2277,William Gates Jr. Turnover.,45,61
15:21,-1,Dexter Dean Steal.,45,61
15:16,-1,Trey Lindsey made Layup. Assisted by Daytin Howard.,47,61
14:58,2277,Josh Ibarra Turnover.,47,61
14:57,-1,Keldon Williams Steal.,47,61
14:51,-1,Trey Lindsey missed Layup.,47,61
14:51,2277,Josh Ibarra Block.,47,61
14:51,-1,Dallas Christian Offensive Rebound.,47,61
14:43,-1,Lane Murphy Turnover.,47,61
14:28,2277,David Caraher missed Three Point Jumper.,47,61
14:28,2277,Josh Ibarra Offensive Rebound.,47,61
14:27,2277,Josh Ibarra made Layup.,47,63
14:13,-1,Dexter Dean missed Three Point Jumper.,47,63
14:13,-1,Daytin Howard Offensive Rebound.,47,63
14:11,-1,Daytin Howard made Two Point Tip Shot.,49,63
13:51,2277,William Gates Jr. made Jumper.,49,65
13:37,2277,Foul on Ian DuBose.,49,65
13:25,-1,Keldon Williams missed Three Point Jumper.,49,65
13:25,2277,Josh Ibarra Defensive Rebound.,49,65
13:18,2277,Oliver Lynch-Daniels missed Layup.,49,65
13:18,2277,Josh Ibarra Offensive Rebound.,49,65
13:11,2277,Josh Ibarra missed Two Point Tip Shot.,49,65
13:11,-1,Hunter Bennett Defensive Rebound.,49,65
13:05,-1,Hunter Bennett missed Three Point Jumper.,49,65
13:05,-1,Dallas Christian Offensive Rebound.,49,65
12:54,-1,Davyon Collins Turnover.,49,65
12:33,2277,David Caraher missed Layup.,49,65
12:33,-1,Davyon Collins Block.,49,65
12:31,2277,Philip McKenzie Offensive Rebound.,49,65
12:29,2277,Philip McKenzie made Layup.,49,67
12:08,-1,Lane Murphy Turnover.,49,67
12:07,2277,David Caraher Steal.,49,67
12:04,2277,Braxton Bonds made Layup. Assisted by David Caraher.,49,69
11:35,-1,Hunter Bennett missed Jumper.,49,69
11:35,2277,Josh Ibarra Defensive Rebound.,49,69
11:28,-1,Foul on Daytin Howard.,49,69
11:28,2277,Official TV Timeout,49,69
11:08,2277,Chukuka Emili missed Jumper.,49,69
11:08,-1,Hunter Bennett Defensive Rebound.,49,69
10:59,-1,Jordon Watson missed Three Point Jumper.,49,69
10:59,2277,Philip McKenzie Defensive Rebound.,49,69
10:31,-1,Foul on Jordon Watson.,49,69
10:31,2277,Josh Ibarra made Free Throw.,49,70
10:31,2277,Josh Ibarra made Free Throw.,49,71
10:14,-1,Trey Lindsey missed Three Point Jumper.,49,71
10:14,2277,Chukuka Emili Defensive Rebound.,49,71
10:01,2277,Oliver Lynch-Daniels made Layup.,49,73
9:37,-1,Hunter Bennett missed Three Point Jumper.,49,73
9:37,2277,Philip McKenzie Defensive Rebound.,49,73
9:32,2277,Braxton Bonds made Layup.,49,75
9:14,-1,Keldon Williams missed Layup.,49,75
9:14,2277,Philip McKenzie Defensive Rebound.,49,75
8:58,2277,Chukuka Emili missed Three Point Jumper.,49,75
8:58,-1,Dallas Christian Deadball Team Rebound.,49,75
8:44,-1,Keldon Williams made Jumper.,51,75
8:23,2277,Philip McKenzie made Layup.,51,77
8:12,-1,Daytin Howard missed Three Point Jumper.,51,77
8:12,2277,Chukuka Emili Defensive Rebound.,51,77
8:05,2277,Foul on Chukuka Emili.,51,77
8:05,2277,Chukuka Emili Turnover.,51,77
7:53,-1,Trey Lindsey Turnover.,51,77
7:53,2277,Official TV Timeout,51,77
7:36,2277,Jalon Gates made Three Point Jumper. Assisted by Oliver Lynch-Daniels.,51,80
7:14,-1,Trey Lindsey made Layup.,53,80
6:45,2277,Chukuka Emili made Dunk. Assisted by Oliver Lynch-Daniels.,53,82
6:30,-1,Dexter Dean made Three Point Jumper. Assisted by Daytin Howard.,56,82
6:06,2277,Oliver Lynch-Daniels missed Jumper.,56,82
6:06,2277,Houston Baptist Offensive Rebound.,56,82
5:57,2277,Edward Hardt made Jumper.,56,84
5:37,-1,Dexter Dean missed Jumper.,56,84
5:37,2277,Philip McKenzie Defensive Rebound.,56,84
5:26,2277,Oliver Lynch-Daniels missed Layup.,56,84
5:26,2277,Oliver Lynch-Daniels Offensive Rebound.,56,84
5:24,-1,Foul on Daytin Howard.,56,84
5:24,2277,Oliver Lynch-Daniels missed Free Throw.,56,84
5:24,2277,Houston Baptist Deadball Team Rebound.,56,84
5:24,2277,Oliver Lynch-Daniels made Free Throw.,56,85
4:59,-1,Keldon Williams Turnover.,56,85
4:49,2277,Chukuka Emili missed Jumper.,56,85
4:49,2277,Tyquon Jordan Offensive Rebound.,56,85
4:46,2277,Tyquon Jordan made Layup.,56,87
4:15,-1,Lane Murphy missed Three Point Jumper.,56,87
4:15,2277,Tyquon Jordan Defensive Rebound.,56,87
4:08,2277,Jalon Gates missed Three Point Jumper.,56,87
4:08,-1,Dexter Dean Defensive Rebound.,56,87
4:05,2277,Foul on Oliver Lynch-Daniels.,56,87
3:52,-1,Foul on Lane Murphy.,56,87
3:52,-1,Lane Murphy Turnover.,56,87
3:52,2277,Official TV Timeout,56,87
3:37,2277,Jalon Gates made Three Point Jumper. Assisted by Stephen O'Suji.,56,90
3:16,-1,Keldon Williams missed Three Point Jumper.,56,90
3:16,2277,Houston Baptist Deadball Team Rebound.,56,90
3:14,-1,Foul on Davyon Collins.,56,90
2:52,-1,Foul on Keldon Williams.,56,90
2:52,2277,Edward Hardt made Free Throw.,56,91
2:52,2277,Edward Hardt missed Free Throw.,56,91
2:52,-1,Dexter Dean Defensive Rebound.,56,91
2:47,-1,Dexter Dean Turnover.,56,91
2:46,2277,Stephen O'Suji Steal.,56,91
2:25,2277,Tyquon Jordan made Three Point Jumper. Assisted by Stephen O'Suji.,56,94
2:13,-1,Hunter Bennett made Jumper.,58,94
2:05,2277,Stephen O'Suji missed Layup.,58,94
2:05,-1,Jordon Watson Defensive Rebound.,58,94
1:56,-1,Hunter Bennett made Three Point Jumper.,61,94
1:33,2277,Edward Hardt made Layup. Assisted by Michael Saladin.,61,96
1:19,-1,Jordon Watson made Three Point Jumper. Assisted by Hunter Bennett.,64,96
1:01,2277,Foul on Chukuka Emili.,64,96
1:01,2277,Chukuka Emili Turnover.,64,96
0:48,-1,Justin McBride missed Jumper.,64,96
0:48,2277,Houston Baptist Defensive Rebound.,64,96
0:41,2277,Michael Saladin missed Three Point Jumper.,64,96
0:41,-1,Dillon Goains Defensive Rebound.,64,96
0:28,2277,Foul on Tyquon Jordan.,64,96
0:20,-1,Dillon Goains made Layup. Assisted by Garrett Hall.,66,96
0:04,2277,Waseem Ali Jr. missed Jumper.,66,96
0:04,-1,Garrett Hall Defensive Rebound.,66,96
0:00,-1,Justin McBride missed Three Point Jumper.,66,96
0:00,-1,Dallas Christian Deadball Team Rebound.,66,96
0:00,2277,End of Game,66,96
