UNC Greensboro,2506,Presbyterian,2430
15:48,2430,James Dickey made Layup. Assisted by Marvin Smith.,45,45
15:26,2506,Reggie Dillard made Three Point Jumper. Assisted by Davon Bell.,45,48
15:06,2430,Kyrin Galloway Turnover.,45,48
15:04,2506,Reggie Dillard Steal.,45,48
15:00,2506,Davon Bell Turnover.,45,48
14:58,2430,Demetrius Troy Steal.,45,48
14:55,2430,Marvin Smith missed Layup.,45,48
14:55,2430,James Dickey Offensive Rebound.,45,48
14:50,2430,James Dickey made Layup.,47,48
14:35,2506,Reggie Dillard Turnover.,47,48
14:34,2430,Demetrius Troy Steal.,47,48
14:31,2430,Francis Alonso made Layup.,49,48
14:17,2506,Ethan Kay missed Three Point Jumper.,49,48
14:17,2430,Francis Alonso Defensive Rebound.,49,48
14:00,2430,James Dickey made Layup.,51,48
13:29,2506,Ethan Kay missed Three Point Jumper.,51,48
13:29,2506,Romeo Crouch Offensive Rebound.,51,48
13:22,2506,Reggie Dillard made Three Point Jumper. Assisted by Francois Lewis.,51,51
13:07,2506,Foul on Francois Lewis.,51,51
12:51,2430,Demetrius Troy missed Three Point Jumper.,51,51
12:51,2506,Davon Bell Defensive Rebound.,51,51
12:42,2506,Davon Bell missed Layup.,51,51
12:42,2506,Romeo Crouch Offensive Rebound.,51,51
12:25,2506,Ethan Kay missed Three Point Jumper.,51,51
12:25,2430,Kyrin Galloway Defensive Rebound.,51,51
12:01,2430,Marvin Smith Turnover.,51,51
11:59,2506,JC Younger Steal.,51,51
11:56,2506,JC Younger made Layup.,51,53
11:40,2430,Jordy Kuiper missed Jumper.,51,53
11:40,2506,Ethan Kay Defensive Rebound.,51,53
11:14,2506,Romeo Crouch made Layup. Assisted by Davon Bell.,51,55
11:06,2430,Demetrius Troy missed Three Point Jumper.,51,55
11:06,2506,Armel TeTe Defensive Rebound.,51,55
10:44,2506,Ethan Kay missed Three Point Jumper.,51,55
10:44,2430,Marvin Smith Defensive Rebound.,51,55
10:25,2430,Marvin Smith made Layup.,53,55
9:53,2506,Davon Bell missed Three Point Jumper.,53,55
9:53,2430,Kyrin Galloway Defensive Rebound.,53,55
9:35,2430,Malik Massey made Three Point Jumper. Assisted by Jordy Kuiper.,56,55
9:10,2506,JC Younger Turnover.,56,55
9:05,2430,Official TV Timeout,56,55
8:58,2430,James Dickey missed Layup.,56,55
8:58,2506,Armel TeTe Defensive Rebound.,56,55
8:40,2506,Ethan Kay made Three Point Jumper. Assisted by Reggie Dillard.,56,58
8:21,2506,Foul on Reggie Dillard.,56,58
8:11,2430,Isaiah Miller missed Jumper.,56,58
8:11,2506,Francois Lewis Defensive Rebound.,56,58
7:42,2506,Armel TeTe made Jumper. Assisted by Davon Bell.,56,60
7:28,2430,Francis Alonso made Three Point Jumper. Assisted by Malik Massey.,59,60
7:07,2506,Ethan Kay Turnover.,59,60
6:58,2506,Official TV Timeout,59,60
6:45,2430,Foul on Malik Massey.,59,60
6:45,2430,Malik Massey Turnover.,59,60
6:34,2506,Presbyterian  Timeout,59,60
6:17,2506,Francois Lewis made Three Point Jumper. Assisted by Davon Bell.,59,63
5:45,2430,Malik Massey missed Three Point Jumper.,59,63
5:45,2430,UNC Greensboro Offensive Rebound.,59,63
5:41,2430,Kyrin Galloway made Layup. Assisted by Malik Massey.,61,63
5:41,2506,Foul on Ethan Kay.,61,63
5:41,2430,Kyrin Galloway missed Free Throw.,61,63
5:41,2506,Francois Lewis Defensive Rebound.,61,63
5:26,2506,Francois Lewis Turnover.,61,63
5:26,2506,Foul on Francois Lewis.,61,63
5:07,2430,James Dickey made Jumper.,63,63
4:49,2430,Foul on James Dickey.,63,63
4:49,2506,Armel TeTe made Free Throw.,63,64
4:49,2506,Armel TeTe missed Free Throw.,63,64
4:49,2430,Francis Alonso Defensive Rebound.,63,64
4:32,2506,Foul on Romeo Crouch.,63,64
4:32,2430,Francis Alonso made Free Throw.,64,64
4:32,2430,Francis Alonso made Free Throw.,65,64
4:32,2430,Francis Alonso made Free Throw.,66,64
4:25,2506,Reggie Dillard Turnover.,66,64
4:22,2430,Demetrius Troy Steal.,66,64
4:04,2430,Marvin Smith missed Three Point Jumper.,66,64
4:04,2506,JC Younger Defensive Rebound.,66,64
3:57,2506,Official TV Timeout,66,64
3:43,2506,Reggie Dillard made Three Point Jumper.,66,67
3:21,2430,Marvin Smith made Three Point Jumper. Assisted by James Dickey.,69,67
2:56,2506,Ethan Kay missed Three Point Jumper.,69,67
2:56,2506,Armel TeTe Offensive Rebound.,69,67
2:50,2506,Ethan Kay missed Three Point Jumper.,69,67
2:50,2430,Marvin Smith Defensive Rebound.,69,67
2:40,2430,UNC Greensboro  Timeout,69,67
2:28,2430,Francis Alonso missed Layup.,69,67
2:28,2430,UNC Greensboro Offensive Rebound.,69,67
2:20,2430,Francis Alonso Turnover.,69,67
1:51,2506,Francois Lewis missed Three Point Jumper.,69,67
1:51,2430,James Dickey Defensive Rebound.,69,67
1:19,2430,Kyrin Galloway made Three Point Jumper. Assisted by Malik Massey.,72,67
1:03,2506,Davon Bell made Layup.,72,69
0:49,2430,Francis Alonso missed Three Point Jumper.,72,69
0:49,2506,Francois Lewis Defensive Rebound.,72,69
0:41,2506,Ethan Kay made Three Point Jumper. Assisted by Reggie Dillard.,72,72
0:37,2430,UNC Greensboro  Timeout,72,72
0:10,2430,Marvin Smith missed Jumper.,72,72
0:10,2506,Presbyterian Defensive Rebound.,72,72
0:06,2430,Foul on Malik Massey.,72,72
0:06,2506,Presbyterian  Timeout,72,72
0:02,2430,Foul on James Dickey.,72,72
0:01,2430,Foul on Malik Massey.,72,72
0:01,2506,JC Younger made Jumper. Assisted by Reggie Dillard.,72,74
0:00,2506,End of 2nd half,72,72
0:00,2506,End of Game,72,74
