VMI,2127,Charleston Southern,2678
14:23,2678,Will Miller Defensive Rebound.,8,8
14:03,2678,Will Miller made Layup.,10,8
13:42,2127,Jamaal David missed Layup.,10,8
13:42,2678,Will Miller Defensive Rebound.,10,8
13:33,2678,Bubba Parham made Jumper. Assisted by Keith Smith.,12,8
13:16,2127,Javis Howard Turnover.,12,8
13:03,2678,Keith Smith made Layup.,14,8
12:51,2127,Cortez Mitchell missed Layup.,14,8
12:51,2678,Fred Iruafemi Block.,14,8
12:49,2678,Keith Smith Defensive Rebound.,14,8
12:46,2678,Austin Vereen missed Layup.,14,8
12:46,2127,Christian Keeling Block.,14,8
12:45,2678,VMI Offensive Rebound.,14,8
12:26,2678,Austin Vereen made Three Point Jumper. Assisted by Jordan Ratliffe.,17,8
12:21,2127,Charleston Southern  Timeout,17,8
12:21,2127,Official TV Timeout,17,8
12:06,2678,Foul on Fred Iruafemi.,17,8
12:06,2127,Christian Keeling made Free Throw.,17,9
12:06,2127,Christian Keeling missed Free Throw.,17,9
12:06,2127,Christian Keeling Offensive Rebound.,17,9
12:00,2127,Travis McConico made Three Point Jumper. Assisted by Ty Jones.,17,12
11:44,2678,Austin Vereen missed Three Point Jumper.,17,12
11:44,2678,VMI Offensive Rebound.,17,12
11:25,2678,Keith Smith missed Three Point Jumper.,17,12
11:25,2127,Jordan Jones Defensive Rebound.,17,12
11:15,2127,Travis McConico Turnover.,17,12
10:55,2678,Jordan Ratliffe made Three Point Jumper. Assisted by Bubba Parham.,20,12
10:27,2127,Ty Jones made Jumper.,20,14
10:17,2678,Bubba Parham missed Jumper.,20,14
10:17,2127,Travis McConico Defensive Rebound.,20,14
10:07,2678,Foul on Jordan Ratliffe.,20,14
10:07,2127,Christian Keeling made Free Throw.,20,15
10:07,2127,Christian Keeling made Free Throw.,20,16
9:50,2678,Jordan Ratliffe made Three Point Jumper. Assisted by Sarju Patel.,23,16
9:18,2678,Foul on Greg Parham.,23,16
9:18,2127,Deontaye Buskey made Free Throw.,23,17
9:18,2127,Deontaye Buskey made Free Throw.,23,18
9:18,2127,Deontaye Buskey made Free Throw.,23,19
9:05,2678,Greg Parham made Jumper. Assisted by Jordan Ratliffe.,25,19
8:52,2127,Ty Jones Turnover.,25,19
8:50,2678,Greg Parham Steal.,25,19
8:43,2678,Sarju Patel made Three Point Jumper. Assisted by Greg Parham.,28,19
8:40,2127,Charleston Southern  Timeout,28,19
8:40,2127,Official TV Timeout,28,19
8:31,2127,Travis McConico Turnover.,28,19
8:10,2678,Austin Vereen missed Three Point Jumper.,28,19
8:10,2127,Javis Howard Defensive Rebound.,28,19
7:39,2127,Cortez Mitchell missed Layup.,28,19
7:39,2678,Austin Vereen Defensive Rebound.,28,19
7:18,2678,Jordan Ratliffe Turnover.,28,19
7:18,2127,Official TV Timeout,28,19
6:58,2127,Christian Keeling made Three Point Jumper. Assisted by Deontaye Buskey.,28,22
6:21,2678,Jordan Ratliffe Turnover.,28,22
6:20,2127,Travis McConico Steal.,28,22
6:14,2127,Travis McConico made Layup.,28,24
5:53,2678,Tyler Creammer missed Jumper.,28,24
5:53,2127,Charleston Southern Defensive Rebound.,28,24
5:43,2127,Cortez Mitchell Turnover.,28,24
5:42,2678,Keith Smith Steal.,28,24
5:40,2678,Keith Smith made Layup.,30,24
5:13,2127,Javis Howard missed Jumper.,30,24
5:13,2678,Greg Parham Defensive Rebound.,30,24
5:05,2678,Greg Parham missed Three Point Jumper.,30,24
5:05,2127,Christian Keeling Defensive Rebound.,30,24
4:36,2127,Foul on Ty Jones.,30,24
4:35,2127,Ty Jones Turnover.,30,24
4:20,2678,Will Miller Turnover.,30,24
4:19,2127,Jordan Jones Steal.,30,24
4:19,2678,Foul on Will Miller.,30,24
4:10,2127,Ty Jones made Layup. Assisted by Cortez Mitchell.,30,26
3:41,2678,Foul on Keith Smith.,30,26
3:41,2678,Keith Smith Turnover.,30,26
3:41,2127,Official TV Timeout,30,26
3:29,2127,Jordan Jones missed Jumper.,30,26
3:29,2678,Tyler Creammer Defensive Rebound.,30,26
3:17,2127,Foul on Christian Keeling.,30,26
3:17,2678,Tyler Creammer missed Free Throw.,30,26
3:17,2678,VMI Deadball Team Rebound.,30,26
3:17,2678,Tyler Creammer missed Free Throw.,30,26
3:17,2127,Jamaal David Defensive Rebound.,30,26
2:57,2127,Christian Keeling missed Jumper.,30,26
2:57,2127,Jordan Jones Offensive Rebound.,30,26
2:54,2678,Foul on Will Miller.,30,26
2:54,2127,Jordan Jones missed Free Throw.,30,26
2:54,2127,Charleston Southern Deadball Team Rebound.,30,26
2:54,2127,Jordan Jones missed Free Throw.,30,26
2:54,2678,Tyler Creammer Defensive Rebound.,30,26
2:36,2678,Tyler Creammer missed Jumper.,30,26
2:36,2127,Jordan Jones Defensive Rebound.,30,26
2:24,2127,Christian Keeling made Layup.,30,28
1:55,2678,Garrett Gilkeson Turnover.,30,28
1:54,2127,Jordan Jones Steal.,30,28
1:35,2127,Foul on Jordan Jones.,30,28
1:35,2127,Jordan Jones Turnover.,30,28
1:31,2678,Jordan Ratliffe Turnover.,30,28
1:29,2127,Travis McConico Steal.,30,28
1:19,2127,Cortez Mitchell made Layup.,30,30
1:19,2678,Foul on Austin Vereen.,30,30
1:19,2127,Cortez Mitchell made Free Throw.,30,31
1:08,2678,Bubba Parham missed Layup.,30,31
1:08,2127,Jamaal David Block.,30,31
1:06,2678,Tyler Creammer Offensive Rebound.,30,31
1:01,2678,Jordan Ratliffe missed Three Point Jumper.,30,31
1:01,2127,Charleston Southern Defensive Rebound.,30,31
0:37,2127,Travis McConico missed Jumper.,30,31
0:37,2127,Travis McConico Offensive Rebound.,30,31
0:07,2127,Javis Howard missed Three Point Jumper.,30,31
0:07,2127,Javis Howard Offensive Rebound.,30,31
0:03,2127,Javis Howard missed Three Point Jumper.,30,31
0:03,2678,Bubba Parham Defensive Rebound.,30,31
0:00,2127,End of 1st half,30,31
19:43,2127,Phlandrous Fleming Jr missed Three Point Jumper.,30,31
19:43,2678,Bubba Parham Defensive Rebound.,30,31
19:22,2678,Tyler Creammer Turnover.,30,31
19:21,2127,Travis McConico Steal.,30,31
19:15,2127,Deontaye Buskey missed Three Point Jumper.,30,31
19:15,2127,Travis McConico Offensive Rebound.,30,31
19:03,2127,Phlandrous Fleming Jr made Layup.,30,33
18:42,2678,Will Miller missed Layup.,30,33
18:42,2127,Jordan Jones Block.,30,33
18:40,2127,Jordan Jones Defensive Rebound.,30,33
18:30,2127,Christian Keeling missed Layup.,30,33
18:30,2127,Phlandrous Fleming Jr Offensive Rebound.,30,33
18:19,2127,Travis McConico missed Three Point Jumper.,30,33
18:19,2678,Keith Smith Defensive Rebound.,30,33
18:04,2678,Garrett Gilkeson missed Three Point Jumper.,30,33
18:04,2127,Phlandrous Fleming Jr Defensive Rebound.,30,33
17:54,2678,Foul on Garrett Gilkeson.,30,33
17:54,2127,Phlandrous Fleming Jr made Free Throw.,30,34
17:54,2127,Phlandrous Fleming Jr missed Free Throw.,30,34
17:54,2678,Bubba Parham Defensive Rebound.,30,34
17:45,2678,Keith Smith missed Layup.,30,34
17:45,2127,Jordan Jones Block.,30,34
17:43,2127,Travis McConico Defensive Rebound.,30,34
17:34,2678,VMI  Timeout,30,36
17:34,2127,Deontaye Buskey made Layup.,30,36
17:34,2127,Official TV Timeout,30,36
17:15,2127,Foul on Jordan Jones.,30,36
17:15,2678,Tyler Creammer made Free Throw.,31,36
17:15,2678,Tyler Creammer missed Free Throw.,31,36
17:15,2127,Jordan Jones Defensive Rebound.,31,36
17:00,2127,Jamaal David missed Three Point Jumper.,31,36
17:00,2678,Keith Smith Defensive Rebound.,31,36
16:42,2678,Bubba Parham made Three Point Jumper. Assisted by Keith Smith.,34,36
16:08,2127,Travis McConico missed Three Point Jumper.,34,36
16:08,2127,Jamaal David Offensive Rebound.,34,36
16:05,2127,Jamaal David missed Jumper.,34,36
16:05,2127,Jamaal David Offensive Rebound.,34,36
16:02,2678,Foul on Keith Smith.,34,36
15:52,2127,Christian Keeling Turnover.,34,36
15:51,2678,Tyler Creammer Steal.,34,36
15:47,2678,Bubba Parham made Three Point Jumper. Assisted by Garrett Gilkeson.,37,36
15:24,2127,Travis McConico Turnover.,37,36
15:24,2127,Official TV Timeout,37,36
15:07,2678,Tyler Creammer missed Jumper.,37,36
15:07,2127,Ty Jones Defensive Rebound.,37,36
14:41,2127,Cortez Mitchell made Layup.,37,38
14:28,2678,Jordan Ratliffe Turnover.,37,38
14:12,2127,Cortez Mitchell Turnover.,37,38
14:11,2678,Will Miller Steal.,37,38
14:07,2678,Jordan Ratliffe Turnover.,37,38
14:06,2127,Ty Jones Steal.,37,38
14:02,2127,Phlandrous Fleming Jr made Layup. Assisted by Ty Jones.,37,40
13:49,2678,Jordan Ratliffe missed Three Point Jumper.,37,40
13:49,2127,Javis Howard Defensive Rebound.,37,40
13:38,2127,Ty Jones Turnover.,37,40
13:37,2678,Bubba Parham Steal.,37,40
13:36,2127,Foul on Phlandrous Fleming Jr.,37,40
13:24,2678,Tyler Creammer missed Layup.,37,40
13:24,2127,Javis Howard Defensive Rebound.,37,40
13:16,2127,Ty Jones missed Jumper.,37,40
13:16,2678,Austin Vereen Defensive Rebound.,37,40
13:08,2678,Bubba Parham missed Three Point Jumper.,37,40
13:08,2127,Jamaal David Defensive Rebound.,37,40
13:00,2127,Deontaye Buskey missed Three Point Jumper.,37,40
13:00,2127,Charleston Southern Offensive Rebound.,37,40
12:33,2127,Ty Jones made Jumper.,37,42
12:13,2678,Austin Vereen made Layup.,39,42
12:13,2127,Foul on Jamaal David.,39,42
12:13,2678,Austin Vereen made Free Throw.,40,42
11:49,2127,Christian Keeling made Three Point Jumper. Assisted by Ty Jones.,40,45
11:42,2127,Official TV Timeout,40,45
11:19,2678,Greg Parham made Three Point Jumper. Assisted by Bubba Parham.,43,45
11:07,2678,Foul on Bubba Parham.,43,45
11:07,2127,Javis Howard made Free Throw.,43,46
11:07,2127,Javis Howard made Free Throw.,43,47
10:41,2678,Greg Parham missed Three Point Jumper.,43,47
10:41,2678,Fred Iruafemi Offensive Rebound.,43,47
10:34,2678,Sarju Patel missed Three Point Jumper.,43,47
10:34,2127,Jamaal David Defensive Rebound.,43,47
10:18,2127,Christian Keeling missed Three Point Jumper.,43,47
10:18,2678,Austin Vereen Defensive Rebound.,43,47
10:07,2678,Bubba Parham made Jumper.,45,47
9:43,2127,Ty Jones made Layup. Assisted by Christian Keeling.,45,49
9:37,2127,Foul on Deontaye Buskey.,45,49
9:24,2678,Greg Parham Turnover.,45,49
9:23,2127,Phlandrous Fleming Jr Steal.,45,49
9:21,2127,Phlandrous Fleming Jr made Dunk.,45,51
9:10,2678,Greg Parham Turnover.,45,51
9:09,2127,Phlandrous Fleming Jr Steal.,45,51
9:05,2127,Travis McConico missed Three Point Jumper.,45,51
9:05,2678,Bubba Parham Defensive Rebound.,45,51
9:02,2127,Foul on Deontaye Buskey.,45,51
8:49,2127,Foul on Deontaye Buskey.,45,51
8:38,2678,Bubba Parham made Three Point Jumper. Assisted by Austin Vereen.,48,51
8:11,2127,Javis Howard made Jumper. Assisted by Phlandrous Fleming Jr.,48,53
7:56,2678,Austin Vereen made Three Point Jumper. Assisted by Bubba Parham.,51,53
7:45,2127,Christian Keeling missed Layup.,51,53
7:45,2678,Sarju Patel Block.,51,53
7:45,2127,Charleston Southern Offensive Rebound.,51,53
7:45,2127,Official TV Timeout,51,53
7:34,2127,Javis Howard missed Jumper.,51,53
7:34,2678,Austin Vereen Defensive Rebound.,51,53
7:16,2678,Austin Vereen made Three Point Jumper. Assisted by Bubba Parham.,54,53
6:57,2127,Phlandrous Fleming Jr Turnover.,54,53
6:31,2678,Austin Vereen made Three Point Jumper. Assisted by Bubba Parham.,57,53
6:12,2127,Travis McConico missed Three Point Jumper.,57,53
6:12,2678,Keith Smith Defensive Rebound.,57,53
5:57,2678,Austin Vereen missed Jumper.,57,53
5:57,2127,Cortez Mitchell Defensive Rebound.,57,53
5:45,2127,Cortez Mitchell missed Jumper.,57,53
5:45,2678,Fred Iruafemi Defensive Rebound.,57,53
5:38,2678,Bubba Parham made Three Point Jumper. Assisted by Keith Smith.,60,53
5:29,2127,Charleston Southern  Timeout,60,53
5:20,2127,Christian Keeling Turnover.,60,53
4:49,2678,Foul on Austin Vereen.,60,53
4:49,2678,Austin Vereen Turnover.,60,53
4:33,2127,Ty Jones made Jumper. Assisted by Travis McConico.,60,55
4:01,2678,Garrett Gilkeson made Jumper. Assisted by Keith Smith.,62,55
3:42,2127,Jamaal David Turnover.,62,55
3:42,2127,Official TV Timeout,62,55
3:13,2678,Garrett Gilkeson missed Three Point Jumper.,62,55
3:13,2127,Ty Jones Block.,62,55
3:11,2127,Ty Jones Defensive Rebound.,62,55
3:05,2678,Foul on Fred Iruafemi.,62,55
3:05,2127,Phlandrous Fleming Jr missed Free Throw.,62,55
3:05,2127,Charleston Southern Deadball Team Rebound.,62,55
3:05,2127,Phlandrous Fleming Jr missed Free Throw.,62,55
3:05,2127,Deontaye Buskey Offensive Rebound.,62,55
2:52,2127,Ty Jones Turnover.,62,55
2:51,2678,Austin Vereen Steal.,62,55
2:50,2127,Foul on Deontaye Buskey.,62,55
2:50,2678,Bubba Parham made Free Throw.,63,55
2:50,2678,Bubba Parham made Free Throw.,64,55
2:30,2678,Foul on Bubba Parham.,64,55
2:30,2127,Ty Jones missed Free Throw.,64,55
2:30,2127,Charleston Southern Deadball Team Rebound.,64,55
2:30,2127,Ty Jones made Free Throw.,64,56
2:09,2678,Fred Iruafemi made Jumper. Assisted by Bubba Parham.,66,56
1:51,2127,Christian Keeling made Layup.,66,58
1:47,2678,Bubba Parham Turnover.,66,58
1:46,2127,Travis McConico Steal.,66,58
1:46,2678,Foul on Bubba Parham.,66,58
1:46,2127,Travis McConico missed Free Throw.,66,58
1:46,2127,Charleston Southern Deadball Team Rebound.,66,58
1:46,2127,Travis McConico made Free Throw.,66,59
1:46,2127,Charleston Southern  Timeout,66,59
1:40,2127,Foul on Christian Keeling.,66,59
1:40,2678,Keith Smith missed Free Throw.,66,59
1:40,2127,Ty Jones Defensive Rebound.,66,59
1:28,2127,Travis McConico missed Three Point Jumper.,66,59
1:28,2678,Fred Iruafemi Defensive Rebound.,66,59
1:17,2127,Foul on Christian Keeling.,66,59
1:17,2678,Austin Vereen made Free Throw.,67,59
1:17,2678,Austin Vereen made Free Throw.,68,59
1:07,2127,Christian Keeling made Layup.,68,61
1:07,2678,Foul on Fred Iruafemi.,68,61
1:07,2127,Christian Keeling made Free Throw.,68,62
1:07,2678,VMI  Timeout,68,62
1:07,2678,Bubba Parham Turnover.,68,62
1:01,2127,Travis McConico Turnover.,68,62
1:00,2678,Keith Smith Steal.,68,62
0:59,2127,Foul on Phlandrous Fleming Jr.,68,62
0:59,2678,Austin Vereen missed Free Throw.,68,62
0:59,2678,VMI Deadball Team Rebound.,68,62
0:59,2678,Austin Vereen made Free Throw.,69,62
0:51,2678,Foul on Keith Smith.,69,62
0:51,2127,Christian Keeling made Free Throw.,69,63
0:51,2127,Christian Keeling made Free Throw.,69,64
0:48,2127,Foul on Ty Jones.,69,64
0:48,2678,Bubba Parham made Free Throw.,70,64
0:48,2678,Bubba Parham missed Free Throw.,70,64
0:48,2127,Travis McConico Defensive Rebound.,70,64
0:42,2127,Foul on Deontaye Buskey.,70,64
0:42,2127,Deontaye Buskey Turnover.,70,64
0:38,2127,Foul on Cortez Mitchell.,70,64
0:38,2678,Keith Smith missed Free Throw.,70,64
0:38,2678,VMI Deadball Team Rebound.,70,64
0:38,2678,Keith Smith made Free Throw.,71,64
0:35,2127,Travis McConico missed Three Point Jumper.,71,64
0:35,2127,Cortez Mitchell Offensive Rebound.,71,64
0:31,2678,Foul on Garrett Gilkeson.,71,64
0:31,2127,Cortez Mitchell made Free Throw.,71,65
0:31,2127,Cortez Mitchell missed Free Throw.,71,65
0:31,2678,Fred Iruafemi Defensive Rebound.,71,65
0:29,2127,Foul on Travis McConico.,71,65
0:29,2678,Fred Iruafemi missed Free Throw.,71,65
0:29,2678,VMI Deadball Team Rebound.,71,65
0:29,2678,Fred Iruafemi made Free Throw.,72,65
0:25,2127,Phlandrous Fleming Jr missed Three Point Jumper.,72,65
0:25,2127,Christian Keeling Offensive Rebound.,72,65
0:18,2127,Cortez Mitchell missed Three Point Jumper.,72,65
0:18,2678,Fred Iruafemi Defensive Rebound.,72,65
0:11,2127,Foul on Ty Jones.,72,65
0:11,2678,Austin Vereen made Free Throw.,73,65
0:11,2678,Austin Vereen made Free Throw.,74,65
0:07,2127,Christian Keeling made Three Point Jumper.,74,68
0:05,2127,Foul on Ty Jones.,74,68
0:05,2678,Austin Vereen made Free Throw.,75,68
0:05,2678,Austin Vereen made Free Throw.,76,68
0:02,2127,Christian Keeling missed Three Point Jumper.,76,68
0:02,2678,Fred Iruafemi Defensive Rebound.,76,68
0:00,2127,End of Game,76,68
