Harris Stowe,Error,Murray State,93
13:18,-1,Nate Rigmaiden Turnover.,12,18
13:16,93,Anthony Smith Steal.,12,18
12:58,93,Ja Morant made Three Point Jumper. Assisted by Byron Hawkins.,12,21
12:41,-1,Deandre Clark Turnover.,12,21
12:40,93,Ja Morant Steal.,12,21
12:37,93,Ja Morant missed Dunk.,12,21
12:37,93,Byron Hawkins Offensive Rebound.,12,21
12:33,93,Byron Hawkins missed Three Point Jumper.,12,21
12:33,-1,Nate Rigmaiden Defensive Rebound.,12,21
12:32,93,Foul on Anthony Smith.,12,21
12:25,-1,Dwane Miner Turnover.,12,21
12:20,93,Byron Hawkins Steal.,12,21
12:19,93,Jonathan Stark missed Three Point Jumper.,12,21
12:19,-1,Dwane Miner Defensive Rebound.,12,21
12:07,-1,Dwane Miner Turnover.,12,21
12:06,93,Jonathan Stark Steal.,12,21
11:53,-1,Foul on Nate Rigmaiden.,12,21
11:53,93,Official TV Timeout,12,21
11:53,93,Byron Hawkins made Free Throw.,12,22
11:53,93,Byron Hawkins made Free Throw.,12,23
11:22,-1,Samuel Egedi missed Jumper.,12,23
11:22,93,Anthony Smith Defensive Rebound.,12,23
10:53,93,Jonathan Stark missed Three Point Jumper.,12,23
10:53,-1,Nate Rigmaiden Defensive Rebound.,12,23
10:48,-1,Nate Rigmaiden missed Layup.,12,23
10:48,93,Jalen Dupree Defensive Rebound.,12,23
10:38,-1,Foul on Altez Davis.,12,23
10:38,93,Anthony Smith missed Free Throw.,12,23
10:38,93,Murray State Deadball Team Rebound.,12,23
10:38,93,Anthony Smith missed Free Throw.,12,23
10:38,-1,Samuel Egedi Defensive Rebound.,12,23
10:23,93,Foul on Shaq Buchanan.,12,23
10:17,-1,Nate Rigmaiden missed Three Point Jumper.,12,23
10:17,93,Byron Hawkins Defensive Rebound.,12,23
10:03,93,Ja Morant missed Three Point Jumper.,12,23
10:03,93,Anthony Smith Offensive Rebound.,12,23
10:00,93,Anthony Smith made Jumper.,12,25
9:48,-1,Nate Rigmaiden made Layup. Assisted by Michael Gregg.,14,25
9:31,93,Jalen Dupree missed Layup.,14,25
9:31,93,Jalen Dupree Offensive Rebound.,14,25
9:31,-1,Foul on Samuel Egedi.,14,25
9:31,93,Jalen Dupree missed Free Throw.,14,25
9:31,93,Murray State Deadball Team Rebound.,14,25
9:31,93,Jalen Dupree made Free Throw.,14,26
9:26,-1,Jeremy Verges Turnover.,14,26
9:25,93,Byron Hawkins Steal.,14,26
9:00,93,Terrell Miller Jr. missed Layup.,14,26
9:00,93,Jalen Dupree Offensive Rebound.,14,26
8:58,93,Jalen Dupree missed Layup.,14,26
8:58,93,Jalen Dupree Offensive Rebound.,14,26
8:55,93,Jalen Dupree made Layup.,14,28
8:47,-1,Harris-Stowe  Timeout,14,28
8:46,-1,Deandre Clark made Jumper.,16,28
8:23,93,Jalen Dupree missed Jumper.,16,28
8:23,-1,Dwane Miner Defensive Rebound.,16,28
8:16,-1,Samuel Egedi made Layup.,18,28
8:02,93,Murray State  Timeout,18,28
8:01,93,Jalen Dupree Turnover.,18,28
8:00,93,Foul on Jalen Dupree.,18,28
7:38,-1,Deandre Clark missed Three Point Jumper.,18,28
7:38,93,Jalen Dupree Defensive Rebound.,18,28
7:11,-1,Foul on Christian Wimbley.,18,28
7:11,93,Terrell Miller Jr. made Free Throw.,18,29
7:11,93,Terrell Miller Jr. made Free Throw.,18,30
6:49,-1,Michael Gregg made Three Point Jumper. Assisted by Deandre Clark.,21,30
6:19,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Ja Morant.,21,33
6:02,93,Foul on Ja Morant.,21,33
6:02,-1,Dwane Miner missed Free Throw.,21,33
6:02,-1,Harris-Stowe Deadball Team Rebound.,21,33
6:02,-1,Dwane Miner made Free Throw.,22,33
5:56,93,Jonathan Stark missed Three Point Jumper.,22,33
5:56,93,Terrell Miller Jr. Offensive Rebound.,22,33
5:49,93,Terrell Miller Jr. made Layup.,22,35
5:27,-1,Dwane Miner Turnover.,22,35
5:25,93,Terrell Miller Jr. Steal.,22,35
5:23,-1,Foul on Dwane Miner.,22,35
5:21,93,Terrell Miller Jr. made Free Throw.,22,36
5:21,93,Terrell Miller Jr. made Free Throw.,22,37
5:05,-1,Deandre Clark made Three Point Jumper.,25,37
4:49,93,Ja Morant made Jumper.,25,39
4:28,-1,Christian Wimbley missed Jumper.,25,39
4:28,93,Jonathan Stark Defensive Rebound.,25,39
4:17,93,Jonathan Stark missed Three Point Jumper.,25,39
4:17,-1,Nate Rigmaiden Defensive Rebound.,25,39
4:05,-1,Jamal Hinton made Layup.,27,39
3:43,93,Terrell Miller Jr. made Layup. Assisted by Jonathan Stark.,27,41
3:19,-1,Deandre Clark missed Three Point Jumper.,27,41
3:19,93,Byron Hawkins Defensive Rebound.,27,41
3:03,93,Jonathan Stark made Three Point Jumper. Assisted by Byron Hawkins.,27,44
3:03,-1,Harris-Stowe  Timeout,27,44
2:43,-1,Nate Rigmaiden missed Three Point Jumper.,27,44
2:43,-1,Christian Wimbley Offensive Rebound.,27,44
2:40,-1,Christian Wimbley missed Jumper.,27,44
2:40,93,Terrell Miller Jr. Block.,27,44
2:38,93,Byron Hawkins Defensive Rebound.,27,44
2:34,93,Jonathan Stark made Three Point Jumper. Assisted by Byron Hawkins.,27,47
2:07,-1,Jr  Corey Wells Turnover.,27,47
1:48,93,Anthony Smith Turnover.,27,47
1:48,93,Foul on Anthony Smith.,27,47
1:24,93,Foul on Jalen Dupree.,27,47
1:24,-1,Deandre Clark missed Free Throw.,27,47
1:24,93,Terrell Miller Jr. Defensive Rebound.,27,47
1:24,93,Ja Morant made Layup. Assisted by Ja Morant.,27,49
1:24,-1,Jr  Corey Wells Turnover.,27,49
1:24,93,Jonathan Stark Steal.,27,49
1:24,93,Byron Hawkins made Layup. Assisted by Ja Morant.,27,51
1:24,-1,Deandre Clark missed Three Point Jumper.,27,51
1:24,93,Brion Sanchious Defensive Rebound.,27,51
1:24,93,Jonathan Stark missed Three Point Jumper.,27,51
1:24,-1,Jamal Hinton Defensive Rebound.,27,51
0:08,-1,Nate Rigmaiden Turnover.,27,51
0:08,-1,Foul on Nate Rigmaiden.,27,51
0:02,93,Jonathan Stark made Layup.,27,53
0:00,93,End of 1st half,27,53
19:35,-1,Deandre Clark missed Three Point Jumper.,27,53
19:35,93,Brion Sanchious Defensive Rebound.,27,53
19:32,93,Shaq Buchanan Turnover.,27,53
19:31,-1,Jr  Corey Wells Steal.,27,53
19:27,-1,Jr  Corey Wells missed Layup.,27,53
19:27,93,Shaq Buchanan Block.,27,53
19:26,-1,Harris-Stowe Offensive Rebound.,27,53
19:14,-1,Dwane Miner missed Three Point Jumper.,27,53
19:14,93,Murray State Defensive Rebound.,27,53
19:03,93,Jonathan Stark Turnover.,27,53
18:51,-1,Altez Davis missed Layup.,27,53
18:51,93,Terrell Miller Jr. Defensive Rebound.,27,53
18:43,93,Terrell Miller Jr. missed Three Point Jumper.,27,53
18:43,-1,Altez Davis Defensive Rebound.,27,53
18:29,-1,Dwane Miner missed Three Point Jumper.,27,53
18:29,93,Terrell Miller Jr. Defensive Rebound.,27,53
18:20,93,Terrell Miller Jr. missed Jumper.,27,53
18:20,-1,Dwane Miner Block.,27,53
18:18,-1,Jamal Hinton Defensive Rebound.,27,53
18:07,-1,Altez Davis Turnover.,27,53
18:00,93,Brion Sanchious made Dunk. Assisted by Shaq Buchanan.,27,55
17:41,-1,Jr  Corey Wells Turnover.,27,55
17:39,93,Terrell Miller Jr. Steal.,27,55
17:36,93,Brion Sanchious missed Layup.,27,55
17:36,-1,Altez Davis Block.,27,55
17:35,-1,Altez Davis Defensive Rebound.,27,55
17:30,-1,Jr  Corey Wells made Layup.,29,55
17:18,-1,Foul on Jr  Corey Wells.,29,55
17:06,93,Jonathan Stark made Jumper.,29,57
16:55,-1,Samuel Egedi missed Jumper.,29,57
16:55,93,Ja Morant Defensive Rebound.,29,57
16:47,93,Jonathan Stark missed Three Point Jumper.,29,57
16:47,-1,Harris-Stowe Defensive Rebound.,29,57
16:25,-1,Christian Wimbley missed Jumper.,29,57
16:25,93,Shaq Buchanan Block.,29,57
16:24,-1,Jamal Hinton Offensive Rebound.,29,57
16:20,-1,Altez Davis made Dunk. Assisted by Jamal Hinton.,31,57
16:09,93,Shaq Buchanan made Dunk. Assisted by Jonathan Stark.,31,59
15:41,-1,Jamal Hinton Turnover.,31,59
15:40,93,Official TV Timeout,31,59
15:05,93,Anthony Smith made Jumper.,31,61
14:59,-1,Deandre Clark missed Three Point Jumper.,31,61
14:59,93,Murray State Defensive Rebound.,31,61
14:50,93,Byron Hawkins Turnover.,31,61
14:50,-1,Foul on Deandre Clark.,31,61
14:36,-1,Deandre Clark made Jumper.,33,61
13:58,93,Anthony Smith Turnover.,33,61
13:58,93,Foul on Anthony Smith.,33,61
13:57,-1,Altez Davis Turnover.,33,61
13:19,-1,Foul on Deandre Clark.,33,61
13:14,93,Jonathan Stark made Three Point Jumper. Assisted by Byron Hawkins.,33,64
13:03,-1,Nate Rigmaiden missed Jumper.,33,64
13:03,93,Jonathan Stark Block.,33,64
13:00,93,Jonathan Stark Defensive Rebound.,33,64
12:57,93,Jachai Taylor missed Jumper.,33,64
12:57,-1,Altez Davis Defensive Rebound.,33,64
12:51,-1,Nate Rigmaiden missed Three Point Jumper.,33,64
12:51,93,Jachai Taylor Defensive Rebound.,33,64
12:44,93,Byron Hawkins missed Three Point Jumper.,33,64
12:44,-1,Jamal Hinton Defensive Rebound.,33,64
12:30,-1,Jamal Hinton made Jumper.,35,64
12:19,93,Anthony Smith Turnover.,35,64
12:14,-1,Jamal Hinton Steal.,35,64
12:04,-1,Michael Gregg Turnover.,35,64
12:03,93,Byron Hawkins Steal.,35,64
12:01,93,Byron Hawkins made Layup.,35,66
11:37,-1,Jamal Hinton Turnover.,35,66
11:37,-1,Foul on Jamal Hinton.,35,66
11:37,93,Official TV Timeout,35,66
11:32,93,Byron Hawkins Turnover.,35,66
11:31,-1,Samuel Egedi Steal.,35,66
11:21,-1,Jr  Corey Wells missed Jumper.,35,66
11:21,93,Brion Sanchious Defensive Rebound.,35,66
10:49,93,Terrell Miller Jr. made Jumper. Assisted by Shaq Buchanan.,35,68
10:31,-1,Nate Rigmaiden missed Jumper.,35,68
10:31,-1,Samuel Egedi Offensive Rebound.,35,68
10:24,-1,Jeremy Verges made Three Point Jumper. Assisted by Nate Rigmaiden.,38,68
10:12,93,Shaq Buchanan Turnover.,38,68
10:10,-1,Nate Rigmaiden Steal.,38,68
10:07,-1,Nate Rigmaiden missed Jumper.,38,68
10:07,93,Jachai Taylor Defensive Rebound.,38,68
10:00,93,Brion Sanchious missed Layup.,38,68
10:00,-1,Jeremy Verges Block.,38,68
9:59,-1,Jeremy Verges Defensive Rebound.,38,68
9:53,-1,Michael Gregg Turnover.,38,68
9:23,93,Jachai Taylor made Three Point Jumper. Assisted by Byron Hawkins.,38,71
9:04,93,Foul on Terrell Miller Jr..,38,71
9:04,-1,Samuel Egedi made Free Throw.,39,71
9:04,-1,Samuel Egedi made Free Throw.,40,71
8:35,-1,Foul on Jeremy Verges.,40,71
8:35,93,Ja Morant made Free Throw.,40,72
8:35,93,Ja Morant made Free Throw.,40,73
8:35,93,Ja Morant made Free Throw.,40,74
8:17,-1,Jeremy Verges missed Jumper.,40,74
8:17,-1,Altez Davis Offensive Rebound.,40,74
8:11,-1,Samuel Egedi made Layup.,42,74
7:52,-1,Foul on Samuel Egedi.,42,74
7:52,93,Official TV Timeout,42,74
7:30,93,Ja Morant missed Three Point Jumper.,42,74
7:30,-1,Harris-Stowe Defensive Rebound.,42,74
7:26,-1,Devonte Lash missed Three Point Jumper.,42,74
7:26,93,Anthony Smith Defensive Rebound.,42,74
7:15,93,Jachai Taylor missed Three Point Jumper.,42,74
7:15,93,Anthony Smith Offensive Rebound.,42,74
7:11,93,Anthony Smith Turnover.,42,74
7:10,-1,Altez Davis Steal.,42,74
7:05,-1,Deandre Clark missed Three Point Jumper.,42,74
7:05,93,Anthony Smith Defensive Rebound.,42,74
6:37,93,Brion Whitley missed Three Point Jumper.,42,74
6:37,-1,Deandre Clark Defensive Rebound.,42,74
6:37,93,Foul on Anthony Smith.,42,74
6:06,93,Foul on Anthony Smith.,42,74
6:05,-1,Jeremy Verges Turnover.,42,74
5:39,-1,Foul on Altez Davis.,42,74
5:39,93,Jalen Dupree made Free Throw.,42,75
5:39,93,Jalen Dupree made Free Throw.,42,76
5:20,93,Foul on Jachai Taylor.,42,76
5:20,-1,Christian Wimbley made Free Throw.,43,76
5:20,-1,Christian Wimbley made Free Throw.,44,76
4:54,93,Jalen Dupree made Free Throw.,44,78
4:54,-1,Foul on Samuel Egedi.,44,76
4:54,93,Jalen Dupree made Free Throw.,44,77
4:54,-1,Deandre Clark made Three Point Jumper. Assisted by Christian Wimbley.,47,78
4:31,-1,Foul on Altez Davis.,47,78
4:24,93,Jalen Dupree made Free Throw.,47,79
3:54,93,Jalen Dupree made Free Throw.,47,80
3:49,-1,Christian Wimbley Turnover.,47,80
3:48,93,Jalen Dupree Steal.,47,80
3:46,93,Jalen Dupree Turnover.,47,80
3:46,-1,Altez Davis Steal.,47,80
3:43,-1,Christian Wimbley missed Layup.,47,80
3:43,93,Brion Whitley Defensive Rebound.,47,80
3:39,93,Brion Whitley made Jumper.,47,82
3:39,-1,Foul on Altez Davis.,47,82
3:39,93,Official TV Timeout,47,82
3:39,93,Brion Whitley made Free Throw.,47,83
3:38,-1,Dwane Miner missed Three Point Jumper.,47,83
3:38,93,Jalen Dupree Defensive Rebound.,47,83
3:04,93,Zach Hopewell missed Jumper.,47,83
3:04,-1,Nate Rigmaiden Defensive Rebound.,47,83
2:58,93,Foul on Jalen Dupree.,47,83
2:53,-1,Dwane Miner made Layup.,49,83
2:37,93,Jachai Taylor made Jumper. Assisted by Zach Hopewell.,49,85
2:18,-1,Dwane Miner made Three Point Jumper. Assisted by Jeremy Verges.,52,85
1:45,93,Jalen Dupree missed Jumper.,52,85
1:45,-1,Jamal Hinton Defensive Rebound.,52,85
1:31,-1,Nate Rigmaiden made Layup.,54,85
1:05,93,Zach Hopewell missed Jumper.,54,85
1:05,-1,Jamal Hinton Block.,54,85
1:01,93,Murray State Offensive Rebound.,54,85
0:59,93,Brion Whitley missed Three Point Jumper.,54,85
0:59,-1,Dwane Miner Defensive Rebound.,54,85
0:56,-1,Jeremy Verges missed Layup.,54,85
0:56,93,Brion Whitley Defensive Rebound.,54,85
0:47,93,Zach Hopewell Turnover.,54,85
0:42,-1,Dwane Miner Turnover.,54,85
0:23,93,Zach Hopewell Turnover.,54,85
0:21,-1,Jeremy Verges Steal.,54,85
0:19,-1,Dwane Miner made Layup.,56,85
0:00,93,End of Game,56,85
