Cal State-Los Angeles,Error,Loyola Marymount,2351
12:35,-1,Jalyn Pennie Steal.,13,19
12:27,-1,Kenneth Cyprian missed Three Point Jumper.,13,19
12:27,2351,Jeffery McClendon Defensive Rebound.,13,19
12:01,2351,Eli Scott Turnover.,13,19
12:01,2351,Official TV Timeout,13,19
11:53,2351,Foul on Jeffery McClendon.,13,19
11:53,-1,Jalyn Pennie made Three Point Jumper. Assisted by Kenneth Cyprian.,16,19
11:47,2351,Zafir Williams made Layup. Assisted by James Batemon.,16,21
11:31,-1,Jalyn Pennie missed Layup.,16,21
11:31,2351,Cameron Allen Defensive Rebound.,16,21
11:23,2351,Cameron Allen missed Layup.,16,21
11:23,2351,Cameron Allen Offensive Rebound.,16,21
11:06,-1,Foul on Khalil Williams.,16,21
10:40,2351,Mattias Markusson Turnover.,16,21
10:38,-1,Kenneth Cyprian Steal.,16,21
10:34,-1,Elliott Smith made Layup.,18,21
10:20,2351,Eli Scott missed Three Point Jumper.,18,21
10:20,-1,Garrett Carter Defensive Rebound.,18,21
10:15,-1,Garrett Carter missed Three Point Jumper.,18,21
10:15,2351,Loyola Marymount Defensive Rebound.,18,21
9:55,2351,Jeffery McClendon made Layup.,18,23
9:40,-1,Kenneth Cyprian made Three Point Jumper. Assisted by Garrett Carter.,21,23
9:23,2351,Eli Scott made Layup. Assisted by James Batemon.,21,25
9:00,-1,Elliott Smith missed Three Point Jumper.,21,25
9:00,2351,Jeffery McClendon Defensive Rebound.,21,25
8:29,2351,Jeffery McClendon missed Layup.,21,25
8:29,2351,Eli Scott Offensive Rebound.,21,25
8:28,-1,Foul on Elliott Smith.,21,25
8:28,2351,Eli Scott made Free Throw.,21,26
8:28,2351,Eli Scott missed Free Throw.,21,26
8:28,-1,Jihad Woods Defensive Rebound.,21,26
8:20,-1,Devin Means Turnover.,21,26
8:20,2351,Mattias Markusson Steal.,21,26
8:20,2351,Mattias Markusson Turnover.,21,26
8:13,-1,Grant Arthur missed Three Point Jumper.,21,26
8:13,2351,Joe Quintana Defensive Rebound.,21,26
8:05,2351,Eli Scott made Dunk. Assisted by Joe Quintana.,21,28
7:49,-1,Garrett Carter made Three Point Jumper.,24,28
7:37,2351,Steven Haney missed Layup.,24,28
7:37,-1,Jihad Woods Block.,24,28
7:37,2351,Loyola Marymount Offensive Rebound.,24,28
7:37,2351,Official TV Timeout,24,28
7:21,-1,Foul on Sean Estes.,24,28
7:21,2351,Eli Scott made Free Throw.,24,29
7:21,2351,Eli Scott missed Free Throw.,24,29
7:21,-1,Sean Estes Defensive Rebound.,24,29
6:57,-1,Sean Estes made Three Point Jumper. Assisted by Sequan Walker.,27,29
6:29,2351,Steven Haney missed Three Point Jumper.,27,29
6:29,-1,Devin Means Defensive Rebound.,27,29
6:17,-1,Sequan Walker missed Three Point Jumper.,27,29
6:17,2351,Eli Scott Defensive Rebound.,27,29
6:13,2351,Eli Scott Turnover.,27,29
6:13,-1,Devin Means Steal.,27,29
6:06,-1,Sean Estes missed Three Point Jumper.,27,29
6:06,2351,Eli Scott Defensive Rebound.,27,29
5:58,2351,Joe Quintana Turnover.,27,29
5:57,-1,Grant Arthur Steal.,27,29
5:52,-1,Grant Arthur missed Layup.,27,29
5:52,2351,Mattias Markusson Defensive Rebound.,27,29
5:45,2351,Steven Haney missed Three Point Jumper.,27,29
5:45,-1,CS Los Angeles Defensive Rebound.,27,29
5:24,-1,Garrett Carter missed Jumper.,27,29
5:24,2351,Mattias Markusson Defensive Rebound.,27,29
4:56,2351,Mattias Markusson made Dunk. Assisted by Cameron Allen.,27,31
4:27,-1,Sequan Walker missed Three Point Jumper.,27,31
4:27,2351,Steven Haney Defensive Rebound.,27,31
4:16,2351,Zafir Williams made Layup. Assisted by James Batemon.,27,33
3:56,-1,Garrett Carter missed Layup.,27,33
3:56,2351,Cameron Allen Defensive Rebound.,27,33
3:43,2351,Steven Haney missed Three Point Jumper.,27,33
3:43,-1,Devin Means Defensive Rebound.,27,33
3:33,-1,Devin Means missed Jumper.,27,33
3:33,-1,Devin Means Offensive Rebound.,27,33
3:29,-1,Khalil Williams Turnover.,27,33
3:29,2351,Official TV Timeout,27,33
3:19,2351,Mattias Markusson made Dunk. Assisted by Zafir Williams.,27,35
3:02,-1,Garrett Carter missed Three Point Jumper.,27,35
3:02,-1,CS Los Angeles Offensive Rebound.,27,35
2:49,2351,Foul on Cameron Allen.,27,35
2:49,-1,Khalil Williams made Free Throw.,28,35
2:49,-1,Khalil Williams made Free Throw.,29,35
2:33,2351,James Batemon made Layup.,29,37
2:22,-1,Garrett Carter missed Three Point Jumper.,29,37
2:22,2351,Mattias Markusson Defensive Rebound.,29,37
2:11,-1,Foul on Khalil Williams.,29,37
2:11,2351,James Batemon made Free Throw.,29,38
2:11,2351,James Batemon missed Free Throw.,29,38
2:11,-1,Jalyn Pennie Defensive Rebound.,29,38
2:03,-1,Garrett Carter made Three Point Jumper.,32,38
1:49,2351,Mattias Markusson made Jumper. Assisted by Zafir Williams.,32,40
1:34,2351,Foul on Donald Gipson.,32,40
1:34,-1,Devin Means made Free Throw.,33,40
1:34,-1,Devin Means made Free Throw.,34,40
1:34,-1,Devin Means made Free Throw.,35,40
1:25,-1,Foul on Devin Means.,35,40
1:25,2351,James Batemon made Free Throw.,35,41
1:25,2351,James Batemon made Free Throw.,35,42
1:16,-1,Jalyn Pennie missed Three Point Jumper.,35,42
1:16,2351,Cameron Allen Defensive Rebound.,35,42
1:00,2351,Mattias Markusson missed Layup.,35,42
1:00,2351,Zafir Williams Offensive Rebound.,35,42
0:56,2351,Zafir Williams made Layup.,35,44
0:44,-1,Kenneth Cyprian missed Three Point Jumper.,35,44
0:44,2351,Cameron Allen Defensive Rebound.,35,44
0:35,-1,Foul on Devin Means.,35,44
0:35,2351,Cameron Allen missed Free Throw.,35,44
0:35,2351,Loyola Marymount Deadball Team Rebound.,35,44
0:35,2351,Cameron Allen missed Free Throw.,35,44
0:35,-1,Jalyn Pennie Defensive Rebound.,35,44
0:32,-1,CS Los Angeles  Timeout,35,44
0:20,-1,Jihad Woods made Layup. Assisted by Jalyn Pennie.,37,44
0:20,2351,Foul on Zafir Williams.,37,44
0:20,-1,Jihad Woods missed Free Throw.,37,44
0:20,2351,James Batemon Defensive Rebound.,37,44
0:04,2351,Zafir Williams made Jumper. Assisted by James Batemon.,37,46
0:00,2351,End of 1st half,37,46
19:55,-1,Foul on Garrett Carter.,37,46
19:55,2351,Steven Haney Turnover.,37,46
19:53,-1,Jalyn Pennie Steal.,37,46
19:47,-1,Jihad Woods missed Layup.,37,46
19:47,2351,Loyola Marymount Defensive Rebound.,37,46
19:25,2351,Joe Quintana missed Layup.,37,46
19:25,-1,Jihad Woods Block.,37,46
19:23,-1,Elliott Smith Defensive Rebound.,37,46
19:01,-1,Jihad Woods missed Jumper.,37,46
19:01,2351,Mattias Markusson Block.,37,46
18:59,2351,James Batemon Defensive Rebound.,37,46
18:54,2351,James Batemon Turnover.,37,46
18:37,-1,Garrett Carter missed Three Point Jumper.,37,46
18:37,2351,Steven Haney Defensive Rebound.,37,46
18:18,2351,Zafir Williams missed Layup.,37,46
18:18,-1,Garrett Carter Defensive Rebound.,37,46
18:09,-1,Jihad Woods missed Layup.,37,46
18:09,-1,Jihad Woods Offensive Rebound.,37,46
18:04,-1,Garrett Carter made Three Point Jumper. Assisted by Jihad Woods.,40,46
17:43,2351,Steven Haney missed Layup.,40,46
17:43,-1,Elliott Smith Block.,40,46
17:41,2351,Loyola Marymount Offensive Rebound.,40,46
17:35,2351,Eli Scott made Layup. Assisted by James Batemon.,40,48
17:26,-1,Garrett Carter Turnover.,40,48
17:25,2351,Eli Scott Steal.,40,48
17:15,2351,Cameron Allen Turnover.,40,48
17:14,-1,Elliott Smith Steal.,40,48
17:12,-1,Elliott Smith missed Layup.,40,48
17:12,2351,James Batemon Defensive Rebound.,40,48
17:02,2351,Steven Haney made Three Point Jumper. Assisted by James Batemon.,40,51
16:35,-1,Elliott Smith Turnover.,40,51
16:23,2351,Cameron Allen missed Layup.,40,51
16:23,-1,Jihad Woods Block.,40,51
16:23,2351,Loyola Marymount Offensive Rebound.,40,51
16:22,2351,James Batemon Turnover.,40,51
16:19,-1,Kenneth Cyprian Steal.,40,51
16:16,-1,Jihad Woods made Dunk. Assisted by Garrett Carter.,42,51
16:07,-1,Foul on Kenneth Cyprian.,42,51
15:54,2351,Official TV Timeout,42,51
15:41,2351,Mattias Markusson Turnover.,42,51
15:40,-1,Khalil Williams Steal.,42,51
15:38,-1,Khalil Williams made Layup.,44,51
15:36,-1,Foul on Kenneth Cyprian.,44,51
15:14,-1,Foul on Jihad Woods.,44,51
15:14,2351,James Batemon missed Free Throw.,44,51
15:14,2351,Loyola Marymount Deadball Team Rebound.,44,51
15:14,2351,James Batemon missed Free Throw.,44,51
15:14,-1,Sean Estes Defensive Rebound.,44,51
14:51,-1,Devin Means missed Three Point Jumper.,44,51
14:51,2351,James Batemon Defensive Rebound.,44,51
14:46,2351,Jeffery McClendon made Layup. Assisted by James Batemon.,44,53
14:30,-1,Khalil Williams Turnover.,44,53
14:27,2351,Steven Haney Steal.,44,53
14:22,-1,Foul on Khalil Williams.,44,53
14:17,2351,Zafir Williams missed Layup.,44,53
14:17,2351,Loyola Marymount Offensive Rebound.,44,53
14:05,2351,Eli Scott made Layup.,44,55
13:45,-1,Devin Means missed Three Point Jumper.,44,55
13:45,2351,Eli Scott Defensive Rebound.,44,55
13:37,2351,Steven Haney made Three Point Jumper. Assisted by James Batemon.,44,58
13:05,-1,Grant Arthur missed Layup.,44,58
13:03,2351,Zafir Williams Defensive Rebound.,44,58
13:02,-1,Foul on Devin Means.,44,58
12:59,-1,Foul on Grant Arthur.,44,58
12:59,2351,Steven Haney made Free Throw.,44,59
12:59,2351,Steven Haney made Free Throw.,44,60
12:39,-1,Devin Means missed Layup.,44,60
12:39,2351,Mattias Markusson Defensive Rebound.,44,60
12:22,2351,Mattias Markusson missed Layup.,44,60
12:22,2351,Eli Scott Offensive Rebound.,44,60
12:20,2351,Eli Scott made Layup.,44,62
12:09,2351,Foul on Jeffery McClendon.,44,62
12:09,2351,Foul on James Batemon.,44,62
11:57,-1,Elliott Smith missed Jumper.,44,62
11:57,2351,Steven Haney Defensive Rebound.,44,62
11:37,2351,Jeffery McClendon made Layup.,44,64
11:06,-1,Kenneth Cyprian missed Three Point Jumper.,44,64
11:06,2351,Steven Haney Defensive Rebound.,44,64
10:57,2351,James Batemon missed Three Point Jumper.,44,64
10:57,-1,Jalyn Pennie Defensive Rebound.,44,64
10:48,-1,Devin Means Turnover.,44,64
10:48,2351,Official TV Timeout,44,64
10:19,2351,Eli Scott missed Layup.,44,64
10:19,-1,Jihad Woods Defensive Rebound.,44,64
10:05,-1,Foul on Grant Arthur.,44,64
10:05,-1,Grant Arthur Turnover.,44,64
9:55,-1,Foul on Garrett Carter.,44,64
9:55,2351,Cameron Allen missed Free Throw.,44,64
9:55,2351,Loyola Marymount Deadball Team Rebound.,44,64
9:55,2351,Cameron Allen made Free Throw.,44,65
9:47,2351,Foul on Jeffery McClendon.,44,65
9:47,-1,Garrett Carter made Free Throw.,45,65
9:47,-1,Garrett Carter made Free Throw.,46,65
9:47,-1,Garrett Carter made Free Throw.,47,65
9:34,2351,Jeffery McClendon missed Layup.,47,65
9:34,2351,Mattias Markusson Offensive Rebound.,47,65
9:27,2351,Mattias Markusson missed Two Point Tip Shot.,47,65
9:27,2351,Eli Scott Offensive Rebound.,47,65
9:24,-1,Foul on Grant Arthur.,47,65
9:24,2351,Eli Scott made Free Throw.,47,66
9:24,2351,Eli Scott missed Free Throw.,47,66
9:24,-1,Elliott Smith Defensive Rebound.,47,66
9:16,-1,Garrett Carter missed Jumper.,47,66
9:16,2351,Mattias Markusson Defensive Rebound.,47,66
8:52,2351,Mattias Markusson missed Jumper.,47,66
8:52,-1,Garrett Carter Defensive Rebound.,47,66
8:46,-1,Garrett Carter Turnover.,47,66
8:13,2351,Zafir Williams made Layup. Assisted by Eli Scott.,47,68
8:00,2351,Foul on James Batemon.,47,68
8:00,-1,Garrett Carter made Free Throw.,48,68
8:00,-1,Garrett Carter missed Free Throw.,48,68
8:00,2351,Zafir Williams Defensive Rebound.,48,68
7:52,2351,Erik Johansson missed Three Point Jumper.,48,68
7:52,-1,Brandon Hitchman Defensive Rebound.,48,68
7:35,-1,Garrett Carter missed Three Point Jumper.,48,68
7:35,2351,Zafir Williams Defensive Rebound.,48,68
7:25,2351,Cameron Allen made Layup.,48,70
7:11,-1,Sean Estes made Three Point Jumper.,51,70
6:56,2351,Eli Scott made Dunk. Assisted by Cameron Allen.,51,72
6:42,-1,Garrett Carter missed Three Point Jumper.,51,72
6:42,2351,James Batemon Defensive Rebound.,51,72
6:35,2351,Erik Johansson made Three Point Jumper. Assisted by James Batemon.,51,75
6:29,-1,CS Los Angeles  Timeout,51,75
6:29,2351,Official TV Timeout,51,75
6:29,-1,Brandon Hitchman made Three Point Jumper. Assisted by Sequan Walker.,54,75
6:23,2351,Mikail Simmons Offensive Rebound.,54,75
6:00,2351,Cameron Allen made Layup.,54,77
5:53,-1,Sequan Walker made Three Point Jumper. Assisted by Brandon Hitchman.,57,77
5:47,2351,Erik Johansson missed Three Point Jumper.,57,77
5:47,-1,Grant Arthur Defensive Rebound.,57,77
5:45,2351,Foul on Zafir Williams.,57,77
5:45,2351,Official TV Timeout,57,77
4:43,-1,Sean Estes made Three Point Jumper. Assisted by Grant Arthur.,60,77
4:27,2351,Zafir Williams made Jumper. Assisted by Erik Johansson.,60,79
4:04,-1,Sequan Walker missed Three Point Jumper.,60,79
4:04,-1,Sean Estes Offensive Rebound.,60,79
3:49,-1,Brandon Hitchman missed Three Point Jumper.,60,79
3:49,2351,Zafir Williams Defensive Rebound.,60,79
3:36,2351,Mikail Simmons made Layup. Assisted by Erik Johansson.,60,81
3:13,-1,Sequan Walker Turnover.,60,81
3:12,2351,Zafir Williams Steal.,60,81
3:09,2351,James Batemon missed Dunk.,60,81
3:09,-1,Sequan Walker Defensive Rebound.,60,81
3:00,-1,Brandon Hitchman missed Three Point Jumper.,60,81
3:00,2351,James Batemon Defensive Rebound.,60,81
2:52,2351,Erik Johansson made Layup. Assisted by James Batemon.,60,83
2:35,2351,Foul on Zafir Williams.,60,83
2:35,2351,Official TV Timeout,60,83
2:22,-1,Sean Estes made Three Point Jumper. Assisted by Sequan Walker.,63,83
2:01,2351,Mikail Simmons Turnover.,63,83
2:00,-1,Robby Kaiser Steal.,63,83
1:54,2351,Foul on Mikail Simmons.,63,83
1:54,-1,Robby Kaiser missed Free Throw.,63,83
1:54,2351,Mikail Simmons Defensive Rebound.,63,83
1:29,2351,Mikail Simmons Turnover.,63,83
1:12,-1,Sequan Walker missed Jumper.,63,83
1:12,2351,Donald Gipson Defensive Rebound.,63,83
1:01,-1,Foul on Robby Kaiser.,63,83
1:01,2351,Dylan Causwell missed Free Throw.,63,83
1:01,2351,Loyola Marymount Deadball Team Rebound.,63,83
1:01,2351,Dylan Causwell made Free Throw.,63,84
0:46,-1,Sean Estes missed Layup.,63,84
0:46,-1,Robby Kaiser Offensive Rebound.,63,84
0:44,-1,Robby Kaiser missed Layup.,63,84
0:44,-1,CS Los Angeles Offensive Rebound.,63,84
0:39,-1,Sean Estes made Three Point Jumper. Assisted by Sequan Walker.,66,84
0:29,2351,Mikail Simmons made Three Point Jumper. Assisted by Donald Gipson.,66,87
0:19,-1,Robby Kaiser missed Three Point Jumper.,66,87
0:19,2351,Mikail Simmons Defensive Rebound.,66,87
0:00,2351,End of Game,66,87
