Northwestern,59,Georgia Tech,77
3:27,59,Jose Alvarado missed Three Point Jumper.,45,47
3:27,77,Vic Law Defensive Rebound.,45,47
3:13,77,Bryant McIntosh made Jumper.,47,47
2:44,59,Ben Lammers Turnover.,47,47
2:44,77,Vic Law Steal.,47,47
2:40,77,Northwestern  Timeout,47,47
2:22,77,Bryant McIntosh made Jumper.,49,47
2:09,77,Foul on Aaron Falzon.,49,47
2:09,59,Abdoulaye Gueye made Free Throw.,49,48
2:09,59,Abdoulaye Gueye missed Free Throw.,49,48
2:09,77,Dererk Pardon Defensive Rebound.,49,48
1:49,77,Bryant McIntosh missed Jumper.,49,48
1:49,59,Curtis Haywood II Defensive Rebound.,49,48
1:17,59,Abdoulaye Gueye missed Three Point Jumper.,49,48
1:17,59,Georgia Tech Deadball Team Rebound.,49,48
1:17,77,Foul on Bryant McIntosh.,49,48
1:17,59,Ben Lammers made Free Throw.,49,49
1:17,59,Ben Lammers made Free Throw.,49,50
0:53,77,Bryant McIntosh Turnover.,49,50
0:53,59,Tadric Jackson Steal.,49,50
0:36,59,Tadric Jackson Turnover.,49,50
0:36,77,Vic Law Steal.,49,50
0:36,59,Foul on Tadric Jackson.,49,50
0:18,77,Northwestern  Timeout,49,50
0:12,77,Aaron Falzon missed Three Point Jumper.,49,50
0:12,77,Dererk Pardon Offensive Rebound.,49,50
0:07,77,Dererk Pardon made Layup.,51,50
0:07,59,Georgia Tech  Timeout,51,50
0:01,59,Tadric Jackson made Layup. Assisted by Jose Alvarado.,51,52
0:00,59,End of Game,51,52
