North Dakota State,2617,Stephen F. Austin,2449
12:10,2617,Official TV Timeout,11,15
11:59,2449,Cameron Hunter Turnover.,11,15
11:59,2449,Foul on Cameron Hunter.,11,15
11:44,2617,Shannon Bogues missed Three Point Jumper.,11,15
11:44,2449,Chris Quayle Defensive Rebound.,11,15
11:33,2449,A.J. Jacobson missed Three Point Jumper.,11,15
11:33,2449,Spencer Eliason Offensive Rebound.,11,15
11:30,2617,Foul on Shannon Bogues.,11,15
11:15,2449,A.J. Jacobson Turnover.,11,15
10:50,2617,Ty Charles missed Jumper.,11,15
10:50,2449,North Dakota State Defensive Rebound.,11,15
10:27,2449,Jared Samuelson made Three Point Jumper. Assisted by Paul Miller.,14,15
9:59,2617,Leon Gilmore III missed Three Point Jumper.,14,15
9:59,2449,Jared Samuelson Defensive Rebound.,14,15
9:48,2617,Foul on Ty Charles.,14,15
9:48,2449,Tyson Ward Turnover.,14,15
9:34,2449,Foul on Deng Geu.,14,15
9:19,2617,TJ Holyfield missed Three Point Jumper.,14,15
9:19,2449,Spencer Eliason Defensive Rebound.,14,15
9:07,2449,Tyson Ward Turnover.,14,15
8:42,2617,Aaron Augustin missed Three Point Jumper.,14,15
8:42,2449,Spencer Eliason Defensive Rebound.,14,15
8:31,2449,Paul Miller Turnover.,14,15
8:30,2617,Aaron Augustin Steal.,14,15
8:27,2449,Foul on Chris Quayle.,14,15
8:27,2617,Aaron Augustin missed Free Throw.,14,15
8:27,2617,Stephen F. Austin Deadball Team Rebound.,14,15
8:27,2617,Aaron Augustin made Free Throw.,14,16
8:20,2449,Paul Miller missed Jumper.,14,16
8:20,2617,Kevon Harris Defensive Rebound.,14,16
8:07,2617,Kevon Harris missed Layup.,14,16
8:07,2617,TJ Holyfield Offensive Rebound.,14,16
8:05,2617,TJ Holyfield missed Layup.,14,16
8:05,2617,TJ Holyfield Offensive Rebound.,14,16
7:53,2617,Shannon Bogues missed Jumper.,14,16
7:53,2449,Deng Geu Defensive Rebound.,14,16
7:38,2617,Foul on Ivan Canete.,14,16
7:38,2617,Official TV Timeout,14,16
7:38,2449,Jared Samuelson made Free Throw.,15,16
7:38,2449,Jared Samuelson made Free Throw.,16,16
7:22,2617,John Comeaux missed Layup.,16,16
7:22,2449,Rocky Kreuser Defensive Rebound.,16,16
7:11,2449,Paul Miller Turnover.,16,16
7:10,2617,John Comeaux Steal.,16,16
7:06,2617,John Comeaux made Layup. Assisted by Shannon Bogues.,16,18
6:50,2449,Tyson Ward Turnover.,16,18
6:33,2617,TJ Holyfield Turnover.,16,18
6:20,2449,Jared Samuelson missed Jumper.,16,18
6:20,2617,Shannon Bogues Block.,16,18
6:19,2617,Stephen F. Austin Defensive Rebound.,16,18
5:59,2449,Foul on Deng Geu.,16,18
5:59,2617,Samuli Nieminen made Free Throw.,16,19
5:59,2617,Samuli Nieminen made Free Throw.,16,20
5:43,2449,Tyson Ward Turnover.,16,20
5:40,2617,Samuli Nieminen Steal.,16,20
5:19,2617,Samuli Nieminen missed Jumper.,16,20
5:19,2449,Tyson Ward Defensive Rebound.,16,20
5:09,2617,Foul on Aaron Augustin.,16,20
5:09,2449,Deng Geu missed Free Throw.,16,20
5:09,2449,North Dakota State Deadball Team Rebound.,16,20
5:09,2449,Deng Geu made Free Throw.,17,20
4:48,2617,Shannon Bogues made Layup.,17,22
4:29,2449,Chris Quayle Turnover.,17,22
4:27,2617,Ty Charles Steal.,17,22
4:24,2617,Leon Gilmore III made Layup. Assisted by Ty Charles.,17,24
4:11,2449,Cameron Hunter Turnover.,17,24
4:01,2617,Foul on TJ Holyfield.,17,24
4:01,2617,TJ Holyfield Turnover.,17,24
3:56,2449,Foul on Cameron Hunter.,17,24
3:56,2449,Cameron Hunter Turnover.,17,24
3:56,2617,Official TV Timeout,17,24
3:47,2617,Foul on Stefon Fisher.,17,24
3:47,2617,Stefon Fisher Turnover.,17,24
3:31,2449,Spencer Eliason missed Layup.,17,24
3:31,2617,Shannon Bogues Defensive Rebound.,17,24
3:24,2617,Shannon Bogues missed Layup.,17,24
3:24,2449,Spencer Eliason Block.,17,24
3:21,2617,Leon Gilmore III Offensive Rebound.,17,24
3:19,2617,Leon Gilmore III made Layup.,17,26
3:18,2449,Foul on Chris Quayle.,17,26
3:18,2617,Leon Gilmore III made Free Throw.,17,27
3:10,2449,Jared Samuelson made Three Point Jumper. Assisted by Tyson Ward.,20,27
2:35,2617,Shannon Bogues missed Three Point Jumper.,20,27
2:35,2449,North Dakota State Defensive Rebound.,20,27
2:15,2449,Paul Miller Turnover.,20,27
2:13,2617,Ivan Canete Steal.,20,27
2:12,2617,Ivan Canete Turnover.,20,27
2:11,2449,Spencer Eliason Steal.,20,27
2:11,2617,Foul on Ty Charles.,20,27
2:11,2449,Paul Miller missed Free Throw.,20,27
2:11,2449,North Dakota State Deadball Team Rebound.,20,27
2:11,2449,Paul Miller made Free Throw.,21,27
2:02,2449,Jared Samuelson made Three Point Jumper. Assisted by Spencer Eliason.,24,27
1:38,2617,Shannon Bogues missed Layup.,24,27
1:38,2617,Stephen F. Austin Offensive Rebound.,24,27
1:30,2617,Foul on Samuli Nieminen.,24,27
1:30,2617,Samuli Nieminen Turnover.,24,27
1:02,2449,Paul Miller Turnover.,24,27
0:37,2617,Samuli Nieminen missed Three Point Jumper.,24,27
0:37,2449,Paul Miller Defensive Rebound.,24,27
0:14,2449,Tyson Ward Turnover.,24,27
0:12,2617,Stephen F. Austin  Timeout,24,27
0:03,2449,Foul on Paul Miller.,24,27
0:03,2617,Shannon Bogues missed Free Throw.,24,27
0:03,2617,Stephen F. Austin Deadball Team Rebound.,24,27
0:03,2617,Shannon Bogues made Free Throw.,24,28
0:00,2617,End of 1st half,24,28
19:55,2617,Foul on TJ Holyfield.,24,28
19:55,2617,TJ Holyfield Turnover.,24,28
19:45,2449,Spencer Eliason Turnover.,24,28
19:44,2617,Leon Gilmore III Steal.,24,28
19:28,2617,Leon Gilmore III made Layup.,24,30
19:02,2449,Tyson Ward made Layup.,26,30
18:35,2617,Kevon Harris missed Three Point Jumper.,26,30
18:35,2449,Paul Miller Defensive Rebound.,26,30
18:18,2449,Paul Miller made Three Point Jumper. Assisted by Jared Samuelson.,29,30
18:09,2617,Stephen F. Austin  Timeout,29,30
17:40,2617,Kevon Harris missed Three Point Jumper.,29,30
17:40,2449,Paul Miller Defensive Rebound.,29,30
17:28,2449,Tyson Ward made Jumper. Assisted by Paul Miller.,31,30
17:04,2617,Leon Gilmore III missed Jumper.,31,30
17:04,2449,Tyson Ward Defensive Rebound.,31,30
16:39,2449,Spencer Eliason missed Layup.,31,30
16:39,2617,Ivan Canete Defensive Rebound.,31,30
16:26,2617,Leon Gilmore III Turnover.,31,30
16:24,2449,Spencer Eliason Steal.,31,30
16:13,2449,Paul Miller missed Layup.,31,30
16:13,2449,Spencer Eliason Offensive Rebound.,31,30
16:10,2449,Spencer Eliason missed Layup.,31,30
16:10,2617,Leon Gilmore III Block.,31,30
16:08,2617,Leon Gilmore III Defensive Rebound.,31,30
16:07,2449,Foul on Spencer Eliason.,31,30
15:51,2617,Aaron Augustin Turnover.,31,30
15:49,2449,Paul Miller Steal.,31,30
15:46,2449,Foul on Tyson Ward.,31,30
15:46,2449,Tyson Ward Turnover.,31,30
15:46,2617,Official TV Timeout,31,30
15:28,2617,Ivan Canete made Jumper.,31,32
14:54,2449,A.J. Jacobson missed Jumper.,31,32
14:54,2617,Shannon Bogues Defensive Rebound.,31,32
14:46,2449,Foul on Rocky Kreuser.,31,32
14:46,2617,TJ Holyfield made Free Throw.,31,33
14:46,2617,TJ Holyfield made Free Throw.,31,34
14:26,2449,Tyson Ward missed Three Point Jumper.,31,34
14:26,2617,TJ Holyfield Defensive Rebound.,31,34
14:15,2449,Foul on Rocky Kreuser.,31,34
13:59,2617,Ivan Canete made Layup.,31,36
13:41,2449,Paul Miller made Three Point Jumper. Assisted by Deng Geu.,34,36
13:28,2617,Ivan Canete missed Three Point Jumper.,34,36
13:28,2617,Shannon Bogues Offensive Rebound.,34,36
13:16,2617,Kevon Harris missed Layup.,34,36
13:16,2449,Rocky Kreuser Block.,34,36
13:11,2449,Rocky Kreuser Defensive Rebound.,34,36
12:54,2449,Tyson Ward missed Three Point Jumper.,34,36
12:54,2617,TJ Holyfield Defensive Rebound.,34,36
12:41,2617,Ty Charles Turnover.,34,36
12:38,2449,Cameron Hunter Steal.,34,36
12:36,2449,Foul on Rocky Kreuser.,34,36
12:36,2449,Rocky Kreuser Turnover.,34,36
12:05,2617,TJ Holyfield missed Jumper.,34,36
12:05,2449,North Dakota State Defensive Rebound.,34,36
11:51,2449,Foul on Deng Geu.,34,36
11:51,2449,Deng Geu Turnover.,34,36
11:51,2617,Official TV Timeout,34,36
11:32,2617,Shannon Bogues missed Three Point Jumper.,34,36
11:32,2617,Leon Gilmore III Offensive Rebound.,34,36
11:18,2449,Foul on Cameron Hunter.,34,36
11:18,2617,Leon Gilmore III missed Free Throw.,34,36
11:18,2449,North Dakota State Defensive Rebound.,34,36
11:17,2617,Foul on TJ Holyfield.,34,36
11:00,2449,Jared Samuelson missed Three Point Jumper.,34,36
11:00,2617,Leon Gilmore III Defensive Rebound.,34,36
10:46,2617,Shannon Bogues missed Jumper.,34,36
10:46,2617,Shannon Bogues Offensive Rebound.,34,36
10:41,2617,Shannon Bogues made Dunk.,34,38
10:24,2449,Tyson Ward missed Three Point Jumper.,34,38
10:24,2617,Leon Gilmore III Defensive Rebound.,34,38
9:57,2617,Shannon Bogues made Jumper.,34,40
9:29,2449,Jared Samuelson missed Three Point Jumper.,34,40
9:29,2449,Jared Samuelson Offensive Rebound.,34,40
9:26,2617,Foul on John Comeaux.,34,40
9:20,2449,Cameron Hunter Turnover.,34,40
9:20,2617,Shannon Bogues Steal.,34,40
9:11,2617,Shannon Bogues missed Jumper.,34,40
9:11,2449,Spencer Eliason Defensive Rebound.,34,40
8:46,2449,A.J. Jacobson Turnover.,34,40
8:30,2617,Shannon Bogues made Layup.,34,42
8:11,2449,A.J. Jacobson made Layup.,36,42
7:58,2449,Foul on Jared Samuelson.,36,42
7:58,2617,Official TV Timeout,36,42
7:56,2617,John Comeaux made Free Throw.,36,43
7:56,2617,John Comeaux made Free Throw.,36,44
7:32,2449,Chris Quayle missed Three Point Jumper.,36,44
7:32,2617,John Comeaux Defensive Rebound.,36,44
7:13,2617,Foul on Samuli Nieminen.,36,44
7:13,2617,Samuli Nieminen Turnover.,36,44
7:02,2449,Paul Miller Turnover.,36,44
7:01,2617,John Comeaux Steal.,36,44
6:58,2449,Foul on Jared Samuelson.,36,44
6:58,2617,Ty Charles missed Free Throw.,36,44
6:58,2617,Stephen F. Austin Deadball Team Rebound.,36,44
6:58,2617,Ty Charles missed Free Throw.,36,44
6:58,2449,A.J. Jacobson Defensive Rebound.,36,44
6:41,2449,Deng Geu missed Layup.,36,44
6:41,2617,Shannon Bogues Defensive Rebound.,36,44
6:29,2617,Shannon Bogues Turnover.,36,44
6:28,2449,Deng Geu Steal.,36,44
6:24,2449,Paul Miller Turnover.,36,44
6:21,2617,John Comeaux Steal.,36,44
6:19,2617,Ty Charles missed Layup.,36,44
6:19,2449,A.J. Jacobson Block.,36,44
6:15,2617,Shannon Bogues Offensive Rebound.,36,44
6:11,2449,Foul on Jared Samuelson.,36,44
6:11,2617,Shannon Bogues made Free Throw.,36,45
6:11,2617,Shannon Bogues made Free Throw.,36,46
6:06,2449,Tyson Ward missed Jumper.,36,46
6:06,2617,Leon Gilmore III Defensive Rebound.,36,46
5:52,2617,Kevon Harris missed Jumper.,36,46
5:52,2449,Tyson Ward Defensive Rebound.,36,46
5:44,2449,A.J. Jacobson made Three Point Jumper. Assisted by Tyson Ward.,39,46
5:08,2617,Kevon Harris missed Three Point Jumper.,39,46
5:08,2617,Leon Gilmore III Offensive Rebound.,39,46
4:47,2617,Kevon Harris missed Layup.,39,46
4:47,2617,Kevon Harris Offensive Rebound.,39,46
4:45,2617,Kevon Harris missed Layup.,39,46
4:45,2449,Tyson Ward Defensive Rebound.,39,46
4:33,2449,A.J. Jacobson made Three Point Jumper. Assisted by Jared Samuelson.,42,46
4:20,2449,North Dakota State  Timeout,42,46
4:20,2617,Official TV Timeout,42,46
4:05,2617,Leon Gilmore III missed Jumper.,42,46
4:05,2449,Paul Miller Defensive Rebound.,42,46
3:42,2449,A.J. Jacobson missed Three Point Jumper.,42,46
3:42,2617,Ivan Canete Defensive Rebound.,42,46
3:32,2449,Foul on Spencer Eliason.,42,46
3:32,2617,TJ Holyfield made Free Throw.,42,47
3:32,2617,TJ Holyfield made Free Throw.,42,48
3:19,2449,Paul Miller made Layup. Assisted by Tyson Ward.,44,48
3:06,2617,Ivan Canete missed Layup.,44,48
3:06,2617,Ivan Canete Offensive Rebound.,44,48
3:02,2617,TJ Holyfield made Three Point Jumper. Assisted by Ivan Canete.,44,51
2:37,2449,Tyson Ward missed Three Point Jumper.,44,51
2:37,2617,Leon Gilmore III Defensive Rebound.,44,51
2:14,2617,Ivan Canete Turnover.,44,51
1:58,2449,Spencer Eliason made Layup. Assisted by Paul Miller.,46,51
1:58,2617,Foul on John Comeaux.,46,51
1:58,2449,Spencer Eliason missed Free Throw.,46,51
1:58,2617,TJ Holyfield Defensive Rebound.,46,51
1:53,2617,Stephen F. Austin  Timeout,46,51
1:34,2617,Kevon Harris Turnover.,46,51
1:33,2449,Tyson Ward Steal.,46,51
1:13,2449,Paul Miller missed Three Point Jumper.,46,51
1:13,2617,Aaron Augustin Defensive Rebound.,46,51
0:44,2449,Foul on Spencer Eliason.,46,51
0:44,2617,Leon Gilmore III made Free Throw.,46,52
0:44,2617,Leon Gilmore III missed Free Throw.,46,52
0:44,2449,Deng Geu Defensive Rebound.,46,52
0:35,2449,Deng Geu Turnover.,46,52
0:34,2617,John Comeaux Steal.,46,52
0:29,2617,TJ Holyfield missed Dunk.,46,52
0:29,2449,Paul Miller Defensive Rebound.,46,52
0:23,2449,A.J. Jacobson Turnover.,46,52
0:22,2617,Aaron Augustin Steal.,46,52
0:20,2617,Aaron Augustin Turnover.,46,52
0:20,2449,Paul Miller Steal.,46,52
0:20,2617,Foul on Leon Gilmore III.,46,52
0:16,2617,Foul on Leon Gilmore III.,46,52
0:16,2449,Jared Samuelson made Free Throw.,47,52
0:16,2449,Jared Samuelson missed Free Throw.,47,52
0:16,2449,North Dakota State Deadball Team Rebound.,47,52
0:16,2617,Stephen F. Austin  Timeout,47,52
0:16,2449,Jared Samuelson missed Free Throw.,47,52
0:16,2617,Leon Gilmore III Defensive Rebound.,47,52
0:14,2449,Foul on Tyson Ward.,47,52
0:14,2617,Leon Gilmore III missed Free Throw.,47,52
0:14,2617,Stephen F. Austin Deadball Team Rebound.,47,52
0:14,2617,Leon Gilmore III missed Free Throw.,47,52
0:14,2449,A.J. Jacobson Defensive Rebound.,47,52
0:03,2449,Paul Miller made Three Point Jumper. Assisted by Cameron Hunter.,50,52
0:03,2449,North Dakota State  Timeout,50,52
0:03,2449,Foul on Tyson Ward.,50,52
0:03,2617,Ivan Canete made Free Throw.,50,53
0:03,2617,Stephen F. Austin  Timeout,50,53
0:03,2617,Ivan Canete made Free Throw.,50,54
0:00,2617,End of Game,50,54
