Arkansas,248,Houston,8
11:38,248,Devin Davis Defensive Rebound.,43,64
11:15,248,Devin Davis made Jumper. Assisted by Rob Gray.,43,66
11:04,8,Anton Beard made Jumper.,45,66
10:49,8,Foul on Adrio Bailey.,45,66
10:49,248,Devin Davis made Free Throw.,45,67
10:49,248,Devin Davis made Free Throw.,45,68
10:35,8,C.J. Jones missed Three Point Jumper.,45,68
10:35,248,Galen Robinson Jr. Defensive Rebound.,45,68
10:26,248,Devin Davis made Layup. Assisted by Galen Robinson Jr..,45,70
10:15,8,C.J. Jones missed Jumper.,45,70
10:15,248,Galen Robinson Jr. Defensive Rebound.,45,70
10:06,248,Devin Davis made Layup. Assisted by Galen Robinson Jr..,45,72
9:58,8,Arkansas  Timeout,45,72
9:53,8,Jaylen Barford missed Three Point Jumper.,45,72
9:53,248,Breaon Brady Block.,45,72
9:53,8,Arkansas Offensive Rebound.,45,72
9:40,8,Jaylen Barford missed Jumper.,45,72
9:40,248,Breaon Brady Defensive Rebound.,45,72
9:37,8,Foul on Jaylen Barford.,45,72
9:37,248,Breaon Brady made Free Throw.,45,73
9:37,248,Breaon Brady made Free Throw.,45,74
9:17,8,Daryl Macon Turnover.,45,74
9:16,248,Breaon Brady Steal.,45,74
9:12,248,Breaon Brady Turnover.,45,74
9:11,8,Trey Thompson Steal.,45,74
9:10,8,C.J. Jones made Jumper. Assisted by Daryl Macon.,47,74
8:38,248,Devin Davis missed Three Point Jumper.,47,74
8:38,248,Devin Davis Offensive Rebound.,47,74
8:21,248,Rob Gray missed Layup.,47,74
8:21,8,Arkansas Defensive Rebound.,47,74
8:07,8,Daryl Macon made Jumper.,49,74
7:34,248,Devin Davis made Three Point Jumper. Assisted by Galen Robinson Jr..,49,77
7:31,248,Official TV Timeout,49,77
7:18,248,Foul on Galen Robinson Jr..,49,77
7:18,8,Jaylen Barford made Free Throw.,50,77
7:18,8,Jaylen Barford missed Free Throw.,50,77
7:18,8,Arkansas Deadball Team Rebound.,50,77
7:18,8,Jaylen Barford made Free Throw.,51,77
6:49,248,Breaon Brady missed Jumper.,51,77
6:49,8,Dustin Thomas Defensive Rebound.,51,77
6:43,8,Daryl Macon missed Three Point Jumper.,51,77
6:43,8,Jaylen Barford Offensive Rebound.,51,77
6:37,248,Foul on Devin Davis.,51,77
6:26,248,Foul on Devin Davis.,51,77
6:26,8,Daryl Macon made Free Throw.,52,77
6:26,8,Daryl Macon made Free Throw.,53,77
6:24,248,Foul on Corey Davis Jr..,53,77
6:24,248,Corey Davis Jr. Turnover.,53,77
6:16,8,Daryl Macon made Layup.,55,77
6:16,248,Foul on Devin Davis.,55,77
6:16,8,Daryl Macon missed Free Throw.,55,77
6:16,248,Nura Zanna Defensive Rebound.,55,77
6:01,8,Foul on C.J. Jones.,55,77
6:01,248,Rob Gray made Free Throw.,55,78
6:01,248,Rob Gray made Free Throw.,55,79
5:53,8,Foul on Trey Thompson.,55,79
5:53,8,Trey Thompson Turnover.,55,79
5:48,248,Nura Zanna made Layup. Assisted by Rob Gray.,55,81
5:18,8,Anton Beard missed Three Point Jumper.,55,81
5:18,248,Nura Zanna Defensive Rebound.,55,81
5:09,248,Rob Gray missed Three Point Jumper.,55,81
5:09,248,Nura Zanna Offensive Rebound.,55,81
5:06,8,Foul on Trey Thompson.,55,81
5:06,248,Nura Zanna made Free Throw.,55,82
5:06,248,Nura Zanna missed Free Throw.,55,82
5:06,8,Jaylen Barford Defensive Rebound.,55,82
4:44,248,Foul on Nura Zanna.,55,82
4:44,8,Jaylen Barford made Free Throw.,56,82
4:44,8,Jaylen Barford made Free Throw.,57,82
4:37,248,Fabian White Jr. made Layup.,57,84
4:27,248,Foul on Corey Davis Jr..,57,84
4:27,8,Daryl Macon missed Free Throw.,57,84
4:27,8,Arkansas Deadball Team Rebound.,57,84
4:27,8,Daryl Macon made Free Throw.,58,84
4:21,248,Rob Gray made Layup.,58,86
4:06,8,Daryl Macon missed Three Point Jumper.,58,86
4:06,248,Devin Davis Defensive Rebound.,58,86
3:33,8,Foul on Daryl Macon.,58,86
3:33,248,Official TV Timeout,58,86
3:33,248,Wes VanBeck missed Free Throw.,58,86
3:33,248,Houston Deadball Team Rebound.,58,86
3:33,248,Wes VanBeck made Free Throw.,58,87
3:33,248,Wes VanBeck missed Free Throw.,58,87
3:33,8,Daniel Gafford Defensive Rebound.,58,87
3:18,248,Foul on Fabian White Jr..,58,87
3:18,8,Dustin Thomas missed Free Throw.,58,87
3:18,8,Arkansas Deadball Team Rebound.,58,87
3:18,8,Dustin Thomas made Free Throw.,59,87
3:06,248,Rob Gray missed Jumper.,59,87
3:06,248,Fabian White Jr. Offensive Rebound.,59,87
3:04,248,Fabian White Jr. made Dunk.,59,89
2:58,8,C.J. Jones made Three Point Jumper. Assisted by Jaylen Barford.,62,89
2:45,248,Houston  Timeout,62,89
2:30,248,Mike Adewunmi missed Layup.,62,89
2:30,8,Anton Beard Defensive Rebound.,62,89
2:24,8,Anton Beard missed Layup.,62,89
2:24,248,Fabian White Jr. Defensive Rebound.,62,89
2:17,248,Mike Adewunmi missed Three Point Jumper.,62,89
2:17,8,Dustin Thomas Defensive Rebound.,62,89
2:10,8,Jaylen Barford Turnover.,62,89
2:09,248,Fabian White Jr. Steal.,62,89
1:42,248,Valentine Sangoyomi missed Jumper.,62,89
1:42,8,Arkansas Defensive Rebound.,62,89
1:26,8,C.J. Jones missed Three Point Jumper.,62,89
1:26,248,Mike Adewunmi Defensive Rebound.,62,89
1:05,248,Gabe Grant missed Jumper.,62,89
1:05,8,Daniel Gafford Defensive Rebound.,62,89
0:51,8,Dustin Thomas missed Jumper.,62,89
0:51,248,Gabe Grant Defensive Rebound.,62,89
0:23,248,Fabian White Jr. made Dunk. Assisted by Valentine Sangoyomi.,62,91
0:14,8,Anton Beard made Three Point Jumper.,65,91
0:00,248,End of Game,65,91
