North Carolina A&amp;T,2506,Presbyterian,2448
8:35,2506,Reggie Dillard missed Three Point Jumper.,17,14
8:35,2448,Davaris McGowens Defensive Rebound.,17,14
8:24,2448,Milik Gantz Turnover.,17,14
8:22,2506,Romeo Crouch Steal.,17,14
8:07,2448,Foul on Kameron Langley.,17,14
8:07,2506,Davon Bell made Free Throw.,17,15
8:07,2506,Davon Bell made Free Throw.,17,16
7:47,2448,Davaris McGowens missed Jumper.,17,16
7:47,2506,Armel TeTe Block.,17,16
7:44,2506,Armel TeTe Defensive Rebound.,17,16
7:36,2506,Armel TeTe made Layup. Assisted by Davon Bell.,17,18
7:09,2448,Davaris McGowens Turnover.,17,18
7:08,2506,Armel TeTe Steal.,17,18
7:05,2448,Foul on Milik Gantz.,17,18
7:05,2506,Official TV Timeout,17,18
7:05,2506,Romeo Crouch made Free Throw.,17,19
7:05,2506,Romeo Crouch made Free Throw.,17,20
6:46,2448,Femi Olujobi missed Jumper.,17,20
6:46,2448,Aaren Edmead Offensive Rebound.,17,20
6:41,2448,Aaren Edmead Turnover.,17,20
6:41,2448,Foul on Aaren Edmead.,17,20
6:29,2506,Ethan Kay missed Three Point Jumper.,17,20
6:29,2506,Jaron Withers Offensive Rebound.,17,20
6:14,2506,Romeo Crouch missed Three Point Jumper.,17,20
6:14,2448,Milik Gantz Defensive Rebound.,17,20
5:51,2448,Aaren Edmead missed Layup.,17,20
5:51,2506,Armel TeTe Defensive Rebound.,17,20
5:41,2506,Davon Bell missed Jumper.,17,20
5:41,2448,Aaren Edmead Defensive Rebound.,17,20
5:34,2448,Raymon Pratt made Layup. Assisted by Aaren Edmead.,19,20
5:04,2506,Reggie Dillard made Jumper.,19,22
4:47,2448,Kameron Langley missed Three Point Jumper.,19,22
4:47,2448,Japhet Kadji Offensive Rebound.,19,22
4:37,2448,Femi Olujobi missed Jumper.,19,22
4:37,2506,Davon Bell Defensive Rebound.,19,22
4:21,2506,Armel TeTe missed Layup.,19,22
4:21,2448,Japhet Kadji Defensive Rebound.,19,22
4:13,2448,Aaren Edmead missed Layup.,19,22
4:13,2506,Davon Bell Defensive Rebound.,19,22
3:50,2506,Reggie Dillard made Layup.,19,24
3:25,2448,Raymon Pratt missed Layup.,19,24
3:25,2506,Armel TeTe Defensive Rebound.,19,24
3:05,2506,Ethan Kay made Jumper.,19,26
2:40,2448,Japhet Kadji Turnover.,19,26
2:40,2448,Foul on Japhet Kadji.,19,26
2:40,2506,Official TV Timeout,19,26
2:23,2448,Foul on Raymon Pratt.,19,26
2:23,2506,Reggie Dillard made Free Throw.,19,27
2:23,2506,Reggie Dillard missed Free Throw.,19,27
2:23,2448,Raymon Pratt Defensive Rebound.,19,27
1:57,2448,Amari Hamilton missed Jumper.,19,27
1:57,2448,Amari Hamilton Offensive Rebound.,19,27
1:55,2448,Amari Hamilton missed Layup.,19,27
1:55,2506,Armel TeTe Block.,19,27
1:54,2506,Reggie Dillard Defensive Rebound.,19,27
1:48,2506,Davon Bell missed Layup.,19,27
1:48,2506,Armel TeTe Offensive Rebound.,19,27
1:45,2506,Armel TeTe made Jumper.,19,29
1:19,2448,Amari Hamilton missed Three Point Jumper.,19,29
1:19,2448,Denzel Keyes Offensive Rebound.,19,29
1:11,2448,Kwei Lartey made Three Point Jumper. Assisted by Denzel Keyes.,22,29
1:08,2506,Presbyterian  Timeout,22,29
0:58,2506,Reggie Dillard made Three Point Jumper. Assisted by Davon Bell.,22,32
0:33,2448,Denzel Keyes missed Three Point Jumper.,22,32
0:33,2448,North Carolina A&T Offensive Rebound.,22,32
0:02,2448,Femi Olujobi Turnover.,22,32
0:00,2506,Romeo Crouch Steal.,22,32
0:00,2506,End of 1st half,22,32
19:46,2448,Foul on Raymon Pratt.,22,32
19:29,2506,Armel TeTe Turnover.,22,32
19:11,2448,Kameron Langley made Three Point Jumper. Assisted by Raymon Pratt.,25,32
18:33,2506,Armel TeTe missed Jumper.,25,32
18:33,2448,Japhet Kadji Defensive Rebound.,25,32
18:27,2506,Foul on Francois Lewis.,25,32
18:20,2506,Foul on Davon Bell.,25,32
18:20,2448,Kameron Langley made Free Throw.,26,32
18:20,2448,Kameron Langley made Free Throw.,27,32
18:11,2506,JC Younger made Three Point Jumper. Assisted by Davon Bell.,27,35
17:58,2506,Foul on Reggie Dillard.,27,35
17:55,2448,Femi Olujobi made Layup.,29,35
17:55,2506,Foul on Jaron Withers.,29,35
17:55,2448,Femi Olujobi made Free Throw.,30,35
17:33,2506,JC Younger Turnover.,30,35
17:32,2448,Kameron Langley Steal.,30,35
17:30,2448,Raymon Pratt made Dunk. Assisted by Aaren Edmead.,32,35
17:07,2506,Davon Bell Turnover.,32,35
17:06,2448,Kameron Langley Steal.,32,35
17:03,2448,Aaren Edmead made Layup.,34,35
16:56,2506,Presbyterian  Timeout,34,35
16:46,2448,Foul on Femi Olujobi.,34,35
16:46,2506,Reggie Dillard made Free Throw.,34,36
16:46,2506,Reggie Dillard made Free Throw.,34,37
16:32,2448,Femi Olujobi made Layup. Assisted by Kwei Lartey.,36,37
16:18,2506,Reggie Dillard missed Layup.,36,37
16:18,2448,Femi Olujobi Defensive Rebound.,36,37
16:09,2448,Kwei Lartey made Three Point Jumper. Assisted by Aaren Edmead.,39,37
15:52,2506,Davon Bell made Layup.,39,39
15:32,2448,Kameron Langley Turnover.,39,39
15:32,2506,Official TV Timeout,39,39
15:19,2506,Davon Bell Turnover.,39,39
15:19,2448,Aaren Edmead Steal.,39,39
15:09,2448,Femi Olujobi missed Jumper.,39,39
15:09,2448,Raymon Pratt Offensive Rebound.,39,39
15:05,2448,Raymon Pratt made Layup.,41,39
15:05,2506,Foul on Ethan Kay.,41,39
15:05,2448,Raymon Pratt missed Free Throw.,41,39
15:05,2506,Ethan Kay Defensive Rebound.,41,39
14:47,2506,Armel TeTe made Jumper.,41,41
14:41,2448,Femi Olujobi missed Jumper.,41,41
14:41,2506,Romeo Crouch Defensive Rebound.,41,41
14:26,2506,JC Younger Turnover.,41,41
14:25,2448,Kameron Langley Steal.,41,41
14:22,2506,Foul on Ethan Kay.,41,41
14:22,2448,Raymon Pratt made Free Throw.,42,41
14:22,2448,Raymon Pratt made Free Throw.,43,41
14:04,2506,Reggie Dillard missed Three Point Jumper.,43,41
14:04,2506,Jaron Withers Offensive Rebound.,43,41
14:01,2448,Foul on Kwei Lartey.,43,41
14:00,2448,Foul on Kwei Lartey.,43,41
13:56,2506,Reggie Dillard missed Layup.,43,41
13:56,2448,Kameron Langley Defensive Rebound.,43,41
13:50,2506,Foul on Jaron Withers.,43,41
13:49,2448,Femi Olujobi made Free Throw.,44,41
13:49,2448,Femi Olujobi made Free Throw.,45,41
13:22,2506,Romeo Crouch made Three Point Jumper. Assisted by Davon Bell.,45,44
13:10,2506,Foul on Jaron Withers.,45,44
13:10,2448,Femi Olujobi made Free Throw.,46,44
13:10,2448,Femi Olujobi made Free Throw.,47,44
12:49,2506,Reggie Dillard made Layup.,47,46
12:49,2448,Foul on Raymon Pratt.,47,46
12:49,2506,Reggie Dillard made Free Throw.,47,47
12:33,2448,Kwei Lartey missed Three Point Jumper.,47,47
12:33,2448,Femi Olujobi Offensive Rebound.,47,47
12:30,2448,Femi Olujobi missed Layup.,47,47
12:30,2448,Femi Olujobi Offensive Rebound.,47,47
12:27,2506,Foul on Francois Lewis.,47,47
12:27,2448,Femi Olujobi missed Free Throw.,47,47
12:27,2448,North Carolina A&T Deadball Team Rebound.,47,47
12:27,2448,Femi Olujobi made Free Throw.,48,47
12:15,2506,Reggie Dillard missed Three Point Jumper.,48,47
12:15,2448,Aaren Edmead Defensive Rebound.,48,47
11:53,2448,Japhet Kadji made Three Point Jumper. Assisted by Femi Olujobi.,51,47
11:28,2506,Armel TeTe missed Layup.,51,47
11:28,2448,Femi Olujobi Defensive Rebound.,51,47
11:06,2448,Japhet Kadji missed Three Point Jumper.,51,47
11:06,2448,Japhet Kadji Offensive Rebound.,51,47
11:02,2506,Foul on Romeo Crouch.,51,47
11:00,2506,Official TV Timeout,51,47
11:00,2448,Japhet Kadji made Free Throw.,52,47
11:00,2448,Japhet Kadji made Free Throw.,53,47
10:36,2506,Romeo Crouch missed Layup.,53,47
10:36,2506,Davon Bell Offensive Rebound.,53,47
10:36,2448,Foul on Femi Olujobi.,53,47
10:16,2506,Davon Bell made Three Point Jumper. Assisted by JC Younger.,53,50
9:47,2448,Japhet Kadji missed Jumper.,53,50
9:47,2506,Reggie Dillard Defensive Rebound.,53,50
9:37,2506,Romeo Crouch made Three Point Jumper. Assisted by Davon Bell.,53,53
9:15,2448,Aaren Edmead missed Jumper.,53,53
9:15,2448,Femi Olujobi Offensive Rebound.,53,53
9:12,2448,Kwei Lartey made Three Point Jumper. Assisted by Japhet Kadji.,56,53
8:41,2448,Foul on Aaren Edmead.,56,53
8:41,2506,Davon Bell missed Free Throw.,56,53
8:41,2448,Japhet Kadji Defensive Rebound.,56,53
8:22,2448,Aaren Edmead made Three Point Jumper. Assisted by Femi Olujobi.,59,53
8:03,2506,JC Younger missed Three Point Jumper.,59,53
8:03,2448,Kameron Langley Defensive Rebound.,59,53
7:40,2448,Kameron Langley missed Jumper.,59,53
7:40,2506,Romeo Crouch Defensive Rebound.,59,53
7:14,2506,JC Younger made Layup. Assisted by Romeo Crouch.,59,55
6:52,2448,Femi Olujobi Turnover.,59,55
6:52,2506,Official TV Timeout,59,55
6:33,2506,Reggie Dillard missed Three Point Jumper.,59,55
6:33,2448,Femi Olujobi Defensive Rebound.,59,55
6:26,2448,Femi Olujobi Turnover.,59,55
6:26,2448,Foul on Femi Olujobi.,59,55
6:06,2506,Armel TeTe made Jumper. Assisted by Reggie Dillard.,59,57
5:40,2448,Kwei Lartey missed Layup.,59,57
5:40,2506,JC Younger Defensive Rebound.,59,57
5:34,2506,Reggie Dillard missed Three Point Jumper.,59,57
5:34,2506,Romeo Crouch Offensive Rebound.,59,57
5:26,2448,Foul on Aaren Edmead.,59,57
5:26,2448,Technical Foul on Japhet Kadji.,59,57
5:26,2448,Foul on Japhet Kadji.,59,57
5:26,2506,Reggie Dillard made Free Throw.,59,58
5:26,2506,Reggie Dillard made Free Throw.,59,59
5:26,2506,Davon Bell missed Free Throw.,59,59
5:26,2506,Presbyterian Deadball Team Rebound.,59,59
5:26,2506,Davon Bell made Free Throw.,59,60
5:01,2448,Raymon Pratt made Layup.,61,60
5:01,2506,Foul on Armel TeTe.,61,60
5:01,2448,Raymon Pratt made Free Throw.,62,60
4:45,2506,Reggie Dillard Turnover.,62,60
4:44,2448,Kameron Langley Steal.,62,60
4:31,2506,Foul on JC Younger.,62,60
4:31,2448,Aaren Edmead missed Free Throw.,62,60
4:31,2448,North Carolina A&T Deadball Team Rebound.,62,60
4:31,2448,Aaren Edmead made Free Throw.,63,60
4:11,2506,Armel TeTe made Layup. Assisted by Romeo Crouch.,63,62
3:47,2506,Foul on JC Younger.,63,62
3:47,2506,Official TV Timeout,63,62
3:47,2448,Raymon Pratt made Free Throw.,64,62
3:47,2448,Raymon Pratt made Free Throw.,65,62
3:30,2506,Ethan Kay missed Three Point Jumper.,65,62
3:30,2448,Femi Olujobi Defensive Rebound.,65,62
3:02,2448,Kwei Lartey Turnover.,65,62
3:01,2506,Davon Bell Steal.,65,62
2:58,2506,Ethan Kay missed Three Point Jumper.,65,62
2:58,2506,Armel TeTe Offensive Rebound.,65,62
2:56,2448,Foul on Femi Olujobi.,65,62
2:56,2506,Armel TeTe missed Free Throw.,65,62
2:56,2506,Presbyterian Deadball Team Rebound.,65,62
2:55,2506,Armel TeTe missed Free Throw.,65,62
2:55,2506,Romeo Crouch Offensive Rebound.,65,62
2:42,2506,Davon Bell made Layup.,65,64
2:13,2448,Aaren Edmead missed Jumper.,65,64
2:13,2506,Romeo Crouch Defensive Rebound.,65,64
2:02,2506,Davon Bell made Layup.,65,66
1:50,2448,North Carolina A&T  Timeout,65,66
1:39,2448,Japhet Kadji missed Layup.,65,66
1:39,2506,Armel TeTe Block.,65,66
1:39,2448,North Carolina A&T Offensive Rebound.,65,66
1:33,2448,Japhet Kadji made Jumper.,67,66
1:06,2506,Davon Bell made Layup.,67,68
1:06,2506,Presbyterian  Timeout,67,68
0:46,2448,Japhet Kadji missed Three Point Jumper.,67,68
0:46,2506,Reggie Dillard Defensive Rebound.,67,68
0:18,2506,Davon Bell made Layup.,67,70
0:17,2506,Presbyterian  Timeout,67,70
0:10,2448,Aaren Edmead missed Three Point Jumper.,67,70
0:10,2506,Davon Bell Block.,67,70
0:10,2448,North Carolina A&T Offensive Rebound.,67,70
0:10,2448,North Carolina A&T  Timeout,67,70
0:08,2448,Femi Olujobi made Three Point Jumper.,70,70
0:01,2506,Davon Bell made Three Point Jumper.,70,73
0:01,2448,North Carolina A&T  Timeout,70,73
0:01,2448,Femi Olujobi Turnover.,70,73
0:00,2506,End of Game,70,73
