Middle Tennessee,526,Florida Gulf Coast,2393
7:26,2393,Giddy Potts Steal.,22,21
7:14,2393,Tyrik Dixon missed Jumper.,22,21
7:14,2393,Nick King Offensive Rebound.,22,21
7:10,2393,Nick King made Layup.,24,21
6:53,526,Brandon Goodwin missed Three Point Jumper.,24,21
6:53,2393,Brandon Walters Defensive Rebound.,24,21
6:28,2393,Nick King missed Jumper.,24,21
6:28,2393,Giddy Potts Offensive Rebound.,24,21
6:08,2393,Giddy Potts made Jumper.,26,21
6:04,526,Florida Gulf Coast  Timeout,26,21
5:53,526,Christian Terrell Turnover.,26,21
5:51,2393,Giddy Potts Steal.,26,21
5:24,2393,Giddy Potts Turnover.,26,21
5:11,526,Christian Carlyle missed Jumper.,26,21
5:11,2393,Nick King Defensive Rebound.,26,21
4:54,2393,Edward Simpson missed Jumper.,26,21
4:54,526,Christian Terrell Defensive Rebound.,26,21
4:45,526,Christian Terrell Turnover.,26,21
4:45,526,Foul on Christian Terrell.,26,21
4:28,2393,Brandon Walters Turnover.,26,21
4:27,526,Christian Terrell Steal.,26,21
4:15,526,RaySean Scott Jr. Turnover.,26,21
4:14,2393,Giddy Potts Steal.,26,21
4:08,2393,Giddy Potts made Three Point Jumper.,29,21
3:50,526,Dinero Mercurius made Three Point Jumper.,29,24
3:49,2393,Foul on Tyrik Dixon.,29,24
3:49,526,Dinero Mercurius missed Free Throw.,29,24
3:49,2393,Therren Shelton-Szmidt Defensive Rebound.,29,24
3:32,2393,David Simmons Turnover.,29,24
3:12,526,RaySean Scott Jr. Turnover.,29,24
2:48,2393,Nick King missed Layup.,29,24
2:48,2393,David Simmons Offensive Rebound.,29,24
2:44,2393,David Simmons missed Layup.,29,24
2:44,2393,Nick King Offensive Rebound.,29,24
2:43,2393,Nick King made Layup.,31,24
2:43,526,Foul on Christian Terrell.,31,24
2:43,2393,Nick King missed Free Throw.,31,24
2:43,2393,Therren Shelton-Szmidt Offensive Rebound.,31,24
2:37,2393,Karl Gamble Turnover.,31,24
2:23,526,Dinero Mercurius made Three Point Jumper. Assisted by RaySean Scott Jr..,31,27
2:04,2393,Therren Shelton-Szmidt missed Jumper.,31,27
2:04,526,Brandon Goodwin Defensive Rebound.,31,27
1:41,526,Brandon Goodwin made Jumper.,31,29
1:21,526,Foul on RaySean Scott Jr..,31,29
1:21,2393,Nick King made Free Throw.,32,29
1:21,2393,Nick King made Free Throw.,33,29
1:01,526,Brandon Goodwin made Jumper.,33,31
0:36,2393,Nick King missed Jumper.,33,31
0:36,2393,David Simmons Offensive Rebound.,33,31
0:14,526,Foul on Brady Ernst.,33,31
0:14,2393,Nick King made Free Throw.,34,31
0:14,2393,Nick King missed Free Throw.,34,31
0:14,526,RaySean Scott Jr. Defensive Rebound.,34,31
0:00,526,Brandon Goodwin missed Jumper.,34,31
0:00,526,RaySean Scott Jr. Offensive Rebound.,34,31
0:00,526,End of 1st half,34,31
19:52,2393,Nick King made Jumper. Assisted by Giddy Potts.,36,31
19:24,526,Brandon Goodwin missed Three Point Jumper.,36,31
19:24,2393,Tyrik Dixon Defensive Rebound.,36,31
19:14,2393,Giddy Potts missed Three Point Jumper.,36,31
19:14,526,Brandon Goodwin Defensive Rebound.,36,31
19:04,2393,Foul on Giddy Potts.,36,31
19:04,526,Zach Johnson made Free Throw.,36,32
19:04,526,Zach Johnson made Free Throw.,36,33
18:45,2393,Nick King made Layup. Assisted by Edward Simpson.,38,33
18:34,2393,Foul on Tyrik Dixon.,38,33
18:14,526,Christian Carlyle Turnover.,38,33
17:57,2393,David Simmons made Layup.,40,33
17:42,526,Christian Carlyle missed Three Point Jumper.,40,33
17:42,2393,David Simmons Defensive Rebound.,40,33
17:33,2393,Giddy Potts made Three Point Jumper. Assisted by David Simmons.,43,33
17:30,526,Florida Gulf Coast  Timeout,43,33
17:20,526,Zach Johnson Turnover.,43,33
17:18,2393,David Simmons Steal.,43,33
17:15,2393,David Simmons made Layup.,45,33
17:04,526,Brandon Goodwin made Three Point Jumper. Assisted by Zach Johnson.,45,36
16:37,2393,Nick King made Layup. Assisted by Giddy Potts.,47,36
16:37,526,Foul on Antravious Simmons.,47,36
16:37,2393,Nick King made Free Throw.,48,36
16:19,526,Brandon Goodwin missed Jumper.,48,36
16:19,2393,Brandon Walters Defensive Rebound.,48,36
16:05,2393,Nick King made Jumper. Assisted by Edward Simpson.,50,36
15:57,526,Official TV Timeout,50,36
15:54,526,Dinero Mercurius made Three Point Jumper. Assisted by Brandon Goodwin.,50,39
15:20,2393,Giddy Potts made Layup. Assisted by Nick King.,52,39
15:01,526,Zach Johnson Turnover.,52,39
15:01,526,Foul on Zach Johnson.,52,39
14:46,2393,Giddy Potts missed Jumper.,52,39
14:46,526,Florida Gulf Coast Defensive Rebound.,52,39
14:42,2393,Foul on Brandon Walters.,52,39
14:40,2393,Foul on Giddy Potts.,52,39
14:32,526,Zach Johnson missed Jumper.,52,39
14:32,526,Christian Carlyle Offensive Rebound.,52,39
14:22,526,Antravious Simmons Turnover.,52,39
14:22,2393,Edward Simpson Steal.,52,39
14:22,2393,Middle Tennessee  Timeout,52,39
14:08,526,Foul on Christian Carlyle.,52,39
14:06,2393,Edward Simpson Turnover.,52,39
14:03,526,Christian Carlyle Steal.,52,39
14:03,526,Christian Carlyle made Layup.,52,41
14:03,2393,Foul on Giddy Potts.,52,41
14:03,526,Christian Carlyle made Free Throw.,52,42
13:52,2393,David Simmons made Layup.,54,42
13:43,526,Dinero Mercurius missed Layup.,54,42
13:43,2393,Brandon Walters Block.,54,42
13:41,526,Dinero Mercurius Offensive Rebound.,54,42
13:35,526,Dinero Mercurius missed Three Point Jumper.,54,42
13:35,2393,Therren Shelton-Szmidt Defensive Rebound.,54,42
13:24,2393,Edward Simpson missed Three Point Jumper.,54,42
13:24,526,Christian Terrell Defensive Rebound.,54,42
13:18,526,Brandon Goodwin made Layup. Assisted by Christian Terrell.,54,44
13:01,2393,Therren Shelton-Szmidt made Three Point Jumper. Assisted by Nick King.,57,44
12:44,2393,Foul on Edward Simpson.,57,44
12:38,526,Christian Terrell missed Three Point Jumper.,57,44
12:38,2393,Donovan Sims Defensive Rebound.,57,44
12:09,526,Foul on RaySean Scott Jr..,57,44
11:58,2393,Karl Gamble made Layup. Assisted by Nick King.,59,44
11:58,526,Foul on RaySean Scott Jr..,59,44
11:58,526,Official TV Timeout,59,44
11:58,2393,Karl Gamble made Free Throw.,60,44
11:47,526,Brandon Goodwin made Three Point Jumper. Assisted by Zach Johnson.,60,47
11:40,2393,Donovan Sims Turnover.,60,47
11:36,526,Zach Johnson Steal.,60,47
11:29,526,Brandon Goodwin made Three Point Jumper. Assisted by Christian Terrell.,60,50
11:06,2393,Therren Shelton-Szmidt missed Three Point Jumper.,60,50
11:06,526,Zach Johnson Defensive Rebound.,60,50
11:04,2393,Foul on David Simmons.,60,50
11:04,526,Christian Carlyle missed Free Throw.,60,50
11:04,2393,Nick King Defensive Rebound.,60,50
10:41,2393,David Simmons Turnover.,60,50
10:40,526,Christian Carlyle Steal.,60,50
10:33,526,Brandon Goodwin made Layup.,60,52
10:14,2393,Nick King missed Jumper.,60,52
10:14,2393,Middle Tennessee Offensive Rebound.,60,52
10:12,526,Foul on Christian Carlyle.,60,52
10:01,2393,Nick King missed Layup.,60,52
10:01,2393,Brandon Walters Offensive Rebound.,60,52
9:56,2393,Brandon Walters made Two Point Tip Shot.,62,52
9:53,2393,Foul on Brandon Walters.,62,52
9:53,526,Brandon Goodwin made Free Throw.,62,53
9:53,526,Brandon Goodwin made Free Throw.,62,54
9:39,2393,Nick King made Layup.,64,54
9:18,526,Zach Johnson made Layup.,64,56
8:58,2393,Edward Simpson missed Three Point Jumper.,64,56
8:58,526,Christian Terrell Defensive Rebound.,64,56
8:44,526,Zach Johnson missed Jumper.,64,56
8:44,2393,Middle Tennessee Defensive Rebound.,64,56
8:42,526,Foul on Antravious Simmons.,64,56
8:42,2393,David Simmons made Free Throw.,65,56
8:42,2393,David Simmons missed Free Throw.,65,56
8:42,526,Christian Terrell Defensive Rebound.,65,56
8:28,526,Brady Ernst made Layup. Assisted by Christian Terrell.,65,58
8:28,2393,Foul on Nick King.,65,58
8:28,526,Brady Ernst missed Free Throw.,65,58
8:28,2393,Nick King Defensive Rebound.,65,58
8:10,2393,Nick King missed Layup.,65,58
8:10,526,Brandon Goodwin Defensive Rebound.,65,58
8:00,526,Brandon Goodwin missed Layup.,65,58
8:00,2393,Edward Simpson Defensive Rebound.,65,58
7:34,2393,Nick King Turnover.,65,58
7:34,526,Official TV Timeout,65,58
7:12,526,Zach Johnson Turnover.,65,58
6:54,2393,Tyrik Dixon missed Jumper.,65,58
6:54,526,Christian Terrell Defensive Rebound.,65,58
6:29,526,Christian Carlyle made Layup.,65,60
6:08,2393,Giddy Potts Turnover.,65,60
6:06,526,Christian Terrell Steal.,65,60
6:05,526,Christian Terrell missed Layup.,65,60
6:05,526,Brandon Goodwin Offensive Rebound.,65,60
6:03,2393,Foul on Edward Simpson.,65,60
6:03,526,Brandon Goodwin made Free Throw.,65,61
6:03,526,Brandon Goodwin missed Free Throw.,65,61
6:03,2393,Tyrik Dixon Defensive Rebound.,65,61
5:35,2393,James Hawthorne Turnover.,65,61
5:35,2393,Foul on James Hawthorne.,65,61
5:26,2393,Foul on James Hawthorne.,65,61
5:26,526,Christian Carlyle made Free Throw.,65,62
5:26,526,Christian Carlyle made Free Throw.,65,63
5:02,526,Foul on Brandon Goodwin.,65,63
5:02,2393,Nick King made Free Throw.,66,63
5:02,2393,Nick King made Free Throw.,67,63
4:43,2393,Foul on Tyrik Dixon.,67,63
4:43,526,Zach Johnson made Free Throw.,67,64
4:43,526,Zach Johnson missed Free Throw.,67,64
4:43,2393,Tyrik Dixon Defensive Rebound.,67,64
4:31,2393,David Simmons made Layup.,69,64
4:19,526,Christian Carlyle made Jumper.,69,66
4:00,2393,Nick King made Layup. Assisted by Tyrik Dixon.,71,66
3:41,526,Dinero Mercurius made Three Point Jumper. Assisted by Zach Johnson.,71,69
3:22,526,Official TV Timeout,71,69
3:14,2393,Giddy Potts missed Three Point Jumper.,71,69
3:14,526,Antravious Simmons Defensive Rebound.,71,69
3:02,526,Brandon Goodwin missed Three Point Jumper.,71,69
3:02,2393,Giddy Potts Defensive Rebound.,71,69
2:32,2393,Giddy Potts missed Three Point Jumper.,71,69
2:32,526,Zach Johnson Defensive Rebound.,71,69
2:13,526,Zach Johnson missed Three Point Jumper.,71,69
2:13,2393,Nick King Defensive Rebound.,71,69
1:53,2393,David Simmons missed Three Point Jumper.,71,69
1:53,2393,Nick King Offensive Rebound.,71,69
1:48,2393,Nick King made Layup.,73,69
1:42,526,Zach Johnson missed Jumper.,73,69
1:42,526,Christian Terrell Offensive Rebound.,73,69
1:35,526,Christian Terrell made Layup.,73,71
1:33,526,Florida Gulf Coast  Timeout,73,71
1:22,526,Foul on Christian Carlyle.,73,71
1:22,2393,David Simmons made Free Throw.,74,71
1:22,2393,David Simmons made Free Throw.,75,71
1:07,2393,Foul on David Simmons.,75,71
1:07,526,Christian Terrell missed Free Throw.,75,71
1:07,526,Florida Gulf Coast Deadball Team Rebound.,75,71
1:07,526,Christian Terrell made Free Throw.,75,72
1:07,526,Christian Terrell missed Free Throw.,75,72
1:07,2393,Tyrik Dixon Defensive Rebound.,75,72
0:50,2393,Brandon Walters Turnover.,75,72
0:43,526,Brandon Goodwin missed Layup.,75,72
0:43,526,Brandon Goodwin Offensive Rebound.,75,72
0:38,2393,Foul on David Simmons.,75,72
0:38,526,Brandon Goodwin made Free Throw.,75,73
0:38,526,Brandon Goodwin made Free Throw.,75,74
0:38,2393,Middle Tennessee  Timeout,75,74
0:19,2393,Nick King missed Layup.,75,74
0:19,2393,Middle Tennessee Offensive Rebound.,75,74
0:16,526,Foul on Antravious Simmons.,75,74
0:16,2393,Nick King made Free Throw.,76,74
0:16,2393,Nick King missed Free Throw.,76,74
0:16,526,Christian Terrell Defensive Rebound.,76,74
0:07,526,Zach Johnson missed Layup.,76,74
0:07,2393,Edward Simpson Block.,76,74
0:07,2393,Tyrik Dixon Defensive Rebound.,76,74
0:07,526,Foul on Christian Carlyle.,76,74
0:07,2393,Tyrik Dixon missed Free Throw.,76,74
0:07,2393,Middle Tennessee Deadball Team Rebound.,76,74
0:07,2393,Tyrik Dixon made Free Throw.,77,74
0:02,526,Brandon Goodwin made Free Throw.,77,75
0:02,526,Brandon Goodwin made Free Throw.,77,76
0:02,526,Brandon Goodwin missed Free Throw.,77,76
0:02,2393,Nick King Defensive Rebound.,77,76
0:01,2393,Nick King made Free Throw.,78,76
0:01,2393,Nick King made Free Throw.,79,76
0:00,2393,Foul on David Simmons.,77,74
0:00,526,Foul on Zach Johnson.,77,76
0:00,526,Dinero Mercurius Turnover.,79,76
0:00,526,Foul on Christian Carlyle.,79,76
0:00,2393,Brandon Walters made Free Throw.,80,76
0:00,2393,Brandon Walters made Free Throw.,81,76
0:00,526,End of Game,77,74
