Cincinnati,2752,Xavier,2132
14:57,2132,Foul on Jacob Evans.,37,57
14:57,2752,Sean O'Mara made Free Throw.,37,58
14:57,2752,Sean O'Mara made Free Throw.,37,59
14:34,2132,Gary Clark missed Three Point Jumper.,37,59
14:34,2752,Quentin Goodin Defensive Rebound.,37,59
14:21,2752,Quentin Goodin Turnover.,37,59
14:21,2132,Gary Clark Steal.,37,59
14:05,2132,Jacob Evans missed Three Point Jumper.,37,59
14:05,2752,Xavier Defensive Rebound.,37,59
13:53,2132,Foul on Eliel Nsoseme.,37,59
13:53,2752,Naji Marshall missed Free Throw.,37,59
13:53,2752,Xavier Deadball Team Rebound.,37,59
13:53,2752,Naji Marshall made Free Throw.,37,60
13:37,2752,Foul on Kerem Kanter.,37,60
13:35,2132,Jarron Cumberland missed Three Point Jumper.,37,60
13:35,2752,Paul Scruggs Defensive Rebound.,37,60
13:14,2752,Paul Scruggs missed Layup.,37,60
13:14,2132,Eliel Nsoseme Block.,37,60
13:12,2132,Eliel Nsoseme Defensive Rebound.,37,60
13:09,2132,Justin Jenifer made Layup. Assisted by Eliel Nsoseme.,39,60
12:53,2752,Naji Marshall missed Layup.,39,60
12:53,2132,Eliel Nsoseme Block.,39,60
12:52,2132,Eliel Nsoseme Defensive Rebound.,39,60
12:52,2752,Foul on Naji Marshall.,39,60
12:34,2132,Jarron Cumberland missed Jumper.,39,60
12:34,2752,Kerem Kanter Defensive Rebound.,39,60
12:24,2752,Kerem Kanter Turnover.,39,60
12:22,2132,Eliel Nsoseme Steal.,39,60
12:20,2752,Foul on J.P. Macura.,39,60
12:20,2132,Gary Clark missed Free Throw.,39,60
12:20,2132,Cincinnati Deadball Team Rebound.,39,60
12:20,2132,Gary Clark made Free Throw.,40,60
12:10,2752,Trevon Bluiett missed Three Point Jumper.,40,60
12:10,2752,Kerem Kanter Offensive Rebound.,40,60
12:04,2752,Kerem Kanter made Jumper.,40,62
11:45,2752,Official TV Timeout,40,62
11:41,2132,Jarron Cumberland made Three Point Jumper. Assisted by Jacob Evans.,43,62
11:18,2752,Trevon Bluiett made Three Point Jumper. Assisted by Naji Marshall.,43,65
11:00,2132,Cane Broome missed Layup.,43,65
11:00,2752,Kerem Kanter Block.,43,65
10:58,2752,Kaiser Gates Defensive Rebound.,43,65
10:50,2752,Kaiser Gates missed Three Point Jumper.,43,65
10:50,2752,Naji Marshall Offensive Rebound.,43,65
10:44,2132,Foul on Tre Scott.,43,65
10:44,2752,Kerem Kanter missed Free Throw.,43,65
10:44,2752,Xavier Deadball Team Rebound.,43,65
10:44,2752,Kerem Kanter made Free Throw.,43,66
10:39,2132,Jarron Cumberland made Layup. Assisted by Cane Broome.,45,66
10:20,2752,Kerem Kanter made Layup.,45,68
10:02,2132,Gary Clark made Layup.,47,68
9:42,2752,Naji Marshall Turnover.,47,68
9:41,2132,Jarron Cumberland Steal.,47,68
9:37,2132,Jarron Cumberland made Layup.,49,68
9:28,2752,Paul Scruggs Turnover.,49,68
9:23,2132,Jarron Cumberland made Jumper.,51,68
9:09,2752,Quentin Goodin Turnover.,51,68
9:08,2132,Cane Broome Steal.,51,68
8:50,2132,Jarron Cumberland missed Jumper.,51,68
8:50,2752,Kaiser Gates Defensive Rebound.,51,68
8:48,2132,Foul on Tre Scott.,51,68
8:47,2752,Kaiser Gates made Free Throw.,51,69
8:47,2752,Kaiser Gates made Free Throw.,51,70
8:37,2132,Jacob Evans made Layup.,53,70
8:37,2752,Foul on Kerem Kanter.,53,70
8:37,2132,Jacob Evans made Free Throw.,54,70
8:25,2752,J.P. Macura missed Three Point Jumper.,54,70
8:25,2132,Cane Broome Defensive Rebound.,54,70
8:16,2752,Foul on Paul Scruggs.,54,70
8:16,2132,Jarron Cumberland made Free Throw.,55,70
8:16,2132,Jarron Cumberland made Free Throw.,56,70
8:03,2752,Trevon Bluiett missed Layup.,56,70
8:03,2132,Eliel Nsoseme Block.,56,70
8:02,2132,Jacob Evans Defensive Rebound.,56,70
7:58,2132,Cane Broome missed Three Point Jumper.,56,70
7:58,2132,Cincinnati Offensive Rebound.,56,70
7:52,2752,Official TV Timeout,56,70
7:45,2752,Foul on Trevon Bluiett.,56,70
7:45,2132,Gary Clark missed Free Throw.,56,70
7:45,2132,Cincinnati Deadball Team Rebound.,56,70
7:45,2132,Gary Clark made Free Throw.,57,70
7:21,2752,Trevon Bluiett missed Jumper.,57,70
7:21,2132,Eliel Nsoseme Defensive Rebound.,57,70
7:13,2132,Jacob Evans Turnover.,57,70
7:13,2752,Xavier  Turnover.,57,70
7:09,2132,Jarron Cumberland missed Three Point Jumper.,57,70
7:09,2132,Tre Scott Offensive Rebound.,57,70
6:48,2132,Gary Clark missed Three Point Jumper.,57,70
6:48,2752,Quentin Goodin Defensive Rebound.,57,70
6:15,2752,J.P. Macura missed Three Point Jumper.,57,70
6:15,2132,Cincinnati Deadball Team Rebound.,57,70
5:57,2132,Jacob Evans missed Three Point Jumper.,57,70
5:57,2752,Quentin Goodin Defensive Rebound.,57,70
5:48,2752,Quentin Goodin Turnover.,57,70
5:23,2132,Cane Broome Turnover.,57,70
5:04,2752,Quentin Goodin missed Three Point Jumper.,57,70
5:04,2752,Kaiser Gates Offensive Rebound.,57,70
5:00,2752,Kaiser Gates made Layup.,57,72
4:52,2132,Cincinnati  Timeout,57,72
4:47,2132,Cane Broome missed Layup.,57,72
4:47,2752,Kaiser Gates Block.,57,72
4:46,2752,J.P. Macura Defensive Rebound.,57,72
4:42,2752,Trevon Bluiett missed Three Point Jumper.,57,72
4:42,2752,Sean O'Mara Offensive Rebound.,57,72
4:37,2752,Sean O'Mara missed Layup.,57,72
4:37,2752,Kaiser Gates Offensive Rebound.,57,72
4:34,2752,Kaiser Gates missed Two Point Tip Shot.,57,72
4:34,2752,Xavier Offensive Rebound.,57,72
4:28,2752,Quentin Goodin missed Layup.,57,72
4:28,2132,Gary Clark Block.,57,72
4:27,2752,Xavier Offensive Rebound.,57,72
4:20,2132,Foul on Keith Williams.,57,72
4:20,2752,Quentin Goodin missed Free Throw.,57,72
4:20,2132,Keith Williams Defensive Rebound.,57,72
4:13,2132,Jacob Evans made Dunk. Assisted by Cane Broome.,59,72
4:11,2132,Cincinnati  Timeout,59,72
4:11,2752,Official TV Timeout,59,72
4:10,2132,Foul on Eliel Nsoseme.,59,72
4:10,2752,Quentin Goodin made Free Throw.,59,73
4:10,2752,Quentin Goodin made Free Throw.,59,74
3:56,2132,Cane Broome made Three Point Jumper. Assisted by Tre Scott.,62,74
3:41,2752,Kaiser Gates made Three Point Jumper. Assisted by J.P. Macura.,62,77
3:23,2132,Jarron Cumberland missed Jumper.,62,77
3:23,2752,Kerem Kanter Defensive Rebound.,62,77
3:00,2132,Foul on Gary Clark.,62,77
3:00,2752,Kerem Kanter made Free Throw.,62,78
3:00,2752,Kerem Kanter made Free Throw.,62,79
2:47,2132,Jacob Evans made Jumper.,64,79
2:24,2752,J.P. Macura Turnover.,64,79
2:17,2132,Jacob Evans made Three Point Jumper.,67,79
2:16,2132,Cincinnati  Timeout,67,79
2:07,2132,Foul on Jacob Evans.,67,79
2:07,2752,Trevon Bluiett made Free Throw.,67,80
2:07,2752,Trevon Bluiett missed Free Throw.,67,80
2:07,2132,Tre Scott Defensive Rebound.,67,80
1:55,2132,Jacob Evans made Layup.,69,80
1:49,2752,Kaiser Gates missed Layup.,69,80
1:49,2132,Eliel Nsoseme Block.,69,80
1:47,2132,Tre Scott Defensive Rebound.,69,80
1:42,2132,Jacob Evans missed Three Point Jumper.,69,80
1:42,2132,Tre Scott Offensive Rebound.,69,80
1:37,2132,Jarron Cumberland missed Three Point Jumper.,69,80
1:37,2752,Kaiser Gates Defensive Rebound.,69,80
1:28,2132,Foul on Jarron Cumberland.,69,80
1:28,2752,Trevon Bluiett missed Free Throw.,69,80
1:28,2752,Trevon Bluiett made Free Throw.,69,81
1:28,2752,Xavier  Timeout,69,81
1:28,2752,Xavier Deadball Team Rebound.,69,80
1:26,2132,Jacob Evans made Three Point Jumper. Assisted by Cane Broome.,72,81
1:11,2752,Trevon Bluiett Turnover.,72,81
1:10,2132,Trevor Moore Steal.,72,81
1:08,2132,Jacob Evans missed Three Point Jumper.,72,81
1:08,2752,Sean O'Mara Defensive Rebound.,72,81
0:55,2132,Foul on Tre Scott.,72,81
0:55,2752,Trevon Bluiett made Free Throw.,72,82
0:55,2752,Trevon Bluiett made Free Throw.,72,83
0:47,2132,Trevor Moore missed Three Point Jumper.,72,83
0:47,2132,Tre Scott Offensive Rebound.,72,83
0:42,2752,J.P. Macura Steal.,72,83
0:41,2132,Tre Scott Turnover.,72,83
0:40,2132,Foul on Cane Broome.,72,83
0:40,2752,Quentin Goodin made Free Throw.,72,84
0:40,2752,Quentin Goodin made Free Throw.,72,85
0:37,2752,Foul on Quentin Goodin.,72,85
0:37,2132,Cane Broome made Free Throw.,73,85
0:37,2132,Cane Broome missed Free Throw.,73,85
0:37,2752,Kaiser Gates Defensive Rebound.,73,85
0:32,2132,Foul on Cane Broome.,73,85
0:32,2752,Quentin Goodin made Free Throw.,73,86
0:32,2752,Quentin Goodin made Free Throw.,73,87
0:24,2132,Jacob Evans made Three Point Jumper. Assisted by Justin Jenifer.,76,87
0:18,2132,Foul on Justin Jenifer.,76,87
0:18,2752,Trevon Bluiett made Free Throw.,76,88
0:18,2752,Trevon Bluiett made Free Throw.,76,89
0:15,2132,Trevor Moore missed Three Point Jumper.,76,89
0:15,2752,Naji Marshall Defensive Rebound.,76,89
0:00,2752,End of Game,76,89
