Florida A&amp;M,93,Murray State,50
9:49,93,Terrell Miller Jr. made Layup. Assisted by Jonathan Stark.,12,18
9:20,50,Desmond Williams missed Layup.,12,18
9:20,50,Desmond Williams Offensive Rebound.,12,18
9:16,50,Desmond Williams missed Two Point Tip Shot.,12,18
9:16,93,Jachai Taylor Defensive Rebound.,12,18
9:12,93,Terrell Miller Jr. missed Three Point Jumper.,12,18
9:12,50,Desmond Williams Defensive Rebound.,12,18
9:07,50,Desmond Williams Turnover.,12,18
9:06,93,Ja Morant Steal.,12,18
9:03,93,Ja Morant made Layup.,12,20
8:53,50,Florida A&M  Timeout,12,20
8:35,50,Marcus Barham made Jumper.,14,20
8:23,93,Jonathan Stark missed Jumper.,14,20
8:23,93,Jalen Dupree Offensive Rebound.,14,20
8:20,93,Jalen Dupree made Two Point Tip Shot.,14,22
8:03,93,Foul on Jalen Dupree.,14,22
8:03,50,Marcus Barham made Free Throw.,15,22
8:03,50,Marcus Barham made Free Throw.,16,22
7:51,93,Anthony Smith missed Jumper.,16,22
7:51,50,Isaiah Martin Block.,16,22
7:51,93,Murray State Offensive Rebound.,16,22
7:51,93,Official TV Timeout,16,22
7:48,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,16,25
7:32,93,Foul on Anthony Smith.,16,25
7:22,50,Marcus Barham made Three Point Jumper.,19,25
7:05,93,Anthony Smith Turnover.,19,25
6:41,50,Nasir Core missed Jumper.,19,25
6:41,93,Terrell Miller Jr. Defensive Rebound.,19,25
6:22,93,Shaq Buchanan made Jumper.,19,27
6:05,50,Isaiah Martin missed Jumper.,19,27
6:05,93,Terrell Miller Jr. Defensive Rebound.,19,27
5:55,93,Ja Morant missed Jumper.,19,27
5:55,93,Jalen Dupree Offensive Rebound.,19,27
5:53,93,Jalen Dupree missed Jumper.,19,27
5:53,50,Isaiah Martin Defensive Rebound.,19,27
5:47,93,Foul on Jonathan Stark.,19,27
5:42,50,Elijah Mayes missed Three Point Jumper.,19,27
5:42,93,Ja Morant Defensive Rebound.,19,27
5:34,93,Jonathan Stark missed Three Point Jumper.,19,27
5:34,50,Isaiah Martin Defensive Rebound.,19,27
5:26,50,Nasir Core Turnover.,19,27
5:25,93,Jonathan Stark Steal.,19,27
5:22,93,Jonathan Stark made Layup.,19,29
5:00,50,Isaiah Martin missed Jumper.,19,29
5:00,93,Shaq Buchanan Defensive Rebound.,19,29
4:41,93,Ja Morant missed Three Point Jumper.,19,29
4:41,50,Nick Severado Defensive Rebound.,19,29
4:17,50,Marcus Barham missed Three Point Jumper.,19,29
4:17,50,Isaiah Martin Offensive Rebound.,19,29
4:14,50,Isaiah Martin Turnover.,19,29
4:13,93,Ja Morant Steal.,19,29
4:11,93,Ja Morant made Dunk.,19,31
4:11,93,Murray State  Timeout,19,31
3:43,50,Desmond Williams missed Three Point Jumper.,19,31
3:43,93,Shaq Buchanan Defensive Rebound.,19,31
3:36,93,Terrell Miller Jr. made Layup. Assisted by Ja Morant.,19,33
3:22,50,Elijah Mayes missed Jumper.,19,33
3:22,93,Ja Morant Defensive Rebound.,19,33
2:52,93,Brion Sanchious made Jumper. Assisted by Ja Morant.,19,35
2:39,50,Brendon Myles Turnover.,19,35
2:38,93,Shaq Buchanan Steal.,19,35
2:36,93,Shaq Buchanan made Layup.,19,37
2:17,50,Marcus Barham made Layup. Assisted by Desmond Williams.,21,37
2:03,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Shaq Buchanan.,21,40
1:39,50,Desmond Williams made Layup.,23,40
1:12,93,Terrell Miller Jr. missed Three Point Jumper.,23,40
1:12,93,Brion Sanchious Offensive Rebound.,23,40
1:09,50,Foul on Elijah Mayes.,23,40
1:09,93,Shaq Buchanan made Free Throw.,23,41
1:09,93,Shaq Buchanan made Free Throw.,23,42
0:53,50,Desmond Williams made Jumper.,25,42
0:25,50,Foul on Kamron Reaves.,25,42
0:25,93,Brion Sanchious missed Free Throw.,25,42
0:25,93,Murray State Deadball Team Rebound.,25,42
0:25,93,Brion Sanchious missed Free Throw.,25,42
0:25,50,Desmond Williams Defensive Rebound.,25,42
0:06,50,Desmond Williams made Layup. Assisted by Marcus Barham.,27,42
0:00,93,Shaq Buchanan missed Three Point Jumper.,27,42
0:00,50,Florida A&M Defensive Rebound.,27,42
0:00,93,End of 1st half,27,42
19:56,93,Terrell Miller Jr. made Layup. Assisted by Ja Morant.,27,44
19:26,50,Desmond Williams Turnover.,27,44
19:26,50,Foul on Desmond Williams.,27,44
19:14,93,Brion Sanchious Turnover.,27,44
19:14,93,Foul on Brion Sanchious.,27,44
18:52,93,Foul on Jonathan Stark.,27,44
18:52,50,Kamron Reaves made Free Throw.,28,44
18:52,50,Kamron Reaves made Free Throw.,29,44
18:47,93,Shaq Buchanan made Dunk. Assisted by Ja Morant.,29,46
18:27,50,Kamron Reaves missed Jumper.,29,46
18:27,93,Terrell Miller Jr. Block.,29,46
18:25,93,Terrell Miller Jr. Defensive Rebound.,29,46
18:17,93,Shaq Buchanan made Three Point Jumper. Assisted by Ja Morant.,29,49
17:57,50,Desmond Williams missed Jumper.,29,49
17:57,50,Isaiah Martin Offensive Rebound.,29,49
17:54,50,Isaiah Martin missed Dunk.,29,49
17:54,50,Nasir Core Offensive Rebound.,29,49
17:50,50,Marcus Barham missed Three Point Jumper.,29,49
17:50,50,Desmond Williams Offensive Rebound.,29,49
17:47,50,Desmond Williams made Jumper.,31,49
17:30,93,Jonathan Stark missed Jumper.,31,49
17:30,93,Brion Sanchious Offensive Rebound.,31,49
17:25,93,Ja Morant made Three Point Jumper. Assisted by Shaq Buchanan.,31,52
16:49,50,Desmond Williams missed Jumper.,31,52
16:49,50,Isaiah Martin Offensive Rebound.,31,52
16:27,50,Marcus Barham Turnover.,31,52
16:07,93,Shaq Buchanan made Layup.,31,54
15:49,50,Nasir Core made Three Point Jumper. Assisted by Marcus Barham.,34,54
15:26,93,Jonathan Stark missed Three Point Jumper.,34,54
15:26,50,Nasir Core Defensive Rebound.,34,54
15:22,93,Official TV Timeout,34,54
15:17,50,Marcus Barham Turnover.,34,54
15:16,93,Jonathan Stark Steal.,34,54
15:03,50,Foul on Marcus Barham.,34,54
15:03,93,Jalen Dupree missed Free Throw.,34,54
15:03,93,Murray State Deadball Team Rebound.,34,54
15:03,93,Jalen Dupree missed Free Throw.,34,54
15:03,50,Nick Severado Defensive Rebound.,34,54
14:43,93,Foul on Ja Morant.,34,54
14:36,50,Desmond Williams made Jumper.,36,54
14:21,93,Jalen Dupree made Dunk. Assisted by Jonathan Stark.,36,56
14:04,50,Desmond Williams made Layup.,38,56
13:34,93,Shaq Buchanan missed Jumper.,38,56
13:34,50,Nick Severado Block.,38,56
13:33,50,Desmond Williams Defensive Rebound.,38,56
13:23,50,Kamron Reaves missed Layup.,38,56
13:23,93,Ja Morant Defensive Rebound.,38,56
13:19,93,Shaq Buchanan made Layup. Assisted by Ja Morant.,38,58
12:47,50,Kamron Reaves missed Three Point Jumper.,38,58
12:47,93,Terrell Miller Jr. Defensive Rebound.,38,58
12:29,93,Jonathan Stark made Layup.,38,60
12:08,50,Marcus Barham missed Three Point Jumper.,38,60
12:08,93,Ja Morant Defensive Rebound.,38,60
11:37,93,Jonathan Stark missed Three Point Jumper.,38,60
11:37,93,Anthony Smith Offensive Rebound.,38,60
11:31,50,Foul on Nick Severado.,38,60
11:31,93,Official TV Timeout,38,60
11:31,93,Anthony Smith made Free Throw.,38,61
11:31,93,Anthony Smith made Free Throw.,38,62
11:19,50,Desmond Williams made Jumper.,40,62
11:19,93,Foul on Anthony Smith.,40,62
11:19,50,Desmond Williams made Free Throw.,41,62
11:12,93,Jachai Taylor missed Three Point Jumper.,41,62
11:12,93,Murray State Offensive Rebound.,41,62
10:52,50,Foul on Craig Bowman.,41,62
10:45,93,Jalen Dupree missed Dunk.,41,62
10:45,50,Elijah Mayes Defensive Rebound.,41,62
10:37,50,Elijah Mayes made Jumper.,43,62
10:20,93,Shaq Buchanan made Three Point Jumper. Assisted by Jonathan Stark.,43,65
9:46,50,Craig Bowman missed Three Point Jumper.,43,65
9:46,93,Anthony Smith Defensive Rebound.,43,65
9:37,93,Jonathan Stark missed Jumper.,43,65
9:37,93,Murray State Offensive Rebound.,43,65
9:17,93,Anthony Smith Turnover.,43,65
8:57,50,Marcus Barham Turnover.,43,65
8:56,93,Shaq Buchanan Steal.,43,65
8:53,93,Shaq Buchanan made Dunk.,43,67
8:21,50,Elijah Mayes made Jumper.,45,67
8:05,93,Anthony Smith made Layup. Assisted by Ja Morant.,45,69
8:05,50,Foul on Isaiah Martin.,45,69
8:05,93,Anthony Smith made Free Throw.,45,70
7:42,50,Desmond Williams made Three Point Jumper.,48,70
7:26,93,Shaq Buchanan missed Jumper.,48,70
7:26,50,Desmond Williams Defensive Rebound.,48,70
7:26,93,Foul on Anthony Smith.,48,70
7:26,93,Official TV Timeout,48,70
7:14,50,Marcus Barham missed Three Point Jumper.,48,70
7:14,93,Anthony Smith Defensive Rebound.,48,70
7:11,50,Foul on Craig Bowman.,48,70
7:01,93,Shaq Buchanan missed Layup.,48,70
7:01,50,Isaiah Martin Defensive Rebound.,48,70
6:55,50,Desmond Williams missed Jumper.,48,70
6:55,93,Anthony Smith Block.,48,70
6:54,93,Jachai Taylor Defensive Rebound.,48,70
6:46,93,Anthony Smith missed Layup.,48,70
6:46,50,Isaiah Martin Block.,48,70
6:44,93,Anthony Smith Offensive Rebound.,48,70
6:44,50,Foul on Desmond Williams.,48,70
6:44,93,Anthony Smith made Free Throw.,48,71
6:44,93,Anthony Smith made Free Throw.,48,72
6:24,50,Elijah Mayes missed Jumper.,48,72
6:24,50,Isaiah Martin Offensive Rebound.,48,72
6:22,50,Isaiah Martin Turnover.,48,72
6:13,93,Jachai Taylor missed Three Point Jumper.,48,72
6:13,93,Anthony Smith Offensive Rebound.,48,72
5:46,93,Ja Morant made Layup.,48,74
5:28,50,Elijah Mayes missed Layup.,48,74
5:28,50,Isaiah Martin Offensive Rebound.,48,74
5:25,50,Isaiah Martin made Dunk.,50,74
4:54,93,Jachai Taylor missed Three Point Jumper.,50,74
4:54,93,Jalen Dupree Offensive Rebound.,50,74
4:51,93,Jalen Dupree missed Layup.,50,74
4:51,50,Isaiah Martin Block.,50,74
4:49,50,Brendon Myles Defensive Rebound.,50,74
4:47,50,Desmond Williams made Layup.,52,74
4:37,93,Murray State  Timeout,52,74
4:19,93,Shaq Buchanan missed Three Point Jumper.,52,74
4:19,93,Anthony Smith Offensive Rebound.,52,74
4:17,50,Foul on Javonni Harrell.,52,74
4:17,93,Anthony Smith made Free Throw.,52,75
4:17,93,Anthony Smith missed Free Throw.,52,75
4:17,50,Desmond Williams Defensive Rebound.,52,75
4:03,93,Foul on Anthony Smith.,52,75
3:57,93,Official TV Timeout,52,75
3:50,50,Brendon Myles missed Three Point Jumper.,52,75
3:50,93,Shaq Buchanan Defensive Rebound.,52,75
3:29,93,Shaq Buchanan Turnover.,52,75
3:28,50,Kamron Reaves Steal.,52,75
3:04,93,Foul on Shaq Buchanan.,52,75
3:02,50,Kamron Reaves made Free Throw.,53,75
3:02,50,Kamron Reaves made Free Throw.,54,75
2:46,93,Jachai Taylor made Jumper. Assisted by Jonathan Stark.,54,77
2:30,50,Brendon Myles missed Jumper.,54,77
2:30,50,Javonni Harrell Offensive Rebound.,54,77
2:28,50,Javonni Harrell made Two Point Tip Shot.,56,77
2:01,93,Jachai Taylor missed Three Point Jumper.,56,77
2:01,93,Brion Sanchious Offensive Rebound.,56,77
1:47,93,Murray State  Timeout,56,77
1:39,50,Foul on Justin Ravenel.,56,77
1:39,93,Zach Hopewell missed Free Throw.,56,77
1:39,93,Anthony Smith Offensive Rebound.,56,77
1:38,50,Foul on Javonni Harrell.,56,77
1:38,93,Anthony Smith missed Free Throw.,56,77
1:38,93,Murray State Deadball Team Rebound.,56,77
1:38,93,Anthony Smith made Free Throw.,56,78
1:16,50,Rashad Austin made Layup. Assisted by Bryce Moragne.,58,78
0:54,93,Jachai Taylor made Layup. Assisted by Zach Hopewell.,58,80
0:29,93,Foul on Devin Gilmore.,58,80
0:29,50,Rashad Austin made Free Throw.,59,80
0:29,50,Rashad Austin missed Free Throw.,59,80
0:29,50,Bryce Moragne Offensive Rebound.,59,80
0:29,50,Bryce Moragne missed Jumper.,59,80
0:29,93,Anthony Smith Block.,59,80
0:29,50,Florida A&M Offensive Rebound.,59,80
0:10,50,Rashad Austin Turnover.,59,80
0:10,93,Anthony Smith Steal.,59,80
0:00,93,End of Game,59,80
