Wright State,98,Western Kentucky,2750
2:52,98,Official TV Timeout,28,30
2:52,98,Dwight Coleby made Free Throw.,28,31
2:52,98,Dwight Coleby made Free Throw.,28,32
2:35,2750,Everett Winchester missed Jumper.,28,32
2:35,98,Taveion Hollingsworth Defensive Rebound.,28,32
2:30,2750,Foul on Parker Ernsthausen.,28,32
2:30,98,Lamonte Bearden made Free Throw.,28,33
2:30,98,Lamonte Bearden made Free Throw.,28,34
2:04,2750,Grant Benzinger made Jumper.,30,34
1:41,2750,Foul on Justin Mitchell.,30,34
1:41,98,Darius Thompson made Free Throw.,30,35
1:41,98,Darius Thompson made Free Throw.,30,36
1:41,98,Darius Thompson missed Free Throw.,30,36
1:41,2750,Grant Benzinger Defensive Rebound.,30,36
1:22,2750,Loudon Love missed Jumper.,30,36
1:22,98,Marek Nelson Defensive Rebound.,30,36
1:00,98,Lamonte Bearden made Jumper.,30,38
0:46,2750,Jaylon Hall missed Jumper.,30,38
0:46,2750,Mark Hughes Offensive Rebound.,30,38
0:35,2750,Loudon Love missed Jumper.,30,38
0:35,98,Justin Johnson Defensive Rebound.,30,38
0:28,98,Justin Johnson made Layup. Assisted by Darius Thompson.,30,40
0:28,2750,Foul on Loudon Love.,30,40
0:28,98,Justin Johnson made Free Throw.,30,41
0:00,98,End of 1st half,30,41
19:40,2750,Foul on Justin Mitchell.,30,41
19:40,98,Lamonte Bearden made Free Throw.,30,42
19:40,98,Lamonte Bearden made Free Throw.,30,43
19:28,2750,Jaylon Hall missed Jumper.,30,43
19:28,98,Justin Johnson Defensive Rebound.,30,43
19:27,2750,Foul on Loudon Love.,30,43
18:55,98,Darius Thompson missed Jumper.,30,43
18:55,2750,Mark Hughes Defensive Rebound.,30,43
18:48,2750,Jaylon Hall made Layup. Assisted by Mark Hughes.,32,43
18:41,98,Foul on Lamonte Bearden.,32,43
18:41,98,Lamonte Bearden Turnover.,32,43
18:17,2750,Mark Hughes made Layup.,34,43
17:53,98,Lamonte Bearden missed Three Point Jumper.,34,43
17:53,2750,Grant Benzinger Defensive Rebound.,34,43
17:30,2750,Grant Benzinger made Three Point Jumper. Assisted by Everett Winchester.,37,43
17:11,98,Taveion Hollingsworth made Three Point Jumper.,37,46
16:54,98,Foul on Dwight Coleby.,37,46
16:51,2750,Grant Benzinger made Jumper.,39,46
16:29,98,Foul on Dwight Coleby.,39,46
16:29,98,Dwight Coleby Turnover.,39,46
16:09,2750,Grant Benzinger missed Three Point Jumper.,39,46
16:09,2750,Jaylon Hall Offensive Rebound.,39,46
16:03,2750,Jaylon Hall missed Jumper.,39,46
16:03,98,Justin Johnson Defensive Rebound.,39,46
15:52,98,Lamonte Bearden made Layup.,39,48
15:36,2750,Everett Winchester Turnover.,39,48
15:35,98,Marek Nelson Steal.,39,48
15:28,98,Taveion Hollingsworth made Jumper.,39,50
14:57,2750,Grant Benzinger missed Jumper.,39,50
14:57,98,Darius Thompson Defensive Rebound.,39,50
14:31,98,Marek Nelson Turnover.,39,50
14:30,2750,Parker Ernsthausen Steal.,39,50
14:25,98,Foul on Darius Thompson.,39,50
14:25,98,Official TV Timeout,39,50
14:03,2750,Tye Wilburn Turnover.,39,50
14:03,98,Marek Nelson Steal.,39,50
13:59,98,Taveion Hollingsworth made Layup.,39,52
13:43,2750,Loudon Love made Layup. Assisted by Grant Benzinger.,41,52
13:26,98,Darius Thompson made Jumper.,41,54
13:00,2750,Foul on Everett Winchester.,41,54
13:00,2750,Everett Winchester Turnover.,41,54
12:37,98,Taveion Hollingsworth made Three Point Jumper. Assisted by Lamonte Bearden.,41,57
12:12,98,Foul on Justin Johnson.,41,57
12:10,98,Foul on Marek Nelson.,41,57
12:01,98,Foul on Marek Nelson.,41,57
12:01,2750,Everett Winchester missed Free Throw.,41,57
12:01,98,Justin Johnson Defensive Rebound.,41,57
11:45,98,Marek Nelson made Layup.,41,59
11:34,2750,Grant Benzinger made Three Point Jumper. Assisted by Mark Hughes.,44,59
11:30,2750,Wright State  Timeout,44,59
11:30,98,Official TV Timeout,44,59
11:09,98,Taveion Hollingsworth made Layup.,44,61
11:09,2750,Foul on Mark Hughes.,44,61
11:09,98,Taveion Hollingsworth made Free Throw.,44,62
10:51,2750,Jaylon Hall Turnover.,44,62
10:51,98,Darius Thompson Steal.,44,62
10:44,98,Darius Thompson missed Jumper.,44,62
10:44,2750,Jaylon Hall Defensive Rebound.,44,62
10:34,2750,Justin Mitchell missed Layup.,44,62
10:34,98,Dwight Coleby Block.,44,62
10:32,2750,Loudon Love Offensive Rebound.,44,62
10:30,2750,Loudon Love missed Jumper.,44,62
10:30,2750,Justin Mitchell Offensive Rebound.,44,62
10:27,2750,Grant Benzinger missed Three Point Jumper.,44,62
10:27,98,Darius Thompson Defensive Rebound.,44,62
10:03,98,Dwight Coleby made Jumper. Assisted by Marek Nelson.,44,64
9:46,2750,Jaylon Hall missed Three Point Jumper.,44,64
9:46,98,Dwight Coleby Defensive Rebound.,44,64
9:37,98,Darius Thompson missed Three Point Jumper.,44,64
9:37,2750,Loudon Love Defensive Rebound.,44,64
9:20,2750,Jaylon Hall missed Jumper.,44,64
9:20,98,Jake Ohmer Defensive Rebound.,44,64
9:17,98,Darius Thompson made Layup. Assisted by Jake Ohmer.,44,66
9:17,2750,Foul on Grant Benzinger.,44,66
9:17,98,Darius Thompson made Free Throw.,44,67
9:05,2750,Mark Hughes made Three Point Jumper. Assisted by Justin Mitchell.,47,67
8:42,98,Darius Thompson made Jumper.,47,69
8:26,2750,Mark Hughes missed Three Point Jumper.,47,69
8:26,98,Darius Thompson Defensive Rebound.,47,69
8:23,2750,Foul on Justin Mitchell.,47,69
8:01,98,Justin Johnson Turnover.,47,69
7:59,2750,Loudon Love Steal.,47,69
7:48,2750,Justin Mitchell missed Three Point Jumper.,47,69
7:48,98,Darius Thompson Defensive Rebound.,47,69
7:40,98,Justin Johnson missed Three Point Jumper.,47,69
7:40,2750,Mark Hughes Defensive Rebound.,47,69
7:18,2750,Everett Winchester made Layup. Assisted by Justin Mitchell.,49,69
7:18,98,Foul on Justin Johnson.,49,69
7:18,2750,Everett Winchester missed Free Throw.,49,69
7:18,98,Justin Johnson Defensive Rebound.,49,69
7:04,98,Dwight Coleby missed Dunk.,49,69
7:04,98,Dwight Coleby Offensive Rebound.,49,69
6:58,98,Dwight Coleby made Layup.,49,71
6:50,2750,Grant Benzinger missed Three Point Jumper.,49,71
6:50,98,Western Kentucky Defensive Rebound.,49,71
6:30,98,Justin Johnson missed Jumper.,49,71
6:30,2750,Justin Mitchell Defensive Rebound.,49,71
6:22,2750,Foul on Justin Mitchell.,49,71
6:19,2750,Justin Mitchell Turnover.,49,71
6:02,98,Jake Ohmer missed Jumper.,49,71
6:02,2750,Grant Benzinger Defensive Rebound.,49,71
5:51,2750,Loudon Love made Layup. Assisted by Jaylon Hall.,51,71
5:29,98,Lamonte Bearden missed Three Point Jumper.,51,71
5:29,2750,Everett Winchester Defensive Rebound.,51,71
5:26,98,Foul on Justin Johnson.,51,71
5:26,2750,Everett Winchester missed Free Throw.,51,71
5:26,98,Justin Johnson Defensive Rebound.,51,71
5:03,98,Jake Ohmer missed Three Point Jumper.,51,71
5:03,2750,Loudon Love Defensive Rebound.,51,71
4:51,2750,Mark Hughes missed Three Point Jumper.,51,71
4:51,2750,Loudon Love Offensive Rebound.,51,71
4:42,2750,Grant Benzinger made Three Point Jumper.,54,71
4:22,98,Lamonte Bearden Turnover.,54,71
4:21,2750,Mark Hughes Steal.,54,71
4:19,98,Foul on Darius Thompson.,54,71
4:19,2750,Jaylon Hall made Free Throw.,55,71
4:19,2750,Jaylon Hall made Free Throw.,56,71
4:19,2750,Wright State  Timeout,56,71
4:19,98,Official TV Timeout,56,71
3:49,98,Dwight Coleby Turnover.,56,71
3:38,2750,Grant Benzinger missed Three Point Jumper.,56,71
3:38,98,Darius Thompson Defensive Rebound.,56,71
3:14,98,Dwight Coleby missed Layup.,56,71
3:14,2750,Grant Benzinger Block.,56,71
3:13,98,Justin Johnson Offensive Rebound.,56,71
3:11,98,Justin Johnson missed Jumper.,56,71
3:11,2750,Loudon Love Defensive Rebound.,56,71
3:06,2750,Grant Benzinger missed Three Point Jumper.,56,71
3:06,98,Justin Johnson Defensive Rebound.,56,71
2:38,98,Darius Thompson made Three Point Jumper. Assisted by Jake Ohmer.,56,74
2:24,2750,Mark Hughes missed Three Point Jumper.,56,74
2:24,98,Justin Johnson Defensive Rebound.,56,74
2:06,98,Jake Ohmer missed Three Point Jumper.,56,74
2:06,2750,Loudon Love Defensive Rebound.,56,74
1:40,2750,Loudon Love missed Jumper.,56,74
1:40,98,Dwight Coleby Block.,56,74
1:38,98,Lamonte Bearden Defensive Rebound.,56,74
1:38,2750,Foul on Grant Benzinger.,56,74
1:38,98,Lamonte Bearden made Free Throw.,56,75
1:38,98,Lamonte Bearden made Free Throw.,56,76
1:23,98,Western Kentucky Defensive Rebound.,56,76
1:23,2750,Alan Vest missed Three Point Jumper.,56,76
0:50,98,Tyler Miller made Jumper.,56,78
0:39,2750,Tye Wilburn made Three Point Jumper. Assisted by Mark Hughes.,59,78
0:25,98,Taveion Hollingsworth Turnover.,59,78
0:22,2750,Tye Wilburn Steal.,59,78
0:19,2750,Jaylon Hall missed Three Point Jumper.,59,78
0:19,2750,Tye Wilburn Offensive Rebound.,59,78
0:19,2750,Tye Wilburn missed Jumper.,59,78
0:19,2750,Loudon Love Offensive Rebound.,59,78
0:18,98,Foul on Marek Nelson.,59,78
0:18,2750,Loudon Love missed Free Throw.,59,78
0:18,2750,Wright State Deadball Team Rebound.,59,78
0:18,2750,Loudon Love made Free Throw.,60,78
0:00,98,End of Game,60,78
