Williams Baptist,Error,New Orleans,2443
2:46,2443,Makur Puou Defensive Rebound.,24,39
2:24,2443,Makur Puou made Layup. Assisted by Lamont Berzat.,24,41
2:10,-1,Marquez Chew Turnover.,24,41
2:09,2443,Lamont Berzat Steal.,24,41
2:05,2443,Damion Rosser made Layup. Assisted by Lamont Berzat.,24,43
2:05,-1,Foul on Joao Preto.,24,43
2:05,2443,Damion Rosser missed Free Throw.,24,43
2:05,-1,Travon Cobb Defensive Rebound.,24,43
1:55,-1,Joao Preto Turnover.,24,43
1:43,2443,Dionta Champion missed Three Point Jumper.,24,43
1:43,-1,Williams Baptist Defensive Rebound.,24,43
1:40,2443,Foul on Tyren Harrison.,24,43
1:40,-1,Dustin Utley missed Free Throw.,24,43
1:40,2443,Makur Puou Defensive Rebound.,24,43
1:28,2443,Lamont Berzat missed Three Point Jumper.,24,43
1:28,-1,Travon Cobb Defensive Rebound.,24,43
1:17,-1,Travon Cobb Turnover.,24,43
1:16,2443,Lamont Berzat Steal.,24,43
1:13,2443,Lamont Berzat made Layup.,24,45
0:48,-1,Dominique Dyes missed Three Point Jumper.,24,45
0:48,2443,Dionta Champion Defensive Rebound.,24,45
0:40,2443,Lamont Berzat made Three Point Jumper. Assisted by Damion Rosser.,24,48
0:08,-1,Travon Cobb missed Three Point Jumper.,24,48
0:08,2443,Dionta Champion Defensive Rebound.,24,48
0:04,2443,New Orleans  Timeout,24,48
0:01,2443,Charles Bohannon missed Three Point Jumper.,24,48
0:01,-1,Williams Baptist Deadball Team Rebound.,24,48
0:00,2443,End of 1st half,24,48
19:50,2443,Damion Rosser made Layup.,24,50
19:24,-1,Devante Carolina Turnover.,24,50
19:22,2443,Michael Zeno Steal.,24,50
19:19,2443,Michael Zeno made Layup. Assisted by Bryson Robinson.,24,52
19:06,-1,Briheam Anthony made Layup. Assisted by Devante Carolina.,26,52
18:54,2443,Bryson Robinson missed Three Point Jumper.,26,52
18:54,2443,Dionta Champion Offensive Rebound.,26,52
18:27,2443,Michael Zeno made Layup.,26,54
18:10,-1,Briheam Anthony Turnover.,26,54
18:09,2443,Troy Green Steal.,26,54
18:07,2443,Troy Green made Layup.,26,56
17:47,-1,Devante Carolina made Three Point Jumper. Assisted by Briheam Anthony.,29,56
17:44,-1,Williams Baptist  Timeout,29,56
17:44,2443,Official TV Timeout,29,56
17:16,2443,Makur Puou missed Jumper.,29,56
17:16,-1,Kendall Ivy Defensive Rebound.,29,56
17:09,-1,Travon Cobb missed Three Point Jumper.,29,56
17:09,2443,Troy Green Defensive Rebound.,29,56
16:57,2443,Makur Puou missed Jumper.,29,56
16:57,2443,Makur Puou Offensive Rebound.,29,56
16:55,2443,Makur Puou made Layup.,29,58
16:37,-1,Devante Carolina made Three Point Jumper. Assisted by Kendall Ivy.,32,58
16:18,2443,Dionta Champion Turnover.,32,58
16:17,-1,Travon Cobb Steal.,32,58
16:13,-1,Devante Carolina made Three Point Jumper. Assisted by Kendall Ivy.,35,58
15:55,2443,Bryson Robinson missed Three Point Jumper.,35,58
15:55,2443,Dionta Champion Offensive Rebound.,35,58
15:44,2443,Bryson Robinson missed Layup.,35,58
15:44,-1,Kendall Ivy Defensive Rebound.,35,58
15:39,-1,Devante Carolina made Three Point Jumper. Assisted by Kendall Ivy.,38,58
15:23,2443,Official TV Timeout,38,58
15:21,-1,Foul on Kendall Ivy.,38,58
15:21,2443,Travin Thibodeaux made Free Throw.,38,59
15:21,2443,Travin Thibodeaux missed Free Throw.,38,59
15:21,-1,Travon Cobb Defensive Rebound.,38,59
15:12,-1,Shackeel Butters missed Jumper.,38,59
15:12,2443,Travin Thibodeaux Block.,38,59
15:10,2443,Ezekiel Charles Defensive Rebound.,38,59
14:44,2443,Lamont Berzat made Three Point Jumper. Assisted by Troy Green.,38,62
14:22,-1,Kendall Ivy Turnover.,38,62
14:09,2443,Lamont Berzat made Three Point Jumper. Assisted by Troy Green.,38,65
13:56,2443,Foul on Lamont Berzat.,38,65
13:40,-1,Briheam Anthony missed Three Point Jumper.,38,65
13:40,2443,Travin Thibodeaux Defensive Rebound.,38,65
13:13,2443,Ezekiel Charles made Three Point Jumper. Assisted by Lamont Berzat.,38,68
12:57,-1,Devante Carolina missed Three Point Jumper.,38,68
12:57,2443,Ezekiel Charles Defensive Rebound.,38,68
12:46,2443,Lamont Berzat missed Layup.,38,68
12:46,-1,Devante Carolina Defensive Rebound.,38,68
12:36,2443,Foul on Travin Thibodeaux.,38,68
12:36,-1,D'Angelo Griffin made Free Throw.,39,68
12:36,-1,D'Angelo Griffin missed Free Throw.,39,68
12:36,2443,Ezekiel Charles Defensive Rebound.,39,68
12:22,-1,Foul on Dominique Dyes.,39,68
12:09,2443,Travin Thibodeaux missed Dunk.,39,68
12:09,-1,Marquez Chew Defensive Rebound.,39,68
12:02,-1,D'Angelo Griffin missed Layup.,39,68
12:02,2443,Travin Thibodeaux Block.,39,68
12:01,2443,Ezekiel Charles Defensive Rebound.,39,68
11:58,2443,Damion Rosser made Layup. Assisted by Troy Green.,39,70
11:40,-1,Dominique Dyes missed Three Point Jumper.,39,70
11:40,2443,Lamont Berzat Defensive Rebound.,39,70
11:31,2443,Troy Green made Layup.,39,72
11:19,-1,Shackeel Butters made Layup. Assisted by Dominique Dyes.,41,72
10:56,2443,Damion Rosser made Layup. Assisted by Troy Green.,41,74
10:29,2443,Foul on Lamont Berzat.,41,74
10:29,2443,Official TV Timeout,41,74
10:20,-1,D'Angelo Griffin Turnover.,41,74
10:02,2443,Tyren Harrison Turnover.,41,74
10:01,-1,Briheam Anthony Steal.,41,74
10:01,-1,Briheam Anthony Turnover.,41,74
9:59,2443,Michael Zeno missed Layup.,41,74
9:59,2443,Michael Zeno Offensive Rebound.,41,74
9:56,2443,Michael Zeno missed Layup.,41,74
9:56,-1,Briheam Anthony Defensive Rebound.,41,74
9:48,-1,Dominique Dyes missed Three Point Jumper.,41,74
9:48,2443,Dionta Champion Defensive Rebound.,41,74
9:23,2443,Michael Zeno made Layup. Assisted by Bryson Robinson.,41,76
9:01,-1,Briheam Anthony missed Three Point Jumper.,41,76
9:01,2443,Dionta Champion Defensive Rebound.,41,76
8:32,2443,Michael Zeno Turnover.,41,76
8:32,-1,Briheam Anthony Steal.,41,76
8:32,-1,Colton Watson missed Three Point Jumper.,41,76
8:32,2443,Dionta Champion Defensive Rebound.,41,76
8:26,-1,Foul on D'Angelo Griffin.,41,76
8:23,2443,Makur Puou made Free Throw.,41,77
8:03,2443,Makur Puou made Free Throw.,41,78
7:42,-1,Colton Watson made Layup. Assisted by Devante Carolina.,43,78
7:42,2443,Tyren Harrison made Three Point Jumper.,43,81
7:38,-1,Devante Carolina made Layup.,45,81
7:10,2443,Official TV Timeout,45,81
7:10,2443,Tyren Harrison Turnover.,45,81
7:10,2443,Foul on Tyren Harrison.,45,81
6:59,-1,Colton Watson made Three Point Jumper. Assisted by Kendall Ivy.,48,81
6:37,2443,Tyren Harrison Turnover.,48,81
6:36,-1,Devante Carolina Steal.,48,81
6:34,-1,Devante Carolina made Layup.,50,81
6:11,2443,Michael Zeno Turnover.,50,81
6:10,-1,Shackeel Butters Steal.,50,81
5:55,-1,Devante Carolina made Layup. Assisted by Kendall Ivy.,52,81
5:35,-1,Foul on Shackeel Butters.,52,81
5:33,2443,Damion Rosser missed Layup.,52,81
5:33,2443,Damion Rosser Offensive Rebound.,52,81
5:31,2443,Damion Rosser made Layup.,52,83
5:13,-1,Kendall Ivy missed Three Point Jumper.,52,83
5:13,2443,Travin Thibodeaux Defensive Rebound.,52,83
5:05,2443,Travin Thibodeaux Turnover.,52,83
5:01,-1,Colton Watson Steal.,52,83
5:00,-1,Colton Watson made Layup. Assisted by Devante Carolina.,54,83
4:35,-1,Foul on Devante Carolina.,54,83
4:33,2443,Travin Thibodeaux made Dunk. Assisted by Troy Green.,54,85
4:14,-1,Briheam Anthony made Layup.,56,85
4:13,2443,Foul on Damion Rosser.,56,85
4:13,-1,Briheam Anthony made Free Throw.,57,85
3:52,2443,Travin Thibodeaux missed Three Point Jumper.,57,85
3:52,-1,Kendall Ivy Defensive Rebound.,57,85
3:44,-1,Colton Watson missed Layup.,57,85
3:44,2443,Travin Thibodeaux Block.,57,85
3:43,-1,Shackeel Butters Offensive Rebound.,57,85
3:39,-1,Shackeel Butters made Layup.,59,85
3:31,2443,Lamont Berzat Turnover.,59,85
3:31,2443,Official TV Timeout,59,85
3:22,-1,Kendall Ivy missed Layup.,59,85
3:22,2443,Damion Rosser Defensive Rebound.,59,85
3:05,2443,Lamont Berzat Turnover.,59,85
3:04,-1,Briheam Anthony Steal.,59,85
3:00,-1,Briheam Anthony made Layup.,61,85
2:42,2443,Lamont Berzat missed Three Point Jumper.,61,85
2:42,-1,Kendall Ivy Defensive Rebound.,61,85
2:32,-1,Colton Watson missed Three Point Jumper.,61,85
2:32,2443,Ezekiel Charles Defensive Rebound.,61,85
2:07,2443,Ezekiel Charles missed Jumper.,61,85
2:07,-1,Dominique Dyes Defensive Rebound.,61,85
2:02,2443,Foul on Lamont Berzat.,61,85
1:53,-1,Briheam Anthony missed Jumper.,61,85
1:53,2443,Ezekiel Charles Defensive Rebound.,61,85
1:33,2443,Charles Bohannon Turnover.,61,85
1:32,-1,Devante Carolina Steal.,61,85
1:30,-1,Devante Carolina missed Layup.,61,85
1:30,2443,Lamont Berzat Defensive Rebound.,61,85
1:07,2443,Tyren Harrison Turnover.,61,85
1:07,2443,Foul on Tyren Harrison.,61,85
1:02,-1,Dominique Dyes made Three Point Jumper. Assisted by Marquez Chew.,64,85
0:41,2443,Tyren Harrison missed Jumper.,64,85
0:41,2443,Damion Rosser Offensive Rebound.,64,85
0:37,2443,Damion Rosser made Two Point Tip Shot.,64,87
0:23,-1,Dominique Dyes made Three Point Jumper. Assisted by Marquez Chew.,67,87
0:11,2443,Damion Rosser Turnover.,67,87
0:09,-1,Dominique Dyes Steal.,67,87
0:08,-1,Dominique Dyes missed Layup.,67,87
0:08,-1,Briheam Anthony Offensive Rebound.,67,87
0:03,-1,Dominique Dyes made Three Point Jumper. Assisted by Briheam Anthony.,70,87
0:00,2443,End of Game,70,87
