UC Riverside,2253,Grand Canyon,27
12:53,27,Chance Murray missed Jumper.,7,8
12:53,27,Alex Larsson Offensive Rebound.,7,8
12:51,2253,Foul on Fiifi Aidoo.,7,8
12:49,27,Dikymbe Martin Turnover.,7,8
12:48,2253,Fiifi Aidoo Steal.,7,8
12:46,2253,Fiifi Aidoo made Layup.,7,10
12:24,27,Dikymbe Martin Turnover.,7,10
12:24,27,Foul on Dikymbe Martin.,7,10
12:24,2253,Fiifi Aidoo made Free Throw.,7,11
12:24,2253,Fiifi Aidoo made Free Throw.,7,12
12:13,27,Dominick Pickett Turnover.,7,12
12:12,2253,Oscar Frayer Steal.,7,12
11:57,2253,Oscar Frayer made Jumper. Assisted by Gerard Martin.,7,14
11:36,27,Dominick Pickett missed Jumper.,7,14
11:36,27,Dominick Pickett Offensive Rebound.,7,14
11:30,2253,Foul on Keonta Vernon.,7,14
11:30,2253,Official TV Timeout,7,14
11:23,27,Chance Murray missed Layup.,7,14
11:23,2253,Keonta Vernon Block.,7,14
11:23,2253,Roberts Blumbergs Defensive Rebound.,7,14
11:18,2253,Oscar Frayer made Layup. Assisted by Casey Benson.,7,16
11:18,27,Foul on Menno Dijkstra.,7,16
11:18,2253,Oscar Frayer missed Free Throw.,7,16
11:18,27,Menno Dijkstra Defensive Rebound.,7,16
11:17,2253,Foul on Keonta Vernon.,7,16
10:58,27,Chance Murray Turnover.,7,16
10:58,2253,Oscar Frayer Steal.,7,16
10:32,2253,Oscar Frayer missed Three Point Jumper.,7,16
10:32,27,Alex Larsson Defensive Rebound.,7,16
10:19,27,Jayvon Brown Turnover.,7,16
10:08,2253,Casey Benson missed Jumper.,7,16
10:08,27,Alex Larsson Defensive Rebound.,7,16
9:51,27,Alex Larsson made Layup. Assisted by Menno Dijkstra.,9,16
9:51,2253,Foul on Oscar Frayer.,9,16
9:51,27,Alex Larsson made Free Throw.,10,16
9:23,2253,Gerard Martin missed Three Point Jumper.,10,16
9:23,2253,Alessandro Lever Offensive Rebound.,10,16
9:19,2253,Alessandro Lever missed Layup.,10,16
9:19,2253,Alessandro Lever Offensive Rebound.,10,16
9:13,2253,Grand Canyon  Timeout,10,16
9:09,2253,Roberts Blumbergs made Three Point Jumper. Assisted by Casey Benson.,10,19
8:46,27,Brandon Rosser made Three Point Jumper. Assisted by Alex Larsson.,13,19
8:33,2253,Casey Benson missed Three Point Jumper.,13,19
8:33,2253,Roberts Blumbergs Offensive Rebound.,13,19
8:31,27,Foul on Menno Dijkstra.,13,19
8:31,2253,Roberts Blumbergs made Free Throw.,13,20
8:31,2253,Roberts Blumbergs made Free Throw.,13,21
8:23,27,Idy Diallo Turnover.,13,21
8:22,2253,Casey Benson Steal.,13,21
8:22,27,Foul on Dikymbe Martin.,13,21
8:22,2253,Casey Benson made Free Throw.,13,22
8:22,2253,Casey Benson missed Free Throw.,13,22
8:22,2253,Casey Benson Offensive Rebound.,13,22
8:19,2253,Casey Benson made Jumper.,13,24
8:15,27,UC Riverside  Timeout,13,24
7:57,27,UC Riverside  Timeout,13,24
7:48,2253,Foul on Matt Jackson.,13,24
7:48,27,Chance Murray made Free Throw.,14,24
7:48,27,Chance Murray made Free Throw.,15,24
7:33,2253,Casey Benson missed Three Point Jumper.,15,24
7:33,27,Chance Murray Defensive Rebound.,15,24
7:20,27,Brandon Rosser made Layup. Assisted by Chance Murray.,17,24
7:20,2253,Foul on Alessandro Lever.,17,24
7:20,27,Brandon Rosser missed Free Throw.,17,24
7:20,2253,Roberts Blumbergs Defensive Rebound.,17,24
7:08,2253,Joshua Braun missed Three Point Jumper.,17,24
7:08,27,UC Riverside Defensive Rebound.,17,24
6:48,27,Chance Murray missed Layup.,17,24
6:48,27,UC Riverside Offensive Rebound.,17,24
6:45,27,Koh Flippin missed Three Point Jumper.,17,24
6:45,2253,Alessandro Lever Defensive Rebound.,17,24
6:38,2253,Joshua Braun missed Three Point Jumper.,17,24
6:38,2253,Alessandro Lever Offensive Rebound.,17,24
6:31,2253,Casey Benson missed Layup.,17,24
6:31,27,James Jackson Defensive Rebound.,17,24
6:29,2253,Foul on Alessandro Lever.,17,24
6:29,27,James Jackson missed Free Throw.,17,24
6:29,27,UC Riverside Deadball Team Rebound.,17,24
6:29,27,James Jackson missed Free Throw.,17,24
6:29,2253,Roberts Blumbergs Defensive Rebound.,17,24
6:10,2253,Roberts Blumbergs made Three Point Jumper. Assisted by Joshua Braun.,17,27
5:47,27,Alex Larsson Turnover.,17,27
5:29,2253,Kerwin Smith made Dunk. Assisted by Shaq Carr.,17,29
5:10,2253,Foul on Kerwin Smith.,17,29
5:10,27,Alex Larsson missed Free Throw.,17,29
5:10,27,UC Riverside Deadball Team Rebound.,17,29
5:10,27,Alex Larsson made Free Throw.,18,29
4:57,2253,Shaq Carr missed Three Point Jumper.,18,29
4:57,27,Chance Murray Defensive Rebound.,18,29
4:28,27,Brandon Rosser missed Three Point Jumper.,18,29
4:28,2253,Grand Canyon Defensive Rebound.,18,29
4:05,2253,Joshua Braun Turnover.,18,29
3:51,27,Ryker Pierce Turnover.,18,29
3:48,2253,Casey Benson Steal.,18,29
3:47,2253,Shaq Carr made Layup. Assisted by Casey Benson.,18,31
3:23,27,Foul on Brandon Rosser.,18,31
3:23,27,Brandon Rosser Turnover.,18,31
3:23,2253,Official TV Timeout,18,31
3:12,2253,Roberts Blumbergs missed Jumper.,18,31
3:12,27,Chance Murray Defensive Rebound.,18,31
2:55,27,James Jackson made Jumper. Assisted by Chance Murray.,20,31
2:48,2253,Joshua Braun missed Three Point Jumper.,20,31
2:48,27,Chance Murray Defensive Rebound.,20,31
2:35,27,Chance Murray Turnover.,20,31
2:33,2253,Joshua Braun Steal.,20,31
2:31,2253,Casey Benson made Layup. Assisted by Joshua Braun.,20,33
2:08,27,Jayvon Brown made Three Point Jumper. Assisted by James Jackson.,23,33
1:48,2253,Kerwin Smith made Dunk. Assisted by Shaq Carr.,23,35
1:31,2253,Foul on Kerwin Smith.,23,35
1:31,27,Jayvon Brown made Free Throw.,24,35
1:31,27,Jayvon Brown made Free Throw.,25,35
1:20,2253,Casey Benson missed Three Point Jumper.,25,35
1:20,27,UC Riverside Defensive Rebound.,25,35
0:54,27,DJ Sylvester missed Layup.,25,35
0:54,27,DJ Sylvester Offensive Rebound.,25,35
0:50,27,DJ Sylvester missed Layup.,25,35
0:50,2253,Kerwin Smith Block.,25,35
0:50,27,James Jackson Offensive Rebound.,25,35
0:32,2253,Foul on Kerwin Smith.,25,35
0:32,27,Chance Murray made Layup.,27,35
0:32,27,Technical Foul on Chance Murray.,27,35
0:32,2253,Joshua Braun made Free Throw.,27,36
0:32,27,Foul on Chance Murray.,27,36
0:32,2253,Joshua Braun missed Free Throw.,27,36
0:32,2253,Grand Canyon Deadball Team Rebound.,27,36
0:32,27,Chance Murray missed Free Throw.,27,36
0:32,2253,Joshua Braun Defensive Rebound.,27,36
0:05,2253,Matt Jackson missed Three Point Jumper.,27,36
0:05,2253,Roberts Blumbergs Offensive Rebound.,27,36
0:01,2253,Roberts Blumbergs made Layup.,27,38
0:00,2253,End of 1st half,27,36
19:49,27,Alex Larsson Turnover.,27,38
19:31,2253,Oscar Frayer made Three Point Jumper. Assisted by Keonta Vernon.,27,41
18:59,27,Chance Murray missed Jumper.,27,41
18:59,27,Alex Larsson Offensive Rebound.,27,41
18:55,27,Alex Larsson missed Layup.,27,41
18:55,2253,Keonta Vernon Defensive Rebound.,27,41
18:48,2253,Oscar Frayer missed Three Point Jumper.,27,41
18:48,27,Brandon Rosser Defensive Rebound.,27,41
18:38,27,Menno Dijkstra made Layup. Assisted by Dikymbe Martin.,29,41
18:23,2253,Joshua Braun missed Three Point Jumper.,29,41
18:23,27,Alex Larsson Defensive Rebound.,29,41
18:09,2253,Foul on Casey Benson.,29,41
17:57,27,Alex Larsson made Layup. Assisted by Menno Dijkstra.,31,41
17:57,2253,Foul on Keonta Vernon.,31,41
17:57,27,Alex Larsson made Free Throw.,32,41
17:33,2253,Roberts Blumbergs made Jumper. Assisted by Casey Benson.,32,43
17:08,2253,Foul on Oscar Frayer.,32,43
17:08,27,Chance Murray made Free Throw.,33,43
17:08,27,Chance Murray made Free Throw.,34,43
17:02,2253,Casey Benson missed Three Point Jumper.,34,43
17:02,27,Alex Larsson Defensive Rebound.,34,43
16:45,27,Chance Murray missed Layup.,34,43
16:45,2253,Keonta Vernon Defensive Rebound.,34,43
16:31,2253,Oscar Frayer missed Three Point Jumper.,34,43
16:31,27,Menno Dijkstra Defensive Rebound.,34,43
16:21,27,Brandon Rosser Turnover.,34,43
16:21,2253,Oscar Frayer Steal.,34,43
16:21,27,Foul on Brandon Rosser.,34,43
16:08,2253,Roberts Blumbergs missed Three Point Jumper.,34,43
16:08,2253,Keonta Vernon Offensive Rebound.,34,43
16:03,2253,Casey Benson made Layup. Assisted by Keonta Vernon.,34,45
16:03,27,Foul on Brandon Rosser.,34,45
16:03,2253,Casey Benson made Free Throw.,34,46
15:51,27,Dikymbe Martin Turnover.,34,46
15:51,2253,Official TV Timeout,34,46
15:29,2253,Casey Benson missed Three Point Jumper.,34,46
15:29,2253,Roberts Blumbergs Offensive Rebound.,34,46
15:26,27,Foul on Idy Diallo.,34,46
15:12,2253,Shaq Carr missed Layup.,34,46
15:12,27,James Jackson Defensive Rebound.,34,46
14:54,27,Menno Dijkstra missed Three Point Jumper.,34,46
14:54,2253,Roberts Blumbergs Defensive Rebound.,34,46
14:51,27,Foul on James Jackson.,34,46
14:38,2253,Fiifi Aidoo missed Three Point Jumper.,34,46
14:38,2253,Casey Benson Offensive Rebound.,34,46
14:25,2253,Roberts Blumbergs made Dunk. Assisted by Fiifi Aidoo.,34,48
14:13,27,UC Riverside  Timeout,34,48
14:13,2253,Official TV Timeout,34,48
14:06,27,Jayvon Brown made Layup.,36,48
13:49,2253,Fiifi Aidoo missed Three Point Jumper.,36,48
13:49,27,Chance Murray Defensive Rebound.,36,48
13:45,27,Chance Murray Turnover.,36,48
13:35,2253,Roberts Blumbergs missed Three Point Jumper.,36,48
13:35,27,DJ Sylvester Defensive Rebound.,36,48
13:13,27,James Jackson made Layup. Assisted by DJ Sylvester.,38,48
13:06,2253,Fiifi Aidoo made Layup. Assisted by Casey Benson.,38,50
12:53,2253,Foul on Shaq Carr.,38,50
12:44,27,Jayvon Brown Turnover.,38,50
12:42,2253,Casey Benson Steal.,38,50
12:38,2253,Fiifi Aidoo missed Three Point Jumper.,38,50
12:38,27,James Jackson Defensive Rebound.,38,50
12:18,27,Chance Murray missed Layup.,38,50
12:18,2253,Alessandro Lever Defensive Rebound.,38,50
12:11,2253,Foul on Casey Benson.,38,50
12:11,2253,Casey Benson Turnover.,38,50
11:58,27,Jayvon Brown Turnover.,38,50
11:56,2253,Casey Benson Steal.,38,50
11:29,2253,Fiifi Aidoo missed Jumper.,38,50
11:29,27,James Jackson Defensive Rebound.,38,50
10:56,27,James Jackson Turnover.,38,50
10:56,2253,Official TV Timeout,38,50
10:38,2253,Oscar Frayer made Dunk. Assisted by Shaq Carr.,38,52
10:29,2253,Foul on Damari Milstead.,38,52
10:20,27,Dikymbe Martin missed Jumper.,38,52
10:20,27,Alex Larsson Offensive Rebound.,38,52
10:16,27,Alex Larsson made Layup.,40,52
10:15,2253,Foul on Alessandro Lever.,40,52
10:15,27,Alex Larsson made Free Throw.,41,52
9:48,2253,Oscar Frayer missed Jumper.,41,52
9:48,27,Brandon Rosser Defensive Rebound.,41,52
9:43,27,Brandon Rosser Turnover.,41,52
9:42,2253,Shaq Carr Steal.,41,52
9:40,27,Foul on Brandon Rosser.,41,52
9:40,2253,Gerard Martin made Free Throw.,41,53
9:40,2253,Gerard Martin made Free Throw.,41,54
9:29,27,Chance Murray Turnover.,41,54
9:27,2253,Damari Milstead Steal.,41,54
9:08,2253,Oscar Frayer missed Layup.,41,54
9:08,27,Alex Larsson Defensive Rebound.,41,54
8:56,27,Koh Flippin missed Three Point Jumper.,41,54
8:56,2253,Oscar Frayer Defensive Rebound.,41,54
8:30,2253,Oscar Frayer Turnover.,41,54
8:28,27,Menno Dijkstra Steal.,41,54
8:18,27,Dikymbe Martin missed Jumper.,41,54
8:18,2253,Shaq Carr Defensive Rebound.,41,54
7:54,2253,Damari Milstead made Three Point Jumper. Assisted by Shaq Carr.,41,57
7:27,2253,Foul on Oscar Frayer.,41,57
7:27,2253,Official TV Timeout,41,57
7:27,27,Menno Dijkstra made Free Throw.,42,57
7:27,27,Menno Dijkstra made Free Throw.,43,57
7:10,2253,Gerard Martin missed Three Point Jumper.,43,57
7:10,27,Chance Murray Defensive Rebound.,43,57
7:01,27,Menno Dijkstra made Layup. Assisted by Dikymbe Martin.,45,57
6:42,2253,Casey Benson made Layup. Assisted by Gerard Martin.,45,59
6:13,27,Koh Flippin missed Three Point Jumper.,45,59
6:13,2253,Gerard Martin Defensive Rebound.,45,59
5:55,2253,Damari Milstead missed Layup.,45,59
5:55,27,Chance Murray Defensive Rebound.,45,59
5:35,27,Alex Larsson Turnover.,45,59
5:33,2253,Keonta Vernon Steal.,45,59
5:30,2253,Damari Milstead made Layup. Assisted by Casey Benson.,45,61
5:20,27,UC Riverside  Timeout,45,61
5:08,2253,Foul on Casey Benson.,45,61
5:08,27,Menno Dijkstra made Free Throw.,46,61
5:08,27,Menno Dijkstra made Free Throw.,47,61
4:55,2253,Casey Benson missed Three Point Jumper.,47,61
4:55,27,Dikymbe Martin Defensive Rebound.,47,61
4:42,27,Dikymbe Martin made Three Point Jumper. Assisted by James Jackson.,50,61
4:38,2253,Grand Canyon  Timeout,50,61
4:26,2253,Foul on Shaq Carr.,50,61
4:26,2253,Shaq Carr Turnover.,50,61
4:12,27,Dikymbe Martin missed Jumper.,50,61
4:12,2253,Casey Benson Defensive Rebound.,50,61
3:43,2253,Roberts Blumbergs Turnover.,50,61
3:42,27,Koh Flippin Steal.,50,61
3:39,27,Dikymbe Martin made Layup.,52,61
3:21,2253,Keonta Vernon missed Jumper.,52,61
3:21,27,James Jackson Defensive Rebound.,52,61
3:07,27,Chance Murray missed Jumper.,52,61
3:07,2253,Joshua Braun Defensive Rebound.,52,61
2:48,2253,Roberts Blumbergs missed Three Point Jumper.,52,61
2:48,27,Koh Flippin Defensive Rebound.,52,61
2:44,2253,Official TV Timeout,52,61
2:37,27,Dikymbe Martin missed Jumper.,52,61
2:37,2253,Keonta Vernon Defensive Rebound.,52,61
2:36,27,Foul on Alex Larsson.,52,61
2:12,2253,Joshua Braun missed Three Point Jumper.,52,61
2:12,2253,Joshua Braun Offensive Rebound.,52,61
1:57,27,Foul on Koh Flippin.,52,61
1:57,2253,Casey Benson missed Free Throw.,52,61
1:57,27,Alex Larsson Defensive Rebound.,52,61
1:46,27,James Jackson missed Jumper.,52,61
1:46,2253,Joshua Braun Defensive Rebound.,52,61
1:31,27,Foul on Dikymbe Martin.,52,61
1:31,2253,Joshua Braun missed Free Throw.,52,61
1:31,27,James Jackson Defensive Rebound.,52,61
1:25,27,Koh Flippin missed Three Point Jumper.,52,61
1:25,2253,Gerard Martin Defensive Rebound.,52,61
1:21,27,Foul on Alex Larsson.,52,61
1:21,2253,Gerard Martin made Free Throw.,52,62
1:21,2253,Gerard Martin missed Free Throw.,52,62
1:21,27,James Jackson Defensive Rebound.,52,62
1:13,27,Koh Flippin missed Layup.,52,62
1:13,27,Alex Larsson Offensive Rebound.,52,62
1:10,27,Alex Larsson made Layup.,54,62
1:01,27,Foul on Koh Flippin.,54,62
1:01,2253,Joshua Braun made Free Throw.,54,63
1:01,2253,Joshua Braun made Free Throw.,54,64
0:55,27,Chance Murray made Layup.,56,64
0:53,27,Foul on Alex Larsson.,56,64
0:53,2253,Casey Benson made Free Throw.,56,65
0:53,2253,Casey Benson made Free Throw.,56,66
0:43,27,Chance Murray missed Layup.,56,66
0:43,2253,Keonta Vernon Block.,56,66
0:43,2253,Gerard Martin Defensive Rebound.,56,66
0:37,2253,Oscar Frayer made Dunk. Assisted by Casey Benson.,56,68
0:28,27,Dikymbe Martin missed Three Point Jumper.,56,68
0:28,2253,Oscar Frayer Defensive Rebound.,56,68
0:00,2253,End of 2nd half,56,68
