BYU,328,Utah State,252
2:53,328,Daron Henson missed Three Point Jumper.,16,20
2:53,252,Jahshire Hardnett Defensive Rebound.,16,20
2:40,252,Yoeli Childs made Dunk. Assisted by Jahshire Hardnett.,18,20
2:24,328,Koby McEwen made Three Point Jumper.,18,23
1:59,252,Jahshire Hardnett made Layup.,20,23
1:59,328,Foul on Sam Merrill.,20,23
1:59,252,Jahshire Hardnett made Free Throw.,21,23
1:50,328,Diogo Brito missed Layup.,21,23
1:50,252,TJ Haws Defensive Rebound.,21,23
1:46,252,TJ Haws missed Three Point Jumper.,21,23
1:46,328,Alex Dargenton Defensive Rebound.,21,23
1:36,252,Foul on McKay Cannon.,21,23
1:36,328,Koby McEwen missed Free Throw.,21,23
1:36,252,TJ Haws Defensive Rebound.,21,23
1:18,252,Yoeli Childs made Layup. Assisted by TJ Haws.,23,23
1:18,328,Foul on Julion Pearre.,23,23
1:18,252,Yoeli Childs made Free Throw.,24,23
1:00,328,Alex Dargenton missed Layup.,24,23
1:00,252,Yoeli Childs Block.,24,23
1:00,252,Yoeli Childs Defensive Rebound.,24,23
1:00,252,TJ Haws Turnover.,24,23
0:44,328,Dwayne Brown Jr. missed Jumper.,24,23
0:44,328,Alex Dargenton Offensive Rebound.,24,23
0:41,252,Foul on Kajon Brown.,24,23
0:41,328,Alex Dargenton missed Free Throw.,24,23
0:41,328,Utah State Deadball Team Rebound.,24,23
0:41,328,Alex Dargenton made Free Throw.,24,24
0:21,252,TJ Haws made Jumper.,26,24
0:16,328,Utah State  Timeout,26,24
0:03,328,Sam Merrill missed Three Point Jumper.,26,24
0:03,252,McKay Cannon Defensive Rebound.,26,24
0:01,328,Foul on Julion Pearre.,26,24
0:01,252,McKay Cannon made Free Throw.,27,24
0:01,252,McKay Cannon made Free Throw.,28,24
0:00,328,End of 1st half,26,24
19:36,252,Elijah Bryant made Three Point Jumper.,31,24
19:12,252,Foul on TJ Haws.,31,24
18:57,328,Sam Merrill made Layup.,31,26
18:38,252,Yoeli Childs missed Jumper.,31,26
18:38,252,BYU Offensive Rebound.,31,26
18:31,328,Foul on Alex Dargenton.,31,26
18:28,252,Yoeli Childs Turnover.,31,26
18:27,328,Koby McEwen Steal.,31,26
18:24,328,Koby McEwen made Layup.,31,28
18:24,252,Foul on Elijah Bryant.,31,28
18:24,328,Koby McEwen missed Free Throw.,31,28
18:24,252,Luke Worthington Defensive Rebound.,31,28
18:04,328,Foul on Sam Merrill.,31,28
17:59,252,TJ Haws missed Layup.,31,28
17:59,252,Yoeli Childs Offensive Rebound.,31,28
17:56,252,Yoeli Childs missed Layup.,31,28
17:56,252,Luke Worthington Offensive Rebound.,31,28
17:53,252,Luke Worthington missed Jumper.,31,28
17:53,328,Dwayne Brown Jr. Defensive Rebound.,31,28
17:43,328,Klay Stall missed Layup.,31,28
17:43,252,Luke Worthington Defensive Rebound.,31,28
17:25,252,TJ Haws missed Jumper.,31,28
17:25,328,Dwayne Brown Jr. Defensive Rebound.,31,28
17:23,252,Foul on TJ Haws.,31,28
17:11,328,Dwayne Brown Jr. made Three Point Jumper. Assisted by Koby McEwen.,31,31
16:47,252,Luke Worthington Turnover.,31,31
16:47,328,Koby McEwen Steal.,31,31
16:26,328,Sam Merrill made Jumper.,31,33
16:22,252,BYU  Timeout,31,33
15:54,252,Elijah Bryant made Three Point Jumper. Assisted by McKay Cannon.,34,33
15:37,328,Sam Merrill made Layup.,34,35
15:18,252,Yoeli Childs made Layup. Assisted by Dalton Nixon.,36,35
15:07,328,Dwayne Brown Jr. Turnover.,36,35
15:07,328,Foul on Dwayne Brown Jr..,36,35
15:07,328,Official TV Timeout,36,35
14:57,252,Jahshire Hardnett Turnover.,36,35
14:57,328,Dwayne Brown Jr. Steal.,36,35
14:54,328,Dwayne Brown Jr. made Dunk.,36,37
14:32,328,Foul on Dwayne Brown Jr..,36,37
14:17,252,Elijah Bryant missed Three Point Jumper.,36,37
14:17,328,Dwayne Brown Jr. Defensive Rebound.,36,37
13:55,328,Alex Dargenton made Dunk. Assisted by DeAngelo Isby.,36,39
13:26,252,McKay Cannon made Three Point Jumper. Assisted by Jahshire Hardnett.,39,39
13:06,252,Foul on Jahshire Hardnett.,39,39
13:02,328,Koby McEwen missed Three Point Jumper.,39,39
13:02,328,DeAngelo Isby Offensive Rebound.,39,39
12:58,252,Foul on McKay Cannon.,39,39
12:58,328,DeAngelo Isby made Free Throw.,39,40
12:58,328,DeAngelo Isby made Free Throw.,39,41
12:44,252,Elijah Bryant missed Three Point Jumper.,39,41
12:44,328,DeAngelo Isby Defensive Rebound.,39,41
12:28,328,Alex Dargenton Turnover.,39,41
12:17,252,McKay Cannon Turnover.,39,41
12:16,328,Sam Merrill Steal.,39,41
12:08,252,Foul on Zac Seljaas.,39,41
12:08,328,Sam Merrill missed Free Throw.,39,41
12:08,328,Utah State Deadball Team Rebound.,39,41
12:08,328,Sam Merrill missed Free Throw.,39,41
12:08,252,Yoeli Childs Defensive Rebound.,39,41
11:51,252,Yoeli Childs made Dunk. Assisted by Zac Seljaas.,41,41
11:35,328,Official TV Timeout,41,41
11:27,328,Daron Henson missed Three Point Jumper.,41,41
11:27,252,TJ Haws Defensive Rebound.,41,41
10:59,252,Zac Seljaas made Layup. Assisted by McKay Cannon.,43,41
10:42,328,Alex Dargenton made Dunk. Assisted by Koby McEwen.,43,43
10:23,252,TJ Haws Turnover.,43,43
10:22,328,DeAngelo Isby Steal.,43,43
10:13,328,Daron Henson missed Three Point Jumper.,43,43
10:13,252,Elijah Bryant Defensive Rebound.,43,43
9:56,252,McKay Cannon made Layup.,45,43
9:36,328,Koby McEwen Turnover.,45,43
9:23,328,Foul on Klay Stall.,45,43
9:23,252,Yoeli Childs made Free Throw.,46,43
9:23,252,Yoeli Childs missed Free Throw.,46,43
9:23,328,Klay Stall Defensive Rebound.,46,43
9:07,328,DeAngelo Isby made Layup.,46,45
8:50,328,Foul on Klay Stall.,46,45
8:50,328,Utah State  Timeout,46,45
8:50,252,Yoeli Childs missed Free Throw.,46,45
8:50,252,BYU Deadball Team Rebound.,46,45
8:50,252,Yoeli Childs made Free Throw.,47,45
8:34,328,Julion Pearre Turnover.,47,45
8:33,252,TJ Haws Steal.,47,45
8:29,252,Zac Seljaas missed Layup.,47,45
8:29,328,Diogo Brito Defensive Rebound.,47,45
8:16,328,Julion Pearre Turnover.,47,45
8:13,252,Dalton Nixon Steal.,47,45
8:09,252,Elijah Bryant made Layup.,49,45
8:05,328,Foul on Diogo Brito.,49,45
8:05,252,Elijah Bryant made Free Throw.,50,45
7:58,328,Diogo Brito made Layup.,50,47
7:39,252,TJ Haws made Three Point Jumper. Assisted by Elijah Bryant.,53,47
7:14,328,Alex Dargenton made Jumper.,53,49
7:14,252,Foul on Dalton Nixon.,53,49
7:14,328,Official TV Timeout,53,49
7:14,328,Alex Dargenton missed Free Throw.,53,49
7:14,252,Elijah Bryant Defensive Rebound.,53,49
6:54,252,TJ Haws missed Three Point Jumper.,53,49
6:54,252,Yoeli Childs Offensive Rebound.,53,49
6:49,252,Yoeli Childs made Layup.,55,49
6:29,328,Sam Merrill missed Three Point Jumper.,55,49
6:29,252,Yoeli Childs Defensive Rebound.,55,49
6:08,252,Yoeli Childs missed Layup.,55,49
6:08,328,Sam Merrill Defensive Rebound.,55,49
5:59,328,Dwayne Brown Jr. missed Three Point Jumper.,55,49
5:59,252,Elijah Bryant Defensive Rebound.,55,49
5:33,328,Foul on Alex Dargenton.,55,49
5:33,252,Zac Seljaas made Free Throw.,56,49
5:33,252,Zac Seljaas made Free Throw.,57,49
5:17,328,Sam Merrill Turnover.,57,49
5:16,252,Zac Seljaas Steal.,57,49
5:07,252,Zac Seljaas Turnover.,57,49
5:07,252,Foul on Zac Seljaas.,57,49
4:59,328,DeAngelo Isby made Jumper.,57,51
4:36,328,Foul on DeAngelo Isby.,57,51
4:36,252,TJ Haws made Free Throw.,58,51
4:36,252,TJ Haws made Free Throw.,59,51
4:26,328,Sam Merrill Turnover.,59,51
4:00,252,Yoeli Childs missed Jumper.,59,51
4:00,328,Klay Stall Defensive Rebound.,59,51
3:49,252,Foul on McKay Cannon.,59,51
3:49,328,Official TV Timeout,59,51
3:49,328,Koby McEwen made Free Throw.,59,52
3:49,328,Koby McEwen missed Free Throw.,59,52
3:49,252,TJ Haws Defensive Rebound.,59,52
3:24,252,Elijah Bryant made Three Point Jumper.,62,52
3:06,328,Koby McEwen missed Three Point Jumper.,62,52
3:06,328,Quinn Taylor Offensive Rebound.,62,52
2:56,252,Foul on McKay Cannon.,62,52
2:56,328,Alex Dargenton made Free Throw.,62,53
2:56,328,Alex Dargenton missed Free Throw.,62,53
2:56,252,TJ Haws Defensive Rebound.,62,53
2:30,252,McKay Cannon made Layup.,64,53
2:17,252,Foul on Elijah Bryant.,64,53
2:17,328,Sam Merrill made Free Throw.,64,54
2:17,328,Sam Merrill made Free Throw.,64,55
1:51,252,McKay Cannon missed Layup.,64,55
1:51,328,Alex Dargenton Block.,64,55
1:50,328,Alex Dargenton Defensive Rebound.,64,55
1:48,328,Alex Dargenton Turnover.,64,55
1:48,252,BYU  Timeout,64,55
1:26,252,Elijah Bryant made Jumper.,66,55
1:14,328,Koby McEwen made Three Point Jumper.,66,58
1:10,328,Utah State  Timeout,66,58
1:09,328,Foul on Sam Merrill.,66,58
1:09,252,TJ Haws made Free Throw.,67,58
1:09,252,TJ Haws made Free Throw.,68,58
1:03,328,Koby McEwen missed Layup.,68,58
1:03,252,Yoeli Childs Block.,68,58
1:03,328,Utah State Offensive Rebound.,68,58
0:56,252,Foul on Elijah Bryant.,68,58
0:56,328,Koby McEwen made Free Throw.,68,59
0:56,328,Koby McEwen made Free Throw.,68,60
0:55,328,Foul on Diogo Brito.,68,60
0:55,252,Jahshire Hardnett made Free Throw.,69,60
0:55,252,Jahshire Hardnett made Free Throw.,70,60
0:47,328,DeAngelo Isby made Layup. Assisted by Koby McEwen.,70,62
0:46,328,Foul on Koby McEwen.,70,62
0:46,252,McKay Cannon made Free Throw.,71,62
0:46,252,McKay Cannon made Free Throw.,72,62
0:37,328,Dwayne Brown Jr. missed Three Point Jumper.,72,62
0:37,328,Alex Dargenton Offensive Rebound.,72,62
0:35,328,Alex Dargenton made Two Point Tip Shot.,72,64
0:34,252,BYU  Timeout,72,64
0:32,328,Foul on Koby McEwen.,72,64
0:32,252,TJ Haws missed Free Throw.,72,64
0:32,252,BYU Deadball Team Rebound.,72,64
0:32,252,TJ Haws made Free Throw.,73,64
0:23,328,Sam Merrill made Layup. Assisted by DeAngelo Isby.,73,66
0:21,328,Foul on Sam Merrill.,73,66
0:21,252,McKay Cannon made Free Throw.,74,66
0:21,252,McKay Cannon made Free Throw.,75,66
0:15,328,Koby McEwen missed Three Point Jumper.,75,66
0:15,252,Jahshire Hardnett Defensive Rebound.,75,66
0:00,328,End of Game,75,66
