Loyola Marymount,204,Oregon State,2351
12:07,2351,Foul on Mattias Markusson.,10,12
12:07,204,Drew Eubanks made Free Throw.,10,13
12:07,204,Drew Eubanks made Free Throw.,10,14
11:51,204,Official TV Timeout,10,14
11:46,2351,Zafir Williams made Jumper. Assisted by Steven Haney.,12,14
11:29,204,Alfred Hollins missed Jumper.,12,14
11:29,2351,Cameron Allen Defensive Rebound.,12,14
11:19,2351,Donald Gipson missed Layup.,12,14
11:19,2351,Zafir Williams Offensive Rebound.,12,14
11:17,2351,Zafir Williams missed Layup.,12,14
11:17,2351,Zafir Williams Offensive Rebound.,12,14
11:12,2351,Zafir Williams made Two Point Tip Shot.,14,14
10:49,204,Tres Tinkle made Layup.,14,16
10:30,204,Foul on Alfred Hollins.,14,16
10:30,2351,Zafir Williams made Free Throw.,15,16
10:30,2351,Zafir Williams made Free Throw.,16,16
10:17,204,Gligorije Rakocevic missed Layup.,16,16
10:17,2351,Cameron Allen Defensive Rebound.,16,16
10:10,2351,James Batemon missed Three Point Jumper.,16,16
10:10,2351,Zafir Williams Offensive Rebound.,16,16
10:03,2351,Cameron Allen missed Three Point Jumper.,16,16
10:03,204,Oregon State Defensive Rebound.,16,16
10:01,2351,Foul on Eli Scott.,16,16
9:44,204,Tres Tinkle made Layup.,16,18
9:17,2351,Zafir Williams Turnover.,16,18
9:16,204,Kendal Manuel Steal.,16,18
9:06,204,Foul on Gligorije Rakocevic.,16,18
9:06,204,Gligorije Rakocevic Turnover.,16,18
8:42,2351,Eli Scott Turnover.,16,18
8:21,204,Kendal Manuel missed Three Point Jumper.,16,18
8:20,204,Alfred Hollins Offensive Rebound.,16,18
8:19,2351,Foul on Steven Haney.,16,18
8:05,204,Ethan Thompson made Jumper.,16,20
7:43,2351,Mikail Simmons missed Jumper.,16,20
7:43,204,Alfred Hollins Defensive Rebound.,16,20
7:36,204,Alfred Hollins Turnover.,16,20
7:36,204,Official TV Timeout,16,20
7:08,2351,Steven Haney missed Three Point Jumper.,16,20
7:08,204,Oregon State Defensive Rebound.,16,20
6:56,204,Ethan Thompson missed Layup.,16,20
6:56,2351,Zafir Williams Defensive Rebound.,16,20
6:49,2351,James Batemon missed Layup.,16,20
6:49,204,Drew Eubanks Block.,16,20
6:47,204,Ronnie Stacy Defensive Rebound.,16,20
6:29,204,Drew Eubanks made Layup.,16,22
6:21,2351,Cameron Allen missed Layup.,16,22
6:21,204,Alfred Hollins Defensive Rebound.,16,22
6:02,204,Alfred Hollins made Layup. Assisted by Ethan Thompson.,16,24
6:02,2351,Foul on Mikail Simmons.,16,24
6:02,204,Alfred Hollins made Free Throw.,16,25
5:47,2351,Cameron Allen missed Three Point Jumper.,16,25
5:47,204,Ronnie Stacy Defensive Rebound.,16,25
5:39,204,Kendal Manuel made Three Point Jumper. Assisted by Ronnie Stacy.,16,28
5:36,2351,Loyola Marymount  Timeout,16,28
5:36,204,Official TV Timeout,16,28
5:17,204,Foul on Ronnie Stacy.,16,28
5:15,2351,Steven Haney missed Three Point Jumper.,16,28
5:15,204,Ronnie Stacy Defensive Rebound.,16,28
4:50,204,Ethan Thompson Turnover.,16,28
4:49,2351,Mattias Markusson Steal.,16,28
4:36,2351,Steven Haney missed Layup.,16,28
4:36,2351,Mattias Markusson Offensive Rebound.,16,28
4:33,204,Foul on Ethan Thompson.,16,28
4:33,2351,Mattias Markusson missed Free Throw.,16,28
4:33,2351,Loyola Marymount Deadball Team Rebound.,16,28
4:33,2351,Mattias Markusson missed Free Throw.,16,28
4:33,2351,Jeffery McClendon Offensive Rebound.,16,28
4:31,2351,Jeffery McClendon Turnover.,16,28
4:02,204,Kendal Manuel made Layup. Assisted by Stephen Thompson Jr..,16,30
3:31,2351,James Batemon made Layup.,18,30
3:09,204,Stephen Thompson Jr. missed Three Point Jumper.,18,30
3:09,204,Kendal Manuel Offensive Rebound.,18,30
2:57,204,Ronnie Stacy missed Layup.,18,30
2:57,2351,Mattias Markusson Defensive Rebound.,18,30
2:48,2351,Steven Haney missed Jumper.,18,30
2:48,204,Tres Tinkle Defensive Rebound.,18,30
2:40,204,Drew Eubanks made Layup. Assisted by Tres Tinkle.,18,32
2:27,2351,James Batemon Turnover.,18,32
2:25,204,Tres Tinkle Steal.,18,32
2:23,204,Stephen Thompson Jr. made Layup. Assisted by Tres Tinkle.,18,34
2:21,2351,Loyola Marymount  Timeout,18,34
2:21,204,Official TV Timeout,18,34
2:06,2351,Mattias Markusson made Dunk. Assisted by Eli Scott.,20,34
1:53,204,Ronnie Stacy Turnover.,20,34
1:51,2351,Eli Scott Steal.,20,34
1:50,2351,Eli Scott missed Layup.,20,34
1:50,204,Drew Eubanks Block.,20,34
1:50,2351,Loyola Marymount Offensive Rebound.,20,34
1:35,2351,Joe Quintana missed Three Point Jumper.,20,34
1:35,2351,Loyola Marymount Offensive Rebound.,20,34
1:05,2351,Joe Quintana made Three Point Jumper.,23,34
0:45,204,Tres Tinkle made Layup. Assisted by Alfred Hollins.,23,36
0:45,2351,Foul on Cameron Allen.,23,36
0:45,204,Tres Tinkle made Free Throw.,23,37
0:36,2351,Eli Scott made Dunk. Assisted by Mikail Simmons.,25,37
0:34,204,Oregon State  Timeout,25,37
0:26,204,Tres Tinkle missed Jumper.,25,37
0:26,204,Tres Tinkle Offensive Rebound.,25,37
0:04,2351,Foul on Zafir Williams.,25,37
0:04,204,Alfred Hollins made Free Throw.,25,38
0:04,204,Alfred Hollins missed Free Throw.,25,38
0:04,2351,Eli Scott Defensive Rebound.,25,38
0:00,204,End of 1st half,25,38
19:46,2351,Cameron Allen Turnover.,25,38
19:34,204,Ethan Thompson made Three Point Jumper. Assisted by Seth Berger.,25,41
19:06,2351,Zafir Williams made Jumper.,27,41
18:55,204,Drew Eubanks made Dunk. Assisted by Tres Tinkle.,27,43
18:33,2351,James Batemon made Three Point Jumper. Assisted by Cameron Allen.,30,43
18:22,2351,Foul on Zafir Williams.,30,43
18:12,204,Seth Berger missed Three Point Jumper.,30,43
18:12,2351,Loyola Marymount Defensive Rebound.,30,43
18:07,2351,Foul on James Batemon.,30,43
18:07,2351,James Batemon Turnover.,30,43
17:56,2351,Foul on Jeffery McClendon.,30,43
17:55,2351,Foul on Steven Haney.,30,43
17:55,204,Ethan Thompson missed Free Throw.,30,43
17:55,204,Oregon State Deadball Team Rebound.,30,43
17:55,204,Ethan Thompson missed Free Throw.,30,43
17:55,2351,Mattias Markusson Defensive Rebound.,30,43
17:37,204,Foul on Seth Berger.,30,43
17:31,2351,Donald Gipson missed Three Point Jumper.,30,43
17:31,2351,Eli Scott Offensive Rebound.,30,43
17:27,2351,Eli Scott Turnover.,30,43
17:26,204,Seth Berger Steal.,30,43
17:25,204,Seth Berger Turnover.,30,43
17:23,2351,Mattias Markusson Steal.,30,43
17:22,2351,Eli Scott made Layup.,32,43
16:58,204,Tres Tinkle missed Three Point Jumper.,32,43
16:58,2351,Eli Scott Defensive Rebound.,32,43
16:48,2351,James Batemon Turnover.,32,43
16:47,204,Seth Berger Steal.,32,43
16:43,204,Tres Tinkle made Layup.,32,45
16:19,2351,Eli Scott missed Three Point Jumper.,32,45
16:19,204,Tres Tinkle Defensive Rebound.,32,45
16:10,204,Drew Eubanks made Dunk. Assisted by Tres Tinkle.,32,47
16:10,2351,Loyola Marymount  Timeout,32,47
16:10,204,Official TV Timeout,32,47
16:09,204,Official TV Timeout,32,47
16:00,2351,Donald Gipson missed Jumper.,32,47
16:00,2351,Mattias Markusson Offensive Rebound.,32,47
15:57,204,Official TV Timeout,34,47
15:57,2351,Mattias Markusson made Two Point Tip Shot.,34,47
15:57,204,Foul on Alfred Hollins.,34,47
15:57,204,Official TV Timeout,34,47
15:57,2351,Mattias Markusson made Free Throw.,35,47
15:46,204,Tres Tinkle missed Three Point Jumper.,35,47
15:46,204,Tres Tinkle Offensive Rebound.,35,47
15:40,2351,Foul on Mattias Markusson.,35,47
15:40,204,Tres Tinkle made Free Throw.,35,48
15:40,204,Tres Tinkle made Free Throw.,35,49
15:30,2351,Steven Haney made Three Point Jumper. Assisted by James Batemon.,38,49
15:19,204,Ethan Thompson missed Three Point Jumper.,38,49
15:19,2351,Jeffery McClendon Defensive Rebound.,38,49
15:02,2351,Jeffery McClendon made Three Point Jumper. Assisted by Eli Scott.,41,49
14:33,204,Stephen Thompson Jr. missed Three Point Jumper.,41,49
14:33,2351,Jeffery McClendon Defensive Rebound.,41,49
14:15,2351,James Batemon made Three Point Jumper. Assisted by Eli Scott.,44,49
14:12,204,Oregon State  Timeout,44,49
13:52,204,Drew Eubanks made Layup. Assisted by Tres Tinkle.,44,51
13:35,2351,James Batemon Turnover.,44,51
13:34,204,Stephen Thompson Jr. Steal.,44,51
13:34,2351,Foul on Eli Scott.,44,51
13:17,2351,Foul on Steven Haney.,44,51
13:17,204,Tres Tinkle missed Free Throw.,44,51
13:17,204,Oregon State Deadball Team Rebound.,44,51
13:17,204,Tres Tinkle made Free Throw.,44,52
13:05,204,Foul on Drew Eubanks.,44,52
12:56,2351,Cameron Allen missed Three Point Jumper.,44,52
12:56,204,Tres Tinkle Defensive Rebound.,44,52
12:48,204,Stephen Thompson Jr. missed Layup.,44,52
12:48,2351,Jeffery McClendon Defensive Rebound.,44,52
12:39,2351,Eli Scott Turnover.,44,52
12:35,2351,Foul on Jeffery McClendon.,44,52
12:35,204,Ethan Thompson made Free Throw.,44,53
12:35,204,Ethan Thompson made Free Throw.,44,54
12:24,2351,Erik Johansson missed Three Point Jumper.,44,54
12:24,2351,Zafir Williams Offensive Rebound.,44,54
12:20,2351,Zafir Williams made Layup.,46,54
12:06,204,Stephen Thompson Jr. missed Layup.,46,54
12:06,2351,Loyola Marymount Defensive Rebound.,46,54
11:43,2351,Erik Johansson made Three Point Jumper. Assisted by Cameron Allen.,49,54
11:34,204,Official TV Timeout,49,54
11:18,204,Official TV Timeout,49,54
11:16,204,Kendal Manuel Turnover.,49,54
11:03,2351,Zafir Williams made Layup. Assisted by Cameron Allen.,51,54
10:38,204,Drew Eubanks made Layup.,51,56
10:13,204,Foul on Tres Tinkle.,51,56
10:13,2351,Mattias Markusson missed Free Throw.,51,56
10:13,2351,Loyola Marymount Deadball Team Rebound.,51,56
10:13,2351,Mattias Markusson made Free Throw.,52,56
9:54,204,Ronnie Stacy made Layup.,52,58
9:34,2351,Joe Quintana missed Three Point Jumper.,52,58
9:34,204,Tres Tinkle Block.,52,58
9:32,204,Ethan Thompson Defensive Rebound.,52,58
9:26,2351,Foul on Cameron Allen.,52,58
9:26,204,Kendal Manuel made Free Throw.,52,59
9:26,204,Kendal Manuel made Free Throw.,52,60
9:10,2351,Erik Johansson made Three Point Jumper. Assisted by Zafir Williams.,55,60
8:37,204,Ethan Thompson missed Layup.,55,60
8:37,2351,Erik Johansson Defensive Rebound.,55,60
8:29,2351,James Batemon missed Layup.,55,60
8:29,204,Tres Tinkle Block.,55,60
8:27,204,Ronnie Stacy Defensive Rebound.,55,60
8:24,2351,Foul on Zafir Williams.,55,60
8:24,204,Ronnie Stacy made Free Throw.,55,61
8:24,204,Ronnie Stacy missed Free Throw.,55,61
8:24,2351,Mattias Markusson Defensive Rebound.,55,61
8:15,2351,Jeffery McClendon missed Jumper.,55,61
8:15,2351,Eli Scott Offensive Rebound.,55,61
8:11,2351,Eli Scott missed Layup.,55,61
8:11,204,Tres Tinkle Block.,55,61
8:11,2351,Loyola Marymount Offensive Rebound.,55,61
7:53,2351,Zafir Williams missed Jumper.,55,61
7:53,204,Stephen Thompson Jr. Block.,55,61
7:51,2351,Jeffery McClendon Offensive Rebound.,55,61
7:49,2351,Jeffery McClendon missed Jumper.,55,61
7:49,2351,Mattias Markusson Offensive Rebound.,55,61
7:42,2351,Jeffery McClendon made Three Point Jumper. Assisted by Eli Scott.,58,61
7:22,2351,Foul on Zafir Williams.,58,61
7:22,204,Official TV Timeout,58,61
7:22,204,Ethan Thompson made Free Throw.,58,62
7:22,204,Ethan Thompson made Free Throw.,58,63
6:59,2351,Steven Haney made Three Point Jumper. Assisted by Jeffery McClendon.,61,63
6:47,204,Stephen Thompson Jr. made Jumper. Assisted by Ethan Thompson.,61,65
6:27,2351,Steven Haney missed Three Point Jumper.,61,65
6:27,204,Ronnie Stacy Defensive Rebound.,61,65
5:59,204,Stephen Thompson Jr. Turnover.,61,65
5:39,2351,Mattias Markusson made Jumper.,63,65
5:13,204,Tres Tinkle made Layup.,63,67
4:57,204,Foul on Tres Tinkle.,63,67
4:37,2351,Eli Scott made Layup.,65,67
4:19,2351,Foul on Eli Scott.,65,67
4:19,204,Tres Tinkle made Free Throw.,65,68
4:19,204,Tres Tinkle made Free Throw.,65,69
3:59,2351,Cameron Allen Turnover.,65,69
3:58,204,Stephen Thompson Jr. Steal.,65,69
3:55,204,Stephen Thompson Jr. made Layup.,65,71
3:47,204,Foul on Ronnie Stacy.,65,71
3:47,204,Official TV Timeout,65,71
3:32,2351,Steven Haney missed Three Point Jumper.,65,71
3:32,204,Drew Eubanks Defensive Rebound.,65,71
3:05,204,Ronnie Stacy missed Layup.,65,71
3:05,2351,Zafir Williams Defensive Rebound.,65,71
2:40,2351,Jeffery McClendon made Three Point Jumper.,68,71
2:15,204,Oregon State  Timeout,68,71
2:04,204,Kendal Manuel Turnover.,68,71
2:03,2351,Erik Johansson Steal.,68,71
1:50,2351,Foul on Eli Scott.,68,71
1:50,2351,Eli Scott Turnover.,68,71
1:33,204,Ethan Thompson made Layup.,68,73
1:24,2351,Loyola Marymount  Timeout,68,73
1:18,204,Foul on Stephen Thompson Jr..,68,73
1:18,2351,Steven Haney made Free Throw.,69,73
1:18,2351,Steven Haney missed Free Throw.,69,73
1:18,2351,Loyola Marymount Deadball Team Rebound.,69,73
1:18,2351,Steven Haney made Free Throw.,70,73
0:54,204,Stephen Thompson Jr. made Layup.,70,75
0:54,2351,Foul on Jeffery McClendon.,70,75
0:54,204,Stephen Thompson Jr. made Free Throw.,70,76
0:43,204,Foul on Tres Tinkle.,70,76
0:43,2351,Eli Scott made Free Throw.,71,76
0:43,2351,Eli Scott made Free Throw.,72,76
0:18,2351,Foul on James Batemon.,72,76
0:18,204,Tres Tinkle made Free Throw.,72,77
0:18,204,Tres Tinkle missed Free Throw.,72,77
0:18,2351,Jeffery McClendon Defensive Rebound.,72,77
0:11,2351,Eli Scott made Layup.,74,77
0:11,204,Foul on Drew Eubanks.,74,77
0:11,2351,Eli Scott missed Free Throw.,74,77
0:11,204,Tres Tinkle Defensive Rebound.,74,77
0:10,2351,Foul on James Batemon.,74,77
0:10,204,Tres Tinkle missed Free Throw.,74,77
0:10,204,Oregon State Deadball Team Rebound.,74,77
0:10,204,Tres Tinkle made Free Throw.,74,78
0:02,2351,Erik Johansson missed Three Point Jumper.,74,78
0:02,204,Kendal Manuel Defensive Rebound.,74,78
0:00,204,End of Game,74,78
