UNC Greensboro,2335,Liberty,2430
11:12,2335,Isaiah Williams made Layup.,12,14
10:53,2430,Isaiah Miller missed Jumper.,12,14
10:53,2335,Isaiah Williams Defensive Rebound.,12,14
10:35,2335,Isaiah Williams Turnover.,12,14
10:34,2430,Isaiah Miller Steal.,12,14
10:27,2430,Isaiah Miller made Dunk.,14,14
10:11,2335,Lovell Cabbil Turnover.,14,14
10:10,2430,Isaiah Miller Steal.,14,14
10:06,2430,Isaiah Miller missed Layup.,14,14
10:06,2430,James Dickey Offensive Rebound.,14,14
10:04,2335,Official TV Timeout,14,14
9:59,2430,Francis Alonso made Three Point Jumper. Assisted by Malik Massey.,17,14
9:30,2335,Georgie Pacheco-Ortiz missed Layup.,17,14
9:30,2430,Malik Massey Defensive Rebound.,17,14
9:06,2430,Francis Alonso missed Jumper.,17,14
9:06,2335,Caleb Homesley Defensive Rebound.,17,14
8:53,2430,Foul on Kyrin Galloway.,17,14
8:35,2335,Elijah Cuffee Turnover.,17,14
8:12,2430,Marvin Smith missed Three Point Jumper.,17,14
8:12,2335,Lovell Cabbil Defensive Rebound.,17,14
8:05,2335,Keegan McDowell Turnover.,17,14
8:04,2430,Malik Massey Steal.,17,14
7:59,2430,Kyrin Galloway made Layup. Assisted by Malik Massey.,19,14
7:40,2335,Keegan McDowell missed Three Point Jumper.,19,14
7:40,2335,Keegan McDowell Offensive Rebound.,19,14
7:32,2335,Lovell Cabbil missed Three Point Jumper.,19,14
7:32,2335,Scottie James Offensive Rebound.,19,14
7:30,2335,Official TV Timeout,19,14
7:19,2335,Georgie Pacheco-Ortiz made Layup.,19,16
7:07,2335,Foul on Elijah Cuffee.,19,16
6:56,2430,Francis Alonso missed Jumper.,19,16
6:56,2335,Lovell Cabbil Defensive Rebound.,19,16
6:42,2335,Lovell Cabbil missed Three Point Jumper.,19,16
6:42,2430,James Dickey Defensive Rebound.,19,16
6:19,2430,Foul on Francis Alonso.,19,16
6:19,2430,Francis Alonso Turnover.,19,16
6:04,2335,Georgie Pacheco-Ortiz missed Jumper.,19,16
6:04,2430,Isaiah Miller Defensive Rebound.,19,16
5:40,2430,Demetrius Troy missed Three Point Jumper.,19,16
5:40,2335,Georgie Pacheco-Ortiz Defensive Rebound.,19,16
5:11,2335,Scottie James made Layup. Assisted by Caleb Homesley.,19,18
5:08,2430,UNC Greensboro  Timeout,19,18
4:58,2430,Garrett Collins missed Three Point Jumper.,19,18
4:58,2335,Elijah Cuffee Defensive Rebound.,19,18
4:46,2335,Georgie Pacheco-Ortiz Turnover.,19,18
4:25,2430,Jordy Kuiper missed Jumper.,19,18
4:25,2335,Isaiah Williams Defensive Rebound.,19,18
4:07,2335,Georgie Pacheco-Ortiz Turnover.,19,18
4:06,2430,Kylia Sykes Steal.,19,18
3:41,2430,Demetrius Troy missed Jumper.,19,18
3:41,2335,Elijah Cuffee Defensive Rebound.,19,18
3:22,2335,Georgie Pacheco-Ortiz missed Layup.,19,18
3:22,2430,Isaiah Miller Defensive Rebound.,19,18
3:09,2335,Foul on Elijah Cuffee.,19,18
3:09,2335,Official TV Timeout,19,18
3:09,2430,James Dickey missed Free Throw.,19,18
3:09,2430,UNC Greensboro Deadball Team Rebound.,19,18
3:09,2430,James Dickey made Free Throw.,20,18
2:45,2430,Foul on Francis Alonso.,20,18
2:45,2335,Lovell Cabbil made Free Throw.,20,19
2:45,2335,Lovell Cabbil made Free Throw.,20,20
2:45,2430,Francis Alonso missed Three Point Jumper.,20,20
2:45,2335,Georgie Pacheco-Ortiz Defensive Rebound.,20,20
2:10,2430,Foul on Francis Alonso.,20,20
2:10,2335,Lovell Cabbil made Free Throw.,20,21
2:10,2335,Lovell Cabbil made Free Throw.,20,22
1:42,2430,James Dickey missed Layup.,20,22
1:42,2430,James Dickey Offensive Rebound.,20,22
1:35,2430,Justin Jordan Turnover.,20,22
1:33,2335,Georgie Pacheco-Ortiz Steal.,20,22
1:31,2335,Lovell Cabbil missed Three Point Jumper.,20,22
1:31,2430,Justin Jordan Defensive Rebound.,20,22
1:12,2430,Foul on Malik Massey.,20,22
1:12,2430,Malik Massey Turnover.,20,22
0:54,2335,Georgie Pacheco-Ortiz missed Layup.,20,22
0:54,2430,Justin Jordan Defensive Rebound.,20,22
0:45,2430,Malik Massey missed Three Point Jumper.,20,22
0:45,2335,Scottie James Defensive Rebound.,20,22
0:43,2430,Foul on James Dickey.,20,22
0:43,2335,Scottie James made Free Throw.,20,23
0:43,2335,Scottie James made Free Throw.,20,24
0:23,2430,James Dickey made Dunk. Assisted by Isaiah Miller.,22,24
0:19,2335,Liberty  Timeout,22,24
0:02,2335,Ryan Kemrite missed Three Point Jumper.,22,24
0:01,2430,UNC Greensboro Defensive Rebound.,22,24
0:00,2430,Francis Alonso Turnover.,22,24
0:00,2335,Georgie Pacheco-Ortiz Steal.,22,24
0:00,2335,End of 1st half,22,24
19:31,2335,Scottie James made Layup. Assisted by Lovell Cabbil.,22,26
19:15,2430,Demetrius Troy missed Three Point Jumper.,22,26
19:15,2335,Lovell Cabbil Defensive Rebound.,22,26
18:50,2335,Scottie James missed Layup.,22,26
18:50,2430,Jordy Kuiper Defensive Rebound.,22,26
18:32,2430,James Dickey missed Jumper.,22,26
18:32,2335,Scottie James Defensive Rebound.,22,26
18:24,2335,Lovell Cabbil missed Layup.,22,26
18:24,2430,Malik Massey Defensive Rebound.,22,26
18:15,2430,Francis Alonso made Layup.,24,26
17:42,2335,Foul on Scottie James.,24,26
17:42,2335,Scottie James Turnover.,24,26
17:21,2430,Francis Alonso missed Three Point Jumper.,24,26
17:21,2335,Scottie James Defensive Rebound.,24,26
17:03,2335,Georgie Pacheco-Ortiz missed Three Point Jumper.,24,26
17:03,2430,Kyrin Galloway Defensive Rebound.,24,26
16:47,2430,Demetrius Troy made Jumper.,26,26
16:20,2335,Georgie Pacheco-Ortiz Turnover.,26,26
16:18,2430,Malik Massey Steal.,26,26
16:10,2430,Francis Alonso missed Three Point Jumper.,26,26
16:10,2335,Liberty Defensive Rebound.,26,26
16:07,2430,Foul on Jordy Kuiper.,26,26
15:50,2335,Lovell Cabbil made Layup. Assisted by Ryan Kemrite.,26,28
15:20,2430,Isaiah Miller made Three Point Jumper. Assisted by Demetrius Troy.,29,28
15:02,2430,Foul on Isaiah Miller.,29,28
15:02,2335,Official TV Timeout,29,28
14:50,2335,Ryan Kemrite missed Three Point Jumper.,29,28
14:50,2430,Isaiah Miller Defensive Rebound.,29,28
14:47,2335,Foul on Caleb Homesley.,29,28
14:30,2430,Demetrius Troy missed Three Point Jumper.,29,28
14:30,2335,Isaiah Williams Defensive Rebound.,29,28
14:07,2335,Isaiah Williams made Layup.,29,30
13:55,2430,Demetrius Troy Turnover.,29,30
13:49,2335,Isaiah Williams Steal.,29,30
13:40,2335,Ryan Kemrite missed Layup.,29,30
13:40,2430,Kyrin Galloway Block.,29,30
13:37,2430,Kyrin Galloway Defensive Rebound.,29,30
13:30,2335,Foul on Isaiah Williams.,29,30
13:30,2430,Demetrius Troy missed Free Throw.,29,30
13:30,2430,UNC Greensboro Deadball Team Rebound.,29,30
13:30,2430,Demetrius Troy missed Free Throw.,29,30
13:30,2335,Scottie James Defensive Rebound.,29,30
13:19,2335,Georgie Pacheco-Ortiz Turnover.,29,30
13:11,2430,Isaiah Miller missed Layup.,29,30
13:11,2430,Kyrin Galloway Offensive Rebound.,29,30
13:07,2430,Kyrin Galloway made Two Point Tip Shot.,31,30
13:00,2335,Ryan Kemrite missed Layup.,31,30
13:00,2335,Ryan Kemrite Offensive Rebound.,31,30
12:58,2430,Foul on Kylia Sykes.,31,30
12:58,2335,Scottie James missed Free Throw.,31,30
12:58,2335,Liberty Deadball Team Rebound.,31,30
12:58,2335,Scottie James made Free Throw.,31,31
12:35,2430,Jordy Kuiper missed Jumper.,31,31
12:35,2335,Scottie James Defensive Rebound.,31,31
12:14,2335,Georgie Pacheco-Ortiz made Layup.,31,33
12:09,2430,UNC Greensboro  Timeout,31,33
11:53,2335,Foul on Lovell Cabbil.,31,33
11:53,2335,Official TV Timeout,31,33
11:42,2430,Francis Alonso missed Three Point Jumper.,31,33
11:42,2335,Caleb Homesley Defensive Rebound.,31,33
11:23,2335,Caleb Homesley missed Layup.,31,33
11:23,2430,James Dickey Block.,31,33
11:20,2430,James Dickey Defensive Rebound.,31,33
10:53,2430,Francis Alonso missed Three Point Jumper.,31,33
10:53,2335,Scottie James Defensive Rebound.,31,33
10:34,2335,Scottie James Turnover.,31,33
10:05,2430,Isaiah Miller missed Three Point Jumper.,31,33
10:05,2335,Caleb Homesley Defensive Rebound.,31,33
9:41,2430,Foul on Isaiah Miller.,31,33
9:27,2335,Ryan Kemrite missed Three Point Jumper.,31,33
9:27,2335,Scottie James Offensive Rebound.,31,33
9:21,2335,Scottie James made Two Point Tip Shot.,31,35
9:03,2335,Foul on Lovell Cabbil.,31,35
8:51,2430,Francis Alonso Turnover.,31,35
8:50,2335,Elijah Cuffee Steal.,31,35
8:35,2335,Lovell Cabbil missed Layup.,31,35
8:35,2335,Liberty Offensive Rebound.,31,35
8:21,2335,Foul on Isaiah Williams.,31,35
8:18,2430,Isaiah Miller Steal.,31,35
8:17,2430,Isaiah Miller missed Layup.,31,35
8:17,2430,James Dickey Offensive Rebound.,31,35
8:13,2430,James Dickey missed Jumper.,31,35
8:13,2335,Liberty Defensive Rebound.,31,35
7:58,2335,Isaiah Williams made Layup.,31,37
7:38,2430,Isaiah Miller Turnover.,31,37
7:38,2335,Official TV Timeout,31,37
7:21,2335,Scottie James Turnover.,31,37
7:20,2430,Isaiah Miller Steal.,31,37
7:18,2430,Isaiah Miller made Dunk.,33,37
6:42,2335,Isaiah Williams missed Jumper.,33,37
6:42,2430,Isaiah Miller Defensive Rebound.,33,37
6:23,2430,Isaiah Miller missed Layup.,33,37
6:23,2335,Elijah Cuffee Defensive Rebound.,33,37
5:54,2430,Foul on Malik Massey.,33,37
5:54,2335,Georgie Pacheco-Ortiz made Free Throw.,33,38
5:54,2335,Georgie Pacheco-Ortiz made Free Throw.,33,39
5:33,2430,Jordy Kuiper missed Three Point Jumper.,33,39
5:33,2335,Ryan Kemrite Defensive Rebound.,33,39
5:11,2335,Caleb Homesley made Three Point Jumper. Assisted by Georgie Pacheco-Ortiz.,33,42
4:42,2430,Foul on Isaiah Miller.,33,42
4:42,2430,Isaiah Miller Turnover.,33,42
4:42,2335,Liberty  Timeout,33,42
4:36,2335,Scottie James made Dunk. Assisted by Caleb Homesley.,33,44
4:31,2430,UNC Greensboro  Timeout,33,44
4:08,2430,Demetrius Troy made Three Point Jumper. Assisted by Francis Alonso.,36,44
3:32,2335,Foul on Caleb Homesley.,36,44
3:32,2335,Caleb Homesley Turnover.,36,44
3:32,2335,Official TV Timeout,36,44
3:20,2430,Jordy Kuiper missed Three Point Jumper.,36,44
3:20,2335,Lovell Cabbil Defensive Rebound.,36,44
2:49,2335,Foul on Ryan Kemrite.,36,44
2:49,2335,Ryan Kemrite Turnover.,36,44
2:41,2430,Francis Alonso made Three Point Jumper. Assisted by Isaiah Miller.,39,44
2:31,2430,Foul on Francis Alonso.,39,44
2:31,2335,Lovell Cabbil made Free Throw.,39,45
2:31,2335,Lovell Cabbil made Free Throw.,39,46
2:24,2430,Francis Alonso missed Three Point Jumper.,39,46
2:24,2430,Jordy Kuiper Offensive Rebound.,39,46
2:21,2335,Foul on Ryan Kemrite.,39,46
2:21,2430,Jordy Kuiper missed Free Throw.,39,46
2:21,2430,James Dickey Offensive Rebound.,39,46
2:11,2430,Kylia Sykes Turnover.,39,46
2:11,2335,Liberty  Timeout,39,46
2:00,2335,Elijah Cuffee missed Layup.,39,46
2:00,2430,James Dickey Block.,39,46
1:57,2430,Kylia Sykes Defensive Rebound.,39,46
1:53,2430,Isaiah Miller made Layup.,41,46
1:53,2430,UNC Greensboro  Timeout,41,46
1:52,2335,Georgie Pacheco-Ortiz Turnover.,41,46
1:51,2430,Isaiah Miller Steal.,41,46
1:41,2430,Isaiah Miller missed Jumper.,41,46
1:41,2335,Lovell Cabbil Block.,41,46
1:39,2430,Isaiah Miller Offensive Rebound.,41,46
1:37,2430,Isaiah Miller Turnover.,41,46
1:37,2335,Georgie Pacheco-Ortiz Steal.,41,46
1:37,2430,Foul on Malik Massey.,41,46
1:37,2335,Georgie Pacheco-Ortiz made Free Throw.,41,47
1:37,2335,Georgie Pacheco-Ortiz made Free Throw.,41,48
1:31,2335,Foul on Lovell Cabbil.,41,48
1:31,2430,Francis Alonso made Free Throw.,42,48
1:31,2430,Francis Alonso missed Free Throw.,42,48
1:31,2335,Scottie James Defensive Rebound.,42,48
1:09,2430,Foul on Isaiah Miller.,42,48
1:09,2335,Lovell Cabbil missed Free Throw.,42,48
1:09,2430,Malik Massey Defensive Rebound.,42,48
1:01,2430,Malik Massey made Three Point Jumper. Assisted by Francis Alonso.,45,48
0:33,2335,Lovell Cabbil missed Layup.,45,48
0:33,2430,Malik Massey Defensive Rebound.,45,48
0:31,2335,Foul on Scottie James.,45,48
0:31,2430,Malik Massey made Free Throw.,46,48
0:31,2430,Malik Massey made Free Throw.,47,48
0:24,2430,Foul on Kyrin Galloway.,47,48
0:24,2335,Scottie James made Free Throw.,47,49
0:24,2335,Scottie James made Free Throw.,47,50
0:13,2335,Foul on Ryan Kemrite.,47,50
0:13,2430,Francis Alonso made Free Throw.,48,50
0:13,2430,Francis Alonso made Free Throw.,49,50
0:12,2430,Foul on Isaiah Miller.,49,50
0:12,2335,Lovell Cabbil made Free Throw.,49,51
0:12,2335,Lovell Cabbil made Free Throw.,49,52
0:05,2430,Francis Alonso made Three Point Jumper.,52,52
0:01,2335,Lovell Cabbil missed Three Point Jumper.,52,52
0:01,2430,UNC Greensboro Defensive Rebound.,52,52
0:00,2335,End of 2nd half,52,52
4:38,2430,Jordy Kuiper missed Three Point Jumper.,52,52
4:38,2335,Georgie Pacheco-Ortiz Defensive Rebound.,52,52
4:14,2430,Foul on James Dickey.,52,52
4:14,2335,Isaiah Williams missed Free Throw.,52,52
4:14,2335,Liberty Deadball Team Rebound.,52,52
4:14,2335,Isaiah Williams missed Free Throw.,52,52
4:14,2430,James Dickey Defensive Rebound.,52,52
4:05,2430,Francis Alonso missed Three Point Jumper.,52,52
4:05,2335,Liberty Defensive Rebound.,52,52
3:49,2335,Ryan Kemrite missed Three Point Jumper.,52,52
3:49,2430,James Dickey Defensive Rebound.,52,52
3:28,2430,Francis Alonso made Three Point Jumper. Assisted by Jordy Kuiper.,55,52
2:47,2335,Georgie Pacheco-Ortiz missed Jumper.,55,52
2:47,2430,Francis Alonso Defensive Rebound.,55,52
2:22,2430,Francis Alonso missed Layup.,55,52
2:22,2335,Scottie James Defensive Rebound.,55,52
2:04,2430,Foul on James Dickey.,55,52
2:04,2335,Caleb Homesley missed Free Throw.,55,52
2:04,2335,Liberty Deadball Team Rebound.,55,52
2:04,2335,Caleb Homesley made Free Throw.,55,53
1:51,2430,James Dickey missed Layup.,55,53
1:51,2335,Scottie James Defensive Rebound.,55,53
1:35,2430,Foul on Malik Massey.,55,53
1:35,2335,Georgie Pacheco-Ortiz made Free Throw.,55,54
1:35,2335,Georgie Pacheco-Ortiz made Free Throw.,55,55
1:20,2430,Francis Alonso missed Three Point Jumper.,55,55
1:20,2335,Caleb Homesley Defensive Rebound.,55,55
0:59,2335,Georgie Pacheco-Ortiz missed Layup.,55,55
0:59,2430,James Dickey Defensive Rebound.,55,55
0:36,2430,Jordy Kuiper missed Three Point Jumper.,55,55
0:36,2335,Lovell Cabbil Defensive Rebound.,55,55
0:33,2335,Foul on Caleb Homesley.,55,55
0:33,2335,Caleb Homesley Turnover.,55,55
0:33,2430,James Dickey made Free Throw.,56,55
0:33,2430,James Dickey made Free Throw.,57,55
0:25,2335,Liberty  Timeout,57,55
0:17,2430,Foul on Jordy Kuiper.,57,55
0:17,2335,Scottie James missed Free Throw.,57,55
0:17,2335,Liberty Deadball Team Rebound.,57,55
0:17,2335,Scottie James made Free Throw.,57,56
0:15,2335,Foul on Georgie Pacheco-Ortiz.,57,56
0:15,2430,Francis Alonso made Free Throw.,58,56
0:15,2430,Francis Alonso missed Free Throw.,58,56
0:15,2335,Lovell Cabbil Defensive Rebound.,58,56
0:05,2335,Ryan Kemrite missed Three Point Jumper.,58,56
0:05,2335,Scottie James Offensive Rebound.,58,56
0:02,2430,Foul on Kylia Sykes.,58,56
0:02,2335,Scottie James made Free Throw.,58,57
0:02,2335,Scottie James made Free Throw.,58,58
0:01,2430,UNC Greensboro  Timeout,58,58
0:01,2430,Demetrius Troy Turnover.,58,58
0:01,2335,Scottie James Steal.,58,58
0:01,2335,Liberty  Timeout,58,58
0:01,2335,Lovell Cabbil missed Three Point Jumper.,58,58
0:01,2430,UNC Greensboro Defensive Rebound.,58,58
0:00,2335,End of 1st overtime,58,58
4:38,2335,Lovell Cabbil missed Three Point Jumper.,58,58
4:38,2430,Kylia Sykes Defensive Rebound.,58,58
4:19,2430,Francis Alonso made Three Point Jumper. Assisted by Demetrius Troy.,61,58
3:58,2335,Lovell Cabbil made Jumper.,61,60
3:35,2335,Foul on Elijah Cuffee.,61,60
3:35,2430,Francis Alonso made Free Throw.,62,60
3:35,2430,Francis Alonso made Free Throw.,63,60
3:35,2430,Francis Alonso made Free Throw.,64,60
3:12,2335,Caleb Homesley made Layup. Assisted by Georgie Pacheco-Ortiz.,64,62
2:46,2430,Kylia Sykes missed Three Point Jumper.,64,62
2:46,2430,Kylia Sykes Offensive Rebound.,64,62
2:22,2430,James Dickey missed Layup.,64,62
2:22,2430,Jordy Kuiper Offensive Rebound.,64,62
1:53,2430,Francis Alonso missed Layup.,64,62
1:53,2335,Caleb Homesley Defensive Rebound.,64,62
1:26,2335,Georgie Pacheco-Ortiz made Three Point Jumper.,64,65
1:03,2430,Francis Alonso missed Three Point Jumper.,64,65
1:03,2430,Kylia Sykes Offensive Rebound.,64,65
0:53,2430,Francis Alonso Turnover.,64,65
0:51,2335,Georgie Pacheco-Ortiz Steal.,64,65
0:50,2335,Georgie Pacheco-Ortiz missed Layup.,64,65
0:50,2430,Francis Alonso Defensive Rebound.,64,65
0:43,2430,Demetrius Troy missed Jumper.,64,65
0:43,2335,Ryan Kemrite Defensive Rebound.,64,65
0:43,2430,Foul on Kylia Sykes.,64,65
0:43,2335,Scottie James missed Free Throw.,64,65
0:43,2335,Liberty Deadball Team Rebound.,64,65
0:43,2335,Scottie James made Free Throw.,64,66
0:35,2430,Francis Alonso missed Three Point Jumper.,64,66
0:35,2335,Liberty Defensive Rebound.,64,66
0:21,2430,Foul on Demetrius Troy.,64,66
0:21,2335,Lovell Cabbil made Free Throw.,64,67
0:21,2335,Lovell Cabbil made Free Throw.,64,68
0:15,2430,Francis Alonso made Three Point Jumper.,67,68
0:13,2430,Foul on Justin Jordan.,67,68
0:13,2335,Lovell Cabbil made Free Throw.,67,69
0:13,2335,Lovell Cabbil made Free Throw.,67,70
0:06,2430,Francis Alonso made Three Point Jumper.,70,70
0:02,2335,Lovell Cabbil missed Three Point Jumper.,70,70
0:02,2430,Francis Alonso Defensive Rebound.,70,70
0:00,2335,End of 2nd overtime,70,70
4:45,2430,Jordy Kuiper missed Three Point Jumper.,70,70
4:45,2335,Scottie James Defensive Rebound.,70,70
4:44,2335,Foul on Scottie James.,70,70
4:44,2335,Scottie James Turnover.,70,70
4:44,2430,James Dickey missed Free Throw.,70,70
4:44,2430,UNC Greensboro Deadball Team Rebound.,70,70
4:44,2430,James Dickey missed Free Throw.,70,70
4:44,2335,Scottie James Defensive Rebound.,70,70
4:13,2335,Georgie Pacheco-Ortiz Turnover.,70,70
4:03,2430,Francis Alonso missed Three Point Jumper.,70,70
4:03,2335,Liberty Defensive Rebound.,70,70
3:43,2335,Ryan Kemrite missed Three Point Jumper.,70,70
3:43,2430,Jordy Kuiper Defensive Rebound.,70,70
3:41,2335,Foul on Scottie James.,70,70
3:41,2430,Jordy Kuiper made Free Throw.,71,70
3:41,2430,Jordy Kuiper made Free Throw.,72,70
3:32,2430,Foul on James Dickey.,72,70
3:32,2335,Caleb Homesley missed Free Throw.,72,70
3:32,2335,Liberty Deadball Team Rebound.,72,70
3:32,2335,Caleb Homesley made Free Throw.,72,71
3:14,2430,Jordy Kuiper missed Three Point Jumper.,72,71
3:14,2430,James Dickey Offensive Rebound.,72,71
2:44,2430,Francis Alonso missed Jumper.,72,71
2:44,2335,Caleb Homesley Defensive Rebound.,72,71
2:32,2335,Liberty  Timeout,72,71
2:14,2335,Lovell Cabbil missed Jumper.,72,71
2:14,2335,Ryan Kemrite Offensive Rebound.,72,71
2:10,2335,Liberty  Turnover.,72,71
1:50,2335,Foul on Lovell Cabbil.,72,71
1:50,2430,Francis Alonso made Free Throw.,73,71
1:50,2430,Francis Alonso made Free Throw.,74,71
1:30,2335,Caleb Homesley missed Three Point Jumper.,74,71
1:30,2430,Demetrius Troy Defensive Rebound.,74,71
1:03,2430,Demetrius Troy missed Three Point Jumper.,74,71
1:03,2335,Liberty Defensive Rebound.,74,71
0:39,2335,Isaiah Williams made Layup.,74,73
0:39,2430,Foul on Jordy Kuiper.,74,73
0:39,2335,Isaiah Williams missed Free Throw.,74,73
0:39,2430,Francis Alonso Defensive Rebound.,74,73
0:21,2430,UNC Greensboro  Timeout,74,73
0:11,2430,Demetrius Troy missed Three Point Jumper.,74,73
0:11,2335,Ryan Kemrite Defensive Rebound.,74,73
0:09,2430,Foul on Kylia Sykes.,74,73
0:09,2335,Ryan Kemrite made Free Throw.,74,74
0:09,2335,Ryan Kemrite made Free Throw.,74,75
0:02,2430,Francis Alonso made Jumper.,76,75
0:00,2335,End of Game,76,75
