Oral Roberts,2031,Little Rock,198
14:32,2031,Jaizec Lottie missed Layup.,30,33
14:32,198,Emmanuel Nzekwesi Defensive Rebound.,30,33
14:31,198,Emmanuel Nzekwesi Turnover.,30,33
14:08,2031,Jaizec Lottie missed Three Point Jumper.,30,33
14:08,198,Jontray Harris Defensive Rebound.,30,33
13:54,2031,Foul on Andre Jones.,30,33
13:54,198,Javan White made Free Throw.,31,33
13:54,198,Javan White missed Free Throw.,31,33
13:54,2031,Andre Jones Defensive Rebound.,31,33
13:40,2031,Andre Jones made Layup. Assisted by Oliver Black.,31,35
13:30,198,Jontray Harris made Three Point Jumper. Assisted by Sam Kearns.,34,35
13:08,198,Foul on Chris Miller.,34,35
12:56,2031,Anthony Black Turnover.,34,35
12:34,198,R.J. Fuqua made Three Point Jumper. Assisted by Jontray Harris.,37,35
12:15,2031,Cameron Corcoran missed Layup.,37,35
12:15,198,Emmanuel Nzekwesi Block.,37,35
12:14,198,Jontray Harris Defensive Rebound.,37,35
12:08,198,Javan White Turnover.,37,35
12:08,198,Foul on Javan White.,37,35
11:48,2031,Andre Jones made Jumper. Assisted by Cameron Corcoran.,37,37
11:30,198,Emmanuel Nzekwesi missed Three Point Jumper.,37,37
11:30,2031,Little Rock Defensive Rebound.,37,37
11:30,2031,Official TV Timeout,37,37
11:02,2031,Andre Jones missed Jumper.,37,37
11:02,198,Javan White Defensive Rebound.,37,37
11:02,2031,Foul on Wadly Mompremier.,37,37
10:50,198,Jontray Harris missed Three Point Jumper.,37,37
10:50,2031,Damir Hadzic Defensive Rebound.,37,37
10:30,2031,Cameron Corcoran missed Three Point Jumper.,37,37
10:30,198,Javan White Defensive Rebound.,37,37
10:07,198,Sam Kearns made Three Point Jumper. Assisted by Javan White.,40,37
9:52,2031,Andre Jones made Layup. Assisted by Cameron Corcoran.,40,39
9:38,198,R.J. Fuqua missed Three Point Jumper.,40,39
9:38,2031,Kris Bankston Defensive Rebound.,40,39
9:29,2031,Cameron Corcoran missed Layup.,40,39
9:29,198,Javan White Defensive Rebound.,40,39
9:24,198,Javan White made Dunk. Assisted by Jontray Harris.,42,39
9:24,2031,Foul on Kris Bankston.,42,39
9:24,198,Javan White made Free Throw.,43,39
9:03,198,Foul on Emmanuel Nzekwesi.,43,39
9:03,2031,Kris Bankston missed Free Throw.,43,39
9:03,2031,Little Rock Deadball Team Rebound.,43,39
9:03,2031,Kris Bankston missed Free Throw.,43,39
9:03,198,Emmanuel Nzekwesi Defensive Rebound.,43,39
8:41,198,Emmanuel Nzekwesi missed Layup.,43,39
8:41,2031,Little Rock Defensive Rebound.,43,39
8:20,2031,Jaizec Lottie Turnover.,43,39
8:04,198,Jontray Harris missed Three Point Jumper.,43,39
8:04,2031,Kris Bankston Defensive Rebound.,43,39
7:50,2031,Damir Hadzic missed Layup.,43,39
7:50,198,Albert Owens Block.,43,39
7:48,2031,Jaizec Lottie Offensive Rebound.,43,39
7:44,2031,Khari Harley missed Three Point Jumper.,43,39
7:44,198,Albert Owens Defensive Rebound.,43,39
7:39,2031,Foul on Khari Harley.,43,39
7:39,2031,Official TV Timeout,43,39
7:39,198,Emmanuel Nzekwesi made Free Throw.,44,39
7:39,198,Emmanuel Nzekwesi made Free Throw.,45,39
7:09,2031,Andre Jones missed Jumper.,45,39
7:09,198,R.J. Fuqua Defensive Rebound.,45,39
7:05,2031,Foul on Andre Jones.,45,39
7:05,198,R.J. Fuqua made Free Throw.,46,39
7:05,198,R.J. Fuqua made Free Throw.,47,39
6:48,2031,Andre Jones made Layup.,47,41
6:38,198,Sam Kearns missed Three Point Jumper.,47,41
6:38,2031,Ben Marcus Defensive Rebound.,47,41
6:21,2031,Khari Harley missed Layup.,47,41
6:21,198,Javan White Defensive Rebound.,47,41
6:15,198,R.J. Fuqua made Layup.,49,41
5:50,2031,Andre Jones missed Layup.,49,41
5:50,198,Albert Owens Block.,49,41
5:49,2031,Ben Marcus Offensive Rebound.,49,41
5:46,2031,Ben Marcus made Layup.,49,43
5:22,198,R.J. Fuqua Turnover.,49,43
5:21,2031,Anthony Black Steal.,49,43
5:14,2031,Anthony Black missed Three Point Jumper.,49,43
5:14,198,Javan White Defensive Rebound.,49,43
5:14,2031,Foul on Oliver Black.,49,43
5:14,198,Javan White missed Free Throw.,49,43
5:14,2031,Andre Jones Defensive Rebound.,49,43
5:03,2031,Anthony Black missed Jumper.,49,43
5:03,198,Javan White Defensive Rebound.,49,43
4:28,198,Javan White missed Layup.,49,43
4:28,2031,Andre Jones Defensive Rebound.,49,43
4:22,2031,Damir Hadzic made Three Point Jumper. Assisted by Anthony Black.,49,46
4:19,2031,Little Rock  Timeout,49,46
4:15,198,R.J. Fuqua Turnover.,49,46
4:14,198,Foul on Javan White.,49,46
4:14,2031,Kris Bankston made Dunk. Assisted by Jaizec Lottie.,49,48
4:14,2031,Kris Bankston made Free Throw.,49,49
3:47,198,Sam Kearns missed Three Point Jumper.,49,49
3:47,2031,Little Rock Defensive Rebound.,49,49
3:47,2031,Official TV Timeout,49,49
3:17,2031,Kris Bankston made Layup. Assisted by Anthony Black.,49,51
3:02,198,Albert Owens made Jumper. Assisted by Javan White.,51,51
3:02,2031,Foul on Damir Hadzic.,51,51
3:02,198,Albert Owens made Free Throw.,52,51
2:45,2031,Andre Jones made Layup. Assisted by Damir Hadzic.,52,53
2:31,198,Albert Owens missed Layup.,52,53
2:31,2031,Oliver Black Defensive Rebound.,52,53
2:05,2031,Jaizec Lottie missed Layup.,52,53
2:05,2031,Andre Jones Offensive Rebound.,52,53
2:05,198,Foul on Emmanuel Nzekwesi.,52,53
2:05,2031,Oliver Black made Free Throw.,52,54
2:05,2031,Oliver Black missed Free Throw.,52,54
2:05,198,Javan White Defensive Rebound.,52,54
1:45,198,Sam Kearns Turnover.,52,54
1:44,2031,Anthony Black Steal.,52,54
1:25,2031,Anthony Black missed Three Point Jumper.,52,54
1:25,198,R.J. Fuqua Defensive Rebound.,52,54
1:16,198,Javan White made Jumper. Assisted by Sam Kearns.,54,54
1:00,2031,Little Rock  Timeout,54,54
0:45,2031,Andre Jones Turnover.,54,54
0:37,198,Oral Roberts  Timeout,54,54
0:16,198,R.J. Fuqua missed Three Point Jumper.,54,54
0:16,2031,Ben Marcus Defensive Rebound.,54,54
0:08,2031,Anthony Black missed Jumper.,54,54
0:08,198,Emmanuel Nzekwesi Defensive Rebound.,54,54
0:03,198,Sam Kearns Turnover.,54,54
0:00,2031,Andre Jones missed Three Point Jumper.,54,54
0:00,198,Oral Roberts Defensive Rebound.,54,54
0:00,2031,End of 2nd half,54,54
4:44,198,R.J. Fuqua missed Jumper.,54,54
4:44,2031,Jaizec Lottie Defensive Rebound.,54,54
4:31,2031,Andre Jones made Layup.,54,56
4:13,198,R.J. Fuqua made Three Point Jumper. Assisted by Emmanuel Nzekwesi.,57,56
3:43,2031,Jaizec Lottie made Three Point Jumper. Assisted by Oliver Black.,57,59
3:19,198,R.J. Fuqua made Three Point Jumper. Assisted by Emmanuel Nzekwesi.,60,59
2:53,2031,Damir Hadzic missed Three Point Jumper.,60,59
2:53,198,Oral Roberts Defensive Rebound.,60,59
2:33,198,Emmanuel Nzekwesi made Layup. Assisted by Javan White.,62,59
2:06,2031,Andre Jones made Jumper. Assisted by Jaizec Lottie.,62,61
1:38,198,Albert Owens missed Layup.,62,61
1:38,2031,Anthony Black Defensive Rebound.,62,61
1:25,2031,Damir Hadzic missed Three Point Jumper.,62,61
1:25,2031,Andre Jones Offensive Rebound.,62,61
1:23,2031,Andre Jones made Layup.,62,63
1:13,2031,Foul on Oliver Black.,62,63
1:13,198,Albert Owens made Free Throw.,63,63
1:13,198,Albert Owens made Free Throw.,64,63
0:57,2031,Jaizec Lottie missed Three Point Jumper.,64,63
0:57,198,Albert Owens Defensive Rebound.,64,63
0:41,198,Oral Roberts  Timeout,64,63
0:25,198,Oral Roberts  Turnover.,64,63
0:22,2031,Little Rock  Timeout,64,63
0:08,2031,Damir Hadzic missed Three Point Jumper.,64,63
0:08,2031,Anthony Black Offensive Rebound.,64,63
0:07,2031,Anthony Black missed Three Point Jumper.,64,63
0:07,198,Javan White Defensive Rebound.,64,63
0:07,2031,Foul on Anthony Black.,64,63
0:07,198,Javan White missed Free Throw.,64,63
0:07,198,Oral Roberts Deadball Team Rebound.,64,63
0:07,198,Javan White missed Free Throw.,64,63
0:07,2031,Damir Hadzic Defensive Rebound.,64,63
0:05,198,Foul on Emmanuel Nzekwesi.,64,63
0:05,2031,Damir Hadzic made Free Throw.,64,64
0:05,2031,Damir Hadzic missed Free Throw.,64,64
0:05,198,Javan White Defensive Rebound.,64,64
0:00,2031,End of 1st overtime,64,64
4:42,198,R.J. Fuqua missed Jumper.,64,64
4:42,2031,Andre Jones Defensive Rebound.,64,64
4:18,2031,Anthony Black Turnover.,64,64
4:13,198,Javan White Steal.,64,64
4:05,198,Javan White missed Three Point Jumper.,64,64
4:05,198,Sam Kearns Offensive Rebound.,64,64
3:41,198,Albert Owens made Jumper. Assisted by Sam Kearns.,66,64
3:19,2031,Anthony Black missed Three Point Jumper.,66,64
3:19,198,R.J. Fuqua Defensive Rebound.,66,64
3:05,198,R.J. Fuqua Turnover.,66,64
3:04,2031,Anthony Black Steal.,66,64
2:58,2031,Anthony Black missed Jumper.,66,64
2:58,198,Javan White Defensive Rebound.,66,64
2:52,198,Emmanuel Nzekwesi made Layup. Assisted by Sam Kearns.,68,64
2:49,2031,Little Rock  Timeout,68,64
2:25,2031,Anthony Black made Jumper.,68,66
2:13,2031,Foul on Jaizec Lottie.,68,66
2:13,198,Emmanuel Nzekwesi made Free Throw.,69,66
2:13,198,Emmanuel Nzekwesi missed Free Throw.,69,66
2:13,2031,Jaizec Lottie Defensive Rebound.,69,66
1:49,2031,Andre Jones missed Layup.,69,66
1:49,198,Javan White Defensive Rebound.,69,66
1:31,198,Albert Owens missed Layup.,69,66
1:31,198,Emmanuel Nzekwesi Offensive Rebound.,69,66
1:28,198,Emmanuel Nzekwesi missed Layup.,69,66
1:28,198,Javan White Offensive Rebound.,69,66
1:25,198,Javan White made Layup.,71,66
1:11,2031,Jaizec Lottie missed Three Point Jumper.,71,66
1:11,198,Javan White Defensive Rebound.,71,66
0:58,2031,Foul on Jaizec Lottie.,71,66
0:58,198,R.J. Fuqua made Free Throw.,72,66
0:58,198,R.J. Fuqua made Free Throw.,73,66
0:48,2031,Jaizec Lottie missed Three Point Jumper.,73,66
0:48,198,Albert Owens Defensive Rebound.,73,66
0:43,2031,Foul on Anthony Black.,73,66
0:43,198,R.J. Fuqua missed Free Throw.,73,66
0:43,198,Oral Roberts Deadball Team Rebound.,73,66
0:43,198,R.J. Fuqua missed Free Throw.,73,66
0:43,2031,Damir Hadzic Defensive Rebound.,73,66
0:34,2031,Damir Hadzic missed Three Point Jumper.,73,66
0:34,198,Javan White Defensive Rebound.,73,66
0:29,2031,Foul on Anthony Black.,73,66
0:29,198,Sam Kearns made Free Throw.,74,66
0:29,198,Sam Kearns missed Free Throw.,74,66
0:29,2031,Andre Jones Defensive Rebound.,74,66
0:13,2031,Damir Hadzic missed Three Point Jumper.,74,66
0:13,198,Javan White Defensive Rebound.,74,66
0:00,2031,End of Game,74,66
