Youngstown State,305,DePaul,2754
2:15,2754,Devin Haygood Turnover.,28,43
2:15,2754,Foul on Devin Haygood.,28,43
1:52,305,Eli Cain made Layup.,28,45
1:27,2754,Jacob Brown missed Three Point Jumper.,28,45
1:27,305,Devin Gage Defensive Rebound.,28,45
1:20,305,Max Strus missed Three Point Jumper.,28,45
1:20,2754,Jeremiah Ferguson Defensive Rebound.,28,45
1:13,2754,Jeremiah Ferguson missed Layup.,28,45
1:13,2754,Jacob Brown Offensive Rebound.,28,45
1:10,2754,Jacob Brown made Layup.,30,45
0:57,305,Jaylen Butz Turnover.,30,45
0:40,2754,Jeremiah Ferguson made Layup.,32,45
0:40,305,Foul on Max Strus.,32,45
0:40,2754,Jeremiah Ferguson missed Free Throw.,32,45
0:40,305,Brandon Cyrus Defensive Rebound.,32,45
0:16,305,Devin Gage made Jumper.,32,47
0:02,2754,Jeremiah Ferguson missed Three Point Jumper.,32,47
0:02,305,Devin Gage Defensive Rebound.,32,47
0:00,305,End of 1st half,32,47
19:35,2754,Cameron Morse missed Jumper.,32,47
19:35,305,Tre'Darius McCallum Defensive Rebound.,32,47
19:25,305,Tre'Darius McCallum made Three Point Jumper. Assisted by Devin Gage.,32,50
18:56,2754,Jeremiah Ferguson Turnover.,32,50
18:56,2754,Foul on Jeremiah Ferguson.,32,50
18:44,305,Eli Cain missed Three Point Jumper.,32,50
18:44,305,Max Strus Offensive Rebound.,32,50
18:32,305,Max Strus missed Three Point Jumper.,32,50
18:32,2754,Cameron Morse Defensive Rebound.,32,50
18:23,2754,Devin Haygood made Jumper. Assisted by Jaylen Benton.,34,50
18:12,305,Devin Gage Turnover.,34,50
17:53,2754,Cameron Morse missed Three Point Jumper.,34,50
17:53,305,DePaul Deadball Team Rebound.,34,50
17:51,2754,Foul on Devin Haygood.,34,50
17:44,305,Marin Maric made Dunk. Assisted by Eli Cain.,34,52
17:26,2754,Braun Hartfield Turnover.,34,52
17:15,305,Eli Cain made Three Point Jumper. Assisted by Max Strus.,34,55
16:51,305,Foul on Tre'Darius McCallum.,34,55
16:51,2754,Braun Hartfield made Free Throw.,35,55
16:51,2754,Braun Hartfield made Free Throw.,36,55
16:37,305,Max Strus Turnover.,36,55
16:36,2754,Cameron Morse Steal.,36,55
16:28,305,Foul on Marin Maric.,36,55
16:16,2754,Naz Bohannon missed Three Point Jumper.,36,55
16:16,305,Eli Cain Defensive Rebound.,36,55
16:06,305,Eli Cain missed Layup.,36,55
16:06,2754,Devin Haygood Defensive Rebound.,36,55
15:59,2754,Naz Bohannon made Layup. Assisted by Braun Hartfield.,38,55
15:39,305,Devin Gage missed Layup.,38,55
15:39,2754,Jaylen Benton Block.,38,55
15:39,305,DePaul Offensive Rebound.,38,55
15:39,305,Official TV Timeout,38,55
15:27,305,Tre'Darius McCallum missed Three Point Jumper.,38,55
15:27,305,Brandon Cyrus Offensive Rebound.,38,55
15:20,305,Jaylen Butz missed Dunk.,38,55
15:20,2754,Cameron Morse Defensive Rebound.,38,55
15:14,2754,Braun Hartfield made Three Point Jumper. Assisted by Jaylen Benton.,41,55
15:02,305,Tre'Darius McCallum made Jumper.,41,57
14:42,2754,Jaylen Benton missed Layup.,41,57
14:42,305,Jaylen Butz Defensive Rebound.,41,57
14:30,305,Jaylen Butz made Dunk. Assisted by Max Strus.,41,59
14:11,305,Foul on Brandon Cyrus.,41,59
14:11,2754,Cameron Morse made Free Throw.,42,59
14:11,2754,Cameron Morse made Free Throw.,43,59
13:57,305,Max Strus made Layup.,43,61
13:57,2754,Foul on Garrett Covington.,43,61
13:57,305,Max Strus made Free Throw.,43,62
13:17,305,Foul on Jaylen Butz.,43,62
13:17,2754,Jeremiah Ferguson missed Free Throw.,43,62
13:17,2754,Youngstown State Deadball Team Rebound.,43,62
13:17,2754,Jeremiah Ferguson missed Free Throw.,43,62
13:17,305,Paul Reed Defensive Rebound.,43,62
13:09,305,Brandon Cyrus missed Layup.,43,62
13:09,2754,Devin Haygood Block.,43,62
13:09,2754,Devin Haygood Defensive Rebound.,43,62
13:01,2754,Braun Hartfield missed Layup.,43,62
13:01,2754,Devin Haygood Offensive Rebound.,43,62
12:58,2754,Devin Haygood made Dunk.,45,62
12:34,305,Eli Cain made Jumper. Assisted by Devin Gage.,45,64
12:26,2754,Jeremiah Ferguson Turnover.,45,64
12:25,305,Devin Gage Steal.,45,64
12:04,2754,Foul on Devin Haygood.,45,64
12:04,305,Brandon Cyrus missed Free Throw.,45,64
12:04,305,DePaul Deadball Team Rebound.,45,64
12:04,305,Brandon Cyrus made Free Throw.,45,65
11:51,305,Foul on Eli Cain.,45,65
11:51,305,Official TV Timeout,45,65
11:33,2754,Cameron Morse missed Three Point Jumper.,45,65
11:33,305,Devin Gage Defensive Rebound.,45,65
11:24,305,Devin Gage Turnover.,45,65
11:10,2754,Noe Anabir missed Layup.,45,65
11:10,305,Eli Cain Defensive Rebound.,45,65
10:48,305,Eli Cain missed Layup.,45,65
10:48,2754,Youngstown State Deadball Team Rebound.,45,65
10:46,305,Foul on Jaylen Butz.,45,65
10:32,2754,Braun Hartfield made Three Point Jumper.,48,65
10:18,305,Tre'Darius McCallum made Jumper. Assisted by Marin Maric.,48,67
10:05,2754,Jeremiah Ferguson Turnover.,48,67
10:04,305,Marin Maric Steal.,48,67
10:01,2754,Foul on Jeremiah Ferguson.,48,67
10:01,305,Marin Maric made Free Throw.,48,68
10:01,305,Marin Maric made Free Throw.,48,69
9:47,2754,Jaylen Benton missed Three Point Jumper.,48,69
9:47,305,Marin Maric Defensive Rebound.,48,69
9:32,305,Tre'Darius McCallum made Jumper.,48,71
9:19,2754,Garrett Covington missed Three Point Jumper.,48,71
9:19,2754,Jaylen Benton Offensive Rebound.,48,71
9:14,2754,Jaylen Benton made Jumper.,50,71
9:03,305,Tre'Darius McCallum missed Three Point Jumper.,50,71
9:03,2754,Noe Anabir Defensive Rebound.,50,71
8:54,2754,Garrett Covington made Layup. Assisted by Jaylen Benton.,52,71
8:50,305,DePaul  Timeout,52,71
8:40,305,Devin Gage missed Layup.,52,71
8:40,2754,Noe Anabir Defensive Rebound.,52,71
8:33,2754,Garrett Covington missed Layup.,52,71
8:33,305,Eli Cain Block.,52,71
8:33,2754,Noe Anabir Offensive Rebound.,52,71
8:21,2754,Jaylen Benton missed Jumper.,52,71
8:21,2754,Youngstown State Offensive Rebound.,52,71
8:15,2754,Jaylen Benton made Jumper. Assisted by Naz Bohannon.,54,71
7:59,305,Brandon Cyrus Turnover.,54,71
7:53,2754,Jaylen Benton missed Three Point Jumper.,54,71
7:53,305,DePaul Defensive Rebound.,54,71
7:50,305,Official TV Timeout,54,71
7:35,305,Tre'Darius McCallum Turnover.,54,71
7:34,2754,Jaylen Benton Steal.,54,71
7:23,305,Foul on Justin Roberts.,54,71
7:23,2754,Braun Hartfield made Free Throw.,55,71
7:23,2754,Braun Hartfield missed Free Throw.,55,71
7:23,305,Tre'Darius McCallum Defensive Rebound.,55,71
7:05,2754,Foul on Garrett Covington.,55,71
7:05,305,Brandon Cyrus made Free Throw.,55,72
7:05,305,Brandon Cyrus made Free Throw.,55,73
6:49,2754,Braun Hartfield missed Layup.,55,73
6:49,305,Tre'Darius McCallum Block.,55,73
6:49,305,Marin Maric Defensive Rebound.,55,73
6:46,2754,Foul on Naz Bohannon.,55,73
6:46,305,Marin Maric made Free Throw.,55,74
6:46,305,Marin Maric made Free Throw.,55,75
6:25,2754,Naz Bohannon Turnover.,55,75
6:09,305,Max Strus made Jumper.,55,77
5:47,2754,Braun Hartfield missed Jumper.,55,77
5:47,305,Brandon Cyrus Defensive Rebound.,55,77
5:24,305,Max Strus made Jumper.,55,79
4:58,2754,Jeremiah Ferguson made Jumper.,57,79
4:30,305,Brandon Cyrus missed Layup.,57,79
4:30,2754,Noe Anabir Defensive Rebound.,57,79
4:19,2754,Garrett Covington Turnover.,57,79
4:18,305,Max Strus Steal.,57,79
4:12,305,Max Strus missed Layup.,57,79
4:12,2754,Michael Akuchie Defensive Rebound.,57,79
4:03,305,Foul on Max Strus.,57,79
4:03,2754,Jeremiah Ferguson made Free Throw.,58,79
4:03,2754,Jeremiah Ferguson missed Free Throw.,58,79
4:03,305,Tre'Darius McCallum Defensive Rebound.,58,79
3:42,305,Max Strus missed Three Point Jumper.,58,79
3:42,2754,Jeremiah Ferguson Defensive Rebound.,58,79
3:35,305,Official TV Timeout,58,79
3:31,2754,Cameron Morse missed Three Point Jumper.,58,79
3:31,2754,Youngstown State Offensive Rebound.,58,79
3:16,2754,Braun Hartfield made Three Point Jumper. Assisted by Michael Akuchie.,61,79
2:45,305,Tre'Darius McCallum missed Three Point Jumper.,61,79
2:45,305,Brandon Cyrus Offensive Rebound.,61,79
2:41,305,Brandon Cyrus made Layup.,61,81
2:25,2754,Michael Akuchie missed Three Point Jumper.,61,81
2:25,2754,Braun Hartfield Offensive Rebound.,61,81
2:12,2754,Michael Akuchie made Three Point Jumper. Assisted by Braun Hartfield.,64,81
1:47,2754,Foul on Devin Haygood.,64,81
1:47,305,Marin Maric made Free Throw.,64,82
1:47,305,Marin Maric missed Free Throw.,64,82
1:47,2754,Jaylen Benton Defensive Rebound.,64,82
1:28,305,Foul on Brandon Cyrus.,64,82
1:28,2754,Cameron Morse made Free Throw.,65,82
1:28,2754,Cameron Morse made Free Throw.,66,82
1:18,305,Max Strus made Dunk. Assisted by Devin Gage.,66,84
1:03,2754,Cameron Morse missed Jumper.,66,84
1:03,2754,Youngstown State Deadball Team Rebound.,66,84
1:00,305,Foul on Peter Ryckbosch.,66,84
1:00,2754,Noe Anabir missed Free Throw.,66,84
1:00,2754,Youngstown State Deadball Team Rebound.,66,84
1:00,2754,Noe Anabir made Free Throw.,67,84
0:50,305,Devin Gage made Layup.,67,86
0:48,2754,Jaylen Benton made Three Point Jumper.,70,86
0:24,305,Brandon Cyrus made Three Point Jumper. Assisted by Max Strus.,70,89
0:11,2754,Braun Hartfield missed Jumper.,70,89
0:11,2754,Naz Bohannon Offensive Rebound.,70,89
0:06,2754,Jaylen Benton made Three Point Jumper. Assisted by Naz Bohannon.,73,89
0:00,305,End of 2nd half,73,89
