UT Rio Grande Valley,242,Rice,292
14:36,292,Foul on John Crnogorac.,14,9
14:36,242,Malik Osborne made Free Throw.,14,10
14:19,292,Javon Levi made Jumper.,16,10
14:06,242,Connor Cashaw missed Jumper.,16,10
14:06,292,Javon Levi Defensive Rebound.,16,10
13:57,292,Nick Dixon made Three Point Jumper. Assisted by Lew Stallworth.,19,10
13:46,292,Foul on Javon Levi.,19,10
13:21,242,Foul on Austin Meyer.,19,10
13:21,242,Austin Meyer Turnover.,19,10
13:10,292,John Crnogorac made Dunk. Assisted by Lew Stallworth.,21,10
13:00,242,Rice  Timeout,21,10
12:50,242,Austin Meyer made Jumper.,21,12
12:24,292,Javon Levi Turnover.,21,12
12:22,242,Miles Lester Steal.,21,12
12:16,242,Austin Meyer Turnover.,21,12
12:06,292,Javon Levi missed Three Point Jumper.,21,12
12:06,242,Ako Adams Defensive Rebound.,21,12
12:00,242,Connor Cashaw made Three Point Jumper. Assisted by Ako Adams.,21,15
11:38,292,Lew Stallworth missed Three Point Jumper.,21,15
11:38,242,Robert Martin Defensive Rebound.,21,15
11:24,242,Ako Adams missed Three Point Jumper.,21,15
11:24,292,John Crnogorac Defensive Rebound.,21,15
11:14,292,Greg Bowie missed Three Point Jumper.,21,15
11:14,242,Dylan Jones Defensive Rebound.,21,15
10:44,242,Ako Adams missed Three Point Jumper.,21,15
10:44,292,Javon Levi Defensive Rebound.,21,15
10:28,292,Foul on Greg Bowie.,21,15
10:28,292,Greg Bowie Turnover.,21,15
10:28,242,Official TV Timeout,21,15
10:13,242,Malik Osborne made Three Point Jumper. Assisted by Robert Martin.,21,18
9:50,292,Moe McDonald Turnover.,21,18
9:48,242,Dylan Jones Steal.,21,18
9:47,292,Foul on Moe McDonald.,21,18
9:47,242,Connor Cashaw made Free Throw.,21,19
9:47,242,Connor Cashaw made Free Throw.,21,20
9:19,292,Dan Kimasa made Layup. Assisted by Moe McDonald.,23,20
9:02,242,Robert Martin Turnover.,23,20
9:00,292,Moe McDonald Steal.,23,20
8:57,292,Xavier McDaniel Jr. made Jumper.,25,20
8:49,242,Bishop Mency missed Three Point Jumper.,25,20
8:49,292,UT Rio Grande Valley Defensive Rebound.,25,20
8:41,292,Lesley Varner Jr. missed Jumper.,25,20
8:41,242,Robert Martin Defensive Rebound.,25,20
8:22,242,Malik Osborne missed Jumper.,25,20
8:22,292,Lesley Varner Jr. Defensive Rebound.,25,20
8:15,292,Nick Dixon missed Jumper.,25,20
8:15,242,Connor Cashaw Defensive Rebound.,25,20
8:03,242,Connor Cashaw missed Jumper.,25,20
8:03,292,Nick Dixon Defensive Rebound.,25,20
7:55,292,Dan Kimasa missed Jumper.,25,20
7:55,242,Robert Martin Defensive Rebound.,25,20
7:47,242,Robert Martin made Jumper.,25,22
7:29,242,Foul on Robert Martin.,25,22
7:29,242,Official TV Timeout,25,22
7:29,292,Nick Dixon made Free Throw.,26,22
7:29,292,Nick Dixon made Free Throw.,27,22
7:29,292,Nick Dixon made Free Throw.,28,22
7:26,292,Foul on Lew Stallworth.,28,22
7:26,242,Miles Lester made Free Throw.,28,23
7:26,242,Miles Lester missed Free Throw.,28,23
7:26,292,John Crnogorac Defensive Rebound.,28,23
7:10,292,Greg Bowie missed Three Point Jumper.,28,23
7:10,242,Miles Lester Defensive Rebound.,28,23
7:03,242,Miles Lester Turnover.,28,23
6:49,292,Nick Dixon missed Three Point Jumper.,28,23
6:49,242,Ako Adams Defensive Rebound.,28,23
6:26,242,Bishop Mency made Layup. Assisted by Tim Harrison.,28,25
6:02,292,Javon Levi missed Jumper.,28,25
6:02,242,Miles Lester Defensive Rebound.,28,25
6:00,292,Foul on Greg Bowie.,28,25
6:00,242,Miles Lester made Free Throw.,28,26
6:00,242,Miles Lester made Free Throw.,28,27
5:34,292,Lew Stallworth missed Jumper.,28,27
5:34,292,Xavier McDaniel Jr. Offensive Rebound.,28,27
5:29,292,Xavier McDaniel Jr. made Layup.,30,27
5:00,242,Bishop Mency made Layup. Assisted by Robert Martin.,30,29
4:49,292,John Crnogorac made Layup.,32,29
4:25,242,Malik Osborne missed Three Point Jumper.,32,29
4:25,292,Xavier McDaniel Jr. Defensive Rebound.,32,29
4:09,292,Xavier McDaniel Jr. missed Three Point Jumper.,32,29
4:09,242,Miles Lester Defensive Rebound.,32,29
4:00,292,Foul on John Crnogorac.,32,29
4:00,242,Official TV Timeout,32,29
4:00,242,Robert Martin made Free Throw.,32,30
4:00,242,Robert Martin missed Free Throw.,32,30
4:00,292,Dan Kimasa Defensive Rebound.,32,30
3:49,292,Dan Kimasa Turnover.,32,30
3:27,242,Austin Meyer missed Layup.,32,30
3:27,292,Dan Kimasa Block.,32,30
3:24,292,Javon Levi Defensive Rebound.,32,30
3:21,292,Javon Levi missed Jumper.,32,30
3:21,242,Rice Defensive Rebound.,32,30
3:06,242,Robert Martin missed Jumper.,32,30
3:06,242,Robert Martin Offensive Rebound.,32,30
3:00,242,Robert Martin missed Layup.,32,30
3:00,292,Dan Kimasa Block.,32,30
3:00,292,UT Rio Grande Valley Defensive Rebound.,32,30
2:41,292,Xavier McDaniel Jr. missed Jumper.,32,30
2:41,242,Connor Cashaw Defensive Rebound.,32,30
2:09,242,Connor Cashaw missed Jumper.,32,30
2:09,242,Dylan Jones Offensive Rebound.,32,30
2:04,242,Connor Cashaw missed Three Point Jumper.,32,30
2:04,292,UT Rio Grande Valley Defensive Rebound.,32,30
2:04,242,Foul on Dylan Jones.,32,30
1:48,292,Lesley Varner Jr. missed Three Point Jumper.,32,30
1:48,242,Connor Cashaw Defensive Rebound.,32,30
1:47,292,Foul on Dan Kimasa.,32,30
1:47,242,Connor Cashaw missed Free Throw.,32,30
1:47,242,Rice Deadball Team Rebound.,32,30
1:47,242,Connor Cashaw made Free Throw.,32,31
1:27,292,Foul on Dan Kimasa.,32,31
1:27,292,Dan Kimasa Turnover.,32,31
0:58,242,Ako Adams missed Jumper.,32,31
0:58,242,Dylan Jones Offensive Rebound.,32,31
0:55,242,Dylan Jones made Layup.,32,33
0:47,292,Nick Dixon missed Jumper.,32,33
0:47,242,Malik Osborne Defensive Rebound.,32,33
0:39,242,Bishop Mency made Three Point Jumper. Assisted by Ako Adams.,32,36
0:36,292,UT Rio Grande Valley  Timeout,32,36
0:23,292,Lew Stallworth Turnover.,32,36
0:21,242,Ako Adams Steal.,32,36
0:07,242,Ako Adams missed Layup.,32,36
0:07,292,Moe McDonald Defensive Rebound.,32,36
0:00,242,End of 1st half,32,36
19:49,292,Dan Kimasa missed Jumper.,32,36
19:49,242,Malik Osborne Defensive Rebound.,32,36
19:35,292,Foul on Lesley Varner Jr..,32,36
19:35,242,Robert Martin made Free Throw.,32,37
19:35,242,Robert Martin made Free Throw.,32,38
19:27,292,Lesley Varner Jr. missed Three Point Jumper.,32,38
19:27,292,Xavier McDaniel Jr. Offensive Rebound.,32,38
19:14,292,Nick Dixon Turnover.,32,38
19:12,242,Connor Cashaw Steal.,32,38
19:09,242,Connor Cashaw missed Jumper.,32,38
19:09,292,Xavier McDaniel Jr. Defensive Rebound.,32,38
18:55,292,Xavier McDaniel Jr. made Three Point Jumper. Assisted by Dan Kimasa.,35,38
18:37,242,Bishop Mency made Three Point Jumper. Assisted by Malik Osborne.,35,41
18:19,292,Xavier McDaniel Jr. missed Three Point Jumper.,35,41
18:19,292,Nick Dixon Offensive Rebound.,35,41
18:19,242,Foul on Connor Cashaw.,35,41
18:17,292,Nick Dixon Turnover.,35,41
18:02,242,Foul on Malik Osborne.,35,41
18:02,242,Malik Osborne Turnover.,35,41
17:46,292,Dan Kimasa made Jumper.,37,41
17:46,242,Foul on Bishop Mency.,37,41
17:46,292,Dan Kimasa made Free Throw.,38,41
17:28,292,Greg Bowie missed Jumper.,38,41
17:28,292,Lew Stallworth Offensive Rebound.,38,41
17:28,292,Foul on Xavier McDaniel Jr..,38,41
17:28,242,Malik Osborne made Free Throw.,38,42
17:28,242,Malik Osborne made Free Throw.,38,43
17:10,292,Xavier McDaniel Jr. missed Jumper.,38,43
17:10,292,Greg Bowie Offensive Rebound.,38,43
16:53,292,Nick Dixon made Jumper.,40,43
16:33,242,Connor Cashaw Turnover.,40,43
16:31,292,Javon Levi Steal.,40,43
16:15,292,Nick Dixon made Three Point Jumper. Assisted by Javon Levi.,43,43
15:52,242,Malik Osborne made Three Point Jumper. Assisted by Robert Martin.,43,46
15:40,242,Foul on Bishop Mency.,43,46
15:40,242,Official TV Timeout,43,46
15:25,292,Lew Stallworth made Three Point Jumper. Assisted by Greg Bowie.,46,46
15:13,242,Dylan Jones made Layup. Assisted by Ako Adams.,46,48
14:54,292,John Crnogorac made Jumper. Assisted by Javon Levi.,48,48
14:44,242,Miles Lester Turnover.,48,48
14:26,292,Greg Bowie missed Three Point Jumper.,48,48
14:26,242,Ako Adams Defensive Rebound.,48,48
14:17,242,Ako Adams missed Three Point Jumper.,48,48
14:17,242,Bishop Mency Offensive Rebound.,48,48
14:16,292,Foul on Javon Levi.,48,48
14:01,242,Dylan Jones Turnover.,48,48
13:59,292,Javon Levi Steal.,48,48
13:55,292,Lew Stallworth made Three Point Jumper. Assisted by Javon Levi.,51,48
13:36,292,Foul on Javon Levi.,51,48
13:20,242,Malik Osborne missed Three Point Jumper.,51,48
13:20,292,Greg Bowie Defensive Rebound.,51,48
13:05,292,Greg Bowie missed Three Point Jumper.,51,48
13:05,242,Robert Martin Defensive Rebound.,51,48
12:53,292,Foul on Greg Bowie.,51,48
12:45,292,Foul on John Crnogorac.,51,48
12:45,242,Dylan Jones missed Free Throw.,51,48
12:45,242,Rice Deadball Team Rebound.,51,48
12:45,242,Dylan Jones missed Free Throw.,51,48
12:45,292,Lesley Varner Jr. Defensive Rebound.,51,48
12:21,292,Nick Dixon missed Three Point Jumper.,51,48
12:21,292,Moe McDonald Offensive Rebound.,51,48
12:15,292,Lew Stallworth made Three Point Jumper. Assisted by Moe McDonald.,54,48
11:43,242,Miles Lester missed Three Point Jumper.,54,48
11:43,292,Lesley Varner Jr. Defensive Rebound.,54,48
11:35,292,Lew Stallworth missed Three Point Jumper.,54,48
11:35,242,Dylan Jones Defensive Rebound.,54,48
11:29,242,Official TV Timeout,54,48
11:29,292,Foul on Dan Kimasa.,54,48
11:29,242,Robert Martin made Free Throw.,54,49
11:29,242,Robert Martin made Free Throw.,54,50
11:01,292,Dan Kimasa made Jumper.,56,50
11:01,292,Moe McDonald Turnover.,56,50
11:01,292,Foul on Moe McDonald.,56,50
10:37,242,Malik Osborne missed Jumper.,56,50
10:37,292,Moe McDonald Defensive Rebound.,56,50
10:13,292,Nick Dixon Turnover.,56,50
9:58,242,Austin Meyer Turnover.,56,50
9:57,292,Moe McDonald Steal.,56,50
9:49,292,Lesley Varner Jr. missed Three Point Jumper.,56,50
9:49,242,Connor Cashaw Defensive Rebound.,56,50
9:34,242,Austin Meyer Turnover.,56,50
9:05,292,Nick Dixon missed Jumper.,56,50
9:05,242,Bishop Mency Defensive Rebound.,56,50
8:55,242,Connor Cashaw missed Three Point Jumper.,56,50
8:55,242,Rice Offensive Rebound.,56,50
8:45,242,Ako Adams missed Three Point Jumper.,56,50
8:45,242,Malik Osborne Offensive Rebound.,56,50
8:40,242,Malik Osborne missed Jumper.,56,50
8:40,292,Xavier McDaniel Jr. Defensive Rebound.,56,50
8:38,242,Foul on Malik Osborne.,56,50
8:26,242,Foul on Ako Adams.,56,50
8:13,292,Dan Kimasa made Jumper.,58,50
7:53,242,Dylan Jones made Layup.,58,52
7:35,292,Nick Dixon made Layup.,60,52
7:00,242,Ako Adams missed Jumper.,60,52
7:00,292,Lew Stallworth Defensive Rebound.,60,52
6:29,292,Moe McDonald made Jumper.,62,52
6:22,242,Rice  Timeout,62,52
6:20,242,Connor Cashaw missed Jumper.,62,52
6:20,242,Connor Cashaw Offensive Rebound.,62,52
6:16,242,Connor Cashaw missed Layup.,62,52
6:16,292,John Crnogorac Block.,62,52
6:14,292,Lew Stallworth Defensive Rebound.,62,52
6:10,292,Xavier McDaniel Jr. made Jumper.,64,52
6:01,242,Robert Martin made Layup.,64,54
5:33,292,Xavier McDaniel Jr. made Jumper. Assisted by John Crnogorac.,66,54
5:04,242,Connor Cashaw missed Free Throw.,66,54
5:04,242,Malik Osborne Offensive Rebound.,66,54
5:03,292,Foul on Moe McDonald.,66,54
5:03,242,Official TV Timeout,66,54
4:44,242,Ako Adams made Layup.,66,56
4:19,292,John Crnogorac Turnover.,66,56
4:18,242,Ako Adams Steal.,66,56
4:17,292,Foul on Lew Stallworth.,66,56
4:17,242,Ako Adams made Free Throw.,66,57
4:17,242,Ako Adams made Free Throw.,66,58
3:56,242,Official TV Timeout,66,58
3:56,292,Moe McDonald made Free Throw.,67,58
3:56,292,Moe McDonald made Free Throw.,68,58
3:54,292,Nick Dixon missed Three Point Jumper.,68,58
3:54,292,UT Rio Grande Valley Offensive Rebound.,68,58
3:54,242,Foul on Ako Adams.,68,58
3:43,242,Ako Adams missed Three Point Jumper.,68,58
3:43,292,Nick Dixon Defensive Rebound.,68,58
3:42,242,Foul on Malik Osborne.,68,58
3:42,292,Nick Dixon made Free Throw.,69,58
3:42,292,Nick Dixon missed Free Throw.,69,58
3:42,242,Bishop Mency Defensive Rebound.,69,58
3:27,242,Robert Martin missed Three Point Jumper.,69,58
3:27,242,Robert Martin Offensive Rebound.,69,58
3:23,292,Foul on Moe McDonald.,69,58
3:23,242,Robert Martin made Free Throw.,69,59
3:23,242,Robert Martin missed Free Throw.,69,59
3:23,292,Dan Kimasa Defensive Rebound.,69,59
2:52,292,Lew Stallworth missed Three Point Jumper.,69,59
2:52,242,Malik Osborne Defensive Rebound.,69,59
2:41,242,Connor Cashaw made Layup.,69,61
2:41,292,Foul on Moe McDonald.,69,61
2:41,242,Connor Cashaw made Free Throw.,69,62
2:26,292,Xavier McDaniel Jr. missed Layup.,69,62
2:26,242,Ako Adams Defensive Rebound.,69,62
2:26,292,Foul on Dan Kimasa.,69,62
2:26,242,Ako Adams made Free Throw.,69,63
2:26,242,Ako Adams made Free Throw.,69,64
2:02,292,Nick Dixon Turnover.,69,64
1:52,242,Robert Martin missed Jumper.,69,64
1:52,242,Rice Offensive Rebound.,69,64
1:47,292,Foul on Nick Dixon.,69,64
1:47,242,Connor Cashaw missed Free Throw.,69,64
1:47,242,Rice Deadball Team Rebound.,69,64
1:47,242,Connor Cashaw missed Free Throw.,69,64
1:47,292,Lesley Varner Jr. Defensive Rebound.,69,64
1:42,292,UT Rio Grande Valley  Timeout,69,64
1:20,292,Lesley Varner Jr. missed Three Point Jumper.,69,64
1:20,242,Connor Cashaw Defensive Rebound.,69,64
1:04,242,Connor Cashaw made Three Point Jumper.,69,67
1:04,242,Rice  Timeout,69,67
1:00,292,Nick Dixon missed Layup.,69,67
1:00,242,Connor Cashaw Defensive Rebound.,69,67
0:32,242,Rice  Timeout,69,67
0:21,242,Connor Cashaw missed Three Point Jumper.,69,67
0:21,292,UT Rio Grande Valley Defensive Rebound.,69,67
0:19,242,Foul on Ako Adams.,69,67
0:19,292,Javon Levi missed Free Throw.,69,67
0:19,242,Connor Cashaw Defensive Rebound.,69,67
0:02,242,Bishop Mency missed Three Point Jumper.,69,67
0:02,292,Nick Dixon Defensive Rebound.,69,67
0:00,242,End of Game,69,67
