Arizona,2439,UNLV,12
2:03,12,Deandre Ayton made Jumper. Assisted by Dylan Smith.,74,73
1:46,2439,Jordan Johnson missed Three Point Jumper.,74,73
1:46,12,Dylan Smith Defensive Rebound.,74,73
1:22,12,Deandre Ayton made Dunk.,76,73
1:09,2439,Kris Clyburn made Three Point Jumper. Assisted by Jordan Johnson.,76,76
1:05,2439,UNLV  Timeout,76,76
0:52,12,Deandre Ayton made Layup.,78,76
0:39,2439,Brandon McCoy made Layup.,78,78
0:33,12,Arizona  Timeout,78,78
0:10,12,Dylan Smith missed Layup.,78,78
0:10,12,Ira Lee Offensive Rebound.,78,78
0:09,12,Arizona  Turnover.,78,78
0:02,2439,Jovan Mooring missed Three Point Jumper.,78,78
0:02,12,Arizona Defensive Rebound.,78,78
0:00,2439,End of 2nd half,78,78
4:43,12,Allonzo Trier made Jumper.,80,78
4:43,2439,Foul on Amauri Hardy.,80,78
4:43,12,Allonzo Trier missed Free Throw.,80,78
4:43,2439,Shakur Juiston Defensive Rebound.,80,78
4:25,2439,Brandon McCoy made Layup. Assisted by Shakur Juiston.,80,80
3:54,12,Deandre Ayton made Jumper.,82,80
3:40,2439,Brandon McCoy missed Jumper.,82,80
3:40,12,Deandre Ayton Defensive Rebound.,82,80
3:32,12,Allonzo Trier missed Layup.,82,80
3:32,2439,Jovan Mooring Defensive Rebound.,82,80
3:25,12,Foul on Parker Jackson-Cartwright.,82,80
3:25,2439,Jordan Johnson made Free Throw.,82,81
3:25,2439,Jordan Johnson made Free Throw.,82,82
3:06,12,Deandre Ayton made Layup.,84,82
2:48,2439,UNLV  Timeout,84,82
2:36,12,Foul on Dylan Smith.,84,82
2:36,2439,Jovan Mooring made Free Throw.,84,83
2:36,2439,Jovan Mooring made Free Throw.,84,84
2:36,2439,Jovan Mooring missed Free Throw.,84,84
2:36,12,Deandre Ayton Defensive Rebound.,84,84
2:06,12,Arizona  Turnover.,84,84
1:47,2439,Shakur Juiston missed Jumper.,84,84
1:47,12,Dylan Smith Defensive Rebound.,84,84
1:38,12,Dylan Smith missed Jumper.,84,84
1:38,12,Dusan Ristic Offensive Rebound.,84,84
1:32,12,Dusan Ristic Turnover.,84,84
1:31,2439,Jovan Mooring Steal.,84,84
1:29,2439,Jovan Mooring Turnover.,84,84
1:28,12,Parker Jackson-Cartwright Steal.,84,84
1:25,2439,Foul on Brandon McCoy.,84,84
1:25,12,Allonzo Trier made Free Throw.,85,84
1:25,12,Allonzo Trier made Free Throw.,86,84
1:09,2439,Brandon McCoy made Dunk. Assisted by Kris Clyburn.,86,86
0:45,12,Allonzo Trier missed Layup.,86,86
0:45,2439,Shakur Juiston Block.,86,86
0:44,12,Arizona Offensive Rebound.,86,86
0:36,2439,UNLV  Timeout,86,86
0:35,2439,Foul on Shakur Juiston.,86,86
0:35,12,Deandre Ayton missed Free Throw.,86,86
0:35,12,Arizona Deadball Team Rebound.,86,86
0:35,12,Deandre Ayton made Free Throw.,87,86
0:10,2439,Tervell Beck missed Three Point Jumper.,87,86
0:10,12,Deandre Ayton Defensive Rebound.,87,86
0:05,2439,Foul on Jordan Johnson.,87,86
0:05,12,Allonzo Trier made Free Throw.,88,86
0:05,12,Allonzo Trier made Free Throw.,89,86
0:02,12,Foul on Allonzo Trier.,89,86
0:02,2439,Jordan Johnson made Free Throw.,89,87
0:02,2439,Jordan Johnson made Free Throw.,89,88
0:02,12,Arizona  Timeout,89,88
0:01,2439,Foul on Anthony Smith.,89,88
0:01,12,Allonzo Trier made Free Throw.,90,88
0:01,12,Allonzo Trier made Free Throw.,91,88
0:00,2439,Jovan Mooring missed Three Point Jumper.,91,88
0:00,12,Arizona Defensive Rebound.,91,88
0:00,2439,End of Game,91,88
